   śrīḥ //	SrIH //
   etadapi yathāsaṅkhyaṃ viśeṣaḥsāmānyañcetyabhidhīyate /	etat-api yaTAsaFKyam viSezaH-sAmAnyaQca-iti-aBiDIyate /
   tat (187) etatsādṛśyametāsvekāṃ vidhāmāsādayat nātiricyate /	tat (187) etat-sAdRSyam-etAsu-ekAm viDAma-AsAdayat na-atiricyate /
   anāsādayannapadārthībhūya sthātumutsahate /	anAsAdayan=-apada-arTIBUyas sTAtum-utsahate /
   etena (188) śaktisaṅkhyādayo vyākhyātāḥ /	etena (188) Sakti-saFKI-A-AdayaH vyAKyAtAH /
   tato 'bhāvena saha saptaiva padārthā iti niyamaḥ /	tatas aBAvena saha sapta-eva padArTAH iti niyamaH /
   ato nopamānaviṣayor'thāntaramiti /	atas na-upamAna-vizayor-aTa-antaram-iti /
   [ku.3.349] syādetat- bhavatu sāmānyameva sādṛśyam, tadeva tasya	[ku.3.349] syAt-etat Bavatu sAmAnyam-eva sAdRSyam, tat-eva tasya
   viṣayaḥsyāt /	vizayaH-syAt /
   tatsa(gosa)dṛśo 'yamiti hi pratyayo nendriyajanyaḥ,	tad-sa(go-sa)dRSaH ayam-iti hi pratyayaH na-indriya-janyaH,
   tadāpātamātreṇānutpatteriti cet- na-	tad-ApAta-mAtreNa-anutpatteH-iti cet na-
   pūrvapiṇḍānusandhānarūpasahakārivaidhuryeṇānutpatteḥ (ṇa prāgajananāt so	pUrva-piNxa-anu-sanDAna-rUpa-sahakAri-vEDuryeNa-anutpatteH (Na prAc-ajananAt saH-
   'yamiti pratyabhijñānavaditi /	ayam-iti pratyaBijQAna-vat-iti /
   [ku.3.350] nanvetatsadṛśaḥsa iti nendriyajanyam, tena tasyāsambandhāt /	[ku.3.350] nanu-etat-sadRSaHsaH iti na-indriya-janyam, tena tasya-asambanDAt /
   nacedaṃ smaraṇam, tatpiṇḍānubhave 'pi viśiṣṭasyānanubhavāt /	naca-idam smaraNam, tad-piNxa-anuBave api viSizwasya-ananuBavAt /
   nacaitadapi, ayaṃ sa iti viparītapratyabhijñānavadupapādanīyam;	na-ca-etat-api, ayam saH iti viparIta-pratyaBijQAna-vat-upapAdanIyam;
   tattedantopasthāpanakramaviparyaye 'pi viśeṣyasyendriyeṇa	tad-tedanta-upasTApana-krama-viparyaye api viSezyasya-indriyeNa
   sannikarṣāvirodhāt; tasya sannihitavartamānagocaratvāt /	sannikarza-aviroDAt; tasya sannihita-vartamAna-gocara-tvAt /
   prakṛte tu tadabhāvāt /	prakRte tu tad-aBAvAt /
   tasmāt tatpiṇḍasmaraṇasahāyametatpiṇḍavartisādṛśyajñānameva tathāvidhaṃ	tasmAt tad-piNxa-smaraNa-sahAyam-etat-piNxa-varti-sAdRSya-jQAnam-eva taTAviDam
   jñānamutpādayadupamānaṃ pramāṇamiti /	jQAnam-utpAdayat-upamAnam pramANam-iti /
   [ku.3.351] etadapi nāsti- sādharmyamiva vaidharmyaṃ mānamevaṃ prasajyate /	[ku.3.351] etat-api nAsti sADarmyam-iva vEDarmyam mAnam-evam prasajyate /
   arthāpattirasau vyaktamiti cet prakṛtaṃ na kim //9 //	arTApattiH-asO vyaktam-iti ced prakRtam na kim //9 //
   yad.ā hi etadvisadṛśo 'sau iti pratyeti, tatrāpi tulyametat /	yat-.A hi etad-visadRSaH asO iti pratyeti, tatra-api tulyam-etat /
   na hi tat pratyakṣam, asannikṛṣṭaviṣayatvāt /	na hi tat pratyakzam, asannikRzwa-vizaya-tvAt /
   na smaraṇam, viśiṣṭasyānanubhavāt /	na smaraNam, viSizwasya-ananuBavAt /
   nopamānam asādṛśyaviṣayatvāt /	na-upamAnam asAdRSya-vizaya-tvAt /
   nanu- etaddharmābhāvaviśiṣṭatvameva tasya vaidharmyam,	nanu etad-Darma-aBAva-viSizwa-tvam-eva tasya vEDarmyam,
   taccābhāvagamyameveṣyate /	tat-ca-aBAva-gamyam-eva-izyate /
   na ca prakṛte 'pi tathāstu, sādṛśyasya bhāvarūpatvāditi cet- na- ito	na ca prakRte api taTA-astu, sAdRSyasya BAva-rUpa-tvAt-iti cet na itas-
   vyāvṛttadharmaviśiṣṭatāyā api	vyAvRtta-Darma-viSizwa-tAyAH api
   vaidharmyarūpatvāt; tasya ca bhāvarūpatvāt /	vEDarmya-rUpa-tvAt; tasya ca BAva-rUpa-tvAt /
   syādetat- taddharmā iha na santītyavagate, arthādāpadyate-	syAt-etat tad-DarmAH iha na santi-iti-avagate, arTAt-Apadyate-
   ihāvidyamānāstatra santīti /	iha-avidyamAnAH-tatra santi-iti /
   na hi tadvidharmatvametasyopapadyate, yadyetadvidharmāsau na bhavati iti	na hi tad-viDarma-tvam-etasya-upapadyate, yadi-etat-viDarmA-asO na Bavati iti
   cet- evaṃ tarhi prakṛtamapyarthāpattireva /	cet evam tarhi prakRtam-api-arTa-ApattiH-eva /
   na hi tatsādṛśyaviśiṣṭatvametasya pratyakṣasiddhamapi	na hi tad-sAdRSya-viSizwa-tvam-etasya pratyakza-sidDam-api
   tasyaitatsādṛśyaviśiṣṭatvaṃ vinopapadyate /	tasya-etat-sAdRSya-viSizwa-tvam vinA-upapadyate /
   [ku.3.352] etena dṛṣṭā(189)sannikṛṣṭapratyabhijñānaṃ vyākhyātam /	[ku.3.352] etena dRzwa-a(189)sannikRzwa-pratyaBijQAnam vyAKyAtam /
   tatrāpi taddharmaśālitvaṃ tasya smaraṇābhivyaktamanupapadyamānaṃ	tatra-api tad-Darma-SAli-tvam tasya smaraNa-aBivyaktam-anupapadyamAnam
   tadidantāspadasyaikatāṃ vyavasthāpayati /	tat-idanta-Aspadasya-ekatAm vyavasTApayati /
   tasmānnopamānamadhikamiti /	tasmAt-na-upamAnam-aDikam-iti /
   [ku.3.353] evaṃ prāpte 'bhidhīyate- sambandhasya paricchedaḥ (190)(daṃ?)	[ku.3.353] evam prApte aBiDIyate sambanDasya paricCedaH (190)(daM?)
   sañjñāyāḥsañjñinā saha /	saQjQAyAH-saQjQinA saha /
   pratyakṣāderasādhyatvādupamānaphalaṃ viduḥ //10 //	pratyakza-AdeH-asADya-tvAt-upamAna-Palam viduH //10 //
   yath.ā gaustathā gavayaḥ iti śrutātideśavākyasya, gosadṛśaṃ	yaT.A gOH-taTA gavayaH iti Sruta-atideSa-vAkyasya, go-sadRSam
   piṇḍamanubhavataḥ, smarataśca vākyārthaṃ ayamasau gavayaśabdavācya iti	piNxam-anuBavataH, smarataH-ca vAkya-arTam ayam-asO gavaya-Sabda-vAcyaH iti
   bhavati matiḥ /	Bavati matiH /
   seyaṃ na tāvat vākyamātraphalam, anupalabdhapiṇḍasyāpi prasaṅgāt /	sA-iyam na tAvat vAkya-mAtra-Palam, anupalabDa-piNxasya-api prasaFgAt /
   nāpi pratyakṣaphalam, aśrutavākyasyāpi prasaṅgāt /	na-api pratyakza-Palam, aSruta-vAkyasya-api prasaFgAt /
   nāpi samāhāraphalam, vākyapratyakṣayorbhinnakālatvāt /	na-api samAhAra-Palam, vAkya-pratyakzayoH-Binna-kAla-tvAt /
   vākyatadarthayoḥ smṛtidvāropanītāvapi gavayapiṇḍasambaddhenāpīndriyeṇa	vAkya-tad-arTayoH smRti-dvAra-upanItO=-api gavaya-piNxa-sambadDena-api-indriyeNa
   tadgatasādṛśyānupalambhe samayaparicchedāsiddheḥ /	tad-gata-sAdRSya-anupalamBe samaya-paricCeda-asidDeH /
   phalasamāhāre tu tadantarbhāve anumānāderapi pratyakṣatvaprasaṅgaḥ /	Pala-samAhAre tu tad-antarBAve anumAna-AdeH-api pratyakza-tva-prasaFgaH /
   tat kiṃ tatphalasya tatpramāṇabahirbhāva eva? antarbhāve vā kiyatī sīmā?-	tat kim tad-Palasya tad-pramANa-bahis-BAvaH eva? antarBAve vA kiyatI sImA?-
   tattadasādhāraṇendriyādisāhityam /	tad-tad-asADAraNa-indriya-Adi-sAhityam /
   asti tarhi sādṛśyādijñānakāleviṣphāritasya cakṣuṣo vyāpāraḥ- na-	asti tarhi sAdRSya-Adi-jQAna-kAlevizPAritasya cakzuzaH vyApAraH na-
   upalabdhagosādṛśyaviśiṣṭagavayapiṇḍasya vākyatadarthasmṛtimataḥ kālāntare	upalabDa-gosAdRSya-viSizwa-gavaya-piNxasya vAkya-tad-arTa-smRtimataH kAla-antare
   'pyanusandhānabalāt samayaparicchedopapatteḥ /	api-anusanDAna-balAt samaya-paricCeda-upapatteH /
   [ku.3.354] nanu ca vākyādevānena samayaḥ paricchinnaḥ, gosadṛśasya	[ku.3.354] nanu ca vAkyAt-eva-anena samayaH paricCinnaH, go-sadRSasya
   gavayaśabdaḥsañjñeti /	gavaya-SabdaH-saQjQA-iti /
   kevalamidānīṃ pratyabhijānāti ayamasāviti /	kevalam-idAnIm pratyaBijAnAti ayam-asO=-iti /
   prayogādva'numitaḥ, yo yatrāsati vṛttyantare vṛddhaiḥ prayujyate, sa tasya	prayogAt-va-anumitaH, yaH yatra-asati vRtti-antare vRdDEH prayujyate, sa tasya
   vācakaḥ, yathā gośabda eva goḥ, prayujyate cāyaṃ gosadṛśe iti	vAcakaH, yaTA go-SabdaH eva goH, prayujyate ca-ayam go-sadRSe iti
   kimupamāneneti- na- sādṛśyasyānimittatvānnimittasyāpratītitaḥ /	kim-upamAnena-iti na sAdRSyasya-animitta-tvAt-nimittasya-apratItitaH /
   samayo durgṛhaḥ pūrvaṃ śabdenānumayāpi vā //11 //	samayaH durgRhaH pUrvam Sabdena-anumayA-api vA //11 //
   na hi gavayaśabdasya sādṛśyaṃ pravṛttinimittam,	na hi gavaya-Sabdasya sAdRSyam pravRtti-nimittam,
   apratītagūnāmavyavahāraprasaṅgāt /	apratIta-gUnAm-avyavahAra-prasaFgAt /
   nacobhayamapi nimittam, svayaṃpratītasamayasaṅkrāntaye	na-ca-uBayam-api nimittam, svayaMpratIta-samaya-saFkrAntaye
   'tideśavākyaprayogānupapatteḥ /	ati-deSa-vAkya-prayoga-anupapatteH /
   gavayattve hyayaṃ vyutpanno vṛddhavyavahārāt, na sādṛśye /	gavayat-tve hi-ayam vyutpannaH vRdDa-vyavahArAt, na sAdRSye /
   kathametannirdhāraṇīyamiti cet- vastugatistāvadiyam, tadāpātataḥsandehe	kaTam-etat-nirDAraNIyam-iti cet vastu-gatiH-tAvat-iyam, tadA-apAtatas-sandehe
   'pi na phalasiddhiḥ, gandhavattvamiva pṛthivītvasya, gosādṛśyaṃ	api na Pala-sidDiH, ganDavat-tvam-iva pRTivI-tvasya, go-sAdRSyam
   gavayaśabdapravṛttinimittasyopalakṣaṇam, idameva vā	gavaya-Sabda-pravRtti-nimittasya-upalakzaNam, idam-eva vA
   nimittamityanirdhāraṇāt /	nimittam-iti-anirDAraNAt /
   [ku.3.355] syādetat- pūrvaṃ nimittānupalabdherna phalasiddhiḥ, idānīntu	[ku.3.355] syAt-etat pUrvam nimitta-anupalabDeH-na Pala-sidDiH, idAnIntu
   tasminnupalabdhe tadeva vākyaṃ smṛtisamārūḍhaṃ phaliṣyati,	tasmin=-upalabDe tat-eva vAkyam smRti-samArUXam Palizyati,
   adhyayanasamayagṛhīta iva vedarāśiraṅgopāṅgaparyavadātasya kālāntare /	aDyayana-samaya-gRhItaH iva vedarASiH-aFga-upAFga-paryavadAtasya kAla-antare /
   na ca vācyam, vākyena (191) svārthasya prāgeva bodhitatvāt	na ca vAcyam, vAkyena (191) sva-arTasya prAk-eva boDita-tvAt-
   prāgevaparyavasitamiti- gosādṛśyasyopalakṣaṇanimittatvayoranyataratra	prAk-eva-paryavasitamiti go-sAdRSyasya-upalakzaNa-nimitta-tvayoH-anyataratra
   tātparye sandehāt /	tAtparye sandehAt /
   idānīntu gavayatve 'vagate tarkapuraskārātsādṛśyasyopalakṣaṇatāyāṃ	idAnIntu gavayatve avagate tarka-puraskArAt-sAdRSyasya-upalakzaNa-tAyAm
   vyavasthitāyām, gaṅgāyāṃ ghoṣa itivadanvayapratipattiriti cet- na-	vyavasTita-AyAm, gaFgAyAm GozaH itivat-anvaya-pratipattiH-iti cet na-
   śrutānvayādanākāṅkṣaṃ na vākyaṃ hyanyadicchati /	Sruta-anvayAt-anA-kAFkzam na vAkyam hi-anyat-icCati /
   padārthānvayavaidhuryāttadākṣiptena saṅgatiḥ //12 //	padArTa-anvaya-vEDuryAt-tat-Akziptena saFgatiH //12 //
   gosadṛś.o gavayaśabdavācya iti sāmānādhikaraṇyamātreṇānvayopapattau	go-sadRS.aH gavaya-Sabda-vAcyaH iti sAmAnADikaraNya-mAtreNa-anvaya-upapattO
   viśeṣasandehe 'pi vākyasya paryavasitatvena mānāntaropanītānapekṣaṇāt,	viSeza-sandehe api vAkyasya paryavasita-tvena mAna-antara-upanIta-anapekzaNAt,
   taktāraktasandehe 'pi ghaṭo bhavatīti vākyavat /	taktA-rakta-sandehe api GawaH Bavati-iti vAkya-vat /
   anyathā vākyabhedadoṣāt /	anyaTA vAkya-Beda-dozAt /
   na ca gaṅgāyāṃ ghoṣa itivat padārthā evānvayāyogyāḥ, yena	na ca gaFgAyAm GozaH iti-vat padArTAH eva-anvaya-ayogyAH, yena
   pramāṇāntaropanītenānvayaḥsyāt /	pramANa-antara-upanItena-anvayaH-syAt /
   atha (192)pratītavākyārthabalāyāto 'pyartho yadi vākyasyaiva,	aTa (192)-pratIta-vAkya-arTa-bala-AyAtaH api-arTaH yadi vAkyasya-eva,
   divābhojananiṣedhavākyasyāpi rātribhojanamarthaḥsyāt /	divA-Bojana-nizeDa-vAkyasya-api rAtri-Bojanam-arTaH-syAt /
   tasmādyathā gavayaśabdaḥ kasyacidvācakaḥ śiṣṭaprayogāditi sāmānyato	tasmAt-yaTA gavaya-SabdaH kasyacid-vAcakaH Sizwa-prayogAt-iti sAmAnyatas-
   niścite 'pi, viśeṣe mānāntarāpekṣā, tathā gosadṛśasya gavayaśabdo vācaka	niScite api, viSeze mAna-antara-apekzA, taTA go-sadRSasya gavaya-SabdaH vAcaka
   iti vākyānniścitepi sāmānye, viśeṣavācakatve 'sya	iti vAkyAt-niScitepi sAmAnye, viSeza-vAcaka-tve asya
   mānāntaramanusaraṇīyamiti /	mAna-antaram-anusaraNIyam-iti /
   [ku.3.356] astvanumānam /	[ku.3.356] astu-anumAnam /
   tathāhi- gavayaśabdo gavayasya vācakaḥ asati vṛttyantare 'bhiyuktaistatra	taTA-hi gavaya-SabdaH gavayasya vAcakaH asati vRtti-antare aBiyuktEH-tatra
   prayujyamānatvat,gavi gośabdavaditi cet- na- asiddheḥ /	prayujyamAna-tu-a-t,gavi go-Sabda-vat-iti cet na asidDeH /
   na hyasati vṛttyantare tadviṣayatayā prayogaḥsaṅgatimavijñāya jñātuṃ	na hi-asati vRtti-antare tad-vizaya-tayA prayogaH-saFgatim-avijQAya jQAtum
   śakyate /	Sakyate /
   sāmānādhikaraṇyāditi cenna- piṇḍamātre siddhasādhanāt, nimitte cāsiddheḥ,	sAmAnADikaraNyAt-iti ced-na piNxa-mAtre sidDa-sADanAt, nimitte ca-asidDeH,
   sādṛśyasyānimittatvādityuktam /	sAdRSyasya-animitta-tvAt-iti-uktam /
   [ku.3.357] nanu vyāptiparamidaṃ vākyaṃ syāt, yo gosadṛśaḥ sa	[ku.3.357] nanu vyApti-param-idam vAkyam syAt, yaH go-sadRSaH sa
   gavayapadārtha iti /	gavaya-padArTaH iti /
   tathāca vākyādavagatapratibandho 'numinuyāt- ayamasau gavayo	taTA-ca vAkyAt-avagata-pratibanDaH anuminuyAt ayam-asO gavayaH-
   gosadṛśatvāditideśavākyāvagatapiṇḍavaditi- na- viparyayāt /	go-sadRSa-tvAditi-deSa-vAkya-avagata-piNxa-vat-iti na viparyayAt /
   na hi gosadṛśaṃ buddhāvāropyānena pṛṣṭaḥ, sa kiṃ śabdavācya iti /	na hi go-sadRSam budDO=-Aropya-anena pRzwaH, sa kim Sabda-vAcyaH iti /
   kintu sāmānyato gavayapadārthamavagamya sa kīdṛgiti /	kintu sAmAnyatas gavaya-padArTam-avagamya sa kIdRS-iti /
   tathāca yadyogaprāthamyābhyāṃ tasyaiva vyāpyatvam /	taTA-ca yad-yoga-prATamyAByAm tasya-eva vyApya-tvam /
   tataḥ kiṃ tena, prakṛtānupayogāt /	tatas kim tena, prakRta-anupayogAt /
   [ku.3.358]	[ku.3.358]
   atha (193)kiṃlakṣaṇako 'sāviti praśnārthaḥ /	aTa (193)kiMlakzaNakaH asO=-iti praSna-arTaH /
   tadā vyatirekiparaṃ (194)syāt, lakṣaṇasya tathābhavāt /	tadA vyatireki-param (194)syAt, lakzaNasya taTA-aBavAt /
   tathāca gosadṛśo gavaya ityasyārthaḥ- yo gavaya iti na vyavahriyate nāsau	taTA-ca go-sadRSaH gavayaH iti-asya-arTaH yaH gavayaH iti na vyavahriyate na-asO
   gosadṛśa iti /	go-sadRSaH iti /
   evañca prayoktavyam- ayamasau gavaya iti vyavahartavyaḥ gosadṛśatvāt,	evaQca prayoktavyam ayam-asO gavayaH iti vyavahartavyaH go-sadRSa-tvAt,
   yastu na tathā, gosadṛśaḥ yathā hastī /	yaH-tu na taTA, go-sadRSaH yaTA hastI /
   na ca hastyādīnāṃ vipakṣatve pramāṇamasti, sarvāprayogasya	na ca hasti-AdInAm vipakza-tve pramANam-asti, sarva-aprayogasya
   duravadhāra(ṇa)tvāt; katipayāvyavahārasya cānaikāntikatvāt /	duravaDAra(Na)tvA-at; katipaya-avyavahArasya ca-anEkAntika-tvAt /
   [ku.3.359] nanu liṅgamātre praśno bhaviṣyati, kīdṛk kiṃ liṅgamiti- na- na	[ku.3.359] nanu liFga-mAtre praSnaH Bavizyati, kIdRS kim liFga-m-iti na na
   hyanena liṅgamavijñāya gavayaśabdasya vācakatvaṃ kasyacidvācyatvaṃ	hi-anena liFgam-avijQAya gavaya-Sabdasya vAcaka-tvam kasyacid-vAcya-tvam
   vāvagatam, yena tadarthaṃ praśnaḥsyāt /	vA-avagatam, yena tad-arTam praSnaH-syAt /
   pravṛttinimittaviśeṣaliṅge praśnaḥ, yena nimittena gavayaśabdaḥ pravartate	pravRtti-nimitta-viSeza-liFge praSnaH, yena nimittena gavaya-SabdaH pravartate
   tasya kiṃ liṅgamiti cenna- na hi tadavaśyamanumeyamevetyanena niścitam,	tasya kim liFgam-iti ced-na na hi tat-avaSyam-anumeyam-eva-iti-anena niScitam,
   yata idaṃ syāt /	yatas idam syAt /
   jñānopāyamātrapraśne tadviśeṣeṇottaramiti cenna-	jQAna-upAya-mAtra-praSne tad-viSezeNa-uttaram-iti ced-na-
   aviśeṣādindriyasannikarṣamapyuttarayet; paryāyāntaraṃ vā /	aviSezAt-indriya-sannikarzam-api-uttarayet; paryAya-antaram vA /
   yathā- gavayamahaṃ kathaṃ jānīyāmiti praśne, vanaṃ gato drakṣyasīti; yathā	yaTA gavayam-aham kaTam jAnIyAm-iti praSne, vanam gataH drakzya-sIti; yaTA
   vā- kaḥ pika ityatra, kokila iti /	vA kaH pikaH iti-atra, kokile iti /
   tasmānnimittabhedapraśna evāyam, gavayo gavayapadavācyaḥ kīdṛk kena	tasmAt-nimitta-Beda-praSnaH eva-ayam, gavayaH gavaya-pada-vAcyaH kIdRS kena
   nimitteneti yuktamutpaśyāmaḥ /	nimittena-iti yuktam-utpaSyAmaH /
   tasya ca nimittaviśeṣasya sākṣādupadarśayitumaśkyatvāt pṛṣṭastadulakṣaṇaṃ	tasya ca nimitta-viSezasya sAkzAt-upadarSayitum-aSkya-tvAt pRzwaH-tad-u-lakzaNam
   kiñcidācaṣṭe /	kiQcid-Acazwe /
   taccopamānasāmagrīsamutthāpanameva /	tat-ca-upamAna-sAmagrI-samutTApanam-eva /
   tasya ca pramāṇasya satastarkaḥsahāyatāmāpadyate- "sādṛśyasyaiva	tasya ca pramANasya sataH-tarkaH-sahAya-tAm-Apadyate "sAdRSyasya-eva
   nimittatāyāṃ kalpanāgauravam, nimittāntarakalpane ca kḷptakalpyavirodha"	nimitta-tAyAm kalpanA-gOravam, nimitta-antara-kalpane ca k?pta-kalpya-viroDa"
   iti tadeva nimittamavagacchatīti /	iti tat-eva nimittam-avagacCati-iti /
   [ku.3.360] lakṣaṇantvasya anavagatasaṅgatisañjñāsamabhivyāhṛtavākyārthasya	[ku.3.360] lakzaNantu-asya anavagata-saFgati-saQjQAsam-aBivyAhRta-vAkya-arTasya
   sañjñinyanusandhānamupamānam /	saQjQinI-anusanDAnam-upamAnam /
   vākyārthaśca kvacit sādharmyaṃ kvacidvaidharmyam /	vAkya-arTaH-ca kvacid sADarmyam kvacid-vEDarmyam /
   ato nāvyāpakam /	atas na-avyApakam /
   tasmānniyataviṣayatvādeva na tena bādhaḥ, na tvanatirekāditi sthitiḥ /	tasmAt-niyata-vizaya-tvAt-eva na tena bADaH, na tu-anatirekAt-iti sTitiH /
   ku.3.[361ṭaśabdo 'pi na bādhakamanumānānatirekāditi vaiśeṣikādayaḥ /	ku.3.[361wa-SabdaH api na bADakam-anumAna-an-atirekAt-iti vESezika-AdayaH /
   tathā hi- yadyapi ete padārthā mithaḥ saṃsargavantaḥ vākyatvāditi	taTA hi yadi-api ete padArTAH miTas saMsargavantaH vAkya-tvAt-iti
   vyadhikaraṇam; padārthatvāditi cānaikāntikam; padaiḥsmāritatvādityapi	vyaDikaraNam; padArTa-tvAt-iti ca-anEkAntikam; padEH-smArita-tvAt-iti-api
   tathā /	taTA /
   yadyapi caitāni padāni smāritārthasaṃsargavanti tatsmārakatvādityādau	yadi-api ca-etAni padAni smArita-arTa-saMsargavanti tad-smAraka-tvAt-ityAdO
   sādhyābhāvaḥ /	sADya-aBAvaH /
   na hyatra matvarthaḥ saṃyogaḥ samavāyastādātmyaṃ viśeṣaṇaviśeṣyabhāvo vā	na hi-atra matvarTaH saMyogaH samavAyaH-tAdAtmyam viSezaNa-viSezya-BAvaH vA
   sambhavati /	samBavati /
   jñāpyajñāpakabhāvastu svātantryeṇa anumānāntarbhāvavādibhirneṣyate /	jQApyajQApaka-BAvaH-tu svAtantryeNa anumAna-antarBAva-vAdiBiH-na-izyate /
   na ca liṅgatayā jñāpakatvaṃ yat liṅgasya (195) viṣayastadeva tasya,	na ca liFga-tayA jQApaka-tvam yat liFgasya (195) vizayaH-tat-eva tasya,
   parasparāśrayaprasaṅgāt /	paraspara-ASraya-prasaFgAt /
   tadupalambhe hi vyāptisiddhistatsiddhau ca tadanumānamiti /	tad-upalamBe hi vyApti-sidDiH-tad-sidDO ca tad-anumAnam-iti /
   tathāpi- ākāṅkṣādimadbhiḥ padaiḥ smāritatvāt gāmabhyājeti padārthavaditi	taTA-api AkAFkza-AdimadBiH padEH smArita-tvAt gAm-aByAja-iti padArTavat-iti
   syāt /	syAt /
   na ca viśeṣāsiddhirdeṣaḥ, saṃsargasya saṃsṛjyamānaviśeṣādeva viśiṣṭatvāt /	na ca viSeza-asidDiH-dezaH, saMsargasya saMsRjyamAna-viSezAt-eva viSizwa-tvAt /
   yadvā etāni padāni smāritārthasaṃsargajñānapūrvakāṇi ākāṅkṣādimattve sati	yat-vA etAni padAni smArita-arTa-saMsarga-jQAna-pUrvakANi AkAFkza-Adimattve sati
   tatsmārakatvāt gāmabhyājeti padavat /	tad-smAraka-tvAt gAm-aByAja-iti pada-vat /
   na caivamarthāsiddhiḥ, jñānāvacchedakatayaiva tatsiddheḥ /	na ca-evam-arTa-asidDiH, jQAna-avacCedaka-tayA-eva tad-sidDeH /
   tasya ca saṃsṛjyamānopahitasyaivāvacchedakatvānna viśeṣāpratilambha iti /	tasya ca saMsRjyamAna-upahitasya-eva-avacCedaka-tvAt-na viSeza-apratilamBaH iti /
   [ku.3.362] atrocyate- anekāntaḥ paricchede sambhave ca na niścayaḥ /	[ku.3.362] atra-ucyate anekAntaH paricCede samBave ca na niScayaH /
   ākāṅkṣā sattayā heturyogyāsattirabandhanā //13 //	AkAFkzA sat-tayA hetuH-yogyA-sattira-banDanAH //13 //
   et.e padārthāmithaḥsarṅgavanta iti saṃsṛṣṭā eveti niyamo vā sādhyaḥ	et.e padArTa-AmiTaHsarFgavantaH iti saMsRzwAH eva-iti niyamaH vA sADyaH
   sambhāvitasaṃsargā iti vā /	samBAvita-saMsargAH iti vA /
   [ku.3.363] na prathamaḥ, anāptoktapadakadambasmāritairanekāntāt /	[ku.3.363] na praTamaH, anApta-ukta-pada-kadamba-smAritEH-aneka-antAt /
   āptoktyā viśeṣaṇīyamiti cenna- vākyārthapratīteḥ prāk tadasiddheḥ /	Apta-uktyA viSezaNIyam-iti ced-na vAkya-arTa-pratIteH prAk tad-asidDeH /
   na hyavipralambhakatvamātramihāptaśabdena vivakṣitam, tadukterapi	na hi-avipralamBaka-tva-mAtram-iha-Apta-Sabdena vivakzitam, tad-ukteH-api
   padārthasaṃsargavyabhicārāt /	padArTa-saMsarga-vyaBicArAt /
   apitu tadanubhavaprāmāṇyamapi /	api-tu tad-anuBava-prAmANyam-api /
   na caitacchakyam (196)asarvajñe sarvadā sarvaviṣaye satyajñānavānayamiti	na ca-etat-Sakyam (196)a-sarva-jQe sarvadA sarva-vizaye satya-jQAnavAn-ayam-iti
   niścetum, bhrānteḥ puruṣadharmatvāt /	niScetum, BrAnteH puruza-Darma-tvAt /
   yatra (197)kvacidāptatvamanāptasyāpyastīti na tenopayogaḥ /	yatra (197)kvacid-Apta-tvam-anAptasya-api-asti-iti na tena-upayogaH /
   tato 'sminnarthe 'yamabhrānta iti kenacidupāyena grāhyam /	tatas asmin=-arTe ayam-aBra-antaH iti kenacid-upAyena grAhyam /
   nacaitat saṃsargaviśeṣamapratītya śakyam; buddherarthaṃbhedamantareṇa	naca-etat saMsarga-viSezam-apratItya Sakyam; budDeH-arTaMBedam-antareNa
   nirūpayitumaśakyatvāt /	nirUpayitum-aSakyatvAt /
   padārthamātre cābhrāntatvasiddhau na kiñcit; anāptasādhāraṇyāt /	padArTa-mAtre ca-aBrAnta-tva-sidDO na kiQcit; anApta-sADa-araNyAt /
   eteṣāṃ saṃsarge 'yamabhrānta iti śakyamiti cenna- eteṣāṃ saṃsarge ityasyā	etezAm saMsarge ayam-aBrAntaH iti Sakyam-iti ca-id-na etezAm saMsarge iti-asyA
   eva buddherasiddheḥ /	eva budDeH-asidDeH /
   ananubhūtacare smaraṇāyogāt, tadanubhavasya liṅgādhīnatayā tasya ca	ananuBUta-care smaraNa-ayogAt, tad-anuBavasya liFga-aDIna-tayA tasya ca
   viśeṣaṇāsiddhatvenānupapatteriti /	viSezaNa-asidDa-tvena-anupapatteH-iti /
   [ku.3.364ṭa nāpi dvitīyaḥ, yogyatāmātrasiddhāvapi saṃsargāniścayāt,	[ku.3.364wa na-api dvitIyaH, yogyatA-mAtra-sidDO=-api saMsarga-aniScayAt,
   vākyasya ca tadekaphalatvāt /	vAkyasya ca tad-eka-Pala-tvAt /
   yogyatāmātrasya prāgeva siddheḥ /	yogya-tA-mAtrasya prAk-eva sidDeH /
   anyathā tadasiddhāvāsannasākāṅkṣapadasmāritatvādityeva hetuḥsyāt /	anyaTA tad-asidDO=-Asannasa-AkAFkza-pada-smArita-tvAt-iti-eva hetuH-syAt /
   tathācāgninā siñcedityādinā smāritairanaikāntaḥ; tathāvidhānāṃ sarvathā	taTA-ca-agninA siQcet-ityAdinA smAritEH-anEkAntaH; taTAviDAnAm sarvaTA
   saṃsargāyogyatvāditi /	saMsarga-ayogya-tvAt-iti /
   [ku.3.365] evaṃ dvitīye 'pi prayoge heturākāṅkṣādimattve satīti /	[ku.3.365] evam dvitIye api prayoge hetuH-AkAFkza-Adimattve sati-iti /
   tatra keyamākāṅkṣā nāma? na tāvadviśeṣaṇaviśeṣyabhāvaḥ, tasya	tatra kA-iyam-AkAFkzAH nAma? na tAvat-viSezaNa-viSezya-BAvaH, tasya
