   oṃ	om
   śakyaṃ vaktum //2 //	Sakyam vaktum //2 //
   START ChUp 6,3.3	START ShUp 6,3.3
   tāsāṃ trivṛtaṃ trivṛtam ekaikāṃ karavāṇīti |	tAsAm trivRtam trivRtam ekEkAm karavANi iti |
   seyaṃ devatemās tisro devatā anenaiva jīvenātmanānupraviśya nāmarūpe	sA iyam devatA imAH tisraH devatAH anena eva jIvena AtmanA anupraviSya nAma rUpe
   vyākarot || ChUp_6,3.3 ||	vyAkarot || ShUp_6,3.3 ||
   ChUpBh_6,3.3 saivaṃ tisro devatā anupraviśya svātmāvasthe bījabhūte	ChUpBh_6,3.3 sA evam tisraH devatAH anupraviSya sva Atma avasTe bIja BUte
   avyākṛte nāmarūpe vyākaravāṇītīkṣitvā tāsāṃ ca tisṛṇāṃ devatānāmekaikāṃ	avyAkRte nAma rUpe vyAkara vANi itIkzitvA tAsAm ca tisRNAm devatAnAm ekEkAm
   trivṛtaṃ trivṛtaṃ karavāṇi /	trivRtam trivRtam karavANi /
   ekaikasyāsrivṛtkaraṇa ekaikasyāḥ prādhānyaṃ dvayordvayorguṇabhāvo 'nthathā	ekEkasya asrivRt karaNaH ekEkasyAH prADAnyam dvayoH dvayoH guNa BAvaH anTaTA
   hi rajjavā ivaikameva trivṛtkaraṇaṃ syāt na tu tisṛṇāṃ	hi rajjavAH iva ekam eva trivRt karaNam syAt na tu tisRNAm
   pṛthakpṛthaktrivṛtkaraṇamiti /	pRTak pRTak trivRt karaNam iti /
   evaṃ hi tejobannānāṃ pṛthaṅnāmapratyayalābhaḥ syātteja idamimā āpo	evam hi tejaH bannAnAm pRTak nAma pratyaya lABaH syAt tejaH idam imAH ApaH 
   'nnamidamiti ca /	annam idam iti ca /
   sati ca pṛthaṅnāmapratyayalābhe devatānāṃ samyagvyavahārasya prasiddhiḥ	sati ca pRTak nAma pratyaya lABe devatAnAm samyak vyavahArasya prasidDiH
   prayojanaṃ syāt /	prayojanam syAt /
   evamīkṣitvā seyaṃ devatemāstisro devatā anenaiva yathoktenaiva jīvena	evam IkzitvA sA iyam devatA imAH tisraH devatAH anena eva yaTA uktena eva jIvena
   sūryabimbavadantaḥ praviśya vairājaṃ piṇḍaṃ prathamaṃ devādīnāṃ ca	sUrya bimba vat antaH praviSya vErAjam piNxam praTamam deva AdInAm ca
   piṇḍānanupraviśya yathāsaṅkalpameva nāmarūpe vyākarodasaunāmāyamidaṃrūpa	piNxAn anupraviSya yaTAsaFkalpam eva nAma rUpe vyAkara ut asOnAma ayam idaMrUpa
   iti //3 //	iti //3 //
   START ChUp 6,3.4	START ShUp 6,3.4
   tāsāṃ trivṛtaṃ trivṛtam ekaikām akarot |	tAsAm trivRtam trivRtam ekEkAm akarot |
   yathā tu khalu somyemās tisro devatās trivṛt trivṛd ekaikā bhavati tan me	yaTA tu Kalu somya imAH tisraH devatAH trivRt trivRt ekEkA Bavati tat me
   vijānīhīti || ChUp_6,3.4 ||	vijAnIhi iti || ShUp_6,3.4 ||
   ChUpBh_6,3.4 tāsāṃ ca devatānāṃ guṇapradhānabhāvena trivṛtaṃ	ChUpBh_6,3.4 tAsAm ca devatAnAm guNa praDAna BAvena trivRtam
   trivṛtamekaikāmakarotkṛtavatī devatā /	trivRtam ekEkAm akarot kRtavatI devatA /
   tiṣṭhatu tāvaddevatādipiṇḍānāṃ nāmarūpābhyāṃ vyākṛtānāṃ tejobannamayatvena	tizWatu tAvat devatA Adi piNxAnAm nAma rUpAByAm vyAkRtAnAm tejaH banna maya tvena
   tridhātvaṃ, yathā tu khalu bahurimāḥ piṇḍebhyastisro	triDA tvan, yaTA tu Kalu bahuH imAH piNxeByaH tisraH 
   devatāsrivṛttrivṛdekaikā bhavati tanme mama nigadato vijānīhi	devatA srivRt trivRt ekEkA Bavati tat me mama nigadataH vijAnIhi
   viṣṭaspamavadhārayodāharaṇataḥ //4//	vizwaspam avaDAra yodAharaNataH //4//
   iti cchāndogyopaniṣadi ṣaṣṭhādhyāyasya tṛtīyaḥ khaṇḍaḥ	iti cCAnda ugya upanizadi zazWa aDyAyasya tRtIyaH KaNxaH
   START ChUp 6,4.1	START ShUp 6,4.1
   yad agne rohitaṃ rūpaṃ tejasas tad rūpam |	yat agne rohitam rUpam tejasaH tat rUpam |
   yac chuklaṃ tad apām |	yat Suklam tat apAm |
   yat kṛṣṇaṃ tad annasya |	yat kRzNam tat annasya |
   apāgād agner agnitvam |	apAgAt agneH agni tvam |
   vācārambhaṇaṃ vikāro nāmadheyaṃ trīṇi rūpāṇīty eva satyam || ChUp_6,4.1 ||	vAcA AramBaNam vikAraH nAmaDeyam trINi rUpANi iti eva satyam || ShUp_6,4.1 ||
   ChUpBh_6,4.1 yattaddevatānāṃ trivṛtkaraṇamuktaṃ tasyaivodāharaṇamucyate /	ShUpBh_6,4.1 yat tat devatAnAm trivRt karaNam uktam tasya eva udAharaNam ucyate /
   udāharaṇaṃ nāmaikadeśaprasiddhyarthamudāhriyata iti /	udAharaNam nAma eka deSa prasidDi arTam udAhriyate iti /
   tadetadāha   yadagnesrivṛtkṛtānāṃ, yatkṛṣṇaṃ tasyaivāgne rūpaṃ tadannasya	tat etat Aha  yat agnesrivRt kRtAnAn, yat kRzNam tasya eva agne rUpam tat annasya
   pṛthivyā atrivṛtkṛtāyā iti viddhi /	pRTivyAH atrivRt kRtAyAH iti vidDi /
   tatraivaṃ sata rūpatrayavyatirekeṇāgniriti yanmanyase tvaṃ	tatra evam sata rUpa traya vyatirekeNa agniH iti yat manyase tvam
   tasyāgneragnitvamidānīmapāgādapagatam /	tasya agneH agni tvam idAnIm apAgAt apagatam /
   prāgrūpatrayavivekavijñānādyāgnibuddhirāsītte	prAgrUpa traya viveka vijQAna Adya agni budDiH AsIt te
   sāgnibuddhirapagatāgniśabdaścetyarthaḥ /	sa agni budDiH apagata agni SabdaH ca iti arTaH /
   yathādṛṣyamānaraktopadhānasaṃyuktaḥ sphaṭiko gṛhyamāṇaḥ padmarāgo	yaTA dRzyamAna rakta upaDAna saMyuktaH sPawikaH gRhyamANaH padmarAgaH 
   'yamitiśabdabuddhyoḥ prayojako bhavati	ayam iti Sabda budDyoH prayojakaH Bavati
   prāgupadhānasphaṭikayorvivekavijñāne tu padmarāgaśabdabuddhī nivartete	prAk upaDAna sPawikayoH viveka vijQAne tu padmarAga Sabda budDI nivartete
   tadvivekavijñātustadvat /	tad viveka vijQAtuH tadvat /
   nanu kimatra buddhiśabdakalpanayā kriyate	nanu kim atra budDi Sabda kalpanayA kriyate
   prāgrūpatrayavivekakaraṇādagnirevā'sīttadagneragnitvaṃ	prAgrUpa traya viveka karaNAt agniH evA asIt tat agneH agni tvam
   rohitādirūpavivekakaraṇādapāgāditi yuktaṃ yathā tantvapakarṣaṇe paṭābhāvaḥ	rohita Adi rUpa viveka karaNAt apAgAt iti yuktam yaTA tantu apakarzaNe pawa aBAvaH
   naivaṃ, buddhiśabdamātrameva hyagniryata āha vācā'rambhaṇamagnirnāma	na evaM, budDi Sabda mAtram eva hi agniH yatas Aha vAcA aramBaNam agniH nAma
   vikāro nāmadheya nāmamātramityarthaḥ /	vikAraH nAmaDeya nAma mAtram iti arTaH /
   ato 'gnibuddharapi mṛṣaiva /	atas agni budDar api mRzA eva /
   kiṃ tarhi tatra satyaṃ trīṇi rūpāṇītyeva satyaṃ nāṇumātramapi	kim tarhi tatra satyam trINi rUpANi iti eva satyam na aNu mAtram api
   rūpatrayavyatirekeṇa satyamastītyavadhāraṇārthaḥ //1 //	rUpa traya vyatirekeNa satyam asti iti avaDAraNa arTaH //1 //
   START ChUp 6,4.2	START ShUp 6,4.2
   yad ādityasya rohitaṃ rūpaṃ tejasas tad rūpam |	yat Adityasya rohitam rUpam tejasaH tat rUpam |
   yac chuklaṃ tad apām |	yat Suklam tat apAm |
   yat kṛṣṇaṃ tad annasya |	yat kRzNam tat annasya |
   apāgād ādityād ādityatvam |	apAgAt AdityAt Aditya tvam |
   vācārambhaṇaṃ vikāro nāmadheyaṃ trīṇi rūpāṇīty eva satyam || ChUp_6,4.2 ||	vAcA AramBaNam vikAraH nAmaDeyam trINi rUpANi iti eva satyam || ShUp_6,4.2 ||
   yac candramaso rohitaṃ rūpaṃ tejasas tad rūpam |	yat candramasaH rohitam rUpam tejasaH tat rUpam |
   yac chuklaṃ tad apām |	yat Suklam tat apAm |
   yat kṛṣṇaṃ tad annasya |	yat kRzNam tat annasya |
   apāgāc candrāc candratvam |	apAgAt candrAt candra tvam |
   vācārambhaṇaṃ vikāro nāmadheyaṃ trīṇi rūpāṇīty eva satyam || ChUp_6,4.3 ||	vAcA AramBaNam vikAraH nAmaDeyam trINi rUpANi iti eva satyam || ShUp_6,4.3 ||
   yad vidyuto rohitaṃ rūpaṃ tejasas tad rūpam |	yat vidyutaH rohitam rUpam tejasaH tat rUpam |
   yac chuklaṃ tad apām |	yat Suklam tat apAm |
   yat kṛṣṇaṃ tad annasya |	yat kRzNam tat annasya |
   apāgād vidyuto vidyuttvam |	apAgAt vidyutaH vidyut tvam |
   vācārambhaṇaṃ vikāro nāmadheyaṃ trīṇi rūpāṇīty eva satyam || ChUp_6,4.4 ||	vAcA AramBaNam vikAraH nAmaDeyam trINi rUpANi iti eva satyam || ShUp_6,4.4 ||
   ChUpBh_6,4.2,3,4 tathā yadādityasya yaccandramaso yadvidyuta ityādi	ChUpBh_6,4.2,3,4 taTA yat A Adityasya yat candramasaH yat vidyutaH ityAdi
   samānam /	samAnam /
   nanu yathā nu khalu somyemāstisro devatāsrivṛttrivṛdekaikā bhavati tanme	nanu yaTA nu Kalu somya imAH tisraH devatA srivRt trivRt ekEkA Bavati tat me
   vijānīhityuktvā tejasa eva caturbhirapyudāharaṇairagnyādibhisrivṛtkaraṇaṃ	vijAnIhiti uktvA tejasaH eva caturBiH api udAharaNEH agni Adi Bi srivRt karaNam
   darśitaṃ nābannayorudāharaṇaṃ darśitaṃ trivṛtkaraṇe /	darSitam na AbannayoH udAharaNam darSitam trivRt karaNe /
   naiṣa doṣaḥ /	na eza dozaH /
   abannaviṣayāṇyapyudāharaṇānyevameva ca draṣṭavyānīti manyate śrutiḥ /	abanna vizayANi api udAharaNAni evam eva ca drazwavyAni iti manyate SrutiH /
   tejasa udāharaṇamupalakṣaṇārtham /	tejasaH udAharaNam upalakzaNa arTam /
   rūpavattvātspaṣṭārthatvopapatteśca /	rUpavat tvAt spazwa arTa tva upapatteH ca /
   gandharasayoranudāharaṇaṃ trayāṇāmasambhavāt /	ganDa rasayoH anudAharaNam trayANAm asamBavAt /
   na hi gandharasau tejasi staḥ /	na hi ganDarasO tejasi staH /
   sparśaśabdayoranudāharaṇaṃ vibhāgena darśayitumaśakyatvāt /	sparSa SabdayoH anudAharaNam viBAgena darSayitum aSakyatvAt /
   yadi sarvaṃ jagattrivṛtkṛtamityagnyādivattrīṇi rūpāṇītyeva	yadi sarvam jagat trivRt kRtam iti agni Adi vat trINi rUpANi iti eva
   satyamagneragnitvavadapāgājjagato jagattvam /	satyam agneH agni tva vat apAgAt jagataH jagat tvam /
   tathānnasyāpyapśuṅgatvādāpa ityeva satyaṃ vācārambhaṇamātramannam /	taTA annasya api apSuFga tvAt ApaH iti eva satyam vAcA AramBaNa mAtram annam /
   tathāpāmapi tejaḥśuṅgatvādvācārambhaṇatvaṃ teja ityeva satyam /	taTA apAm api tejaH SuFga tvAt vAcA AramBaNa tvam tejaH iti eva satyam /
   tejaso 'pi sacchuṅgatvādvācārambhaṇatvaṃ sadityeva satyamityeṣor'tho	tejasaH api sat SuFga tvAt vAcA AramBaNa tvam sat iti eva satyam iti ezoH aTo
   vivakṣitaḥ /	vivakzitaH /
   nanu vāyvantarikṣe tvatrivṛtkṛte tejaḥ	nanu vAyu antarikze tu atrivRt kRte tejaH
   prabhṛtiṣvanantarbhūtatvādavaśiṣyete /	praBRtizu anantarBUta tvAt avaSizyete /
   evaṃ gandharasaśabdasparśāścāvaśiṣṭā iti kathaṃ satā vijñātena	evam ganDa rasa Sabda sparSAH ca avaSizwAH iti kaTam satA vijQAtena
   sarvamanyadvijñātaṃ bhavettadvijñāne vā prakārāntaraṃ vācyam /	sarvam anyat vijQAtam Bavet tat vijQAne vA prakAra antaram vAcyam /
   naiṣa doṣaḥ /	na eza dozaH /
   rūpavaddravye sarvasya darśanāt /	rUpavat dravye sarvasya darSanAt /
   tejasi tāvadrūpavati śabdasparśayorapyulabhbhādvāyvantarikṣayostatra	tejasi tAvat rUpavati Sabda sparSayoH api ulaBBAt vAyu antarikzayoH tatra
   sparśaśabdaguṇavatoḥ sadbhāvo 'numīyate /	sparSa Sabda guNavatoH sadBAvaH anumIyate /
   tathābannayo rūpavato rasagandhāntabhāva iti /	taTA AbannayoH rUpavataH rasa ganDa anta BAvaH iti /
   rūpavatāṃ trayāṇāṃ tejobannānāṃ trivṛtkaraṇapradarśanena sarvaṃ	rUpavatAm trayANAm tejaH bannAnAm trivRt karaNa pradarSanena sarvam
   tadantarbhūtaṃ sadvikāratvāt rūpatrayavat vijñātaṃ manyate śrutiḥ /	tad antarBUtam sat vikAra tvAt rUpa traya vat vijQAtam manyate SrutiH /
   na hi mūrtaṃ rūpavaddravyaṃ pratyākhyāya	na hi mUrtam rUpavat dravyam pratyAKyAya
   vāyvākāśayostadguṇayorgandharasayorvā grahaṇamasti /	vAyu AkASayoH tad guNayoH ganDa rasayoH vA grahaNam asti /
   athavā rūpavatāmapi trivṛtkaraṇaṃ pradarśanārthameva manyate śrutiḥ /	aTavA rUpavatAm api trivRt karaNam pradarSana arTam eva manyate SrutiH /
   yathā tu trivṛtkṛte trīṇi rūpāṇītyeva satyaṃ tathā pañcīkaraṇe 'pi samāno	yaTA tu trivRt kRte trINi rUpANi iti eva satyam taTA paQcIkaraNe api samAnaH 
   nyāya ityataḥ sarvasya sadvikāratvātsatā vijñātena sarvamidaṃ vijñātaṃ	nyAyaH iti atas sarvasya sat vikAra tvAt satA vijQAtena sarvam idam vijQAtam
   syātsadekamevādvitīyaṃ satyamiti siddhameva bhavati /	syAt sat ekam eva advitIyam satyam iti sidDam eva Bavati /
   tadekasminsati vijñāte sarvamidaṃ vijñātaṃ bhavatīti sūktam //2 4 //	tat ekasmin sati vijQAte sarvam idam vijQAtam Bavati iti sUktam //2 4 //
   START ChUp 6,4.5	START ShUp 6,4.5
   etad dha sma vai tadvidvāṃsa āhuḥ pūrve mahāśālā mahāśrotriyāḥ |	etat Da sma vE tad vidvAMsaH AhuH pUrve mahA SAlAH mahA SrotriyAH |
   na no 'dya kaścanāśrutam amatam avijñātam udāhariṣyati |	na naH adya kaScana aSrutam amatam avijQAtam udAharizyati |
   iti hy ebhyo vidāṃ cakruḥ || ChUp_6,4.5 ||	iti hi eByaH vidAm cakruH || ShUp_6,4.5 ||
   ChUpBh_6,4.5 etadvidvāṃso viditavantaḥ pūrve 'tikrāntā mahāśālā	ShUpBu _6,4.5 etat vidvAMsaH viditavantaH pUrve atikrAntA mahASAlA
   mahāśroṇiyā āhurha sma vai kila /	mahA SroNiyAH AhuH ha sma vE kila /
   kimuktavanta ityāhana no 'smākaṃ kule 'dyedānīṃ yathoktavijñānavatāṃ kaśna	kim uktavantaH iti Ahana naH asmAkam kule adya idAnIm yaTA ukta vijQAnavatAm kaSna
   kaścidapyaśrutamamatamavijñātamudāhariṣyati nodāhariṣyati sarvaṃ	kaScid api aSrutam amatam avijQAtam udAharizyati na udAharizyati sarvam
   vijñātamevāsmatkulīnānāṃ sadvijñānavattvādityābhiprāyaḥ /	vijQAtam eva asmad kulInAnAm sat vijQAna vattva Aditya aBiprAyaH /
   te punaḥ kathaṃ sarvaṃ vijñātavanta ityāha ebhyasribhyo	te punar kaTam sarvam vijQAtavantaH iti Aha eBya sriByaH 
   rohitādirūpebhyasrivṛtkṛtebhyo vijñātebhyaḥ sarvamapyanyacchiṣṭamevameveti	rohita Adi rUpeByasrivRt kRteByaH vijQAteByaH sarvam api anyat Sizwam evam eva iti
   vidāñcakrurvijñātavanto yasmāttasmātsarvajñā eva sadvijñānātta	vidAQcakruH vijQAtavantaH yasmAt tasmAt sarva jQAH eva sat vijQAnAt ta
   āsurityarthaḥ /	AsuH iti arTaH /
   athavaibhyo vidāñcakrurityagnyādibhyo dṛṣṭāntebhyo vijñātebhyaḥ	aTavA eByaH vidAQca kruH iti agni AdiByaH dRzwAnteByaH vijQAteByaH
   sarvamanyadvidāñcakrurityetat //5 //	sarvam anyat vidAQcakruH iti etat //5 //
   START ChUp 6,4.6	START ShUp 6,4.6
   yad u rohitam ivābhūd iti tejasas tad rūpam iti tad vidāṃ cakruḥ |	yat u rohitam iva aBUt iti tejasaH tat rUpam iti tat vidAm cakruH |
   yad u śuklam ivābhūd ity apāṃ rūpam iti tad vidāṃ cakruḥ |	yat u Suklam iva aBUt iti apAm rUpam iti tat vidAm cakruH |
   yad u kṛṣṇam ivābhūd ity annasya rūpam iti tad vidāṃ cakruḥ || ChUp_6,4.6	yat u kRzNam iva aBUt iti annasya rUpam iti tat vidAm cakruH || ShUp_6,4.6
   yad v avijñātam ivābhūd ity etāsām eva devatānāṃ samāsa iti tad vidāṃ	yat v avijQAtam iva aBUt iti etAsAm eva devatAnAm samAsaH iti tat vidAm
   cakruḥ |	cakruH |
   yathā nu khalu somyemās tisro devatāḥ puruṣaṃ prāpya trivṛt trivṛd ekaikā	yaTA nu Kalu somya imAH tisraH devatAH puruzam prApya trivRt trivRt ekEkA
   bhavati tan me vijānīhīti || ChUp_6,4.7 ||	Bavati tat me vijAnIhi iti || ShUp_6,4.7 ||
   ChUpBh_6,4.6,7 katham /	ChUpBh_6,4.6,7 kaTam /
   yadanyadrūpeṇa sandihyamāne kapotādirūpe rohitamiva	yat anyat rUpeNa sandihyamAne kapota Adi rUpe rohitam iva
   yadgṛhyamāṇamabhūtteṣāṃ pūrveṣāṃ brahmavidāṃ tattejaso rūpamiti	yat gRhyamANam aBUt tezAm pUrvezAm brahma vidAm tad tejasaH rUpam iti
   vidāñcakruḥ tathā yacchuklamivābhūdgṛhyamāṇaṃ tadāpāṃ rūpaṃ yatkṛṣṇamiva	vidAQcakruH taTA yat Suklam iva aBUt gRhyamANam tadA apAm rUpam yat kRzNam iva
   gṛhyamāṇaṃ tadannasyeti vidāñcakrurevamevātyantadurlakṣyaṃ yadu	gRhyamANam tat annasya iti vidAQcakruH evam eva atyanta durlakzyam yat u
   apyavijñātamiva viśeṣato 'gṛhyamāṇamabhūttadapyetāsāmeva tisṛṇāṃ devatānāṃ	api avijQAtam iva viSezataH agRhyamANam aBUt tat api etAsAm eva tisRNAm devatAnAm
   samāsaḥ samudāya iti vidāñcakruḥ /	samAsaH samudAyaH iti vidAQcakruH /
   evaṃ tāvadbāhyaṃ vastvagnyādivavijñātaṃ tathedānīṃ yathā nu khalu he	evam tAvat bAhyam vastu agni Adi va vijQAtam taTA idAnIm yaTA nu Kalu he
   somyemā yathoktāstisro devatāḥ puraṣaṃ śiraḥpāmyādilakṣaṇaṃ	somya imAH yaTA uktAH tisraH devatAH purazam SiraH pAmyAdi lakzaNam
   kāryakāraṇasaṅghātaṃ prāpya puruṣeṇopayujyamānāsrivṛttrivṛdekaikā bhavati	kArya kAraNa saFGAtam prApya puruzeNa upayujyamAna asrivRt trivRt ekEkA Bavati
   tanme vijānīhi nigadata ityuktvā'ha //6 7 //	tat me vijAnIhi nigadate iti uktvA aha //6 7 //
   iti cchāndogyopaniṣadi ṣaṣṭhādhyāyasya caturthaḥ khaṇḍaḥ	iti cCAnda ugya upanizadi zazWa aDyAyasya caturTaH KaNxaH
   START ChUp 6,5.1	START ShUp 6,5.1
   annam aśitaṃ tredhā vidhīyate |	annam aSitam treDA viDIyate |
   tasya yaḥ sthaviṣṭho dhātus tat purīṣaṃ bhavati |	tasya yaH sTavizWaH DAtuH tat purIzam Bavati |
   yo madhyamas tan māṃsam |	yaH maDyamaH tat mAMsam |
   yo 'ṇiṣṭhas tan manaḥ || ChUp_6,5.1 ||	yaH aNizWaH tat manaH || ShUp_6,5.1 ||
   ChUpBh_6,5.1 annamaśitaṃ bhuktaṃ tredhā vidhīyate jāṭharemāgninā	ShUpBh_6,5.1 annam aSitam Buktam treDA viDIyate jAWara ima agninA
   pacyamānaṃ tridhā vibhajyate /	pacyamAnam triDA viBajyate /
   kathaṃ, tasyānnasya tridhā vidhīyamānasya yaḥ sthaviṣṭhaḥ sthūlatamo	kaTaM, tasya annasya triDA viDIyamAnasya yaH sTavizWaH sTUlatamaH 
   dhātuḥ sthūlatamaṃ vastu vibhaktasya sthūloṃ'śastatpurīṣaṃ bhavati /	DAtuH sTUlatamam vastu viBaktasya sTUloM aSaH tat purIzam Bavati /
   yo madhyamoṃ'śo dhāturannasya tadrasādikrameṇa pariṇamya māṃsaṃ bhavati yo	yaH maDyamoM aSaH DAtuH annasya tad rasa Adi krameNa pariNamya mAMsam Bavati yaH 
   'ṇiṣṭho 'ṇutamo dhātuḥ sa ūrdhvaṃ hṛdayaṃ prāpya sūkṣmāsu hitākhyāsu	aNizWaH aNutamaH DAtuH saH UrDvam hRdayam prApya sUkzmAsu hita AKyAsu
   nāḍīpvanupravisya vāgādikaraṇasaṅghātasya sthitimutpādayanmano bhavati	nAxIpvanu pravisya vAc Adi karaNa saFGAtasya sTitim utpAdayat manaH Bavati
   manorūpeṇa vipariṇamanmanasa upacayaṃ karoti /	manaH rUpeNa vipariNamat manasaH upacayam karoti /
   tataścānnopacitatvānmanaso bhautikatvameva na vaiśeṣikatantroktalakṣaṇaṃ	tatas ca anna upacita tvAt manasaH BOtika tvam eva na vESezika tantra ukta lakzaNam
   nityaṃ niravayaṃ ceti gṛhyate /	nityam niravayam ca iti gRhyate /
   yadapi mano 'sya daivaṃ cakṣuriti vakṣyati tadapi na nityatvāpekṣayā kiṃ	yat api manaH asya dEvam cakzuH iti vakzyati tat api na nitya tva apekzayA kim
   tarhi sūkṣmavyavahitaviprakṛṣṭādisarvendriyaviṣayavyāpakatvāpekṣayā /	tarhi sUkzma vyavahita viprakRzwa Adi sarva indriya vizaya vyApaka tva apekzayA /
   yaccānyendriyaviṣayāpekṣayā nityatvaṃ tadapyāpekṣikameveti vakṣyāmaḥ /	yat ca anya indriya vizaya apekzayA nitya tvam tat api Apekzikam eva iti vakzyAmaH /
   sadekamevādvitīyamiti śruteḥ //1 //	sat ekam eva advitIyam iti SruteH //1 //
   START ChUp 6,5.2	START ShUp 6,5.2
   āpaḥ pītās tredhā vidhīyante |	ApaH pItAH treDA viDIyante |
   tāsāṃ yaḥ sthaviṣṭho dhātus tan mūtraṃ bhavati |	tAsAm yaH sTavizWaH DAtuH tat mUtram Bavati |
   yo madhyamas tal lohitam |	yaH maDyamaH tat lohitam |
   yo 'ṇiṣṭhaḥ sa prāṇaḥ || ChUp_6,5.2 ||	yaH aNizWaH sa prANaH || ShUp_6,5.2 ||
   ChUpBh_6,5.2 tathā'paḥ pītāstredhā vidhīyante tāsāṃ yaḥ sthaviṣṭho	ChUpBh_6,5.2 taTA apaH pItAH treDAH viDIyante tAsAm yaH sTavizWaH 
   dhātustanmūtraṃ bhavati /	DAtuH tat mUtram Bavati /
   yo madhyamastallohitaṃ bhavati /	yaH maDyamaH tat lohitam Bavati /
   yo 'ṇiṣṭhaḥ sa prāṇo bhavati /	yaH aNizWaH sa prANaH Bavati /
   vakṣyati hyāpomayaḥ prāṇo na pibato vicchetsyata iti //2//	vakzyati hi ApaH mayaH prANaH na pibataH vicCetsyate iti //2//
   START ChUp 6,5.3	START ShUp 6,5.3
   tejo 'śitaṃ tredhā vidhīyate |	tejaH aSitam treDA viDIyate |
   tasya yaḥ sthaviṣṭho dhātus tad asthi bhavati |	tasya yaH sTavizWaH DAtuH tat asTi Bavati |
   yo madhyamaḥ sa majjā |	yaH maDyamaH sa majjA |
   yo 'ṇiṣṭhaḥ sā vāk || ChUp_6,5.3 ||	yaH aNizWaH sA vAc || ShUp_6,5.3 ||
   ChUpBh_6,5.3 tathā tejo 'śitaṃ tailaghṛtādi bhakṣitaṃ tredhā vidhīyate	ChUpBh_6,5.3 taTA tejaH aSitam tEla GRta Adi Bakzitam treDA viDIyate
   tasya yaḥ sthaviṣṭho dhātustadasthi bhavati /	tasya yaH sTavizWaH DAtuH tat asTi Bavati /
   yo madhyamaḥsa majjāsthyantargataḥ snehaḥ /	yaH maDyamaH sa majjA asTi antargataH snehaH /
   yo 'ṇiṣṭhaḥ sā vāk /	yaH aNizWaH sA vAc /
   tailaghṛtādibhakṣaṇāddhi vāgviśadā bhāṣaṇe samarthā bhavatīti prasiddhaṃ	tEla GRta Adi BakzaNAt hi vAc viSadA BAzaNe samarTA Bavati iti prasidDam
   loke //3 //	loke //3 //
   START ChUp 6,5.4	START ShUp 6,5.4
   annamayaṃ hi somya manaḥ |	anna mayam hi somya manaH |
   āpomayaḥ prāṇaḥ |	ApaH mayaH prANaH |
   tejomayī vāg iti |	tejaH mayI vAc iti |
   bhūya eva mā bhagavān vijñāpayatv iti |	BUyas eva mA BagavAn vijQApayatu iti |
   tathā somyeti hovāca || ChUp_6,5.4 ||	taTA somya iti ha uvAca || ShUp_6,5.4 ||
   ChUpBh_6,5.4 yata evamannamayaṃ hi somya mana āpomayaḥ prāṇastejomayī vāk	ShUpBh_6,5.4 yatas evam anna mayam hi somya manaH ApaH mayaH prANaH tejaH mayI vAc 
   nanu kevalānnabhakṣiṇa ākhuprabhṛtayo vāgminaḥ prāṇavantaśca	nanu kevala anna BakziNaH AKu praBRtayaH vAgminaH prANavantaH ca
   tathāṃmātrabhakṣyāḥ sāmudrā mīnamakaraprabhṛtayo manasvino vāggminaśca	taTAMmAtra BakzyAH sAmudrAH mIna makara praBRtayaH manasvinaH vAggminaH ca
   tathā snehapānāmapi prāṇavattvaṃ cānumeyaṃ yadi santi tatra	taTA sneha pAnAm api prANa vat tvam ca anumeyam yadi santi tatra
   kathamannamayaṃ hi somya mana ityādyucyate /	kaTam anna mayam hi somya manaH ityAdi ucyate /
   naiṣa doṣaḥ /	na eza dozaH /
   sarvasya trivṛtkṛtatvātsarvatra sarvopapatteḥ /	sarvasya trivRt kRta tvAt sarvatra sarva upapatteH /
   na hyatrivṛtkṛtamannamaśnāti kaścidāpo vātrivṛtkṛtāḥ pīyante tejo	na hi atrivRt kRtam annam aSnAti kaScid ApaH vA atrivRt kRtAH pIyante tejaH 
   vātrivṛtkṛtamaśnāti kaścidityannādānāmākhuprabhṛtīnāṃ vāggmitvaṃ	vAtrivRt kRtam aSnAti kaScid iti annAdAnAm AKu praBRtInAm vAggmi tvam
   prāṇavattvaṃ cetyādyaviruddham /	prANa vat tvam ca ityAdya virudDam /
   ityevaṃ pratyāyitaḥ śveketurāha bhūya eva punareva mā māṃ	iti evam pratyAyitaH SveketurAha BUyaH eva punar eva mA mAm
   bhagavānannamayaṃ hi somya mana ityādi vijñāpayatu dṛṣṭāntenāvagamayu	BagavAn anna mayam hi somya manaH ityAdi vijQApayatu dRzwAntena avagama yu
   nādyāpi mamāsminnarthe samyaṅniścayo jātaḥ /	na adya api mama asmin= arTe samyak niScayaH jAtaH /
   yasmāttejovannamayatvenāviśiṣṭe deha	yasmAt tejaH vannamaya tvena aviSizwe deha
   ekasminnupayujyamānānyannāpsnehajātānyaṇiṣṭhadhāturūpeṇa manaḥprāṇavāca	ekasmin= upayujyamAnAni anna apsneha jAtAni aNizWa DAtu rUpeNa manaH prANavAca
   upacinvanti svajātyanatikrameṇeti durvijñeyamityabhiprāyo 'to bhūya	upacinvanti sva jAti anatikrameNa iti durvijQeyam iti aBiprAyaH atas BUya
   evetyādyāha /	eva ityAdi Aha /
