   (Vaidya 340)	(VEdyaH 340)
   atha khalvāyuṣmān śāradvatīputro bhagavantametadavocat - nāyaṃ bhagavan	aTa Kalu-AyuzmAn SAradvatI-putraH Bagavantam-etat-avocat  na-ayam Bagavan
   mañjuśrīḥ kumārabhūtastathā deśayati yathā ādikarmikā bodhisattvā ājānīyuḥ	maQjuSrIH kumAra-BUtaH-taTA deSayati yaTA AdikarmikAH boDisattvAH AjAnIyuH
   | evamukte mañjuśrīḥ kumārabhūtaḥ āyuṣmantaṃ śāradvatīputrametadavocat -	| evam-ukte maQjuSrIH kumAra-BUtaH Ayuzmantam SAradvatI-putram-etat-avocat -
   nāhaṃ bhadanta śāradvatīputra tathā deśayāmi yathā kṛtāvino 'pyarhanta	na-aham Badanta SAradvatI-putra taTA deSayAmi yaTA kRtAvinaH api-arhanta
   ājñāsyanti | nāpyahaṃ tathā deśayāmi yathā kaścidvijñāsyati |	AjQAsyanti | na-api-aham taTA deSayAmi yaTA kaScid-vijQAsyati |
   tatkasmāddhetoḥ? na bodhiḥ kenacidvijñātā, nāpi saṃbuddhā, na dṛṣṭā, na	tat-kasmAt-hetoH? na boDiH kenacid-vijQAtA, na-api saMbudDA, na dRzwA, na
   śrutā, na smṛtā, notpāditā, na nirodhitā, noddiṣṭā, nopadeśitā | etāvadeva	SrutA, na smRtA, na-utpAditA, na niroDitA, na-uddizwA, na-upadeSitA | etAvat-eva
   bhadanta śāradvatīputra yāvatā bodhiḥ | sā ca bodhirna bhāvo nāpyabhāvaḥ |	Badanta SAradvatI-putra yAvatA boDiH | sA ca boDiH-na BAvaH na-api-aBAvaH |
   tatkasmāddhetoḥ? na bodhyā kiṃcidabhisaṃboddhavyam, nāpi	tat-kasmAt-hetoH? na boDyA kiMcid-aBisaMbodDavyam, na-api
   bodhirbodhimabhisaṃbudhyate ||	boDiH-boDim-aBisaMbuDyate ||
   śāradvatīputra āha - na mañjuśrīrbhagavatā dharmadhāturabhisaṃbuddhaḥ?	SAradvatI-putraH Aha  na maQjuSrIH-BagavatA DarmaDAtuH-aBisaMbudDaH?
   mañjuśrīrāha - na bhadanta śāradvatīputra bhagavatā	maQjuSrIH-Aha  na Badanta SAradvatI-putra BagavatA
   dharmadhāturabhisaṃbuddhaḥ | tatkasmāddhetoḥ? tathā hi bhadanta	DarmaDAtuH-aBisaMbudDaH | tat-kasmAt-hetoH? taTA hi Badanta
   śāradvatīputra dharmadhātureva bhagavān | sacedbhadanta śāradvatīputra	SAradvatI-putra DarmaDAtuH-eva BagavAn | saced-Badanta SAradvatI-putra
   bhagavatā dharmadhāturabhisaṃbuddhaḥ syāt, tadyo 'sāvanutpādadhātuḥ sa	BagavatA DarmaDAtuH-aBisaMbudDaH syAt, tat-yaH asO=-anutpAda-DAtuH sa
   nirudhyo bhavet | api tu bhadanta śāradvatīputra sa eva dharmadhāturbodhiḥ	niruDyaH Bavet | api tu Badanta SAradvatI-putra saH eva DarmaDAtuH-boDiH
   | tatkasmāddhetoḥ? niḥsattvo hi dharmadhātuḥ | abhāvāḥ sarvadharmā iti	| tat-kasmAt-hetoH? niHsattvaH hi DarmaDAtuH | aBAvAH sarva-DarmAH iti
   bodheradhivacanametat, yo 'sau dharmadhāturiti saṃkhyāṃ gacchati |	boDeH-aDivacanam-etat, yaH asO DarmaDAtuH-iti saMKyAm gacCati |
   tatkasmāddhetoḥ? sarvadharmā hyanānātvaṃ buddhaviṣayataḥ | anānātvamiti	tat-kasmAt-hetoH? sarva-DarmAH hi-anAnAtvam budDa-vizayataH | anAnAtvam-iti
   bhadanta śāradvatīputra avijñaptikaṃ padametat | avijñaptikamiti bhadanta	Badanta SAradvatI-putra avijQaptikam padam-etat | avijQaptikam-iti Badanta
   śāradvatīputra naitacchakyaṃ vijñāpayituṃ saṃskṛtatvena vā yāvad	SAradvatI-putra na-etat-Sakyam vijQApayitum saMskRta-tvena vA yAvat-
   asaṃskṛtatvena vā | na tatra kācidvijñaptiḥ, tena tadavijñaptikam |	asaMskRta-tvena vA | na tatra kAcid-vijQaptiH, tena tat-avijQaptikam |
   sarvadharmā hi bhadanta śāradvatīputra avijñaptikāḥ | tatkasmāddhetoḥ?	sarva-DarmAH hi Badanta SAradvatI-putra avijQaptikAH | tat-kasmAt-hetoH?
   tathā hi sarvadharmāṇāṃ prādurbhāvo nāsti yasmin sthitvā vijñapyeran | ye	taTA hi sarva-DarmANAm prAdurBAvaH na-asti yasmin sTitvA vijQapyeran | ye
   'pyamī ānantaryaprasṛtā acintyaprasṛtāḥ, te | ye ca acintyaprasṛtā	api-amI Anantarya-prasRtAH acintya-prasRtAH, te | ye ca acintya-prasRtA
   bhūtaprasṛtāste | tatkasmāddhetoḥ? bhūtamiti bhadanta śāradvatīputra	BUta-prasRtAH-te | tat-kasmAt-hetoH? BUtam-iti Badanta SAradvatI-putra
   abhedapadametat | ye 'pi acintyadharmasamanvāgatāḥ, (SaptaŚ, Vaidya 348)	aBeda-padam-etat | ye api acintya-Darma-samanvAgatAH, (SaptaŚ, VEdyaH 348)
   naiva te svargagāminaḥ, na apāyagāminaḥ, na parinirvāṇagāminaḥ |	na-eva te svarga-gAminaH, na apAya-gAminaH, na parinirvANa-gAminaH |
   tatkasmāddhetoḥ? na hi acintyaṃ gamanāgamanena pratyupasthitam, yāvat na	tat-kasmAt-hetoH? na hi acintyam gamana-Agamanena pratyupasTitam, yAvat na
   parinirvāṇaṃ gamanāgamanena pratyupasthitam | ye 'pi bhadanta	parinirvANam gamana-Agamanena pratyupasTitam | ye api Badanta
   śāradvatīputra catasṛṣu mūlāpattiṣvavasthitāḥ, amūle te 'vasthitāḥ |	SAradvatI-putra catasRzu mUla-Apattizu-avasTitAH, amUle te avasTitAH |
   tatkasmāddhetoḥ? na hi bhadanta śāradvatīputra anutpādasya mūlaṃ vā agraṃ	tat-kasmAt-hetoH? na hi Badanta SAradvatI-putra anutpAdasya mUlam vA agram
   vā iṣyate | amūlo bhikṣuriti apratiṣṭhitasya bhikṣoretadadhivacanam |	vE izyate | amUlaH BikzuH-iti apratizWitasya BikzoH-etat-aDivacanam |
   utpannamadhikaraṇamiti adhikasamāropasyaitadadhivacanam | adhikasamārope	utpannam-aDikaraNam-iti aDika-samAropasya-etat-aDivacanam | aDika-samArope
   bhadanta sāradvatīputra caran loke dakṣiṇīyo bhavati | tatkasmāddhetoḥ?	Badanta sAradvatI-putra caran loke dakziNIyaH Bavati | tat-kasmAt-hetoH?
   tathā hi samaḥ so 'dhikasamāropaḥ | śrāddho bhadanta śāradvatīputra	taTA hi samaH saH aDika-samAropaH | SrAdDaH Badanta SAradvatI-putra
   bhikṣurnārhati śraddhādeyaṃ paribhoktum | aśrāddho bhadanta śāradvatīputra	BikzuH-na-arhati SradDA-deyam pariBoktum | aSrAdDaH Badanta SAradvatI-putra
   bhikṣurarhati śraddhādeyaṃ paribhoktum | kalpito bhadanta śāradvatīputra	BikzuH-arhati SradDA-deyam pariBoktum | kalpitaH Badanta SAradvatI-putra
   bhikṣurnārhati śraddhādeyaṃ paribhoktum | akalpiko bhadanta śāradvatīputra	BikzuH-na-arhati SradDA-deyam pariBoktum | akalpikaH Badanta SAradvatI-putra
   bhikṣurarhati śraddhādeyaṃ paribhoktum | asamupahatanetrīko bhikṣurarhan	BikzuH-arhati SradDA-deyam pariBoktum | asamupahata-netrIkaH BikzuH-arhan
   kṣīṇāsrava ityucyate ||	kzINa-AsravaH iti-ucyate ||
   śāradvatīputra āha - kiṃ saṃdhāya mañjuśrīrevaṃ vadasi? mañjuśrīrāha - na	SAradvatI-putraH Aha  kim saMDAya maQjuSrIH-evam vadasi? maQjuSrIH-Aha  na
   samatā samupahatā, yā samatā saiva sā netrī | idaṃ saṃdhāya bhadanta	samatA samupahatA, yA sama-tA sA-eva sA netrI | idam saMDAya Badanta
   śāradvatīputra evaṃ vadāmi - asamupahatanetrīko bhikṣurarhan kṣīṇāsrava	SAradvatI-putraH evam vadAmi  asamupahata-netrIkaH BikzuH-arhan kzINa-Asrava
   ityucyate | anuttīrṇabhaya(bhava?)iti bhadanta śāradvatīputra arhataḥ	iti-ucyate | anuttIrNa-Baya(-Bava?)iti Badanta SAradvatI-putra arhataH
   kṣīṇāsravasyaitadadhivacanam | śāradvatīputra āha - kiṃ saṃdhāya	kzINa-Asravasya-etat-aDivacanam | SAradvatI-putraH Aha  kim saMDAya
   mañjuśrīrevaṃ vadasi? mañjuśrīrāha - aṇūnyapi tasya bhayāni na saṃvidyante	maQjuSrIH-evam vadasi? maQjuSrIH-Aha  aNUni-api tasya BayAni na saMvidyante
   | tatkimuttariṣyati? idaṃ saṃdhāya bhadanta śāradvatīputra evaṃ vadāmi -	| tat-kim-uttarizyati? idam saMDAya Badanta SAradvatI-putraH evam vadAmi -
   anuttīrṇabhaya iti arhataḥ kṣīṇāsravasyaitadadhivacanamiti ||	anuttIrNa-BayaH iti arhataH kzINa-Asravasya-etat-aDivacanam-iti ||
   śāradvatīputra āha - anutpannakṣāntika iti mañjuśrīḥ kasyaitadadhivacanam?	SAradvatI-putraH Aha  anutpannakzAntikaH iti maQjuSrIH kasya-etat-aDivacanam?
   mañjuśrīrāha - yena bhadanta śāradvatīputra aṇurapi dharmo notpāditaḥ, sa	maQjuSrIH-Aha  yena Badanta SAradvatI-putra aNuH-api DarmaH na-utpAditaH, sa
   ucyate 'nutpannakṣāntika iti ||	ucyate anutpanna-kzAntikaH iti ||
   śāradvatīputra āha - avinīto bhikṣuriti mañjuśrīḥ kasyaitadadhivacanam?	SAradvatI-putraH Aha  avinItaH BikzuH-iti maQjuSrIH kasya-etat-aDivacanam?
   mañjuśrīrāha - avinīto bhikṣuriti bhadanta śāradvatīputra arhataḥ	maQjuSrIH-Aha  avinItaH BikzuH-iti Badanta SAradvatI-putra arhataH
   kṣīṇāsravasyaitadadhivacanam | tatkasmāddhetoḥ? avinayo hi vinītaḥ, na	kzINa-Asravasya-etat-aDivacanam | tat-kasmAt-hetoH? avinayaH hi vinItaH, na
   vinayo vinītaḥ | idaṃ saṃdhāya bhadanta śāradvatīputra evaṃ vadāmi -	vinayaH vinItaH | idam saMDAya Badanta SAradvatI-putraH evam vadAmi -
   avinīto bhikṣuriti arhataḥ kṣīṇāsravasyaitadadhivacanam ||	avinItaH BikzuH-iti arhataH kzINa-Asravasya-etat-aDivacanam ||
   śāradvatīputra āha - adhicitte caratīti mañjuśrīḥ kasyaitadadhivacanam?	SAradvatI-putraH Aha  aDicitte carati-iti maQjuSrIH kasya-etat-aDivacanam?
   mañjuśrīrāha - adhicitte caratīti bhadanta śāradvatīputra	maQjuSrIH-Aha  aDicitte carati-iti Badanta SAradvatI-putra
   pṛthagjanasyaitadadhivacanam | śāradvatīputra āha - kiṃ saṃdhāya	pRTagjanasya-etat-aDivacanam | SAradvatI-putraH Aha  kim saMDAya
   mañjuśrīrevaṃ vadasi? mañjuśrīrāha - tathā hi bhadanta śāradvatīputra so	maQjuSrIH-evam vadasi? maQjuSrIH-Aha  taTA hi Badanta SAradvatI-putra saH-
   'dhikaroti ||	aDikaroti ||
   evamukte āyuṣmān śāradvatīputro mañjuśriyaṃ kumārabhūtametadavocat - sādhu	evam-ukte AyuzmAn SAradvatI-putraH maQju-Sriyam kumAra-BUtam-etat-avocat  sADu
   sādhu mañjuśrīḥ, yathā arhan kṣīṇāsravastathā kathayasi | mañjuśrīrāha -	sADu maQjuSrIH, yaTA arhan kzINa-AsravaH-taTA kaTayasi | maQjuSrIH-Aha -
   evametadbhadanta śāradvatīputra yathā vadasi | kṣīṇāsravo 'smi, na cārhan	evam-etat-Badanta SAradvatI-putra yaTA vadasi | kzINa-AsravaH asmi, na ca-arhan
   | tatkasmāddhetoḥ? tathā hi bhadanta śāradvatīputra kṣīṇā me āsravāḥ	| tat-kasmAt-hetoH? taTA hi Badanta SAradvatI-putra kzINAH me AsravAH
   ḥrāvakabhūmau vā pratyekabuddhabhūmau vā | anena bhadanta ḥāradvatīputra	HrAvaka-BUmO vA pratyekabudDa-BUmO vA | anena Badanta HAradvatI-putra
   paryāyeṇa kṣīṇāsravo na cārhan ||	paryAyeNa kzINa-AsravaH na ca-arhan ||
   (SaptaŚ, Vaidya 349) atha khalu bhagavān mañjuśriyaṃ	(SaptaŚ, VEdyaH 349) aTa Kalu BagavAn maQju-Sriyam
   kumārabhūtametadavocat - syānmañjuśrīḥ paryāyo yadbodhisattvo mahāsattvo	kumAra-BUtam-etat-avocat  syAt-maQjuSrIH paryAyaH yat-boDisattvaH mahAsattvaH-
   bodhimaṇḍe niṣaṇṇo 'bhavyo 'nuttarāṃ samyaksaṃbodhimabhisaṃboddhum?	boDimaNxe nizaNNaH aBavyaH anuttarAm samyaksaMboDim-aBisaMbodDum?
   mañjuśrīrāhasyādbhagavan paryāyaḥ yabdodhisattvo mahāsattvo bodhimaṇḍe	maQju-SrIrAhasyAt-Bagavan paryAyaH yabdoDisattvaH mahAsattvaH boDimaNxe
   niṣaṇṇaḥ abhavyo 'nuttarāṃ samyaksaṃbodhimabhisaṃboddhum | tatkasya hetoḥ?	nizaNNaH aBavyaH anuttarAm samyaksaMboDim-aBisaMbodDum | tat-kasya hetoH?
   tathā hi bodhāvaṇurapi dharmo na saṃvidyate nopalabhyate | tenocyate	taTA hi boDAvaNuH-api DarmaH na saMvidyate na-upalaByate | tena-ucyate
   'nuttarā samyaksaṃbodhiriti | sā ca bodhiranutpannā | tatra na	anuttarA samyaksaMboDiH-iti | sA ca boDiH-anutpannA | tatra na
   kaściddharmaḥ saṃvidyate nopalabhyate, yo bodhimaṇḍe niṣīdet, yo vā	kaScid-DarmaH saMvidyate na-upalaByate, yaH boDimaNxe nizIdet, yaH vA
   bodhimabhisaṃbudhyet, yena vā bodhirabhisaṃbudhyeta, yo vā	boDim-aBisaMbuDyet, yena vA boDiH-aBisaMbuDyeta, yaH vA
   bodhimaṇḍāduttiṣṭhediti | anena bhagavan paryāyeṇa abhavyo bodhisattvo	boDimaNxAt-uttizWet-iti | anena Bagavan paryAyeNa aBavyaH boDisattvaH-
   mahāsattvo bodhimaṇḍe niṣaṇṇo 'nuttarāṃ samyaksaṃbodhimabhisaṃboddhum ||	mahAsattvaH boDimaNxe nizaNNaH anuttarAm samyaksaMboDim-aBisaMbodDum ||
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - bodhiriti mañjuśrīḥ	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  boDiH-iti maQjuSrIH
   kasyaitadadhivacanam? mañjuśrīrāha - bodhiriti bhagavan	kasya-etat-aDivacanam? maQjuSrIH-Aha  boDiH-iti Bagavan
   pañcānāmānantaryāṇāmetadadhivacanam | tatkasmāddhetoḥ? tathā hi	paQcAnAm-AnantaryANAm-etat-aDivacanam | tat-kasmAt-hetoH? taTA hi
   bodhiprakṛtikānyeva tāni pañcānantaryāṇi abhāvatvāt | tenaiṣā	boDi-prakRtikAni-eva tAni paQca-AnantaryANi aBAva-tvAt | tena-ezA
   bodhirānantaryaprakṛtikā, anantaryāṇāmabhisaṃbudhyanā bodhiḥ, na ca	boDiH-Anantarya-prakRtikA, anantaryANAm-aBisaMbuDyanA boDiH, na ca
   pratyakṣībhāvanā sarvadharmeṣu bodhiḥ | tatkasmāddhetoḥ? sarvadharmā hi	pratyakzI-BAvanA sarva-Darmezu boDiH | tat-kasmAt-hetoH? sarva-DarmAH hi
   atyantatayā apratyakṣāḥ | te na kenacidabhisaṃbuddhāḥ, na dṛṣṭāḥ, na	atyanta-tayA apratyakzAH | te na kenacid-aBisaMbudDAH, na dRzwAH, na
   jñātāḥ, yāvat na viditāḥ | evameṣā bodhiḥ | api tu khalu punarbhagavan	jQAtAH, yAvat na viditAH | evam-ezA boDiH | api tu Kalu punar-Bagavan
   abhimānikaiḥ sthāpitānyetāni abhisaṃbudhāni(ddhā? ), yāvat pratyakṣīkṛtāni	aBimAnikEH sTApitAni-etAni aBisaMbuDa-ani(dDA? ), yAvat pratyakzIkRtAni
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - kiṃ te mañjuśrīḥ	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  kim te maQjuSrIH
   mamāntike evaṃ bhavati - tathāgato me tathāgata iti? mañjuśrīrāha - no	mama-antike evam Bavati  taTAgataH me taTAgataH iti? maQjuSrIH-Aha  no
   hīdaṃ bhagavan | tatkasmāddhetoḥ? na me bhagavan evaṃ bhavet - tathāgato	hi-idam Bagavan | tat-kasmAt-hetoH? na me Bagavan evam Bavet  taTAgataH-
   me tathāgata iti | tatkasmāddhetoḥ? [tathā caiva tathatā ca] yathā ca	me taTAgataH iti | tat-kasmAt-hetoH? [taTA ca-eva taTatA ca] yaTA ca
   tathātā, tathā caiṣa tathāgataḥ | tathā hi bhagavan na tathatā tathāgataṃ	taTA-atA, taTA ca-eza taTAgataH | taTA hi Bagavat na taTatA taTAgatam
   vijñapayati, nāpi tathāgatastathatāṃ vijñapayati | tatkasmāddhetoḥ? tathā	vijQapayati, na-api taTAgataH-taTatAm vijQapayati | tat-kasmAt-hetoH? taTA
   hi bhagavan paramārthato 'bhāvā tathatā | abhāvastathāgataḥ | tasmāttarhi	hi Bagavan paramArTataH aBAvA taTatA | aBAvaH-taTAgataH | tasmAt-tarhi
   bhagavan na me evaṃ bhavati - tathāgato me tathāgata iti | api tu	Bagavat na me evam Bavati  taTAgataH me taTAgataH iti | api tu
   tathāgata iti bhagavan nāmadheyamātrametat | tat kataro 'sau tathāgato	taTAgataH iti Bagavat nAmaDeya-mAtram-etat | tat kataraH asO taTAgataH-
   yatra me evaṃ bhaviṣyati - tathāgato me tathāgata iti? bhagavānāha -	yatra me evam Bavizyati  taTAgataH me taTAgataH iti? BagavAn-Aha -
   sa(tat?)saṃśayaste mañjuśrīstathāgate? mañjuśrīrāha - no hīdaṃ bhagavan |	sa(tat?)-saMSayaH-te maQjuSrIH-taTAgate? maQjuSrIH-Aha  no hi-idam Bagavan |
   syādatra me bhagavan saṃśayaḥ, sacet kācittathāgatapariniṣpattiḥ syat,	syAt-atra me Bagavan saMSayaH, saced kAcid-taTAgata-parinizpattiH syat,
   tathāgatotpattirvā tathāgataparinirvāṇaṃ vā ||	taTAgata-utpattiH-vA taTAgata-parinirvANam vA ||
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - na tava	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  na tava
   mañjuśrīrevaṃ bhavati - utpannastathāgata iti? mañjuśrīrāha - syānme	maQjuSrIH-evam Bavati  utpannaH-taTAgataH iti? maQjuSrIH-Aha  syAt-me
   bhagavan utpannastathāgata iti, saceddharmadhātorutpattiḥ syāt ||	Bagavan utpannaH-taTAgataH iti, saced-Darma-DAtoH-utpattiH syAt ||
   bhagavānāha - nādhimucyase tvaṃ mañjuśrīḥ gaṅgānadīvālukopamā buddhā	BagavAn-Aha  na-aDimucyase tvam maQjuSrIH gaFgA-nadI-vAlukA-upamA budDA
   bhagavantaḥ parinirvṛtā iti? mañjuśrīrāha - kaścit punarbhagavan ekaviṣayā	BagavantaH parinirvRtA iti? maQjuSrIH-Aha  kaScid punar-Bagavan eka-vizayA
   buddha bhagavanto yadidamacintyaviṣayāḥ? (SaptaŚ, Vaidya 350) bhagavānāha	budDa BagavantaH yat-idam-acintya-vizayAH? (SaptaŚ, VEdyaH 350) BagavAn-Aha
   - evametanmañjuśrīḥ, ekaviṣayā buddhā bhagavanto yadidamacintyaviṣayāḥ |	 evam-etat-maQju-SrIH, eka-vizayAH budDAH BagavantaH yat-idam-acintya-vizayAH |
   mañjuśrīrāha - kaścitpunarbhagavan etarhi tiṣṭhati? bhagavānāha -	maQjuSrIH-Aha  kaScid-punar-Bagavan etarhi tizWati? BagavAn-Aha -
   evametanmañjuśrīḥ | mañjuśrīrāha - tena hi bhagavan ete	evam-etat-maQjuSrIH | maQjuSrIH-Aha  tena hi Bagavan ete
   gaṅgānadīvālukopamā buddhā bhagavanto na parinirvṛtāḥ | tatkasmāddhetoḥ?	gaFgA-nadI-vAlukA-upamAH budDAH BagavantaH na parinirvRtAH | tat-kasmAt-hetoH?
   tathā hi bhagavan ekaviṣayā buddhā bhagavanto yadidamacintyaviṣayāḥ | na	taTA hi Bagavan eka-vizayAH budDAH BagavantaH yat-idam-acintya-vizayAH | na
   ca acintyatā utpadyate nirudhyate vā | tasmādbhagavan bhagavato vā	ca acintyatA utpadyate niruDyate vA | tasmAt-Bagavan BagavataH vA
   abhisaṃbuddhena (ddhasya?) ye 'pi te anāgate 'dhvani tathagatā arhantaḥ	aBisaMbudDena (dDasya?) ye api te anAgate aDvani taTagatAH arhantaH
   samyaksaṃbuddhā bhaviṣyanti, abhisaṃbuddhā eva te | tatkasmāddhetoḥ? na hi	samyaksaMbudDAH Bavizyanti, aBisaMbudDAH eva te | tat-kasmAt-hetoH? na hi
   acintyatā atītā vā anāgatā vā pratyutpannā vā | tasmādbhagavan	acintya-tA atItAH vA anAgatAH vA pratyutpannAH vA | tasmAt-Bagavan
   vibhramasteṣāṃ lokasaṃniveśaḥ | prapañcayanti te bhagavan lokasaṃniveśaṃ	viBramaH-tezAm loka-saMniveSaH | prapaQcayanti te Bagavan loka-saMniveSam
   yeṣāmevaṃ bhavati - utpannastathāgato yāvat parinirvāsyati veti ||	yezAm-evam Bavati  utpannaH-taTAgataH yAvat parinirvAsyati vA-iti ||
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - tena hi tvaṃ	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  tena hi tvam
   mañjuśrīḥ idaṃ tathāgatācintyam, acintyaṃ niścintyaṃ tathāgatasya vā	maQjuSrIH idam taTAgata-acintyam, acintyam niScintyam taTAgatasya vA
   agrata udāhārairudāhareḥ, avaivartikasya bodhisattvasya mahāsattvasya vā	agratas udAhArEH-udAhareH, avEvartikasya boDisattvasya mahAsattvasya vA
   arhato vā kṣīṇāsravasya | tatkasmāddhetoḥ? tathā hi te śrutvā	arhataH vA kzINa-Asravasya | tat-kasmAt-hetoH? taTA hi te SrutvA
   naivānujñāsyanti, naiva pratikrokṣyanti | tatkasmāddhetoḥ? tathā hi	na-eva-anujQAsyanti, na-eva pratikrokzyanti | tat-kasmAt-hetoH? taTA hi
   taccintyamacintyaṃ niścintyam | mañjuśrīrāha - acintyānāṃ niścintyānāṃ	tat-cintyam-acintyam niScintyam | maQjuSrIH-Aha  acintyAnAm niScintyAnAm
   bhagavan sarvadharmāṇāṃ ko 'trānujñāsyati vā pratikrokṣyati vā?	Bagavan sarva-DarmANAm kaH atra-anujQAsyati vA pratikrokzyati vA?
   bhagavānāha - yathaiva mañjuśrīḥ tathāgato niścintyaḥ, tathaiva pṛthagjanā	BagavAn-Aha  yaTA-eva maQjuSrIH taTAgataH niScintyaH, taTA-eva pRTagjanA
   api niścintyāḥ | mañjuśrīrāha - pṛthagjanā api bhagavan tathaiva	api niScintyAH | maQjuSrIH-Aha  pRTagjanAH api Bagavan taTA-eva
   niścintyāḥ? bhagavānāha - evametanmañjuśrīḥ | tatkasmāddhetoḥ? tathā hi	niScintyAH? BagavAn-Aha  evam-etat-maQjuSrIH | tat-kasmAt-hetoH? taTA hi
   sarvāṇyacintyāni niścintyāni | mañjuśrīrāha - tatkasmādbhagavānevamāha -	sarvANi-acintyAni niScintyAni | maQjuSrIH-Aha  tat-kasmAt-BagavAn-evam-Aha -
   yathaiva tathāgato niścintyaḥ, evaṃ pṛthagjanā api niścintyā iti? nanu	yaTA-eva taTAgataH niScintyaH, evam pRTagjanAH api niScintyAH iti? nanu
   bhagavan pṛthagjanatvamapi niścintyam | tatkasmāddhetoḥ? niścintyā hi	Bagavan pRTagjana-tvam-api niScintyam | tat-kasmAt-hetoH? niScintyAH hi
   bhagavan sarvadharmāḥ | ye kecidbhagavan parinirvāṇāya prasthitāḥ,	Bagavan sarva-DarmAH | ye kecid-Bagavan parinirvANAya prasTitAH,
   vihariṣyante te bhagavan | tatkasmāddhetoḥ? yaiva niścintyatā tadeva	viharizyante te Bagavan | tat-kasmAt-hetoH? yA-eva niScintyatA tat-eva
   parinirvāṇam | tasmāttarhi bhagavan nāsti niścintyatāyāṃ nānātvam | ye 'pi	parinirvANam | tasmAt-tarhi Bagavat na-asti niScintyatAyAm nAnAtvam | ye api
   bhagavan evamāhuḥ - ime pṛthagjanadharmāḥ, ime āryadharmā iti, te idaṃ	Bagavan evam-AhuH  ime pRTagjana-DarmAH, ime Arya-DarmA iti, te idam
   vacanīyāḥ - kalyāṇamitrāṇi tāvatparyupāsadhvam, tataḥ paścājjñāsyatha -	vacanIyAH  kalyANa-mitrANi tAvat-paryupAsaDvam, tatas paScAt-jQAsyaTa -
   ime pṛthagjanadharmāḥ ime āryadharmā iti ||	ime pRTagjana-DarmAH ime Arya-DarmAH iti ||
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - icchasi tvaṃ	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  icCasi tvam
   mañjuśrīḥ tathāgataṃ sarvasattvānāmagryam? mañjuśrīrāha - iccheyamahaṃ	maQjuSrIH taTAgatam sarva-sattvAnAm-agryam? maQjuSrIH-Aha  icCeyam-aham
   bhagavan tathāgataṃ sarvasattvānāmagryam, sacediha	Bagavan taTAgatam sarva-sattvAnAm-agryam, saced-iha
   kācitsattvapariniṣpattiḥ syāt |	kAcid-sattva-parinizpattiH syAt |
   bhagavānāha - icchasi tvaṃ mañjuśrīḥ tathāgatamacintyadharmasamanvāgatam?	BagavAn-Aha  icCasi tvam maQjuSrIH taTAgatam-acintya-Darma-samanvAgatam?
   mañjuśrīrāha - iccheyamahaṃ bhagavan tathāgatamacintyadharmasamanvāgatam,	maQjuSrIH-Aha  icCeyam-aham Bagavan taTAgatam-acintya-Darma-samanvAgatam,
   sacetkaścidacintyadharmasamanvāgataḥ syāt ||	saced-kaScid-acintya-Darma-samanvAgataH syAt ||
   bhagavānāha - icchasi punastvaṃ mañjuśrīrevam - ime śrāvakāstathāgatena	BagavAn-Aha  icCasi punar-tvam maQjuSrIH-evam  ime SrAvakAH-taTAgatena
   vinītā iti? mañjuśrīrāha - iccheyamahaṃ bhagavan evam - ime	vinItA iti? maQjuSrIH-Aha  icCeyam-aham Bagavan evam  ime
   śrāvakāstathāgatena vinītā iti, sacet kaścidacintyadhātuvinayaṃ (SaptaŚ,	SrAvakAH-taTAgatena vinItA iti, saced kaScid-acintya-DAtu-vinayam (SaptaŚ,
   Vaidya 351) gacchet | na bhagavan buddhotpādaḥ kaśyacidupakāreṇa vā	VEdyaH 351) gacCet | na Bagavan budDa-utpAdaH kaSyacid-upakAreNa vA
   apakāreṇa vā pratyupasthitaḥ | taktasmāddhetoḥ? tathā hi sthita eṣa	apakAreNa vA pratyupasTitaH | tak-tasmAt-hetoH? taTA hi sTitaH eza
   dhātuḥ, asaṃkīrṇa eṣa dhātuḥ, yaduta acintyadhātuḥ | tasmiśca dhātau na	DAtuH, asaMkIrNaH eza DAtuH, yat-uta acintya-DAtuH | tasmiH-ca DAtO na
   śrāvakanānātvam, yāvat na pṛthagjananānātvamupalabhyate ||	SrAvaka-nAnA-tvam, yAvat na pRTagjana-nAnAtvam-upalaByate ||
   bhagavānāha - na tvaṃ mañjuśrīrevamicchasi - anuttaraṃ puṇyakṣetraṃ	BagavAn-Aha  na tvam maQjuSrIH-evam-icCasi  anuttaram puNya-kzetram
   tathāgata iti? mañjuśrīrāha - abhāvatvābhdagavan puṇyakṣetraṃ tathagataḥ,	taTAgataH iti? maQjuSrIH-Aha  aBAva-tvA-aBdagavan puNya-kzetram taTagataH,
