   oṃ	om
   tatra 'na strī juhuyāt'; iti śrutyāgnihotre pratiṣiddhatvāt aupāsanādau	tatra ana strI juhuyAt-a; iti SrutyA-agnihotre pratizidDa-tvAt OpAsana-AdO
   draṣṭavyam /	drazwavyam /
   tathā ca smṛtyantaraṃ-'patnyaupāsanaṃ juhuyādvaiśvadevaṃ ca'; ityādi /	taTA ca smRti-antaran--apatnI-OpAsanam juhuyAt-vESvadevam ca-a; ityAdi /
   na yuvatiriti pratiṣedhaśca paradāraviṣayatvādadoṣaḥ //	na yuvatiH-iti pratizeDaH-ca para-dAra-vizaya-tvAt-adozaH //
   kiñca-	kiQca-
   na brahmābhivyāhārayedanyatra svadhāninayanāt // Gaut_2.9 //	na brahma-aBivyAhArayet-anyatra svaDA-ninayanAt // GOt-_2.9 //
   evamityanuvartate /	evam-iti-anuvartate /
   brahmaśabdena vedā ucyante /	brahma-Sabdena vedAH ucyante /
   tasmādenaṃ nādhyāpayet /	tasmAt-enam na-aDyApayet /
   upanītasyopākaraṇādūrdhvaṃ 'adhīyīta chandāṃsi'; ityanena	upanItasya-upAkaraNAt-UrDvam aaDIyIta CandAMsi-a; iti-anena
   vedādhyayanavidhānādevānupanītasya pratiṣedhe siddhe vedasya punaḥ	veda-aDyayana-viDAnAt-eva-anupanItasya pratizeDe sidDe vedasya punar-
   pratiṣedhaḥ veda eva nādhyāpayitavyaḥ iti niyamārthaḥ tataścāṅgādhyāpane	pratizeDaH vedaH eva na-aDyApayitavyaH iti niyama-arTaH tatas-ca-aFga-aDyApane
   na doṣaḥ /	na dozaH /
   kāmacāritvādyenakenacitprakāreṇa gṛhātaṃ mantramapi noccārayet /	kAma-cAri-tva-Adyena-kenacid-prakAreNa gRhAtam mantram-api na-uccArayet /
   kutaḥ ? adhyāpayayedityanārabhyābhivyāhārayedityārambhāt /	kutas ? aDyApayayet-iti-anAraBya-aBivyAhArayet-iti-AramBAt /
   anyatra svadhāninayanāt, svadhāninayanaṃ varjayitvā /	anyatra svaDA-ninayanAt, svaDA-ninayanam varjayitvA /
   amuṣmai svadhetyuktvā yatpiṇḍodakādi pretebhyo dīyate tatsvadhāninayanam /	amuzmE svaDA-iti-uktvA yat-piNxa-udaka-Adi preteByaH dIyate tad-svaDA-ninayanam /
   tadapi pretakarmaṇaḥ samastasyāpyupalakṣaṇam /	tat-api preta-karmaNaH samastasya-api-upalakzaNam /
   tathāca vasiṣṭhaḥ-'anyatrodakakarmasvadhāṣitṛsaṃyuktebhyaḥ'; iti /	taTA-ca vasizWaH--aanyatra-udaka-karma-su-aDAzitR-saMyukteByaH-a; iti /
   evaṃca putre 'nupanīte 'pi	evaMca putre anupanIte api
   sati sapiṇḍādibhiḥ pretakriyā na kartavyā, śāstracodanānarthakyaprasaṅgo	sati sapiNxa-AdiBiH preta-kriyA na kartavyA, SAstra-codanA-narTakya-prasaFgaH-
   mā bhūditi //	mA BUt-iti //
   anupanītasyoktvedānīmupanītasyāha-	anupanItasya-uktvA-idAnIm-upanItasya-Aha-
   upanayanādirniyamaḥ // Gaut_2.10 //	upanaya-na-AdiH-niyamaH // GOt-_2.10 //
   upanayanādārabhya yo vidhiruktaḥ sa niyamasaṃjño bhavati /	upanayanAt-AraBya yaH viDiH-uktaH sa niyama-saMjQaH Bavati /
   evaṃ cāsyākaraṇe prāyaścittaṃ na pūrvasya /	evam ca-asya-akaraNe prAyaScittam na pUrvasya /
   ato vā ārabhya niyamaḥ vratadhāraṇaṃ yo vakṣyate 'gnīndhanādiḥ sa niyamaḥ	atas vA AraBya niyamaH vrata-DAraNam yaH vakzyate agni-inDana-AdiH sa niyamaH
   upanayanādiḥ kartavyaḥ //	upanayana-AdiH kartavyaH //
   kiñca-	kiQca-
   uktaṃ brahmacaryam // Gaut_2.11 //	uktam brahmacaryam // GOt-_2.11 //
   uktagrahaṇaṃ prāgupanayanānniyama evaitaditi /	ukta-grahaNam prAk-upanayanAt-niyamaH eva-etat-iti /
   tataśca tatskhalane 'nupanītasyāpi avakīrṇiprāyaścittenaivādhikāro	tatas-ca tad-sKalane anupanItasya-api avakIrNi-prAyaScittena-eva-aDikAraH-
   draṣṭavyaḥ /	drazwavyaH /
   tathāca smṛtyantaraṃ-'viplutamavakīrṇivratena	taTA-ca smRti-antaran--aviplutam-avakIrNi-vratena
   śuddhamupanayedūnasaptadaśavarṣaṃ, ata ūrdhvaṃ brātyāvakīrṇivratābhyām';	SudDam-upanayet-Una-saptadaSa-varzan, atas UrDvam brAtyOvakIrNi-vratAByAm-a;
   iti /	iti /
   brahmacāriṇastu strīprekṣaṇādipratiṣedhādarthasiddhamiti cet, na,	brahmacAriNaH-tu strI-prekzaNa-Adi-pratizeDAt-arTa-sidDam-iti cet, na,
   paśvādaṣvapi sambhavāt //	paSu-Adazu-api samBavAt //
   kiñca-	kiQca-
   agnīndhanabhaikṣacaraṇe // Gaut_2.12 //	agni-inDana-BEkza-caraNe // GOt-_2.12 //
   agnīndhanaṃ samiddhomaḥ /	agni-inDanam samiD-homaH /
   itaratprasiddham /	itarat-prasidDam /
   te pratidinaṃ kartavye /	te pratidinam kartavye /
   sahanirdeśo 'nantarānuṣṭhānārthaḥ /	saha-nirdeSaH anantara-anuzWAna-arTaH /
   tathāca manuḥ-	taTA-ca manuH-
   pratigṛhyepsitaṃ daṇḍamupasthāya ca bhāskaram /	pratigRhya-Ipsitam daNxam-upasTAya ca BAskaram /
   pradakṣiṇaṃ parotyāgniṃ caredbhaikṣaṃ yathāvidhi //	pradakziNam parotya-agnim caret-BEkzam yaTAviDi //
   iti /	iti /
   tatrāpi pradakṣiṇaṃ parītyāgnimityanena samiddhoma ukta ityuktam /	tatra-api pradakziNam parItya-agnim-iti-anena samiD-homaH uktaH iti-uktam /
   'sāyaṃ prātastvannamabhaipūjitamanindan bhuñjīta'; iti dvirbhojanaśravaṇāt	asAyam prAtar-tu-annam-aBEpUjitam-anindan BuQjIta-a; iti dvis-Bojana-SravaNAt-
   sāyaṃ prātaḥ dviragnīndhanamapi draṣṭavyam /	sAyam prAtar dvis-agni-inDanam-api drazwavyam /
   tathā ca smṛtyantaram-	taTA ca smRti-antaram-
   dūrādāhṛtya samidhaḥ sannidadhyādvihāyasi /	dUrAt-AhRtya samiDaH sannidaDyAt-vihAyasi /
   sāyaṃ prātaśca juhuyāttābhiragnimatandritaḥ //	sAyam prAtar-ca juhuyAt-tABiH-agnim-atandritaH //
   iti /	iti /
   kecitsamiddhomaṃ sāyamevecchanti //	kecid-samiD-homam sAyam-eva-icCanti //
   kiñca-	kiQca-
   satyavacan // Gaut_2.13 //	satya-vacan // GOt-_2.13 //
   sarvatra kartavyakriyādhyāhartavyā /	sarvatra kartavya-kriyA-aDyAhartavyA /
   vacanagrahaṇamasaṃdehārthaṃ, satyamapāmupasparśanamityevaṃ saṃdehaḥ	vacana-grahaNam-asaMdeha-arTaM, satyam-apAm-upasparSanam-iti-evam saMdehaH
   syāditi /	syAt-iti /
   pṛthaggrahaṇaṃ āturasyāpyanuṣṭhānārtham /	pRTak-grahaNam Aturasya-api-anuzWAna-arTam /
   tataśca pūrvayostanna /	tatas-ca pUrvayoH-tat-na /
   tathācaca manuḥ-	taTA-caca manuH-
   akṛtvā bhaikṣacaraṇamasamidhya ca pāvakam /	akRtvA BEkza-caraNam-asamiDya ca pAvakam /
   anāturaḥ saptarātramavakīrṇivrataṃ caret //	anAturaH sapta-rAtram-avakIrNi-vratam caret //
   iti //	iti //
   kiñca-	kiQca-
   apāmupasparśanam // Gaut_2.14 //	apAm-upasparSanam // GOt-_2.14 //
   abgrahaṇaṃ bhasmādīnāmupalakṣaṇam /	abgrahaNam Basma-AdInAm-upalakzaNam /
   tathāca bhṛguḥ-	taTA-ca BRguH-
   snānāni pañca puṇyāni kīrtitāni maharṣibhiḥ /	snAnAni paQca puNyAni kIrtitAni mahA-RziBiH /
   āgneyaṃ vāruṇaṃ vrāhyaṃ vāyavyaṃ divyameva ca //	Agneyam vAruNam vrAhyam vAyavyam divyam-eva ca //
   āgneyaṃ bhasmanā snānamavagāhaṃ tu vāruṇam /	Agneyam BasmanA snAnam-avagAham tu vAruNam /
   āpo hiṣṭheti ca brāhmaṃ vāyavyaṃ gorajaḥ smṛtam //	ApaH hizWA-iti ca brAhmam vAyavyam gorajaH smRtam //
   yattu syātsātapaṃ varṣaṃ divyaṃ snānaṃ taducyate /	yat-tu syAt-sAtapam varzam divyam snAnam tat-ucyate /
   aśakto vāruṇe snāne āgneyādi samācaret //	aSaktaH vAruNe snAne Agneya-Adi samAcaret //
   iti //	iti //
   snānamiti vaktavye evamabhidhānaṃ	snAnam-iti vaktavye evam-aBiDAnam
   smṛtyantaroktasnānavidherupasaṅgrahaṇārtham /	smRti-antara-ukta-snAna-viDeH-upasaFgrahaNa-arTam /
   evaṃ ca smṛtyantaroktaṃ draṣṭavyam /	evam ca smRti-antara-uktam drazwavyam /
   upaśabdo 'vijñātajalavarjanārthaḥ /	upaSabdaH avijQAta-jala-varjana-arTaH /
   agnīndhanabhaikṣacaraṇayoḥ pṛthaggrahaṇaṃ bhuktasya	agni-inDana-BEkza-caraNayoH pRTak-grahaNam Buktasya
   nityasnānapratiṣedhārthaṃ, na naimittikasya /	nitya-snAna-pratizeDa-arTaM, na nEmittikasya /
   ato naimittikaṃ kartavyam /	atas nEmittikam kartavyam /
   satyavacanasya pṛthaggrahaṇamāturasya naimittikasyāpi pratiṣedhārtham /	satya-vacanasya pRTak-grahaNam-Aturasya nEmittikasya-api pratizeDa-arTam /
   upaśabdor'dharātrasnānapratiṣedhārthaṃ iti kecidvadanti /	upaSabdoH-aDarAtra-snAna-pratizeDa-arTam iti kecid-vadanti /
   yaduktamatra tatsarvaṃ manunanāpyuktaṃ-	yat-uktam-atra tat-sarvam manunanA-api-uktaM-
   na snānamācaredbhuktvā nāturo na mahāniśi /	na snAnam-Acaret-BuktvA na-AturaH na mahA-niSi /
   na vāsobhiḥsahājasraṃ nāvijñāte jalāśaye //	na vAsoBiH-saha-ajasram na-avijQAte jalASaye //
   iti //	iti //
   eke godānādi // Gaut_2.15 //	eke go-dAna-Adi // GOt-_2.15 //
   godānaṃ nāma chandogānāṃ dvitīyaṃ vrataṃ anyeṣāmapi ṣoḍaśe varṣe	godAnam nAma CandogAnAm dvitIyam vratam anyezAm-api zoxaSe varze
   dhārayitavyam /	DArayitavyam /
   teṣāmapi ṣoḍaśe godānadhāraṇaṃ kecidicchacanti /	tezAm-api zoxaSe go-dAna-DAraNam kecid-icCacanti /
   tata ārabhyaike snānamicchanti /	tatas AraBya-eke snAnam-icCanti /
   godānāt prāk nityasnānaṃ na kuryāt, naimittikameva kartavyam /	go-dAnAt prAk nitya-snAnam na kuryAt, nEmittikam-eva kartavyam /
   tata ūrdhvaṃ nityasnānamapītyeke ācāryā icchanti /	tatas UrDvam nitya-snAnam-api-iti-eke AcAryAH icCanti /
   eka iti vacanāt na tu gautamaḥ //	ekaH iti vacanAt na tu gOtamaH //
   bahiḥsandhyatvaṃ ca // Gaut_2.16 //	bahis-sanDya-tvam ca // GOt-_2.16 //
   ekegrahaṇānuvartanārthaścacakāraḥ /	ekegrahaNa-anuvartana-arTaH-cacakAraH /
   vahirgrābhātsandhyopāsanameke icchanti /	vahiH-grABAt-sanDyA-upAsanam-eke icCanti /
   na tu gautamaḥ /	na tu gOtamaH /
   na tu gautamaḥ /	na tu gOtamaH /
   etaduktaṃ bhavati-grāmādbahireva sandhyopāsanaṃ kartavyamityekeṣāṃ mataṃ,	etat-uktam Bavati--grAmAt-bahis-eva sanDyA-upAsanam kartavyam-iti-ekezAm mataM,
   bahirabhyantare vā yatra kutra cicchuddhadeśe kartavyamiti gautamamatam //	bahis-aByantare vA yatra kutra cit-SudDa-deSe kartavyam-iti gOtama-matam //
   idānīṃ prasaṅgāt tat sandhyopāsanaṃ kadā kathaṃ ca kartavyamityata āha-	idAnIm prasaFgAt tat sanDyA-upAsanam kadA kaTam ca kartavyam-iti-atas Aha-
   tiṣṭhetpūrvāmāsītottarāṃ sajyotiṣyā jyotiṣo darśanādvāgyataḥ // Gaut_2.17	tizWet-pUrvAm-AsIta-uttarAm sa-jyotizyAH jyotizaH darSanAt-vAgyataH // GOt-_2.17
   vāgyata iti sthānāsanayoḥ pratyekaṃ sambadhyate /	vAgyate iti sTAna-AsanayoH pratyekam sambaDyate /
   yasyāmāditya udeti sā pūrvā sandhyā /	yasyAm-AdityaH udeti sA pUrvA sanDyA /
   pūrvasūtrakhaṇḍāt sandhyāśabdo 'nuvartate /	pUrva-sUtra-KaNxAt sanDyA-SabdaH anuvartate /
   yasyāmādityo 'stameti sottarā sandhyā /	yasyAm-AdityaH astam-eti sa-uttarA sanDyA /
   sthānāsane atra guṇabhūte /	sTAna-Asane atra guNa-BUte /
   upāsanamatra pradhānaṃ karma /	upAsanam-atra praDAnam karma /
   ato yadyapi tiṣṭhedityuktaṃ, tathāpi tiṣṭhannupāsīta, āsīna upāsīteti	atas yadi-api tizWet-iti-uktan, taTA-api tizWan=-upAsIta, AsInaH upAsIta-iti
   draṣṭavyam /	drazwavyam /
   tathāca manuḥ-	taTA-ca manuH-
   pūrvāṃ sandhyāṃ japan tiṣṭhennaiśameno vyapohati /	pUrvAm sanDyAm japan tizWet-nESamenaH vyapohati /
   paścimāṃ tu samāsīno malaṃ hanti divā kṛtam //	paScimAm tu samAsInaH malam hanti divA kRtam //
   iti /	iti /
   sajyotiḥ kālaḥ, pūrvasyāṃ nakṣatrajyotiḥ /	sajyotiH kAlaH, pUrvasyAm nakzatra-jyotiH /
   yaḥ kālo nakṣatrajyotiṣā saha vartata sa sajyotiḥ tasmin sajyotiṣi kāle	yaH kAlaH nakzatra-jyotizA saha vartata sa sa-jyotiH tasmin sa-jyotizi kAle
   ārambhaḥ kartavyaḥ /	AramBaH kartavyaH /
   itarasyāṃ tathā ādityajyotiḥ /	itarasyAm taTA AdityajyotiH /
   tata ā jyotiṣo darśanāt-pūrvasyāmādityadarśanāt uttarasyāṃ	tatas A jyotizaH darSanAt--pUrvasyAm-Aditya-darSanAt uttarasyAm
   nakṣatradarśanāt /	nakzatra-darSanAt /
   ā jyotiṣa iti vaktavye darśanagrahaṇaṃ sampagartham /	A jyotizaH iti vaktavye darSana-grahaNam sampagarTam /
   tathāca manuḥ-	taTA-ca manuH-
   ṛṣayo dīrghasandhyatvāddīrghamāyuravāpnuyuḥ /	RzayaH dIrGa-sanDya-tvAt-dIrGam-AyuH-avApnuyuH /
   prajñāṃ yaśaśca kīrtiṃ ca brahmavarcasameva ca //	prajQAm yaSaH-ca kIrtim ca brahmavarcasam-eva ca //
   iti //	iti //
   nanu ca 'uttareṣāṃ caitadavirodhi'; ityanena snātakasyāgnimata etanna	nanu ca auttarezAm ca-etat-aviroDi-a; iti-anena snAtakasya-agnimataH etat-na
   prāpyate, tasyāgnihavanenāsya kālasyāvaruddhatvāditi /	prApyate, tasya-agni-havanena-asya kAlasya-avarudDa-tvAt-iti /
   ucyate-yastāvatsmārtaḥ sāyaṃprātarhemaḥ tatra kālabhedādavirodha eva /	ucyate-yaH-tAvat-smArtaH sAyaMprAtar-hemaH tatra kAla-BedAt-aviroDaH eva /
   kathaṃ ? sāyaṃśabdena rātrirucyate, prātaḥśabdena ca divasaḥ,	kaTam ? sAyaMSabdena rAtriH-ucyate, prAtar-Sabdena ca divasaH,
   uditahomādivākyavadatra tathāvidhasyābhāvāt sandhyopāsanānantarameva	udita-homa-Adi-vAkya-vat-atra taTAviDasya-aBAvAt sanDyA-upAsana-anantaram-eva
   homasyānupraveśaḥ syāditi /	homasya-anupraveSaH syAt-iti /
   athāpi keṣāṃcitsandhyākāla eva homa uktaḥ,tatrāpi	aTa-api kezAMcid-sanDyA-kAlaH eva homaH uktaH,tatra-api
   dīrghasandhyatvasyābhiṣṭatvāddhomānantaramapi sandhyopāsanasyāvakāśo	dIrGa-sanDya-tvasya-aBizwa-tvAt-homa-anantaram-api sanDyA-upAsanasya-avakASaH-
   'stīti /	asti-iti /
   evaṃ śraute uditahomādiviṣaye 'pyavirodha eveti //	evam SrOte udita-homa-Adi-vizaye api-aviroDaH eva-iti //
   'tiṣṭhanpūrvāṃ sandhyāmāsīna uttarāmupāsīta'; iti vaktavye evamabhidhānaṃ	atizWan-pUrvAm sanDyAm-AsInaH uttarAm-upAsIta-a; iti vaktavye evam-aBiDAnam
   smṛtyantaroktasyāpi vidhergrahaṇārtham /	smRti-antara-uktasya-api viDeH-grahaNa-arTam /
   tathā'hośanā-'sāyaṃ prātarudakaṃ gatvā pūto bhūtvā pavitreṇa mārjayitvā	taTA-aha-uSanA--asAyam prAtar-udakam gatvA pUtaH BUtvA pavitreNa mArjayitvA
   āpohiṣṭhīyābhistisṛbhirabliṅgābhiḥ vāmadevyena ca, tataḥ śuco deśe	ApohizWIyABiH-tisRBiH-abliFgABiH vAmadevyena ca, tatas SucaH deSe
   darbheṣvāsīno darbhāndhārayamāṇaḥ pratyaṅmukho vāgyata ātmānaṃ dhyātvā	darBezu-AsInaH darBa-anDArayamANaH pratyak-muKaH vAgyataH AtmAnam DyAtvA
   tataḥ sarecakaṣūrakakumbhakādīn trīn prāṇāyāmān dhārayitvā	tatas sa-reca-kazUraka-kumBaka-AdIn trIn prANAyAmAn DArayitvA
   ṛṣicchabdodevatādhyānapūrvakaṃ bhūrbhuvaḥsvarityādikāṃ sāvitrīṃ	Rzi=-Cabda-udevatA-DyAna-pUrvakam BUH-BuvaH-svar-iti-AdikAm sAvitrIm
   sahasrakṛtva āvartayecchatakṛtvo vā	sahasra-kRtvas Avartayet-Sata-kRtvas vA
   daśāvarāmathottiṣṭhamnagniyamabrahmabhyaḥ pratyagdakṣiṇodīcyāsu namaskṛtvā	daSa-avarAm-aTa-uttizWam-nagni-yama-brahmaByaH pratyak-dakziNa-udIcyAsu namaskRtvA
   triḥ pradakṣiṇaṃ kṛtvā punarapi pratīcīṃ diśaṃ namaskuryāt /	tris pradakziNam kRtvA punar-api pratIcIm diSam namaskuryAt /
   evameva prātaḥ prāṅmukhastiṣṭhanmitrādibhyo namaskuryāt'; //	evam-eva prAtar prAFmuKaH-tizWat-mitra-AdiByaH namaskuryAt-a; //
   iti //	iti //
   nādityamīkṣeta // Gaut_2.18 //	na-Adityam-Ikzeta // GOt-_2.18 //
   yadi sandhyākālayorevāyaṃ pratiṣedhaḥ syāt tadānīmekameva sūtraṃ kriyeta	yadi sanDyA-kAlayoH-eva-ayam pratizeDaH syAt tadAnIm-ekam-eva sUtram kriyeta
   'tiṣṭhetpūrvāmāsītottarāṃ sajyotipyā jyotiṣo darśanādvāgyato	atizWet-pUrvAm-AsIta-uttarAm sa-jyotipyAH jyotizaH darSanAt-vAgyato
   nādityamīkṣeta'; iti /	na-Adityam-Ikzeta-a; iti /
   yadi sarvadā syāttadānīṃ 'varjayenmadhumāṃsa'; ityādāvādityekṣaṇamapi	yadi sarvadA syAt-tadAnIm avarjayet-maDu-mAMsa-a; iti-AdO=-Aditya-IkzaNam-api
   paṭhet /	paWet /
   ubhayathākaraṇādanyābhiprāyeṇedamuktamiti jñātuṃ śakyate /	uBayaTAkaraNAt-anya-aBiprAyeNa-idam-uktam-iti jQAtum Sakyate /
   abhiprāyaśca smṛtyantarokto draṣṭavyaḥ yathā cāhośanā-'nekṣetādityaṃ	aBiprAyaH-ca smRti-antara-uktaH drazwavyaH yaTA ca-Aha-uSanA--anekzeta-Adityam
   sandhyāgataṃ madhyaṃdinagataṃ rāhugrastaṃ vāristham'; iti //	sanDyA-gatam maDyaMdina-gatam rAhu-grastam vAri-sTam-a; iti //
   varjayenmadhumāṃsagandhamālyadivāsvapnāñjanābhyañjanayānopānacchatrakāmakrodhalobhamohavādavādanasnānadantadhāvanaharṣanṛttagītaparivādabhayāni	varjayet-maDu-mAMsa-ganDa-mAlya-divAsvapna-aQjana-aByaQjana-yAna-upAnat-Catra-kAma-kroDa-loBa-moha-vAda-vAdana-snAna-danta-DAvana-harza-nRtta-gIta-parivA
   // Gaut_2.19 //	// GOt-_2.19 //
   varjayediti pratyekaṃ sambadhyate /	varjayet-iti pratyekam sambaDyate /
   madhu mākṣikaṃ, tasyābuddhipūrvabhakṣaṇe na doṣaḥ, 'akāmopanataṃ madhu	maDu mAkzikaM, tasya-abudDi-pUrva-BakzaNe na dozaH, aakAma-upanatam maDu
   vājasaneyake na duṣyati'; iti smṛtyantaradarśanāt /	vAjasaneyake na duzyati-a; iti smRti-antara-darSanAt /
   māṃsaṃ gṛhasthasya apratiṣiddhamapi /	mAMsam gRhasTasya apratizidDam-api /
   tatrāpyāturasyauṣadhārthaṃ gurorucchiṣṭasya māṃsasya bhakṣaṇe na doṣaḥ,	tatra-api-Aturasya-OzaDa-arTam guroH-ucCizwasya mAMsasya BakzaNe na dozaH,
   'sa cedavyādhīyīta kāmaṃ gurorucchiṣṭaṃ bhaiṣajyārthe sarvaṃ prāśnīyāt';	asa ced-avyADIyIta kAmam guroH-ucCizwam BEzajya-arTe sarvam prASnIyAt-a;
   iti smṛtyantaradarśanāt /	iti smRti-antara-darSanAt /
   evaṃ cānāturasya śrāddhe 'pi varjanīyam /	evam ca-anAtuH-asya SrAdDe api varjanIyam /
   tathāca manuḥ-	taTA-ca manuH-
   vratavaddevadaivatye pritrayai karmaṇyatharṣivat /	vrata-vat-deva-dEvatye pritrayE karmaNi-aTa-Rzi-vat /
   kāmamabhyarthito 'śnīyādvratamasya na lupyate //	kAmam-aByarTitaH aSnIyAt-vratam-asya na lupyate //
   ityādi /	ityAdi /
   gandhaṃ candanādi /	ganDam candana-Adi /
   tasyāpi sukhārthasya pratiṣedhaḥ, na devatāśiṣṭasya, 'devatāśiṣṭameva	tasya-api suKa-arTasya pratizeDaH, na devatA-Sizwasya, adevatA-ASizwam-eva
   gṛhṇīyādbrahmacārī'; iti smṛtyantaradarśanāt /	gRhNIyAt-brahmacArI-a; iti smRti-antara-darSanAt /
   mālāyā api tathaiva /	mAlAyAH api taTA-eva /
   divāsvapno divā nidrāsevanaṃ, tadapyāturasya na doṣaḥ /	divAsvapnaH divA nidrA-sevanan, tat-api-Aturasya na dozaH /
   añjanamakṣṇoḥ /	aQjanam-akzNoH /
   atrāpyupabhogārthasya pratiṣedhaḥ, nauṣadhārthasya /	atra-api-upaBoga-arTasya pratizeDaH, na-OzaDa-arTasya /
   abhyañjanaṃ tailena gātrābhyaṅgaḥ /	aByaQjanam tElena gAtra-aByaFgaH /
   kecidgandhatailasyāyaṃ pratiṣedha iti vadanti /	kecid-ganDa-tElasya-ayam pratizeDaH iti vadanti /
   tasminpakṣe itarasya na doṣaḥ /	tasmin-pakze itarasya na dozaH /
   gandhapratiśedhenaivāyaṃ pratiṣedhaḥ siddha iti cenna, viśeṣata eva	ganDa-pratiSeDena-eva-ayam pratizeDaH sidDaH iti ced-na, viSezataH eva
   lokaprasiddherna gandhasāmānyasya grahaṇaṃ bhavatīti /	loka-prasidDeH-na ganDa-sAmAnyasya grahaNam Bavati-iti /
   yānaṃ śibikādi /	yAnam SibikA-Adi /
   tadapyanāturasyaiva /	tat-api-anAturasya-eva /
   upānacchatre prasiddhe /	upAnat-Catre prasidDe /
   mayūrapatrakṛtasyādoṣaḥ /	mayUra-patra-kRtasya-adozaH /
   kāmaḥ strīgato bhogābhilāṣaḥ /	kAmaH strI-gataH Boga-aBilAzaH /
   krodhaḥ parasyāniṣṭacintanam /	kroDaH parasya-anizwa-cintanam /
   lobhaḥ anyāyena paradravyādyapaharaṇam /	loBaH anyAyena para-dravya-Adi-apaharaNam /
   moho 'jñānam /	mohaH ajQAnam /
   vādo bahupralāpaḥ /	vAdaH bahu-pralApaH /
   vādanaṃ bherītāḍanādi /	vAdanam BerI-tAxana-Adi /
   snānaṃ śirasnānādi yenopabhogaḥ, vihitatvāditarasya /	snAnam Sira-snAnA-Adi yena-upaBogaH, vihita-tvAt-itarasya /
   dantadhāvanaṃ prasiddham /	dantaDAvanam prasidDam /
   tāmbūlapatreṇāpi tanna kartavyaṃ 'paṅkadanto bhavedvratī'; iti	tAmbUla-patreNa-api tat-na kartavyam apaFka-dantaH Bavet-vratI-a; iti
   smṛtyantaradarśanāt /	smRti-antara-darSanAt /
   harṣaḥ prītiḥ evaṃ ca taddhetūnāṃ nāṭakādīnāṃ prekṣaṇasyāpi pratiṣedhaḥ	harzaH prItiH evam ca tad-hetUnAm nAwaka-AdInAm prekzaNasya-api pratizeDaH
   siddhaḥ, taddarśane prītyutpatteḥ nivārāyetumaśakyatvāt /	sidDaH, tad-darSane prIti-utpatteH nivArAya-itum-a-SakyatvAt /
   nūttaṃ gātravikṣepaḥ /	nu-uttam gAtra-vikzepaH /
   gītaṃ gāndharvasambandhavākyasyābhidhānam /	gItam gAnDarva-sambanDa-vAkyasya-aBiDAnam /
   parivādaḥ paradoṣasaṃkīrtanam /	parivAdaH para-doza-saMkIrtanam /
   bhayaṃ parasya bhīṣaṇaṃ, itarasya parihartumaśakyatvāt //	Bayam parasya BIzaNan, itarasya parihartum-aSakyatvAt //
   kiñca-	kiQca-
   gurudarśane kaṇṭhaprāvṛtāvasakthikāpāśrayaṇapādaprasāraṇāni // Gaut_2.20	guru-darSane kaNWa-prAvRta-avasakTika-apASrayaNa-pAda-prasAraNAni // GOt-_2.20
   gururācāryādi /	guruH-AcArya-Adi /
   kutaḥ ? yadyācāryasyaiva grahaṇaṃ tadānīṃ ācāryadarśana iti vaktavyam /	kutas ? yadi-AcAryasya-eva grahaNam tadAnIm AcArya-darSanaH iti vaktavyam /
   gurugrahaṇaṃ sarveṣāṃ gurūsthānīyānāmapyupalakṣaṇam /	guru-grahaNam sarvezAm gurU-sTAnIyAnAm-api-upalakzaNam /
   tathāca smṛtyantaraṃ-'manyānāṃ sarveṣāṃ sakāśe saṃkucitastiṣṭhet'; iti /	taTA-ca smRti-antaran--amanyAnAm sarvezAm sakASe saMkucitaH-tizWet-a; iti /
   kaṇṭhaprāvaraṇaṃ kaṇṭhe vastraprakṣepaḥ /	kaNWa-prAvaraNam kaNWe vastra-prakzepaH /
   avasakthikāṃ jānvorupari parikarabandhaḥ /	avasakTikAm jAnvoH-upari parikara-banDaH /
   śeṣaṃ prasiddham /	Sezam prasidDam /
   paravaśāddhyetāni kriyanta iti pratiṣedhaḥ //	para-vaSAt-hi-etAni kriyante iti pratizeDaH //
   kiñca-	kiQca-
   niṣṭhīvitahasitavijṛmbhitāvasphoṭanāni // Gaut_2.21 //	nizWIvita-hasita-vijRmBita-avasPowanAni // GOt-_2.21 //
   gurusamīpe 'nyasamīpe 'pi varjanārthaṃ pṛthagabhidhānam /	guru-samIpe anya-samIpe api varjana-arTam pRTak-aBiDAnam /
   niṣṭhīvanaṃ prasiddham /	nizWIvanam prasidDam /
   hasanaṃ paravaśe 'pi yatnato nivārayitavyam /	hasanam para-vaSe api yatnataH nivArayitavyam /
   tathā cāpastambaḥ-'na smayeta yadi smayetāpapṛhya smayeteti brāhmaṇaṃ';	taTA cApa-stambaH--ana smayeta yadi smayeta-apapRhya smayeta-iti brAhmaNaM-a;
   iti /	iti /
   vijṛmbhaṇaṃ prasiddham /	vijRmBaNam prasidDam /
   avasphoṭhanaṃ saśabdasandhipramokaḥ //	avasPoWanam sa-Sabda-sanDi-pramokaH //
   kiñca-	kiQca-
   strīprekṣaṇalambhane maithunaśaṅkāyām // Gaut_2.22 //	strI-prekzaNa-lamBane mETuna-SaFkAyAm // GOt-_2.22 //
   varjayediti vartate /	varjayet-iti vartate /
   prekṣaṇaṃ prakarṣeṇekṣaṇaṃ avayavanirūpaṇaṃ, na rūpamātradarśanaṃ, tasya	prekzaNam prakarzeNa-IkzaNam avayava-nirUpaNan, na rUpa-mAtra-darSanaM, tasya
