   śrīḥ	SrIH
   prajāpatirupāṃśu yaṣṭavyo 'jīmatvāya |	prajApatiH-upAMSu yazwavyaH ajIma-tvAya |
   agnīṣomāvupāṃśu yaṣṭavyāvajāmitvāya"iti |	agnIzomO=-upAMSu yazwa-vya-avajAmi-tva-aya"-iti |
   tatra viṣṇvādivākyeṣu vihitasya yāgatrayasamudāyasyānuvādaḥ- iti cet |	tatra vizNu-Adi-vAkyezu vihitasya yAga-traya-samudAyasya-anuvAdaH iti ced |
   maivam |	mA-evam |
   āgneyāgnīṣomīyapuroḍāśadvayanairavantaryakṛtasya jāmitvadoṣasya	Agneya-agnIzomIya-puroxASa-dvaya-nEravantarya-kRtasya jAmi-tva-dozasya
   vākyopakrama upanyāsātparoḍāśayorantarāle kiṃcidvidhitsitam |	vAkya-upakramaH upanyAsAt-paroxa-ASayoH-antarAle kiMcid-viDitsitam |
   na hyantarālaguṇaviśiṣṭaṃ vidheyaṃ viṣṇvādivākyeṣu pratīyate |	na hi-antarAla-guNa-viSizwam viDeyam vizNu-Adi-vAkyezu pratIyate |
   pūrvavākye tu tatpratīyata iti vidhāyakaṃ tadvākyam |	pUrva-vAkye tu tat-pratIyate iti viDAyakam tat-vAkyam |
   na cātra 'yajati' iti vartamānāpadeśaḥ śaṅkanīyaḥ |	na ca-atra ayajati-a iti vartamAna-apadeSaH SaFkanIyaH |
   pañcamalakārasyā'śrayaṇāt |	paQcamalakArasyA-aSrayaNAt |
   antarālakālavadupāṃśutvaguṇasyāpi viśeṣaṇatvāttadviśiṣṭakarmaṇa	antarAla-kAla-vat-upAMSu-tva-guNasya-api viSezaNa-tvAt-tad-viSizwa-karmaNa
   upāṃśuyājanāprakatvam |	upAMSu-yAjana-aprakatvam |
   satyevaṃ guṇadvayaviśiṣṭakarmaṇyādyena vākyena vihite	sati-evam guNa-dvaya-viSizwa-karmaNi-Adyena vAkyena vihite
   viṣṇvādivākyamarthavādaḥ syāt |	vizNu-Adi-vAkyam-arTa-vAdaH syAt |
   na cātra vihitayāgānuvādena devatāvidhiḥ śaṅkanīyaḥ |	na ca-atra vihita-yAga-anuvAdena devatA-viDiH SaFkanIyaH |
   samādhātavyena jāmitvadoṣeṇopakramāt, ājāmitvena samādhānenopasaṃhārācca '	samADAtavyena jAmi-tva-dozeNa-upakramAt, AjAmi-tvena samADAnena-upasaMhArAt-ca a
   jāmi vai ' ityādeḥ ' ajāmitvāya ' ityantasya sarvasya	jAmi vE a iti-AdeH a ajAmi-tvAya a iti-antasya sarvasya
   mahāvākyasyaikatvapratīteḥ |	mahA-vAkyasya-ekatva-pratIteH |
   na khalvekasminvākye vidheyabāhulyaṃ saṃbhavati |	na Kalu-ekasmin-vAkye viDeya-bAhulyam saMBavati |
   na cātra vidhitsitasyopāṃśuyājasya dravyābhāvaḥ |	na ca-atra viDitsitasya-upAMSu-yAjasya dravya-aBAvaH |
   dhrauvasya tadradravyatvāt |	DrOvasya tat-ra-dravya-tvAt |
   nāpi devatāyā abhāvaḥ |	na-api devatAyAH aBAvaH |
   nānāśākhāsūpāṃśuyājakrame	nAnA-SAKA-su-upAMSuya-ajakrame
   paṭhitairvaiṣṇavaprājāpatyāgnīṣomīyamantrairvikalpena devatātrayasya	paWitEH-vEzNava-prAjApatya-agnIzomIya-mantrEH-vikalpena devatA-trayasya
   pratīyamānatvāt |	pratIyamAna-tvAt |
   tasmāt - yajatītyetadvidhāyakam || MJaiNyC_2,2.11-12 ||	tasmAt  yajati-iti-etat-viDAyakam || MJa-ENyC_2,2.11-12 ||
   (pañcama āghārādyapūrvatādhikaraṇe sūtrāṇi 13-16)	(paQcame AGAra-Adya-pUrva-ta-aDikaraNe sUtrANi 13-16)
   āghārāgnihotram arūpatvāt / Jaim_2,2.13 /	AGAra-agnihotram arUpa-tvAt / JEm_2,2.13 /
   saṃjñopabandhāt / Jaim_2,2.14 /	saMjQA-upabanDAt / JEm_2,2.14 /
   aprakṛtatvāc ca / Jaim_2,2.15 /	aprakRta-tvAt ca / JEm_2,2.15 /
   codanā vā śabdārthasya prayogabhūtatvāt tatsannidher guṇārthena punaḥ	codanA vA Sabda-arTasya prayoga-BUta-tvAt tad-sanniDeH guNa-arTena punar-
   śrutiḥ / Jaim_2,2.16 /	SrutiH / JEm_2,2.16 /
   START MJaiNy 2,2.13-14	START MJENi 2,2.13-14
   pañcamādhikaraṇamāracayati --	paQcama-aDikaraNam-Aracayati --
   agnihotrāghāravākyamanuvādo 'thavā vidhiḥ /	agni-hotra-AGAra-vAkyam-anuvAdaH aTavA viDiH /
   arūpatvāttu dadhyūrdhvavākyenoktamanūdyate // MJaiNy_2,2.13 //	arUpa-tvAt-tu daDi-UrDva-vAkyena-uktam-anUdyate // MJENi-_2,2.13 //
   guṇyasiddhau na dadhyādirguṇo duṣṭā viśiṣṭatā /	guNya-sidDO na daDi-AdiH-guNaH duzwA viSizwa-tA /
   rūpaṃ dadhyādimantrābhyāmato 'sau guṇino vidhiḥ // MJaiNy_2,2.14 //	rUpam daDi-Adi-mantra-aByAm-atas asO guNinaH viDiH // MJENi-_2,2.14 //
   idamāmnāyate - ' agnihotraṃ juhoti ' 'dadhaṇa juhoti ' 'payasā juhoti' iti	idam-AmnAyate  a agnihotram juhoti a adaDaNa juhoti a apayasA juhotia iti
   ca |	ca |
   idamaparamāmnāyat - 'ādhāramāghārayati' 'ūrdhvamāghārayati' '	idam-aparam-AmnAyat  aADAram-AGArayati-a aUrDvam-AGArayati-a a
   ṛjumāghārayati' iti ca |	Rjum-AGArayati-a iti ca |
   tatrāgnihotravākyaṃ dadhyādivākyavihitasya karmasamudāyasyānuvādaḥ |	tatra-agnihotra-vAkyam daDi-Adi-vAkya-vihitasya karma-samudAyasya-anuvAdaH |
   āghāravākyaṃ cordhvādivākyavihitasya |	AGAra-vAkyam ca-UrDva-Adi-vAkya-vihitasya |
   na tvedvākyadvayaṃ karmavidhāyakam |	na tved-vAkya-dvayam karma-viDAyakam |
   kutaḥ |	kutas |
   dravyadevatālakṣaṇasya yāgarūpasyābhāvāt - iti cet |	dravya-devatA-lakzaNasya yAga-rUpasya-aBAvAt  iti ced |
   tatra vaktavyam - kiṃ dadhyādivākyena guṇāmātraṃ vidhīyate, kiṃvā	tatra vaktavyam  kim daDi-Adi-vAkyena guNa-amAtram viDIyate, kiMvA
   guṇaviśiṣṭakarma |	guNa-viSizwa-karma |
   nā'dyaḥ |	nA-adyaH |
   agnihotrādivākyasya tvanmate karmavidhāyakatvābhāvena guṇinaḥ	agnihotra-Adi-vAkyasya tvad-mate karma-viDAyaka-tva-aBAvena guNinaH
   kasyacidasiddhau guṇyanuvādapuraḥsarasya guṇamātravidhānasyāsaṃbhavāt |	kasyacid-asidDO guNI-anuvAda-puraHsarasya guNa-mAtra-viDAnasya-asaMBavAt |
   dvitīye vidhigauravaṃ syāt |	dvitIye viDi-gOravam syAt |
   tacca satyāṃ gatāvayuktam |	tat-ca satyAm gatO=-ayuktam |
   ato 'gnihotrādivākyaṃ karmavidhāyakam |	atas agnihotra-Adi-vAkyam karma-viDAyakam |
   tatra dravyaṃ dadhyādivākyairlabhyate |	tatra dravyam daDi-Adi-vAkyEH-laByate |
   devatā tu māntravarṇikī |	devatA tu mAntra-varNikI |
   āghāre 'pyevaṃ dravyadevate unnetavye || MJaiNyC_2,2.13-14 ||	AGAre api-evam dravya-devate unnetavye || MJENyC_2,2.13-14 ||
   (ṣaṣṭhe paśusomāpūrvatādhikaraṇe sūtrāṇi 17-20)	(zazWe paSu-somApUrva-tA-aDikaraNe sUtrANi 17-20)
   dravyacodanā paśusomayoḥ prakaraṇe hy anarthako dravyasaṃyogo na hi tasya	dravya-codanA paSu-somayoH prakaraNe hi anarTakaH dravya-saMyogaH na hi tasya
   guṇārthena / Jaim_2,2.17 /	guNa-arTena / JEm_2,2.17 /
   acodakāś ca saṃskārāḥ / Jaim_2,2.18 /	acodakAH ca saMskArAH / JEm_2,2.18 /
   tadbhedāt karmaṇo 'bhyāso dravyapṛthaktvād anarthakaṃ hi syād bhedo	tad-BedAt karmaNaH aByAsaH dravya-pRTaktvAt anarTakam hi syAt BedaH-
   dravyaguṇībhāvāt / Jaim_2,2.19 /	dravya-guNIBAvAt / JEm_2,2.19 /
   saṃskāras tu na bhidyeta parārthatvād dravyasya guṇabhūtatvāt /	saMskAraH tu na Bidyeta para-arTa-tvAt dravyasya guNa-BUta-tvAt /
   Jaim_2,2.20 /	JEm_2,2.20 /
   START MJaiNy 2,2.15-16	START MJENi 2,2.15-16
   ṣaṣṭhādhikaraṇamāracayati --	zazWa-aDikaraNam-Aracayati --
   yajatyālabhatītyetāvanuvādau vidhī uta /	yajati-AlaBati-iti-etO=-anuvAdO viDI uta /
   gṛhṇātyavadyatītyābhyāṃ vihiter'the 'nuvādinau // MJaiNy_2,2.15 //	gRhNAti-avadyati-iti-AByAm vihiter-aTe anuvAdinO // MJENI-_2,2.15 //
   nānuvādo 'purovāde yajyālabhyorato vidhiḥ /	na-anuvAdaH apurovAde yajyAlaByaH-rataH viDiH /
   brahmaṇe somasaṃskāro 'vadāne paśusaṃskriyā // MJaiNy_2,2.16 //	brahmaNe soma-saMskAraH avadAne paSu-saMskriyAH // MJENi-_2,2.16 //
   ' somena yajeta ' iti śrūyate |	a somena yajeta a iti SrUyate |
   tatra ' aindravāyavaṃ gṛhraṇāti, maitrāvarūṇaṃ gṛhraṇāti ' ityādīnyapi	tatra a Endra-vAyavam gRhraNAti, mEtrAvarUNam gRhraNAti a ityAdIni-api
   śrutāni |	SrutAni |
   evam ' agniṣomīyaṃ paśumālabheta ' iti śrūyate |	evam a agnizomIyam paSum-AlaBeta a iti SrUyate |
   tatra ' hṛdayasyāgre 'vadyati |	tatra a hRdayasya-agre avadyati |
   atha jihvāyāḥ |	aTa jihvAyAH |
   atha vakṣasaḥ ' ityādīnyapi śrutāni |	aTa vakzasaH a ityAdIni-api SrutAni |
   tatraindravāyvādivākyairyāgā vidhīyante |	tatra-Endra-vAyu-Adi-vAkyEH-yAgAH viDIyante |
   indravāyvādiprātipadikairdevatānārṃ, taddhatena somarasadravyasya ca	indra-vAyu-Adi-prAtipadikEH-devatA-nArM, tad-hatena soma-rasa-dravyasya ca
   pratīyamānatvāt |	pratIyamAna-tvAt |
   eteṣāṃ grahaṇavākyavihitānāṃ yāgānāṃ samudāyaḥ ' somena yajeta '	etezAm grahaNa-vAkya-vihitAnAm yAgAnAm samudAyaH a somena yajeta a
   ityanenānūdyate |	iti-anena-anUdyate |
   tathāvadānavākyeṣu hṛdayādidravyaṃ śrutam |	taTA-avadAna-vAkyezu hRdaya-Adi-dravyam Srutam |
   tato dravyaviśiṣṭā yāgāstatra vidhīyante |	tatas dravya-viSizwAH yAgAH-tatra viDIyante |
   tadanuvādena paśvālambhavākye 'gnīṣomarūpā devatā vidhīyate |	tad-anuvAdena paSu-AlamBa-vAkye agnIzoma-rUpA devatA viDIyate |
   tasmāt - avadānavākyavihitānāṃ yāgānāṃ	tasmAt  avadAna-vAkya-vihitAnAm yAgAnAm
   samudāyaḥ"paśumālabheta"ityanenānūdyate - iti prāpte --	samudAyaH-"paSumAla-Beta"-iti-anena-anUdyate  iti prApte --
   brūmaḥ- sati hi purovāde 'nuvādo bhavati |	brUmaH sati hi purovAde anuvAdaH Bavati |
   na cātra purovādo 'sti |	na ca-atra purovAdaH asti |
   'somena yajeta ' ityanena pratītasyārthasya grahaṇavākyeṣvapratīteḥ |	asomena yajeta a iti-anena pratItasya-arTasya grahaNa-vAkyezu-apratIteH |
   nahi grahaṇaṃ yajanaṃ bhavati |	na-hi grahaNam yajanam Bavati |
   nāpi taddhitapratyayokto rasaḥ somalatā |	na-api tad-hita-pratyaya-uktaH rasaH somalatA |
   na ca - taddhitapratyayaḥ sarvanāmārthe vihitaḥ prakṛtaṃ brūte, na tu	na ca  tad-hita-pratyayaH sarva-nAma-arTe vihitaH prakRtam brUtet na tu
   rasam - iti śaṅkanīyam |	rasam  iti SaFkanIyam |
   ' dhārayā gṛhrāti ' iti rasasyaiva prakṛtatvāt |	a DArayA gRhrAti a iti rasasya-eva prakRta-tvAt |
   tathā"paśumālabheta"ityanena pratītor'tho nāvadānavākyeṣu pratīyate |	taTA-a"paSumAla-Beta"-iti-anena pratItor-aTo na-avadAna-vAkyezu pratIyate |
   tataḥ purovādābhāvenānuvādāsaṃbhavādyajatyālabhatibhyāṃ karmaṇī vidhīyete	tatas purovAda-aBAvena-anuvAda-asaMBavAt-yajati-AlaBatiByAm karmaNI viDIyete
   grahaṇavākyaistu devatāviśiṣṭaḥ somasaṃskāro vidhīyate |	grahaNa-vAkyEH-tu devatA-viSizwaH soma-saMskAraH viDIyate |
   avadānavākyaiśca paśusaṃskāraḥ || MJaiNyC_2,2.14-16 ||	avadAna-vAkyEH-ca paSu-saMskAraH || MJENyC_2,2.14-16 ||
   (saptame saṃkhyākṛtakarmabhedādhikaraṇe sūtram)	(saptame saMKyA-kRta-karma-Beda-aDikaraNe sUtram)
   pṛthakttvaniveśāt saṃkhyayā karmabhedaḥ syāt / Jaim_2,2.21 /	pRTakttva-niveSAt saMKyayA karma-BedaH syAt / JEm_2,2.21 /
   START MJaiNy 2,2.17-21	START MJENi 2,2.17-21
   saptamādhikaraṇamāracayati --	saptama-aDikaraNam-Aracayati --
   āhutīstistra ityatra karmaikyamuta bhinnatā /	AhutIH-tistraH iti-atra karma-ekyam-uta Binna-tA /
   ekatvaṃ sakṛdākhyātātsaṃkhyāvṛttyā prayājavat // MJaiNy_2,2.17 //	eka-tvam sakRt-AKyAtAt-saMKyA-AvRttyA prayAja-vat // MJENi-_2,2.17 //
   ākhyātamātraṃ no mānaṃ saṃkhyayā bahukarmatā /	AKyAta-mAtram naH mAnam saMKyayA bahu-karmatA /
   āvṛttyaikādaśatvaṃ tu prayāje gatyabhāvataḥ // MJaiNy_2,2.18 //	AvRttyA-ekAdaSa-tvam tu prayAje gati-aBAvataH // MJENi-_2,2.18 //
   paśūnsaptadaśa prājāpatyānityatra bhāṣyakṛt /	paSUn-saptadaSa prAjApatyAn-iti-atra BAzya-kRt /
   vicāramāha pūrvatra kriyātritvasphuṭatvataḥ // MJaiNy_2,2.19 //	vicAram-Aha pUrvatra kriyA-tri-tva-sPuwa-tvataH // MJENi-_2,2.19 //
   bahutvopetapaśubhirdevayogādabhinnatā /	bahutva-upeta-paSuBiH-deva-yogAt-aBinnatA /
   rūpasya tena karmaikyaṃ saṃkhyā nātra kriyāgatā // MJaiNy_2,2.20 //	rUpasya tena karma-Ekyam saMKyA na-atra kriyA-gatAH // MJENi-_2,2.20 //
   devatāsaṃgatasyaiva taddhitārthasya paścimaḥ /	devatA-saMgatasya-eva tat-hita-arTasya paScimaH /
   bahutvasaṃgamo rūpasaṃkhyayā tatkriyābhidā // MJaiNy_2,2.21 //	bahu-tva-saMgamaH rUpa-saMKyayA tad-kriyA-aBidAH // MJENi-_2,2.21 //
   ' tistra āhutīrjuhoti ' iti śrūyate |	a tistraH AhutIH-juhoti a iti SrUyate |
   tatra ' juhoti ' ityetadākhyātaṃ ' samidho yajati ' ityādivannābhyastam,	tatra a juhoti a iti-etat-AKyAtam a samiDaH yajati a ityAdi-vanna-aByastam,
   kiṃtu sakṛdevā'mnātam |	kiMtu sakRt-evA-amnAtam |
   tata ekamidaṃ karma |	tatas ekam-idam karma |
   tritvasaṃkhyā tu tasyaiva karmaṇa āvṛttyā netavyā |	tritva-saMKyA tu tasya-eva karmaNaH AvRttyA netavyAH |
   yathā prayājeṣvekādaśatvasaṃkhyā pañcānāmeva prayājānāmāvṛttyā nītā,	yaTA prayAjezu-ekAdaSa-tva-saMKyA paQcAnAm-eva prayAjAnAm-AvRttyA nItA,
   tadvat - iti prāpte -	tadvat  iti prApte -
   brūmaḥ- kimidamākhyātaṃ padāntaranirapekṣameva karmaikye pramāṇam, uta	brUmaH kim-idam-AKyAtam pada-antara-nirapekzam-eva karma-Ekye pramANam, uta
   padāntarānvitam |	pada-antara-anvitam |
   nā'dyaḥ |	nA-adyaH |
   vākyāṃśasya padamātrasya pramitijanakatvābhāvāt |	vAkya-aMSasya pada-mAtrasya pramiti-janaka-tva-aBAvAt |
   dvitīye - tri -tvasaṃkhyayā viśeṣitenā'khyātena karmabahutvaṃ gamyate |	dvitIye  tri -tu-asaMKyayA viSezitenA-aKyAtena karma-bahu-tvam gamyate |
   prayojānāṃ tu pūrvameva pañcasaṃkhyāvaruddhatvādāvṛttimantareṇaikādaśatvaṃ	prayojAnAm tu pUrvam-eva paQca-saMKyA-avarudDa-tvAt-AvRttim-antareNa-ekAdaSa-tvam
   duḥsaṃpādam |	duHsaMpAdam |
   iha tvetadvidhitaḥ pūrva karmaṇa ekatvasaṃkhyāvarodho nāstīti vaiṣamyam |	iha tu-etat-viDitaH pUrva karmaNaH eka-tva-saMKyA-avaroDaH na-asti-iti vEzamyam |
   tadetadvṛttikārodāharaṇaṃ bhāṣyakāro nānumanyate |	tat-etat-vRtti-kAra-udAharaNam BAzya-kAraH na-anumanyate |
   karmavācina āhutiśabdasya viśeṣaṇena triśabdena karmabahutvasya sphuṭatayā	karma-vAcinaH Ahuti-Sabdasya viSezaNena tri-Sabdena karma-bahu-tvasya sPuwa-tayA
   pūrvapakṣānutthānāt |	pUrva-pakzAn-utTAnAt |
   idaṃ tvatrodāharaṇam - ' saptadaśa prājāpatyānpaśūnālabhate ' iti |	idam tu-atra-udAharaNam  a saptadaSa prAjApatyAn-paSUn-a-alaBate a iti |
   atra ' prajāpattirdevatā yeṣāṃ paśūnāṃ te prājāpatyāḥ ' iti	atra a prajApattiH-devatAH yezAm paSUnAm te prAjApatyAH a iti
   taddhitavyutpattau bahutvopotāḥ paśava ekaṃ dravyam |	tad-hita-vyutpattO bahu-tva-upotAH paSavaH ekam dravyam |
   tato dravyaikyāddevataikyācca yāgasya rūpamabhinnamityekamidaṃ karma |	tatas dravya-EkyAt-devatA-EkyAt-ca yAgasya rUpam-aBinnam-iti-ekam-idam karma |
   yā tu 'saptadaśa' iti saṃkhyā, sā paśudravyagatā, na tu	yA tu asaptadaSa-a iti saMKyA, sA paSu-dravya-gatA, na tu
   pūrvodāhṛtatritvasaṃkhyeva kriyāgatā |	pUrva-udAhRta-tritva-saMKyA-iva kriyA-gatAH |
   tasmāt -- 'na karmabhedamāpādayati ' iti prāpte -	tasmAt -- ana karma-Bedam-ApAdayati a iti prApte -
   brūmaḥ- atra ' prajāpatirdevatā yasya paśoḥ sa prājāpatyaḥ ' iti	brUmaH atra a prajApatiH-devatA yasya paSoH sa prAjApatyaH a iti
   taddhitāntaṃ prātipadikaṃ vyutpādya paścāttaddhitāntaprātipādikārthasya	tat-hita-antam prAtipadikam vyutpAdya paScAt-tat-hita-anta-prAtipAdikA-arTasya
   prajāpatidevatāviśiṣṭapaśoḥ karmatvabahutvavivakṣāyāmutpanne ime	prajApati-devatA-viSizwa-paSoH karma-tva-bahutva-vivakzAyAm-utpanne ime
   dvitīyāvibhaktibahuvacane |	dvitIya-aviBakti-bahuvacane |
   tatra prathamabhāvinyā dvitīyāvibhaktereva taddhitotpattivelāyāmanvayo	tatra praTama-BAvinyA dvitIyA-viBakteH-eva tat-hita-utpatti-velAyAm-anvayaH-
   nāsti, kutaḥ paścādbhāvino bahuvacanasyānvayaḥ |	nAsti, kutas paScAt-BAvinaH bahuvacanasya-anvayaH |
   evaṃ sati ' prājāpatyaḥ ' ityanena	evam sati a prAjApatyaH a iti-anena
   taddhitāntaprātipadikanaikapaśudravyamekadevatopetaṃ yāgasya rūpaṃ	tad-hita-anta-prAtipadika-nA-eka-paSu-dravyam-eka-devatA-upetam yAgasya rUpam
   samarpyate |	samarpyate |
   tādṛśānāṃ rūpāṇāṃ bahutvāya bahuvacanam |	tAdRSAnAm rUpANAm bahu-tvAya bahuvacanam |
   bahutvaviśeṣaśca ' saptadaśaḥ ' iti nirdiśyate |	bahu-tva-viSezaH-ca a saptadaSaH a iti nirdiSyate |
   tasmāt - atra saṃkhyayā karmabhedaḥ |	tasmAt  atra saMKyayA karma-BedaH |
   evaṃ ca sati, aṣṭame vakṣyamāṇaṃ	evam ca sati, azwame vakzyamANam
   saptadaśapaśūnāmaikādaśinapaśugaṇavikṛtitvamupapadyate ||	saptadaSa-paSUnAm-A-ekAdaSina-paSu-gaNa-vikRti-tvam-upapadyate ||
   MJaiNyC_2,2.17-21 ||	MJENyC_2,2.17-21 ||
   (aṣṭame saṃjñākṛtakarmabhedādhikaraṇe sūtram)	(azwame saMjQA-kRta-karma-Beda-aDikaraNe sUtram)
   saṃjñā cotpattisaṃyogāt / Jaim_2,2.22 /	saMjQA ca-utpatti-saMyogAt / JEm_2,2.22 /
   START MJaiNy 2,2.22-23	START MJENi 2,2.22-23
   aṣṭamādhikaraṇamāracayati --	azwama-aDikaraNam-Aracayati --
   athaiṣa jyotirityatra guṇo vā karma vā pṛthak /	aTa-eza jyotiH-iti-atra guNaH vA karma vA pRTak /
   guṇaḥ sahastradānātmā jyotiṣṭome hyanūdite // MJaiNy_2,2.22 //	guNaH sa-hastra-dAna-AtmA jyotizwome hi-anUdite // MJENI-_2,2.22 //
   atheti prakṛte chinna etacchabdo 'gragaṃ vadet /	aTa-iti prakRte CinnaH etat-SabdaH agra-gam vadet /
   saṃkhyayevānyakarmatvamiha nūtanasaṃjñayā // MJaiNy_2,2.23 //	saMKyayA-iva-anya-karma-tvam-iha nUtana-saMjQayA // MJENi-_2,2.23 //
   "athaiṣa jyotiḥ, athaiṣa viśvajyotiḥ, athaiṣa sarvajyotiḥ, anena	"aTa-eza jyotiH, aTa-eza viSvajyotiH, aTa-eza sarva-jyotiH, anena
   sahastradakṣiṇena yajeta ' iti śrūyate |	sa-hastra-dakziNena yajeta a iti SrUyate |
   atra prakṛtaṃ jyotiṣṭopam 'eṣa jyotiḥ ' ityanūdya	atra prakRtam jyotizwopam aeza jyotiH a iti-anUdya
   tasminsahastradānalakṣaṇo guṇo vidhīyate -- iti cet |	tasmin-saha-stra-dAna-lakzaNaH guNaH viDIyate - iti ced |
   na |	na |
   prakṛtasya jyotiṣṭomasya ' atha ' ityanena vicchinnatvāt |	prakRtasya jyotizwomasya a aTa a iti-anena vicCinna-tvAt |
   na caivaṃ sati ' ayaiṣa jyotiḥ ' ityukta etacchabdo 'nupapanna iti vācyam	na ca-evam sati a aya-eza jyotiH a iti-uktaH etat-SabdaH anupapannaH iti vAcyam
   saṃnihitavācinaitacchabdenātītasaṃnihitasyevā'gāmisaṃnihitasyāpi	saMnihita-vAcinA-etat-Sabdena-atIta-saMnihitasya-ivA-agAmi-saMnihitasya-api
   parāmarśasaṃbhavāt |	parAmarSa-saMBavAt |
   āgāmisaṃnihitaśca jyotiḥ śabdārthaḥ |	AgAmi-saMnihitaH-ca jyotiH Sabda-arTaH |
   sa ca jyotiḥ śabdo 'tī maparāmṛśannapūrvasaṃjñārūpatvānnūtanaṃ	sa ca jyotiH SabdaH atI maparAmRSan=-a-pUrva-saMjQA-rUpa-tvAt-nUtanam
   kiṃcitkarmābhidhatte |	kiMcid-karma-aBiDatte |
   tato yathā pūrvatra saṃkhyayā karmabhedaḥ, tathātrāpi saṃjñayā karma	tatas yaTA pUrvatra saMKyayA karma-BedaH, taTA-atra-api saMjQayA karma
   bhidyate |	Bidyate |
   viśvajyotiḥ sarvajyotiḥ śabdayorapyayaṃ nyāyo draṣṭavyaḥ ||	viSvajyotiH sarva-jyotiH SabdayoH-api-ayam nyAyaH drazwavyaH ||
   MJaiNyC_2,2.22-23 ||	MJENyC_2,2.22-23 ||
   (navame devatābhedakṛtakarmabhedādhikaraṇe sūtram)	(navame devatA-Beda-kRta-karma-Beda-aDikaraNe sUtram)
   guṇāś cāpūrvasaṃyoge vākyoḥ samatvāt / Jaim_2,2.23 /	guNAH ca-apUrva-saMyoge vAkyoH samatvAt / JEm_2,2.23 /
   START MJaiNy 2,2.24-25	START MJENi 2,2.24-25
   navamādhikaraṇamāracayati --	navama-aDikaraNam-Aracayati --
   guṇaḥ karmāntaraṃ vā syādvājibhyo vājinaṃ tviti /	guNaH karma-antaram vA syAt-vAjiByaH vAjinam tu-iti /
   guṇo devānanūdyoktasamuccayavikalpataḥ // MJaiNy_2,2.24 //	guNaH devAn-anUdya-ukta-samuccaya-vikalpataH // MJENi-_2,2.24 //
   āmikṣotpattiśiṣṭatvātprabalā tatra vājinam /	Amikza-utpatti-Sizwa-tvAt-prabalA tatra vAjinam /
   guṇo 'praviśya karmānyatkalpayedvājidevakam // MJaiNy_2,2.25 //	guNaH apraviSya karma-anyat-kalpayet-vAjidevakam // MJENi-_2,2.25 //
   'tapte payasi dadhyānayati , sā vaiśvadevyāmikṣā, vājibhyo vājinam ' iti	atapte payasi daDyAnayati , sA vESvadevyAmikzA, vAjiByaH vAjinam a iti
   śrūyate |	SrUyate |
   ghanībhūtaḥ payaḥpiṇḍa āmikṣā, jalaṃ vājinam |	GanIBUtaH payaH-piNxe AmikzA, jalam vAjinam |
   tatra --- āmikṣādravyabhājo ye viśve devā uktāḥ, te 'vājibhyaḥ'	tatra -- AmikzA-dravya-BAjaH ye viSve devAH uktAH, te avAjiByaH-a
   ityanenānūdyante |	iti-anena-anUdyante |
   'vājo 'nnamāmikṣārūpameṣāmasti ' iti tanniṣpatteḥ |	avAjaH annam-AmikzA-rUpam-ezAm-asti a iti tat-nizpatteH |
   tānanūdya vājinadravyarūpo guṇo vidhīyate |	tAn-anUdya vAjina-dravya-rUpaH guNaH viDIyate |
   tacca dravyamāmikṣādravyeṇa saha samuccīnatāṃ vikalpyatāṃ vā, iti prāpte	tat-ca dravyam-AmikzA-dravyeNa saha samuccInatAm vikalpyatAm vA, iti prApte
   brūmaḥ- utpattiśiṣṭenā'mikṣādravyeṇāvaruddhevaiśvadevayāge	brUmaH utpatti-SizwenA-amikzA-dravyeNa-avarudDeva-ESvadeva-yAge
   vājinadravyasyotpannaśiṣṭasya praveśābhāvādvājinaṃ vājiśabdārthasya	vAjina-dravyasya-utpanna-Sizwasya praveSa-aBAvAt-vAjinam vAji-Sabda-arTasya
   devatāntaramāpādayati |	devatA-antaram-ApAdayati |
   tato dravyadevatālakṣaṇasya rūpasya bhinnatvātkarmāntaram ||	tatas dravya-devatA-lakzaNasya rUpasya Binna-tvAt-karma-antaram ||
   MJaiNyC_2,2.24-25 ||	MJENyC_2,2.24-25 ||
   (daśam dravyaviśeṣānuktikṛtakarmaikyādhikaraṇe sūtram)	(daSam dravya-viSeza-anukti-kRta-karma-Ekya-aDikaraNe sUtram)
   aguṇe tu karmaśabde guṇas tatra pratīyeta / Jaim_2,2.24 /	aguNe tu karma-Sabde guNaH tatra pratIyeta / JEm_2,2.24 /
   START MJaiNy 2,2.26	START MJENi 2,2.26
   daśamādhikaraṇamāracayati--	daSama-aDikaraNam-Aracayati--
   dadhihome 'nyakarmatvaṃ guṇo vānyattu pūrvavat /	daDi-home anya-karma-tvam guNaH vA-anyat-tu pUrvavat /
   nirguṇatvādagnihotre yukto dadhyādiko guṇaḥ // MJaiNy_2,2.26 //	nirguNa-tvAt-agnihotre yuktaH daDi-AdikaH guNaH // MJENi-_2,2.26 //
   "dadhaṇa juhoti"iti śrūyate |	"daDaNa juhoti"-iti SrUyate |
   tatra -"agnihotraṃ juhoti"ityetasmātprakṛtātkarmaṇo 'nyaddadhihomarūpaṃ	tatra -"agnihotram juhoti"iti-etasmAt-prakRtAt-karmaNaH anyat-daDi-homa-rUpam
   karma - iti pūrvanyāyenāvagamyate |	karma  iti pUrva-nyAyena-avagamyate |
