   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par4.4cd/.gobhir.hataṃ.tathā.udbaddhaṃ.brāhmaṇena.tu.ghātitaṃ.//	Par4.4cd/.-goBiH-.hatan=-taTA.-udbadDaM.brAhmaNena-.tu.GAtitaM.//
   Par4.5ab/.saṃspṛśanti.tu.ye.viprā.voḍhāraś.ca.agnidāś.ca.ye./	Par4.5ab/.-saMspRSanti.tu.ye.-viprA.-voXAra-S.ca.agnidAS.-ca.ye./
   Par4.5cd/.anye.ye.vā.anugantāraḥ.pāśac.cheda.karāś.ca.ye.//	Par4.5cd/.anye.ye.vA.anugantAraH.pASac.-Ceda-.karAS.ca.ye.//
   Par4.6ab/.tapta.kṛcchreṇa.śuddhās.te.kuryur.brāhmaṇa.bhojanaṃ./	Par4.6ab/.-tapta.-kRcCreNa.-SudDa-As.te.-kuryuH-.brAhmaNa.-BojanaM./
   Par4.6cd/.anaḍut.sahitāṃ.gāṃ.ca.dadyur.viprāya.dakṣiṇāṃ.//	Par4.6cd/.ana-xut.-sahita-aM.gAn=-ca.dadyuH-.vipra-aya.-dakziNAM.//
   Par4.7ab/.try.ahaṃ.uṣṇaṃ.pibed.vāri.try.ahaṃ.uṣṇaṃ.payaḥ.pibet./	Par4.7ab/.tri-.ahaM.uzNaM.pibet-.vAri.tri-.ahaM.uzNaM.payaH-.pibet./
   Par4.7cd/.try.ahaṃ.uṣṇaṃ.pibet.sarpir.vāyu.bhakṣo.dina.trayaṃ.//	Par4.7cd/.tri-.ahaM.uzNaM.pibet.-sarpiH-.vAyu.BakzaH-.dina.-trayaM.//
   Par4.8ab/.ṣaṭ.palaṃ.tu.pibed.ambhas.tri.palaṃ.tu.payaḥ.pibet./	Par4.8ab/.zaw.-palaM.tu.-pibet-.amBa-s.tri.-palaM.tu.-payaH.pibet./
   Par4.8cd/.palaṃ.ekaṃ.pibet.sarpis.tapta.kṛcchraṃ.vidhīyate.//	Par4-.8cd/.-palaM.ekaM.pibet.-sarpi-H-.-tapta.-kRcCraM.viDIyate.//
   Par4.9ab/.yo.vai.samācared.vipraḥ.patita.ādiṣv.akāmataḥ./	Par4.9ab/.yaH-.vE.samAcaret-.vipraH.patita-.Adizu-.akAmataH./
   Par4.9cd/.pañca.ahaṃ.vā.daśa.ahaṃ.vā.dvādaśa.ahaṃ.atha.api.vā.//	Par4.9cd/.-paQca.ahaM.vA.daSa-.ahaM.vA.-dvAdaSa-.ahaM.aTa.api.vA.//
   Par4.10ab/.māsa.ardhaṃ.māsaṃ.ekaṃ.vā.māsa.dvayaṃ.atha.api.vā./	Par4.10ab/.mAsa-.arDan.mAsaM.ekaM.vA.-mAsa.-dvayaM.aTa.api.vA./
   Par4.10cd/.abda.ardhaṃ.abdaṃ.ekaṃ.vā.tad.ūrdhvaṃ.caiva.tat.samaḥ.//	Par4.-10cd/.abda-.arDaM.abdaM.ekaM.vA.-tat-.UrDvan=-cEva.-tat.-samaH.//
   Par4.11ab/.tri.rātraṃ.prathame.pakṣe.dvitīye.kṛcchraṃ.ācaret./	Par4.11ab/.tri.rAtraM.praTame.-pakze.-dvitIye.kRcCraM.A-caret./
   Par4.11cd/.tṛtīye.caiva.pakṣe.tu.kṛcchraṃ.sāṃtapanaṃ.caret.//	Par4.11cd/.tRtIyet-ca-eva.-pakze.tu.kRcCran.sAMtapanan.caret.//
   Par4.12ab/.caturthe.daśa.rātraṃ.syāt.parākaḥ.pañcame.mataḥ./	Par4.12ab/.caturTe.daSa.rAtraM.syAt.parAkaH-.paQcame.matas-./
   Par4.12cd/.kuryāc.cāndrāyaṇaṃ.ṣaṣṭhe.saptame.tv.aindava.dvayaṃ.//	Par4.12cd/.kuryAt-.cAndrAyaNan.zazWe.-saptame.-tu-.Endava.-dvayaM.//
   Par4.13ab/.śuddhy.arthaṃ.aṣṭame.caiva.ṣaṇ.māsān.kṛcchraṃ.ācaret./	Par4.13ab/.-SudDi-.arTaM.azwameH-cEva.-zaN.-mAsAn-.kRcCraM.a-Acaret./
   Par4.13cd/.pakṣa.saṃkhyā.pramāṇena.suvarṇāny.api.dakṣiṇā.//	Par4.-13cd/.-pakza.-saMKyA.-pramANena.-suvarNAni-.api.dakziNA.//
   Par4.14ab/.ṛtu.snātā.tu.yā.nārī.bhartāraṃ.na.upasarpati./	Par4.14ab/.Rtu.-snAtA.-tu.yA.-nArI.-BartA-AraM.na.upasarpati./
   Par4.14cd/.sā.mṛtā.narakaṃ.yāti.vidhavā.ca.punaḥ.punaḥ.//	Par4.-14cd/.sA.-mRtA.-narakaM.yA-ati.viDa-vA.ca.-punaH.punar-.//
   Par4.15ab/.ṛtu.snātāṃ.tu.yo.bhāryāṃ.samnidhau.na.upagacchati./	Par4.15ab/.Rtu.-snAta-aM.tu.yo.-BAryAM.samniDO.na.-upagacCati./
   Par4.15cd/.ghorāyāṃ.bhrūṇa.hatyāyāṃ.yujyate.na.atra.saṃśayaḥ.//	Par4.15cd/.-GorAyAM.BrUNa.-hatyAyAM.yujyate.na.atra.-saMSayaH.//
   Par4.16ab/.daridraṃ.vyādhitaṃ.mūrkhaṃ.bhartāraṃ.yā.avamanyate./	Par4.16ab/.daridraM.-vyADitaM.mUrKaM.Barta-araM.yA-a.avamanyate./
   Par4.16cd/.sā.śunī.jāyate.mṛtvā.sūkarī.ca.punaḥ.punaḥ.//	Par4.16cd/.-sA.SunI.-jAyate.m-RtvA.sUkarI.-ca.-punaH.punar-.//
   Par4.17ab/.patyau.jīvati.yā.nārī.upoṣya.vrataṃ.ācaret./	Par4.17ab/.patyO.jIvati.yA.-nArI.-upozya.vrataM.A-Acaret./
   Par4.17cd/.āyuṣyaṃ.harate.bhartuḥ.sā.nārī.narakaṃ.vrajet.//	Par4.-17cd/.-Ayuzi-aM.ha-rate.BartuH-.sA.nArI.-narakaM.vrajet.//
   Par4.18ab/.apṛṣṭvā.caiva.bhartāraṃ.yā.nārī.kurute.vrataṃ./	Par4.18ab/.a-pRzwvA.cEva.BartAH-aM.yA.-nArI.-kurute.-vrataM./
   Par4.18cd/.sarvaṃ.tad.rākṣasān.gacched.ity.evaṃ.manur.abravīt.//	Par4.18cd/.-sarvan.tad-.rAkzasAn-.gacCet-.iti-.evaM.m-anuH-.abravIt.//
   Par4.19ab/.bāndhavānāṃ.sajātīnāṃ.durvṛttaṃ.kurute.tu.yā./	Par4.19ab/.-bAnDavAnAM.sa-jAtInAn.durvRttaM.kurute.-tu.yA./
   Par4.19cd/.garbha.pātaṃ.ca.yā.kuryān.na.tāṃ.sambhāṣayet.kvacit.//	Par4.19cd/.-garBa.-pAtaM.ca.yA.kuryAn-.na.tAM.samBAzayet.kvacit.//
   Par4.20ab/.yat.pāpaṃ.brahma.hatyāyāṃ.dvi.guṇaṃ.garbha.pātane./	Par4.20ab/.yat.pApaM.brahma.hatyA-AyAM.dvi.guNaM.garBa.pAtane./
   Par4.20cd/.prāyaś.cittaṃ.na.tasyāḥ.syāt.tasyās.tyāgo.vidhīyate.//	Par4.-20cd/.-prAya-S.cittaM.na.tasyAH.sya-at.tasya-as.tyAgaH-.-viDIyate.//
   Par4.21ab/.na.kāryaṃ.āvasathena.na.agni.hotreṇa.vā.punaḥ./	Par4.21ab/.na.-kArI-aM.a-AvasaTena.na.agni-.hotreNa-.vA.punar-./
   Par4.21cd/.sa.bhavet.karma.cāṇḍālo.yas.tu.dharma.parān.mukhaḥ.//	Par4.21cd/.-sa.Ba-vet.karma.-cANxAlo.ya-s.tu.Darma.-parAn.muKaH.//
   Par4.22ab/.ogha.vātā.āhṛtaṃ.bījaṃ.yasya.kṣetre.prarohati./	Par4.22ab/.oGa-.vAtA.-AhRtaM.bIjaM.yasya.kzetre.-prarohati./
   Par4.22cd/.sa.kṣetrī.labhate.bījaṃ.na.bījī.bhāgaṃ.arhati.//	Par4.22cd/.-sa.kzetrI.laBate.-bIjaM.na.-bIjI.BAgaM.arhati.//
   Par4.23ab/.tadvat.para.striyāḥ.putrau.dvau.smṛtau.kuṇḍa.golakau./	Par4.23ab/.-tadvat.-para.-striyAH.putrO.-dvO.-smRtO.-kuNxa.-golakO./
   Par4.23cd/.patyau.jīvati.kuṇḍaḥ.syāt.mṛte.bhartari.golakaḥ.//	Par4.-23cd/.-patyO.jIvati.-kuNxaH.syAt.mRte.-Bartari.golakaH.//
   Par4.24ab/.aurasaḥ.kṣetrajaś.caiva.dattaḥ.kṛtrimakaḥ.sutaḥ./	Par4.24ab/.a-OrasaH.kzetrajaS.ca-eva.-dattaH.-kRtrimakaH.-sutaH./
   Par4.24cd/.dadyān.mātā.pitā.vā.api.sa.putro.dattako.bhavet.//	Par4.24cd/.-dadyAn.mAtA-a.-pitA-a.vA.-api.sa.putraH-.-datta-ko.Bava-it.//
   Par4.25ab/.parivittiḥ.parivettā.yayā.ca.parividyate./	Par4.25ab/.-parivittiH.parivettA.yayA.-ca.parividyate./
   Par4.25cd/.sarve.te.narakaṃ.yānti.dātṛ.yājaka.pañcamāḥ.//	Par4.25cd/.-sarve.te.narakaM.yAnti.dAtR.yAjaka.paQcamAH.//
   Par4.26ab/.dvau.kṛchrau.parivittes.tu.kanyāyāḥ.kṛcchra.eva.ca./	Par4.26ab/.dvO.-kRCrO.-parivittes.tu.kanyAyAH.kRcCra-.eva.-ca./
   Par4.26cd/.kṛchra.atikṛcchrau.dātus.tu.hotā.cāndrāyaṇaṃ.caret.//	Par4.26cd/.kRCra-.atikRcCrO.-dAtu-s.tu.-hotA.-cAndrAyaNan.caret.//
   Par4.27ab/.kubja.vāmana.ṣaṇḍheṣu.gadgadeṣu.jaḍeṣu.ca./	Par4.27ab/.kubja.vAmana.-zaNXa-izu.-gadgadezu.-jaxa-izu.ca./
   Par4.27cd/.jāty.andhe.badhire.mūke.na.doṣaḥ.parivedane.//	Par4.27cd/.-jAti-.anDe.-baDire.mUke.na.dozaH.parivedane.//
   Par4.28ab/.pitṛvya.putraḥ.sāpatnaḥ.para.nārī.sutas.tathā./	Par4.28ab/.-pitR-vya.putraH.sApatnaH.para.nArI.-suta-s.-taTA./
   Par4.28cd/.dārā.agni.hotra.samyoge.na.doṣaḥ.parivedane.//	Par4.28cd/.-dAra-a.agni-.hotra.-samyoge.na.dozaH.parivedane.//
   Par4.29ab/.jyeṣṭho.bhrātā.yadā.tiṣṭhed.ādhānaṃ.na.eva.kārayet./	Par4.29ab/.jyezWaH-.BrAtA.yadA.tizWet-.a-ADAnaM.na-.eva.-kArayet./
   Par4.29cd/.anujñātas.tu.kurvīta.śaṅkhasya.vacanaṃ.yathā.//	Par4.29cd/.-anujQAta-s.tu.-kurvIta.-SaFKasya.vacanaM.yaTA.//
   Par4.30ab/.naṣṭe.mṛte.pravrajite.klībe.ca.patite.patau./	Par4.30ab/.nazwe.mRte.-pravrajite.-klIbe.-ca.patite.patO./
   Par4.30cd/.pañcasv.āpatsu.nārīṇāṃ.patir.anyo.vidhīyate.//	Par4.-30cd/.-paQcasv.Apatsu.nArINAM.patiH-.anyo.-viDIyate.//
   Par4.31ab/.mṛte.bhartari.yā.nārī.brahma.carya.vrate.sthitā./	Par4.31ab/.mRte.-Bartari.yA.nArI.-brahma.carya.vrate.-sTitA./
   Par4.31cd/.sā.mṛtā.labhate.svargaṃ.yathā.te.brahma.cāriṇaḥ.//	Par4.-31cd/.sA.mRta-a.laBate.-svargaM.yaTA.te.-brahma.cAriNaH.//
   Par4.32ab/.tisraḥ.koṭyoḍardha.koṭī.ca.yāni.romāṇi.mānuṣe./	Par4.32ab/.ti-sraH-.-kowyA-uxarDa-.kowI.ca.yA-ni.romANi.mAnuze./
   Par4.32cd/.tāvat.kālaṃ.vaset.svarge.bhartāraṃ.yā.anugacchati.//	Par4.32cd/.tAvat.-kAlaM.vaset.svarge.-BartAraM.yA.anugacCati.//
   Par4.33ab/.vyāla.grāhī.yathā.vyālaṃ.balād.uddharate.bilāt./	Par4.33ab/.-vyAla-.grAhI.-yaTA-a.vyAlaM.balAt-.udDa-rate.bilAt./
   Par4.33cd/.evaṃ.strī.patiṃ.uddhṛtya.tena.eva.saha.modate.//E	Par4.33cd/.evaM.H-trI.patiM.udDRtya.tena-.eva.-saha-.modate.//E
   Par5.1ab/.vṛka.śvāna.sṛgāla.ādyair.daṣṭo.yas.tu.dvija.uttamaḥ./	Par5.1ab/.vRka.-SvAna.-sRgAla-.AdyEH-.dazwo.ya-s.tu.dvija.uttamaH./
   Par5.1cd/.snātvā.japet.sa.gāyatrīṃ.pavitrāṃ.veda.mātaraṃ.//	Par5.1cd/.-snAtvA-a.-japet.-sa.gAya-trIn.pavitrAM.veda.-mAtaraM.//
   Par5.2ab/.gavāṃ.śṛṅga.udakaiḥ.snānaṃ.mahā.nadyos.tu.saṃgame./	Par5.2ab/.gavAM=-SRFga-.udakEH.snAnaM.mahA.-nadyaH-s.tu.-saMgame./
   Par5.2cd/.samudra.darśanād.vā.api.śunā.daṣṭaḥ.śucir.bhavet.//	Par5.2cd/.-samudra.-darSanAt-.vA.api.SunA.-dazwaH.-SuciH-.Bavet.//
   Par5.3ab/.veda.vidyā.vrata.snātaḥ.śunā.daṣṭo.dvijo.yadi./	Par5.3ab/.veda.-vidyA.vrata.snAtaH.SunA.dazwaH-.dvijaH-.yadi./
   Par5.3cd/.sa.hiraṇya.udakaiḥ.snātvā.ghṛtaṃ.prāśya.viśudhyati.//	Par5-.3cd/.-sa.hiraNya-.udakEH.snA-tvA.-GRtaM.prASya.-viSuDyati.//
   Par5.4ab/.savratas.tu.śunā.daṣṭo.yas.tri.rātraṃ.upāvaset./	Par5.4ab/.sa-vrata-s.tu.SunA.-dazwaH-.yas.tri.rAtraM.upAvaset./
   Par5.4cd/.ghṛtaṃ.kuśa.udakaṃ.pītvā.vrata.śeṣaṃ.samāpayet.//	Par5-.4cd/.-GRtaM.kuSa.udakaM.pI-tvA-a.vrata.-SezaM.samApayet.//
   Par5.5ab/.avrataḥ.savrato.vā.api.śunā.daṣṭo.bhaved.dvijaḥ./	Par5.5ab/.a-vrataH.-sa-vrataH-.vA.api.SunA.-dazwaH-.Bavet-.dvijaH./
   Par5.5cd/.praṇipatya.bhavet.pūto.vipraiś.cakṣur.nirīkṣitaḥ.//	Par5.5cd/.-praNipatya.-Bavet.-pUtaH-.-viprES.cakzur.-nirIkzitaH.//
   Par5.6ab/.śunā.ghrāta.avalīḍhasya.nakhair.vilikhitasya.ca./	Par5.6ab/.SunA.-GrAta-.ava-lIXa-sya.naKEH-.viliKitasya.ca./
   Par5.6cd/.adbhiḥ.prakṣālanaṃ.proktaṃ.agninā.ca.upacūlanaṃ.//	Par5.6cd/.adBiH.prakzAlanaM.proktaM.agninA.-ca.upacUla-naM.//
   Par5.7ab/.śunā.tu.brāhmaṇī.daṣṭā.jambukena.vṛkeṇa.vā./	Par5.7ab/.SunA.tu.brAhmaNI.dazwA.-jambukena.vRkeNa-.vA./
   Par5.7cd/.uditaṃ.graha.nakṣatraṃ.dṛṣṭvā.sadyaḥ.śucir.bhavet.//	Par5.7cd/.uditaM.graha.-nakzatraM.dRzwvA.-sadyas-.-SuciH-.Bavet.//
   Par5.8ab/.kṛṣṇa.pakṣe.yadā.somo.na.dṛśyeta.kadācana./	Par5.8ab/.kRzNa.-pakze.yat-A.-somo.na.dRSyeta.ka-dAcana./
   Par5.8cd/.yāṃ.diśaṃ.vrajate.somas.tāṃ.diśaṃ.vā.avalokayet.//	Par5.8cd/.yAn.diSaM.vrajate.-soma-s.tAn.diSaM.vA.avalokayet.//
   Par5.9ab/.asad.brāhmaṇake.grāme.śunā.daṣṭo.dvija.uttamaḥ./	Par5.-9ab/.a-sad.-brAhmaNake.grAme.SunA.-dazwaH-.dvija.uttamaH./
   Par5.9cd/.vṛṣaṃ.pradakṣiṇī.kṛtya.sadyaḥ.snātvā.śucir.bhavet.//	Par5.9cd/.-vRzaM.pradakziNI.-kRtya.-sadyaH.snAtvA.-SuciH-.Bavet.//
   Par5.10ab/.caṇḍālena.śva.pākena.gobhir.viprair.prahato.yadi./	Par5.10ab/.-caNxAlena.Sva.pAkena.-goBiH-.viprEH-.prahataH-.yadi./
   Par5.10cd/.āhita.agnir.mṛto.vipro.viṣeṇa.ātma.hato.yadi.//	Par5.10cd/.a-ahita-.agniH-.mRto.-vipraH-.vizeNa-.Atma-.hataH-.yadi.//
   Par5.11ab/.dahet.taṃ.brāhmaṇaṃ.vipro.loka.agnau.mantra.varjitaṃ./	Par5.11ab/.da-het.tan.-brAhmaNaM.vipro.loka-.agnO.-mantra.varjitaM./
   Par5.11cd/.spṛṣṭvā.voḍhvā.ca.dagdhvā.ca.sapiṇḍeṣu.ca.sarvathā.//	Par5.11cd/.-spRzwvA-a.voXvA.-ca.dagDvA.ca.-sapiNxa-izu.-ca.-sarvaTA.//
   Par5.12ab/.prājāpatyaṃ.caret.paścāt.viprāṇāṃ.anuśāsanāt./	Par5.12ab/.-prAjApatyan.caret.paScAt.-viprANAn.anuSAsana-at./
   Par5.12cd/.dagdhā.asthīni.punar.gṛhya.kṣīraiḥ.prakṣālayed.dvijaḥ.//	Par5.12cd/.dagDa-a.asTI-ni.punar.gRhya.-kzIrEH.prakzAlayet-.dvijaH.//
   Par5.13ab/.punar.dahet.sva.agninā.tu.svatantreṇa.pṛthak.pṛthak./	Par5.13ab/.-punar.da-het.-sva.agninA-a.tu.-svatantreNa.-pRTak.-pRTak./
   Par5.13cd/.āhita.agnir.dvijaḥ.kaścit.pravasan.kāla.coditaḥ.//	Par5.13cd/.a-ahita-.agniH-.dvijaH-.kaH-cit.-pravasan.-kAla.-coditaH.//
   Par5.14ab/.deha.nāśaṃ.anuprāptas.tasya.agnir.vasate.gṛhe./	Par5.14ab/.deha.na-aSaM.anu-prApta-s.tasya.agniH-.vasate.-gRhe./
   Par5.14cd/.preta.agni.hotra.saṃskāraḥ.śrūyatāṃ.ṛṣi.puṅgavāḥ.//	Par5.14cd/.-preta-.agni-.hotra.-saMskAraH.SrUyatAM.Rzi.-puFgavAH.//
   Par5.15ab/.kṛṣṇa.ajinaṃ.samāstīrya.kuśais.tu.puruṣa.ākṛtiṃ./	Par5.15ab/.kRzNa-.ajinaM.samAstIrya.-kuSEs.tu.-puruza-.a-AkRtiM./
   Par5.15cd/.ṣaṭ.śatāni.śataṃ.caiva.palāśānāṃ.ca.vṛntataḥ.//	Par5.15cd/.-zaw.-Sata-ani.Satan=-cEva.-palASAnAn.ca.-vRntataH.//
   Par5.16ab/.catvāriṃśat.śire.dadyāt.śataṃ.kaṇṭhe.tu.vinyaset./	Par5.16ab/.catvAriMSat.-Sire.dat-yAt.SataM.kaNWe.tu.vinyaset./
   Par5.16cd/.bāhubhyāṃ.śatakaṃ.dadyād.aṅgulīṣu.daśa.eva.tu.//	Par5.16cd/.-bAhuByAM.Sata-kaM.dadyAt-.aFgulIzu.daSa-.eva.tu.//
   Par5.17ab/.śataṃ.tu.jaghane.dadyād.dvi.śataṃ.tu.udare.tathā./	Par5.17ab/.SataM.tu.-jaGane.-dadyAt-.dvi.SataM.tu.-udareH-taTA./
   Par5.17cd/.dadyād.aṣṭau.vṛṣaṇayoḥ.pañca.medhre.tu.vinyaset.//	Par5.17cd/.dadyAt-.azwO.-vRzaNayoH.paQca.meDre.tu.vinyaset.//
   Par5.18ab/.eka.viṃśatiṃ.ūrubhyāṃ.dvi.śataṃ.jānu.jaṅghayoḥ./	Par5.18ab/.eka.viMSatiM.u-UruByAM.t-vi.SataM.ja-anu.jaFGayoH./
   Par5.18cd/.pāda.aṅgulīṣu.ṣaḍ.dadyād.yajña.pātraṃ.tato.nyaset.//	Par5.18cd/.-pAda-.aFgulIzu.-zaz-.dadyAt-.yajQa.-pAtraM.ta-to.ni-aset.//
   Par5.19ab/.śamyaṃ.śiśne.viniḥkṣipya.araṇīṃ.muṣkayor.api./	Par5.19ab/.Samyan.SiSne.-viniHkzipya.araNIn.muzkayoH-.api./
   Par5.19cd/.juhūṃ.ca.dakṣiṇe.haste.vāme.tu.upabhṛtaṃ.nyaset.//	Par5.-19cd/.-juhUM.ca.-dakziNe.-haste.vAme.tu.upa-BRtaM.nyaset.//
   Par5.20ab/.karṇe.ca.ulūkhalaṃ.dadyā.pṛṣṭhe.ca.musalaṃ.nyaset./	Par5.20ab/.karNe.ca.u-lUKalan.dadyA.-pRzWe.-ca.-musalaM.nyaset./
   Par5.20cd/.urasi.kṣipya.dṛṣadaṃ.taṇḍulā.ājya.tilān.mukhe.//	Par5.20cd/.urasi-.kzipya.dRzadaM.taNxulA.a-Ajya.-tilAn.muKe.//
   Par5.21ab/.śrotre.ca.prokṣaṇīṃ.dadyād.ājya.sthalīṃ.tu.cakṣuṣoḥ./	Par5.21ab/.-Srotre.-ca.-prokzaNIM.dadyAt-.Ajya.sTalI-iM.tu.cakzuzoH./
   Par5.21cd/.karṇe.netre.mukhe.ghrāṇe.hiraṇya.śakalaṃ.nyaset.//	Par5.21cd/.karNe.netre.muKe.-GrANe.-hiraNya.Sa-kalaM.nyaset.//
   Par5.22ab/.agni.hotra.upakaraṇaṃ.aśeṣaṃ.tatra.nikṣipet./	Par5.22ab/.agni-.hotra-.upakaraNaM.aSezaM.tatra.nikzipet./
   Par5.22cd/.asau.svargāya.lokāya.svāhā.ity.eka.āhutiṃ.sakṛt.//	Par5.22cd/.a-sO.-svarga-aya.-lokAya.svAhA.iti-.eka.AhutiM.sakRt.//
   Par5.23ab/.dadyāt.putro.athavā.bhrātā.apy.anyo.vā.api.ca.bāndhavaḥ./	Par5.23ab/.da-dyAt.putraH-.aTa-vA.-BrAtA.api-.anyo.vA.api.ca.-bAnDavaH./
   Par5.23cd/.yathā.dahana.saṃskāras.tathā.kāryaṃ.vicakṣaṇaiḥ.//	Par5.23cd/.yaTA.-dahana.-saMskAra-s.taTA.kAryaM.vicakzaNEH.//
   Par5.24ab/.īdṛśaṃ.tu.vidhiṃ.kuryāt.brahma.loka.gatiḥ.smṛtā./	Par5.24ab/.I-dRSaM.tu.-viDiM.kuryAt.-brahma.loka.-gatiH.smRtA./
   Par5.24cd/.dahanti.ye.dvijās.taṃ.tu.te.yānti.paramāṃ.gatiṃ.//	Par5.24cd/.dahanti.ye.-dvijAs.taM.tu.te.yAnti.-paramAM.gatiM.//
   Par5.25ab/.anyathā.kurvate.karma.tv.ātma.buddhyā.pracoditāḥ./	Par5.25ab/.anyaTA.kurvate.-karma.tv.A-Atma.budDyA.-pracoditAH./
   Par5.25cd/.bhavanty.alpa.āyuṣas.te.vai.patanti.narake.aśucau.//E	Par5.25cd/.-Bavanti-.alpa.Ayuza-s.te.vE.patanti.-narake.aSucO.//E
   Par6.1ab/.ataḥ.paraṃ.pravakṣyāmi.prāṇi.hatyāsu.niṣkṛtiṃ./	Par6.1ab/.ataH.-paraM.-pravakzyAmi.-prANi.hatyA-su.-nizkRtiM./
   Par6.1cd/.parāśarena.pūrva.uktā.manv.arthe.api.ca.vistṛtāṃ.//	Par6.1cd/.-parASarena.-pUrva-.uktA.manu-.arTe.api-.ca.-vistRtAM.//
   Par6.2ab/.krauñca.sārasa.haṃsāṃś.ca.cakra.vākaṃ.ca.kukkuṭaṃ./	Par6.2ab/.-krOQca.-sAra-sa.-haMsa-aMS.ca.-cakra.vAkaM.ca.kukkuwaM./
   Par6.2cd/.jāla.pādaṃ.ca.śarabhaṃ.aho.rātreṇa.śudhyati.//	Par6.2cd/.-jAla.-pAdaM.ca.-SaraBaM.aho.-rAtreNa.-SuDyati.//
   Par6.3ab/.balākā.ṭiṭṭibhau.vā.api.śuka.pārāvatāv.api./	Par6.-3ab/.-balAkA-a.wiwwi-BO.vA.api.Suka.pArAvatO=-.api./
   Par6.3cd/.ahi.nakra.vighātī.ca.śudhyate.nakta.bhojanāt.//	Par6.3cd/.ahi.nakra.-viGAtI.-ca.SuDyate.nakta.BojanAt.//
   Par6.4ab/.vṛka.kāka.kapotānāṃ.śāri.tittiri.ghātakaḥ./	Par6.4ab/.vRka.-kAka.kapotAnAn.SAri.tittiri.-GAtakaH./
   Par6.4cd/.antar.jala.ubhe.saṃdhye.prāṇa.āyāmena.śudhyati.//	Par6.4cd/.antar.-jala.uBe.-saMDye.-prANa-.AyAm-ena.-SuDyati.//
   Par6.5ab/.gṛdhra.śyena.śaśa.adānāṃ.ulūkasya.ca.ghātakaḥ./	Par6.5ab/.-gRDra.Syena.SaSa.a-dAna-aM.ulUkasya.ca.-GAtakaH./
   Par6.5cd/.apakva.āśī.dinaṃ.tiṣṭhet.tri.kālaṃ.māruta.aśanaḥ.//	Par6.5cd/.apakva-.ASI.dinan=-tizWet.tri.kAlaM.mAruta-.aSanaH.//
   Par6.6ab/.valguṇī.ṭiṭṭibhānāṃ.ca.kokilā.khañjarīṭake./	Par6.-6ab/.valguNI.-wiwwiBAnAn=-ca.-kokila-a.-KaQjarIwake./
   Par6.6cd/.lāvikā.rakta.pakṣeṣu.śudhyate.nakta.bhojanāt.//	Par6.6cd/.lAvikA.-rakta.-pakza-izu.SuDyate.nakta.BojanAt.//
   Par6.7ab/.kāraṇḍava.cakorāṇāṃ.piṅgalā.kurarasya.ca./	Par6.7ab/.kAraNxava-.cakorANAM.piFgalA.-kura-rasya.ca./
   Par6.7cd/.bhāradvāja.ādikaṃ.hatvā.śivaṃ.pūjya.viśudhyati.//	Par6.7cd/.-BAradvAja.Adi-kaM.ha-tvA.-Sivan.pUjya.-viSuDyati.//
   Par6.8ab/.bheruṇḍa.cāṣa.bhāsāṃś.ca.pārāvata.kapiñjalau./	Par6.8ab/.BeruNxa.-cAza.-BAsa-aMS.ca.pArAvata.kapiQjalO./
   Par6.8cd/.pakṣiṇāṃ.caiva.sarveṣāṃ.aho.rātraṃ.abhojanaṃ.//	Par6.8cd/.-pakziNAn=-ca-eva.-sarveza-aM.aho.rAtraM.a-BojanaM.//
   Par6.9ab/.hatvā.mūṣaka.mārjāra.sarpā.ajagara.ḍuṇḍubhān./	Par6.9ab/.ha-tvA.mUzaka.mArjAra.-sarpA.a-jagara.-xuNxu-BAn./
   Par6.9cd/.kṛsaraṃ.bhojayed.viprān.loha.daṇḍasya.dakṣiṇā.//	Par6.9cd/.-kRsaraM.Bojayet-.viprAn.loha.-daNxa-sya.-dakziNA.//
   Par6.10ab/.śiśu.māraṃ.tathā.godhāṃ.hatvā.kūrmaṃ.ca.śalyakaṃ./	Par6.10ab/.SiSu.mAraM=-taTA.-goDA-aM.ha-tvA.-kUrmaM.ca.-SalyakaM./
   Par6.10cd/.vṛntāka.phala.bhakṣī.ca.apy.aho.rātreṇa.śudhyati.//	Par6.10cd/.-vRntAka-.Pala.-BakzI.-ca.api-.aho.-rAtreNa.-SuDyati.//
   Par6.11ab/.vṛka.jambūka.ṛkṣāṇāṃ.tarakṣa.śvāna.ghātakaḥ./	Par6.11ab/.vRka.-jambUka-.RkzANa-aM.ta-rakza.-SvAna.GAtakaH./
   Par6.11cd/.tilaprasthaṃ.dvije.dadyāt.vāyu.bhakṣo.dina.trayaṃ.//	Par6.11cd/.-tila-prasTan.dvije.dat-yAt.vAyu.-BakzaH-.dina.-trayaM.//
   Par6.12ab/.gajasya.ca.turaṅgasya.mahiṣa.uṣṭra.nipātane./	Par6.12ab/.-gajasya.-ca.turaFgasya.-mahiza-.uzwra.-nipAtane./
   Par6.12cd/.prāyaś.cittaṃ.aho.rātraṃ.tri.saṃdhyaṃ.avagāhanaṃ.//	Par6.-12cd/.-prAya-S.cittaM.a-ho.rAtraM.tri.-saMDi-aM.avagAhanaM.//
   Par6.13ab/.kuraṅgaṃ.vānaraṃ.siṃhaṃ.citraṃ.vyāghraṃ.tu.ghātayan./	Par6.13ab/.kuraFgaM.vAnaraM.siMhan.citraM.vyAGraM.tu.GAtayan./
