   śrīḥ //	SrIH //
   "vedāntakṛdvedavideva cāham" iti smṛteḥ /	"vedAnta-kRt-veda-vid-eva ca-aham" iti smRteH /
   "tasmādyajñāt sarvahutaḥ ṛcaḥsāmāni jajñire"	"tasmAt-yajQAt sarva-hutaH RcaH-sAmAni jajQire"
   ityādiśrutipāṭhaka(251)smṛteśca /	ityAdi-Sruti-pAWaka-(251)smRteH-ca /
   arthavādamātramidamiticenna- kartasmaraṇasya sarvatrāvidhyarthatvāt /	arTavAda-mAtram-idam-iti-ced-na karta-smaraNasya sarvatrAviDi-arTa-tvAt /
   tathācāsmaraṇe kālidāsāderasmaraṇāt /	taTA-ca-asmaraNe kAlidAsa-AdeH-asmaraNAt /
   evañca kumārasambhavāderakartṛkatvaprasaṅgaḥ; anaikāntikatvaṃ vā hetoḥ /	evaQca kumAra-samBava-AdeH-akartRka-tva-prasaFgaH; anEkAntika-tvam vA hetoH /
   [ku.5.631] pramāṇāntarāgocarārthatvāsatsatpratipakṣatvamiti cenna-	[ku.5.631] pramANa-antara-agocara-arTa-tva-asat-sat-pratipakza-tvam-iti ced-na-
   praṇetāraṃ pratyasiddheḥ; anyaṃ pratyanaikāntikatvāt /	praNetAram pratyasidDeH; anyam pratyanEkAntika-tvAt /
   ākasmikasmitabījasukhānusmṛteḥ kāraṇa(252)viśeṣasyānyaṃ prati	Akasmika-smita-bIja-suKa-anusmRteH kAraNa-(252)-viSezasya-anyam prati
   pramāṇāntarāgocarasyāpi tenaiva vaktrā pratipādyamānatvāt /	pramANa-antara-agocarasya-api tena-eva vaktrA pratipAdyamAna-tvAt /
   [ku.5.632] vaktaiva prakṛte na sambhavati, hetvabhāve phalābhāvāt /	[ku.5.632] vaktA-eva prakRte na samBavati, hetu-aBAve Pala-aBAvAt /
   cakṣurādīnāṃ tatrāsāmarthyāt asmadādīndriyavat /	cakzuH-AdInAm tatra-asAmarTyAt asmad-Adi-indriya-vat /
   manaso bahirasvātantryāt- na- cetanasya jñānasyendriyasya manaso vā	manasaH bahis-asvAtantryAt na cetanasya jQAnasya-indriyasya manasaH vA
   pakṣīkaraṇe āśrayāsiddheḥ prāgeva prapañcanāt /	pakzIkaraNe ASraya-asidDeH prAk-eva prapaQcanAt /
   nityanirākaraṇe cāsāmarthyāt /	nitya-nirAkaraNe ca-asAmarTyAt /
   paramāṇvādayo na kasyacit pratyakṣāḥ tatsāmagrīrahitatvāditi cenna-	paramANu-AdayaH na kasyacid pratyakzAH tad-sAmagrI-rahita-tvAt-iti ced-na-
   draṣṭāraṃ pratyasiddheḥ; anyaṃ prati siddhasādhanāt /	drazwAram pratyasidDeH; anyam prati sidDa-sADanAt /
   [ku.5.633] tathāpi vākyatvaṃ na pramāṇam; aprayojakatvāt;	[ku.5.633] taTA-api vAkya-tvam na pramANam; aprayojaka-tvAt;
   pramāṇāntaragocarārthatvaprayuktaṃ tatra pauruṣeyatvam, na tu	pramANa-antara-gocara-arTa-tva-prayuktam tatra pOruzeya-tvam, na tu
   vākyatvaprayuktam- na- sugatādyāgamānāmapauruṣeyatvaprasaṅgāt /	vAkya-tva-prayuktam na sugata-Adi-AgamAnAm-apOruzeya-tva-prasaFgAt /
   pramāṇavākyasya sata iti cenna- praṇetṛpramāṇāntaragocarārthatvasya	pramANa-vAkyasya sataH iti ced-na praNetR-pramANa-antara-gocara-arTa-tvasya
   sādhyānupravośāt; svatantrapuruṣapraṇītatvaṃ hi pauruṣeyatvam;	sADya-anupravoSAt; svatantra-puruza-praNIta-tvam hi pOruzeya-tvam;
   arthapratītyekaviṣayau hi vivakṣāprayatnau svātantryam /	arTa-pratIti-eka-vizayO hi vivakzA-prayatnO svAtantryam /
   manvādivākyasyāpauruṣeyatvaprasaṅgācca; tadarthasya	manu-Adi-vAkyasya-apOruzeya-tva-prasaFgAt-ca; tad-arTasya
   śabdetarapramāṇāgocaratvāt /	Sabda-itara-pramANa-agocara-tvAt /
   prayujyamānavākyetaragocarārthatvamātramiti cenna- tasya vede 'pi satvāt;	prayujyamAna-vAkya-itara-gocara-arTa-tva-mAtram-iti ced-na tasya vede api satvAt-;
   ekasyāpyarthasya śākhābhedena bahubhirvākyaiḥ pratipādanāt /	ekasya-api-arTasya SAKA-Bedena bahuBiH-vAkyEH pratipAdanAt /
   astvevam, na tu teṣā mithomūlamūlibhāva iti cenna- uktottaratvāt /	astu-evam, na tu tezAH miTas-mUla-mUli-BAvaH iti ced-na ukta-uttara-tvAt /
   [ku.5.634] saṅkhyāviśeṣātkhalvapi /	[ku.5.634] saFKyA-viSezAt-Kalu-api /
   dvyaṇukatryaṇuke tāvat paramāṇavatī dravyatvāt /	dvi-aNuka-tri-aNuke tAvat paramANavatI dravya-tvAt /
   tacca parimāṇaṃ kāryaṃ kāryaguṇatvāt /	tat-ca parimANam kAryam kArya-guNa-tvAt /
   na ca tasya paramāṇuparimāṇaṃ dvyaṇukaparimāṇaṃ vā kāraṇam;	na ca tasya paramANu-parimANam dvi-aNuka-parimANam vA kAraNam;
   nityaparimāṇatvāt; aṇuparimāṇatvācca /	nitya-parimANa-tvAt; aNu-parimANa-tvAt-ca /
   anyathā anāśrayakāryotpattiprasaṅgāt, dvyaṇukasya mahattvaprasaṅgācca;	anyaTA anASraya-kArya-utpatti-prasaFga-at, dvi-aNukasya mahat-tva-prasaFgAt-ca;
   tryaṇukavadaṇvārabhyatvāviśeṣāt, tatra kāraṇabahutvena mahattve	tri-aNukavat-aNu-a-AraBya-tva-aviSeza-at, tatra kAraNa-bahu-tvena mahat-tve
   aṇuparimāṇasyānārambhakatvasthiteḥ /	aNu-parimANasya-anAramBaka-tva-sTiteH /
   aṇutvameva mahadārambhe viśeṣa ityapi na yuktam; mahato	aNu-tvam-eva mahat-AramBe viSezaH iti-api na yuktam; mahataH-
   mahadanārambhaprasaṅgāt; aṇutvamahattvayorviruddhatayā	mahat-anAramBa-prasaFgAt; aNu-tva-mahat-tvayoH-virudDa-tayA
   ekajātīyakāryānārambhakatvaprasaṅgāt /	eka-jAtIya-kArya-anAramBaka-tva-prasaFgAt /
   bahubhirapiparamāṇubhirdvābhyāmapi dvyaṇukābhyāmārambhaprasaṅgācca /	bahuBiH-api-paramANuBiH-dvAByAm-api dvi-aNukAByAm-AramBa-prasaFgAt-ca /
   evaṃ sati ko doṣa iti cet- paramāṇukāryasya mahattvaprasaṅgaḥ;	evam sati kaH dozaH iti cet paramANu-kAryasya mahat-tva-prasaFgaH;
   kāraṇabahutvasya taddhetutvāt /	kAraNa-bahu-tvasya tad-hetu-tvAt /
   anyathā dvābhyāṃ tribhiścaturbhirityaniyamenāpyaṇvārambhe	anyaTA dvAByAm triBiH-caturBiH-iti-aniyamena-api-aNvAramBe
   tadvaiyarthyaprasaṅgāt /	tad-vEyarTya-prasaFgAt /
   aṇuna eva tāratamyābhyupagamastu saṅkhyāmavadhīrya na syāt /	aNunaH eva tAratamya-aByupagamaH-tu saFKyAm-avaDIrya na syAt /
   astu mahadārambha eva tribhiriti cenna- mahataḥ kāryasya	astu mahat-AramBaH eva triBiH-iti ced-na mahataH kAryasya
   kāryadravyārambhatvaniyamāt /	kArya-dravya-AramBa-tva-niyamAt /
   tathāpi vā tāratamye saṅkhyaiva prayojiketi /	taTA-api vA tAratamye saFKyA-eva prayojikA-iti /
   na ca pracayo 'pekṣaṇīyaḥ, avayavasaṃyogasyābhāvāt /	na ca pracayaH apekzaNIyaH, avayava-saMyogasya-aBAvAt /
   tasmāt parimāṇapracayau mahata evārambhakāviti sthitiḥ /	tasmAt parimANa-pracayO mahataH eva-AramBakO=-iti sTitiH /
   [ku.5.635] ato 'nekasaṅkhyā pariśiṣyate /	[ku.5.635] atas aneka-saFKyA pariSizyate /
   sā apekṣābuddhijanyā anekasaṅkhyātvāt /	sA apekzA-budDi-janyAH aneka-saFKyA-tvAt /
   na cāsmadādīnāmapekṣābuddhiḥ paramāṇuṣu sambhavati /	na ca-asmad-AdInAm-apekzA-budDiH paramANuzu samBavati /
   tad yasyāsau sa sarvajñaḥ /	tat yasya-asO sa sarvajQaH /
   anyathā apekṣābuddherabhāvāt saṅkhyānutpattau tadgataparimāṇānutpāde	anyaTA apekzA-budDeH-aBAvAt saFKyA-anutpattO tad-gata-parimANa-an-utpAde
   'parimitasya dravyasyānārambhakatvāttryaṇukānutpattau	aparimitasya dravyasya-anAramBaka-tvAt-tri-aNuka-an-utpattO
   viśvānutpattiprasaṅgaḥ /	viSva-anutpatti-prasaFgaH /
   asmādādīnāmevā'numānikyapekṣābuddhirastviti cenna- itaretarāśrayaprasaṅgāt	asmAt-AdInAm-evA-anumAnikI-apekzA-budDiH-astu-iti ced-na itaretara-ASraya-prasaFgAt-
   jāte hi sthūlakārye tena paramāṇvādyanumānam, tasmin sati	jAte hi sTUla-kArye tena paramANu-Adi-anumAnam, tasmin sati
   dvyaṇukādikrameṇa sthūlotpattiḥ /	dvi-aNuka-Adi-krameNa sTUla-utpattiH /
   astvadṛṣṭādeva parimāṇam, kṛtamapekṣābuddhyeti cenna- astu tata eva	astu-adRzwAt-eva parimANam, kRtam-apekzA-budDyA-iti ced-na astu tatas eva
   sarvam, kiṃ dṛṣṭakāraṇenetyāderasamādheyatvaprasaṅgāditi /	sarvam, kim dRzwa-kAraNena-iti-AdeH-asamADeya-tva-prasaFgAt-iti /
   [ku.5.636] athavā kāryetyādikamanyathā vyakhyāyate /	[ku.5.636] aTavA kAryA-iti-Adikam-anyaTA vyaKyAyate /
   uddeśa (253) eva tātparyaṃ vyākhyā viśvadṛśaḥsatī /	uddeSaH (253) eva tAtparyam vyAKyA viSva-dRSaH-satI /
   īśvarādipadaṃ sārthaṃ lokavṛttānusārataḥ //6 //	ISvara-Adi-padam sArTam loka-vRtta-anusArataH //6 //
   āmnāyasya hi bhāvyārthasya kārye puruṣapravṛttinivṛttī /	AmnAyasya hi BAvya-arTasya kArye puruza-pravRtti-nivRttI /
   bhūtārthasya tu yadyapi nāhatya pravartakatvaṃ nivartakatvaṃ vā, tathāpi	BUta-arTasya tu yadi-api na-Ahatya pravartaka-tvam nivartaka-tvam vA, taTA-api
   tātparyatastatraiva prāmāṇyam /	tAtparyataH-tatra-eva prAmANyam /
   tathāhi- vidhiśaktirevāvasīdantī stutyādibhiruttabhyate /	taTA-hi viDi-SaktiH-eva-avasIdantI stuti-AdiBiH-uttaByate /
   praśaste hi sarvaḥ pravartate, ninditācca nivartate iti sthitiḥ /	praSaste hi sarvaH pravartate, ninditAt-ca nivartate iti sTitiH /
   [ku.5.637] tatra padaśaktistāvadabhidhā; tadbalāyātaḥ padārthaḥ /	[ku.5.637] tatra pada-SaktiH-tAvat-aBiDA; tad-bala-AyAtaH padArTaH /
   ākāṅkṣādimattve sati cānvayaśaktiḥ padānāṃ padārthānāṃ vā vākyam;	AkAFkza-Adimattve sati ca-anvaya-SaktiH padAnAm padArTAnAm vA vAkyam;
   tadbalāyāto vākyārthaḥ /	tad-bala-AyAtaH vAkya-arTaH /
   tātparyārthastu cintyate /	tAtparya-arTaH-tu cintyate /
   tadeva paraṃ sādhyaṃ pratipādyaṃ prayojanamuddeśyaṃ vā yasya, tadidaṃ	tat-eva param sADyam pratipAdyam prayojanam-uddeSyam vA yasya, tat-idam
   tatparam /	tad-param /
   tasya bhāvastattvam /	tasya BAvaH-tattvam /
   tad yadviṣayam, sa tātparyārtha iti syāt /	tat yat-vizayam, sa tAtparya-arTaH iti syAt /
   [ku.5.638] tatra na prathamaḥ, pramāṇenārthasya karmaṇo 'sādhyatvāt /	[ku.5.638] tatra na praTamaH, pramANena-arTasya karmaNaH asADya-tvAt /
   phalasya ca tatpratipattito 'nyasyābhāvāt /	Palasya ca tat-pratipattitaH anyasya-aBAvAt /
   praśastaninditasvārthapratipādanadvāreṇa pravṛttinivṛttirūpaṃ sādhyaṃ	praSasta-nindita-sva-arTa-pratipAdana-dvAreNa pravRtti-nivRtti-rUpam sADyam
   paramucyate iti cenna- gaṅgāyāṃ ghoṣa ityatra	param-ucyate iti ced-na gaFgAyAm GozaH iti-atra
   tīrasyāpravṛttinivṛttirūpasyāsādhyasyāpi paratvāt /	tIrasya-apravRtti-nivRtti-rUpasya-asADyasya-api paratvAt /
   tīraviṣaye pravṛttinivṛttī sādhye iti tīrasyāpi paratvamiti cenna-	tIra-vizaye pravRtti-nivRttI sADye iti tIrasya-api paratvam-iti ced-na-
   svarūpākhyānamātreṇāpi paryavasānāt /	svarUpa-AKyAna-mAtreNa-api paryavasAnAt /
   [ku.5.639] na dvitīyaḥ,padavākyayoḥ padārthatatsaṃsargau vihāya	[ku.5.639] na dvitIyaH,pada-vAkyayoH padArTa-tad-saMsargO vihAya
   pratipādyāntarābhāvāt /	pratipAdya-antara-aBAvAt /
   padaśaktisaṃsargaśaktī vinā svārthāvinābhāvena pratipādyaṃ paramucyate	pada-Sakti-saMsarga-SaktI vinA sva-arTa-avina-aBAvena pratipAdyam param-ucyate
   ityapi na sāmapratam- na hi yad yacchabdārthāvinābhūtaṃ tatra tatra	iti-api na sAma-pratam na hi yat yat-Sabda-arTO=-inABUtam tatra tatra
   tātparyaṃ śabdasya; ati prasaṅgāt /	tAtparyam Sabdasya; ati prasaFgAt /
   tadā hi gaṅgāyāṃ jalamityādyapi tīraparaṃ syāt; avinābhāvasya tādavasthyāt	tadA hi gaFgAyAm jalam-ityAdi-api tIra-param syAt; avinA-aBAvasya tAdavasTyAt-
   mukhye bādhake sati tattathā syāditi cet- na- tasminnasatyapi bhāvāt /	muKye bADake sati tat-taTA syAt-iti cet na tasmin=-asati-api BAvAt /
   tad yathā- "gaccha gacchasi cet kānta panthānaḥsantu te śivāḥ /	tat yaTA "gacCa gacCasi ced kAnta panTAnaH-santu te SivAH /
   mamāpi janma tatraiva bhūyād yatra gato bhavān" iti mukhyārthābādhane 'pi	mama-api janma tatra-eva BUyAt yatra gataH BavAn" iti muKya-arTa-AbADane api
   vāraṇe tātparyam /	vAraNe tAtparyam /
   na ca paraṃ vyāpakameva, avyāpake 'pi tātparyadarśanāt /	na ca param vyApakam-eva, avyApake api tAtparya-darSanAt /
   tad yathā, mañcāḥ krośantīti puruṣe tātparyam /	tat yaTA, maQcAH kroSanti-iti puruze tAtparyam /
   na ca mañcapuruṣayoravinābhāvaḥ, nāpi puruṣakrośanayoḥ /	na ca maQca-puruza-yoH-avinA-aBAvaH, na-api puruza-kroSanayoH /
   [ku.5.640] nāpi tṛtīyaḥ /	[ku.5.640] na-api tRtIyaH /
   taddhi pratipādyāpekṣitam, pratipādakāpekṣitaṃ vā syāt /	tat-hi pratipAdya-apekzitam, pratipAdaka-apekzitam vA syAt /
   nādyaḥ; śabdaprāmāṇyasyātadadhīnatvāt /	na-AdyaH; Sabda-prAmANyasya-Atad-aDIna-tvAt /
   tathātve vātiprasaṅgāt /	taTA-tve vA-atiprasaFgAt /
   yasya yadapekṣitam,	yasya yat-apekzitam,
   taṃ prati tasya paratvaprasaṅgāt /	tam prati tasya paratva-prasaFgAt /
   tadarthasādhyatvenāpekṣāniyama iti cenna- kāryajñāpyabhedena sādhyasya	tad-arTa-sADya-tvena-apekzA-niyamaH iti ced-na kArya-jQApi-a-Bedena sADyasya
   bahuvidhatve bhinnatātparyatayā vākyabhedaprasaṅgāt /	bahuviDa-tve Binna-tAtparyatayA vAkya-Beda-prasaFgAt /
   dhūmasya hi pradeśaśyāmalatāmaśakanivṛttyādyanekaṃ kāryam;	DUmasya hi pradeSa-SyAmala-tAmaSaka-nivRtti-Adi-anekam kAryam;
   ārdendhanadahanādyanekaṃ jñāpyam /	Arda-inDana-dahana-Adi-anekam jQApyam /
   tathāceha pradeśe dhūmodgama ityabhihite tātparyataḥ ko vākyārtho bhavet;	taTA-Aca-iha pradeSe DUma-udgamaH iti-aBihite tAtparyataH kaH vAkya-arTaH Bavet-;
   cetanāpekṣāyāniyantumaśakyatvāt /	cetanA-apekzAya-aniyantum-aSakya-tvAt /
   nāpi pratipādakopekṣitam, vede tadabhāvāt /	na-api pratipAdaka-upekzitam, vede tad-aBAvAt /
   [ku.5.641] caturthastu syāt /	[ku.5.641] caturTaH-tu syAt /
   yaduddeśena yaḥśabdaḥ pravṛttaḥ sa tatparaḥ /	yat-uddeSena yaH-SabdaH pravRttaH sa tad-paraH /
   tathaiva lokavyutpatteḥ /	taTA-eva loka-vyutpatteH /
   tathāhi- praśaṃsāvākyamupādānamuddiśya loke prayujyate /	taTA-hi praSaMsA-vAkyam-upAdAnam-uddiSya loke prayujyate /
   tadupādānaparam /	tad-upAdAna-param /
   nindāvākyaṃ hānamuddiśya prayujyate tat hānaparam /	nindA-vAkyam hAnam-uddiSya prayujyate tat hAna-param /
   evamanyatrāpi svayamūhanīyam /	evam-anyatra-api svayam-UhanIyam /
   tasmāllokānusāreṇa vede 'pyevaṃ svīkāraṇīyam; anyathā arthavādānāṃ	tasmAt-loka-anusAreNa vede api-evam svIkAraNIyam; anyaTA arTa-vAdAnAm
   sarvathaivānarthakyaprasaṅgāt /	sarvaTA-eva-anarTakya-prasaFgAt /
   sa coddeśo vyavasāyo 'dhikāro 'bhiprāyo bhāva āśaya ityanarthāntaramiti	sa ca-uddeSaH vyavasAyaH aDikAraH aBiprAyaH BAvaH ASayaH iti-anarTa-antaram-iti
   tadādhārapraṇetṛpuruṣadhaureyasiddhiḥ /	tad-ADAra-praNetR-puruza-DOreya-sidDiH /
   tathā ca prayogaḥ- vaidikāni praśaṃsāvākyāni upādānābhiprāyapūrvakāṇi	taTA ca prayogaH vEdikAni praSaMsA-vAkyAni upAdAna-aBiprAya-pUrvakANi
   praśaṃsāvākyatvāt pariṇatisurasamāmraphalamityādilokavākyavaditi /	praSaMsA-vAkya-tvAt pariNati-surasamAmra-Palam-iti-Adi-loka-vAkya-vat-iti /
   evaṃ nindāvākyāni hānābhiprāyapūrvakāṇi nindāvākyatvāt pariṇativirasaṃ	evam nindA-vAkyAni hAna-aBiprAya-pUrvakANi nindA-vAkya-tvAt pariNati-virasam
   panasaphalamityādivākyavat /	panasa-Palam-ityAdi-vAkya-vat /
   anyathā nirarthakatvaprasaṅgaśca vipakṣe bādhakamuktam /	anyaTA nirarTaka-tva-prasaFgaH-ca vipakze bADakam-uktam /
   [ku.5.642] apica no cedevam, śrutārthāpattirapi hīyeta /	[ku.5.642] apica no ced-evam, Sruta-arTApattiH-api hIyeta /
   siddho hyarthaḥ pramāṇaviṣayaḥ, na tu tenaiva kartavyaḥ /	sidDaH hi-arTaH pramANa-vizayaH, na tu tena-eva kartavyaH /
   na ca pīno devadatto divā na bhuṅkte ityatra rātrau bhuṅkta iti vākyaśeṣo	na ca pInaH devadattaH divA na BuFkte iti-atra rAtrO BuFkte iti vAkya-SezaH-
   'sti; anupalambhabādhitatvāt; utpattyabhivyaktisāmagrītālvādi	asti; anupalamBa-bADita-tva-at; utpatti-aBivyakti-sAmagrI-tAlu-Adi
   vyāpāravirahāt; ayogyasyāśaṅkitumapyaśakyatvāt /	vyApAra-virahAt; ayogyasya-ASaFkitum-api-aSakya-tvAt /
   tasmādabhiprāyastha eva pariśiṣyate, gatyantarābhāvāt /	tasmAt-aBiprAya-sTaH eva pariSizyate, gati-antara-aBAvAt /
   sa cedvede nāsti, nāsti śrutārthāpattiriti tadvyutpādanānarthakyaprasaṅgaḥ	sa ced-vede nAsti, na-asti Sruta-arTApattiH-iti tad-vyutpAdana-AnarTakya-prasaFgaH
   tasmāt kāryāttātparyādapyunnīyate, asti praṇeteti /	tasmAt kAryAt-tAtparyAt-api-unnIyate, asti praNetA-iti /
   [ku.5.643] ayojanāt khalvapi /	[ku.5.643] ayojanAt Kalu-api /
   nahi vedādavyakhyātāt kaścidarthamadhigacchati /	na-hi vedAt-avyaKyAtAt kaScid-arTam-aDigacCati /
   na caikadeśadarśino vyākhyānamādaraṇīyam; "paurvāparyāparāmṛṣṭaḥ śabdo	na ca-eka-deSa-darSinaH vyAKyAnam-AdaraNIyam; "pOrva-aparya-aparAmRzwaH SabdaH-
   'nyāṃ kurute matim" iti nyāyenānāśvāsāt /	anyAm kurute matim" iti nyAyena-anASvAsAt /
   tricaturapadakādapi vākyādekadeśaśrāviṇo 'nyathārthapratyayaḥ syāt,	tricatura-padakAt-api vAkyAt-eka-deSa-SrAviNaH anyaTA-arTa-pratyayaH syAt-,
   kimutātīndriyādantarāntarāvākyasambhedaduradhigamāt /	kim-uta-atIndriyAt-antara-antarA-vAkya-samBeda-duraDi-gamAt /
   tataḥsakalavedavedārthadarśī kaścidevābhyupeyaḥ,	tatas-sakala-veda-veda-arTa-darSI kaScid-eva-aByupeyaH,
   anyathāndhaparamparāprasaṅgāt /	anyaTA-anDa-paramparA-prasaFgAt /
   sa ca śrutādhītāvadhṛtasmṛtasāṅgopāṅgavedārthastadviparīto vā na	sa ca Sruta-aDIta-avaDRta-smRta-sAFga-upAFga-veda-arTaH-tad-viparItaH vA na
   sarvajñādanyaḥ sambhavati /	sarvajQAt-anyaH samBavati /
   kohyapratyakṣīkṛtaviśvatadanuṣṭhānaḥ, etāvānevāyamāmnāya iti niścinuyāt /	kohya-pratyakzIkRta-viSva-tad-anuzWAnaH, etAvAn-eva-ayam-AmnAyaH iti niScinuyAt /
   kaścārvāgdṛk niḥśeṣāḥ śratīrgranthator'thatovādhīyīta, adhyāpayedvā /	kaH-ca-arvAk-dRS niHSezAH SratIH-granTator-aTatova-aDIyIta, aDyApayet-vA /
   atrāpi prayogaḥ- vedāḥ kadācit sarvavedārthavidvyākhyātāḥ,	atra-api prayogaH vedAH kadAcid sarva-veda-arTa-vid-vya-AKyAtAH,
   anuṣṭhātṛ(254)maticalane 'pi niścalārthānuṣṭhānatvāt /	anuzWAtR-(254)mati-calane api niScala-arTa-anuzWAna-tvAt /
   yadevaṃ tatsarvaṃ tadarthavidvyākhyātam, yathā manvādisaṃhiteti /	yat-evam tat-sarvam tad-arTa-vid-vyAKyAtam, yaTA manu-Adi-saMhitA-iti /
   anyathātvanāśvāsenāvyavasthānādananuṣṭhānamavyavasthā vā	anyaTA-tvan-ASvAsena-avyavasTAnAt-ananuzWAnam-avyavasTA vA
   bhavedanādeśikatvāt (255) /	Bavet-anAdeSika-tvAt (255) /
   anuṣṭhātāra evādeṣṭāra iti cenna- teṣāmaniyatabodhatvāt /	anuzWAtAraH eva-AdezwAraH iti ced-na tezAm-aniyata-boDa-tvAt /
   vedavadvedārthānuṣṭhānamapyanādīti cenna- taddhi svatantraṃ vā	vedavat-veda-arTa-anuzWAnam-api-anAdi-iti ced-na tat-hi svatantram vA
   vedārthabodhatantraṃ vā /	veda-arTa-boDatantram vA /
   ādye nirmūlatvaprasaṅgaḥ /	Adye nirmUla-tva-prasaFgaH /
   dvitīye tvaniyamāpattiḥ /	dvitIye tu-aniyama-ApattiH /
   nahyasarvajñāviśeṣe pūrveṣāṃ tadavabodhaḥ pramāṇam, na tvidānīntanānāmiti	na-hi-asarvajQA-viSeze pUrvezAm tad-avaboDaH pramANam, na tu-idAnIntanAnAm-iti
   niyāmakamasti /	niyAmakam-asti /
   [ku.5.644] padāt khalvupi /	[ku.5.644] padAt Kalu-upi /
   śrūyate hi praṇaveśvareśānādipadam /	SrUyate hi praNava-ISvara-ISAna-Adi-padam /
   tacca sārthakam /	tat-ca sArTakam /
   avigānena śrutismṛtītihāseṣu prayujyamānatvāt ghaṭādipadavaditi sānāsyataḥ	avigAnena Sruti-smRti-itihAsezu prayujyamAna-tvAt Gawa-Adi-pada-vat-iti sAnAsyataH
   siddheḥ, ko 'syārthaḥ iti vyutpatsorvimarśe sati nirṇayaḥ,	sidDeH, kaH asya-arTaH iti vyutpatsoH-vimarSe sati nirNayaH,
   svargādipadavat, "uttamaḥ puruṣastvanyaḥ paramātmetyudāhṛtaḥ /	svarga-Adi-padavat, "uttamaH puruzaH-tu-anyaH paramAtmA-iti-udAhRtaH /
   yo lokatrayamāviśya bibharttyavyaya īśvaraḥ" ityarthavādāt,	yaH lokatrayam-AviSya biBartti-avyayaH ISvaraH" iti-arTa-vAdAt,
   yavavarāhādivadvākyaśeṣādvā /	yava-varAha-Adi-vat-vAkya-SezAt-vA /
   tad yathā īśvarapraṇidhānamupakramya śrūyate- sarvajñatā tṛptiranādibodhaḥ	tat yaTA ISvara-praNiDAnam-upakramya SrUyate sarvajQa-tA tRptiH-anAdi-boDaH
   svatantratā nityamaluptaśaktiḥ /	svatantra-tA nityam-alupta-SaktiH /
   anantaśaktiśca vibhorvidhijñāḥ ṣaḍāhuraṅgāni maheśvarasya" iti /	ananta-SaktiH-ca viBoH-viDi-jQAH zaz-AhuH-aFgAni maheSvarasya" iti /
   evambhūtor'thaḥ pramāṇabādhita iti cenna- prāgeva pratiṣedhāt /	evamBUtor-aTaH pramANa-bADitaH iti ced-na prAk-eva pratizeDAt /
   tathāpi na tatra pramāṇamastīti cet- svarge astīti kā śraddhā?	taTA-api na tatra pramANam-asti-iti cet svarge asti-iti kA SradDA?
   nahyuktaviśeṣaṇe sukhe kiñcit pramāṇamastyasmadādīnām /	na-hi-ukta-viSezaNe suKe kiQcid pramANam-asti-asmad-AdInAm /
   yājñikapravṛttyanyathānupapatyā tathaiva tadityavadhāryate iti cenna-	yAjQika-pravRtti-anyaTA-anupapatyA taTA-eva tat-iti-avaDAryate iti ced-na-
   itaretarāśrayaprasaṅgāt /	itaretara-ASraya-prasaFgAt /
   avadhṛte hi svargarūpe tatra pravṛttiḥ pravṛttyanyathānupapattyā ca	avaDRte hi svarga-rUpe tatra pravRttiH pravRtti-anyaTA-anupapattyA ca
   tadavadhāraṇamiti /	tad-avaDAraNam-iti /
   pūrvavṛddhapravṛttyā tadavadhāraṇe 'yamadoṣa iti cenna-	pUrva-vRdDa-pravRttyA tad-avaDAraNe ayam-adozaH iti ced-na-
   andhaparamparāprasaṅgāt /	anDa-paramparA-prasaFgAt /
   viśiṣṭādṛṣṭavaśāt kadācit kasyacidevaṃ vidhamapi sukhaṃ syāditi nāsti	viSizwa-adRzwa-vaSAt kadAcid kasyacid-evam viDam-api suKam syAt-iti na-asti
   virodhaḥ; tanniṣedhe pramāṇābhāvāditi cet- tulyamitaratrāpi /	viroDaH; tad-nizeDe pramANa-aBAvAt-iti cet tulyam-itaratra-api /
   atrāpi prayogaḥ- yaḥśabdo yatra vṛddhairasati vṛttyantare pyujyate sa	atra-api prayogaH yaH-SabdaH yatra vRdDEH-asati vRtti-antare pyujyate sa
   tasya vācakaḥ, yathā svargaśabdaḥ sukhaviśeṣe prayujyamānastasya vācakaḥ /	tasya vAcakaH, yaTA svarga-SabdaH suKa-viSeze prayujyamAnaH-tasya vAcakaH /
   prayujyate cāyaṃ jagatkartarīti /	prayujyate ca-ayam jagatkartarI-iti /
   anyathā nirarthakatvaprasaṅge	anyaTA nirarTaka-tva-prasaFge
   sārthakapadakadambasamabhivyāhārānupapattiriti /	sArTaka-pada-kadamba-samaBivyAhAra-anupapattiH-iti /
   etena rudropendramahendrādidevatāviśeṣavācakā	etena rudra-upendra-mahA-indra-Adi-devatA-viSeza-vAcakA
   vyākhyātāḥ /	vyAKyAtAH /
   apica asmatpadaṃ lokavadvede 'pi prayujyate /	api-ca asmat-padam loka-vat-vede api prayujyate /
   tasya ca loke nācetaneṣvanyatamadarthaḥ, tatra sarvathaivāprayogāt /	tasya ca loke na-acetanezu-anyatamat-arTaH, tatra sarvaTA-eva-aprayogAt /
   nāpyātmamātramarthaḥ; parātmanyapi prayogaprasaṅgāt /	na-api-Atma-mAtram-arTaH; para-Atmani-api prayoga-prasaFgAt /
   apitu yastaṃ svātantryeṇoccārayati, tamevāha;	api-tu yaH-tam svAtantryeNa-uccArayati, tam-eva-Aha;
