   (Vaidya 311)	(VEdyaH 311)
   alpadveṣatayā nābhīkṣṇaṃ dveṣajaṃ duḥkhadaurmanasyaṃ pratisaṃvedayati |	alpa-dveza-tayA na-aBIkzNam dveza-jam duHKa-dOrmanasyam pratisaMvedayati |
   alpamohatayā nābhīkṣṇaṃ mohajaṃ duḥkhadaurmanasyaṃ pratisaṃvedayati |	alpa-moha-tayA na-aBIkzNam moha-jam duHKa-dOrmanasyam pratisaMvedayati |
   tasyemāni pañca lokottarāṇīndriyāṇi dhandhāni bhavanti mṛdūni na tīkṣṇāni	tasya-imAni paQca lokottarANi-indriyANi DanDAni Bavanti mRdUni na tIkzNAni
   na śīghravāhīni | katamāni pañca? yaduta śraddhendriyaṃ vīryandriyaṃ	na SIGra-vAhIni | katamAni paQca? yat-uta SradDA-indriyam vIryandriyam
   smḥtīndriyaṃ samādhīndriyaṃ prajñendriyaṃ | sa eṣāṃ pañcānāmindriyāṇāṃ	smHti-indriyam samADi-indriyam prajQA-indriyam | saH ezAm paQcAnAm-indriyANAm
   dhandhātvānmḥdutvādaśīghravāhitvācca dhandhamevānantaryaṃ samādhiṃ spḥśati	DanDA-tvAt-mHdu-tvAt-aSIGra-vAhi-tvAt-ca DanDam-eva-Anantaryam samADim spHSati
   yadutāsravāṇāṃ kṣayāya | iyaṃ sukhā pratipaddhandhābhijñā || tatra katamā	yat-uta-AsravANAm kzayAya | iyam suKA pratipad-hanDA-aBijQA || tatra katamA
   sukhā pratipatkṣiprābhijñā? ihaikatyaḥ prakṛtyaivālparāgo bhavati,	suKA pratipad-kzipra-aBijQA? iha-ekatyaH prakRtyA-eva-alparAgaH Bavati,
   alpadveṣo 'lpamohaḥ | so 'lparāgatayā nābhīkṣṇaṃ rāgajaṃ	alpa-dvezaH alpa-mohaH | saH alpa-rAga-tayA na-aBIkzNam rAga-jam
   duḥkhadaurmanasyaṃ pratisaṃvedayati | alpadveṣatayā nābhīkṣṇaṃ dveṣajaḥ	duHKa-dOrmanasyam pratisaMvedayati | alpa-dveza-tayA na-aBIkzNam dveza-jaH
   duḥkhadaurmanasyaṃ pratisaṃvedayati | alpamohatayā nābhīkṣṇaṃ mohajaṃ	duHKa-dOrmanasyam pratisaMvedayati | alpa-moha-tayA na-aBIkzNam moha-jam
   duḥkhadaurmanasyaṃ prativedayati | tasyemāni pañca	duHKa-dOrmanasyam prativedayati | tasya-imAni paQca
   lokottarāṇīndriyāṇyadhimātrāṇi tīkṣṇāni śīghravāhīni | katamāni pañca?	loka-uttarANi-indriyANi-aDimAtrANi tIkzNAni SIGra-vAhIni | katamAni paQca?
   yaduta śraddendriyaṃ vīryendriyaṃ smṛtīndriyaṃ samādhīndriyaṃ	yat-uta Sradda-indriyam vIrya-indriyam smRti-indriyam samADi-indriyam
   prajñendriyam | sa eṣāṃ pañcānāmindriyāṇāmadhimātratvāt	prajQA-indriyam | saH ezAm paQcAnAm-indriyANAm-aDimAtra-tvAt
   tīkṣṇatvācchīghravāhitvācca kṣipramevānantaryaṃ samādhiṃ spṛśati yaduta	tIkzNa-tvAt-SIGra-vAhi-tvAt-ca kzipram-eva-Anantaryam samADim spRSati yat-uta
   āsravāṇāṃ kṣayāya | iyamucyate sukhā pratipatkṣiprābhijñā | imā bhikṣavaḥ	AsravANAm kzayAya | iyam-ucyate suKA pratipad-kzi-pra-aBijQA | imAH BikzavaH
   catasraḥ pratisaṃvidaḥ ||	catasraH pratisaMvidaH ||
   [12] tatra katamāścatastraḥ samādhibhāvanāḥ? ...........asti bhikṣavaḥ	[12] tatra katamAH-catastraH samADi-BAvanAH? ...........asti BikzavaH
   samādhibhāvanā āsevitā bhāvitā bahulīkṛtā jñānadarśanapratilābhāya	samADi-BAvanA AsevitA BAvitA bahulIkRtA jQAna-darSana-pratilABAya
   saṃvartate | asti samādhibhāvanā āsevitā bhāvitā bahulīkṛtā	saMvartate | asti samADi-BAvanA AsevitA BAvitA bahulIkRtA
   prajñāpratilambhāya saṃvartate | tatra katamā samādhibhāvanā āsevitā	prajQA-pratilamBAya saMvartate | tatra katamA samADi-BAvanA AsevitA
   bhāvitā bahulīkṛtā kāmarāgaprahāṇāya saṃvartate? iha bhikṣavo bhikṣu	BAvitA bahulIkRtA kAma-rAga-prahANAya saMvartate? iha BikzavaH Bikzu
   rimameva kāyamūrdhvaṃ pādatalādadhaḥ keśamastakādiparyantaṃ yathāsthitaṃ	rimam-eva kAyam-UrDvam pAda-talAt-aDas keSa-mastaka-Adi-paryantam yaTAsTitam
   tathāpraṇihitaṃ pūrṇaṃ nānāprakārasyāśuceryathābhūtaṃ samyak prajñayā	taTA-praNihitam pUrNam nAnA-prakArasya-aSuceH-yaTABUtam samyak prajQayA
   pratyavekṣate - yaduta ayaṃ kāyaḥ anupūrveṇa samudāgato 'pūrvavināśī	pratyavekzate  yat-uta ayam kAyaH anupUrveNa samudAgataH apUrva-vinASI
   paramāṇusaṃcayaḥ suṣira unnāmonnāmanānmānavavraṇasumukharomakūpasrāvī	paramANu-saMcayaH suziraH unnAma-unnAmanAt-mAnava-vraNa-sumuKa-romakUpa-srAvI
   valmīkavadāśīviṣanivāsaḥ | āśīviṣatatkṛtajaḥ |	valmIka-vat-ASIviza-nivAsaH | ASIviza-tad-kRtajaH |
   ajñānaśatrumakṛtavinmitradrohī(?) | kumitravadvisaṃvādakaḥ |	ajQAna-Satrum-akRta-vid-mitra-drohI(?) | kumitra-vat-visaMvAdakaH |
   phenapiṇḍavatprakṛtidurbalaḥ | udakabudbudavadutpannabhagnavilīnaḥ |	Pena-piNxa-vat-prakRti-durbalaH | udaka-budbuda-vat-utpanna-Bagna-vilInaH |
   marīcivadvipralambhakaḥ | kadalīvadvinibhūjyamānāsārakaḥ | māyeva	marIci-vat-vipralamBakaH | kadalI-vat-viniBUjyamAnA-sArakaH | mAyA-iva
   vañcanātmakaḥ | rājavadājñāvaṅgalaḥ(?) | śatruvadavatāraprekṣī |	vaQcanA-AtmakaH | rAja-vat-AjQAvaFgalaH(?) | Satru-vat-avatAra-prekzI |
   cauravadaviśvasanīyaḥ | amitravadahitaiṣī |	cOra-vat-aviSvasanIyaH | amitra-vat-ahita-ezI |
   vadhakavatprajñājīvitāntarāyakṛt | śūnyagrāmavanmāravirahitaḥ? |	vaDaka-vat-prajQA-jIvita-antarAya-kRt | SUnya-grAma-vat-mAra-virahitaH? |
   kulālabhāṇḍavadanaparyantaḥ | nānāśuciparipūrṇaḥ | medasthālīvadaśucisrāvī	kulAla-BANxa-vadana-paryantaH | nAnA-Suci-paripUrNaH | meda-sTAlI-vat-aSuci-srAvI
   | (AvSū, Vaidya 319) ahivanniṣpandakrūraḥ | kuṇapabattīkṣṇagandhī |	| (AvSU, VEdyaH 319) ahivat-nizpanda-krUraH | kuNapa-battIkzNa-ganDI |
   varcaḥkuṭīvadamedhyākaraḥ | vravatyadunāsahiṣṇuḥ(?) | śalyavattudanārthaḥ	varcaH-kuwI-vada-meDya-AkaraH | vravati-aduna-asahizNuH(?) | Salya-vat-tudana-arTaH
   | duṣṭasvāmivaddurupacāraḥ | jīrṇagṛhavatpratisaṃskāradhāryaḥ |	| duzwa-svAmi-vat-durupacAraH | jIrNa-gRhavat-pratisaMskAra-DAryaH |
   jīrṇayānapātravatpratisaṃskāramalavāhyaḥ | āmakumbhavadambvanupālyaḥ |	jIrNayAna-pAtra-vat-pratisaMskAra-mala-vAhyaH | Ama-kumBa-vat-ambu-anupAlyaH |
   duṣṭamitravannityānvarakṣaḥ | nadītaṭavṛkṣavaccalācalaḥ |	duzwa-mitra-vat-nitya-anvarakzaH | nadI-tawa-vRkza-vat-cala-acalaH |
   mahānadīsrotavanmaraṇasamudraparyavasānaḥ |	mahA-nadI-srotavat-maraNa-samudra-paryavasAnaH |
   āgantukāsāravatsarvaduḥkhaniketaḥ | anāthaśālāvadaparigṛhītaḥ |	Agantuka-AsAravat-sarva-duHKa-niketaH | anATa-SAlA-vat-a-parigRhItaH |
   corakapāṭavadutkoṭisādhyaḥ | pratyantanagaravannityopasṛṣṭaḥ |	coraka-pAwa-vat-utkowi-sADyaH | pratyanta-nagara-vat-nitya-upasRzwaH |
   vālukānagaravatsīdanātmakaḥ | agnivadatṛptaḥ | samudravadduṣpūraḥ |	vAlukA-nagara-vatsIdana-AtmakaH | agni-vat-atRptaH | samudra-vat-duzpUraH |
   sarvakaraṇḍavat patraparihāryaḥ | bāladāraka[va]tsatataparipālyaḥ |	sarva-karaNxa-vat patra-parihAryaH | bAla-dAraka[va]t-satata-paripAlyaH |
   bhinnabhājanamiva satataparihāryaḥ | kudevavannityopasṛṣṭaḥ |	Binna-BAjanam-iva satata-parihAryaH | ku-deva-vat-nitya-upasRzwaH |
   saviṣabhājanamiva parivarjanīyaḥ | yācitakabhāṇḍamiva kṣaṇaprayojanārthaḥ	sa-viza-BAjanam-iva parivarjanIyaH | yAcitaka-BANxam-iva kzaNa-prayojana-arTaH
   | śakaṭamiva bhārodvahatīrthaḥ | kevalaṃ dharmabuddhinā boddha(voḍha?)vyam	| Sakawam-iva BArodvahatIrTaH | kevalam Darma-budDinA bodDa(voXa?)vyam
   || punaraparaṃ bhikṣavo bhikṣuṇā idaṃ śarīramādyuttarakāraṇataḥ	|| punar-aparam BikzavaH BikzuNA idam SarIram-Adi-uttara-kAraNataH
   parīkṣitavyam | mātāpitṛśukrarudhirasamutthānamiha śarīrasya ā[dya]kāraṇam	parIkzitavyam | mAtA-pitR-Sukra-ruDira-samutTAnam-iha SarIrasya A[dya]-kAraNam
   | uttaramāhāraparimāṇādikam | kavalikāhāro grastamātraḥ śleṣmāśayaṃ	| uttaram-AhAra-parimANa-Adikam | kavalika-AhAraH grasta-mAtraH Slezma-ASayam
   gacchati | śleṣmāśayaṃ prāpya śleṣmaṇā dravīkṛto 'tyantāśucirbhavati |	gacCati | Slezma-ASayam prApya SlezmaNA dravIkRtaH atyanta-aSuciH-Bavati |
   śleṣmataḥ pittāśayaṃ gacchati | pittāśayaṃ prāpya pacyamāna uṣṇībhūtvā	SlezmataH pitta-ASayam gacCati | pitta-ASayam prApya pacyamAnaH uzNIBUtvA
   vāyvāśayaṃ gacchati | paktvā vāyvāśayaṃ prāpto vāyunā vibhajyate pṛthak	vAyu-ASayam gacCati | paktvA vAyu-ASayam prAptaH vAyunA viBajyate pRTak-
   malaḥ, [pṛ]thak sāraḥ | khalānmūtrapurīṣādayo malāḥ | sārācchoṇitaṃ	malaH, [pR]Tak sAraH | KalAt-mUtra-purIza-AdayaH malAH | sArAt-SoNitam
   pari[ṇa]mati, śoṇitānmāṃsam, māṃsānmedaḥ, medaso 'sthīni, asthibhyo majjā,	pari[Na]mati, SoNitAn-mAMsam, mAMsAt-medaH, medasaH asTIni, asTiByaH majjA,
   majjātaḥ śukram | tadevamādyuttarakāraṇādaśuci śarīramiti paśyatā bhikṣuṇā	majjAtaH Sukram | tat-evamAdi-uttara-kAraNAt-aSuci SarIram-iti paSyatA BikzuNA
   idaṃ śarīraṃ navabhirasthiśataiḥ saṣaṣṭhaiḥ samucchritaṃ kudārugṛhavat	idam SarIram navaBiH-asTi-SatEH sa-zazWEH samucCritam kudAru-gRha-vat-
   tribhiḥ śatvisa(?)śataiḥ saṃghātitam, caturbhiḥ śirājālaśataiḥ saṃnatam,	triBiH Satvisa(?)-SatEH saMGAtitam, caturBiH SirA-jAla-SatEH saMnatam,
   pañcabhirmāṃsapeśīśataiḥ praliptam, (yaṃktiḥ śirāśataiḥ saṃghātam?),	paQcaBiH-mAMsa-peSI-SatEH praliptam, (yaMktiH SirA-SatEH saMGAtam?),
   saptabhiḥ śirāśatairvinatam, navabhiḥ snāyuśatairnibaddham, dhamanyā	saptaBiH SirA-SatEH-vinatam, navaBiH snAyu-SatEH-nibadDam, DamanyA
   gavākṣīkṛtam, saptottareṇa marmaśatena bhinnabhājanamiva jarjareṇa	gavAkzIkRtam, sapta-uttareNa marma-Satena Binna-BAjanam-iva jarjareNa
   koṭīśatasahasrairaśītibhiśca tṛṇavacchannam, pañcendriyacchidram,	kowI-Sata-sahasrEH-aSItiBiH-ca tRNa-vacCannam, paQca-indriya=-Cidram,
   saptajñaya(saptāśaya?)maśucipūrṇam | mastiṣkasyāñjalinā, medaso 'ñjalinā,	sapta-jQaya(-saptASaya?)m-aSuci-pUrNam | mastizkasya-aQjalinA, medasaH aQjalinA,
   tribhirvasāñjalibhiḥ, ṣaḍbhirañjalibhiḥ śleṣmaṇaḥ, ṣaḍbhirañjalibhiḥ	triBiH-vasA-aQjaliBiH, zaxBiH-aQjaliBiH SlezmaNaH, zaxBiH-aQjaliBiH
   pittasya, vāyunā kṛtsnamevāpakarṣitam | śoṇitasyāḍhakena, purīṣaprasthaiḥ	pittasya, vAyunA kRtsnam-eva-apakarzitam | SoNitasya-AXakena, purIza-prasTEH
   ṣaḍbhiḥ vāvayarevadebhiḥ(?) samaiḥ pṛthakpṛthak pūrṇam | saptabhistvagbhiḥ	zaxBiH vAvayarevadeBiH(?) samEH pRTak-pRTak pUrNam | saptaBiH-tvagBiH
   parivṛtam, rasaiḥ ṣaḍbhiḥ | pittasya vāyunā	parivRtam, rasEH zaxBiH | pittasya vAyunA
   kāyāgnināviṣṭāgnihotrajaṅgayādajasraṃ (?) kudāntam, śarīrāvayavaiḥ	kAya-agninA-Avizwa-agnihotra-jaFgayAt-ajasram (?) ku-dAntam, SarIra-avayavEH
   sarvaireva durdarśanam, durgandhi pratisvabhāvam | ko 'trābhimāno	sarvEH-eva durdarSanam, durganDi pratisvaBAvam | kaH atra-aBimAnaH-
   bahumānabhāvaḥ? kevalaṃ yācitakabhāṇḍamiva kṣaṇaprayojanārthaṃ śakaṭamiva	bahu-mAna-BAvaH? kevalam yAcitaka-BANxam-iva kzaNa-prayojana-arTam Sakawam-iva
   bhārodvahanāya dharmabuddhinā boddha(voḍha)vyam ||	BAra-udvahanAya Darma-budDinA bodDa(voXa-)vyam ||
   evaṃvidhakāyamavekṣya rāśimaśuceḥ, rūpābhimānī vasatyatteyaḥ(?) |	evaMviDa-kAyam-avekzya rASim-aSuceH, rUpa-aBimAnI vasati-atteyaH(?) |
   prajñāyamānaṃ sa hi bālabuddhi viṣṭapaṭhaṃ(?) yāti vahaṃ na cetā ||	prajQAyamAnam sa hi bAla-budDi vizwa-paWaM(?) yAti vaham na cetAH ||
   priyaprakāraṃ vahatenāyat drakṣanvivaktuṃ vahate sadā ca |	priya-prakAram vahatena-Ayat drakzan-vivaktum vahate sadA ca |
   kāyaḥ sucokṣaḥ kṛmivacca jantoḥ kuto 'tra rāgo bahumānatā vā || (AvSū,	kAyaH sucokzaH kRmi-vat-ca jantoH kutas atra rAgaH bahu-mAnatA vA || (AvSU,
   Vaidya 320)	VEdyaH 320)
   ityevamādi pratyavekṣanniti | tadyathā bhikṣava ubhayato dvāravinirmuktaḥ	iti-evamAdi pratyavekzan=-iti | tat-yaTA BikzavaH uBayatas dvAra-vinirmuktaH
   koṣṭhāgāraḥ pūrṇo nānāprakārajātasya dhānyatilasarṣapamudgayavamāṣāṇām |	kozWAgAraH pUrNaH nAnA-prakAra-jAtasya DAnya-tila-sarzapa-mudga-yavamAzANAm |
   taccakṣuṣmān puruṣo vyavalokayan jānīyāt - imāni śūkadhānyāni, imāni	tat-cakzuzmAn puruzaH vyavalokayan jAnIyAt  imAni SUkaDAnyAni, imAni
   phaladhānyāni | evameva bhikṣavo bhikṣurimameva kāyaṃ yathāsthitaṃ	Pala-DAnyAni | evam-eva BikzavaH BikzuH-imam-eva kAyam yaTAsTitam
   yathāpraṇihitaṃ yāvat pratyavekṣate | iyaṃ samādhibhāvanā āsevitā	yaTApraNihitam yAvat pratyavekzate | iyam samADi-BAvanA AsevitA
   bahulīkṛtā kāmarāgaprahāṇāya saṃvartate | tatra bhikṣavaḥ katamā	bahulIkRtA kAma-rAga-prahANAya saMvartate | tatra BikzavaH katamA
   samādhibhāvanā āsevitā bhāvitā bahulīkṛtā dṛṣṭadharmasukhavihārāya	samADi-BAvanA AsevitA BAvitA bahulIkRtA dRzwa-Darma-suKa-vihArAya
   saṃvartate? iha bhikṣavo bhikṣuraraṇyagato vā vṛkṣamūlagato vā	saMvartate? iha BikzavaH BikzuH-araNya-gataH vA vRkza-mUla-gataH vA
   śūnyāgāragato vā imameva kāyamadhyātmaṃ pratyātmaṃ vivekāt na	SUnya-AgAra-gataH vA imam-eva kAyam-aDyAtmam pratyAtmam vivekAt na
   prītisukhenābhiṣyandayati, paripūrayati, pariprīṇayati, parisphuṭayati,	prIti-suKena-aBizyandayati, paripUrayati, pariprINayati, parisPuwayati,
   tasya nāsti sarvataḥ kāyādasphuṭaṃ bhavatyaspharaṇīyaṃ yaduta adhyātmajaṃ	tasya na-asti sarvatas kAyAt-asPuwam Bavati-asParaNIyam yat-uta aDyAtmajam
   vivekajena prītisukhena | tadyathāpi nāma bhikṣavaḥ utpalāni vā padmāni vā	viveka-jena prIti-suKena | tat-yaTA-api nAma BikzavaH utpalAni vA padmAni vA
   kumudāni vā puṇḍarīkāni vā udake jātāni udake magnāni, sarvāṇi tāni	kumudAni vA puNxarIkAni vA udake jAtAni udake magnAni, sarvANi tAni
   śītalena vāriṇābhiṣyanditāni pariṣyanditāni paripūritāni pariprīṇitāni	SItalena vAriNA-aBizyanditAni parizyanditAni paripUritAni pariprINitAni
   parisphuritāni | evameva bhikṣuraraṇyagato vā vṛkṣamūlagato vā	parisPuritAni | evam-eva BikzuH-araNya-gataH vA vRkza-mUla-gataH vA
   śūnyāgāragato vā imameva kāyamadhyātmaṃ pratyātmaṃ vivekajena	SUnya-AgAra-gataH vA imam-eva kAyam-aDyAtmam pratyAtmam viveka-jena
   prītisukhenābhiṣyandayati pariṣyandayati paripūrayati parisphurayati	prIti-suKena-aBizyandayati parizyandayati paripUrayati parisPurayati
   pariprīṇayati, tasya nāsti sarvataḥ kāyamasphuṭaṃ bhavatyaspharaṇīyaṃ	pariprINayati, tasya na-asti sarvatas kAyam-asPuwam Bavati-asParaNIyam
   yaduta adhyātmakaṃ vivekajena prītisukhena | iyaṃ samādhibhāvanā āsevitā	yat-uta aDyAtmakam viveka-jena prIti-suKena | iyam samADi-BAvanA AsevitA
   bhāvitā bahulīkṛtā dṛṣṭadharma(sukha)vihārāya saṃvartate || tatra	BAvitA bahulIkRtA dRzwa-Darma(-suKa)vihArAya saMvartate || tatra
   bhikṣavaḥ katamā samādhibhāvanā āsevitā bhāvitā bahulīkṛtā jñānadarśanena	BikzavaH katamA samADi-BAvanA AsevitA BAvitAH bahulIkRtAH jQAna-darSanena
   pratilābhāya saṃvartate? iha bhikṣavo bhikṣuṇā ālokasaṃjñā sādhu ca suṣṭhu	pratilABAya saMvartate? iha BikzavaH BikzuNA Aloka-saMjQA sADu ca suzWu
   ca parigṛhītā bhavati sumanasi kṛtā sudṛṣṭā supratibaddhā ca	ca parigRhItA Bavati sumanasi kRtA su-dRzwA su-pratibadDA ca
   divasasaṃjñādhiṣṭhitaṃ samaprabhāsaṃ cittaṃ bhāvayati yathā divā tathā	divasa-saMjQA-aDizWitam sama-praBAsam cittam BAvayati yaTA divA taTA
   rātrau, yathā rātrau tathā divā, yathā pūrvaṃ tathā paścāt, yathā	rAtrO, yaTA rAtrO taTA divA, yaTA pUrvam taTA paSca-at, yaTA
   paścāttathā purā, yathaivādhastathaivordhvam, yathaivordhva tathā adhaḥ -	paScAt-taTA purA, yaTA-eva-aDas-taTA-eva-UrDvam, yaTA-eva-UrDva taTA aDas -
   iti vivṛtena cetasā parya(va)naddhena divasasaṃjñādhiṣṭhitaṃ samaprabhāsaṃ	iti vivRtena cetasA parya(va)-nadDena divasa-saMjQA-aDizWitam sama-praBAsam
   cittaṃ bhāvayati | tadyathāpi nāma bhikṣavo grīṣmāṇāṃ paścime māse vyabhre	cittam BAvayati | tat-yaTA-api nAma BikzavaH grIzmANAm paScime mAse vyaBre
   dine vigatabalāhake nabhasi madhyāhnakālasamaye ālokapariśuddho bhavati	dine vigata-balAhake naBasi maDyAhna-kAla-samaye Aloka-pariSudDaH Bavati
   paryavadātaprabhāsvaraḥ, na tasmā(?)ndhakārasamaye tadbhavati | evameva	paryavadAta-praBAsvaraH, na tasmA(-?)nDakAra-samaye tat-Bavati | evam-eva
   bhikṣavo bhikṣuṇā ālokasaṃjñā sādhu ca suṣṭhu ca sugṛhīto bhavati aśṛṃṣṭā	BikzavaH BikzuNA Aloka-saMjQA sADu ca suzWu ca su-gRhItaH Bavati aSRMzwA
   supratibandhonavamasaṃjñā - vesthitā(?) samaprabhāsaṃ cittaṃ bhāvayati	su-pratibanDa-Unavama-saMjQA  vesTitA(?) sama-praBAsam cittam BAvayati
   yathā divā tathā rātrau yathā rātrau tathā divā, yathā pūrvaṃ tathā	yaTA divA taTA rAtrO yaTA rAtrO taTA divA, yaTA pUrvam taTA
   paścāt, yathā paścāttathā purā, yathaivordhvaṃ tathaivādho	paSca-at, yaTA paScAt-taTA purA, yaTA-eva-UrDvam taTA-eva-aDo
   yathaivādhastathaivordhvamiti vivṛtena cetasā aparyavanaddhena	yaTA-eva-aDas-taTA-eva-UrDvam-iti vivRtena cetasA aparyavanadDena
   divasasaṃjñādhiṣṭhitena samaprabhāsaṃ cittaṃ bhāvayati | iyaṃ	divasa-saMjQA-aDizWitena sama-praBAsam cittam BAvayati | iyam
   samādhibhāvanā āsevitā bhāvitā bahulīkṛtā jñānadarśanapratibhānalābhāya	samADi-BAvanA AsevitA BAvitAH bahulIkRtA jQAna-darSana-pratiBA-ana-lABAya
   saṃvartate || tatra katamā(samā)dhibhāvanā āsevitā bhāvitā bahulīkṛtā	saMvartate || tatra katamA(-samA)Di-BAvanA AsevitA BAvitA bahulIkRtA
   prajñāpratilambhāya saṃvartate? iha bhikṣuraraṇyagato vā vṛkṣamūlagato vā	prajQA-pratilamBAya saMvartate? iha BikzuH-araNya-gataH vA vRkza-mUla-gataH vA
   śūnyāgāragato vā sukhasya (duḥkhasya) ca prahāṇāt pūrvameva	SUnya-AgAra-gataH vA suKasya (duHKasya) ca prahANAt pUrvam-eva
   saumanasyadaurmanasyayorastaṃgamādaduḥkhāsukhamupekṣāsmṛtipariśuddhaṃ	sOmanasya-dOrmanasyayoH-a-staMgamAt-aduHKa-asuKam-upekzA-smRti-pariSudDam
   (AvSū, Vaidya 321) caturthaṃ dhyānamupasaṃpadya viharati | iyaṃ	(AvSU, VEdyaH 321) caturTam DyAnam-upasaMpadya viharati | iyam
   samādhibhāvanā āsevitā bhāvitā bahulīkṛtā prajñāpratilambhāya saṃvartate	samADi-BAvanA AsevitA BAvitA bahulIkRtA prajQA-pratilamBAya saMvartate
   || imāścatasraḥ samādhibhāvanāḥ ||	|| imAH-catasraH samADi-BAvanAH ||
   [13] tatra katamāni bhikṣavaścatvāri smṛtyupasthānāni? iha bhikṣavo	[13] tatra katamAni BikzavaH-catvAri smRti-upasTAnAni? iha BikzavaH-
   bhikṣuradhyātmaṃ kāye kāyānudarśī viharati ātāpī saṃprajānan smṛtimān	BikzuH-aDyAtmam kAye kAya-anudarSI viharati AtApI saMprajAnan smRtimAn
   vinīya loke abhidhyādaurmanasye | bahirdhā kāye kāyānudarśī viharati,	vinIya loke aBiDyA-dOrmanasye | bahirDA kAye kAya-anudarSI viharati,
   adhyātmabahirdhā kāye kāyānudarśī viharati ātāpī saṃprajānan anusmṛtimān	aDyAtma-bahirDA kAye kAya-anudarSI viharati AtApI saMprajAnan anusmRtimAn
   vinīya loke abhidhyādaurmanasye | adhyātmavadenāsu bahirdhāvedanāsu	vinIya loke aBiDyA-dOrmanasye | aDyAtma-vat-enAsu bahirDA-vedanAsu
   adhyātmabahirdhā vedanāsu vedanānudarśī viharati ātāpī saṃprajānan	aDyAtma-bahirDA vedanAsu vedanA-anudarSI viharati AtApI saMprajAnan
   smṛtimān vinīya loke abhidhyādaurmanasye | adhyātmacitte bahirdhācitte	smRtimAn vinIya loke aBiDyA-dOrmanasye | aDyAtma-citte bahis-DAcitte
   adhyātmabahirdhā cittānudarśī viharati ātāpī saṃprajānan smṛtimān vinīya	aDyAtma-bahirDA citta-anudarSI viharati AtApI saMprajAnan smRtimAn vinIya
   loke abhidhyādaurmanasye | adhyātmadharmeṣu bahirdhādharmeṣu	loke aBiDyA-dOrmanasye | aDyAtma-Darmezu bahirDA-Darmezu
   adhyātmabahirdhādharmeṣu dharmānudarśī viharati ātāpī saṃprajānan smṛtimān	aDyAtma-bahirDA-Darmezu Darma-anudarSI viharati AtApI saMprajAnan smRtimAn
   vinīya loke abhidhyādaurmanasye | itīmāni catvāri smṛtyupasthānāni ||	vinIya loke aBiDyA-dOrmanasye | iti-imAni catvAri smRti-upasTAnAni ||
   [14] tatra katamāni bhikṣavaścatvāri samyakprahāṇāni? iha bhikṣavo	[14] tatra katamAni BikzavaH-catvAri samyak-prahANa-ani? iha BikzavaH-
   bhikṣuranutpannānāṃ pāpakānāmakuśalānāṃ dharmāṇāmanutpādāya chandaṃ	BikzuH-anutpannAnAm pApakAnAm-akuSalAnAm DarmANAm-anutpAdAya Candam
   janayati, vyāyacchati, vīryamārabhate, cittaṃ saṃpratigṛhṇāti, samyak	janayati, vyAyacCati, vIryam-AraBate, cittam saMpratigRhNAti, samyak-
   praṇidadhāti | utpannānāmakuśalānāṃ dharmāṇāṃ prahāṇāya chandaṃ janayati,	praNidaDAti | utpannAnAm-akuSalAnAm DarmANAm prahANAya Candam janayati,
   vyāyacchati, vīryamārabhate, cittaṃ pragṛhṇāti, saṃpraṇidadhāti |	vyAyacCati, vIryam-AraBate, cittam pragRhNAti, saMpraNidaDAti |
   anutpannānāṃ kuśalānāṃ dharmāṇāmutpādāya chandaṃ janayati, vyāyacchati,	anutpannAnAm kuSalAnAm DarmANAm-utpAdAya Candam janayati, vyAyacCati,
   vīryamārabhate, cittaṃ pragṛhṇāti, samyak praṇidadhāti | utpannānāṃ	vIryam-AraBate, cittam pragRhNAti, samyak praNidaDAti | utpannAnAm
   kuśalānāṃ dharmāṇāṃ sthitaye bhāvanāyai asaṃmoṣāya aparihāṇāya	kuSalAnAm DarmANAm sTitaye BAvanAyE asaMmozAya aparihANAya
   bhūyobhāvāya vṛddhivipulatāyai pāripūryai chandaṃ janayati, vyāyacchati,	BUyas-BAvAya vRdDi-vipula-tAyE pAripUryE Candam janayati, vyAyacCati,
   vīryamārabhate, cittaṃ pratigṛhṇāti samyak praṇidadhāti | imāni catvāri	vIryam-AraBate, cittam pratigRhNAti samyak praNidaDAti | imAni catvAri
   samyakprahāṇāni ||	samyak-prahANAni ||
   [15] tatra katame catvāra ṛddhipādāḥ? iha bhikṣavo bhikṣuḥ	[15] tatra katame catvAraH RdDi-pAdAH? iha BikzavaH BikzuH
   chandasamādhiprahāṇasaṃskārasamanvāgatamṛddhipādaṃ bhāvayati	Canda-samADi-prahANa-saMskAra-samanvAgatam-RdDi-pAdam BAvayati
   vivekaniśritaṃ virāganiśritaṃ nirodhaniśritaṃ vyavasargapariṇatam |	viveka-niSritam virAga-niSritam niroDa-niSritam vyavasarga-pariNatam |
   eṣā............vīryamabhilīnaṃ bhaviṣyati nābhigṛhītam ||2 ||	ezA............vIryam-aBilInam Bavizyati na-aBigRhItam ||2 ||
   cittasamādhiprahāṇasaṃskārasamanvāgatamṛddhipādaṃ bhāvayati vivekaniśritaṃ	citta-samADi-prahANa-saMskAra-samanvAgatam-RdDi-pAdam BAvayati viveka-niSritam
   virāganiśritaṃ nirodhaniśritaṃ vyavasargapariṇataṃ mā me cittamatilīnaṃ	virAga-niSritam niroDa-niSritam vyavasarga-pariNatam mA me cittam-ati-lInam
   bhaviṣyati nābhigṛhītam ||3 ||	Bavizyati na-aBigRhItam ||3 ||
