   mātṛkā 1	mAtRkA 1
   N10.7c/ pravṛttam api tad rājā śreyaskāmo nivartayet //	N10.7c/ pravRttam api tat rAjA SreyaskAmaH nivartayet //
   11.kṣetrajavivādaḥ	11.kzetraja-vivAdaH
   N11.1a/ setukedāramaryādāvikṛṣṭākṛṣṭaniścayāḥ /	N11.1a/ setu-kedAra-maryAdA-vikRzwa-AkRzwa-niScayAH /
   N11.1c/ kṣetrādhikārā yatra syur vivādaḥ kṣetrajas tu saḥ //	N11.1c/ kzetra-aDikArAH yatra syuH vivAdaH kzetrajaH tu saH //
   N11.2a/ kṣetrasīmāvirodheṣu sāmantebhyo viniścayaḥ /	N11.2a/ kzetra-sImA-viroDezu sAmanteByaH viniScayaH /
   N11.2c/ nagaragrāmagaṇino ye ca vṛddhatamā narāḥ //	N11.2c/ nagara-grAma-gaNinaH ye ca vRdDatamAH narAH //
   N11.3a/ grāmasīmāsu ca bahir ye syus tatkṛṣijīvinaḥ /	N11.3a/ grAma-sImAsu ca bahis ye syuH tad-kRzi-jIvinaH /
   N11.3c/ gopaśākunikavyādhā ye cānye vanagocarāḥ //	N11.3c/ gopa-SAkunika-vyADAH ye ca-anye vana-gocarAH //
   N11.4a/ samunnayeyus te sīmāṃ lakṣaṇair upalakṣitām /	N11.4a/ samunnayeyuH te sImAm lakzaNEH upalakzitAm /
   N11.4c/ tuṣāṅgārakapālaiś ca kumbhair āyatanair drumaiḥ //	N11.4c/ tuza-aFgAra-kapAlEH ca kumBEH AyatanEH drumEH //
   N11.5a/ abhijñātaiś ca valmīkasthalanimnonnatādibhiḥ /	N11.5a/ aBijQAtEH ca valmIka-sTala-nimna-unnata-AdiBiH /
   N11.5c/ kedārārāmamārgaiś ca purāṇaiḥ setubhis tathā //	N11.5c/ kedAra-ArAma-mArgEH ca purANEH setuBiH taTA //
   N11.6a/ nimnagāpahṛtotsṛṣṭanaṣṭacihnāsu bhūmiṣu /	N11.6a/ nimnagA-apahRta-utsRzwa-nazwa-cihnAsu BUmizu /
   N11.6c/ tatpradeśānumānāc ca pramāṇair bhogadarśanaiḥ //	N11.6c/ tad-pradeSa-anumAnAt ca pramANEH Boga-darSanEH //
   N11.7a/ atha ced anṛtaṃ brūyuḥ sāmantās tadviniścaye /	N11.7a/ aTa ced anRtam brUyuH sAmantAH tad-viniScaye /
   N11.7c/ sarve pṛthak pṛthag daṇḍyā rājñā madhyamasāhasam //	N11.7c/ sarve pRTak pRTak daNxyAH rAjQA maDyamasAhasam //
   N11.8a/ gaṇavṛddhādayas tv anye daṇḍaṃ dāpyāḥ pṛthak pṛthak /	N11.8a/ gaNa-vRdDa-AdayaH tu anye daNxam dApyAH pRTak pRTak /
   N11.8c/ vineyāḥ prathamena syuḥ sāhasenānṛte sthitāḥ //	N11.8c/ vineyAH praTamena syuH sAhasena-anRte sTitAH //
   N11.9a/ naikaḥ samunnayet sīmāṃ naraḥ pratyayavān api /	N11.9a/ na-ekaH samunnayet sImAm naraH pratyayavAn api /
   N11.9c/ gurutvād asya dharmasya kriyaiṣā bahuṣu sthitā //	N11.9c/ guru-tvAt asya Darmasya kriyA-ezA bahuzu sTitAH //
   N11.10a/ ekaś ced unnayet sīmāṃ sopavāsaḥ samāhitaḥ /	N11.10a/ ekaH ced unnayet sImAm sa-upavAsaH samAhitaH /
   N11.10c/ raktamālyāmbaradharaḥ kṣitim āropya mūrdhani //	N11.10c/ rakta-mAlya-ambara-DaraH kzitim Aropya mUrDani //
   N11.11a/ yadā ca na syur jñātāraḥ sīmāyā na ca lakṣaṇam /	N11.11a/ yadA ca na syuH jQAtAraH sImAyAH na ca lakzaNam /
   N11.11c/ tadā rājā dvayoḥ sīmām uddhared iṣṭataḥ svayam //	N11.11c/ tadA rAjA dvayoH sImAm udDaret izwatas svayam //
   N11.12a/ etenaiva gṛhodyānanipānāyatanādiṣu /	N11.12a/ etena-eva gRha-udyAna-nipAna-Ayatana-Adizu /
   N11.12c/ vivādavidhir ākhyātas tathā grāmāntareṣu ca //	N11.12c/ vivAda-viDiH AKyAtaH taTA grAma-antarezu ca //
   N11.13a/ avaskarasthalaśvabhrabhramasyandanikādibhiḥ /	N11.13a/ avaskara-sTala-SvaBra-Brama-syandanikA-AdiBiH /
   N11.13c/ catuṣpathasurasthānarathyāmārgān na rodhayet //	N11.13c/ catuzpaTa-sura-sTAna-raTyA-mArgAt na roDayet //
   N11.14a/ parakṣetrasya madhye tu setur na pratiṣidhyate /	N11.14a/ para-kzetrasya maDye tu setuH na pratiziDyate /
   N11.14c/ mahāguṇo 'alpabādhaś ca vṛddhir iṣṭā kṣaye sati //	N11.14c/ mahA-guNaH aalpa-bADaH ca vRdDiH izwA kzaye sati //
   N11.15a/ setus tu dvididho jñeyaḥ kheyo bandhyas tathaiva ca /	N11.15a/ setuH tu dvi-diDaH jQeyaH KeyaH banDyaH taTA-eva ca /
   N11.15c/ toyapravartanān kheyo bandhyaḥ syāt tannivartanāt //	N11.15c/ toya-pravartanAn KeyaH banDyaH syAt tad-nivartanAt //
   N11.16a/ nāntareṇodakaṃ sasyaṃ naśyed abhyudakena tu /	N11.16a/ na-antareNa-udakam sasyam naSyet aByudakena tu /
   N11.16c/ ya evānudake doṣaḥ sa evābhyudake smṛtaḥ //	N11.16c/ yaH eva-anudake dozaH saH eva-aByudake smRtaH //
   N11.17a/ pūrvapravṛttam utsannam apṛṣṭvā svāminaṃ tu yaḥ /	N11.17a/ pUrva-pravRttam utsannam apRzwvA svAminam tu yaH /
   N11.17c/ setuṃ pravartayet kaścin na sa tatphalabhāg bhavet //	N11.17c/ setum pravartayet kaScid na sa tad-Pala-BAj Bavet //
   N11.18a/ mṛte tu svāmini punas tadvaṃśye vāpi mānave /	N11.18a/ mRte tu svAmini punar tad-vaMSye vA-api mAnave /
   N11.18c/ rājānam āmantrya tataḥ prakuryāt setukarma tat //	N11.18c/ rAjAnam Amantrya tatas prakuryAt setu-karma tat //
   N11.19a/ ato 'anyathā kleśabhāk syān mṛgavyādhānudarśanāt /	N11.19a/ atas aanyaTA kleSa-BAj syAt mRga-vyADa-anudarSanAt /
   N11.19c/ iṣavas tasya naśyanti yo viddham anuvidhyati //	N11.19c/ izavaH tasya naSyanti yaH vidDam anuviDyati //
   N11.20a/ aśaktapretanaṣṭeṣu kṣetrikeṣv anivāritaḥ /	N11.20a/ aSakta-preta-nazwezu kzetrikezu anivAritaH /
   N11.20c/ kṣetraṃ ced vikṛṣet kaścid aśnuvīta sa tatphalam //	N11.20c/ kzetram ced vikRzet kaScid aSnuvIta sa tad-Palam //
   N11.21a/ vikṛṣyamāṇe kṣetre cet kṣetrikaḥ punar āvrajet /	N11.21a/ vikRzyamANe kzetre ced kzetrikaH punar Avrajet /
   N11.21c/ khilopacāraṃ tat sarvaṃ dattvā svakṣetram āpnuyāt //	N11.21c/ Kila-upacAram tat sarvam dattvA sva-kzetram ApnuyAt //
   N11.22a/ tadaṣṭabhāgāpacayād yāvat sapta gatāḥ samāḥ /	N11.22a/ tad-azwa-BAga-apacayAt yAvat sapta gatAH samAH /
   N11.22c/ saṃprāpte tv aṣṭame varṣe bhuktaṃ kṣetraṃ labheta saḥ //	N11.22c/ saMprApte tu azwame varze Buktam kzetram laBeta saH //
   N11.23a/ saṃvatsareṇārdhakhilaṃ khilaṃ tad vatsarais tribhiḥ /	N11.23a/ saMvatsareNa-arDa-Kilam Kilam tat vatsarEH triBiH /
   N11.23c/ pañcavarṣāvasannaṃ tu syāt kṣetram aṭavīsamam //	N11.23c/ paQca-varza-avasannam tu syAt kzetram awavI-samam //
   N11.24a/ kṣetraṃ tripuruṣaṃ yat syād gṛhaṃ vā syāt kramāgatam /	N11.24a/ kzetram tri-puruzam yat syAt gRham vA syAt krama-Agatam /
   N11.24c/ rājaprasādād anyatra na tadbhogaḥ paraṃ nayet //	N11.24c/ rAja-prasAdAt anyatra na tad-BogaH param nayet //
   N11.25a/ utkramya tu vṛtiṃ yatra sasyaghāto gavādibhiḥ /	N11.25a/ utkramya tu vRtim yatra sasya-GAtaH gavA-AdiBiH /
   N11.25c/ pālaḥ śāsyo bhavet tatra na cec chaktyā nivārayet //	N11.25c/ pAlaH SAsyaH Bavet tatra na ced SaktyA nivArayet //
   N11.26a/ samūlasasyanāśe tu tatsvāmī samam āpnuyāt /	N11.26a/ sa-mUla-sasya-nASe tu tad-svAmI samam ApnuyAt /
   N11.26c/ vadhena pālo mucyeta daṇḍaṃ svāmini pātayet //	N11.26c/ vaDena pAlaH mucyeta daNxam svAmini pAtayet //
   N11.27a/ gauḥ prasūtā daśāhāt ca mahokṣājāvikuñjarāḥ /	N11.27a/ gOH prasUtAH daSa-ahAt ca mahA-ukza-aja-avi-kuQjarAH /
   N11.27c/ nivāryās tu prayatnena teṣāṃ svāmī na daṇḍabhāk //	N11.27c/ nivAryAH tu prayatnena tezAm svAmI na daNxa-BAj //
   N11.28a/ māṣaṃ gāṃ dāpayed daṇḍaṃ dvau māṣau mahiṣīṃ tathā /	N11.28a/ mAzam gAm dApayet daNxam dvO mAzO mahizIm taTA /
   N11.28c/ ajāvike savatse tu daṇḍaḥ syād ardhamāṣakaḥ //	N11.28c/ ajAvike sa-vatse tu daNxaH syAt arDa-mAzakaH //
   N11.29a/ adaṇḍyā hastino 'aśvāś ca prajāpālā hi te smṛtāḥ /	N11.29a/ adaNxyAH hastinaH aaSvAH ca prajApAlAH hi te smRtAH /
   N11.29c/ adaṇḍyā garbhiṇī gauś ca sūtikā cābhisāriṇī //	N11.29c/ adaNxyA garBiNI gOH ca sUtikA ca-aBisAriNI //
   N11.30a/ proktas tu dvir niṣaṇṇānāṃ vasantyāṃ tu caturguṇam /	N11.30a/ proktaH tu dvis nizaNNAnAm vasantyAm tu caturguNam /
   N11.30c/ pratyakṣacārakāṇāṃ tu cauradaṇḍaḥ smṛṭas tathā //	N11.30c/ pratyakza-cArakANAm tu cOra-daNxaH smRwaH taTA //
   N11.31a/ yā naṣṭāḥ pāladoṣeṇa gāvaḥ kṣetraṃ samāśritāḥ /	N11.31a/ yAH nazwAH pAla-dozeNa gAvaH kzetram samASritAH /
   N11.31c/ na tatra gomino daṇḍaḥ pālas taṃ daṇḍam arhati //	N11.31c/ na tatra gominaH daNxaH pAlaH tam daNxam arhati //
   N11.32a/ rājagrāhagṛhīto vā vajrāśanihato 'api vā /	N11.32a/ rAja-grAha-gRhItaH vA vajra-aSani-hataH aapi vA /
   N11.32c/ atha sarpeṇa daṣṭo vā giry agrāt patito 'api vā //	N11.32c/ aTa sarpeNa dazwaH vA giri agrAt patitaH aapi vA //
   N11.33a/ siṃhavyāghrahato vāpi vyādhibhiḥ caiva pātitaḥ /	N11.33a/ siMha-vyAGra-hataH vA-api vyADiBiH ca-eva pAtitaH /
   N11.33c/ na tatra doṣaḥ pālasya na ca doṣo 'asti gominām //	N11.33c/ na tatra dozaH pAlasya na ca dozaH aasti gominAm //
   N11.34a/ gobhis tu bhakṣitaṃ dhānyaṃ yo naraḥ pratimārgati /	N11.34a/ goBiH tu Bakzitam DAnyam yaH naraH pratimArgati /
   N11.34c/ sāmantasya śado deyo dhānyaṃ yat tatra vāpitam /	N11.34c/ sAmantasya SadaH deyaH DAnyam yat tatra vApitam /
   N11.34e/ gavatraṃ gomine deyaṃ dhānyaṃ tatkarṣikasya tu //	N11.34e/ gavatram gomine deyam DAnyam tad-karzikasya tu //
   N11.35a/ grāmopānte ca yat kṣetraṃ vivītānte mahāpathe /	N11.35a/ grAma-upAnte ca yat kzetram vivIta-ante mahApaTe /
   N11.35c/ anāvṛte cet tannāśe na pālasya vyatikramaḥ //	N11.35c/ anAvRte ced tad-nASe na pAlasya vyatikramaH //
   N11.36a/ pathi kṣetre vṛtiḥ kāryā yām uṣṭro nāvalokayet /	N11.36a/ paTi kzetre vRtiH kAryA yAm uzwraH na-avalokayet /
   N11.36c/ na laṅghayet paśur nāśvo na bhidyād yāṃ ca sūkaraḥ //	N11.36c/ na laFGayet paSuH na-aSvaH na BidyAt yAm ca sUkaraH //
   N11.37a/ gṛhaṃ kṣetraṃ ca vijñeyaṃ vāsahetuḥ kuṭumbinām /	N11.37a/ gRham kzetram ca vijQeyam vAsa-hetuH kuwumbinAm /
   N11.37c/ tasmāt tan nākṣiped rājā tad dhi mūlaṃ kuṭumbinām //	N11.37c/ tasmAt tat na-Akzipet rAjA tat Di mUlam kuwumbinAm //
   N11.38a/ vṛddhe janapade rājño dharmaḥ kośaś ca vardhate /	N11.38a/ vRdDe janapade rAjQaH DarmaH koSaH ca varDate /
   N11.38c/ hīyate hīyamāne ca vṛddhihetum ataḥ śrayet //	N11.38c/ hIyate hIyamAne ca vRdDi-hetum atas Srayet //
   12.strīpuṃsayogaḥ	12.-strIpuMsa-yogaH
   N12.1a/ vivāhādividhiḥ strīṇāṃ yatra puṃsāṃ ca kīrtyate /	N12.1a/ vivAha-Adi-viDiH strINAm yatra puMsAm ca kIrtyate /
   N12.1c/ strīpuṃsayoganāmaitad vivādapadam ucyate //	N12.1c/ strIpuMsa-yoga-nAma-etat vivAda-padam ucyate //
   N12.2a/ strīpuṃsayos tu saṃbandhād varaṇaṃ prāg vidhīyate /	N12.2a/ strIpuMsayoH tu saMbanDAt varaNam prAk viDIyate /
   N12.2c/ varaṇād grahaṇaṃ pāṇeḥ saṃskāro 'atha dvilakṣaṇaḥ //	N12.2c/ varaNAt grahaNam pANeH saMskAraH aaTa dvi-lakzaNaH //
   N12.3a/ tayor aniyataṃ proktaṃ varaṇaṃ doṣadarśanāt /	N12.3a/ tayoH aniyatam proktam varaNam doza-darSanAt /
   N12.3c/ pāṇigrahaṇamantrābhyāṃ niyataṃ dāralakṣaṇam //	N12.3c/ pANigrahaNa-mantrAByAm niyatam dAra-lakzaNam //
   N12.4a/ brāhmaṇakṣatriyaviśāṃ śūdrāṇāṃ ca parigrahe /	N12.4a/ brAhmaNa-kzatriya-viSAm SUdrANAm ca parigrahe /
   N12.4c/ svajātyā śreyasī bhāryā svajātyaś ca patiḥ striyāḥ //	N12.4c/ sva-jAtyA SreyasI BAryA sva-jAtyaH ca patiH striyAH //
   N12.5a/ brāhmaṇasyānulomyena striyo 'anyās tisra eva tu /	N12.5a/ brAhmaNasya-Anulomyena striyaH aanyAH tisraH eva tu /
   N12.5c/ śūdrāyāḥ prātilomyena tathānye patayas trayaḥ //	N12.5c/ SUdrAyAH prAtilomyena taTA-anye patayaH trayaH //
   N12.6a/ dve bhārye kṣatriyasyānye vaiśyasyaikā prakīrtitā /	N12.6a/ dve BArye kzatriyasya-anye vESyasya-ekA prakIrtitA /
   N12.6c/ vaiśyāyā dvau patī jñeyāv eko 'anyaḥ kṣatriyāpatiḥ //	N12.6c/ vESyAyAH dvO patI jQeyO ekaH aanyaH kzatriyA-patiH //
   N12.7a/ ā saptamāt pañcamād vā bandhubhyaḥ pitṛmātṛtāḥ /	N12.7a/ A saptamAt paQcamAt vA banDuByaH pitR-mAtR-tAH /
   N12.7c/ avivāhyāḥ sagotrāḥ syuḥ samānapravarās tathā //	N12.7c/ avivAhyAH sagotrAH syuH samAna-pravarAH taTA //
   N12.8a/ parīkṣyaḥ puruṣaḥ puṃstve nijair evāṅgalakṣaṇaiḥ /	N12.8a/ parIkzyaH puruzaH puMstve nijEH eva-aFga-lakzaNEH /
   N12.8c/ pumāṃś ced avikalpena sa kanyāṃ labdhum arhati //	N12.8c/ pumAn ced avikalpena sa kanyAm labDum arhati //
   N12.9a/ subaddhajatrujānvasthiḥ subaddhāṃsaśirodharaḥ /	N12.9a/ su-badDa-jatru-jAnu-asTiH su-badDa-aMsa-SiroDaraH /
   N12.9c/ sthūlaghāṭas tanūrutvag avilagnagatisvaraḥ //	N12.9c/ sTUla-GAwaH tanu-Uru-tvac avilagna-gati-svaraH //
   N12.10a/ viṭ cāsya plavate nāpsu hlādi mūtraṃ ca phenilam /	N12.10a/ viS ca-asya plavate na-apsu hlAdi mUtram ca Penilam /
   N12.10c/ pumān syāṃl lakṣaṇair etair viparītais tu paṇḍakaḥ //	N12.10c/ pumAn syAn lakzaNEH etEH viparItEH tu paNxakaH //
   N12.11a/ caturdaśavidhaḥ śāstre sa tu dṛṣṭo manīṣibhiḥ /	N12.11a/ caturdaSaviDaH SAstre sa tu dRzwaH manIziBiH /
   N12.11c/ cikitsyaś cācikitsyaś ca teṣām ukto vidhiḥ kramāt //	N12.11c/ cikitsyaH ca-acikitsyaH ca tezAm uktaH viDiH kramAt //
   N12.12a/ nisargapaṇḍo vadhriś ca pakṣapaṇḍas tathaiva ca /	N12.12a/ nisarga-paNxaH vaDriH ca pakzapaNxaH taTA-eva ca /
   N12.12c/ abhiśāpād guro rogād devakrodhāt tathaiva ca //	N12.12c/ aBiSApAt guroH rogAt deva-kroDAt taTA-eva ca //
   N12.13a/ īrṣyāpaṇḍaś ca sevyaś ca vātaretā mukhebhagaḥ /	N12.13a/ IrzyApaNxaH ca sevyaH ca vAta-retAH muKeBagaH /
   N12.13c/ ākṣipto moghabījaś ca śālīno 'anyapatis tathā //	N12.13c/ AkziptaH moGabIjaH ca SAlInaH aanya-patiH taTA //
   N12.14a/ tatrādyāv apratīkarau pakṣākhyo māsam ācaret /	N12.14a/ tatra-AdyO apratIkarO pakza-AKyaH mAsam Acaret /
   N12.14c/ anukramāt trayasyāsya kālaḥ saṃvatsaraḥ smṛtaḥ //	N12.14c/ anukramAt trayasya-asya kAlaH saMvatsaraH smRtaH //
   N12.15a/ īrṣyāpaṇḍādayo ye 'anye catvāraḥ samudāhṛtāḥ /	N12.15a/ IrzyA-paNxa-AdayaH ye aanye catvAraH samudAhRtAH /
   N12.15c/ saṃtyaktavyāḥ patitavat kṣatayonyā api striyāḥ //	N12.15c/ saMtyaktavyAH patita-vat kzata-yonyAH api striyAH //
   N12.16a/ ākṣiptamoghabījābhyām patyāv apratikarmaṇi /	N12.16a/ Akzipta-moGa-bIjAByAm patyO apratikarmaNi /
   N12.16c/ patir anyaḥ smṛto nāryā vatsaraṃ saṃpratīkṣya tu //	N12.16c/ patiH anyaH smRtaH nAryAH vatsaram saMpratIkzya tu //
   N12.17a/ śālīnasyāpi dhṛṣṭastrīsaṃyogād bhajyate dhvajaḥ /	N12.17a/ SAlInasya-api DRzwa-strI-saMyogAt Bajyate DvajaH /
   N12.17c/ taṃ hīnavegam anyastrībālādyābhir upakramet //	N12.17c/ tam hIna-vegam anya-strI-bAla-AdyABiH upakramet //
   N12.18a/ anyasyām yo manuṣyaḥ syād amanuṣyaḥ svayoṣiti /	N12.18a/ anyasyAm yaH manuzyaH syAt amanuzyaH sva-yoziti /
   N12.18c/ labheta sānyaṃ bhartāram etat kāryaṃ prajāpateḥ //	N12.18c/ laBeta sa-anyam BartAram etat kAryam prajApateH //
   N12.19a/ apatyārthaṃ striyaḥ sṛṣṭāḥ strī kṣetraṃ bījinaḥ prajāḥ /	N12.19a/ apatya-arTam striyaH sRzwAH strI kzetram bIjinaH prajAH /
   N12.19c/ kṣetraṃ bījavate deyaṃ nābījī kṣetram arhati //	N12.19c/ kzetram bIjavate deyam na-abIjI kzetram arhati //
   N12.20a/ pitā dadyāt svayaṃ kanyām bhrātā vānumate pituḥ /	N12.20a/ pitA dadyAt svayam kanyAm BrAtA vA-anumate pituH /
   N12.20c/ mātāmaho mātulaś ca sakulyā bāndhavās tathā //	N12.20c/ mAtAmahaH mAtulaH ca sakulyAH bAnDavAH taTA //
   N12.21a/ mātābhāve tu sarveṣāṃ prakṛtau yadi vartate /	N12.21a/ mAtA-aBAve tu sarvezAm prakRtO yadi vartate /
   N12.21c/ tasyām aprakṛtisthāyāṃ dadyuḥ kanyāṃ svajātayaḥ //	N12.21c/ tasyAm aprakRti-sTAyAm dadyuH kanyAm sva-jAtayaH //
   N12.22a/ yadā tu naiva kaścit syāt kanyā rājānam āvrajet /	N12.22a/ yadA tu na-eva kaScid syAt kanyAH rAjAnam Avrajet /
   N12.22c/ anujñayā tasya varaṃ pratītya varayet svayam //	N12.22c/ anujQayA tasya varam pratItya varayet svayam //
   N12.23a/ savarṇam anurūpaṃ ca kularūpavayaḥśrutaiḥ /	N12.23a/ savarNam anurUpam ca kula-rUpa-vayaH-SrutEH /
   N12.23c/ saha dharmaṃ caret tena putrāṃś cotpādayet tataḥ //	N12.23c/ saha Darmam caret tena putrAn ca-utpAdayet tatas //
   N12.24a/ pratigṛhya ca yaḥ kanyāṃ naro deśāntaraṃ vrajet /	N12.24a/ pratigRhya ca yaH kanyAm naraH deSa-antaram vrajet /
   N12.24c/ trīn ṛtūn samatikramya kanyānyaṃ varayed varam //	N12.24c/ trIn RtUn samatikramya kanyA-anyam varayet varam //
   N12.25a/ kanyā nartum upekṣeta bāndhavebhyo nivedayet /	N12.25a/ kanyA naRtum upekzeta bAnDaveByaH nivedayet /
   N12.25c/ te cen na dadyus tāṃ bhartre te syur bhrūṇahabhiḥ samāḥ //	N12.25c/ te ced na dadyuH tAm Bartre te syuH BrUNa-haBiH samAH //
   N12.26a/ yāvantaś ca rtavas tasyāḥ samatītā patiṃ vinā /	N12.26a/ yAvantaH ca rtavaH tasyAH samatItA patim vinA /
   N12.26c/ tāvatyo bhrūṇahatyāḥ syus tasya yo na dadāti tām //	N12.26c/ tAvatyaH BrUNa-hatyAH syuH tasya yaH na dadAti tAm //
   N12.27a/ ato 'apravṛtte rajasi kanyāṃ dadyāt pitā sakṛt /	N12.27a/ atas aapravRtte rajasi kanyAm dadyAt pitA sakRt /
   N12.27c/ mahad enaḥ spṛśed enam anyathaiṣa vidhiḥ satām //	N12.27c/ mahat enaH spRSet enam anyaTA-eza viDiH satAm //
   N12.28a/ sakṛd aṃśo nipatati sakṛt kanyā pradīyate /	N12.28a/ sakRt aMSaH nipatati sakRt kanyA pradIyate /
   N12.28c/ sakṛd āha dadānīti trīṇy etāni sakṛt sakṛt //	N12.28c/ sakRt Aha dadAni-iti trINi etAni sakRt sakRt //
   N12.29a/ brāhmādiṣu vivāheṣu pañcasv eṣu vidhiḥ smṛtaḥ /	N12.29a/ brAhma-Adizu vivAhezu paQcasu ezu viDiH smRtaH /
   N12.29c/ guṇāpekṣaṃ bhaved dānam āsurādiṣu ca triṣu //	N12.29c/ guNa-apekzam Bavet dAnam Asura-Adizu ca trizu //
   N12.30a/ kanyāyām prāptaśulkāyāṃ jyāyāṃś ced vara āvrajet /	N12.30a/ kanyAyAm prApta-SulkAyAm jyAyAn ced varaH Avrajet /
   N12.30c/ dharmārthakāmasaṃyuktaṃ vācyaṃ tatrānṛtaṃ bhavet //	N12.30c/ Darma-arTa-kAma-saMyuktam vAcyam tatra-anRtam Bavet //
   N12.31a/ nāduṣṭāṃ dūṣayet kanyāṃ nāduṣṭaṃ dūṣayed varam /	N12.31a/ na-aduzwAm dUzayet kanyAm na-aduzwam dUzayet varam /
   N12.31c/ doṣe tu sati nāgaḥ syād anyonyaṃ tyajatos tayoḥ //	N12.31c/ doze tu sati nAgaH syAt anyonyam tyajatoH tayoH //
   N12.32a/ dattvā nyāyena yaḥ kanyāṃ varāya na dadāti tām /	N12.32a/ dattvA nyAyena yaH kanyAm varAya na dadAti tAm /
   N12.32c/ aduṣṭaś ced varo rājñā sa daṇḍyas tatra coravat //	N12.32c/ aduzwaH ced varaH rAjQA sa daNxyaH tatra cora-vat //
   N12.33a/ yas tu doṣavatīṃ kanyām anākhyāya prayacchati /	N12.33a/ yaH tu dozavatIm kanyAm anAKyAya prayacCati /
   N12.33c/ tasya kuryān nṛpo daṇḍaṃ pūrvasāhasacoditam //	N12.33c/ tasya kuryAt nRpaH daNxam pUrva-sAhasa-coditam //
   N12.34a/ akanyeti tu yaḥ kanyāṃ brūyād dveṣeṇa mānavaḥ /	N12.34a/ akanyA-iti tu yaH kanyAm brUyAt dvezeNa mAnavaH /
   N12.34c/ sa śataṃ prāpnuyād daṇḍaṃ tasyā doṣam adarśayan //	N12.34c/ sa Satam prApnuyAt daNxam tasyAH dozam adarSayan //
   N12.35a/ pratigṛhya tu yaḥ kanyām aduṣṭām utsṛjed varaḥ /	N12.35a/ pratigRhya tu yaH kanyAm aduzwAm utsRjet varaH /
   N12.35c/ vineyaḥ so 'apy akāmo 'api kanyāṃ tām eva codvahet //	N12.35c/ vineyaH saH aapi akAmaH aapi kanyAm tAm eva ca-udvahet //
   N12.36a/ dīrghakutsitarogārtā vyaṅgā saṃsṛṣṭamaithunā /	N12.36a/ dIrGa-kutsita-roga-ArtA vyaFgA saMsRzwa-mETunA /
   N12.36c/ dhṛṣṭānyagatabhāvā ca kanyādoṣāḥ prakīrtitāḥ //	N12.36c/ DRzwa-ani-a-gata-BAvA ca kanyA-dozAH prakIrtitAH //
   N12.37a/ unmattaḥ patitaḥ klībo durbhagas tyaktabāndhavaḥ /	N12.37a/ unmattaH patitaH klIbaH durBagaH tyakta-bAnDavaH /
   N12.37c/ kanyādoṣau ca yau pūrvau eṣa doṣagaṇo vare //	N12.37c/ kanyA-dozO ca yO pUrvO eza doza-gaNaH vare //
   N12.38a/ aṣṭau vivāhā varṇānāṃ saṃskārārthaṃ prakīrtitāḥ /	N12.38a/ azwO vivAhAH varNAnAm saMskAra-arTam prakIrtitAH /
   N12.38c/ brāhmas tu prathamas teṣāṃ prājāpatyas tathaiva ca //	N12.38c/ brAhmaH tu praTamaH tezAm prAjApatyaH taTA-eva ca //
   N12.39a/ ārṣaś caivātha daivaś ca gāndharvaś cāsuras tathā /	N12.39a/ ArzaH ca-eva-aTa dEvaH ca gAnDarvaH ca-asuraH taTA /
   N12.39c/ rākṣaso 'anantaras tasmāt paiśācas tv aṣṭamaḥ smṛtaḥ //	N12.39c/ rAkzasaH aanantaraH tasmAt pESAcaH tu azwamaH smRtaH //
   N12.40a/ satkṛtyāhūya kanyāṃ tu brāhme dadyād tv alaṃkṛtām /	N12.40a/ satkRtya-AhUya kanyAm tu brAhme dadyAt tu alaMkRtAm /
   N12.40c/ saha dharmaṃ carety uktvā prājāpatyo vidhīyate //	N12.40c/ saha Darmam cara-iti uktvA prAjApatyaH viDIyate //
   N12.41a/ vastragomithune dattvā vivāhas tv ārṣa ucyate /	N12.41a/ vastra-go-miTune dattvA vivAhaH tu ArzaH ucyate /
   N12.41c/ antarvedyāṃ tu daivaḥ syād ṛtvije karma kurvate //	N12.41c/ antarvedyAm tu dEvaH syAt Rtvije karma kurvate //
   N12.42a/ icchantīm icchate prāhur gāndharvo nāma pañcamam /	N12.42a/ icCantIm icCate prAhuH gAnDarvaH nAma paQcamam /
   N12.42c/ vivāhas tv āsuro jñeyaḥ śulkasaṃvyavahārataḥ //	N12.42c/ vivAhaH tu AsuraH jQeyaH Sulka-saMvyavahArataH //
   N12.43a/ prasahya haraṇād ukto vivāho rākṣasas tathā /	N12.43a/ prasahya haraNAt uktaH vivAhaH rAkzasaH taTA /
   N12.43c/ suptamattopagamanāt paiśācas tv aṣṭamo 'adhamaḥ //	N12.43c/ supta-matta-upagamanAt pESAcaH tu azwamaH aaDamaH //
   N12.44a/ eṣāṃ tu dharmyās catvāro brāhmādyāḥ samudāhṛtāḥ /	N12.44a/ ezAm tu DarmyAH catvAraH brAhma-AdyAH samudAhRtAH /
   N12.44c/ sādhāraṇaḥ syād gāndharvas trayo 'adharmyās tv ataḥ pare //	N12.44c/ sADAraNaH syAt gAnDarvaH trayaH aaDarmyAH tu atas pare //
   N12.45a/ parapūrvāḥ striyas tv anyāḥ sapta proktā yathākramam /	N12.45a/ parapUrvAH striyaH tu anyAH sapta proktAH yaTAkramam /
   N12.45c/ punarbhūs trividhā tāsāṃ svairiṇī tu caturvidhā //	N12.45c/ punarBUH triviDA tAsAm svEriNI tu caturviDAH //
