   śrīḥ	SrIH
   bījavanto mukhādy-arthā viprakīrṇā yathāyatham // VisSd_6.80 //	bIjavantaH muKa-Adi--arTAH viprakIrNA yaTAyaTam // VisSd-_6.80 //
   ekārtham upanīyante yatra nirvahaṇaṃ hi tat /	eka-arTam upanIyante yatra nirvahaNam hi tat /
   upakṣepaḥ parikaraḥ parinyāso vilobhanam // VisSd_6.81 //	upakzepaH parikaraH parinyAsaH viloBanam // VisSd-_6.81 //
   yuktiḥ prāptiḥ samādhānaṃ vidhānaṃ paribhāvanā /	yuktiH prAptiH samADAnam viDAnam pariBAvanA /
   udbhedaḥ karaṇaṃ bheda etāny aṅgāni vai mukhe // VisSd_6.82 //	udBedaH karaNam BedaH etAni aFgAni vE muKe // VisSd-_6.82 //
   kāvyārthasya samutpattir upakṣepa iti smṛtaḥ /	kAvya-arTasya samutpattiH upakzepaH iti smRtaH /
   samutpannārtha-bāhulyaṃ jñeyaḥ parikaraḥ punaḥ // VisSd_6.83 //	samutpanna-arTa--bAhulyam jQeyaH parikaraH punar // VisSd-_6.83 //
   tan-niṣpattiḥ parinyāsaḥ guṇākhyānaṃ vilobhanam /	tan--nizpattiH parinyAsaH guNa-AKyAnam viloBanam /
   saṃpradhāraṇam arthānāṃ yuktiḥ prāptiḥ sukhāgamaḥ // VisSd_6.84 //	saMpraDAraNam arTAnAm yuktiH prAptiH suKa-AgamaH // VisSd-_6.84 //
   bījasyāgamanaṃ yat tu tat samādhānam ucyate /	bIjasya-Agamanam yat tu tat samADAnam ucyate /
   sukha-duḥkha-kṛto yo 'rthas tad vidhānam iti smṛtam // VisSd_6.85 //	suKa--duHKa--kRtaH yaH arTaH tat viDAnam iti smRtam // VisSd-_6.85 //
   kutūhalottarā vācaḥ proktā tu paribhāvanā /	kutUhala-uttarA vAcaH proktA tu pariBAvanA /
   bījārthasya prarohaḥ syād udbhedaḥ karaṇaṃ punaḥ // VisSd_6.86 //	bIja-arTasya prarohaH syAt udBedaH karaNam punar // VisSd-_6.86 //
   prakṛtārtha-samārambhaḥ bhedaḥ saṃhata-bhedanam /	prakRta-arTa--samAramBaH BedaH saMhata--Bedanam /
   vilāsaḥ parisarpaś ca vidhutaṃ tāpanaṃ tathā // VisSd_6.87 //	vilAsaH parisarpaH ca viDutam tApanam taTA // VisSd-_6.87 //
   narma narma-dyutiś caiva tathā pragamanaṃ punaḥ /	narma narma-dyutiH ca-eva taTA pragamanam punar /
   virodhaś ca pratimukhe tathā syāt paryupāsanam // VisSd_6.88 //	viroDaH ca pratimuKe taTA syAt paryupAsanam // VisSd-_6.88 //
   puṣpaṃ vajram upanyāso varṇa-saṃhāra ity api /	puzpam vajram upanyAsaH varNa-saMhAraH iti api /
   samīhā rati-bhogārthā vilāsa iti kathyate // VisSd_6.89 //	samIhA rati-Boga-arTAH vilAsaH iti kaTyate // VisSd-_6.89 //
   iṣṭa-naṣṭānusaraṇaṃ parisarpaś ca kathyate /	izwa-nazwa-anusaraNam parisarpaH ca kaTyate /
   kṛtasyānunayasyādau vidhutaṃ tv aparigrahaḥ // VisSd_6.90 //	kRtasya-anunayasya-AdO viDutam tu aparigrahaH // VisSd-_6.90 //
   upāyādarśanaṃ yat tu tāpanaṃ nāma tad bhavet /	upAya-adarSanam yat tu tApanam nAma tat Bavet /
   parihāsa-vaco narma dhṛtis tu parihāsa-jā // VisSd_6.91 //	parihAsa-vacaH narma DRtiH tu parihAsa-jAH // VisSd-_6.91 //
   narma-dyutiḥ pragamanaṃ vākyaṃ syād uttarottaram /	narma--dyutiH pragamanam vAkyam syAt uttarottaram /
   virodho vyasana-prāptiḥ kruddhasyānunayaḥ // VisSd_6.92 //	viroDaH vyasana--prAptiH krudDasya-anunayaH // VisSd-_6.92 //
   syāt paryupāsanaṃ puṣpaṃ viśeṣa-vacanaṃ matam /	syAt paryupAsanam puzpam viSeza--vacanam matam /
   pratyakṣa-niṣṭhuraṃ vajram upanyāsaḥ prasādanam // VisSd_6.93 //	pratyakza--nizWuram vajram upanyAsaH prasAdanam // VisSd-_6.93 //
   cāturvarṇyopagamanaṃ varṇa-saṃhāra iṣyate /	cAturvarNya-upagamanam varNa-saMhAraH izyate /
   abhūtāharaṇaṃ mārgo rūpodāharaṇe kramaḥ // VisSd_6.94 //	aBUta-AharaNam mArgaH rUpa-udAharaNe kramaH // VisSd-_6.94 //
   saṅgrahaś cānumānaṃ ca prārthanā kṣiptir eva ca /	saFgrahaH ca-anumAnam ca prArTanA kziptiH eva ca /
   troṭakādhibalodvegā garbhe syur vidravas tathā // VisSd_6.95 //	trowaka-aDibala-udvegAH garBe syuH vidravaH taTA // VisSd-_6.95 //
   tatra vyājāśrayaṃ vākyam abhūtāharaṇaṃ matam /	tatra vyAja-ASrayam vAkyam aBUta-AharaNam matam /
   tattvārtha-kathanaṃ mārgo rūpaṃ vākyaṃ vitarkavat // VisSd_6.96 //	tattva-arTa--kaTanam mArgaH rUpam vAkyam vitarka-vat // VisSd-_6.96 //
   udāharaṇam utkarṣa-yuktaṃ vacanam ucyate /	udAharaNam utkarza--yuktam vacanam ucyate /
   bhāva-tattvopalabdhis tu kramaḥ syāt saṅgrahaḥ punaḥ // VisSd_6.97 //	BAva--tattva-upalabDiH tu kramaH syAt saFgrahaH punar // VisSd-_6.97 //
   sāma-dānārtha-saṃpanno liṅgād ūho 'numānatā /	sAma-dAna-arTa--saMpannaH liFgAt UhaH anumAna-tA /
   rati-harṣotsavānāṃ tu prārthanaṃ prārthanā bhavet // VisSd_6.98 //	rati-harza-utsavAnAm tu prArTanam prArTanA Bavet // VisSd-_6.98 //
   rahasyārthasya tad-bhedaḥ kṣiptiḥ syāt toṭakaṃ punaḥ /	rahasya-arTasya tad--BedaH kziptiH syAt towakam punar /
   saṃrabdha-vāk adhibalam abhisandhi-cchalena yaḥ // VisSd_6.99 //	saMrabDa--vAc aDibalam aBisanDi-=-Calena yaH // VisSd-_6.99 //
   nṛpādi-janitā bhītir udvegaḥ parikīrtitaḥ /	nRpa-Adi-janitA BItiH udvegaH parikIrtitaH /
   śaṅkā-bhaya-trāsa-kṛtaḥ saṃbhramo vidravo mataḥ // VisSd_6.100 //	SaFkA-Baya-trAsa-kRtaH saMBramaH vidravaH mataH // VisSd-_6.100 //
   apavādo 'tha saṃpheṭo vyavasāyo dravo dyutiḥ /	apavAdaH aTa saMPewaH vyavasAyaH dravaH dyutiH /
   śaktiḥ prasaṅgaḥ khedaś ca pratiṣedho virodhanam // VisSd_6.101 //	SaktiH prasaFgaH KedaH ca pratizeDaH viroDanam // VisSd-_6.101 //
   prarocanā vimarśe syād ādānaṃ chādanaṃ tathā /	prarocanA vimarSe syAt AdAnam CAdanam taTA /
   doṣa-prakhyāpavādaḥ syāt saṃpheṭo roṣa-bhāṣaṇam // VisSd_6.102 //	doza--praKyA-apavAdaH syAt saMPewaH roza-BAzaNam // VisSd-_6.102 //
   vyavasāyas tu vijñeyaḥ pratijñā-hetu-saṃbhavaḥ /	vyavasAyaH tu vijQeyaH pratijQA--hetu--saMBavaH /
   dravā guru-vyatikrāntiḥ śokāvegādi-saṃbhavā // VisSd_6.103 //	dravA guru--vyatikrAntiH Soka-Avega-Adi-saMBavAH // VisSd-_6.103 //
   tarjanodvejane proktā dyutih śaktiḥ punar bhavet /	tarjana-udvejane proktA dyutih SaktiH punar Bavet /
   virodhasya praśamanaṃ prasaṅgo guru-kīrtanam // VisSd_6.104 //	viroDasya praSamanam prasaFgaH guru--kIrtanam // VisSd-_6.104 //
   manaś ceṣṭā-samutpannaḥ śramaḥ kheda iti smṛtaḥ /	manaH cezwA--samutpannaH SramaH KedaH iti smRtaH /
   īpsitārtha-pratīghātaḥ pratiṣedha itīṣyate // VisSd_6.105 //	Ipsita-arTa--pratIGAtaH pratizeDaH iti-izyate // VisSd-_6.105 //
   kāryātyayopagamanaṃ virodhanam iti smṛtam /	kArya-atyaya-upagamanam viroDanam iti smRtam /
   prarocanā tu vijñeyā saṃhārārtha-pradarśinī // VisSd_6.106 //	prarocanA tu vijQeyA saMhAra-arTa--pradarSinI // VisSd-_6.106 //
   kārya-saṅgraha ādānaṃ tad āhuś chādanaṃ punaḥ /	kArya--saFgrahaH AdAnam tat AhuH CAdanam punar /
   kāryārtham apamānādeḥ sahanaṃ khalu yad bhavet // VisSd_6.107 //	kArya-arTam apamAna-AdeH sahanam Kalu yat Bavet // VisSd-_6.107 //
   sandhir vibodho grathanaṃ nirṇayaḥ paribhāṣaṇam /	sanDiH viboDaH graTanam nirNayaH pariBAzaNam /
   kṛtiḥ prasāda ānandaḥ samayo 'py upagūhanam // VisSd_6.108 //	kRtiH prasAdaH AnandaH samayaH api upagUhanam // VisSd-_6.108 //
   bhāṣaṇaṃ pūrva-vākyaṃ ca kāvya-saṃhāra eva ca /	BAzaNam pUrva-vAkyam ca kAvya--saMhAraH eva ca /
   praśastir iti saṃhāre jñeyāny aṅgāni nāmataḥ // VisSd_6.109 //	praSastiH iti saMhAre jQeyAni aFgAni nAmataH // VisSd-_6.109 //
   bījopagamanaṃ sandhiḥ vibodhaḥ kārya-mārgaṇam /	bIja-upagamanam sanDiH viboDaH kArya--mArgaNam /
   upanāyasas tu kāryāṇāṃ grathanaṃ nirṇayaḥ punaḥ // VisSd_6.110 //	upanAyasaH tu kAryANAm graTanam nirNayaH punar // VisSd-_6.110 //
   anubhūtārtha-kathanaṃ vadanti paribhāṣaṇam /	anuBUta-arTa-kaTanam vadanti pariBAzaNam /
   parivāda-kṛtaṃ vākyaṃ labdhārtha-śamanaṃ kṛtiḥ // VisSd_6.111 //	parivAda-kRtam vAkyam labDa-arTa--Samanam kRtiH // VisSd-_6.111 //
   śuśrūṣādiḥ prasādaḥ syād ānando vāñchitāgamaḥ /	SuSrUzA-AdiH prasAdaH syAt AnandaH vAQCita-AgamaH /
   samayo duḥkha-niryāṇaṃ tad bhaved upagūhanam // VisSd_6.112 //	samayaH duHKa-niryANam tat Bavet upagUhanam // VisSd-_6.112 //
   yat syād adbhuta-saṃprāptiḥ sāma-dānādi bhāṣaṇam /	yat syAt adButa--saMprAptiH sAma-dAnAdi BAzaNam /
   pūrva-vākyaṃ tu vijñeyaṃ yathoktārthopadarśanam // VisSd_6.113 //	pUrva-vAkyam tu vijQeyam yaTA-ukta-arTa-upadarSanam // VisSd-_6.113 //
   vara-pradāna-saṃprāptiḥ kāvya-saṃhāra iṣyate /	vara--pradAna--saMprAptiH kAvya--saMhAraH izyate /
   nṛpa-deśādi-śāntis tu praśastir abhidhīyate // VisSd_6.114 //	nRpa-deSa-Adi-SAntiH tu praSastiH aBiDIyate // VisSd-_6.114 //
   catuḥ-ṣaṣṭi-vidhaṃ hy etad aṅgaṃ proktaṃ manīṣibhiḥ /	catur--zazwi-viDam hi etat aFgam proktam manIziBiH /
   kuryād aniyate tasya sandhāv api niveśanam // VisSd_6.115 //	kuryAt aniyate tasya sanDO api niveSanam // VisSd-_6.115 //
   rasānuguṇatāṃ vīkṣya rasasyaiva hi mukhyatā /	rasa-anuguNa-tAm vIkzya rasasya-eva hi muKya-tA /
   iṣṭārtha-racanāścarya-lābho vṛttānta-vistaraḥ // VisSd_6.116 //	izwa-arTa-racanA-AH-carya-lABaH vRttAnta--vistaraH // VisSd-_6.116 //
   rāga-prāptiḥ prayogasya gopyānāṃ gopanaṃ tathā /	rAga--prAptiH prayogasya gopyAnAm gopanam taTA /
   prakāśanaṃ prakāśyānām aṅgānāṃ ṣaḍ-vidhaṃ phalam // VisSd_6.117 //	prakASanam prakASyAnAm aFgAnAm zaz--viDam Palam // VisSd-_6.117 //
   aṅga-hīno naro yadvan naivārambha-kṣamo bhavet /	aFga-hInaH naraH yadvat na-eva-AramBa--kzamaH Bavet /
   aṅga-hīnaṃ tathā kāvyaṃ na prayogāya yujyate // VisSd_6.118 //	aFga-hInam taTA kAvyam na prayogAya yujyate // VisSd-_6.118 //
   saṃpādayetāṃ sandhy-aṅgaṃ nāyaka-pratināyakau /	saMpAdayetAm sanDy-aFgam nAyaka-pratinAyakO /
   tad-abhāve patākādyās tad-abhāve tathetarat // VisSd_6.119 //	tad--aBAve patAkA-AdyAH tad--aBAve taTA-itarat // VisSd-_6.119 //
   rasa-vyaktim apekṣyaiṣām aṅgānāṃ saṃniveśanam /	rasa-vyaktim apekzya-ezAm aFgAnAm saMniveSanam /
   na tu kevalayā śāstra-sthiti-saṃpādanecchayā // VisSd_6.120 //	na tu kevalayA SAstra--sTiti--saMpAdana-icCayA // VisSd-_6.120 //
   aviruddhaṃ tu yad vṛttaṃ rasādi-vyaktaye 'dhikam /	avirudDam tu yat vRttam rasa-Adi--vyaktaye aDikam /
   tad apy anyathayed dhīmān vaded vā kadācana // VisSd_6.121 //	tat api anyaTayet DImAn vadet vA kadAcana // VisSd-_6.121 //
   śṛṅgāre kauśikī vīre sāttvaty ārabhaṭī punaḥ /	SRFgAre kOSikI vIre sAttvatI AraBawI punar /
   rase raudre ca bībhatse vṛttiḥ sarvatra bhāratī // VisSd_6.122 //	rase rOdre ca bIBatse vRttiH sarvatra BAratI // VisSd-_6.122 //
   catasro vṛttayo hy etāḥ sarva-nāṭyasya mātṛkāḥ /	catasraH vRttayaH hi etAH sarva--nAwyasya mAtRkAH /
   syur nāyikādi-vyāpāra-viśeṣā nāṭakādiṣu // VisSd_6.123 //	syuH nAyikA-Adi--vyApAra--viSezAH nAwaka-Adizu // VisSd-_6.123 //
   yā ślakṣṇa-nepathya-viśeṣa-citrā strī-saṅkulā puṣkala-nṛtya-gītā |	yA SlakzNa-nepaTya--viSeza--citrA strI-saFkulA puzkala--nRtya--gItAH |
   kāmopabhoga-prabhavopacārā sā kaiśikī cāru-vilāsa-yuktā // VisSd_6.124 //	kAma-upaBoga--praBava-upacArA sA kESikI cAru--vilAsa--yuktAH // VisSd-_6.124 //
   narma ca narma-sphūrjo narma-sphoṭo 'tha narma-garbhaś ca /	narma ca narma--sPUrjaH narma-sPowaH aTa narma-garBaH ca /
   catvāry aṅgāny asyā vaidagdhya-krīḍitaṃ narma // VisSd_6.125 //	catvAri aFgAni asyAH vEdagDya-krIxitam narmaH // VisSd-_6.125 //
   iṣṭa-janāvarjana-kṛt tac cāpi trividhaṃ matam /	izwa-jana-Avarjana--kRt tat ca-api triviDam matam /
   vihitaṃ śuddha-hāsyena sa-śṛṅgāra-mayena ca // VisSd_6.126 //	vihitam SudDa-hAsyena sa-SRFgAra--mayena ca // VisSd-_6.126 //
   narma-sphūrjaḥ sukhārambho bhayānto nava-saṅgamaḥ /	narma--sPUrjaH suKa-AramBaH Baya-antaH nava--saFgamaH /
   narma-sphoṭo bhāva-leśaiḥ sūcitālpa-raso mataḥ // VisSd_6.127 //	narma-sPowaH BAva--leSEH sUcita-alpa--rasaH mataH // VisSd-_6.127 //
   narma-garbho vyavahṛtir netuḥ pracchanna-vartinaḥ /	narma-garBaH vyavahRtiH netuH pracCanna-vartinaH /
   sāttvatī bahulā sattva-śaurya-tyāga-dayārjavaiḥ // VisSd_6.128 //	sAttvatI bahulA sattva--SOrya--tyAga--dayA-ArjavEH // VisSd-_6.128 //
   saharṣā kṣudra-śṛṅgārā viśokā sādbhutā tathā /	saharzA kzudra-SRFgArA viSokA sa-adButA taTA /
   utthāpako 'tha sāṅghātyaḥ saṃlāpaḥ parivartakaḥ // VisSd_6.129 //	utTApakaH aTa sa-aFGAtyaH saMlApaH parivartakaH // VisSd-_6.129 //
   viśeṣā iti catvāraḥ sāttvatyāḥ parikīrtitāḥ /	viSezAH iti catvAraH sAttvatyAH parikIrtitAH /
   uttejana-karo śatror vāg-utthāpaka ucyate // VisSd_6.130 //	uttejana-karaH SatroH vAc--utTApakaH ucyate // VisSd-_6.130 //
   mantrārtha-daiva-śaktyādeḥ sāṅghātyaḥ saṅgha-bhedanam /	mantra-arTa-dEva--Sakti-AdeH sa-aFGAtyaH saFGa--Bedanam /
   saṃlāpaḥ syād gabhīroktir nānā-bhāva-samāśrayaḥ // VisSd_6.131 //	saMlApaH syAt gaBIra-uktiH nAnA-a-BAva--samASrayaH // VisSd-_6.131 //
   prārabdhād anya-kāryāṇāṃ karaṇaṃ parivartakaḥ /	prArabDAt anya--kAryANAm karaNam parivartakaH /
   māyendrajāla-saṅgrāma-krodhodbhrāntādi-ceṣṭitaiḥ // VisSd_6.132 //	mAyA-indra-jAla--saFgrAma---kroDa-udBrAnta-Adi--cezwitEH // VisSd-_6.132 //
   saṃyuktā vadha-bandhādyair uddhatārabhaṭī matā /	saMyuktA vaDa-banDa-AdyEH udDatA-AraBawI matA /
   vastūtthāpana-saṃpheṭo saṃkṣipir avapātanam // VisSd_6.133 //	vastu-utTApana--saMPewaH saMkzipiH avapAtanam // VisSd-_6.133 //
   iti bhedās tu catvāra ārabhaṭyāḥ prakīrtitāḥ /	iti BedAH tu catvAraH AraBawyAH prakIrtitAH /
   māyādy-utthāpitaṃ vastu vastūtthāpanam ucyate // VisSd_6.134 //	mAyA-Adi---utTApitam vastu vastu-utTApanam ucyate // VisSd-_6.134 //
   saṃpheṭas tu samāghātaḥ kruddha-satvarayor dvayoḥ /	saMPewaH tu samAGAtaH krudDa--satvarayoH dvayoH /
   saṅkṣiptā vastu-racanā śilpair itarathāpi vā // VisSd_6.135 //	saFkziptA vastu-racanA SilpEH itaraTA-api vA // VisSd-_6.135 //
   saṅkṣiptiḥ sthān nivṛttau ca netur netrantara-grahaḥ /	saFkziptiH sTAn nivRttO ca netuH netR-antara-grahaH /
   praveśa-trāsa-niṣkrānti-harṣa-vidrava-saṃbhavam // VisSd_6.136 //	praveSa--trAsa--nizkrAnti--harza--vidrava--saMBavam // VisSd-_6.136 //
   avapātanam ity uktaṃ pūrvam uktaiva bhāratī /	avapAtanam iti uktam pUrvam uktA-eva BAratI /
   aśrāvyaṃ khalu yad vastu tad iha svagataṃ matam // VisSd_6.137 //	aSrAvyam Kalu yat vastu tat iha sva-gatam matam // VisSd-_6.137 //
   sarva-śrāvyaṃ prakāśaṃ syāt tad bhaved apavāritam /	sarva-SrAvyam prakASam syAt tat Bavet apavAritam /
   rahasyaṃ tu yad anyasya parāvṛtya prakāśyate // VisSd_6.138 //	rahasyam tu yat anyasya parAvRtya prakASyate // VisSd-_6.138 //
   tripatāka-kareṇānyān apavāryāntarā kathām /	tri-patAka-kareNa-anyAn apavArya-antarA kaTAm /
   anyonyāmantraṇaṃ yat syāt taj-janānte janāntikam // VisSd_6.139 //	anyonya-AmantraNam yat syAt taj-jana-ante jana-antikam // VisSd-_6.139 //
   kiṃ bravīṣīti yan-nāṭye vinā pātraṃ prayujyate /	kim bravIzi-iti yan-nAwye vinA pAtram prayujyate /
   śrutvevānuktam apy arthaṃ tat syād ākāśa-bhāṣitam // VisSd_6.140 //	SrutvA-iva-anuktam api arTam tat syAt AkASa-BAzitam // VisSd-_6.140 //
   dattāṃ siddhāṃ ca senāṃ ca veśyānāṃ nāma darśayet /	dattAm sidDAm ca senAm ca veSyAnAm nAma darSayet /
   datta-prāyāṇi vaṇijāṃ ceṭa-ceṭyos tathā punaḥ // VisSd_6.141 //	datta--prAyANi vaNijAm cewa--cewyoH taTA punar // VisSd-_6.141 //
   vasantādiṣu varṇyasya vastuno nāma yad bhavet /	vasanta-Adizu varNyasya vastunaH nAma yat Bavet /
   nāma kāryaṃ nāṭakasya garbhitārtha-prakāśakam // VisSd_6.142 //	nAma kAryam nAwakasya garBita-arTa--prakASakam // VisSd-_6.142 //
   nāyikānāyakākhyānāt saṃjñā prakaraṇādiṣu /	nAyikA-nAyaka-AKyAnAt saMjQA prakaraNa-Adizu /
   nāṭikā-saṭṭakādīnāṃ nāyikābhir viśeṣaṇam // VisSd_6.143 //	nAwikA--sawwaka-AdInAm nAyikABiH viSezaNam // VisSd-_6.143 //
   prāyeṇa ṇy-antakaḥ sādhir gameḥ sthāne prayujyate /	prAyeNa Ni--antakaH sADiH gameH sTAne prayujyate /
   rājā svāmīti deveti bhṛtyair bhaṭṭeti cādhamaiḥ // VisSd_6.144 //	rAjA svAmI-iti deva-iti BRtyEH Bawwa-iti ca-aDamEH // VisSd-_6.144 //
   rājarṣibhir vayasyeti tathā vidūṣakeṇa ca /	rAjarziBiH vayasya-iti taTA vidUzakeNa ca /
   rājann ity ṛṣibhir vācyaḥ so 'patya-pratyayena ca // VisSd_6.145 //	rAjan iti RziBiH vAcyaH saH apatya--pratyayena ca // VisSd-_6.145 //
   svecchayā nāmabhir viprair vipra āryeti cetaraiḥ /	sva-icCayA nAmaBiH viprEH vipraH AryA-iti ca-itarEH /
   vayasyety athavā nāmnā vācyo rājñā vidūṣakaḥ // VisSd_6.146 //	vayasyA-iti aTavA nAmnA vAcyaH rAjQA vidUzakaH // VisSd-_6.146 //
   vācyau naṭī-sūtradhārāvārya-nāmnā parasparam /	vAcyO nawI-sUtra-DArA-vArya--nAmnA parasparam /
   sūtradhāraṃ vaded bhāva iti vai pāripārśvikaḥ // VisSd_6.147 //	sUtra-DAram vadet BAvaH iti vE pAripArSvikaH // VisSd-_6.147 //
   sūtradhāro māriṣeti haṇḍe ity adhamaiḥ samāḥ /	sUtra-DAraH mArizA-iti haNxe iti aDamEH samAH /
   vayasyety uttamair haṃho madhyair āryeti cāgrajaḥ // VisSd_6.148 //	vayasya-iti uttamEH haMhaH maDyEH AryA-iti ca-agrajaH // VisSd-_6.148 //
   bhagavann iti vaktavyāḥ sarvair devarṣi-liṅginaḥ /	Bagavan iti vaktavyAH sarvEH deva-Rzi--liFginaH /
   vaded rājñīṃ ca ceṭīṃ ca bhavatīti vidūṣakaḥ // VisSd_6.149 //	vadet rAjQIm ca cewIm ca Bavati-iti vidUzakaH // VisSd-_6.149 //
   āyuṣman rathinaṃ sūto vṛddhaṃ tāteti cetaraḥ /	Ayuzman raTinam sUtaH vRdDam tAta-iti ca-itaraH /
   vatsa-putraka-tāteti nāmnā gotreṇa vā sutaḥ // VisSd_6.150 //	vatsa-putra-ka-tAtA-iti nAmnA gotreNa vA sutaH // VisSd-_6.150 //
   śiṣyo 'nujaś ca vaktavyo 'mātya āryeti cādhamaiḥ /	SizyaH anujaH ca vaktavyaH amAtyaH AryA-iti ca-aDamEH /
   viprair ayam amātyeti saciveti ca bhaṇyate // VisSd_6.151 //	viprEH ayam amAtyA-iti saciva-iti ca BaNyate // VisSd-_6.151 //
   sādho iti tapasvī ca praśāntaś cocyate budhaiḥ /	sADo iti tapasvI ca praSAntaH ca-ucyate buDEH /
   sva-gṛhītābhidhaḥ pūjyaḥ śiṣyādyair vinigadyate // VisSd_6.152 //	sva-gRhIta-aBiDaH pUjyaH Sizya-AdyEH vinigadyate // VisSd-_6.152 //
   upādhyāyeti cācāryo mahārājeti bhūpatiḥ /	upADyAya-iti ca-AcAryaH mahA-rAja-iti BUpatiH /
   svāmīti yuvarājas tu kumāro bhartṛ-dārakaḥ // VisSd_6.153 //	svAmI-iti yuvarAjaH tu kumAraH BartR-dArakaH // VisSd-_6.153 //
   bhadra-saumya-mukhety evam adhamais tu kumārakaḥ /	Badra--sOmya--muKa-iti evam aDamEH tu kumArakaH /
   vācyā prakṛtibhī rājñaḥ kumārī bhartṛ-dārikā // VisSd_6.154 //	vAcyA prakRtiBiH rAjQaH kumArI BartR-dArikAH // VisSd-_6.154 //
   patir yathā tathā vācyā jyeṣṭha-madhyādhamaiḥ striyaḥ /	patiH yaTA taTA vAcyAH jyezWa--maDya-aDamEH striyaH /
   haleti sadṛśī preṣyā hajje veśyājjukā tathā // VisSd_6.155 //	hala-iti sadRSI prezyA hajje veSyAt-jukA taTA // VisSd-_6.155 //
   kuṭṭiny ambety anugatiḥ pūjyā ca jaratī janaiḥ /	kuwwinI ambA-iti anugatiH pUjyA ca jaratI janEH /
   āmantraṇaiś ca pāṣāṇḍā vācyāḥ svasamayāgataiḥ // VisSd_6.156 //	AmantraNEH ca pAza-aNxAH vAcyAH sva-samaya-AgatEH // VisSd-_6.156 //
   śakyādayaś ca saṃbhāṣyā bhadra-dattādi-nāmabhiḥ /	Sakya-AdayaH ca saMBAzyA Badra-datta-Adi-nAmaBiH /
   yasya yat karma śilpaṃ vā vidyā vā jātir eva vā // VisSd_6.157 //	yasya yat karma Silpam vA vidyA vA jAtiH eva vA // VisSd-_6.157 //
   tenaiva nāmnā vācyo 'sau jñeyāś cānye yathocitam /	tena-eva nAmnA vAcyaH asO jQeyAH ca-anye yaTocitam /
   puruṣāṇām anīcānāṃ saṃskṛtaṃ syāt kṛtātmanām // VisSd_6.158 //	puruzANAm anIcAnAm saMskRtam syAt kRtAtmanAm // VisSd-_6.158 //
   saurasenī prayoktavyā tādṛśīnāṃ ca yoṣitām /	sOrasenI prayoktavyA tAdRSInAm ca yozitAm /
   āsām eva tu gāthāsu mahārāṣṭrīṃ prayojayet // VisSd_6.159 //	AsAm eva tu gATAsu mahArAzwrIm prayojayet // VisSd-_6.159 //
   atroktā māgadhī bhāṣā rājāntaḥpura-cāriṇām /	atra-uktA mAgaDI BAzA rAja-antaHpura--cAriNAm /
   ceṭānāṃ rāja-putrāṇāṃ śreṣṭhānāṃ cārdha-māgadhī // VisSd_6.160 //	cewAnAm rAja--putrANAm SrezWAnAm ca-arDa--mAgaDI // VisSd-_6.160 //
   prācyāṃ vidūṣakādīnāṃ dhūrtānāṃ syād avantijā /	prAcyAm vidUzaka-AdInAm DUrtAnAm syAt avantijA /
   yodhanāgarikādīnāṃ dākṣiṇātyā hi dīvyatām // VisSd_6.161 //	yoDa-nAgarikA-AdInAm dAkziNAtyAH hi dIvyatAm // VisSd-_6.161 //
   śabarāṇāṃ śakādīnāṃ śābarīṃ saṃprayojayet /	SabarANAm Saka-AdInAm SAbarIm saMprayojayet /
   vāhlīkamāṣodīcyānāṃ drāviḍī drāviḍādiṣu // VisSd_6.162 //	vAhlIka-mAza-udIcyAnAm drAvixI drAvixa-Adizu // VisSd-_6.162 //
   ābhīreṣu tathābhīrī cāṇḍālī pukkasādiṣu /	ABIrezu taTA-ABIrI cANxAlI pukkasa-Adizu /
   ābhīrī śābarī cāpi kāṣṭha-pātropajīviṣu // VisSd_6.163 //	ABIrI SAbarI ca-api kAzWa--pAtra-upajIvizu // VisSd-_6.163 //
   tathaivāṅgāra-kārādau paiśācī syāt piśāca-vāk /	taTA-eva-aFgAra-kAra-AdO pESAcI syAt piSAca--vAc /
   ceṭānām apy anīcānām api syāt saurasenikā // VisSd_6.164 //	cewAnAm api anIcAnAm api syAt sOra-senikA // VisSd-_6.164 //
   bālānāṃ ṣaṇḍakānāṃ ca nīca-graha-vicāriṇām /	bAlAnAm zaNxakAnAm ca nIca--graha--vicAriNAm /
   unmattānām āturāṇāṃ saiva syāt saṃskṛtaṃ kvacit // VisSd_6.165 //	unmattAnAm AturANAm sA-eva syAt saMskRtam kvacid // VisSd-_6.165 //
   aiśvaryeṇa pramattasya dāridryopadrutasya ca /	ESvaryeNa pramattasya dAridrya-upadrutasya ca /
   bhikṣu-valka-dharādīnāṃ prākṛtaṃ saṃprayojayet // VisSd_6.166 //	Bikzu--valka-Dara-AdInAm prAkRtam saMprayojayet // VisSd-_6.166 //
   saṃskṛtaṃ saṃprayoktavyaṃ liṅginīṣūttamāsu ca /	saMskRtam saMprayoktavyam liFginIzu-uttamAsu ca /
   devī-mantri-sutā-veśyāsv api kaiścit tathoditam // VisSd_6.167 //	devI--mantri-sutA-a--veSyAsu api kEScid taTA-uditam // VisSd-_6.167 //
   kāryataś cottamādīnāṃ kāryo bhāṣā-viparyayaḥ // VisSd_6.168 //	kAryatas ca-uttama-AdInAm kAryaH BAzA--viparyayaH // VisSd-_6.168 //
   yoṣit-sakhī-bāla-veśyā-kitavāpsarasāṃ tathā /	yozit--saKI--bAla---veSya-a-kitava-apsarasAm taTA /
