   śrīḥ	SrIH
   ātmā vā na tadgrāhakaḥ tadāśrayatvāt gandhādyāśrayaghaṭādivadityādyapi	AtmA vA na tad-grAhakaH tad-ASraya-tvAt ganDa-Adi-ASraya-Gawa-Adi-vat-ityAdi-api
   śaṅkyeta /	SaFkyeta /
   tasmāt svaguṇaḥ paraguṇe vāyogyo na gṛhyate; gṛhyate tu yogyo yogyona /	tasmAt sva-guNaH para-guNe vA-ayogyaH na gRhyate; gRhyate tu yogyaH yogyA-UnaH /
   tat kimatrānupapannam /	tat kim-atra-anupapannam /
   [ku.2.248] avaśyaṃ ca śrotreṇa viśeṣaguṇagrāhiṇā bhavitavyam indriyatvāt /	[ku.2.248] avaSyam ca SrotreNa viSeza-guNa-grAhiNA Bavitavyam indriya-tvAt /
   anyathā tannirmāṇavaiyarthyāt /	anyaTA tad-nirmANa-vEyarTyAt /
   (99)tadanyasyendriyāntareṇaiva grahaṇāt /	(99)tad-anyasya-indriya-antareNa-eva grahaNAt /
   na ca dravyaviśeṣagrahaṇe tadupayogaḥ;	na ca dravya-viSeza-grahaNe tad-upayogaH;
   (100)viśeṣaguṇayogyatāmāśrityaivendriyasya dravyagrāhakatvāt; na	(100)viSeza-guNa-yogya-tAm-ASritya-eva-indriyasya dravya-grAhaka-tvAt; na
   dravyasvarūpayogyatāmātreṇa /	dravya-svarUpa-yogya-tA-mAtreNa /
   anyathā cāndramasaṃ tejaḥ svarūpeṇa yogyamiti tadapyupalabhyeta; ātmā vā	anyaTA cAndramasam tejaH sva-rUpeNa yogyam-iti tat-api-upalaByeta; AtmA vA
   mano grāhya iti suṣuptyavasthāyāmapyupalabhyeta; anudbhūtarūpe 'pi vā	manaH grAhyaH iti suzupti-avasTAyAm-api-upalaByeta; anudBUta-rUpe api vA
   cakṣuḥ pravartate /	cakzuH pravartate /
   tasmāt guṇayogyatāmeva puraskṛtyendriyāṇi dravyamupādadate; nāto 'nyatheti	tasmAt guNa-yogya-tAm-eva puraskRtya-indriyANi dravyam-upAdadate; na-atas anyaTA-iti
   sthitiḥ /	sTitiH /
   ata eva nākāśādayaścākṣuṣāḥ /	atas eva na-AkASa-AdayaH-cAkzuzAH /
   [ku.2.249] astu tarhi śabdo nityaḥ nityākāśaika(101)guṇatvāt	[ku.2.249] astu tarhi SabdaH nityaH nitya-AkASa-eka-(101)guNa-tvAt-
   tadgataparamamahat(102)parimāṇavaditi pratyanumānamiti cenna-	tad-gata-parama-mahat(102)parimANa-vat-iti pratyanumAnam-iti ced-na-
   akāryatvasyopādhervidyamānatvāt /	akArya-tvasya-upADeH-vidyamAna-tvAt /
   anyathā-	anyaTA-
   ātmaviśeṣaguṇā nityāḥ tadekaguṇatvāttadgataparamamahattvavadityapi syāt /	Atma-viSeza-guNAH nityAH tad-eka-guNa-tvAt-tad-gata-parama-mahat-tva-vat-iti-api syAt /
   "asya pratyakṣabādhitatvādahetutvamiti cenna- nirupādherbādhānavakāśāt /	"asya pratyakza-bADita-tvAt-ahetutvam-iti ca-id-na nirupADeH-bADAn-avakASAt /
   svabhāvapratibaddhasya ca tatparityāge svabhāvaparityāgaprasaṅgāt /	svaBAva-pratibadDasya ca tad-parityAge svaBAva-parityAga-prasaFgAt /
   tasmādbādhena vopādhirunnīyate, anyathā veti na kaścidviśeṣaḥ /	tasmAt-bADena vA-upADiH-unnIyate, anyaTA vA-iti na kaScid-viSezaH /
   [ku.2.250] etena śrāvaṇatvācchabdatvavadityapi parāstam; atrāpi	[ku.2.250] etena SrAvaNa-tvAt-Sabda-tva-vat-iti-api parAH-tam; atra-api
   tasyaivopādhitvāt /	tasya-eva-upADi-tvAt /
   anyathā gandharūparasasparśā api nityāḥ prasajyeran;	anyaTA ganDa-rUpa-rasa-sparSAH api nityAH prasajyeran;
   ghrāṇādyekaikendriyagrāhyatvāt gandhatvādivadityapi prayogasaukaryāt /	GrANa-Adi-ekEka-indriya-grAhya-tvAt ganDa-tva-Adi-vat-iti-api prayoga-sOkaryAt /
   [ku.2.251] virodhavyabhicārāvasambhāvitāvevātretyasiddhireva (103)śiṣyate	[ku.2.251] viroDa-vyaBicArO=-asamBAvitO=-eva-atra-itya-sidDiH-eva (103)Sizyate
   sāpi nāsti /	sA-api na-asti /
   tathā hi- śabdastāvat "pūrvokta(104)nyāyena	taTA hi SabdaH-tAvat "pUrva-ukta-(104)nyAyena
   svābhāvikatīvramandataratamādibhāvena prakarṣanikarṣavānupalabhyate /	svABAvika-tIvra-manda-taratama-Adi-BAvena prakarza-nikarzavAn-upalaByate /
   iyaṃ ca prakarṣanikarṣavattā kāraṇabhedānuvidhāyinī sarvatropalabdhā /	iyam ca prakarza-nikarza-vat-tA kAraNa-Beda-anuviDAyinI sarvatra-upalabDAH /
   akāraṇakā hi nityāḥ prakarṣavanta eva bhavanti, yathā'kāśādayaḥ; nikṛṣṭā	akAraNakAH hi nityAH prakarzavantaH eva Bavanti, yaTA-akASa-AdayaH; nikRzwA
   eva vā , yathā paramāṇvādayaḥ /	eva vA , yaTA paramANu-AdayaH /
   na tu kiñcadatiśayānāḥ kutaścidapakṛṣyante /	na tu kiQcat-atiSayAnAH kutaScid-apakRzyante /
   tadiyaṃ nityebhyo vyāvartamānā kāraṇavatsu (tāṃ) ca bhavantī	tat-iyam nityeByaH vyAvartamAnA kAraNavatsu (tAM) ca BavantI
   jāyamānatāmādāyaiva viśrāmyatīti pratibandhasiddhau prayujyate- śabdo	jAyamAna-tAm-AdAya-eva viSrAmyati-iti pratibanDa-sidDO prayujyate SabdaH-
   jāyate, prakarṣanikarṣābhyāmupatatvāt mādhuryādivat /	jAyate, prakarza-nikarzAByAm-upata-tvAt mADurya-Adi-vat /
   anyathā niyāmakamantareṇa bhavantī nityeṣvapi sā syāt (bhavatīti nitye 'pi	anyaTA niyAmakam-antareNa BavantI nityezu-api sA syAt (Bavati-iti nitye api
   syāt); niyamahetorabhāvāt /	syAt); niyama-hetoH-aBAvAt /
   śabdādanyatreyaṃ gatiriti cenna- sādhyadharmiṇaṃ vihāyeti	SabdAt-anyatra-iyam gatiH-iti ca-id-na sADya-DarmiNam vihAya-iti
   pratyavasthānasya sarvānumānasulabhatvāt /	pratyavasTAnasya sarva-anumAna-sulaBa-tvAt /
   na ceha (105) vyañjakatāratamyādvyañjanīyatāratamyam;	na ca-iha (105) vyaQjaka-tAratamyAt-vyaQjanIya-tAratamyam;
   asvābhāvikatvaprasaṅgāt /	asvABAvika-tva-prasaFgAt /
   vyavasthitaṃ ca svābhāvikatvam /	vyavasTitam ca svABAvika-tvam /
   na ca vyañjakotpādakābhyāmanyasyānuvidhānamasti /	na ca vyaQjaka-utpAdakAByAm-anyasya-anuviDAnam-asti /
   na ca svābhāvikatvaupādhikatvābhyāmanyaḥ prakāraḥ sambhavati /	na ca svABAvika-tva-OpADika-tvAByAm-anyaH prakAraH samBavati /
   [ku.2.252] ṭhasyādetat /	[ku.2.252] WasyAt-etat /
   tathāpyutpatternityatvena ko virodhaḥ? yena pratibandhasiddhiḥ syāt /	taTA-api-utpatteH-nitya-tvena kaH viroDaH? yena pratibanDa-sidDiH syAt /
   asiddhe ca tasmin, bhavatāṃ vyāpakatvāsiddhaḥ, asmākamaprayojakaḥ	asidDe ca tasmin, BavatAm vyApaka-tva-asidDaH, asmAkam-aprayojakaH
   saugatānāṃ sandigdhavipakṣavṛtti(vyāvṛtti)rayamupakrānto hetuḥ" iti cet-	sOgatAnAm sandigDa-vipakza-vRtti(-vyAvRtti-)rayam-upakrAntaH hetuH" iti ced--
   na /	na /
   idaṃ hyutpattimattvaṃ vināśakāraṇasannidhiviruddhebhyo nityebhyaḥ	idam hi-utpattimat-tvam vinASa-kAraNa-sanniDi-virudDeByaH nityeByaH
   svavyāpakanivṛttau nivartamānaṃ vināśakasannidhimati vināśini viśrāmyatīti	sva-vyApaka-nivRttO nivartamAnam vinASaka-sanniDimati vinASini viSrAmyati-iti
   "vināśakāraṇasannidhānenāvaśyaṃ jāyamānasya bhavitavyamiti kuto	"vinASa-kAraNa-sanniDAnena-avaSyam jAyamAnasya Bavitavyam-iti kuto
   nirṇīta'miti cet- na tadasannidhānaṃ hi na tāvadākāśāderiva	nirNIta-am-iti cet na tat-asanniDAnam hi na tAvat-AkASa-AdeH-iva
   svabhāvavirodhāt; utpattivināśa(śaka)yoḥ saṃsargadarśanāt /	svaBAva-viroDa-at; utpatti-vinASa(Saka)yoH saMsarga-darSanAt /
   aviruddhayorasannidhistu deśaviprakarṣāddhimavadvindhyayoriva syāt /	avirudDayoH-asanniDiH-tu deSa-viprakarzAt-himavat-vinDyayoH-iva syAt /
   deśayorapi viprakarṣo virodhādvā hetvabhāvādvā /	deSayoH-api viprakarzaH viroDAt-vA hetu-aBAvAt-vA /
   pūrvoktādeva na prathamaḥ /	pUrva-uktAt-eva na praTamaH /
   dvitīyastu paṭakuṅkumayoriva syāt, yadi kuṅkumasamāgamādarvāgiva	dvitIyaH-tu pawa-kuFkumayoH-iva syAt, yadi kuFkuma-samAgamAt-arvAk-iva
   pradhvaṃsakasaṃsargādarvāgeva paṭo vinaśyet /	praDvaMsaka-saMsargAt-arvAk-eva pawaH vinaSyet /
   yathā hivināśakāraṇaṃ vinā na vināśaḥ, tathā yadi kuṅkumasamāgamaṃ vinā na	yaTA hivinASa-kAraNam vinA na vinASaH, taTA yadi kuFkuma-samAgamam vinA na
   vināśaḥ paṭasyeti syāt, kastayoḥ saṃsarga vārayet /	vinASaH pawasya-iti syAt, kaH-tayoH saMsarga vArayet /
   tasmādaviruddhayorasaṃsargaḥ kālaviprakarṣaniyamena vyāptaḥ /	tasmAt-avirudDayoH-asaMsargaH kAla-viprakarza-niyamena vyAptaH /
   sa (106)cāto nivartamānaḥ svavyāpyamupādāya nivartata iti	sa (106)cAtas nivartamAnaH sva-vyApyam-upAdAya nivartate iti
   pratibandhasiddhiḥ /	pratibanDa-sidDiH /
   [ku.2.253] ṭhasyādetat /	[ku.2.253] WasyAt-etat /
   yadyevamāsthiraḥśabdaḥ, kathamarthena saṅgatirasyopavabhyate" iti cet-	yadi-evam-AsTiraH-SabdaH, kaTam-arTena saFgatiH-asya-upavaByate" iti ced--
   yathaivārthasyāsthirasya (107)tena /	yaTA-eva-arTasya-asTirasya (107)tena /
   "jātireva padārthaḥ, na vyaktiriti cenna- śabdāttadalābhaprasaṅgāt /	"jAtiH-eva padArTaH, na vyaktiH-iti ced-na SabdAt-tad-alABa-prasaFgAt /
   ākṣepata iti cet- kaḥ khalvayamākṣepo nāma? tāvadanumānam; anantābhiḥsaha	Akzepate iti cet kaH Kalu-ayam-AkzepaH nAma? tAvat-anumAnam; anantABiHsaha
   saṅgativadavinābhāvasyāpi grahītumaśakyatvāt /	saFgati-vat-avinA-BAvasya-api grahItum-aSakyatvAt /
   śakyatve vā, saṅgaterapi tathaiva sugrahatvāt vyaktimātrarūpeṇāvinābhāva"	Sakya-tve vA, saFgateH-api taTA-eva su-graha-tvAt vyakti-mAtra-rUpeNa-avinABAva"
   iti cenna- vyaktitvasya sāmānyasyābhāvāt /	iti ced-na vyakti-tvasya sAmAnyasya-aBAvAt /
   bhāve vā, tadākṣepe 'pi viśeṣānākṣepāt /	BAve vA, tad-Akzepe api viSezAn-AkzepAt /
   vācyatvamapi vā tathaivāstu? kimākṣepeṇa; saṅgateravirodhāditi /	vAcya-tvam-api vA taTA-eva-astu? kim-AkzepeNa; saFgateH-aviroDAt-iti /
   [ku.2.254] arthāpattirākṣepa iti cenna- vyaktyā[ktiṃ] vinā kimanupapannam?	[ku.2.254] arTApattiH-AkzepaH iti ca-id-na vyakti-A[ktiM] vinA kim-anupapannam?
   "jāti'riti cenna- tannāśānutpādadaśāyāmapi sattvāt /	"jAti-ariti ced-na tad-nASa-anutpAda-daSAyAm-api sattvAt /
   "tathāpi na vyaktimātraṃ vine'ti cenna- mātrārthābhāvāt /	"taTA-api na vyakti-mAtram vine-ati ced-na mAtrA-arTa-aBAvAt /
   "vyaktijñānamantareṇa jātijñānamanupapanna'miti cenna- tadabhāve	"vyakti-jQAnam-antareNa jAti-jQAnam-anupapannaH-am-iti ced-na tad-aBAve
   'pyutpādāt /	api-utpAdAt /
   "vyaktiviṣayatāṃ (tvaṃ)vinā jātiviṣayatā tasyānupa(tānupa)panne'ti cenna-	"vyakti-vizaya-tAm (tvaM)vinA jAti-vizaya-tA tasya-anupa(ta-anupa)panne-ati ced-na-
   evaṃ tarhyekajñānagocaratāyāṃ kimanupapannaṃ (108)kiṃ pratipādayediti /	evam tarhi-eka-jQAna-gocara-tAyAm kim-anupapannam (108)kim pratipAdayet-iti /
   "jātīnāmanvayānupapattyā vyaktiravasīyata" iti cenna-	"jAtInAm-anvayAn-upapattyA vyaktiravasIyata" iti ced-na-
   (109)parasparāśrayaprasaṅgāt /	(109)paraspara-ASraya-prasaFgAt /
   [ku.2.255] syādetat- pratibandhaṃ vināpi pakṣadharmatābalāt yathā liṅgaṃ	[ku.2.255] syAt-etat pratibanDam vinA-api pakza-Darma-tA-balAt yaTA liFgam
   viśeṣe paryavasyati, tathā saṅgatiṃ vināpi śabdaḥ śaktiviśeṣādviśeṣe	viSeze paryavasyati, taTA saFgatim vinA-api SabdaH Sakti-viSezAt-viSeze
   paryavasyati /	paryavasyati /
   sa evā'kṣepa ityucyate iti cet- na tāvat pratītiḥ krameṇa;	saH evA-akzepaH iti-ucyate iti cet na tAvat pratItiH krameNa;
   apekṣaṇīyābhāvena viramyavyāpārāyogāt /	apekzaNIya-aBAvena viramya-vyApAra-ayogAt /
   jātipratyāyanamapekṣata iti cet- kṛtaṃ tarhi	jAti-pratyAyanam-apekzate iti cet kRtam tarhi
   śabdaśaktika(ktibhedaka)lpanayā; tāvataiva tatsiddheḥ /	Sabda-Sakti-ka-(kti-Beda-ka)lpanayA; tAvatA-eva tad-sidDeH /
   omiti cenna- vyaktyanālambanāyā jātipratīterasambhavādityuktatvāt;	om-iti ced-na vyakti-anAlambanAyAH jAti-pratIteH-asamBavAt-iti-ukta-tvAt;
   pramāṇāntarāpātaprasaṅgācca /	pramANa-antara-ApAta-prasaFgAt-ca /
   smaraṇaṃ tadityayamadoṣa iti cenna- ananubhūtānanvayaprasaṅgāt /	smaraNam tat-iti-ayam-adozaH iti ca-id-na ananuBUtAn-anvaya-prasaFgAt /
   astvekaiva pratītiriticet- kṛtaṃ tarhi śaktibheda(dvaya)kalpanayā /	astu-ekA-eva pratItiH-iti-cet kRtam tarhi Sakti-Beda(-dvaya)-kalpanayA /
   [ku.2.256] evaṃ ca yathā sāmānyaviṣayā śaktirekaiva tadvati paryavasyati,	[ku.2.256] evam ca yaTA sAmAnya-vizayA SaktiH-ekA-eva tadvati paryavasyati,
   tathā sāmānyāśrayāsaṅgatistadvati paryavasyediti /	taTA sAmAnya-ASraya-AsaFgatiH-tadvati paryavasyet-iti /
   na ca nityā api varṇāḥ svarānupūrvyādihīnāḥ padārthaiḥ saṅgamyante /	na ca nityAH api varNAH svara-An-upUrvi-Adi-hInAH padArTEH saFgamyante /
   na ca tadviśiṣṭatvamapi teṣāṃ nityam /	na ca tad-viSizwa-tvam-api tezAm nityam /
   tasmāttattajjātīyakroḍaniviṣṭā eva padārthāḥ padāni ca sambadhyante, nāto	tasmAt-tad-tad-jAtIya-kroxa-nivizwAH eva padArTAH padAni ca sambaDyante, na-atas-
   'nyatheti, naitadanurodhenāpi śabdasya nityatvamāśaṅkanīyamiti /	anyaTA-iti, na-etat-anuroDena-api Sabdasya nitya-tvam-ASaFkanIyam-iti /
   [ku.2.257] yadā ca varṇā eva na nityāḥ, tadā kaiva kathā	[ku.2.257] yadA ca varNAH eva na nityAH, tadA kA-eva kaTA
   puruṣavivakṣādhīnānupūrvyādiviśiṣṭavarṇasamūharūpāṇāṃ padānām? kutastarāṃ	puruza-vivakzA-aDIna-AnupUrvi-Adi-viSizwa-varNa-samUha-rUpANAm padAnAm? kutastarAm
   ca tatsamūharacanāviśeṣasvabhāvasya vākyasya? kutastamāṃ (māṃ	ca tad-samUha-racanA-viSeza-svaBAvasya vAkyasya? kutas-tamAm (mAm
   ca?)tatsamūhasya vedasya? [ku.2.258] paratantrapuruṣa	ca?)tad-samUhasya vedasya? [ku.2.258] paratantra-puruza
   (110)paramparādhīnatayā pravāhāvicchedameva nityatāṃ brūma iti cet-	(110)parampara-aDIna-tayA pravAha-AvicCedam-eva nityatAm brUmaH iti ced--
   etadapi nāsti; sargapralayasambhavāt /	etat-api nAsti; sarga-pralaya-samBavAt /
   ahorātrasyāhorātrapūrvakatvaniyamāt, karmaṇāṃ viṣamavipākasamayatayā	ahorAtrasya-ahorAtra-pUrvaka-tva-niyamAt, karmaNAm vizama-vipAka-samaya-tayA
   yugapadvṛttinirodhānupapatteḥ, varṇādivyavasthānupapatteḥ,	yugapad-vRtti-niroDa-anupapatteH, varNa-Adi-vyavasTA-anupapatteH,
   samayānupalabdhau(nupapattau)śābdavyavahāravilopaprasaṅgāt,	samaya-anupalabDO(nupapattO)-SAbda-vyavahAra-vilopa-prasaFgAt,
   ghaṭā(ṭapaṭā)disampradāyabhaṅgaprasaṅgācca kathamevamiti cet- [ku.2.259]	Gawa-a(wa-pawA)di-sampradAya-BaFga-prasaFgAt-ca kaTam-evam-iti cet [ku.2.259]
   ucyate- varṣādivad bhavopādhiḥ vṛttirodhaḥ suṣuptivat /	ucyate varza-Adi-vat Bava-upADiH vRtti-roDaH suzupti-vat /
   udbhidvṛścikavadvarṇāḥ māyāvatsamayādayaḥ //2 //	udBid-vRScika-vat-varNAH mAyA-vat-samaya-AdayaH //2 //
   tatpūrvakatvamātre siddhasādhanāt(nam), anantaratatpūrvakatve	tad-pUrvakatva-mAtre sidDa-sADana-at(nam), anantara-tad-pUrvaka-tve
   aprayojakatvāt; varṣādidinapūrvakataddinaniyamabhaṅgavadupapatteḥ /	aprayojaka-tvAt; varza-Adi-dina-pUrvaka-tad-dina-niyama-BaFga-vat-upapatteH /
   rāśyādiviśeṣasaṃsargarūpakālopādhiprayuktaṃ hi tat; tadabhāva eva	rASi-Adi-viSeza-saMsarga-rUpa-kAla-upADi-prayuktam hi tat; tad-aBAvaH eva
   vyāvṛtteḥ /	vyAvRtteH /
   tathehāpi	taTA-iha-api
   sargānuvṛttinimittabrahmāṇḍasthitirūpakālopādhinibandhana(dhiprayukta)tvāttasya,	sarga-anuvRtti-nimitta-brahmANxa-sTiti-rUpa-kAla-upADi-nibanDa-na(Di-prayukta)tvAt-tasya,
   tadabhāva eva vyāvṛttau ko doṣaḥ /	tad-aBAvaH eva vyAvRttO kaH dozaH /
   na ca tadanutpannamanaśvaraṃ vā; avayavitvāt /	na ca tad-anutpannam-anaSvaram vA; avayavi-tvAt /
   [ku.2.260] vṛttinirodhasyāpi suṣuptyavasthāvadupapatteḥ /	[ku.2.260] vRtti-niroDasya-api suzupti-avasTAvat-upapatteH /
   na hi-"aniyatavipākasamayāni karmāṇī'ti tadānīṃ kṛtsnānyeva	na hi-"a-niyata-vipAka-samayAni karmANI-ati tadAnIm kRtsnAni-eva
   bhogā(111)vimukhāni /	Boga-a(111)vimuKAni /
   na hyacetayataḥ kaścidabhogo nāma; virodhāt /	na hi-acetayataH kaScid-aBogaH nAma; viroDAt /
   kastarhi tadānīṃ śarīrasyopayogaḥ? taṃ prati na kaścit /	kaH-tarhi tadAnIm SarIrasya-upayogaH? tam prati na kaScid /
   tarhi kimarthamanuvartate? uttarabhogārtham; cakṣurādivat /	tarhi kimarTam-anuvartate? uttara-Boga-arTam; cakzuH-Adi-vat /
   prāṇiti kimarthaṃ? śvāsapraśvāsasantānenā'yuṣo 'vasthābhedārtham; tena	prANiti kim-arTaM? SvAsa-praSvAsa-santAnenA-ayuzaH avasTA-Beda-arTam; tena
   bho(bhede bho)gaviśeṣasiddheḥ /	Bo(Bede Bo)ga-viSeza-sidDeH /
   [ku.2.261] ekasyaiva tat kathañcidupapadyate, na tu viśvasyeti cet-	[ku.2.261] ekasya-eva tat kaTaQcid-upapadyate, na tu viSvasya-iti ced--
   anantatayā aniyatavipākasamayatayā upamardyepamardakasvabhāvatayā ca	ananta-tayA aniyata-vipAka-samaya-tayA upamardyepamardaka-svaBAva-tayA ca
   karmaṇām, viśvasya, ekasya vā ko viśeṣaḥ, yena tanna bhavet /	karmaNA-am, viSvasya, ekasya vA kaH viSezaH, yena tat-na Bavet /
   bhavati ca sarvasyaiva (112)susvāpaḥ /	Bavati ca sarvasya-eva (112)susvApaH /
   krameṇa, na tu yugapaditi cenna- kāraṇakramāyattatvātkāryakramasya /	krameNa, na tu yugapad-iti ca-id-na kAraNa-krama-Ayatta-tvAt-kArya-kramasya /
   na ca svahetubalāyātaiḥ kāraṇaiḥ krameṇaiva bhavitavyam; aniyatatvādeva	na ca sva-hetu-bala-AyAtEH kAraNEH krameNa-eva Bavitavyam; aniyata-tvAt-eva
   sarvagrāsavat /	sarva-grAsa-vat /
   grahāṇāṃ hyanyadā samāgamāniyame 'pi, tathā kadācit syāt, yathā	grahANAm hi-anyadA samAgama-aniyame api, taTA kadAcid syAt, yaTA
   kalādyaniyame 'pi sarvamaṇḍaloparāgaḥ syāt- tridoṣasannipātavadvā /	kalA-Adi-aniyame api sarva-maNxala-uparAgaH syAt tridoza-sannipAta-vat-vA /
   yathā hi vātapittaśleṣmaṇāṃ cayaprakopapraśamakramāniyame 'pi ekadā	yaTA hi vAta-pitta-SlezmaNAm caya-prakopa-praSama-krama-aniyame api ekadA
   sannipātaḥ syāt, tadā dehasaṃhāraḥ, tathā kālānalapavanamahārṇavānāṃ	sannipAtaH syAt, tadA deha-saMhAraH, taTA kAla-anala-pavana-mahA-arNavAnAm
   sannipāte brahmāṇḍadehapralayāvasthāyāṃ yugapadeva	sannipAte brahmANxa-deha-pralaya-avasTAyAm yugapad-eva
   bhogarahitāścetanāḥsyuriti ko virodhaḥ? /	Boga-rahitAH-cetanAHsyuH-iti kaH viroDaH? /
   tathāpi videhāḥ karmiṇa iti durghaṭamiti cet- kimatra durghaṭam;	taTA-api videhAH karmiNaH iti durGawam-iti cet kim-atra durGawam;
   bhogavirodhavat śarīrendriyaviṣayanimittanirodhādeva tadupapatteḥ /	Boga-viroDa-vat SarIra-indriya-vizaya-nimitta-niroDAt-eva tad-upapatteH /
   [ku.2.262] vṛścikataṇḍulīya(113)kādivat varṇādivyavasthāpyupapadyate /	[ku.2.262] vRScika-taNxulIya(113)ka-Adi-vat varNa-Adi-vyavasTA-api-upapadyate /
   yathā hi vṛścikapūrvakatve 'pi vṛścikasya, gomayādādyaḥ;	yaTA hi vRScika-pUrvaka-tve api vRScikasya, gomayAt-AdyaH;
   taṇḍulīyakapūrvakatve 'pi taṇḍulīyakasya, taṇḍulakaṇādādyaḥ;	taNxulIyaka-pUrvaka-tve api taNxulIyakasya, taNxula-kaNAda-AdyaH;
   vanhipūrvakatve 'pi vanheḥ, araṇerādyaḥ; evaṃ	vanhi-pUrvaka-tve api vanheH, araNeH-AdyaH; evam
   kṣīradadhighṛtatailakadalī(114)kāṇḍādayaḥ tathā	kzIra-daDi-GRta-tEla-kadalI(114)kANxa-AdayaH taTA
   mānuṣapaśugobrāhmaṇapūrvakatve 'pi teṣām,	mAnuza-paSu-go-brAhmaNa-pUrvaka-tve api tezAm-,
   prāthamikāstattatkarmopanibaddhabhūtabhedahetukā eva /	prATamikAH-tad-tad-karma-upanibadDa-BUta-Beda-hetukAH eva /
   sa eva hetuḥ sarvatrānugata iti sarveṣāṃ tatsāntānikānāṃ	saH eva hetuH sarvatra-anugataH iti sarvezAm tad-sAntAnikAnAm
   samānajātīyatvamiti kimasaṅgatam /	samAna-jAtIya-tvam-iti kim-asaFgatam /
   gataṃ tarhi gopūrvako 'yaṃ gotvādityādinā /	gatam tarhi go-pUrvakaH ayam go-tvAt-ityAdinA /
   na gatam; yonijeṣveva vyavasthāpanāt /	na gatam; yoni-jezu-eva vyavasTApanAt /
   mānasāstvanyathāpīti /	mAnasAH-tu-anyaTA-api-iti /
   gomayavṛścikādivadidānīmapi kiṃ[api tathā kiṃ] na syāditi cenna-	gomaya-vRScika-Adi-vat-idAnIm-api kiM[api taTA kiM] na syAt-iti ced-na-
   kālaviśeṣaniyatatvātkāryaviśeṣāṇām /	kAla-viSeza-niyata-tvAt-kArya-viSezANAm /
   na hi varṣāsu gomayācchālūka iti hemante 'pi syā(pi kiṃ na syā)t /	na hi varzAsu gomayAt-SAlUkaH iti hemante api syA(pi kim na syA)t /
   [ku.2.263] samayo 'pyekenaiva, māyāvineva,	[ku.2.263] samayaH api-ekena-eva, mAyA-vinA-iva,
   vyutpādyavyutpādakabhāvāvasthitanānākāryādhiṣṭhānāt vyavahārata eva	vyutpAdya-vyutpAdaka-BAva-avasTita-nAnA-kArya-aDizWAnAt vyavahArataH eva
   sukaraḥ /	sukaraH /
   yathā hi māyāvī sūtrasañcārādhiṣṭhitaṃ dāruputrakam, "idamānaye'ti	yaTA hi mAyAvI sUtra-saQcAra-aDizWitam dAru-putrakam, "idam-Anaye-ati
   prayuṅkte /	prayuFkte /
   sa ca dāruputrakastathā karoti /	sa ca dAru-putrakaH-taTA karoti /
   tadā cetanavyavahārādiva (115)taddharśī bālo vyutpādyate tathā- ihāpi syāt	tadA cetana-vyavahArAt-iva (115)tad-harSI bAlaH vyutpAdyate taTA iha-api syAt-
   kriyāvyutpattirapi tata eva kulālakuvindādīnām /	kriyA-vyutpattiH-api tatas eva kulAla-kuvinda-AdInAm /
   [ku.2.264] sargādāveva kiṃ pramāṇamiti cet viśvasantāno 'yaṃ	[ku.2.264] sarga-AdO=-eva kim pramANam-iti ced viSva-santAnaH ayam
   dṛśyasantānaśūnyaiḥ samavāyibhirārabdhaḥ santānatvāt āraṇeyasantānavat /	dRSya-santAna-SUnyEH samavAyiBiH-ArabDaH santAna-tvAt AraNeya-santAna-vat /
   vartamānabrahmāṇḍaparamāṇavaḥ pūrvamutpāditasajātīyasantānāntarāḥ nityatve	vartamAna-brahmANxa-paramANavaH pUrvam-utpAdita-sajAtIya-santAna-antarAH nitya-tve
   sati tadārambhakatvāt pradīpaparamāṇuvadityādi /	sati tad-AramBaka-tvAt pradIpa-paramANu-vat-ityAdi /
   [ku.2.265]	[ku.2.265]
   avayavānāmāvāpodvāpā(116)dutpattivināśau ca syātām, santānāvicchedaśceti	avayavAnAm-AvApa-udvApa-a(116)dutpatti-vinASO ca syAtAm, santAna-avicCedaH-ca-iti
   ko virodha iti cenna- evaṃ hi (117)pa(gha)ṭādisantānāvicchedo 'pi syāt /	kaH viroDaH iti ced-na evam hi (117)pa(Ga)wa-Adi-santAna-avicCedaH api syAt /
   viparyayastu dṛśyate /	viparyayaH-tu dRSyate /
   kanthādi (118) (kartrādi) bhogaviśeṣasampādanaprayukto 'sāviti cenna-	kanTA-Adi (118) (kartR-Adi) Boga-viSeza-sampAdana-prayuktaH asO=-iti ced-na-
   dvyaṇukeṣu tadabhāvāt /	dvi-aNukezu tad-aBAvAt /
   tathā ca tatrā(tada)vayavānāmapagamābhāve 'nāditvaprasaṅge	taTA ca tatra-a(tad-a)vayavAnAm-apagama-aBAve anAdi-tva-prasaFge
   dvyaṇukatvavyāghātaḥ /	dvi-aNuka-tva-vyAGAtaH /
   tasmāt yatkāryaṃ yannibandhanasthitiḥ, tadapagame tannivṛttiḥ /	tasmAt yat-kAryam yat-nibanDana-sTitiH, tad-apagame tad-nivRttiH /
   yat yaddhetukam, tadupagame tasyotpattiḥ /	yat yat-hetukam, tad-upagame tasya-utpattiH /
   na ca kāryasya sthitinibandhanaṃ nityameva; nityasthitiprasaṅgāt /	na ca kAryasya sTiti-nibanDanam nityam-eva; nitya-sTiti-prasaFgAt /
