   BhP_11.01.001/0 śrī-śuka uvāca	BhP_11.01.001/0 SrI-SukaH uvAca
   BhP_11.14.036/3 dhyātvordhva-mukham unnidram aṣṭa-patraṃ sa-karṇikam	Bhu-_11.14.036/3 DyAtvA-UrDva--muKam unnidram azwa--patram sa-karNikam
   BhP_11.14.037/1 karṇikāyāṃ nyaset sūrya- somāgnīn uttarottaram	BhP_11.14.037/1 karNikAyAm nyaset sUrya soma-agnIn uttarottaram
   BhP_11.14.037/3 vahni-madhye smared rūpaṃ mamaitad dhyāna-maṅgalam	Bhu-_11.14.037/3 vahni--maDye smaret rUpam mama-etat DyAna-maFgalam
   BhP_11.14.038/1 samaṃ praśāntaṃ su-mukhaṃ dīrgha-cāru-catur-bhujam	Bhu-_11.14.038/1 samam praSAntam su-muKam dIrGa-cAru--catur-Bujam
   BhP_11.14.038/3 su-cāru-sundara-grīvaṃ su-kapolaṃ śuci-smitam	BhP_11.14.038/3 su-cAru--sundara-grIvam su-kapolam Suci--smitam
   BhP_11.14.039/1 samāna-karṇa-vinyasta- sphuran-makara-kuṇḍalam	Bhu-_11.14.039/1 samAna--karNa--vinyasta sPuran-makara--kuNxalam
   BhP_11.14.039/3 hemāmbaraṃ ghana-śyāmaṃ śrīvatsa-śrī-niketanam	Bhu-_11.14.039/3 hema-ambaram Gana-SyAmam SrIvatsa--SrI--niketanam
   BhP_11.14.040/1 śaṅkha-cakra-gadā-padma- vanamālā-vibhūṣitam	BhP_11.14.040/1 SaFKa--cakra--gadA--padma vanamAlA--viBUzitam
   BhP_11.14.040/3 nūpurair vilasat-pādaṃ kaustubha-prabhayā yutam	Bhu-_11.14.040/3 nUpurEH vilasat--pAdam kOstuBa--praBayA yutam
   BhP_11.14.041/1 dyumat-kirīṭa-kaṭaka- kaṭi-sūtrāṅgadāyutam	Bhu-_11.14.041/1 dyumat--kirIwa-kawaka kawi-sUtrAFgadA-yutam
   BhP_11.14.041/3 sarvāṅga-sundaraṃ hṛdyaṃ prasāda-sumukhekṣanam	Bhu-_11.14.041/3 sarva-aFga-sundaram hRdyam prasAda--su-muKa-Ikzanam
   BhP_11.14.042/1 su-kumāram abhidhyāyet sarvāṅgeṣu mano dadhat	Bhu-_11.14.042/1 su-kumAram aBiDyAyet sarva-aFgezu manaH daDat-
   BhP_11.14.042/3 indriyāṇīndriyārthebhyo manasākṛṣya tan manaḥ	Bhu-_11.14.042/3 indriyANi-indriya-arTeByaH manasA-AkRzya tat manaH
   BhP_11.14.042/5 buddhyā sārathinā dhīraḥ praṇayen mayi sarvataḥ	Bhu-_11.14.042/5 budDyA sAraTinA DIraH praNayet mayi sarvatas-
   BhP_11.14.043/1 tat sarva-vyāpakaṃ cittam ākṛṣyaikatra dhārayet	Bhu-_11.14.043/1 tat sarva-vyApakam cittam AkRzya-ekatra DArayet-
   BhP_11.14.043/3 nānyāni cintayed bhūyaḥ su-smitaṃ bhāvayen mukham	Bhu-_11.14.043/3 na-anyAni cintayet BUyas su-smitam BAvayet muKam
   BhP_11.14.044/1 tatra labdha-padaṃ cittam ākṛṣya vyomni dhārayet	Bhu-_11.14.044/1 tatra labDa--padam cittam AkRzya vyomni DArayet-
   BhP_11.14.044/3 tac ca tyaktvā mad-āroho na kiñcid api cintayet	Bhu-_11.14.044/3 tat ca tyaktvA mad-ArohaH na kiQcid api cintayet-
   BhP_11.14.045/1 evaṃ samāhita-matir mām evātmānam ātmani	Bhu-_11.14.045/1 evam samAhita-matiH mAm eva-AtmAnam Atmani
   BhP_11.14.045/3 vicaṣṭe mayi sarvātman jyotir jyotiṣi saṃyutam	Bhu-_11.14.045/3 vicazwe mayi sarva-Atman jyotiH jyotizi saMyutam
   BhP_11.14.046/1 dhyānenetthaṃ su-tīvreṇa yuñjato yogino manaḥ	Bhu-_11.14.046/1 DyAnena-itTam su-tIvreNa yuQjataH yoginaH manaH
   BhP_11.14.046/3 saṃyāsyaty āśu nirvāṇaṃ dravya jñāna-kriyā-bhramaḥ	Bhu-_11.14.046/3 saMyAsyati ASu nirvANam dravya jQAna-kriyA--BramaH
   BhP_11.15.001/0 śrī-bhagavān uvāca	Bhu-_11.15.001/0 SrI--BagavAn uvAca
   BhP_11.15.001/1 jitendriyasya yuktasya jita-śvāsasya yoginaḥ	Bhu-_11.15.001/1 jita-indriyasya yuktasya jita--SvAsasya yoginaH
   BhP_11.15.001/3 mayi dhārayataś ceta upatiṣṭhanti siddhayaḥ	Bhu-_11.15.001/3 mayi DArayataH cetaH upatizWanti sidDayaH
   BhP_11.15.002/0 śrī-uddhava uvāca	Bhu-_11.15.002/0 SrI---udDavaH uvAca
   BhP_11.15.002/1 kayā dhāraṇayā kā svit kathaṃ vā siddhir acyuta	BhP_11.15.002/1 kayA DAraNayA kA svid kaTam vA sidDiH acyuta
   BhP_11.15.002/3 kati vā siddhayo brūhi yogināṃ siddhi-do bhavān	Bhu-_11.15.002/3 kati vA sidDayaH brUhi yoginAm sidDi-daH BavAn
   BhP_11.15.003/0 śrī-bhagavān uvāca	Bhu-_11.15.003/0 SrI--BagavAn uvAca
   BhP_11.15.003/1 siddhayo 'ṣṭādaśa proktā dhāraṇā yoga-pāra-gaiḥ	Bhu-_11.15.003/1 sidDayaH azwAdaSa proktA DAraNA yoga-pAra-gEH
   BhP_11.15.003/3 tāsām aṣṭau mat-pradhānā daśaiva guṇa-hetavaḥ	Bhu-_11.15.003/3 tAsAm azwO mat--praDAnAH daSa-eva guNa--hetavaH
   BhP_11.15.004/1 aṇimā mahimā mūrter laghimā prāptir indriyaiḥ	Bhu-_11.15.004/1 aNimA mahimA mUrteH laGimA prAptiH indriyEH
   BhP_11.15.004/3 prākāmyaṃ śruta-dṛṣṭeṣu śakti-preraṇam īśitā	BhP_11.15.004/3 prAkAmyam Sruta--dRzwezu Sakti-preraNam ISitA
   BhP_11.15.005/1 guṇeṣv asaṅgo vaśitā yat-kāmas tad avasyati	Bhu-_11.15.005/1 guNezu asaFgaH vaSitA yat--kAmaH tat avasyati
   BhP_11.15.005/3 etā me siddhayaḥ saumya aṣṭāv autpattikā matāḥ	Bhu-_11.15.005/3 etAH me sidDayaH sOmya azwO OtpattikAH matAH
   BhP_11.15.006/1 anūrmimattvaṃ dehe 'smin dūra-śravaṇa-darśanam	Bhu-_11.15.006/1 anUrmimattvam dehe asmin dUra--SravaNa--darSanam
   BhP_11.15.006/3 mano-javaḥ kāma-rūpaṃ para-kāya-praveśanam	Bhu-_11.15.006/3 mano-javaH kAma-rUpam para-kAya--praveSanam
   BhP_11.15.007/1 svacchanda-mṛtyur devānāṃ saha-krīḍānudarśanam	Bhu-_11.15.007/1 svacCanda--mRtyuH devAnAm saha--krIxA-anudarSanam
   BhP_11.15.007/3 yathā-saṅkalpa-saṃsiddhir ājñāpratihatā gatiḥ	Bhu-_11.15.007/3 yaTA--saFkalpa--saMsidDiH AjQA-pratihatA gatiH
   BhP_11.15.008/1 tri-kāla-jñatvam advandvaṃ para-cittādy-abhijñatā	Bhu-_11.15.008/1 tri-kAla--jQa-tvam advandvam para-citta-Adi--aBijQa-tA
   BhP_11.15.008/3 agny-arkāmbu-viṣādīnāṃ pratiṣṭambho 'parājayaḥ	Bhu-_11.15.008/3 agni--arka-ambu--viza-AdInAm pratizwamBaH aparAjayaH
   BhP_11.15.009/1 etāś coddeśataḥ proktā yoga-dhāraṇa-siddhayaḥ	Bhu-_11.15.009/1 etAH ca-uddeSataH proktAH yoga--DAraNa--sidDayaH
   BhP_11.15.009/3 yayā dhāraṇayā yā syād yathā vā syān nibodha me	Bhu-_11.15.009/3 yayA DAraNayA yA syAt yaTA vA syAt niboDa me
   BhP_11.15.010/1 bhūta-sūkṣmātmani mayi tan-mātraṃ dhārayen manaḥ	Bhu-_11.15.010/1 BUta--sUkzma-Atmani mayi tan--mAtram DArayet manaH
   BhP_11.15.010/3 aṇimānam avāpnoti tan-mātropāsako mama	Bhu-_11.15.010/3 aNimAnam avApnoti tan--mAtra-upAsakaH mama
   BhP_11.15.011/1 mahat-tattvātmani mayi yathā-saṃsthaṃ mano dadhat	Bhu-_11.15.011/1 mahat--tattva-Atmani mayi yaTA--saMsTam manaH daDat-
   BhP_11.15.011/3 mahimānam avāpnoti bhūtānāṃ ca pṛthak pṛthak	Bhu-_11.15.011/3 mahimAnam avApnoti BUtAnAm ca pRTak pRTak-
   BhP_11.15.012/1 paramāṇu-maye cittaṃ bhūtānāṃ mayi rañjayan	Bhu-_11.15.012/1 paramANu-maye cittam BUtAnAm mayi raQjayan
   BhP_11.15.012/3 kāla-sūkṣmārthatāṃ yogī laghimānam avāpnuyāt	BhP_11.15.012/3 kAla--sUkzma-arTa-tAm yogI laGimAnam avApnuyAt-
   BhP_11.15.013/1 dhārayan mayy ahaṃ-tattve mano vaikārike 'khilam	Bhu-_11.15.013/1 DArayat mayi ahaM-tattve manaH vEkArike aKilam
   BhP_11.15.013/3 sarvendriyāṇām ātmatvaṃ prāptiṃ prāpnoti man-manāḥ	Bhu-_11.15.013/3 sarva-indriyANAm Atma-tvam prAptim prApnoti man-manAH
   BhP_11.15.014/1 mahaty ātmani yaḥ sūtre dhārayen mayi mānasam	Bhu-_11.15.014/1 mahati Atmani yaH sUtre DArayet mayi mAnasam
   BhP_11.15.014/3 prākāmyaṃ pārameṣṭhyaṃ me vindate 'vyakta-janmanaḥ	Bhu-_11.15.014/3 prAkAmyam pAramezWyam me vindate avyakta--janmanaH
   BhP_11.15.015/1 viṣṇau try-adhīśvare cittaṃ dhārayet kāla-vigrahe	Bhu-_11.15.015/1 vizNO tri--aDISvare cittam DArayet kAla--vigrahe
   BhP_11.15.015/3 sa īśitvam avāpnoti kṣetrajña-kṣetra-codanām	Bhu-_11.15.015/3 saH ISitvam avApnoti kzetrajQa-kzetra--codanAm
   BhP_11.15.016/1 nārāyaṇe turīyākhye bhagavac-chabda-śabdite	Bhu-_11.15.016/1 nArAyaNe turIya-AKye Bagavac--Sabda--Sabdite
   BhP_11.15.016/3 mano mayy ādadhad yogī mad-dharmā vaśitām iyāt	Bhu-_11.15.016/3 manaH mayi AdaDat yogI mad-DarmA vaSitAm iyAt-
   BhP_11.15.017/1 nirguṇe brahmaṇi mayi dhārayan viśadaṃ manaḥ	Bha-a_11.15.017/1 nirguNe brahmaNi mayi DArayan viSadam manaH
   BhP_11.15.017/3 paramānandam āpnoti yatra kāmo 'vasīyate	Bhu-_11.15.017/3 parama-Anandam Apnoti yatra kAmaH avasIyate
   BhP_11.15.018/1 śvetadvīpa-patau cittaṃ śuddhe dharma-maye mayi	Bhu-_11.15.018/1 SvetadvIpa-patO cittam SudDe Darma--maye mayi
   BhP_11.15.018/3 dhārayañ chvetatāṃ yāti ṣaḍ-ūrmi-rahito naraḥ	Bhu-_11.15.018/3 DArayan Sveta-tAm yAti zaz--Urmi--rahitaH naraH
   BhP_11.15.019/1 mayy ākāśātmani prāṇe manasā ghoṣam udvahan	Bhu-_11.15.019/1 mayi AkASa-Atmani prANe manasA Gozam udvahan
   BhP_11.15.019/3 tatropalabdhā bhūtānāṃ haṃso vācaḥ śṛṇoty asau	Bhu-_11.15.019/3 tatra-upalabDAH BUtAnAm haMsaH vAcaH SRNoti asO
   BhP_11.15.020/1 cakṣus tvaṣṭari saṃyojya tvaṣṭāram api cakṣuṣi	Bhu-_11.15.020/1 cakzuH tvazwari saMyojya tvazwAram api cakzuzi
   BhP_11.15.020/3 māṃ tatra manasā dhyāyan viśvaṃ paśyati dūrataḥ	Bhu-_11.15.020/3 mAm tatra manasA DyAyan viSvam paSyati dUratas-
   BhP_11.15.021/1 mano mayi su-saṃyojya dehaṃ tad-anuvāyunā	Bhu-_11.15.021/1 manaH mayi su-saMyojya deham tad--anuvAyunA
   BhP_11.15.021/3 mad-dhāraṇānubhāvena tatrātmā yatra vai manaḥ	Bhu-_11.15.021/3 mad-DAraNa-anuBAvena tatra-AtmA yatra vE manaH
   BhP_11.15.022/1 yadā mana upādāya yad yad rūpaṃ bubhūṣati	Bhu-_11.15.022/1 yadA manaH upAdAya yat yat rUpam buBUzati
   BhP_11.15.022/3 tat tad bhaven mano-rūpaṃ mad-yoga-balam āśrayaḥ	Bhu-_11.15.022/3 tat tat Bavet mano-rUpam mad--yoga-balam ASrayaH
   BhP_11.15.023/1 para-kāyaṃ viśan siddha ātmānaṃ tatra bhāvayet	Bhu-_11.15.023/1 para-kAyam viSan sidDaH AtmAnam tatra BAvayet-
   BhP_11.15.023/3 piṇḍaṃ hitvā viśet prāṇo vāyu-bhūtaḥ ṣaḍaṅghri-vat	Bhu-_11.15.023/3 piNxam hitvA viSet prANaH vAyu-BUtaH zaz-aFGri-vat-
   BhP_11.15.024/1 pārṣṇyāpīḍya gudaṃ prāṇaṃ hṛd-uraḥ-kaṇṭha-mūrdhasu	Bhu-_11.15.024/1 pArzNya-ApIxya gudam prANam hRd--uraH--kaNWa--mUrDasu
   BhP_11.15.024/3 āropya brahma-randhreṇa brahma nītvotsṛjet tanum	Bhu-_11.15.024/3 Aropya brahma-ranDreNa brahma nItvA-utsRjet tanum
   BhP_11.15.025/1 vihariṣyan surākrīḍe mat-sthaṃ sattvaṃ vibhāvayet	Bhu-_11.15.025/1 viharizyan surA-krIxe mat--sTam sattvam viBAvayet-
   BhP_11.15.025/3 vimānenopatiṣṭhanti sattva-vṛttīḥ sura-striyaḥ	Bhu-_11.15.025/3 vimAnena-upatizWanti sattva-vRttIH sura--striyaH
   BhP_11.15.026/1 yathā saṅkalpayed buddhyā yadā vā mat-paraḥ pumān	Bhu-_11.15.026/1 yaTA saFkalpayet budDyA yadA vA mat--paraH pumAn
   BhP_11.15.026/3 mayi satye mano yuñjaṃs tathā tat samupāśnute	Bhu-_11.15.026/3 mayi satye manaH yuQjan taTA tat samupASnute
   BhP_11.15.027/1 yo vai mad-bhāvam āpanna īśitur vaśituḥ pumān	Bhu-_11.15.027/1 yaH vE mad-BAvam ApannaH ISituH vaSituH pumAn
   BhP_11.15.027/3 kutaścin na vihanyeta tasya cājñā yathā mama	Bhu-_11.15.027/3 kutaScid na vihanyeta tasya ca-AjQA yaTA mama
   BhP_11.15.028/1 mad-bhaktyā śuddha-sattvasya yogino dhāraṇā-vidaḥ	Bhu-_11.15.028/1 mad--BaktyA SudDa--sattvasya yoginaH DAraNA-vidaH
   BhP_11.15.028/3 tasya trai-kālikī buddhir janma-mṛtyūpabṛṃhitā	Bhu-_11.15.028/3 tasya trE-kAlikI budDiH janma--mRtyu-upabRMhitA
   BhP_11.15.029/1 agny-ādibhir na hanyeta muner yoga-mayaṃ vapuḥ	Bhu-_11.15.029/1 agni--AdiBiH na hanyeta muneH yoga--mayam vapuH
   BhP_11.15.029/3 mad-yoga-śānta-cittasya yādasām udakaṃ yathā	Bhu-_11.15.029/3 mad--yoga-SAnta--cittasya yAdasAm udakam yaTA
   BhP_11.15.030/1 mad-vibhūtīr abhidhyāyan śrīvatsāstra-vibhūṣitāḥ	Bhu-_11.15.030/1 mad--viBUtIH aBiDyAyan SrIvatsa-astra--viBUzitAH
   BhP_11.15.030/3 dhvajātapatra-vyajanaiḥ sa bhaved aparājitaḥ	Bhu-_11.15.030/3 Dvaja-Atapatra--vyajanEH sa Bavet aparAjitaH
   BhP_11.15.031/1 upāsakasya mām evaṃ yoga-dhāraṇayā muneḥ	Bhu-_11.15.031/1 upAsakasya mAm evam yoga--DAraNayA muneH
   BhP_11.15.031/3 siddhayaḥ pūrva-kathitā upatiṣṭhanty aśeṣataḥ	Bhu-_11.15.031/3 sidDayaH pUrva--kaTitAH upatizWanti aSezatas-
   BhP_11.15.032/1 jitendriyasya dāntasya jita-śvāsātmano muneḥ	Bhu-_11.15.032/1 jita-indriyasya dAntasya jita-SvAsa-AtmanaH muneH
   BhP_11.15.032/3 mad-dhāraṇāṃ dhārayataḥ kā sā siddhiḥ su-durlabhā	Bhu-_11.15.032/3 mad-DAraNAm DArayataH kA sA sidDiH su-durlaBA
   BhP_11.15.033/1 antarāyān vadanty etā yuñjato yogam uttamam	Bhu-_11.15.033/1 antarAyAn vadanti etAH yuQjataH yogam uttamam
   BhP_11.15.033/3 mayā sampadyamānasya kāla-kṣapaṇa-hetavaḥ	Bhu-_11.15.033/3 mayA sampadyamAnasya kAla--kzapaNa--hetavaH
   BhP_11.15.034/1 janmauṣadhi-tapo-mantrair yāvatīr iha siddhayaḥ	Bhu-_11.15.034/1 janma-ozaDi--tapo-mantrEH yAvatIH iha sidDayaH
   BhP_11.15.034/3 yogenāpnoti tāḥ sarvā nānyair yoga-gatiṃ vrajet	Bhu-_11.15.034/3 yogena-Apnoti tAH sarvAH na-anyEH yoga--gatim vrajet-
   BhP_11.15.035/1 sarvāsām api siddhīnāṃ hetuḥ patir ahaṃ prabhuḥ	BhP_11.15.035/1 sarvAsAm api sidDInAm hetuH patiH aham praBuH
   BhP_11.15.035/3 ahaṃ yogasya sāṅkhyasya dharmasya brahma-vādinām	Bhu-_11.15.035/3 aham yogasya sAFKyasya Darmasya brahma--vAdinAm
   BhP_11.15.036/1 aham ātmāntaro bāhyo 'nāvṛtaḥ sarva-dehinām	Bhu-_11.15.036/1 aham Atma-antaraH bAhyaH anAvRtaH sarva-dehinAm
   BhP_11.15.036/3 yathā bhūtāni bhūteṣu bahir antaḥ svayaṃ tathā	Bhu-_11.15.036/3 yaTA BUtAni BUtezu bahis antar svayam taTA
   BhP_11.16.001/0 śrī-uddhava uvāca	Bhu-_11.16.001/0 SrI---udDavaH uvAca
   BhP_11.16.001/1 tvaṃ brahma paramaṃ sākṣād anādy-antam apāvṛtam	Bhu-_11.16.001/1 tvam brahma paramam sAkzAt anAdy-antam apAvRtam
   BhP_11.16.001/3 sarveṣām api bhāvānāṃ trāṇa-sthity-apyayodbhavaḥ	Bhu-_11.16.001/3 sarvezAm api BAvAnAm trANa--sTiti--apyaya-udBavaH
   BhP_11.16.002/1 uccāvaceṣu bhūteṣu durjñeyam akṛtātmabhiḥ	Bhu-_11.16.002/1 uccAvacezu BUtezu durjQeyam akRtAtmaBiH
   BhP_11.16.002/3 upāsate tvāṃ bhagavan yāthā-tathyena brāhmaṇāḥ	Bhu-_11.16.002/3 upAsate tvAm Bagavan yATA-taTyena brAhmaNAH
   BhP_11.16.003/1 yeṣu yeṣu ca bhūteṣu bhaktyā tvāṃ paramarṣayaḥ	Bhu-_11.16.003/1 yezu yezu ca BUtezu BaktyA tvAm parama-RzayaH
   BhP_11.16.003/3 upāsīnāḥ prapadyante saṃsiddhiṃ tad vadasva me	BhP-_11.16.003/3 upAsInAH prapadyante saMsidDim tat vadasva me
   BhP_11.16.004/1 gūḍhaś carasi bhūtātmā bhūtānāṃ bhūta-bhāvana	Bhu-_11.16.004/1 gUXaH carasi BUtAtmA BUtAnAm BUta-BAvana
   BhP_11.16.004/3 na tvāṃ paśyanti bhūtāni paśyantaṃ mohitāni te	Bhu-_11.16.004/3 na tvAm paSyanti BUtAni paSyantam mohitAni te
   BhP_11.16.005/1 yāḥ kāś ca bhūmau divi vai rasāyāṃ vibhūtayo dikṣu	Bhu-_11.16.005/1 yAH kAH ca BUmO divi vE rasAyAm viBUtayaH dikzu
   mahā-vibhūte	mahA--viBUte
   BhP_11.16.005/3 tā mahyam ākhyāhy anubhāvitās te namāmi te	Bhu-_11.16.005/3 tAH mahyam AKyAhi anuBAvitAH te namAmi te
   tīrtha-padāṅghri-padmam	tIrTa--pada-aFGri--padmam
   BhP_11.16.006/0 śrī-bhagavān uvāca	Bhu-_11.16.006/0 SrI--BagavAn uvAca
   BhP_11.16.006/1 evam etad ahaṃ pṛṣṭaḥ praśnaṃ praśna-vidāṃ vara	Bhu-_11.16.006/1 evam etat aham pRzwaH praSnam praSna-vidAm vara
   BhP_11.16.006/3 yuyutsunā vinaśane sapatnair arjunena vai	Bhu-_11.16.006/3 yuyutsunA vinaSane sapatnEH arjunena vE
   BhP_11.16.007/1 jñātvā jñāti-vadhaṃ garhyam adharmaṃ rājya-hetukam	Bhu-_11.16.007/1 jQAtvA jQAti--vaDam garhyam aDarmam rAjya--hetukam
   BhP_11.16.007/3 tato nivṛtto hantāhaṃ hato 'yam iti laukikaḥ	Bhu-_11.16.007/3 tatas nivRttaH hantA-aham hataH ayam iti lOkikaH
   BhP_11.16.008/1 sa tadā puruṣa-vyāghro yuktyā me pratibodhitaḥ	Bhu-_11.16.008/1 sa tadA puruza--vyAGraH yuktyA me pratiboDitaH
   BhP_11.16.008/3 abhyabhāṣata mām evaṃ yathā tvaṃ raṇa-mūrdhani	Bhu-_11.16.008/3 aByaBAzata mAm evam yaTA tvam raNa--mUrDani
   BhP_11.16.009/1 aham ātmoddhavāmīṣāṃ bhūtānāṃ suhṛd īśvaraḥ	Bhu-_11.16.009/1 aham AtmA-udDava-amIzAm BUtAnAm suhRd ISvaraH
   BhP_11.16.009/3 ahaṃ sarvāṇi bhūtāni teṣāṃ sthity-udbhavāpyayaḥ	Bhu-_11.16.009/3 aham sarvANi BUtAni tezAm sTiti--udBava-apyayaH
   BhP_11.16.010/1 ahaṃ gatir gatimatāṃ kālaḥ kalayatām aham	Bhu-_11.16.010/1 aham gatiH gatimatAm kAlaH kalayatAm aham
   BhP_11.16.010/3 gunāṇāṃ cāpy ahaṃ sāmyaṃ guṇiny autpattiko guṇaḥ	Bhu-_11.16.010/3 gunANAm ca-api aham sAmyam guNini OtpattikaH guNaH
   BhP_11.16.011/1 guṇinām apy ahaṃ sūtraṃ mahatāṃ ca mahān aham	Bhu-_11.16.011/1 guNinAm api aham sUtram mahatAm ca mahAn aham
   BhP_11.16.011/3 sūkṣmāṇām apy ahaṃ jīvo durjayānām ahaṃ manaḥ	Bhu-_11.16.011/3 sUkzmANAm api aham jIvaH durjayAnAm aham manaH
   BhP_11.16.012/1 hiraṇyagarbho vedānāṃ mantrāṇāṃ praṇavas tri-vṛt	Bhu-_11.16.012/1 hiraNyagarBaH vedAnAm mantrANAm praNavaH tri-vRt-
   BhP_11.16.012/3 akṣarāṇām a-kāro 'smi padāni cchandusām aham	Bhu-_11.16.012/3 akzarANAm a-kAraH asmi padAni cCandusAm aham
   BhP_11.16.013/1 indro 'haṃ sarva-devānāṃ vasūnām asmi havya-vāṭ	Bhu-_11.16.013/1 indraH aham sarva-devAnAm vasUnAm asmi havya--vAw
   BhP_11.16.013/3 ādityānām ahaṃ viṣṇū rudrāṇāṃ nīla-lohitaḥ	Bhu-_11.16.013/3 AdityAnAm aham vizNuH rudrANAm nIla-lohitaH
   BhP_11.16.014/1 brahmarṣīṇāṃ bhṛgur ahaṃ rājarṣīṇām ahaṃ manuḥ	Bhu-_11.16.014/1 brahmarzINAm BRguH aham rAjarzINAm aham manuH
   BhP_11.16.014/3 devarṣīṇāṃ nārado 'haṃ havirdhāny asmi dhenuṣu	Bhu-_11.16.014/3 deva-RzINAm nAradaH aham havirDAnI asmi Denuzu
   BhP_11.16.015/1 siddheśvarāṇāṃ kapilaḥ suparṇo 'haṃ patatriṇām	Bhu-_11.16.015/1 sidDeSvarANAm kapilaH suparNaH aham patatriNAm
   BhP_11.16.015/3 prajāpatīnāṃ dakṣo 'haṃ pitṝṇām aham aryamā	Bhu-_11.16.015/3 prajApatInAm dakzaH aham pitLNAm aham aryamA
   BhP_11.16.016/1 māṃ viddhy uddhava daityānāṃ prahlādam asureśvaram	Bhu-_11.16.016/1 mAm vidDi udDava dEtyAnAm prahlAdam asura-ISvaram
   BhP_11.16.016/3 somaṃ nakṣatrauṣadhīnāṃ dhaneśaṃ yakṣa-rakṣasām	Bhu-_11.16.016/3 somam nakzatra-ozaDInAm DaneSam yakza-rakzasAm
   BhP_11.16.017/1 airāvataṃ gajendrāṇāṃ yādasāṃ varuṇaṃ prabhum	Bhu-_11.16.017/1 ErAvatam gaja-indrANAm yAdasAm varuNam praBum
   BhP_11.16.017/3 tapatāṃ dyumatāṃ sūryaṃ manuṣyāṇāṃ ca bhū-patim	Bhu-_11.16.017/3 tapatAm dyumatAm sUryam manuzyANAm ca BU-patim
   BhP_11.16.018/1 uccaiḥśravās turaṅgāṇāṃ dhātūnām asmi kāñcanam	Bhu-_11.16.018/1 uccEHSravAH turaFgANAm DAtUnAm asmi kAQcanam
   BhP_11.16.018/3 yamaḥ saṃyamatāṃ cāham sarpāṇām asmi vāsukiḥ	Bhu-_11.16.018/3 yamaH saMyamatAm ca-aham sarpANAm asmi vAsukiH
   BhP_11.16.019/1 nāgendrāṇām ananto 'haṃ mṛgendraḥ śṛṅgi-daṃṣṭriṇām	Bhu-_11.16.019/1 nAga-indrANAm anantaH aham mRgendraH SRFgi-daMzwriNAm
   BhP_11.16.019/3 āśramāṇām ahaṃ turyo varṇānāṃ prathamo 'nagha	Bhu-_11.16.019/3 ASramANAm aham turyaH varNAnAm praTamaH anaGa
   BhP_11.16.020/1 tīrthānāṃ srotasāṃ gaṅgā samudraḥ sarasām aham	Bhu-_11.16.020/1 tIrTAnAm srotasAm gaFgA samudraH sarasAm aham
   BhP_11.16.020/3 āyudhānāṃ dhanur ahaṃ tripura-ghno dhanuṣmatām	Bhu-_11.16.020/3 AyuDAnAm DanuH aham tripura-GnaH DanuzmatAm
   BhP_11.16.021/1 dhiṣṇyānām asmy ahaṃ merur gahanānāṃ himālayaḥ	Bhu-_11.16.021/1 DizNyAnAm asmi aham meruH gahanAnAm himAlayaH
   BhP_11.16.021/3 vanaspatīnām aśvattha oṣadhīnām ahaṃ yavaḥ	Bhu-_11.16.021/3 vanaspatInAm aSvatTaH ozaDInAm aham yavaH
   BhP_11.16.022/1 purodhasāṃ vasiṣṭho 'haṃ brahmiṣṭhānāṃ bṛhaspatiḥ	Bhu-_11.16.022/1 puroDasAm vasizWaH aham brahmizWAnAm bRhaspatiH
   BhP_11.16.022/3 skando 'haṃ sarva-senānyām agraṇyāṃ bhagavān ajaḥ	Bhu-_11.16.022/3 skandaH aham sarva-senAnyAm agraNyAm BagavAn ajaH
   BhP_11.16.023/1 yajñānāṃ brahma-yajño 'haṃ vratānām avihiṃsanam	Bhu-_11.16.023/1 yajQAnAm brahma-yajQaH aham vratAnAm avihiMsanam
   BhP_11.16.023/3 vāyv-agny-arkāmbu-vāg-ātmā śucīnām apy ahaṃ śuciḥ	Bhu-_11.16.023/3 vAyu--agni--arka-ambu--vAc--AtmA SucInAm api aham SuciH
   BhP_11.16.024/1 yogānām ātma-saṃrodho mantro 'smi vijigīṣatām	Bhu-_11.16.024/1 yogAnAm Atma--saMroDaH mantraH asmi vijigIzatAm
   BhP_11.16.024/3 ānvīkṣikī kauśalānāṃ vikalpaḥ khyāti-vādinām	Bhu-_11.16.024/3 AnvIkzikI kOSalAnAm vikalpaH KyAti--vAdinAm
   BhP_11.16.025/1 strīṇāṃ tu śatarūpāhaṃ puṃsāṃ svāyambhuvo manuḥ	Bhu-_11.16.025/1 strINAm tu Sata-rUpA-aham puMsAm svAyamBuvaH manuH
   BhP_11.16.025/3 nārāyaṇo munīnāṃ ca kumāro brahmacāriṇām	Bhu-_11.16.025/3 nArAyaNaH munInAm ca kumAraH brahmacAriNAm
   BhP_11.16.026/1 dharmāṇām asmi sannyāsaḥ kṣemāṇām abahir-matiḥ	Bhu-_11.16.026/1 DarmANAm asmi sannyAsaH kzemANAm abahir-matiH
   BhP_11.16.026/3 guhyānāṃ su-nṛtaṃ maunaṃ mithunānām ajas tv aham	Bhu-_11.16.026/3 guhyAnAm su-nRtam mOnam miTunAnAm ajaH tu aham
   BhP_11.16.027/1 saṃvatsaro 'smy animiṣām ṛtūnāṃ madhu-mādhavau	Bhu-_11.16.027/1 saMvatsaraH asmi animizAm RtUnAm maDu--mADavO
