   REFERENCE SYSTEM:	RA-eFA-eRENCE SYSTEM:
   4 2 2 14 01a tisro vāca udīrate gāvo mimanti dhenavaḥ .	4 2 2 14 01a tisraH vAcaH udIrate gAvaH mimanti DenavaH .
   4 2 2 14 01c harireti kanikradat .. 869	4 2 2 14 01t hariH-eti kanikradat .. 869
   4 2 2 14 02a abhi brahmīranūṣata yahvīrṛtasya mātaraḥ .	4 2 2 14 02a aBi brahmIH-anUzata yahvIrRtasya mAtaraH .
   4 2 2 14 02c marjayantīrdivaḥ śiśum .. 870	4 2 2 14 02t marjayantIH-divaH SiSum .. 870
   4 2 2 14 03a rāyaḥ samudrāṃścaturo 'smabhyaṃ soma viśvataḥ .	4 2 2 14 03a rAyaH samudrAn=-caturaH asmaByam soma viSvatas .
   4 2 2 14 03c ā pavasva sahasriṇaḥ .. 871	4 2 2 14 03t A pavasva sahasriNaH .. 871
   4 2 2 15 01a sutāso madhumattamāḥ somā indrāya mandinaḥ .	4 2 2 15 01a sutAsaH maDumattamAH somAH indrAya mandinaH .
   4 2 2 15 01c pavitravanto akṣaraṃ devāngacchantu vo madāḥ .. 872	4 2 2 15 01t pavitravantaH akzaram devAn-gacCantu vaH madAH .. 872
   4 2 2 15 02a indurindrāya pavata iti devāso abruvan .	4 2 2 15 02aH induH-indrAya pavate iti devAsaH abruvan .
   4 2 2 15 02c vācaspatirmakhasyate viśvasyeśāna ojasāḥ .. 873	4 2 2 15 02t vAcaspatiH-maKasyate viSvasya-ISAne ojasAH .. 873
   4 2 2 15 03a sahasradhāraḥ pavate samudro vācamīṅkhayaḥ .	4 2 2 15 03a sahasra-DAraH pavate samudraH vAcamIFKayaH .
   4 2 2 15 03c somaspatī rayīṇāṃ sakhendrasya divedive .. 874	4 2 2 15 03t somaspatiH rayINAm saKa-indrasya divedive .. 874
   4 2 2 16 01a pavitraṃ te vitataṃ brahmaṇaspate prabhurgātrāṇi paryeṣi	4 2 2 16 01a pavitram te vitatam brahmaNaspate praBuH-gAtrANi paryezi
   viśvataḥ .	viSvatas .
   4 2 2 16 01c ataptatanūrna tadāmo aśnute śṛtāsa idvahantaḥ saṃ tadāśata ..	4 2 2 16 01t atapta-tanUH-na tadAmaH aSnute SRtAsaH idvahantaH sam tadASata ..
   4 2 2 16 02a tapoṣpavitraṃ vitataṃ divaspade 'rcanto asya tantavo	4 2 2 16 02a tapozpavitram vitatam diva-spade arcantaH asya tantavaH-
   vyasthiran .	vyasTiran .
   4 2 2 16 02c avantyasya pavītāramāśavo divaḥ pṛṣṭhamadhi rohanti tejasā ..	4 2 2 16 02t avantyasya pavItAram-ASavaH divaH pRzWam-aDi rohanti tejasA ..
   4 2 2 16 03a arūrucaduṣasaḥ pṛśniragriya ukṣā mimeti bhuvaneṣu vājayuḥ .	4 2 2 16 03a aru-Uru-ca-duzasaH pRSniH-agriyaH ukzA mima-iti Buvanezu vAjayuH .
   4 2 2 16 03c māyāvino mamire asya māyayā nṛcakṣasaḥ pitaro garbhamā dadhuḥ	4 2 2 16 03c mAyAvinaH mamire asya mAyayA nR-cakzasaH pitaraH garBamAH daDuH
   4 2 2 17 01a pra maṃhiṣṭhāya gāyata ṛtāvne bṛhate śukraśociṣe .	4 2 2 17 01a pra maMhizWAya gAyate RtAvne bRhate Sukra-Socize .
   4 2 2 17 01c upastutāso agnaye .. 878	4 2 2 17 01c upastutAsaH agnaye .. 878
   4 2 2 17 02a ā vaṃsate maghavā vīravadyaśaḥ samiddho dyumnyāhutaḥ .	4 2 2 17 02aH A vaMsate maGavA vIra-vat-yaSaH samidDaH dyumni-AhutaH .
   4 2 2 17 02c kuvinno asya sumatirbhavīyasyacchā vājebhirāgamat .. 879	4 2 2 17 02d kuvinnaH asya sumatiH-BavIyasi-acCA vAjeBiH-Agamat .. 879
   4 2 2 18 01a taṃ te madaṃ gṛṇīmasi vṛṣaṇaṃ pṛkṣu sāsahim .	4 2 2 18 01a tam te madam gRNImasi vRzaNam pRkzu sa-asahim .
   4 2 2 18 01c u lokakṛtnumadrivo hariśriyam .. 880	4 2 2 18 01t u loka-kRt-numadrivaH hari-Sriyam .. 880
   4 2 2 18 02a yena jyotīṃṣyāyave manave ca viveditha .	4 2 2 18 02a yena jyotIMzi-Ayave manave ca vivediTa .
   4 2 2 18 02c mandāno asya barhiṣo vi rājasi .. 881	4 2 2 18 02t mandAnaH asya barhizaH vi rAjasi .. 881
   4 2 2 18 03a tadadyā citta ukthino 'nu ṣṭuvanti pūrvathā .	4 2 2 18 03a tat-adyA citte ukTinaH anu zwuvanti pUrvaTA .
   4 2 2 18 03c vṛṣapatnīrapo jayā divedive .. 882	4 2 2 18 03t vRzapatnIrapaH jayA divedive .. 882
   4 2 2 19 01a śrudhī havaṃ tiraścyā indra yastvā saparyati .	4 2 2 19 01aH SruDI havam tiraScyAH indra yaH-tvA sa-paryati .
   4 2 2 19 01c suvīryasya gomato rāyaspūrdhi mahāṃ asi .. 883	4 2 2 19 01c su-vIryasya gomataH rAyaspUrDi mahAm asi .. 883
   4 2 2 19 02a yasta indra navīyasīṃ giraṃ mandrāmajījanat .	4 2 2 19 02a yaH-te indra navIyasIm giram mandrAm-ajIjanat .
   4 2 2 19 02c cikitvinmanasaṃ dhiyaṃ pratnāmṛtasya pipyuṣīm .. 884	4 2 2 19 02t cikitvid-manasam Diyam pratna-amRtasya pipyuzIm .. 884
   4 2 2 19 03a tamu ṣṭavāma yaṃ gira indramukthāni vāvṛdhuḥ .	4 2 2 19 03a tamu zwavAma yam giraH indramukTAni vAvRDuH .
   4 2 2 19 03c purūṇyasya nauṃsyā siṣāsanto vanāmahe .. 885	4 2 2 19 03t purUNi-asya nOMsyA sizAsantaH vanAmahe .. 885
   tṛtīya prapāṭhakaḥ . prathamo 'rdhaḥ	tRtIya prapAWakaH . praTamaH arDaH
   4 3 1 01 01a pra ta āśvinīḥ pavamāna dhenavo divyā asṛgranpayasā dharīmaṇi	4 3 1 01 01a pra te ASvinIH pavamAna DenavaH divyA asRgran-payasA DarImaNi
   4 3 1 01 01c prāntarikṣātsthāvirīste asṛkṣata ye tvā mṛjantyṛṣiṣāṇa	4 3 1 01 01t prAntarikzAt-sTAvirIH-te asRkzata ye tvA mRjanti-RzizANa
   vedhasaḥ .. 886	veDasaH .. 886
   4 3 1 01 02a ubhayataḥ pavamānasya raśmayo dhruvasya sataḥ pari yanti	4 3 1 01 02aH uBayatas pavamAnasya raSmayaH Druvasya sataH pari yanti
   ketavaḥ .	ketavaH .
   4 3 1 01 02c yadī pavitre adhi mṛjyate hariḥ sattā ni yonau kalaśeṣu	4 3 1 01 02t yadI pavitre aDi mRjyate hariH sattA ni yonO kalaSezu
   sīdati .. 887	sIdati .. 887
   4 3 1 01 03a viśvā dhāmāni viśvacakṣa ṛbhvasaḥ prabhoṣṭe sataḥ pari yanti	4 3 1 01 03a viSvA DAmAni viSva-cakzaH RBvasaH praBA-uzwe sataH pari yanti
   ketavaḥ .	ketavaH .
   4 3 1 01 03c vyānaśī pavase soma dharmaṇā patirviśvasya bhuvanasya rājasi	4 3 1 01 03t vyAna-SI pavase soma DarmaNA patiH-viSvasya Buvanasya rAjasi
   4 3 1 02 01a pavamāno ajījanaddivaścitraṃ na tanyatum .	4 3 1 02 01a pavamAnaH ajIjanat-divaH-citram na tanyatum .
   4 3 1 02 01c jyotirvaiśvānaraṃ bṛhat .. 889	4 3 1 02 01t jyotiH-vESvAnaram bRhat .. 889
   4 3 1 02 02a pavamāna rasastava mado rājannaducchunaḥ .	4 3 1 02 02a pavamAna rasaH-tava madaH rAjan-naducCunaH .
   4 3 1 02 02c vi vāramavyamarṣati .. 890	4 3 1 02 02t vi vAram-avyamarzati .. 890
   4 3 1 02 03a pavamānasya te raso dakṣo vi rājati dyumān .	4 3 1 02 03a pavamAnasya te rasaH dakzaH vi rAjati dyumAn .
   4 3 1 02 03c jyotirviśvaṃ svardṛśe .. 891	4 3 1 02 03t jyotiH-viSvam svardRSe .. 891
   4 3 1 03 01a pra yadgāvo na bhūrṇayastveṣā ayāso akramuḥ .	4 3 1 03 01a pra yat-gAvaH na BUrNayaH-tu-ezA ayAsaH akramuH .
   4 3 1 03 01c ghnantaḥ kṛṣṇāmapa tvacam .. 892	4 3 1 03 01t GnantaH kRzNAm-apa tvacam .. 892
   4 3 1 03 02a suvitasya manāmahe 'ti setuṃ durāyyam .	4 3 1 03 02a suvitasya manAmahe ati setum durAyyam .
   4 3 1 03 02c sāhyāma dasyumavratam .. 893	4 3 1 03 02t sAhyAma dasyum-avratam .. 893
   4 3 1 03 03a śṛṇve vṛṣṭeriva svanaḥ pavamānasya śuṣmiṇaḥ .	4 3 1 03 03a SRNve vRzweH-iva svanaH pavamAnasya SuzmiNaH .
   4 3 1 03 03c caranti vidyuto divi .. 894	4 3 1 03 03t caranti vidyutaH divi .. 894
   4 3 1 03 04a ā pavasva mahīmiṣaṃ gomadindo hiraṇyavat .	4 3 1 03 04aH A pavasva mahI-mizam gomadindaH hiraNya-vat .
   4 3 1 03 04c aśvavatsoma vīravat .. 895	4 3 1 03 04t aSva-vat-soma vIra-vat .. 895
   4 3 1 03 05a pavasva viśvacarṣaṇa ā mahī rodasī pṛṇa .	4 3 1 03 05a pavasva viSvacarzaNa A mahI rodasI pRNaH .
   4 3 1 03 05c uṣāḥ sūryo na raśmibhiḥ .. 896	4 3 1 03 05t uzAH sUryaH na raSmiBiH .. 896
   4 3 1 03 06a pari naḥ śarmayantyā dhārayā soma viśvataḥ .	4 3 1 03 06a pari naH SarmayantyA DArayA soma viSvatas .
   4 3 1 03 06c sarā raseva viṣṭapam .. 897	4 3 1 03 06t sarAH rasa-iva vizwapam .. 897
   4 3 1 04 01a āśurarṣa bṛhanmate pari priyeṇa dhāmnā .	4 3 1 04 01aH ASuH-arza bRhanmate pari priyeNa DAmnA .
   4 3 1 04 01c yatra devā iti bruvan .. 898	4 3 1 04 01t yatra devAH iti bruvan .. 898
   4 3 1 04 02a pariṣkṛṇvannaniṣkṛtaṃ janāya yātayanniṣaḥ .	4 3 1 04 02a parizkRNu-an=-a-nizkRtam janAya yAtayat-nizaH .
   4 3 1 04 02c vṛṣṭiṃ divaḥ pari srava .. 899	4 3 1 04 02t vRzwim divaH pari srava .. 899
   4 3 1 04 03a ayaṃ sa yo divaspari raghuyāmā pavitra ā .	4 3 1 04 03aH ayam sa yaH divaspari raGu-yAmA pavitraH A .
   4 3 1 04 03c sindhorūrmā vyakṣarat .. 900	4 3 1 04 03t sinDoH-UrmA vyakzarat .. 900
   4 3 1 04 04a suta eti pavitra ā tviṣiṃ dadhāna ojasā .	4 3 1 04 04a sutaH eti pavitraH A tu-izim daDAnaH ojasA .
   4 3 1 04 04c vicakṣāṇo virocayan .. 901	4 3 1 04 04t vicakzANaH virocayan .. 901
   4 3 1 04 05a āvivāsanparāvato atho arvāvataḥ sutaḥ .	4 3 1 04 05e AvivAsan-parAvataH aTo arvAvataH sutaH .
   4 3 1 04 05c indrāya sicyate madhu .. 902	4 3 1 04 05t indrAya sicyate maDu .. 902
   4 3 1 04 00a samīcīnā anūṣata hariṃ hinvantyadribhiḥ .	4 3 1 04 00a samIcInAH anUzata harim hinvanti-adriBiH .
   4 3 1 04 00c indumindrāya pītaye .. 903	4 3 1 04 00t indum-indrAya pItaye .. 903
   4 3 1 05 01a hinvanti sūramusrayaḥ svasāro jāmayaspatim .	4 3 1 05 01a hinvanti sUra-musrayaH svasAraH jAmayaspatim .
   4 3 1 05 01c mahāminduṃ mahīyuvaḥ .. 904	4 3 1 05 01t mahAm-indum mahIyuvaH .. 904
   4 3 1 05 02a pavamāna rucārucā devo devebhyaḥ sutaḥ .	4 3 1 05 02a pavamAna rucA-arucAH devaH deveByaH sutaH .
   4 3 1 05 02c viśvā vasūnyā viśa .. 905	4 3 1 05 02t viSvA vasUnyAH viSaH .. 905
   4 3 1 05 03a ā pavamāna suṣṭutiṃ vṛṣṭiṃ devebhyo duvaḥ .	4 3 1 05 03aH A pavamAna suzwutim vRzwim deveByaH duvaH .
   4 3 1 05 03c iṣe pavasva saṃyatam .. 906	4 3 1 05 03t ize pavasva saMyatam .. 906
   4 3 1 06 01a janasya gopā ajaniṣṭa jāgṛviragniḥ sudakṣaḥ suvitāya navyase	4 3 1 06 01a janasya gopAH ajanizwa jAgRviH-agniH sudakzaH suvitAya navyase
   4 3 1 06 01c ghṛtapratīko bṛhatā divispṛṣā dyumadvi bhāti bharatebhyaḥ	4 3 1 06 01t GRta-pratIkaH bRhatA divispRzA dyumadvi BAti BarateByaH
   śuciḥ .. 907	SuciH .. 907
   4 3 1 06 02a tvāmagne aṅgiraso guhā hitamanvavindañchiśriyāṇaṃ vanevane .	4 3 1 06 02a tvAm-agne aFgirasaH guhA hitam-anu-avindan-SiSriyANam vanevane .
   4 3 1 06 02c sa jāyase mathyamānaḥ saho mahatvāmāhuḥ sahasasputramaṅgiraḥ	4 3 1 06 02c sa jAyase maTyamAnaH sahaH mahatvAm-AhuH sahasa-sputram-aFgiraH
   4 3 1 06 03a yajñasya ketuṃ prathamaṃ purohitamagniṃ narastriṣadhasthe	4 3 1 06 03a yajQasya ketum praTamam purohitam-agnim naraH-trizaDa-sTe
   samindhate .	saminDate .
   4 3 1 06 03c indreṇa devaiḥ sarathaṃ sa barhiṣi sīdanni hotā yajathāya	4 3 1 06 03t indreNa devEH sa-raTam sa barhizi sIdanni hotA yajaTAya
   sukratuḥ .. 909	sukratuH .. 909
   4 3 1 07 01a ayaṃ vāṃ mitrāvaruṇā sutaḥ soma ṛtāvṛdhā .	4 3 1 07 01aH ayam vAm mitrAvaruNA sutaH somaH RtAvRDAH .
   4 3 1 07 01c mamediha śrutaṃ havam .. 910	4 3 1 07 01c mamet-iha Srutam havam .. 910
   4 3 1 07 02a rājānāvanabhidruhā dhruve sadasyuttame .	4 3 1 07 02a rAjAnO=-anaBidruhA Druve sadasi-uttame .
   4 3 1 07 02c sahasrasthūṇa āśāte .. 911	4 3 1 07 02t sahasra-sTUNaH ASAte .. 911
   4 3 1 07 03a tā samrājā ghṛtāsutī ādityā dānunaspatī .	4 3 1 07 03a tA samrAjA GRtAsutI AdityA dAnunaspatI .
   4 3 1 07 03c sacete anavahvaram .. 912	4 3 1 07 03t sacete anavahvaram .. 912
   4 3 1 08 01a indro dadhīco asthabhirvṛtrāṇyapratiṣkutaḥ .	4 3 1 08 01aH indraH daDIcaH asTaBiH-vRtrANi-apratizkutaH .
   4 3 1 08 01c jaghāna navatīrnava .. 913	4 3 1 08 01c jaGAna navatIH-navaH .. 913
   4 3 1 08 02a icchannaśvasya yacchiraḥ parvateṣvapaśritam .	4 3 1 08 02aH icCan=-aSvasya yat-SiraH parvatezu-apaSritam .
   4 3 1 08 02c tadvidaccharyaṇāvati .. 914	4 3 1 08 02t tad-vidat-SaryaNAvati .. 914
   4 3 1 08 03a atrāha goramanvata nāma tvaṣṭurapīcyam .	4 3 1 08 03aH atra-Aha goramanvata nAma tvazwuH-apIcyam .
   4 3 1 08 03c itthā candramaso gṛhe .. 915	4 3 1 08 03t itTA candramasaH gRhe .. 915
   4 3 1 09 01a iyaṃ vāmasya manmana indrāgnī pūrvyastutiḥ .	4 3 1 09 01aH iyam vAmasya mad-manaH indra-agnI pUrvya-stutiH .
   4 3 1 09 01c abhrādvṛṣṭirivājani .. 916	4 3 1 09 01t aBrAt-vRzwiH-iva-ajani .. 916
   4 3 1 09 02a śṛṇutaṃ jariturhavamindrāgnī vanataṃ giraḥ .	4 3 1 09 02a SRNutam jarituH-havam-indra-agnI vanatam giraH .
   4 3 1 09 02c īśānā pipyataṃ dhiyaḥ .. 917	4 3 1 09 02t ISAnA pipyatam DiyaH .. 917
   4 3 1 09 03a mā pāpatvāya no narendrāgnī mābhiśastaye .	4 3 1 09 03a mA pApa-tvAya naH narendra-agnI mA-aBiSastaye .
   4 3 1 09 03c mā no rīradhataṃ nide .. 918	4 3 1 09 03c mA naH rIraDatam nide .. 918
   4 3 1 10 01a pavasva dakṣasādhano devebhyaḥ pītaye hare .	4 3 1 10 01a pavasva dakza-sADanaH deveByaH pItaye hare .
   4 3 1 10 01c marudbhyo vāyave madaḥ .. 919	4 3 1 10 01t marudByaH vAyave madaH .. 919
   4 3 1 10 02a saṃ devaiḥ śobhate vṛṣā kaviryonāvadhi priyaḥ .	4 3 1 10 02a sam devEH SoBate vRzA kaviH-yona-avaDi priyaH .
   4 3 1 10 02c pavamāno adābhyaḥ .. 920	4 3 1 10 02c pavamAnaH adAByaH .. 920
   4 3 1 10 03a pavamāna dhiyā hito3 'bhi yoniṃ kanikradat .	4 3 1 10 03a pavamAna DiyA hito3 aBi yonim kanikradat .
   4 3 1 10 03c dharmaṇā vāyumāruhaḥ .. 921	4 3 1 10 03t DarmaNA vAyum-AruhaH .. 921
   4 3 1 11 01a tavāhaṃ soma rāraṇa sakhya indo divedive .	4 3 1 11 01a tava-aham soma rAraNa saKyaH indo divedive .
   4 3 1 11 01c purūṇi babhro ni caranti māmava paridhīṃ rati tāṃihi .. 922	4 3 1 11 01t purUNi baBraH ni caranti mAm-ava pariDIm rati tAMihi .. 922
   4 3 1 11 02a tavāhaṃ naktamuta soma te divā duhāno babhra ūdhani .	4 3 1 11 02a tava-aham naktam-uta soma te divA duhAnaH baBraH UDani .
   4 3 1 11 02c ghṛṇā tapantamati sūryaṃ paraḥ śakunā iva paptima .. 923	4 3 1 11 02t GRNA tapantam-ati sUryam paraH SakunAH iva paptimaH .. 923
   4 3 1 12 01a punāno akramīdabhi viśvā mṛdho vicarṣaṇiḥ .	4 3 1 12 01a punAnaH akramIt-aBi viSvA mRDaH vicarzaNiH .
   4 3 1 12 01c śumbhanti vipraṃ dhītibhiḥ .. 924	4 3 1 12 01t SumBanti vipram DItiBiH .. 924
   4 3 1 12 02a ā yonimaruṇo ruhadgamadindraṃ vṛṣā sutam .	4 3 1 12 02aH A yonim-aruNaH ruhadgamat-indram vRzA sutam .
   4 3 1 12 02c dhruve sadasi sīdatu .. 925	4 3 1 12 02t Druve sadasi sIdatu .. 925
   4 3 1 12 03a nū no rayiṃ mahāmindo 'smabhyaṃ soma viśvataḥ .	4 3 1 12 03a nU naH rayim mahAmindaH asmaByam soma viSvatas .
   4 3 1 12 03c ā pavasva sahasriṇam .. 926	4 3 1 12 03t A pavasva sahasriNam .. 926
   4 3 1 13 01a pibā somamindra madantu tvā yaṃ te suṣāva haryaśvādriḥ .	4 3 1 13 01a pibA somam-indra madantu tvA yam te suzAva haryaSva-adriH .
   4 3 1 13 01c soturbāhubhyāṃ suyato nārvā .. 927	4 3 1 13 01t sotuH-bAhuByAm suyataH na-arvAH .. 927
   4 3 1 13 02a yaste mado yujyaścārurasti yena vṛtrāṇi haryaśva haṃsi .	4 3 1 13 02a yaH-te madaH yujyaH-cAruH-asti yena vRtrANi haryaSva haMsi .
   4 3 1 13 02c sa tvāmindra prabhūvaso mamattu .. 928	4 3 1 13 02c sa tvAm-indra praBUvasaH mamat-tu .. 928
   4 3 1 13 03a bodhā su me maghavanvācamemāṃ yāṃ te vasiṣṭho arcati	4 3 1 13 03a boDA su me maGavan-vAcam-emAm yAm te vasizWaH arcati
   praśastim .	praSastim .
   4 3 1 13 03c imā brahma sadhamāde juṣasva .. 929	4 3 1 13 03t imAH brahma saDamAde juzasva .. 929
   4 3 1 14 01a viśvāḥ pṛtanā abhibhūtaraṃ naraḥ sajūstatakṣurindraṃ	4 3 1 14 01a viSvAH pRtanA aBiBUtaram naraH sajUsta-takzuH-indram
   jajanuśca rājase .	jajanuH-ca rAjase .
   4 3 1 14 01c kratve vare sthemanyāmurīmutogramojiṣṭhaṃ tarasaṃ tarasvinam	4 3 1 14 01t kratve vare sTemanyAmurI-muta-ugramojizWam tarasam tarasvinam
   4 3 1 14 02a nemiṃ namanti cakṣasā meṣaṃ viprā abhisvare .	4 3 1 14 02a nemim namanti cakzasA mezam viprAH aBisvare .
   4 3 1 14 02c sudītayo vo adruho 'pi karṇe tarasvinaḥ samṛkvabhiḥ .. 931	4 3 1 14 02t sudItayaH vaH adruhaH api karNe tarasvinaH samRkvaBiH .. 931
   4 3 1 14 03a samu rebhaso asvarannindraṃ somasya pītaye .	4 3 1 14 03a samu reBasaH asvaran=-indram somasya pItaye .
   4 3 1 14 03c svaḥpatiryadī vṛdhe dhṛtavrato hyojasā samūtibhiḥ .. 932	4 3 1 14 03c svaHpatiH-yadI vRDe DRta-vrataH hi-ojasA samUtiBiH .. 932
   4 3 1 15 01a yo rājā carṣaṇīnāṃ yātā rathebhiradhriguḥ .	4 3 1 15 01a yaH rAjA carzaNInAm yAtAH raTeBiH-aDriguH .
   4 3 1 15 01c viśvāsāṃ tarutā pṛtanānāṃ jyeṣṭhaṃ yo vṛtrahā gṛṇe .. 933	4 3 1 15 01t viSvAsAm taru-tA pRtanAnAm jyezWam yaH vRtrahA gRNe .. 933
   4 3 1 15 02a indraṃ taṃ śumbhya puruhanmannavase yasya dvitā vidharttari .	4 3 1 15 02aH indram tam SumBya puruhat-man=-avase yasya dvitA viDarttari .
   4 3 1 15 02c hastena vajraḥ prati dhāyi darśato mahāṃ devo na sūryaḥ ..	4 3 1 15 02t hastena vajraH prati DAyi darSataH mahAm devaH na sUryaH ..
   4 3 1 16 01a pari priyā divaḥ kavirvayāṃsi naptyorhitaḥ .	4 3 1 16 01a pari priyA divaH kaviH-vayAMsi naptyoH-hitaH .
   4 3 1 16 01c svānairyāti kavikratuḥ .. 935	4 3 1 16 01t svAnEH-yAti kavi-kratuH .. 935
   4 3 1 16 02a sa sūnurmātarā śucirjāto jāte arocayat .	4 3 1 16 02a sa sUnuH-mAtarA SuciH-jAtaH jAte arocayat .
   4 3 1 16 02c mahānmahī ṛtāvṛdhā .. 936	4 3 1 16 02t mahAn-mahI RtAvRDAH .. 936
   4 3 1 16 03a prapra kṣayāya panyase janāya juṣṭo adruhaḥ .	4 3 1 16 03a prapra kzayAya panyase janAya juzwaH adruhaH .
   4 3 1 16 03c vītyarṣa paniṣṭaye .. 937	4 3 1 16 03t vIti-arza panizwaye .. 937
   4 3 1 17 01a tvaṃ hyā3ṃṅga daivyā pavamāna janimāni dyumattamaḥ .	4 3 1 17 01a tvam hi-A3MFga dEvyA pavamAna janimAni dyumattamaH .
   4 3 1 17 01c amṛtatvāya ghoṣayan .. 938	4 3 1 17 01t amRta-tvAya Gozayan .. 938
   4 3 1 17 02a yenā navagvo dadhyaṅṅaporṇute yena viprāsa āpire .	4 3 1 17 02a yenA navagvaH daDi-aFFapa-UrNute yena viprAsaH Apire .
   4 3 1 17 02c devānāṃ sumne amṛtasya cāruṇo yena śravāṃsyāśata .. 939	4 3 1 17 02t devAnAm sumne amRtasya ca-aruNaH yena SravAMsi-ASata .. 939
   4 3 1 18 01a somaḥ punāna ūrmiṇāvyaṃ vāraṃ vi dhāvati .	4 3 1 18 01a somaH punAnaH UrmiNA-avyam vAram vi DAvati .
   4 3 1 18 01c agre vācaḥ pavamānaḥ kanikradat .. 940	4 3 1 18 01t agre vAcaH pavamAnaH kanikradat .. 940
   4 3 1 18 02a dhībhirmṛjanti vājinaṃ vane krīḍantamatyavim .	4 3 1 18 02a DIBiH-mRjanti vAjinam vane krIxantam-atyavim .
   4 3 1 18 02c abhi tripṛṣṭhaṃ matayaḥ samasvaran .. 941	4 3 1 18 02t aBi tri-pRzWam matayaH sama-svaran .. 941
   4 3 1 18 03a asarji kalaśāṃ abhi mīḍhvāntsaptirna vājayuḥ .	4 3 1 18 03a asarji kalaSAm aBi mIXvA-antsaptiH-na vAjayuH .
   4 3 1 18 03c punāno vācaṃ janayannasiṣyadat .. 942	4 3 1 18 03t punAnaH vAcam janayan=-asizya-dat .. 942
   4 3 1 19 01a somaḥ pavate janitā matīnāṃ janitā divo janitā pṛthivyāḥ .	4 3 1 19 01a somaH pavate janitA matInAm janitA divaH janitA pRTivyAH .
   4 3 1 19 01c janitāgnerjanitā sūryasya janitendrasya janitota viṣṇoḥ ..	4 3 1 19 01t janita-agneH-janitA sUryasya janita-indrasya janita-uta vizNoH ..
   4 3 1 19 02a brahmā devānāṃ padavīḥ kavīnāṃ ṛṣirviprāṇāṃ mahiṣomṛgāṇām .	4 3 1 19 02a brahmA devAnAm padavIH kavInAm RziH-viprANAm mahizaH-mRgANAm .
   4 3 1 19 02c śyeno gṛdhrāṇāṃ svadhitirvanānāṃ somaḥ pavitramatyeti rebhan	4 3 1 19 02t SyenaH gRDrANAm svaDitiH-vanAnAm somaH pavitram-atyeti reBan
   4 3 1 19 03a prāvīvipadvāca ūrmiṃ na sindhurgira stomānpavamāno manīṣāḥ .	4 3 1 19 03a prAvIvipadvAcaH Urmim na sinDuH-gira stomAn-pavamAnaH manIzAH .
   4 3 1 19 03c antaḥ paśyanvṛjanemāvarāṇyā tiṣṭhati vṛṣabho goṣu jānan ..	4 3 1 19 03t antar paSyan-vRjanemAvarANyA tizWati vRzaBaH gozu jAnan ..
   4 3 1 20 01a agniṃ vo vṛdhantamadhvarāṇāṃ purūtamam .	4 3 1 20 01a agnim vaH vRDantam-aDvarANAm purUtamam .
   4 3 1 20 01c acchā naptre sahasvate .. 946	4 3 1 20 01t acCA naptre sahasvate .. 946
   4 3 1 20 02a ayaṃ yathā na ābhuvattvaṣṭā rūpeva takṣyā .	4 3 1 20 02aH ayam yaTA naH ABuvat-tvazwA rUpA-iva takzyA .
   4 3 1 20 02c asya kratvā yaśasvataḥ .. 947	4 3 1 20 02c asya kratvA yaSasvataH .. 947
   4 3 1 20 03a ayaṃ viśvā abhi śriyo 'gnirdeveṣu patyate .	4 3 1 20 03aH ayam viSvA aBi SriyaH agniH-devezu patyate .
   4 3 1 20 03c ā vājairupa no gamat .. 948	4 3 1 20 03t A vAjEH-upa naH gamat .. 948
   4 3 1 21 01a imamindra sutaṃ piba jyeṣṭhamamartyaṃ madam .	4 3 1 21 01aH imam-indra sutam piba jyezWam-amartyam madam .
   4 3 1 21 01c śukrasya tvābhyakṣarandhārā ṛtasya sādane .. 949	4 3 1 21 01t Sukrasya tvA-aByakzaran-DArAH Rtasya sAdane .. 949
   4 3 1 21 02a na kiṣṭvadrathītaro harī yadindra yacchase .	4 3 1 21 02a na kizwu-adraTI-itaraH harI yat-indra yacCase .
   4 3 1 21 02c na kiṣṭvānu majmanā na kiḥ svaśva ānaśe .. 950	4 3 1 21 02d na kizwvA-anu majmanAH na kiH svaSvaH AnaSe .. 950
   4 3 1 21 03a indrāya nūnamarcatokthāni ca bravītana .	4 3 1 21 03aH indrAya nUnam-arcata-ukTAni ca bravItanaH .
   4 3 1 21 03c sutā amatsurindavo jyeṣṭhaṃ namasyatā sahaḥ .. 951	4 3 1 21 03c sutAH amatsuH-indavaH jyezWam namasyatA sahaH .. 951
   4 3 1 22 01a indra juṣasva pra vahā yāhi śūra hariha .	4 3 1 22 01aH indra juzasva pra vahAH yAhi SUra hari-ha .
   4 3 1 22 01c pibā sutasya matirna madhoścakānaścārurmadāya .. 952	4 3 1 22 01d pibA sutasya matiH-na maDoScakAnaH-cAruH-madAya .. 952
   4 3 1 22 02a indra jaṭharaṃ navyaṃ na pṛṇasva madhordivo na .	4 3 1 22 02aH indra jaWaram navyam na pRNasva maDoH-divaH na .
   4 3 1 22 02c asya sutasya svā3rnopa tvā madāḥ suvāco asthuḥ .. 953	4 3 1 22 02c asya sutasya svA3rna-upa tvA madAH su-vAcaH asTuH .. 953
   4 3 1 22 03a indrasturāṣāṇmitro na jaghāna vṛtraṃ yatirna .	4 3 1 22 03aH indraH-turAzANmitraH na jaGAna vRtram yatiH-na .
