   mātṛkā 1	mAtRkA 1
   prakāśaṃ krayataḥ śuddhiḥ kretuḥ steyaṃ rahaḥ krayāt // Nar_7.2 //	prakASam krayataH SudDiH kretuH steyam rahaH krayAt // Nar_7.2 //
   asvāmyanumatād dāsād asataś ca janād rahaḥ /	asvAmi-anumatAt dAsAt asataH ca janAt rahaH /
   hīnamūlyam avelāyāṃ krīṇaṃs taddoṣabhāg bhavet // Nar_7.3 //	hIna-mUlyam avelAyAm krINan tad-doza-BAj Bavet // Nar_7.3 //
   na gūhetāgamaṃ kretā śuddhis tasya tadāgamāt /	na gUhet-Agamam kretA SudDiH tasya tad-AgamAt /
   viparyaye tulyadoṣaḥ steyadaṇḍaṃ ca so 'rhati // Nar_7.4 //	viparyaye tulya-dozaH steya-daNxam ca saH arhati // Nar_7.4 //
   vikretā svāmine 'rthaṃ ca kretur mūlyaṃ ca tatkṛtam /	vikretA svAmine arTam ca kretuH mUlyam ca tad-kRtam /
   dadyād daṇḍaṃ tathā rājñe vidhir asvāmivikraye // Nar_7.5 //	dadyAt daNxam taTA rAjQe viDiH asvAmi-vikraye // Nar_7.5 //
   pareṇa nihitaṃ labdhvā rājany upaharen nidhim /	pareNa nihitam labDvA rAjani upaharet niDim /
   rājagāmī nidhiḥ sarvaḥ sarveṣāṃ brāhmaṇād ṛte // Nar_7.6 //	rAja-gAmI niDiH sarvaH sarvezAm brAhmaNAt Rte // Nar_7.6 //
   brāhmaṇo 'pi nidhiṃ labdhvā kṣipraṃ rājñe nivedayet /	brAhmaNaH api niDim labDvA kzipram rAjQe nivedayet /
   tena dattaṃ ca bhūñjīta stenaḥ syād anivedayan // Nar_7.7 //	tena dattam ca BUQjIta stenaH syAt anivedayan // Nar_7.7 //
   svam apy arthaṃ tathā naṣṭaṃ labdhvā rājñe nivedayet /	svam api arTam taTA nazwam labDvA rAjQe nivedayet /
   gṛhṇīyāt tatra taṃ śuddham aśuddhaṃ syāt tato 'nyathā // Nar_7.8 //	gRhNIyAt tatra tam SudDam aSudDam syAt tatas anyaTA // Nar_7.8 //
   8.krītānuśayaḥ	8.krIta-anuSayaH
   vikrīya paṇyaṃ mūlyena kretur yan na pradīyate /	vikrIya paNyam mUlyena kretuH yat na pradIyate /
   vikrīyāsaṃpradānaṃ tad vivādapadam ucyate // Nar_8.1 //	vikrIya-asaMpradAnam tat vivAda-padam ucyate // Nar_8.1 //
   loke 'smin dvividhaṃ dravyaṃ jaṅgamaṃ sthāvaraṃ tathā /	loke asmin dviviDam dravyam jaFgamam sTAvaram taTA /
   krayavikrayadharmeṣu sarvaṃ tat paṇyam ucyate // Nar_8.2 //	kraya-vikraya-Darmezu sarvam tat paNyam ucyate // Nar_8.2 //
   ṣaḍvidhas tasya tu budhair dānādānavidhiḥ smṛtaḥ /	zaxviDaH tasya tu buDEH dAna-AdAna-viDiH smRtaH /
   gaṇimaṃ tulimaṃ meyaṃ kriyayā rūpataḥ śriyā // Nar_8.3 //	gaNimam tulimam meyam kriyayA rUpataH SriyA // Nar_8.3 //
   vikrīya paṇyaṃ mūlyena kretur yo na prayacchati /	vikrIya paNyam mUlyena kretuH yaH na prayacCati /
   sthāvarasya kṣayaṃ dāpyo jaṅgamasya kriyāphalam // Nar_8.4 //	sTAvarasya kzayam dApyaH jaFgamasya kriyA-Palam // Nar_8.4 //
   arghaś ced apahīyeta sodayaṃ paṇyam āvahet /	arGaH ced apahIyeta sa-udayam paNyam Avahet /
   sthāyinām eṣa niyamo diglābho digvicāriṇām // Nar_8.5 //	sTAyinAm eza niyamaH diS-lABaH diS-vicAriNAm // Nar_8.5 //
   upahanyeta vā paṇyaṃ dahyetāpahriyeta vā /	upahanyeta vA paNyam dahyeta-apahriyeta vA /
   vikretur eva so 'nartho vikrīyāsamprayacchataḥ // Nar_8.6 //	vikretuH eva saH anarTaH vikrIya-asamprayacCataH // Nar_8.6 //
   nirdoṣaṃ darśayitvā tu sadoṣaṃ yaḥ prayacchati /	nirdozam darSayitvA tu sa-dozam yaH prayacCati /
   mūlyaṃ taddviguṇaṃ dāpyo vinayaṃ tāvad eva ca // Nar_8.7 //	mUlyam tad-dviguNam dApyaH vinayam tAvat eva ca // Nar_8.7 //
   tathānyahaste vikrīya yo 'nyasmai saṃprayacchati /	taTA-anya-haste vikrIya yaH anyasmE saMprayacCati /
   so 'pi taddviguṇaṃ dāpyo vineyas tāvad eva ca // Nar_8.8 //	saH api tad-dviguNam dApyaH vineyaH tAvat eva ca // Nar_8.8 //
   dīyamānaṃ na gṛhṇāti krītaṃ paṇyaṃ ca yaḥ krayī /	dIyamAnam na gRhNAti krItam paNyam ca yaH krayI /
   vikrīṇānas tad anyatra vikretā nāparādhnuyāt // Nar_8.9 //	vikrINAnaH tat anyatra vikretA na-aparADnuyAt // Nar_8.9 //
   dattamūlyasya paṇyasya vidhir eṣa prakīrtitaḥ /	datta-mUlyasya paNyasya viDiH eza prakIrtitaH /
   adatte 'nyatra samayān na vikretur atikramaḥ // Nar_8.10 //	adatte anyatra samayAt na vikretuH atikramaH // Nar_8.10 //
   lābhārthe vaṇijāṃ sarva- paṇyeṣu krayavikrayaḥ /	lABa-arTe vaNijAm sarva paNyezu kraya-vikrayaH /
   sa ca lābho 'rgham āsādya mahān bhavati vā na vā // Nar_8.11 //	sa ca lABaH arGam AsAdya mahAn Bavati vA na vA // Nar_8.11 //
   tasmād deśe ca kāle ca vaṇig arghaṃ parākramet /	tasmAt deSe ca kAle ca vaNij arGam parAkramet /
   na jihmena pravarteta śreyān evaṃ vaṇikpathaḥ // Nar_8.12 //	na jihmena pravarteta SreyAn evam vaNikpaTaH // Nar_8.12 //
   9.vikrīyāsaṃpradānam	9.vikrIya-asaMpradAnam
   krītvā mūlyena yaḥ paṇyaṃ kretā na bahu manyate /	krItvA mUlyena yaH paNyam kretA na bahu manyate /
   krītvānuśaya ity etad vivādapadam ucyate // Nar_9.1 //	krItvA-anuSayaH iti etat vivAda-padam ucyate // Nar_9.1 //
   krītvā mūlyena yat paṇyaṃ duṣkrītaṃ manyate krayī /	krItvA mUlyena yat paNyam duzkrItam manyate krayI /
   vikretuḥ pratideyaṃ tat tasminn evāhny avikṣatam // Nar_9.2 //	vikretuH pratideyam tat tasmin eva-ahni avikzatam // Nar_9.2 //
   dvitīye 'hni dadat kretā mūlyāt triṃśāṃśam āvahet /	dvitIye ahni dadat kretA mUlyAt triMSa-aMSam Avahet /
   dviguṇaṃ tat tṛtīye 'hni parataḥ kretur eva tat // Nar_9.3 //	dviguNam tat tRtIye ahni paratas kretuH eva tat // Nar_9.3 //
   kretā paṇyaṃ parīkṣeta prāk svayaṃ guṇadoṣataḥ /	kretA paNyam parIkzeta prAk svayam guNa-dozataH /
   parīkṣyābhimataṃ krītaṃ vikretur na bhavet punaḥ // Nar_9.4 //	parIkzya-aBimatam krItam vikretuH na Bavet punar // Nar_9.4 //
   tryahād dohyaṃ parīkṣeta pañcāhād vāhyam eva tu /	tri-ahAt dohyam parIkzeta paQca-ahAt vAhyam eva tu /
   muktāvajrapravālānāṃ saptāhaṃ syāt parīkṣaṇam // Nar_9.5 //	muktA-vajra-pravAlAnAm sapta-aham syAt parIkzaNam // Nar_9.5 //
   dvipadām ardhamāsaṃ syāt puṃsāṃ taddviguṇaṃ striyāḥ /	dvipadAm arDa-mAsam syAt puMsAm tad-dviguNam striyAH /
   daśāhaṃ sarvabījānām ekāhaṃ lohavāsasām // Nar_9.6 //	daSa-aham sarva-bIjAnAm eka-aham loha-vAsasAm // Nar_9.6 //
   paribhuktaṃ ca yad vāsaḥ kliṣṭarūpaṃ malīmasam /	pariBuktam ca yat vAsaH klizwa-rUpam malImasam /
   sadoṣam api vikrītaṃ vikretur na bhavet punaḥ // Nar_9.7 //	sa-dozam api vikrItam vikretuH na Bavet punar // Nar_9.7 //
   mūlyāṣṭabhāgo hīyeta sakṛd dhautasya vāsasaḥ /	mUlya-azwa-BAgaH hIyeta sakRt DOtasya vAsasaH /
   dviḥ pādas tris tribhāgas tu catuḥkṛtvo 'rdham eva ca // Nar_9.8 //	dvis pAdaH tris tri-BAgaH tu catur-kRtvas arDam eva ca // Nar_9.8 //
   ardhakṣayāt tu parataḥ pādāṃśāpacayaḥ kramāt /	arDa-kzayAt tu paratas pAda-aMSa-apacayaH kramAt /
   yāvat kṣīṇadaśaṃ jīrṇaṃ jīrṇasyāniyamaḥ kṣaye // Nar_9.9 //	yAvat kzINa-daSam jIrNam jIrNasya-aniyamaH kzaye // Nar_9.9 //
   lohānām api sarveṣāṃ hetur agnikriyāvidhau /	lohAnAm api sarvezAm hetuH agni-kriyA-viDO /
   kṣayaḥ saṃskriyamāṇānāṃ teṣāṃ dṛṣṭo 'gnisaṃgamāt // Nar_9.10 //	kzayaH saMskriyamANAnAm tezAm dRzwaH agni-saMgamAt // Nar_9.10 //
   suvarṇasya kṣayo nāsti rajate dvipalaṃ śatam /	suvarNasya kzayaH na-asti rajate dvi-palam Satam /
   śatam aṣṭapalaṃ jñeyaṃ kṣayas syāt trapusīsayoḥ // Nar_9.11 //	Satam azwa-palam jQeyam kzayaH syAt trapu-sIsayoH // Nar_9.11 //
   tāmre pañcapalaṃ vidyād vikārā ye ca tanmayāḥ /	tAmre paQca-palam vidyAt vikArAH ye ca tad-mayAH /
   taddhātūnām anekatvād ayaso 'niyamaḥ kṣaye // Nar_9.12 //	tad-DAtUnAm aneka-tvAt ayasaH aniyamaH kzaye // Nar_9.12 //
   tāntavasya ca saṃskāre kṣayavṛddhī udāhṛte /	tAntavasya ca saMskAre kzaya-vRdDI udAhRte /
   sūtrakārpāsikorṇānāṃ vṛddhir daśapalaṃ śatam // Nar_9.13 //	sUtra-kArpAsika-UrNAnAm vRdDiH daSa-palam Satam // Nar_9.13 //
   sthūlasūtravatāṃ teṣāṃ madhyānāṃ pañcakaṃ śatam /	sTUla-sUtravatAm tezAm maDyAnAm paQcakam Satam /
   tripalaṃ tu susūkṣmāṇām antaḥkṣaya udāhṛtaḥ // Nar_9.14 //	tri-palam tu su-sUkzmANAm antar-kzayaH udAhRtaH // Nar_9.14 //
   triṃśāṃśo romaviddhasya kṣayaḥ karmakṛtasya tu /	triMSa-aMSaH roma-vidDasya kzayaH karma-kRtasya tu /
   kauṣeyavalkalānāṃ tu naiva vṛddhir na ca kṣayaḥ // Nar_9.15 //	kOzeya-valkalAnAm tu na-eva vRdDiH na ca kzayaH // Nar_9.15 //
   krītvā nānuśayaṃ kuryād vaṇik paṇyavicakṣaṇaḥ /	krItvA na-anuSayam kuryAt vaNij paNya-vicakzaNaH /
   vṛddhikṣayau tu jānīyāt paṇyānām āgamaṃ tathā // Nar_9.16 //	vRdDi-kzayO tu jAnIyAt paNyAnAm Agamam taTA // Nar_9.16 //
   10.samayasyānapākarma	10.-samayasya-anapAkarma
   pāṣaṇḍanaigamādīnāṃ sthitiḥ samaya ucyate /	pAzaNxa-nEgama-AdInAm sTitiH samayaH ucyate /
   samayasyānapākarma tad vivādapadaṃ smṛtam // Nar_10.1 //	samayasya-anapAkarma tat vivAda-padam smRtam // Nar_10.1 //
   pāṣaṇḍanaigamaśreṇī- pūgavrātagaṇādiṣu /	pAzaNxa-nEgama-SreNI pUga-vrAta-gaNa-Adizu /
   saṃrakṣet samayaṃ rājā durge janapade tathā // Nar_10.2 //	saMrakzet samayam rAjA durge janapade taTA // Nar_10.2 //
   yo dharmaḥ karma yac caiṣām upasthānavidhiś ca yaḥ /	yaH DarmaH karma yat ca-ezAm upasTAna-viDiH ca yaH /
   yac caiṣāṃ vṛttyupādānam anumanyeta tat tathā // Nar_10.3 //	yat ca-ezAm vRtti-upAdAnam anumanyeta tat taTA // Nar_10.3 //
   pratikūlaṃ ca yad rājñaḥ prakṛtyavamataṃ ca yat /	pratikUlam ca yat rAjQaH prakRti-avamatam ca yat /
   bādhakaṃ ca yad arthānāṃ tat tebhyo vinivartayet // Nar_10.4 //	bADakam ca yat arTAnAm tat teByaH vinivartayet // Nar_10.4 //
   mithaḥ saṃghātakaraṇam ahitaṃ śastradhāraṇam /	miTas saMGAta-karaNam ahitam Sastra-DAraNam /
   parasparopaghātaṃ ca teṣāṃ rājā na marṣayet // Nar_10.5 //	paraspara-upaGAtam ca tezAm rAjA na marzayet // Nar_10.5 //
   pṛthag gaṇāṃś ca ye bhindyus te vineyā viśeṣataḥ /	pRTak gaNAn ca ye BindyuH te vineyAH viSezataH /
   āvaheyur bhayaṃ ghoraṃ vyādhivat te hy upekṣitāḥ // Nar_10.6 //	AvaheyuH Bayam Goram vyADi-vat te hi upekzitAH // Nar_10.6 //
   doṣavat karaṇaṃ yat syād anāmnāyaprakalpitam /	dozavat karaNam yat syAt anAmnAya-prakalpitam /
   pravṛttam api tad rājā śreyaskāmo nivartayet // Nar_10.7 //	pravRttam api tat rAjA SreyaskAmaH nivartayet // Nar_10.7 //
   11.kṣetrajavivādaḥ	11.kzetraja-vivAdaH
   setukedāramaryādā- vikṛṣṭākṛṣṭaniścayāḥ /	setu-kedAra-maryAdA vikRzwa-AkRzwa-niScayAH /
   kṣetrādhikārā yatra syur vivādaḥ kṣetrajas tu saḥ // Nar_11.1 //	kzetra-aDikArAH yatra syuH vivAdaH kzetrajaH tu saH // Nar_11.1 //
   kṣetrasīmāvirodheṣu sāmantebhyo viniścayaḥ /	kzetra-sImA-viroDezu sAmanteByaH viniScayaH /
   nagaragrāmagaṇino ye ca vṛddhatamā narāḥ // Nar_11.2 //	nagara-grAma-gaNinaH ye ca vRdDatamAH narAH // Nar_11.2 //
   grāmasīmāsu ca bahir ye syus tatkṛṣijīvinaḥ /	grAma-sImAsu ca bahis ye syuH tad-kRzi-jIvinaH /
   gopaśākunikavyādhā ye cānye vanagocarāḥ // Nar_11.3 //	gopa-SAkunika-vyADAH ye ca-anye vana-gocarAH // Nar_11.3 //
   samunnayeyus te sīmāṃ lakṣaṇair upalakṣitām /	samunnayeyuH te sImAm lakzaNEH upalakzitAm /
   tuṣāṅgārakapālaiś ca kumbhair āyatanair drumaiḥ // Nar_11.4 //	tuza-aFgAra-kapAlEH ca kumBEH AyatanEH drumEH // Nar_11.4 //
   abhijñātaiś ca valmīka- sthalanimnonnatādibhiḥ /	aBijQAtEH ca valmIka sTala-nimna-unnata-AdiBiH /
   kedārārāmamārgaiś ca purāṇaiḥ setubhis tathā // Nar_11.5 //	kedAra-ArAma-mArgEH ca purANEH setuBiH taTA // Nar_11.5 //
   nimnagāpahṛtotsṛṣṭa- naṣṭacihnāsu bhūmiṣu /	nimnagA-apahRta-utsRzwa nazwa-cihnAsu BUmizu /
   tatpradeśānumānāc ca pramāṇair bhogadarśanaiḥ // Nar_11.6 //	tad-pradeSa-anumAnAt ca pramANEH Boga-darSanEH // Nar_11.6 //
   atha ced anṛtaṃ brūyuḥ sāmantās tadviniścaye /	aTa ced anRtam brUyuH sAmantAH tad-viniScaye /
   sarve pṛthak pṛthag daṇḍyā rājñā madhyamasāhasam // Nar_11.7 //	sarve pRTak pRTak daNxyAH rAjQA maDyamasAhasam // Nar_11.7 //
   gaṇavṛddhādayas tv anye daṇḍaṃ dāpyāḥ pṛthak pṛthak /	gaNa-vRdDa-AdayaH tu anye daNxam dApyAH pRTak pRTak /
   vineyāḥ prathamena syuḥ sāhasenānṛte sthitāḥ // Nar_11.8 //	vineyAH praTamena syuH sAhasena-anRte sTitAH // Nar_11.8 //
   naikaḥ samunnayet sīmāṃ naraḥ pratyayavān api /	na-ekaH samunnayet sImAm naraH pratyayavAn api /
   gurutvād asya dharmasya kriyaiṣā bahuṣu sthitā // Nar_11.9 //	guru-tvAt asya Darmasya kriyA-ezA bahuzu sTitAH // Nar_11.9 //
   ekaś ced unnayet sīmāṃ sopavāsaḥ samāhitaḥ /	ekaH ced unnayet sImAm sa-upavAsaH samAhitaH /
   raktamālyāmbaradharaḥ kṣitim āropya mūrdhani // Nar_11.10 //	rakta-mAlya-ambara-DaraH kzitim Aropya mUrDani // Nar_11.10 //
   yadā ca na syur jñātāraḥ sīmāyā na ca lakṣaṇam /	yadA ca na syuH jQAtAraH sImAyAH na ca lakzaNam /
   tadā rājā dvayoḥ sīmām uddhared iṣṭataḥ svayam // Nar_11.11 //	tadA rAjA dvayoH sImAm udDaret izwatas svayam // Nar_11.11 //
   etenaiva gṛhodyāna- nipānāyatanādiṣu /	etena-eva gRha-udyAna nipAna-Ayatana-Adizu /
   vivādavidhir ākhyātas tathā grāmāntareṣu ca // Nar_11.12 //	vivAda-viDiH AKyAtaH taTA grAma-antarezu ca // Nar_11.12 //
   avaskarasthalaśvabhra- bhramasyandanikādibhiḥ /	avaskara-sTala-SvaBra Brama-syandanikA-AdiBiH /
   catuṣpathasurasthāna- rathyāmārgān na rodhayet // Nar_11.13 //	catuzpaTa-sura-sTAna raTyA-mArgAn na roDayet // Nar_11.13 //
   parakṣetrasya madhye tu setur na pratiṣidhyate /	para-kzetrasya maDye tu setuH na pratiziDyate /
   mahāguṇo 'lpabādhaś ca vṛddhir iṣṭā kṣaye sati // Nar_11.14 //	mahA-guNaH alpa-bADaH ca vRdDiH izwA kzaye sati // Nar_11.14 //
   setus tu dvididho jñeyaḥ kheyo bandhyas tathaiva ca /	setuH tu dvi-diDaH jQeyaH KeyaH banDyaH taTA-eva ca /
   toyapravartanān kheyo bandhyaḥ syāt tannivartanāt // Nar_11.15 //	toya-pravartanAn KeyaH banDyaH syAt tad-nivartanAt // Nar_11.15 //
   nāntareṇodakaṃ sasyaṃ naśyed abhyudakena tu /	na-antareNa-udakam sasyam naSyet aByudakena tu /
   ya evānudake doṣaḥ sa evābhyudake smṛtaḥ // Nar_11.16 //	yaH eva-anudake dozaH saH eva-aByudake smRtaH // Nar_11.16 //
   pūrvapravṛttam utsannam apṛṣṭvā svāminaṃ tu yaḥ /	pUrva-pravRttam utsannam apRzwvA svAminam tu yaH /
   setuṃ pravartayet kaścin na sa tatphalabhāg bhavet // Nar_11.17 //	setum pravartayet kaScid na sa tad-Pala-BAj Bavet // Nar_11.17 //
   mṛte tu svāmini punas tadvaṃśye vāpi mānave /	mRte tu svAmini punar tad-vaMSye vA-api mAnave /
   rājānam āmantrya tataḥ prakuryāt setukarma tat // Nar_11.18 //	rAjAnam Amantrya tatas prakuryAt setu-karma tat // Nar_11.18 //
   ato 'nyathā kleśabhāk syān mṛgavyādhānudarśanāt /	atas anyaTA kleSa-BAj syAt mRga-vyADa-anudarSanAt /
   iṣavas tasya naśyanti yo viddham anuvidhyati // Nar_11.19 //	izavaH tasya naSyanti yaH vidDam anuviDyati // Nar_11.19 //
   aśaktapretanaṣṭeṣu kṣetrikeṣv anivāritaḥ /	aSakta-preta-nazwezu kzetrikezu anivAritaH /
   kṣetraṃ ced vikṛṣet kaścid aśnuvīta sa tatphalam // Nar_11.20 //	kzetram ced vikRzet kaScid aSnuvIta sa tad-Palam // Nar_11.20 //
   vikṛṣyamāṇe kṣetre cet kṣetrikaḥ punar āvrajet /	vikRzyamANe kzetre ced kzetrikaH punar Avrajet /
   khilopacāraṃ tat sarvaṃ dattvā svakṣetram āpnuyāt // Nar_11.21 //	Kila-upacAram tat sarvam dattvA sva-kzetram ApnuyAt // Nar_11.21 //
   tadaṣṭabhāgāpacayād yāvat sapta gatāḥ samāḥ /	tad-azwa-BAga-apacayAt yAvat sapta gatAH samAH /
   saṃprāpte tv aṣṭame varṣe bhuktaṃ kṣetraṃ labheta saḥ // Nar_11.22 //	saMprApte tu azwame varze Buktam kzetram laBeta saH // Nar_11.22 //
   saṃvatsareṇārdhakhilaṃ khilaṃ tad vatsarais tribhiḥ /	saMvatsareNa-arDa-Kilam Kilam tat vatsarEH triBiH /
   pañcavarṣāvasannaṃ tu syāt kṣetram aṭavīsamam // Nar_11.23 //	paQca-varza-avasannam tu syAt kzetram awavI-samam // Nar_11.23 //
   kṣetraṃ tripuruṣaṃ yat syād gṛhaṃ vā syāt kramāgatam /	kzetram tri-puruzam yat syAt gRham vA syAt krama-Agatam /
   rājaprasādād anyatra na tadbhogaḥ paraṃ nayet // Nar_11.24 //	rAja-prasAdAt anyatra na tad-BogaH param nayet // Nar_11.24 //
   utkramya tu vṛtiṃ yatra sasyaghāto gavādibhiḥ /	utkramya tu vRtim yatra sasya-GAtaH gavA-AdiBiH /
   pālaḥ śāsyo bhavet tatra na cec chaktyā nivārayet // Nar_11.25 //	pAlaH SAsyaH Bavet tatra na ced SaktyA nivArayet // Nar_11.25 //
   samūlasasyanāśe tu tatsvāmī samam āpnuyāt /	sa-mUla-sasya-nASe tu tad-svAmI samam ApnuyAt /
   vadhena pālo mucyeta daṇḍaṃ svāmini pātayet // Nar_11.26 //	vaDena pAlaH mucyeta daNxam svAmini pAtayet // Nar_11.26 //
   gauḥ prasūtā daśāhāt ca mahokṣājāvikuñjarāḥ /	gOH prasUtAH daSa-ahAt ca mahA-ukza-aja-avi-kuQjarAH /
   nivāryās tu prayatnena teṣāṃ svāmī na daṇḍabhāk // Nar_11.27 //	nivAryAH tu prayatnena tezAm svAmI na daNxa-BAj // Nar_11.27 //
   māṣaṃ gāṃ dāpayed daṇḍaṃ dvau māṣau mahiṣīṃ tathā /	mAzam gAm dApayet daNxam dvO mAzO mahizIm taTA /
   ajāvike savatse tu daṇḍaḥ syād ardhamāṣakaḥ // Nar_11.28 //	ajAvike sa-vatse tu daNxaH syAt arDa-mAzakaH // Nar_11.28 //
   adaṇḍyā hastino 'śvāś ca prajāpālā hi te smṛtāḥ /	adaNxyAH hastinaH aSvAH ca prajApAlAH hi te smRtAH /
   adaṇḍyā garbhiṇī gauś ca sūtikā cābhisāriṇī // Nar_11.29 //	adaNxyA garBiNI gOH ca sUtikA ca-aBisAriNI // Nar_11.29 //
   proktas tu dvir niṣaṇṇānāṃ vasantyāṃ tu caturguṇam /	proktaH tu dvis nizaNNAnAm vasantyAm tu caturguNam /
   pratyakṣacārakāṇāṃ tu cauradaṇḍaḥ smṛṭas tathā // Nar_11.30 //	pratyakza-cArakANAm tu cOra-daNxaH smRwaH taTA // Nar_11.30 //
   yā naṣṭāḥ pāladoṣeṇa gāvaḥ kṣetraṃ samāśritāḥ /	yAH nazwAH pAla-dozeNa gAvaH kzetram samASritAH /
   na tatra gomino daṇḍaḥ pālas taṃ daṇḍam arhati // Nar_11.31 //	na tatra gominaH daNxaH pAlaH tam daNxam arhati // Nar_11.31 //
   rājagrāhagṛhīto vā vajrāśanihato 'pi vā /	rAja-grAha-gRhItaH vA vajra-aSani-hataH api vA /
   atha sarpeṇa daṣṭo vā giry agrāt patito 'pi vā // Nar_11.32 //	aTa sarpeNa dazwaH vA giri agrAt patitaH api vA // Nar_11.32 //
   siṃhavyāghrahato vāpi vyādhibhiḥ caiva pātitaḥ /	siMha-vyAGra-hataH vA-api vyADiBiH ca-eva pAtitaH /
   na tatra doṣaḥ pālasya na ca doṣo 'sti gominām // Nar_11.33 //	na tatra dozaH pAlasya na ca dozaH asti gominAm // Nar_11.33 //
   gobhis tu bhakṣitaṃ dhānyaṃ yo naraḥ pratimārgati /	goBiH tu Bakzitam DAnyam yaH naraH pratimArgati /
   sāmantasya śado deyo dhānyaṃ yat tatra vāpitam /	sAmantasya SadaH deyaH DAnyam yat tatra vApitam /
   gavatraṃ gomine deyaṃ dhānyaṃ tatkarṣikasya tu // Nar_11.34 //	gavatram gomine deyam DAnyam tad-karzikasya tu // Nar_11.34 //
   grāmopānte ca yat kṣetraṃ vivītānte mahāpathe /	grAma-upAnte ca yat kzetram vivIta-ante mahApaTe /
   anāvṛte cet tannāśe na pālasya vyatikramaḥ // Nar_11.35 //	anAvRte ced tad-nASe na pAlasya vyatikramaH // Nar_11.35 //
   pathi kṣetre vṛtiḥ kāryā yām uṣṭro nāvalokayet /	paTi kzetre vRtiH kAryA yAm uzwraH na-avalokayet /
   na laṅghayet paśur nāśvo na bhidyād yāṃ ca sūkaraḥ // Nar_11.36 //	na laFGayet paSuH na-aSvaH na BidyAt yAm ca sUkaraH // Nar_11.36 //
   gṛhaṃ kṣetraṃ ca vijñeyaṃ vāsahetuḥ kuṭumbinām /	gRham kzetram ca vijQeyam vAsa-hetuH kuwumbinAm /
   tasmāt tan nākṣiped rājā tad dhi mūlaṃ kuṭumbinām // Nar_11.37 //	tasmAt tat na-Akzipet rAjA tat Di mUlam kuwumbinAm // Nar_11.37 //
   vṛddhe janapade rājño dharmaḥ kośaś ca vardhate /	vRdDe janapade rAjQaH DarmaH koSaH ca varDate /
   hīyate hīyamāne ca vṛddhihetum ataḥ śrayet // Nar_11.38 //	hIyate hIyamAne ca vRdDi-hetum atas Srayet // Nar_11.38 //
   12.strīpuṃsayogaḥ	12.-strIpuMsa-yogaH
   vivāhādividhiḥ strīṇāṃ yatra puṃsāṃ ca kīrtyate /	vivAha-Adi-viDiH strINAm yatra puMsAm ca kIrtyate /
   strīpuṃsayoganāmaitad vivādapadam ucyate // Nar_12.1 //	strIpuMsa-yoga-nAma-etat vivAda-padam ucyate // Nar_12.1 //
   strīpuṃsayos tu saṃbandhād varaṇaṃ prāg vidhīyate /	strIpuMsayoH tu saMbanDAt varaNam prAk viDIyate /
   varaṇād grahaṇaṃ pāṇeḥ saṃskāro 'tha dvilakṣaṇaḥ // Nar_12.2 //	varaNAt grahaNam pANeH saMskAraH aTa dvi-lakzaNaH // Nar_12.2 //
   tayor aniyataṃ proktaṃ varaṇaṃ doṣadarśanāt /	tayoH aniyatam proktam varaNam doza-darSanAt /
   pāṇigrahaṇamantrābhyāṃ niyataṃ dāralakṣaṇam // Nar_12.3 //	pANigrahaNa-mantrAByAm niyatam dAra-lakzaNam // Nar_12.3 //
   brāhmaṇakṣatriyaviśāṃ śūdrāṇāṃ ca parigrahe /	brAhmaNa-kzatriya-viSAm SUdrANAm ca parigrahe /
   svajātyā śreyasī bhāryā svajātyaś ca patiḥ striyāḥ // Nar_12.4 //	sva-jAtyA SreyasI BAryA sva-jAtyaH ca patiH striyAH // Nar_12.4 //
   brāhmaṇasyānulomyena striyo 'nyās tisra eva tu /	brAhmaNasya-Anulomyena striyaH anyAH tisraH eva tu /
   śūdrāyāḥ prātilomyena tathānye patayas trayaḥ // Nar_12.5 //	SUdrAyAH prAtilomyena taTA-anye patayaH trayaH // Nar_12.5 //
   dve bhārye kṣatriyasyānye vaiśyasyaikā prakīrtitā /	dve BArye kzatriyasya-anye vESyasya-ekA prakIrtitA /
   vaiśyāyā dvau patī jñeyāv eko 'nyaḥ kṣatriyāpatiḥ // Nar_12.6 //	vESyAyAH dvO patI jQeyO ekaH anyaH kzatriyA-patiH // Nar_12.6 //
   ā saptamāt pañcamād vā bandhubhyaḥ pitṛmātṛtāḥ /	A saptamAt paQcamAt vA banDuByaH pitR-mAtR-tAH /
   avivāhyāḥ sagotrāḥ syuḥ samānapravarās tathā // Nar_12.7 //	avivAhyAH sagotrAH syuH samAna-pravarAH taTA // Nar_12.7 //
   parīkṣyaḥ puruṣaḥ puṃstve nijair evāṅgalakṣaṇaiḥ /	parIkzyaH puruzaH puMstve nijEH eva-aFga-lakzaNEH /
   pumāṃś ced avikalpena sa kanyāṃ labdhum arhati // Nar_12.8 //	pumAn ced avikalpena sa kanyAm labDum arhati // Nar_12.8 //
   subaddhajatrujānvasthiḥ subaddhāṃsaśirodharaḥ /	su-badDa-jatru-jAnu-asTiH su-badDa-aMsa-SiroDaraH /
   sthūlaghāṭas tanūrutvag avilagnagatisvaraḥ // Nar_12.9 //	sTUla-GAwaH tanu-Uru-tvac avilagna-gati-svaraH // Nar_12.9 //
   viṭ cāsya plavate nāpsu hlādi mūtraṃ ca phenilam /	viz ca-asya plavate na-apsu hlAdi mUtram ca Penilam /
