   oṃ	om
   aspṛśyasparśapatiyogikābhāvaviśiṣṭatvaṃ nāstīti na doṣaḥ/	aspRSya sparSapati yogika aBAva viSizwa tvam na asti iti na dozaH/
   sāhityaṃ ca atra svarūpasaṃbandhaghaṭitasāmānādhikaraṇyarūpam/ ataḥ	sAhityam ca atra svarUpa saMbanDa Gawita sAmAnADikaraNya rUpam/ atas 
   vyadhikaraṇaṃ kālikādisambandhena sāmānādhikaraṇaṃ vā	vyaDikaraNam kAlikA Adi sambanDena sAmAna aDikaraNam vA
   aspṛśyasparśapratiyogikābhāvamādāya tādṛśasparśakāle śuddhatvāpattiḥ	aspRSya sparSa pratiyogika aBAvam AdAya tAdRSa sparSa kAle SudDa tva ApattiH
   na bhavati/ kāṃsyādau yatkiñcidaspṛśyavastusparśakāle 'pi	na Bavati/ kAMsya AdO yat kiQcid aspRSya vastu sparSa kAle api
   aspṛśyavastvantarasaṃyogābhāvasattvāt tadviśiṣṭaḥ	aspRSya vastu antara saMyoga aBAva sattvAt tad viSizwaH
   pūrvatanabhasmādisaṃyogadhvaṃso 'stīti śuddhatvāpattiḥ/ ataḥ	pUrvatana Basma Adi saMyoga DvaMsaH asti iti SudDa tva ApattiH/ atas 
   yāvattvaniveśaḥ/ tadānīṃ yāvadabhāvāntargatasya	yAvat tva niveSaH/ tadAnIm yAvat aBAva antargatasya
   yādṛśāspṛśyavastusparśo 'sti tadabhāvasya asattvāt na doṣaḥ/ na	yAdRSAspRSya vastu sparSaH asti tad aBAvasya asattvAt na dozaH/ na
   cābhāve yāvattvaniveśāpekṣayā aspṛśyavastusparśattvāvacchinnābhāva eva	ca aBAve yAvat tva niveSa apekzayA aspRSya vastu sparSattvA avacCinna aBAvaH eva
   niveśyatāmiti vācyam/ vijātīyeṣvanekeṣu	niveSyatAm iti vAcyam/ vijAtIyezu anekezu
   aspṛśyavastuṣvanugatadharmasyābhāvāt pratiyogitāvacchedakasya	aspRSya vastuzu anugata Darmasya aBAvAt pratiyogi ta avacCedakasya
   sāmānyadharmasyātrāsambhavāt/ saṃyogasyāvyāpyavṛttitayā	sAmAnya Darmasya atra asamBava at/ saMyogasya avyApya vRtti tayA
   kāṃsyādāvaspṛśyavastusaṃyogakāle 'pi kiñcidavacchedena tadabhāvasya	kAMsya AdO= aspRSya vastu saMyoga kAle api kiQcid avacCedena tad aBAvasya
   daiśikaviśeṣaṇatāsambandhena sattvāt tadviśiṣṭaṃ	dESika viSezaNatA sambanDena sattvAt tad viSizwam
   pūrvakālīnabhasmādisaṃyogadhvaṃsamādāya śuddhatvāpattivāraṇāya	pUrva kAlIna Basma Adi saMyoga DvaMsam AdAya SudDa tva Apatti vAraNAya
   sāmānādhikaraṇyaghaṭakādheyatāya	sAmAnADikaraNya Gawaka ADeya tAya
   niravacchinnadaiśikaviśeṣaṇatāsambandhāvacchinnatvaṃ niveśyam/ yatra	niravacCinna dESika viSezaNa tA sambanDa avacCinna tvam niveSyam/ yatra
   kāṃsyādipātre	kAMsya Adi pAtre
   bhasamādisaṃyogaḥ aspṛśyasparśaśca ekakāle utpannau vinaṣṭau ca tatra	Basam Adi saMyogaH aspRSya sparSaH ca eka kAle utpannO vinazwO ca tatra
   bhasamādisaṃyogadhvaṃsaḥ aspṛśyasparśābhāvaviśiṣṭo bhavatīti pātrasya	Basam Adi saMyoga DvaMsaH aspRSya sparSa aBAva viSizwaH Bavati iti pAtrasya
   tadvataḥ śuddhatvāpattivāraṇāya aspṛśyasparśapratiyogikābhāve	tadvataH SudDa tva Apatti vAraNAya aspRSya sparSa pratiyogika aBAve
   bhasmādisaṃyogasamānakālīnatvaviśeṣaṇam/	Basma Adi saMyoga samAna kAlIna tva viSezaNam/
   bhasmādisaṃyogāvacchedakakṣaṇāvacchedena bhasmādisaṃyogādhikaraṇe	Basma Adi saMyoga avacCeda kakzaNa avacCedena Basma Adi saMyoga aDikaraNe
   vidyamāna iti tadarthaḥ/ evaṃ ca tatra vidyamānasya aspṛśyasparśābhāvasya	vidyamAnaH iti tad arTaH/ evam ca tatra vidyamAnasya aspRSya sparSa aBAvasya
   bhasmādisaṃyogadhvaṃsakālikatve 'pi bhasmādisaṃyogakṣaṇāvacchedena	Basma Adi saMyoga DvaMsa kAlika tve api Basma Adi saMyoga kzaNa avacCedena
   vidyamānatvaṃ nāstīti na doṣaḥ/ evaṃ ca	vidyamAna tvam na asti iti na dozaH/ evam ca
   bhasmādisaṃyogāvacchedakakṣaṇāvacchinnatadadhikaraṇavṛttikāspṛśyaspaśarpratiyogikayāvadabhāvaniṣṭhaniravacchinna 	Basma Adi saMyoga avacCeda kakzaNa avacCinna tad aDikaraNa vRttikA spRSya spa Sar pratiyogikayA vadaBAva nizWa niravacCinna 
   daiśikaviśeṣaṇatāsaṃbandhāvacchinnādheyatāniyapitādhikaraṇatāvadvṛtti  	dESika viSezaNa tA saMbanDa avacCinna ADeya tA niyapita aDikaraNa tAvat vRtti  
   bhasmādisaṃyogadhvaṃsa śuddhiriti phalitam/ tadāha   yatra	Basma Adi saMyoga DvaMsa SudDiH iti Palitam/ tat Aha  yatra
   kāṃsyādāvityādinā/ saṃbandhaviśeṣaniyantritamiti/	kAMsya AdO= ityAdinA/ saMbanDa viSeza niyantritam iti/
   niravacchinnadaiśikāviśeṣaṇa tāsambandhaghaṭitamityarthaḥ/	niravacCinna dESikA viSezaNa tAsambanDa Gawitam iti arTaH/
   dīpikā	dIpikA
   svatvasyātiriktapadārthatvakhaṇḍanam	sva tvasya atirikta padArTa tva KaNxanam
   svatvamapi na	sva tvam api na
   padārthāntaram, yatheṣṭaviniyogayogyatvasya svatvarūpatvāt/	padArTa antaram, yaTezwa viniyoga yogya tvasya sva tva rUpa tvAt/
   tadavacchedakaṃ ca pratigrahādilabdhatvameveti/	tad avacCedakam ca pratigraha Adi labDa tvam eva iti/
   prakāśikā	prakASikA
   'caitrasya idaṃ	acEtrasya idam
   dhanam' ityādau dhanādau yatsvatvaṃ pratīyate tatpadārthāntaramiti	Danam a ityAdO Dana AdO yat sva tvam pratIyate tad padArTa antaram iti
   mataṃ nirasyati   svatvamapīti/ apinā anuktasamuccānayakena	matam nirasyati  sva tvam api iti/ apinA anukta samucca Anayakena
   pratiyogitvādiparigrahaḥ/ nanu tarhi svatvaṃ kiṃsvarūpam ityata āha	pratiyogi tva Adi parigrahaH/ nanu tarhi sva tvam kiMsvarUpam iti atas Aha
     yatheṣṭeti/ tadavacchedakaṃ ceti/ tādṛśayogyatvaprayojakamityarthaḥ/	 yaTA izwa iti/ tad avacCedakam ca iti/ tAdRSa yogya tva prayojakam iti arTaH/
   pratiyogitvaṃ pratiyogirūpaṃ pratiyogitāvacchedakarūpaṃ vetyādikaṃ	pratiyogi tvam pratiyogi rUpam pratiyogi ta avacCedaka rUpam vA ityAdikam
   bahutaramūhanīyam/	bahutaram UhanIyam/
   bālapriyā	bAlapriyA
   yatsvatvaṃ pratīyata	yat sva tvam pratIyata
   iti/ ṣaṣṭhyeti śeṣaḥ/ tatpadārthantaramiti/ svatvaṃ na dravyātmakam	iti/ zazWyA iti SezaH/ tad padArTantaram iti/ sva tvam na dravya Atmakam
   guṇādivṛttitvāt/ ata eva na guṇakarmānyatarātmakam/ na ca	guNa Adi vRtti tva at/ atas eva na guNa karma anyatara Atmakam/ na ca
   sāmānyādirūpam, nityatvaprasaṅgāt/ mama svatvaṃ utpannam, tava	sAmAnya Adi rUpam, nitya tva prasaFgAt/ mama sva tvam utpannam, tava
   svatvaṃ vinaṣṭaṃ ityādi pratītyā svatvasyānityatvāvagamena	sva tvam vinazwam ityAdi pratItyA sva tvasya anitya tva avagamena
   iṣṭāpatteḥ kartumaśakyatvāt/ nāpyabhāvātmakam, bhāvatvena	izwa ApatteH kartum aSakyatvAt/ na api aBAva Atmakam, BAva tvena
   pratīyamānatvāt/ ataḥ kḷptapadārthānantarbhūtatvāt svatvaṃ	pratIyamAna tva at/ atas k?pta padArTa anantarBUta tvAt sva tvam
   padārthāntaramiti pūrvapakṣaḥ/ yatheṣṭaviniyogayogyatāniyāmakaṃ	padArTa antaram iti pUrva pakzaH/ yaTA izwa viniyoga yogya tA niyAmakam
   pratigrahādinā labdhatvameva svatvam/ tacca saṃyogādirūpam,	pratigraha AdinA labDa tvam eva sva tvam/ tat ca saMyoga Adi rUpam,
   nātiriktapadārtha iti siddhāntaḥ/	na atirikta padArTaH iti sidDAntaH/
   dīpikā	dIpikA
   vidhivādaḥ	viDivAdaH
   atha vidhiḥ nirūpyate   	aTa viDiH nirUpyate   
   prayatnajanakacikīrṣājanakajñānaviṣayo vidhiḥ/ tatpratipādakaḥ	prayatna janaka cikIrzA janaka jQAna vizayaH viDiH/ tad pratipAdakaH
   liṅādirvā/ kṛtyasādhye pravṛttyadarśanāt kṛtisādhye	liFAdiH vA/ kRtya sADye pravRtti adarSana at kRti sADye
   pravṛttidarśanāt kṛtisādhyatājñānaṃ pravartakam/ na ca viṣabhakṣaṇādau	pravRtti darSanAt kRti sADya tA jQAnam pravartakam/ na ca viza BakzaNa AdO
   pravṛttiprasaṅgaḥ, iṣṭasādhanatāliṅgakakṛtisādhyatājñānasya	pravRtti prasaFgaH, izwa sADana tA liFgaka kRti sADya ta ajQAnasya
   kāmyasthale vihitakālaśucijīvitvanimittajñānajanyasya	kAmya sTale vihita kAla Suci jIvi tva nimitta jQAna janyasya
   nityanaimittikasthale pravartakatvāt/ na cānanugamaḥ,	nitya nEmittika sTale pravartaka tvAt/ na ca ananugamaH,
   svaviśeṣaṇavattāpratisandhānajanyatvasyānugatatvāditi guravaḥ/ tanna  	sva viSezaNa vat tA pratisanDAna janya tvasya anugata tvAt iti guravaH/ tat naH  
   lāghavena	lAGavena
   kṛtisādhyeṣṭasādhanatājñānasyaiva cikīrṣādvārā prayatnajanakatvāt/ na	kRti sADya izwa sADana tA jQAnasya eva cikIrzA dvArA prayatna janaka tvAt/ na
   ca nityanaimittikasthale	ca nitya nEmittika sTale
   iṣṭasādhanatvābhāvāt apravṛttiprasaṅgaḥ, tatrāpi	izwa sADana tva aBAvAt apravRtti prasaFgaH, tatra api
   pratyavāyaparihārasya pāpakṣayasya ca phalatvakalpanāt/ tasmāt	pratyavAya parihArasya pApa kzayasya ca Pala tva kalpanAt/ tasmAt 
   kṛtisādhyeṣṭasādhanatvameva liṅādyarthaḥ/	kRti sADya izwa sADana tvam eva liFA Adi arTaH/
   prakāśikā	prakASikA
   sarveṣāṃ	sarvezAm
   padārthānāṃ uktapadārtheṣu yathāyathamantarbhāvaṃ nirūpya mūlanyūnatāṃ	padArTAnAm ukta padArTezu yaTAyaTam antarBAvam nirUpya mUla nyUna tAm
   parihartuṃ vidhiṃ nirūpayiṣyamāṇaḥ śiṣyāvadhānāya tannirūpaṇaṃ	parihartum viDim nirUpayizyamANaH Sizya avaDAnAya tad nirUpaNam
   pratijānīte    atheti/ svaparamatasādhāraṇaṃ vidhitvaṃ tāvat nirvakti	pratijAnIte   aTa iti/ sva paramatasADAraNam viDi tvam tAvat nirvakti
     prayatneti/ prayatnajanikā yā cikīrṣā tajjanakaṃ yajjñānaṃ tadviṣaya	 prayatnA iti/ prayatna janikA yA cikIrzA tad janakam yat jQAnam tat vizaya
   ityarthaḥ/ gurumate kṛtisādhyatājñānasya, svamate	iti arTaH/ guru mate kRti sADya tA jQAnasya, sva mate
   kṛtisādhyatvaviśiṣṭeṣṭasādhanatājñānasya cikīrṣādvārā	kRti sADya tva viSizwa izwa sADana tA jQAnasya cikIrzA dvArA
   prayatnajanakatvāt tanmate kṛtisādhyatve svamate	prayatna janaka tvAt tad mate kRti sADya tve sva mate
   kṛtisādhyatvaviśiṣṭesādhanatve ca lakṣaṇasaṅgatiḥ/ abhidhāyakasya	kRti sADya tva viSizwa IsA Dana tve ca lakzaNa saFgatiH/ aBiDAyakasya
   vidhimatābhiproyaṇāha   tatpratīti/	viDi mata aBiproyaNa Aha  tat prati iti/
   tādṛśajñānaviṣayakāryatvādipratipādakaliṅādirityarthaḥ/	tAdRSa jQAna vizaya kArya tva Adi pratipAda kaliFA AdiH iti arTaH/
   liṅādirityādinā loṭtavyādisaṅgrahaḥ/ vākāro 'nāsthāyām/	liFA AdiH iti AdinA lowtavya Adi saFgrahaH/ vA AkAraH anAsTAyAm/
   gurumatamāśaṅkate    kṛtyasādhya iti/ kṛtyasādhyatvenāvagata	guru matam ASaFkate   kRtya sADyaH iti/ kRtya sADya tvena avagata
   ityarthaḥ/ pravartakamiti/ cikīrṣādvārā pravṛttijanakamityarthaḥ/ na ca	iti arTaH/ pravartakam iti/ cikIrzA dvArA pravRtti janakam iti arTaH/ na ca
   kṛtyasādhyatvajñānābhāva eva pravartako 'stviti śaṅkyam,	kRtyasADya tva jQAna aBAvaH eva pravartakaH astu iti SaFkyam,
   kṛtyasādhyatvajñānābhāvatvena tattve gauravāt/	kRtya sADya tva jQAna aBAva tvena tattve gOravAt/
   kṛtisādhyatvābhāvakṛtisādhyabhedatattadvyāpyādidarśanānāṃ pravṛttau	kRti sADya tva aBAva kRti sADya Beda tad tad vyApyAdi darSanAnAm pravRttO
   pratibandhakatvakalpanena mahāgauravācca iti dik/	pratibanDaka tva kalpanena mahA gOravAt ca iti dik/
   nanu viṣabhakṣaṇādau	nanu viza BakzaNa AdO
   pravṛttyāpattiḥ/ kṛtisādhyatājñānasya tatrāpi sattvādityāśaṅkāṃ	pravRtti ApattiH/ kRti sADya tA jQAnasya tatra api sattvAt iti ASaFkAm
   nirācaṣṭe    na cetyādinā/ iṣṭasādhanatāliṅgaketi/ 'ayam	nirAcazwe   na ca ityAdinA/ izwa sADana tA AliFgaka iti/ aayam
   matkṛtisādhyaḥ, matkṛtiṃ vinā anupapadyamānatve sati	mad kRti sADyaH, mad kRtim vinA anupapadyamAna tve sati
   madiṣṭasādhanatvāt' ityānumāniketyarthaḥ/ kāmyasthala iti/	mad izwa sADana tvAt a iti AnumAnikA iti arTaH/ kAmya sTalaH iti/
   pravartakatvādityanenānvayaḥ/ jyotiṣṭomayāgādāvityarthaḥ/	pravartaka tvAt iti anena anvayaH/ jyotizwoma yAga AdO= iti arTaH/
   vihitakāletyādi/	vihita kAla ityAdi/
   vihitakālaśucitīvitvajñānādhīnasya kṛtisādhyatājñānasya nitye	vihita kAla Suci tIvi tva jQAna aDInasya kRti sADyatA jQAnasya nitye
   sandhyāvandanādau, āśaucādirūpanimittajñānādhīnasya tasya naimittike	sanDyA vandana AdO, ASOca Adi rUpa nimitta jQAna aDInasya tasya nEmittike
   snānādau pravartakatvādityarthaḥ/ 'aham	snAna AdO pravartaka tvAt iti arTaH/ aaham
   etatkālikakṛtisādhyasandhyāvandanakaḥ, etatkālikaśucijīvitvāt'	etad kAlika kRti sADya sanDyA vandanakaH, etad kAli kaSuci jIvi tvAt a
   ityevaṃrītyā kṛtisādhyatvajñānasya	iti evaMrItyA kRti sADya tva jQAnasya
   vihitakālaśucijīvitvādijñānajanyatvamavaseyam/	vihita kAla Suci jIvi tva Adi jQAna janya tvam avaseyam/
   ananugama iti/	ananugamaH iti/
   pravṛttisāmānyaprayojakasya ekasyābhāvāditi bhāvaḥ/	pravRtti sAmAnya prayojakasya ekasya aBAvAt iti BAvaH/
   svaviśeṣaṇavattevyādi/ svaṃ pravartamānapuruṣaḥ, tasya viśeṣaṇaṃ	sva viSezaNa vat tevyAdi/ svam pravartamAna puruzaH, tasya viSezaNam
   tanniṣṭho dharmaḥ kāmanādiḥ, tadvattāyāḥ svaviṣayasādhanatvādirūpasya	tad nizWaH DarmaH kAmanAdiH, tadvat tAyAH sva vizaya sADana tva Adi rUpasya
   tatsambandhasya pratisandhānaṃ jñānaṃ tajjanyatvasyetyarthaḥ/ lāghaveneti/	tad sambanDasya pratisanDAnam jQAnam tat janya tvasya iti arTaH/ lAGavena iti/
   kāraṇatāvacchedakalāghavenetyarthaḥ/ tanmate kāraṇatāvacchedakasya	kAraNa tAvacCedaka lAGavena iti arTaH/ tad mate kAraNa tAvacCedakasya
   janyatvādighaṭitatvāt gauravamiti bhāvaḥ/	janya tva Adi Gawita tvAt gOravam iti BAvaH/
   kṛtisādhyeṣṭasādhanateti/ tatra	kRti sADya izwa sADana tA iti/ tatra
   balabadaniṣṭānanubandhitvamapyantarbhāvanīyam/ tena na kṛtisādhyatvena	bala bada nizwa an anubanDi tvam api antar BAvanIyam/ tena na kRti sADya tvena
   tṛptirūpeṣṭasādhatvena cāvagate viṣasaṃpṛkte bhojanādau	tRpti rUpa izwa sADatvena ca avagate viza saMpRkte Bojana AdO
   pravṛttyāpattiḥ/ viśiṣṭajñānatvāvacchinnasya kāraṇatvakathanaṃ tu prācāṃ	pravRtti ApattiH/ viSizwa jQAna tva avacCinnasya kAraNa tva kaTanam tu prAcAm
   matena/ navyamate kṛtisādhyatvādijñānānāṃ pṛthageva	matena/ navya mate kRti sADya tva Adi jQAnAnAm pRTak eva
   daṇḍacakrādinyāyenana kāraṇatvāt/ prayatneti/ pravṛttītyarthaḥ/	daNxa cakra Adi nyAyena na kAraNa tvAt/ prayatnA iti/ pravRtti iti arTaH/
   pratyavāyeti/ pratyavāyasya parihāraḥ prāgabhāvaḥ, tasya	pratyavAya iti/ pratyavAyasya parihAraH prAgaBAvaH, tasya
   duḥkhajanakābhāvatayā tannāśasyaiva iṣṭatvena phalatvamiti bhāvaḥ/ na ca	duHKa janaka aBAva tayA tad nASasya eva izwa tvena Pala tvam iti BAvaH/ na ca
   kathaṃ tatprāgabhāvasya phalatvaṃ tasyājanyatvāditi vācyam; yatsattve	kaTam tad prAgaBAvasya Pala tvam tasya ajanya tvAt iti vAcyam; yat sattve
   yatsattvamiti vyavahāralabhyasya svarūpasaṃbandharūpasya	yat sattvam iti vyavahAra laByasya svarUpa saMbanDa rUpasya
   sandhyāvandanaprayojyatvasya tatra sattvena phalatvākṣaterityavadheyam/	sanDyA vandana prayojya tvasya tatra sattvena Pala tva akzateH iti avaDeyam/
   bālapriyā	bAlapriyA
   mūlanyūnatāṃ	mUla nyUna tAm
   parihartumiti/ na ca vidhyanirūpaṇena kathaṃ mūlasya nyūnatā, saptānāṃ	parihartum iti/ na ca viDi anirUpaNena kaTam mUlasya nyUna tA, saptAnAm
   ṣoḍaśānāṃ vā padārthānāṃ nirūpaṇenaiva 'kriyate tarkasaṃgrahaḥ' iti	zoxaSAnAm vA padArTAnAm nirUpaNena eva akriyate tarka saMgrahaH a iti
   pratijñāyāḥ nirūḍhatvāditi vācyam/ sarvaprameyasaṃgrāhake 'tra	pratijQAyAH nirUXa tvAt iti vAcyam/ sarva prameya saMgrAhake atra
   maṇyādigrantheṣu vistareṇa nirūpitasya vidheranirūpaṇe	maNyAdi granTezu vistareNa nirUpitasya viDera nirUpaNe
   nyūnataivetyāśayāt/ prayatnajaniketyādi/ pravṛttirūpaprayatnaṃ prati	nyUna tA eva iti ASayAt/ prayatna janikA ityAdi/ pravRtti rUpa prayatnam prati
   'idaṃ kuryām' ityākārikā cikīrṣā kāraṇam/ cikīrṣāṃ prati	aidam kuryAm a iti AkArikA cikIrzA kAraNam/ cikIrzAm prati
   gurumate 'idaṃ matkṛtisādhyam' ityākārakaṃ kṛtisādhyatājñānaṃ	guru mate aidam mad kRti sADyam a iti AkArakam kRti sADya tA jQAnam
   kāraṇam/ naiyāyikamate 'idaṃ matkṛtisādhyatve sati	kAraNam/ nEyAyika mate aidam mad kRti sADya tve sati
   madiṣṭasādhanam' ityākārakaṃ jñānaṃ kāraṇam, tadviṣayatvaṃ	mad izwa sADanam a iti AkArakam jQAnam kAraNam, tad vizaya tvam
   kṛtisādhyatve, kṛtisādhyatvaviśiṣṭeṣṭasādhanatve cāstīti	kRti sADya tve, kRti sADya tva viSizwa izwa sADana tve ca asti iti
   vidhilakṣaṇasya tayoḥ samanvaya ityarthaḥ/ abhidhāyakasyeti/	viDi lakzaNasya tayoH samanvayaH iti arTaH/ aBiDAyakasya iti/
   vidhivācakasya liṅāderapi vidhiśabdavācyatvamiti	viDivAcakasya liFa AdeH api viDi Sabda vAcya tvam iti
   matābhiprāyeṇetyarthaḥ/ tathā ca vātsyāyanabhāṣyam   "yadvākyaṃ vidhāyakaṃ	mata aBiprAyeNa iti arTaH/ taTA ca vAtsyAyana BAzyam   "yat vAkyam viDAyakam
   codakaṃ sa vidhiḥ" [nyāṇsū 2 9 63] iti"yadvākyaṃ vidhāyakaṃ deśakaṃ sa	ca udakam sa viDiH" [nyANsU 2 9 63] iti"yat vAkyam viDAyakam deSakam sa
   vidhiḥ"iti tatra vārtikam/ vākāro 'nāsthāyāmiti/	viDiH"iti tatra vArtikam/ vA AkAraH anAsTAyAm iti/
   vidhinimantraṇetyādipāṇinisūtrasvārasyāt liṅādyabhidheye eva	viDi ni mantraNA ityAdi pANinisUtra svArasyAt liFa Adi aBiDeye eva
   vidhiśabdaḥ pravartate, na	viDi SabdaH pravartate, na
   tvabhidhāyake	tu aBiDAyake
   ityavagamāt iti bhāvaḥ/ 'nanu kṛtyasādhye pravṛttyadarśanāt'	iti avagamAt iti BAvaH/ ananu kRtya sADye pravRtti adarSanAt a
   iti dīpikoktamayuktam/ kṛtyasādhye 'pi kṛtisādhyatābhrameṇa	iti dIpikA uktam ayuktam/ kRtya sADye api kRti sADya tA BrameNa
   pravṛttidarśanādityata āha    kṛtyasādhyatvenāvagata ityartha iti/	pravRtti darSanAt iti ataH Aha   kRtya sADya tvena avagataH iti arTaH iti/
   kṛtyasādhye kṛtisādhyatvabhramāt pravṛttāvapi kṛtyasādhyatvajñāne sati	kRtya sADye kRti sADya tva BramAt pravRttO= api kRtya sADya tva jQAne sati
   na pravṛttiḥ ataḥ nāsaṅgatiriti bhāvaḥ/ nanu pravṛttiṃ prati cikīrṣāyā	na pravRttiH atas na asaFgatiH iti BAvaH/ nanu pravRttim prati cikIrzAyA
   eva kāraṇatvāt kṛtisādhyatājñānaṃ pravartakamiti na saṅgatamityata	eva kAraNa tvAt kRti sADyatA jQAnam pravartakam iti na saFgatam iti ata
   āha    cikīrṣādvārā pravṛttijanakamityartha iti/ na ca	Aha   cikIrzA dvArA pravRtti janakam iti arTaH iti/ na ca
   kṛtyasādhyatveti/ kṛtyasādhyatvajñānakāle pravṛttivāraṇāya hi	kRtI asADya tva iti/ kRtyasADya tva jQAna kAle pravRtti vAraNAya hi
   kṛtisādhyatājñānasya pravṛttihetutvamuktam/ pravṛttiṃ prati	kRti sADya tA jQAnasya pravRtti hetu tvam uktam/ pravRttim prati
   kṛtyasādhtājñānābhāvaḥ kāraṇamityuktyaiva kṛtyasādhyatvajñānakāle	kRtya sADta ajQAna aBAvaH kAraNam iti uktyA eva kRtyasADya tva jQAna kAle
   pravṛttivariyituṃ śakyate/ na ca lāghavānavakāśa iti vācyam/	pravRtti variyitum Sakyate/ na ca lAGava an avakASaH iti vAcyam/
   pratibandhakābhāvasya kāryasāmānye kāraṇatāyāḥ kḷptatvāt	pratibanDaka aBAvasya kArya sAmAnye kAraNa tAyAH k?pta tvAt 
   kṛtyasādhyatājñānābhāvasya kāraṇatvaṃ na kalpanīyam iti lāghavam,	kRtya sADyatA jQAna aBAvasya kAraNa tvam na kalpanIyam iti lAGavam,
   kṛtisādhyatājñānasya tu akḷptaṃ kāraṇatvaṃ kalpanīyam iti	kRti sADya tA jQAnasya tu ak?ptam kAraNa tvam kalpanIyam iti
   gauravamiti śaṅkiturāśayāt/ samādhatte   	gOravam iti SaFki turASayAt/ samADatte   
   kṛtyasādhyatājñānābhāvatveneti/ kṛtisādhyatājñānatvāpekṣayā	kRtya sADyatA jQAna aBAva tvena iti/ kRti sADya tA jQAna tva apekzayA
   kṛtyasādhyatājñānābhāvatvasya kāraṇatāvacchedakasya gurutvādityarthaḥ/	kRtya sADyatA jQAna aBAva tvasya kAraNa tAvacCedakasya guru tvAt iti arTaH/
   kṛtisādhyatvābhāveti/ pravṛttiṃ prati kṛtisādhyatvābhāvajñānasya	kRti sADya tva aBAva iti/ pravRttim prati kRti sADya tva aBAva jQAnasya
   kṛtisādhyabhedajñānasya kṛtisādhyatvābhāvavyāpyavattājñānasya	kRti sADya Beda jQAnasya kRti sADya tva aBAva vyApyavat tA jQAnasya
   kṛtisādhyabhedavyāpyavattājñānasya ca pratibandhakatvāt teṣāṃ ye 'bhāvāḥ	kRti sADya Beda vyApya vattA jQAnasya ca pratibanDaka tvAt tezAm ye aBAvAH
   teṣāṃ api kāraṇatvaṃ vaktavyamiti mahāgauravam/ tadapekṣayā	tezAm api kAraNa tvam vaktavyam iti mahA gOravam/ tad apekzayA
   kṛtisādhyatājñānasyaikasya kāraṇatve lāghavamiti bhāvaḥ/	kRti sADya tA jQAnasya ekasya kAraNa tve lAGavam iti BAvaH/
   dīpikāyām	dIpikAyAm
   iṣṭasādhanatāliṅgaketyādi/ kāmyakarmasu pravṛttiṃ prati	izwa sADana tA AliFgaka ityAdi/ kAmya karmasu pravRttim prati
   iṣṭasādhanatvaliṅgakakṛtisādhyatvavidheyakānumityātmakaṃ	izwa sADana tva liFgaka kRti sADya tva viDeyakAnum iti Atmakam
   kṛtisādhyatvajñānaṃ hetuḥ/ 'idava jyotiṣṭomādirūpaṃ kāmyakarma	kRti sADya tva jQAnam hetuH/ aidava jyotizwoma Adi rUpam kAmya karma
   matkṛtisādhyam matkṛtiṃ vinā asattve sati madiṣṭasādhanatvāt	mad kRti sADyam mad kRtim vinA asattve sati mad izwa sADana tvAt 
   yannaivaṃ tannaivaṃ yathā caityavandanam' ityanumānaṃ draṣṭavyam/	yat na evam tat na evam yaTA cEtya vandanam a iti anumAnam drazwavyam/
   sandhyāvandanādinityanaimittikakarmasu pravṛttiṃ prati	sanDyA vandana Adi nitya nEmittika karmasu pravRttim prati
   nimittarūpaliṅgajñānajanyakṛtisādhtvavidheyakānumityātmakaṃ	nimitta rUpa liFga jQAna janya kRti sADtva viDeyaka anum iti Atmakam
   kṛtisādhyatājñānaṃ kāraṇam/ vihitakāle śucitve sati jīvitvaṃ	kRti sADya tA jQAnam kAraNam/ vihita kAle Suci tve sati jIvitvam
   sandhyāvandanādinityakarmasu nimittam/ snānādirūpanaimittikakarmasu	sanDyA vandana Adi nityakarmasu nimittam/ snAna Adi rUpa nEmittika karmasu
   aśucittve sati jīvitvaṃ nimittam/ tathā ca tatra 'aham	aSucit tve sati jIvitvam nimittam/ taTA ca tatra aaham
   idānīntanakṛtisādhyasandhyāvandanakaḥ etatkāle śucitve sati	idAnIntana kRti sADya sanDyA vandanakaH etad kAle Suci tve sati
   jīvitvāt yo naivam sa naivam yathā bauddhaḥ', 'aham	jIvitvAt yaH na evam sa na evam yaTA bOdDaH a, aaham
   etatkālikakṛtisādhyasnānakaḥ etatkāle aśucitve sati jīvitvāt	etad kAlika kRti sADya snAnakaH etad kAle aSuci tve sati jIvitvAt 
   yo naivaṃ sa naivaṃ yathā nāstikaḥ ityanumānaṃ pravartate/ na ca	yaH na evam sa na evam yaTA nAstikaH iti anumAnam pravartate/ na ca
   kvacit iṣṭasādhanatāliṅgakakṛtisādhyatājñānasya	kvacid izwa sADana tA liFgaka kRti sADya ta ajQAnasya
   kvacidvihitakālikaśucijīvitvādiliṅgakakṛtisāṃdhyatājñānasya ca	kvacid vihita kAli kaSuci jIvi tva Adi liFgaka kRti sAMDyata ajQAnasya ca
   pravṛttihetutve tayoḥ parasparaṃ vināpi pravṛtterjāyamānatayā	pravRtti hetu tve tayoH parasparam vinA api pravRtteH jAyamAna tayA
   vyatirekavyabhicārāt pravṛttisāmānyaṃ prati kṛtisādhyatājñānasya	vyatireka vyaBicArAt pravRtti sAmAnyam prati kRti sADyata ajQAnasya
   hetutvaṃ na sambhavati, abhayasādhāraṇasyaikasya	hetu tvam na samBavati, aBaya sADAraNasya ekasya
