   (Vaidya 1)	(VEdyaH 1)
   vismitamanā baddhāviti manyamānastatsamāpannau pāśāvudghaṭṭayāmāsa /	vismita manAH badDO= iti manyamAnaH tad samApannO pASO= udGawwayAmAsa /
   athaikaṃ baddhamabaddhenetareṇa svasthenopāsyamānamavekṣya	aTa ekam badDam abadDena itareNa svasTena upAsyamAnam avekzya
   vismitatarahṛdayaḥ sumukhamupetyovāca  	vismitatara hRdayaH su muKam upetya uvAca  
   ayaṃ pāśena mahatā dvijaḥ saṃhṛtavikramaḥ /	ayam pASena mahatA dvijaH saMhRta vikramaH /
   vyoma nāsmatprapadyeta mayyapyantikamāgate // Jm_22.39 //	vyoma na asmad prapadyeta mayi api antikam Agate // Jm_22.39 //
   avaddhastvaṃ punaḥ svasthaḥ sajjapatrarathī balī /	avadDaH tvam punar svasTaH sajja patraraTI balI /
   kasmātprāpte 'pi mayyevaṃ vegānna bhajase nabhaḥ // Jm_22.40 //	kasmAt prApte api mayi evam vegAn na Bajase naBaH // Jm_22.40 //
   (Vaidya 141)	(VEdyaH 141)
   tadupaśrutya sumukhaḥ pravyaktākṣarapadavinyāsena	tat upaSrutya su muKaH pravyakta akzara pada vinyAsena
   svabhāvavarṇanādhairyaguṇaujasvinā svareṇa mānuṣīṃ vācamuvāca  	svaBAva varNanA DErya guNa ojasvinA svareNa mAnuzIm vAcam uvAca  
   śaktisthaḥ sanna gacchāmi yadidaṃ tatra kāraṇam /	Sakti sTaH sat na gacCAmi yat idam tatra kAraNam /
   ayaṃ pāśaparikleśaṃ vihaṃgaḥ prāptavāniti // Jm_22.41 //	ayam pASa parikleSam vihaMgaH prAptavAn iti // Jm_22.41 //
   ayaṃ pāśena mahatā saṃyataścaraṇe tvayā /	ayam pASena mahatA saMyataH caraNe tvayA /
   guṇairasyatu baddho 'hamato dṛdhatarairhṛdi // Jm_22.42 //	guNEH asyatu badDaH aham atas dRDatarEH hRdi // Jm_22.42 //
   atha sa naiṣādaḥ paramavismitamatiḥ saṃhṛṣitatanūruhaḥ sumukhaṃ punaruvāca	aTa sa na ezAdaH parama vismita matiH saMhRzita tanUruhaH sumuKam punar uvAca
   tyaktvainaṃ madbhayadanye diśo haṃsāḥ samaśritāḥ /	tyaktvA enam mad Bayadanye diSaH haMsAH samaSritAH /
   tvaṃ punarna tyajasyenaṃ ko nvayaṃ bhavato dvija // Jm_22.43 //	tvam punar na tyajasi enam kaH nu ayam BavataH dvija // Jm_22.43 //
   sumukha uvāca  	sumuKaH uvAca  
   rājā mama prāṇasamaḥ sakhā ca sukhasya dātā viṣamasthitaśca /	rAjA mama prANa samaH saKA ca suKasya dAtA vizama sTitaH ca /
   naivotsahe yena vihātumenaṃ svajīvitasyāpyanurakṣaṇārtham // Jm_22.44 //	na eva utsahe yena vihAtum enam sva jIvitasya api anurakzaNa arTam // Jm_22.44 //
   atha sumukhaḥ prasādavismayāvarjitamānasaṃ taṃ naiṣādamavetya punaruvāca  	aTa sumuKaH prasAda vismaya Avarjita mAnasam tam nEzAdam avetya punar uvAca  
   apyasmākamiyaṃ bhadra saṃbhāṣā syātsukhodayā /	api asmAkam iyam Badra saMBAzA syAt suKa udayA /
   apyasmān visṛjannadya dharmyāṃ kīrtimavāpnuyāḥ // Jm_22.45 //	api asmAn visRjan= adya DarmyAm kIrtim avApnuyAH // Jm_22.45 //
   naiṣāda uvāca  	nEzAdaH uvAca  
   naiva te duḥkhamicchāmi na ca baddho bhavān mayā /	na eva te duHKam icCAmi na ca badDaH BavAn mayA /
   sa tvaṃ gaccha yathākāmaṃ paśya bandhūṃśca nandaya // Jm_22.46 //	sa tvam gacCa yaTAkAmam paSya banDUn= ca nandaya // Jm_22.46 //
   sumukha uvāca  	sumuKaH uvAca  
   no cedicchasi me duḥkhaṃ tatkuruṣva mamārthanām /	no ced icCasi me duHKam tat kuruzva mama arTanAm /
   ekena yadi tuṣṭo 'si tattyajainaṃ gṛhāṇaṃ mām // Jm_22.47 //	ekena yadi tuzwaH asi tat tyaja enam gRhANam mAm // Jm_22.47 //
   tulyārohaparīṇāhau samānau vayasā ca nau /	tulya Aroha parINAhO samAnO vayasA ca nO /
   viddhi niṣkraya ityasya na te 'haṃ lābhahānaye // Jm_22.48 //	vidDi nizkrayaH iti asya na te aham lABa hAnaye // Jm_22.48 //
   tadaṅga samavekṣasva gṛddhirbhavatu te mayi /	tad aFga samavekzasva gRdDiH Bavatu te mayi /
   māṃ badhnātu bhavān pūrvaṃ paścānmuñceda dvijādhipam // Jm_22.49 //	mAm baDnAtu BavAn pUrvam paScAt muQceda dvija aDipam // Jm_22.49 //
   tāvāneva ca lābhaste kṛtā syānmama cārthanā /	tAvAn eva ca lABaH te kRtA syAt mama ca arTanA /
   haṃsayūthasya ca prītirmaitrī tena tathaiva ca // Jm_22.50 //	haMsa yUTasya ca prItiH mEtrI tena taTA eva ca // Jm_22.50 //
   (Vaidya 142)	(VEdyaH 142)
   paśyantu tāvadbhavatā vimuktaṃ haṃsādhipaṃ haṃsagaṇāḥ pratītāḥ /	paSyantu tAvat BavatA vimuktam haMsa aDipam haMsa gaNAH pratItAH /
   virocamānaṃ nabhasi prasanne daityendranirmuktamivoḍurājam // Jm_22.51 //	virocamAnam naBasi prasanne dEtya indra nirmuktam iva uxurAjam // Jm_22.51 //
   atha sa naiṣādaḥ krūratābhyasakaṭhinahṛdayo 'pi tena tasya	aTa sa nEzAdaH krUra tA aByasa kaWina hRdayaH api tena tasya
   jīvitanirapekṣeṇa svāmyanurāgaślāghinā kṛtajñatāgunaujasvinā	jIvita nirapekzeNa svAmi anurAga SlAGinA kRtajQa tA guna ojasvinA
   dhairyamādhuryālaṃkṛtavacasā samāvarjitahṛdayo	DErya mADurya alaMkRta vacasA samAvarjita hRdayaH 
   vismayagauravavaśāṭsamānītāñjaliḥ sumukhamuvāsa   sādhu sādhu mahābhāga	vismaya gOrava vaSAw samAnIta aQjaliH sumuKam uvAsa  sADu sADu mahABAga
   mānuṣeṣvapyayaṃ dharma āścaryo daivateṣu vā /	mAnuzezu api ayam DarmaH AScaryaH dEvatezu vA /
   svāmyarthaṃtyajatā prāṇān yastvayātra pradarśitaḥ // Jm_22.52 //	svAmi arTaMtyajatA prANAn yaH tvayA atra pradarSitaH // Jm_22.52 //
   tadeṣa te vimucāmi rājanamanumānayan /	tat eza te vimucAmi rAjanam anumAnayan /
   ko hi prāṇāpriyatare tavāsmin vipriyaṃ carat // Jm_22.53 //	kaH hi prANa apriyatare tava asmin vipriyam carat // Jm_22.53 //
   ityuktvā sa naiṣādastasya nṛapteḥ saṃdeśamanādṛtya haṃsarājaṃ	iti uktvA sa nEzAdaH tasya nRapteH saMdeSam anAdRtya haMsa rAjam
   samanumānayan dayāsumukhaṃ pāśānmumoca /	samanumAnayan dayAsu muKam pASAn mumoca /
   atha sumukhaḥ senāpatirhaṃsarājavimokṣātparamānanditahṛdayaḥ	aTa sumuKaH senApatiH haMsa rAja vimokzAt parama Anandita hRdayaH
   prītyabhisnigdhamudīkṣamāṇo naiṣādamuvāca  	prIti aBisnigDam udIkzamANaH nEzAdam uvAca  
   yathā suhṛnnandana nandito 'smi tvayādya haṃsādhipatervimokṣāt /	yaTA suhRd nandana nanditaH asmi tvayA adya haMsa aDipateH vimokzAt /
   evaṃ suhṛjjñātigaṇena bhadra śaratsahastrāṇi bahūni nanda // Jm_22.54 //	evam suhRd jQAti gaNena Badra Sarad sahastrANi bahUni nanda // Jm_22.54 //
   tanmā tavāyaṃ viphalaḥ śramo bhūdādāya māṃ haṃsagaṇādhipaṃ ca /	tat mA tava ayam viPalaH SramaH BUt AdAya mAm haMsa gaNa aDipam ca /
   svasthāvabaddhāvadhiropya kācamantaḥpure darśaya bhūmipāya // Jm_22.55 //	svasTa a= abadDO= aDiropya kAcam antaHpure darSaya BUmipAya // Jm_22.55 //
   asaṃśayaṃ prītamanāḥ sa rājā haṃsāvipaṃ sānucaraṃ samīkṣya /	asaMSayam prIta manAH sa rAjA haMsa Avipam sa anucaram samIkzya /
   dāsyatyasaṃbhāvitavistarāṇi dhānāni te prītivivardhanāni // Jm_22.56 //	dAsyati asaMBAvita vistarANi DAnAni te prIti vivarDanAni // Jm_22.56 //
   atha naiṣādastasya nirbandhāt paśyatu tāvadatyadbhutamidaṃ haṃsayutaṃ sa	aTa nEzAdaH tasya nirbanDAt paSyatu tAvat atyadButam idam haMsa yutam sa
   rājeti kṛtvā te haṃsamukhyau kācenādaya svasthāvabaddhau rājñe darśayāmāsa	rAjA iti kRtvA te haMsa muKyO kAcena Adaya svasTa a= abadDO rAjQe darSayAmAsa
   (Vaidya 143)	(VEdyaH 143)
   upāyanāścaryamidaṃ draṣṭumarhasi mānada /	upAyana AScaryam idam drazwum arhasi mAnada /
   sasenāpatirānītaḥ so 'yaṃ haṃsapatirmayā // Jm_22.57 //	sa senApatiH AnItaH saH ayam haMsapatiH mayA // Jm_22.57 //
   atha sa rājā praharṣavismayāpūrṇamatirdṛṣṭvā tī haṃsapradhānī	aTa sa rAjA praharza vismaya ApUrNa matiH dRzwvA tI haMsa praDAnI
   kāñcanapuñjāvivaśriyābhijvalanmanohararūpau taṃ naiṣādamuvāca  	kAQcana puQjO= iva SriyA aBijvalat manohara rUpO tam nEzAdam uvAca  
   svasthāvabaddhāvamukau vihaṃgau bhūmicāriṇaḥ /	svasTa a= abadDO= amukO vihaMgO BUmi cAriNaH /
   tava hastamanuprāptau kathaṃ kathaya vistaram // Jm_22.58 //	tava hastam anuprAptO kaTam kaTaya vistaram // Jm_22.58 //
   ityukte sa naiṣādaḥ praṇamya rājānamuvāca  	iti ukte sa na ezAdaH praNamya rAjAnam uvAca  
   nihitā bahavaḥ pāśā mayā dāruṇadāruṇāḥ /	nihitAH bahavaH pASAH mayA dAruNa dAruNAH /
   vihagākriḍadeśeṣu palvaleṣu sarassu ca // Jm_22.59 //	vihaga Akrixa deSezu palvalezu sarassu ca // Jm_22.59 //
   atha visrambhaniḥśaṅko haṃsavaryaścarannayam /	aTa visramBa niHSaFkaH haMsa varyaH caran= ayam /
   paricchannena pāśena caraṇe samabadhyata // Jm_22.60 //	paricCannena pASena caraNe samabaDyata // Jm_22.60 //
   abaddhastamupāsīno māmayaṃ samayācata /	abadDaH tam upAsInaH mAm ayam samayAcata /
   ātmānaṃ tiṣkrayaṃ kṛtvā haṃsarājasya jīvitam // Jm_22.61 //	AtmAnam tizkrayam kRtvA haMsarAjasya jIvitam // Jm_22.61 //
   visṛjanmānuṣīṃ vācaṃ vispaṣṭamadhurākṣarām /	visRjat mAnuzIm vAcam vispazwa maDura akzarAm /
   svajīvitaparityāgādyācñāmapyūrjitakramām // Jm_22.62 //	sva jIvita parityAgAt yAcQAm api Urjita kramAm // Jm_22.62 //
   tenāsya vākyena supeśalena svāmyarthadhīreṇa ca ceṣṭitena /	tena asya vAkyena su peSalena svAmi arTa DIreNa ca cezwitena /
   tathā prasanno 'smi yathāsya bhartā mayā samaṃ krūratayaiva muktaḥ //	taTA prasannaH asmi yaTA asya BartA mayA samam krUra tayA eva muktaH //
   Jm_22.63 //	Jm_22.63 //
   atha vihagapaterayaṃ vimokṣānmuditamatirbahudhā vadan priyāṇi /	aTa vihaga pateH ayam vimokzAn mudita matiH bahuDA vadan priyANi /
   tvadabhiṃgama iti nyayojayanmāṃ viphalaguruḥ kila mā mama śramo bhūt //	tvad aBiMgamaH iti nyayojayat mAm viPala guruH kila mA mama SramaH BUt //
   Jm_22.64 //	Jm_22.64 //
   tadevamatidhārmikaḥ khagavarākṛtiḥ ko 'pyasau	tat evam ati DArmikaH Kaga vara AkRtiH kaH api asO
   mamāpi hṛdi mārdavaṃ janitavān kṣaṇenaiva yaḥ /	mama api hRdi mArdavam janitavAn kzaNena eva yaH /
   khagādhipatimokṣaṇaṃ kṛtamanusmaran matkṛte	Kaga aDipati mokzaNam kRtam anusmaran mad kRte
   sahādhipatināgataḥ svayamayaṃ ca te 'ntaḥpuram // Jm_22.65 //	saha aDipatinA AgataH svayam ayam ca te antaHpuram // Jm_22.65 //
   tadupaśrutya sa rājā sapramodavismayena manasā	tat upaSrutya sa rAjA sa pramoda vismayena manasA
   vividharatnaprabhodbhāsurasurucirapādaṃ parārdhyāstaraṇaracanābhirāmaṃ	viviDa ratna praBA udBAsuH a su rucira pAdam parArDya AstaraNa racana aBirAmam
   śrimatsukhopāśrayasāṭopamupahitapādapīṭhaṃ rājādhyāsanayogyaṃ	Srimat suKa upASraya sAwopam upahita pAda pIWam rAjA aDyAsana yogyam
   kāñcanamāsanaṃ haṃsarājāya samādideśaḥ, amātyamukhyādhyāsanayogyaṃ ca	kAQcanam Asanam haMsa rAjAya samAdideSaH, amAtya muKya aDyAsana yogyam ca
   vetrāsanaṃ sumukhāya /	vetrAsanam su muKAya /
   (Vaidya 144)	(VEdyaH 144)
   atha bodhisattvaḥ kāla idānīṃ pratisaṃmoditumiti nūpurārāvamadhureṇa	aTa boDisattvaH kAlaH idAnIm pratisaMmoditum iti nUpura ArAva maDureNa
   svareṇa rājānamābabhāṣe  	svareNa rAjAnam AbaBAze  
   dyutikāntiniketane śarīre kuśalaṃ te kuśalārha kaccidasmin /	dyuti kAnti niketane SarIre kuSalam te kuSala arha kaccit asmin /
   api dharmaśarīramavraṇaṃ te vipulairucchvasitīva vākpradānaiḥ // Jm_22.66	api Darma SarIram avraNam te vipulEH ucCvasiti iva vAc pradAnEH // Jm_22.66
   api rakṣaṇadīkṣitaḥ prajānāṃ samayānugrahavigrahapravṛttyā /	api rakzaNa dIkzitaH prajAnAm samaya anugraha vigraha pravRttyA /
   abhivardhayase svakīrtiśobhamanurāgaṃ jagato hitodayaṃ ca // Jm_22.67 //	aBivarDayase sva kIrti SoBam anurAgam jagataH hita udayam ca // Jm_22.67 //
   api śuddhatayopadhāsvasaktairanuraktairnipuṇakriyairamātyaiḥ /	api SudDa tayA upaDA sva saktEH anuraktEH nipuNa kriyEH amAtyEH /
   samavekṣayase hitaṃ prajānāṃ na ca tatrāsi parokṣabuddhireva // Jm_22.68	samavekzayase hitam prajAnAm na ca tatra asi parokza budDiH eva // Jm_22.68
   nayavikramasaṃhṛtapratāpairapi sāmantanṛpaiḥ prayācyamānaḥ /	naya vikrama saMhRta pratApEH api sAmanta nRpEH prayAcyamAnaH /
   upayāsi dayānuvṛttiśobhāṃ na ca viśvāsamayīṃ pramādanidrām // Jm_22.69 //	upayAsi dayA anuvRtti SoBAm na ca viSvAsa mayIm pramAda nidrAm // Jm_22.69 //
   api dharmasukhārthanirvirodhāstava ceṣṭā naravira sajjaneṣṭāḥ /	api Darma suKa arTa nirviroDAH tava cezwAH naravira sat jana izwAH /
   vitatā iva dikṣu kīrtisiddhyā ripubhirniśvasitairasatkriyante // Jm_22.70	vitatAH iva dikzu kIrti sidDyA ripuBiH niSvasitEH asatkriyante // Jm_22.70
   athainaṃ sa nṛpatiḥ pramodādabhivyajyamānendriyaprasādaḥ pratyuvāca  	aTa enam sa nRpatiH pramodAt aBivyajyamAna indriya prasAdaH pratyuvAca  
   adya me kuśalaṃ haṃsa sarvatra ca bhaviṣyati /	adya me kuSalam haMsa sarvatra ca Bavizyati /
   cirābhilaṣitaḥ prāpto yadayaṃ satsamāgamaḥ // Jm_22.71 //	cira aBilazitaH prAptaH yat ayam sat samAgamaH // Jm_22.71 //
   tvayi pāśavaśaṃ prāpte praharṣaddhatacāpalaḥ /	tvayi pASa vaSam prApte praharzat hata cApalaH /
   kacinnāyamakāriṣītte daṇḍenābhirujan rujam // Jm_22.72 //	kacid na ayam akArizIt te daNxena aBirujan rujam // Jm_22.72 //
   evaṃ hyamīṣāṃ jālmānāṃ pakṣiṇāṃ vyasanodaye /	evam hi amIzAm jAlmAnAm pakziNAm vyasana udaye /
   praharṣākulitā buddhirāpatatyeva kalmaṣam // Jm_22.73 //	praharza AkulitAH budDiH Apatati eva kalmazam // Jm_22.73 //
   (Vaidya 145)	(VEdyaH 145)
   bodhisattva uvāca  	boDisattvaH uvAca  
   kṣemamāsīnmahārāja satyāmapyevamāpadi /	kzemam AsIt mahA rAja satyAm api evam Apadi /
   na cāyaṃ kiṃcidasmāsu śatruvatpratyapadyata // Jm_22.74 //	na ca ayam kiMcid asmAsu Satru vat pratyapadyata // Jm_22.74 //
   abaddhaṃ baddhavadayaṃ matsnehātsumukhaṃ sthitam /	abadDam badDa vat ayam mad snehAt su muKam sTitam /
   dṛṣṭvābhāṣata sāmnaiva sakautūhalavismayaḥ // Jm_22.75 //	dRzwvA aBAzata sAmnA eva sa kOtUhala vismayaH // Jm_22.75 //
   sūnṛtairasya vacanairathāvarjitamānasaḥ /	sUnRtEH asya vacanEraTa Avarjita mAnasaH /
   māmayaṃ vyamucatpāśādvinayadanumānayan // Jm_22.76 //	mAm ayam vyamucat pASAt vinayat anumAnayan // Jm_22.76 //
   ataśca sumukhenedaṃ hitamasya samīhitam /	atas ca sumuKena idam hitam asya samIhitam /
   ihāgamanamasmakaṃ syadasyāpi sukhodayam // Jm_22.77 //	iha Agamanam asmakam syadasya api suKa udayam // Jm_22.77 //
   nṛpatiruvāca  	nRpatiH uvAca  
   ākāṅkṣitābhigamayoḥ svāgataṃ bhavatoriha /	AkAFkzita aBigamayoH svAgatam BavatoH iha /
   atīva prīṇitaścāsmi yuṣmatsaṃdarśanotsavāt // Jm_22.78 //	atIva prINitaH ca asmi yuzmad saMdarSana utsavAt // Jm_22.78 //
   ayaṃ ca mahatārthena naiṣādo 'dya sameṣyati /	ayam ca mahatA arTena nEzAdaH adya samezyati /
   ubhayeṣāṃ priyaṃ kṛtvā mahadarhatyayaṃ priyam // Jm_22.79 //	uBayezAm priyam kRtvA mahat arhati ayam priyam // Jm_22.79 //
   ityuktvā sa rājā taṃ naiṣādaṃ mahatā dhanavistarapradānena samānya	iti uktvA sa rAjA tam nEzAdam mahatA Dana vistara pradAnena samAnya
   punarhaṃsarājamuvāca  	punar haMsa rAjam uvAca  
   imaṃ svamāvāsamupāgatau yuvāṃ visṛjyatāṃ tanmayi yantraṇāvratam /	imam svam AvAsam upAgatO yuvAm visRjyatAm tad mayi yantraNA vratam /
   prayojanaṃ yena yathā taducyatāṃ bhavatsahāyā hi vibhūtayo mama //	prayojanam yena yaTA tat ucyatAm Bavat sahAyAH hi viBUtayaH mama //
   Jm_22.80 //	Jm_22.80 //
   aśaṅkitoktaiḥ praṇayākṣaraiḥ suhṛt karoti tuṣṭiṃ vibhavasthitasya yām /	aSaFkita uktEH praNaya akzarEH suhRd karoti tuzwim viBava sTitasya yAm /
   na tadvidhāṃ lambhayate sa tāṃ dhanairmahopakāraḥ praṇayaḥ suhṛtsvataḥ //	na tadviDAm lamBayate sa tAm DanEH mahA upakAraH praNayaH suhRd svataH //
   Jm_22.81 //	Jm_22.81 //
   atha sa rājā sumukhasaṃbhāṣaṇakutūhalahṛdayaḥ savismayabhivīkṣya	aTa sa rAjA sumuKa saMBAzaNa kutUhala hRdayaH sa vismayaBivIkzya
   sumukhamuvāca  	sumuKam uvAca  
   alabdhagādhā navasaṃstave jane na yānti kāmaṃ praṇayapragalbhatām /	alabDa gADAH nava saMstave jane na yAnti kAmam praNaya pragalBa tAm /
   vacastu dākṣiṇyasamāhitākṣaraṃ na te na jalpantyupacāraśībharam //	vacaH tu dAkziNya samAhita akzaram na te na jalpanti upacAra SIBaram //
   Jm_22.82 //	Jm_22.82 //
   saṃbhāṣaṇenāpi yataḥ kartumarhati no bhavān /	saMBAzaNena api yatas kartum arhati naH BavAn /
   sāphalyaṃ praṇayāśāyāḥ prīteścopacayaṃ hṛdi // Jm_22.83 //	sAPalyam praNaya ASAyAH prIteH ca upacayam hRdi // Jm_22.83 //
   (Vaidya 146)	(VEdyaH 146)
   ityukte sumukho haṃsasenāpatirvinayādabhipraṇamyainamuvāca  	iti ukte sumuKaH haMsa senApatiH vinayAt aBipraNamya enam uvAca  
   mahendrakalpena saha tvayā saṃbhāṣaṇotsavaḥ /	mahA indra kalpena saha tvayA saMBAzaNa utsavaH /
   iti darśitasauhārde kasya nātimanorathaḥ // Jm_22.84 //	iti darSita sOhArde kasya na ati manoraTaH // Jm_22.84 //
   saṃbhāṣamāṇe tu narādhipe ca sauhārdaramyaṃ vihagādhipe ca /	saMBAzamANe tu narADipe ca sOhArda ramyam vihaga aDipe ca /
   tatsaṃkathāmadhyamupetya dhārṣṭyānnanvakramaḥ preṣyajanasya vaktum //	tad saMkaTA maDyam upetya DArzwyAt nanu akramaH prezya janasya vaktum //
   Jm_22.85 //	Jm_22.85 //
   na heyṣa mārgo vinayabhijātastaṃ caiva jānan kathamabhyupeyām /	na ha Iyza mArgaH vinaya BijAtaH tam ca eva jAnan kaTam aByupeyAm /
   tūṣṇīṃ mahārāja yataḥ sthito 'haṃ tanmarṣaṇīyaṃ yadi marṣaṇīyam //	tUzNIm mahA rAja yatas sTitaH aham tat marzaNIyam yadi marzaNIyam //
   Jm_22.86 //	Jm_22.86 //
   ityukte sa rājā sapraharṣavismayavadanaḥ saṃrādhayan sumukhamuvāca  	iti ukte sa rAjA sa praharza vismaya vadanaH saMrADayan sumuKam uvAca  
   sthāne bhavadguṇakathā ramayanti lokaṃ sthāne 'si haṃsapatinā gamitaḥ	sTAne Bavat guNa kaTAH ramayanti lokam sTAne asi haMsapatinA gamitaH
   sakhitvam / evaṃvidhaṃ hi vinayaṃ nayasauṣṭhavaṃ ca naivākṛtātmahṛdayāni	saKi tvam / evaMviDam hi vinayam naya sOzWavam ca na eva akRtAtma hRdayAni
   samudvahanti // Jm_22.87 //	samudvahanti // Jm_22.87 //
   tadiyaṃ prastutā prītirvicchidyeta yathā na naḥ /	tat iyam prastutA prItiH vicCidyeta yaTA na naH /
   tathaiva mayi visrambha ajaryaṃ hyāryasaṃgatam // Jm_22.88 //	taTA eva mayi visramBa ajaryam hi Arya saMgatam // Jm_22.88 //
   atha bodhisattvastasya rājñaḥ parāṃ prītikāmatāmavetya	aTa boDisattvaH tasya rAjQaH parAm prIti kAma tAm avetya
   snehapravṛttisumukhatāṃ ca saṃrādhayannavocadenam  	sneha pravRtti su muKa tAm ca saMrADayan= avocat enam  
   yatkṛtyaṃ parame mitre kṛtamasmāsu tattvayā /	yat kRtyam parame mitre kRtam asmAsu tattvayA /
   saṃstave hi nave 'pyasmin svamāhātmyānuvartinā // Jm_22.89 //	saMstave hi nave api asmin sva mAhAtmya anuvartinA // Jm_22.89 //
   kaśca nāma mahārāja nāvalambyeta cetasi /	kaH ca nAma mahA rAja na avalambyeta cetasi /
   saṃmānavidhinānena yastvayāsmāsu darśitaḥ // Jm_22.90 //	saMmAna viDinA anena yaH tvayA asmAsu darSitaH // Jm_22.90 //
   prayojanaṃ nāma kiyatkimeva vā madāśrayaṃ mānada yattvamīkṣase /	prayojanam nAma kiyat kim eva vA mad ASrayam mAnada yat tvam Ikzase /
   priyātithitva guṇavatsalasya te pravṛttamabhyāsaguṇāditi dhruvam //	priya atiTi tva guNa vatsalasya te pravRttam aByAsa guNAt iti Druvam //
   Jm_22.91 //	Jm_22.91 //
   (Vaidya 147)	(VEdyaH 147)
   na citrametattvayi vā jitātmani prajāhitārthaṃ dhṛtapārthivavrate /	na citram etat tvayi vA jita Atmani prajA hita arTam DRta pArTiva vrate /
   tapaḥsamādhānapare munāviva svabhāvavṛttyā hi guṇāstvayi sthitāḥ //	tapaH samADAna pare munO= iva svaBAva vRttyA hi guNAH tvayi sTitAH //
   Jm_22.92 //	Jm_22.92 //
   iti praśaṃsāsubhagāḥ sukhā guṇā na doṣadurgeṣu vasanti bhūtayaḥ /	iti praSaMsA suBagAH suKAH guNAH na doza durgezu vasanti BUtayaH /
   imāṃ viditvā guṇadoṣadharmatāṃ sacetanaḥ kaḥ svahitotpathaṃ bhacet //	imAm viditvA guNa doza Darma tAm sa cetanaH kaH sva hita utpaTam Bacet //
   Jm_22.93 //	Jm_22.93 //
   na deśamāpnoti parākrameṇa taṃ na kośavīryeṇa na nitīsaṃpadā /	na deSam Apnoti parAkrameNa tam na koSa vIryeNa na nitIsaMpadA /
   śramavyayābhyāṃ nṛpatirvinaiva yaṃ guṇābhijātena pathadhigacchati //	Srama vyayAByAm nRpatiH vinA eva yam guNa aBijAtena paTaDigacCati //
   Jm_22.94 //	Jm_22.94 //
   surādhipaśrīrapi vīkṣate guṇān guṇoditāneva paraiti saṃnati /	sura aDipa SrIH api vIkzate guNAn guNa uditAn eva parEti saMnati /
   guṇebhya eva prabhavanti kīrtayaḥ prabhāvamāhātmyamiti śritaṃ guṇān //	guNeByaH eva praBavanti kIrtayaH praBAva mAhAtmyam iti Sritam guNAn //
   Jm_22.95 //	Jm_22.95 //
   amarṣadarpodbhavakarkaśānyapi prarūḍhavairasthiramatsarāṇyapi /	amarza darpa udBava karkaSAni api prarUXa vEra sTira matsarANi api /
   prasādayantyeva manāṃsi vidviṣāṃ śaśiprakāśādhikakāntayo guṇāḥ // Jm_22.96	prasAdayanti eva manAMsi vidvizAm SaSi prakASa aDika kAntayaH guNAH // Jm_22.96
   tadevameva kṣitipāla pālayan mahīṃ pratāpānatadṛptapārthivām /	tat evam eva kzitipAla pAlayan mahIm pratApa Anata dRpta pArTivAm /
   amandaśobhairvinayadibhirguṇairguṇānurāgaṃ jagataṃ prabodhaya // Jm_22.97	amanda SoBEH vinaya diBiH guNEH guNa anurAgam jagatam praboDaya // Jm_22.97
   prajāhitaṃ kṛtyatamaṃ mahīpatestadanya panthā hyubhayatra bhūtaye /	prajA hitam kRtyatamam mahIpateH tat anye panTAH hi uBayatra BUtaye /
   bhavecca tadrājani dharmavatsale nṛpasya vṛttaṃ hi jano 'nuvartate //	Bavet ca tad rAjani Darma vatsale nRpasya vRttam hi janaH anuvartate //
   Jm_22.98 //	Jm_22.98 //
   (Vaidya 148)	(VEdyaH 148)
   praśādhi dharmeṇa vasuṃdharāmataḥ karotu rakṣāṃ tridaśādhipaśca te /	praSADi DarmeNa vasuMDarAm atas karotu rakzAm tridaSADipaH ca te /
   tvadantikātsaṃśritabhāvanādapi svayūthyaduḥkhaṃ tu vikarṣatīva mām //	tvad antikAt saMSrita BAvanAt api sva yUTya duHKam tu vikarzati iva mAm //
   Jm_22.99 //	Jm_22.99 //
   atha sa rājā samabhinandya tattasya vacanaṃ saparṣatkaḥ	aTa sa rAjA samaBinandya tat tasya vacanam sa parzatkaH
   saṃmānapriyavacanaprayogapuraḥsaraṃ tau haṃsamukhyau visasarja / atha	saMmAna priya vacana prayoga puraHsaram tO haMsa muKyO visasarja / aTa
   bodhisattvaḥ samutpatya vimalakhaḍgābhinīlaṃ śaratprasannaśobhaṃ	boDisattvaH samutpatya vimala Kaxga aBinIlam Sarad prasanna SoBam
   gaganatalaṃ pratibimbenevānugamyamānaḥ sumukhena haṃsasenāpatinā samupetya	gagana talam pratibimbena iva anugamyamAnaH sumuKena haMsa senApatinA samupetya
   haṃsayūthaṃ saṃdarśanādeva pareṇa praharṣeṇa saṃyojayāmāsa /	haMsa yUTam saMdarSanAt eva pareNa praharzeNa saMyojayAmAsa /
   kālena copetya nṛpaṃ sa haṃsaḥ parānukampavyasanī sahaṃsaḥ /	kAlena ca upetya nRpam sa haMsaH para anukampa vyasanI sa haMsaH /
   jagāda dharmaṃ kṣitipena tena pratyarcyamāno vinayānatena // Jm_22.100 //	jagAda Darmam kzitipena tena pratyarcyamAnaH vinaya Anatena // Jm_22.100 //
   tadevaṃ vinipātagatānāmapi satāṃ vṛttaṃ nālamanugantumasatpuruṣāḥ prāgeva	tat evam vinipAta gatAnAm api satAm vRttam nAlam anugantum asat puruzAH prAk eva
