   śrīḥ	SrIH
   pañcatriṃśadviparyasya caturthenāpi kārayet /	paQcatriMSat viparyasya caturTena api kArayet /
   etāvadeva kuśalāḥ iṣṭakākaraṇe viduḥ //	etAvat eva kuSalAH izwakA karaNe viduH //
   pucche tiryaṅnidhātavyāḥ catutharyā daśa coditāḥ /	pucCe tiryak niDAtavyAH catuTaryAH daSa coditAH /
   yośvāntarā tiryak caturthyaḥsyuścaturdaśa //	yoSva antarA tiryak caturTyaHsyuH caturdaSa //
   caturthyaḥ pārśvayostāsāṃ ṣaṭṣaṭtiryaktu madhyamāḥ /	caturTyaH pArSvayoH tAsAm zaz zawtiH yak tu maDyamAH /
   koṇeṣu tiryak pañcamyaḥ ṣaṣṭhaśvāṣṭau tathāvidhāḥ /	koNezu tiryak paQcamyaH zazWa Sva azwO taTAviDAH /
   āpucchasyāpyayāttadvat śirasi triṃśadiṣyate /	ApucCasya api ayAt tadvat Sirasi triMSat izyate /
   prācyaśvaiva pratīcyaś ca prācīṣveva ca pañcamī //	prAcI aSva eva pratIcyaH ca prAcIzu eva ca paQcamI //
   caturthyaḥ pārśvayostāsāṃ tathā śiṣṭe ca viṃśatiḥ /	caturTyaH pArSvayoH tAsAm taTA Sizwe ca viMSatiH /
   anyatsarvaṃ yathāsūtraṃ prastāro dviśataḥ kratau //	anyat sarvam yaTAsUtram prastAraH dviSataH kratO //
   śroṇyā caiva tathaivāṃsau ṣaṭsu tveva tatāvidhā /	SroNyA ca eva taTA eva aMsO zawsu tu eva tatAviDAH /
   caturthyo ................... dakṣiṇa na paitāḥ //	caturTyaH ................... dakziNa na pEtAH //
   śroṇyordakṣiṇa vijñeyaṃ tathā caivāṃsa uttare //	SroNyoH dakziNa vijQeyam taTA ca eva aMsaH uttare //
   ityāpastamba sūtravivaraṇe kapardisvāmibhāṣye śulbākhyapraśne	iti Apastamba sUtra vivaraNe kapardi svAmi BAzye Sulba AKya praSne
   pañcamaḥ paṭalaḥ.	paQcamaH pawalaH.
   karavindīyā vyākhyā	karavindIyA vyAKyA
   śeṣer    thyaḥ	SezeH   TyaH
   pucche daśa caturthakaraṇaniṣpannāḥ tiryagāyatāḥ //	pucCe daSa caturTa karaNa nizpannAH tiryak AyatAH //
   śroṇyaṃ    ś ca	SroNyam   S ca
   evaṃ śroṇyoścatasraḥ uttarapārśve viparyasya kāritāḥ //	evam SroNyoH catasraH uttara pArSve viparyasya kAritAH //
   śeṣe    myaḥ	Seze   myaH
   śeṣe ceti cakārāccaturthyo 'nuṣajyante /	Seze ca iti cakArAt caturTyaH anuzajyante /
   ātmaśeṣe ṣaḍviṃśatiścaturthyaḥ /	Atma Seze zaxviMSatiH caturTyaH /
   aṣṭau ca ṣaṣṭayaḥ /	azwO ca zazwayaH /
   catasraḥ pañcamyaḥ /	catasraH paQcamyaH /
   tā etā aṣṭātriṃśat /	tAH etAH azwAtriMSat /
   asāmupadhānamucyate   	asAm upaDAnam ucyate   
   śirasi    stā	Sirasi   stA
   pucchagataviśayānāṃ madhye tiryagātmani caturdaśa caturthyaḥ prācyo	pucCa gata viSayAnAm maDye tiryak Atmani caturdaSa caturTyaH prAcyaH 
   rītayaḥ /	rItayaH /
   tāsāṃ pārśvayoḥ paścāddvedve purastā dvedve dakṣiṇata uttarataś ca /	tAsAm pArSvayoH paScAt dvedve purastAH dvedve dakziNatas uttaratas ca /
   tā aṣṭau /	tAH azwO /
   aṣṭānāṃ catasraḥ prācyaścatasraḥ pratīcyaḥ /	azwAnAm catasraH prAcyaH catasraH pratIcyaH /
   caturdaśānāmeva pārśvayormadhye dakṣiṇata uttarataś ca dvedve /	caturdaSAnAm eva pArSvayoH maDye dakziNatas uttaratas ca dvedve /
   tāścatasraḥ /	tAH catasraH /
   evaṃ ṣaḍviṃśatiścaturthyaḥ /	evam zaxviMSatiH caturTyaH /
   atrānupahitāḥ koṇek /	atra anupahitAH koNek /
   catvāraśvatu rbhāgīyādeśāḥ /	catvAraSvatu rBAgIya AdeSAH /
   teṣu catasraḥ pañcamyaḥ tiryak /	tezu catasraH paQcamyaH tiryak /
   ṣaṣṭiśvāṣṭau tiryageva /	zazwi SvA azwO tiryak eva /
   śirasi pratyekaṃ dakṣiṇottarataḥ prācyau tayorviṃśayayoḥ purataḥ prācyau	Sirasi pratyekam dakziNa uttaratas prAcyO tayoH viMSayayoH puratas prAcyO
   caturthyau /	caturTyO /
   evaṃ bāhyaviśeṣe //	evam bAhya viSeze //
   eṣa dviśataḥ prastāraḥ	eza dviSataH prastAraH
   upadānavidhigatadeśādi saṃkhyāsamudāyavaśena prastāre śatadvaye siddhe 'pi	upadAna viDi gata deSa Adi saMKyA samudAya vaSena prastAre Sata dvaye sidDe api
   dviśataḥ prastāra iti vacanaṃ prastāre dviśatatvasiddhikaraṇāya //	dviSataH prastAraH iti vacanam prastAre dvi Sata tva sidDi karaNAya //
   apa    kriyāḥ	apaH   kriyAH
   nirṇāmaḥ pakṣayormadhye vakrapradeśa ityuktam /	nirNAmaH pakzayoH maDye vakra pradeSaH iti uktam /
   tasmin dvitīyāḥ dakṣiṇottarapakṣayoḥ pañcapañca nirṇāmānurūpamupadheyāḥ //	tasmin dvitIyAH dakziNa uttara pakzayoH paQca paQca nirNAma anurUpam upaDeyAH //
   apya    vetāḥ	apya   vetAH
   tṛtīyakaraṇāvetāḥ pañcapañcaivāṣṭabhāgena vardhitenātmānamavagatāḥ	tRtIya karaNO= etAH paQca paQca eva azwa BAgena varDitena AtmAnam avagatAH
   ṣaḍbhāgena pakṣam //	zaz BAgena pakzam //
   śeṣe    prācīḥ	Seze   prAcIH
   dakṣiṇapakṣasya dakṣiṇabhāge pañcaviṃśatiḥ /	dakziNa pakzasya dakziNa BAge paQcaviMSatiH /
   uttarapakṣasya uttarabhāge pañcaviṃśatiḥ dakṣiṇe viṃśatiḥ //	uttara pakzasya uttara BAge paQcaviMSatiH dakziNe viMSatiH //
   puccha    myaḥ	pucCaH   myaH
   pucchasya dakṣiṇe pārśve pañca saptamyaḥ /	pucCasya dakziNe pArSve paQca saptamyaH /
   uttare pañca prācyo rītayaḥ //	uttare paQca prAcyaH rItayaH //
   dvitī    kām	dvitI   kAm
   anenānyayoḥ saptamyorupadhānamucyate /	anena anyayoH saptamyoH upaDAnam ucyate /
   pucchapārśvagatasaptamīrītyoranyatarasyāṃ rītyāṃ dvitīyā /	pucCa pArSva gata saptam IrItyoH anyatarasyAm rItyAm dvitIyA /
   pratisaṃhitāmekāmanyasyāṃ caturthīpratisaṃhitāṃ caikāṃ saptamīmupadadhyāt	pratisaMhitAm ekAm anyasyAm caturTI pratisaMhitAm ca ekAm saptamIm upadaDyAt 
   evaṃ dvādaśa saptamya upahitā bhavanti //	evam dvAdaSa saptamyaH upahitAH Bavanti //
   śeṣe    ṣṭamyāḥ	Seze   zwamyAH
   pucchaśeṣe aṣṭamakaraṇotpannāḥ trayodaśodīcyaḥ pañca rītayaḥ /	pucCa Seze azwama karaNa utpannAH trayodaSa udIcyaH paQca rItayaH /
   pucchāgre pārśvagatayoḥsaptamyormadhye pañcāṣṭamyau /	pucCa agre pArSva gatayoH saptamyoH maDye paQca azwamyO /
   nanāgrā dvitīyāyām /	nana agrA dvitIyAyAm /
   tisṛṇāṃ saptamīnāṃ madhye tisro 'ṣṭamyaḥ /	tisRNAm sapta mInAm maDye tisraH azwamyaH /
   tṛtīyāyāṃ ca tisraḥ /	tRtIyAyAm ca tisraH /
   caturtharītyāṃ tisṛṇāṃ saptamīnāṃ madhye ekā /	caturTa rItyAm tisRNAm sapta mInAm maDye ekA /
   pañcamarītyāṃ saptamyormadhye ekā /	paQcamarItyAm saptamyoH maDye ekA /
   evaṃ trayodaśāṣṭamyaḥ yathāyogaṃ prāgagrāḥ pratyagagrāś ca bhaveyuḥ //	evam trayodaSa azwamyaH yaTAyogam prAc agrAH pratyak agrAH ca BaveyuH //
   śroṇyaṃsebhyaś ca śroṇyaṃ    ś ca	SroNi aMseByaH ca SroNyam   S ca
   śroṇyoścatasraḥ pratyekaṃ dvedve dakṣiṇayordakṣiṇā uttarayoruttarāḥ /	SroNyoH catasraH pratyekam dvedve dakziNayoH dakziNAH uttarayoH uttarAH /
   sarvā bāhyaviśeṣāḥ //	sarvAH bAhya viSezAH //
   śeṣe    mīm	Seze   mIm
   ātmaśeṣe viṃśatiḥ /	Atma Seze viMSatiH /
   cakāreṇa vacanābhāve śirasicaturthyau /	cakAreNa vacana aBAve Sirasi caturTyO /
   tayoś ca purastāt catasro navamyaḥ //	tayoH ca purastAt catasraH navamyaH //
   eṣa dviśataḥ prastāraḥ	eza dviSataH prastAraH
   prastāraśatadvayāniyamaśaṅktānirākaraṇāya dviśatavacanam //	prastAra Sata dvaya aniyama SaFktA nirAkaraNAya dvi Sata vacanam //
   vyatyāsarṃ    ṣet	vyatyAsarm   zet 
   gatam //	gatam //
   atha phalakānāṃ prajambhanamucyate    prathamakaraṇasya viṃśatyaṅgulā	aTa PalakAnAm prajamBanam ucyate   praTama karaNasya viMSati aFgulA
   tiryaṅmānī prajambhite yathaikonaviṃśatiraṅgulayaḥsāṣṭādaśatiladvayaṃ ca	tiryak mAnI prajamBite yaTA ekonaviMSatiH aFgulayaH sa azwAdaSa tila dvayam ca
   ṛjvavasthitā bhavati, tathā karaṇaṃ prajambhayet /	Rju avasTitA Bavati, taTA karaNam prajamBayet /
   vakṣyamāṇaprakāreṇa dvitīyasya karaṇasya pakṣanamnī caturviṃśatyaṅgulā	vakzyamANa prakAreNa dvitIyasya karaNasya pakzanamnI caturviMSati aFgulA
   sārdhasaptatilā /	sArDa sapta tilAH /
   tasyāḥṣaṣṭho bhāgaścatasro 'hgulayaḥ	tasyAH zazWaH BAgaH catasraH ahgulayaH
   sapādatilaś ca /	sa pAda tilaH ca /
   tena dvitīyakaraṇasya dīrghatayā catvāriṃśadahgulayoḥ phalakayormadhye	tena dvitIya karaNasya dIrGatayA catvAriMSat ahgulayoH PalakayoH maDye
   catuviṃśatyaṅgule ekasminnunnatiṃ ca kuryāt; yathā tasya	catuviMSati aFgule ekasmin= unnatim ca kuryAt; yaTA tasya
   bhāgadvayamekaikaśaḥ pūrvakarṇasadṛśaṃ bhavati tatheti /	BAga dvayam ekEkaSas pUrva karNa sadRSam Bavati taTA iti /
   dṛtīyasya tu ṣaṣṭhāṣṭabhāgasandhau namanaṃ /	dRtIyasya tu zazWa azwa BAga sanDO namanam /
   ṣaṣṭhaṃ bhāgaṃ pūrvavannamayet /	zazWam BAgam pUrvavat namayet /
   aṣṭamasya tu namanamātmānurūpaṃ ṛjvavasthānameva /	azwamasya tu namanam Atma anurUpam Rju avasTAnam eva /
   tasminnamanaṃ ṣaṣṭhāpekṣayā /	tasminnamanam zazWa apekzayA /
   tatra ślokāḥ     	tatra SlokAH     
   śyene prathama ādyasya karaṇasya prajambhanam /	Syene praTamaH Adyasya karaNasya prajamBanam /
   dvitīyasya tṛtīyasya cocyate phalakānatiḥ //	dvitIyasya tRtIyasya ca ucyate Pala ka AnatiH //
   asmin śyene tvādimsya karaṇasya prajambhanam /	asmin Syene tu Adimsya karaNasya prajamBanam /
   pucchasya pakṣakaraṇī ṣaṣṭhasyāsau yathārjavam //	pucCasya pakza karaNI zazWasya asO yaTA Arjavam //
   dvitīyasya tṛtīyasya pakṣakāṇāṃ nateḥ phalam /	dvitIyasya tRtIyasya pakzakANAm nateH Palam /
   vyāsasya pakṣakaraṇīṃ ṣaṣṭhatānādime natiḥ //	vyAsasya pakza karaNIm zazWatA anAdime natiH //
   ekonaviṃśatyaṅgulyaḥsāṣṭāṃśaṃ ca tiladvayam /	ekonaviMSati aFguli aH sa azwa aMSam ca tila dvayam /
   tiryaṅbhānī yatā sā syāttathā rajjvā prajambhayet //	tiryaFBAnI yatA sA syAt taTA rajjvA prajamBayet //
   sapādatilasaṃyuktacaturaṅgulamātrataḥ /	sa pAda tila saMyukta catur aFgula mAtrataH /
   pakṣasya namanī ṣaṣṭhaḥ tena syātphalakānatiḥ //	pakzasya namanI zazWaH tena syAt Pala ka AnatiH //
   evaṃ dvitīyaśyenoktamārgeṇonnīya jambhanam /	evam dvitIya Syena ukta mArgeNa unnIya jamBanam /
   karaṇasya vidhātavyaṃ phalakānamanaṃ tathā //	karaNasya viDAtavyam PalakAnamanam taTA //
   iti karavindasvāmikṛtāyāṃ śulbapratīpikāyāṃ pañcamaḥ paṭalaḥ	iti karavinda svAmi kRtAyAm Sulba pratIpikAyAm paQcamaH pawalaH
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   śeṣer      thyaḥ	SezeH     TyaH
   puccha udagāyatāḥ /	pucCaH udak AyatAH /
   śroṇyaṃaś ca	SroNyaMaH ca
   ātmanaḥ śroṇyaṃseṣu dvedve bāhyaviśeṣe /	AtmanaH SroNi aMsezu dvedve bAhya viSeze /
   śeṣe pañcamyaḥ	Seze paQcamyaH
   ātmaśeṣe ṣaḍviṃśaticaturthyaḥ prācyaḥ pratīcyaḥ /	Atma Seze zaxviMSati caturTyaH prAcyaH pratIcyaH /
   tatra madhyarītyoḥ saptasaptodagagrā dakṣiṇāgrāś ca /	tatra maDyarItyoH sapta sapta udak agrAH dakziNa agrAH ca /
   dvitīyapañcamarītyoḥ pañcapañca matāḥ /	dvitIya paQcama rItyoH paQca paQca matAH /
   samamadhye dakṣiṇottare anyāḥ prākpratīcyaḥ /	sama maDye dakziNa uttare anyAH prAc pratIcyaH /
   ādyantarītyormadhye ekaikacaturthyau dakṣiṇottarayoḥ paścātpurastācca	Adi antarItyoH maDye ekEka caturTyO dakziNa uttarayoH paScAt purastAt ca
   dvedve ṣaṣṭhayau /	dvedve zazWayO /
   tāśvāṣṭau dakṣiṇottarāḥ /	tASva azwO dakziNa uttarAH /
   tadrītyoḥ śeṣe catasraḥ pañcamya udagāyatāḥ /	tat rItyoH Seze catasraH paQcamyaH udak AyatAH /
   śirasi caturthyau viśaye	Sirasi caturTyO viSaye
   apyaye pucchāpyayavat /	api aye pucCa apyaya vat /
   tayo cyau	tayo cyO
   bāhyaviśeṣe caturthyau /	bAhya viSeze caturTyO /
   eṣa stāraḥ	eza stAraH
   ato 'tra saṃkhyāpūraṇāya kartavyo yatna ityarthaḥ /	atas atra saMKyA pUraNAya kartavyaH yatnaH iti arTaH /
   apara tāmekaikām	apara tAm ekEkAm
   anyatarataḥ dakṣiṇe pārśve uttare vā dvitīyacaturthībhyāṃ saptamībhyāṃ	anyataratas dakziNe pArSve uttare vA dvitIya caturTIByAm saptamIByAm
   saṃhitāmekāṃ saptamīmantarupadadhyāt //	saMhitAm ekAm saptamIm antar upadaDyAt //
   śeṣe ṣṭamyaḥ	Seze zwamyaH
   ṣuccha śeṣe /	zucCa Seze /
   śroṇyaṃacīś ca	SroNyaMacIH ca
   dvedve bāhyaviśeṣe /	dvedve bAhya viSeze /
   śeṣe pañcamī	Seze paQcamI
   ātmaśeṣe viṃśatiścaturthyaḥ prāgāyatāḥ /	Atma Seze viMSatiH caturTyaH prAc AyatAH /
   madhye prāgāyatābhiḥ ṣaṣṭhībhirdvātriṃśatā dve rītī /	maDye prAc AyatABiH zazWIBiH dvAtriMSatA dve rItI /
   tayordakṣiṇasyāṃ dve uddhṛtya ekāṃ pañcamīṃ nidadhyāt //	tayoH dakziNasyAm dve udDRtya ekAm paQcamIm nidaDyAt //
   śirasi caturthyau	Sirasi caturTyO
   udagāyate //	udak Ayate //
   tayo myaḥ	tayaH myaH
   udagāyatāḥ //	udak AyatAH //
   eṣa stāraḥ    vyatyā rṣet	eza stAraH   vyatyA rzet 
   iti śrī sundararājakṛtāyāṃ śulbapradīpikāyāṃ pañcamaḥ paṭalaḥ	iti SrI sundara rAja kRtAyAm Sulba pradIpikAyAm paQcamaH pawalaH
   kapardibhāṣyam	kapardi BAzyam
   śyenacitaṃ cinvīta suvargakāma iti vijñāyate || ĀpŚus_18.1 ||	Syena citam cinvIta suvarga kAmaH iti vijQAyate || ĀpŚuH _18.1 ||
   vakrapakṣo vyastapuccho bhavati | paścāt prāṅ udūhati | purastāt pratyaṅ	vakra pakzaH vyasta pucCaH Bavati | paScAt prAF udUhati | purastAt pratyaF
   udūhati | evam iva hi vayasāṃ madhye pakṣanirṇāmo bhavatīti vijñāyate ||	udUhati | evam iva hi vayasAm maDye pakza nirNAmaH Bavati iti vijQAyate ||
   ĀpŚus_18.2 ||	ĀpŚuH _18.2 ||
   asyāḥ śruteḥ punarupanyāso mārgāntaraṃ pratipādayitum /	asyAH SruteH punar upanyAsaH mArga antaram pratipAdayitum /
   athavā anyaivaiṣā śrutiḥ /	aTavA anyA eva ezA SrutiH /
   iyamevākāramārgatā /	iyam eva AkAra mArga tA /
   vakreti    gatametat /	vakra iti   gatam etat /
   puruṣasya ṣoḍaśabhir viṃśaṃ śataṃ sāratniprādeśaḥ saptavidhaḥ saṃpadyate |	puruzasya zoxaSaBiH viMSam Satam sAratni prAdeSaH saptaviDaH saMpadyate |
   tāsāṃ catvāriṃśadātmani tisraḥ śirasi pañcadaśa puccha ekatriṃśad dakṣiṇe	tAsAm catvAriMSat Atmani tisraH Sirasi paQcadaSa pucCaH ekatriMSat dakziNe
   pakṣe tathottare || ĀpŚus_18.3 ||	pakze taTA uttare || ĀpŚuH _18.3 ||
   puruṣasya ṣoḍaśamāgaḥ ṣoḍaśī /	puruzasya zoxaSa mAgaH zoxaSI /
   tābhirviṃśottaraṃ śataṃ saṃpadyate /	tABiH viMSa uttaram Satam saMpadyate /
   parigaṇanāyāṃ kriyamāṇāyāṃ etāvatyaḥ ṣoḍaśyaḥ saptārdhe śerate /	parigaNanAyAm kriyamANAyAm etAvatyaH zoxaSyaH sapta arDe Serate /
   sapta sthāpayitvā ṣoḍaśībhirguṇite dvādaśottaraṃ śatam /	sapta sTApayitvA zoxaSIBiH guNite dvAdaSa uttaram Satam /
   ardhapuruṣe dvādaśasu aṣṭau /	arDa puruze dvAdaSasu azwO /
   kṣipte viṃśatiḥ /	kzipte viMSatiH /
   evaṃ viṃśottaraṃ śataṃ sampannam /	evam viMSa uttaram Satam sampannam /
   tāsāmiti    tāsāṃ ṣoḍaśīnāṃ catvāriṃśadātmanyupadheyāḥ; tisraḥśirasi;	tAsAm iti   tAsAm zoxaSInAm catvAriMSat Atmani upaDeyAH; tisraH Sirasi;
   sarvatra nidheyā iti śeṣaḥ /	sarvatra niDeyAH iti SezaH /
   pañcadaśa pucche /	paQcadaSa pucCe /
   dakṣiṇe pakṣe ekatriṃśat tathottare /	dakziNe pakze ekatriMSat taTA uttare /
   ekatriṃśaduttare pakṣe /	ekatriMSat uttare pakze /
   kathametā nidheyā ityucyate   	kaTam etAH niDeyAH iti ucyate   
   adhyardhapuruṣas tiryag dvāv āyāmata iti dīrghaṃ caturaśraṃ vihṛtya	aDyarDa puruzaH tiryak dvO AyAmate iti dIrGam caturaSram vihRtya
   śroṇyaṃsebhyo dve dve ṣoḍasyau nirasyet | catvāriṃśat pariśiṣyante | sa	SroNi aMseByaH dve dve zoxasyO nirasyet | catvAriMSat pariSizyante | sa
   ātmā || ĀpŚus_18.4 ||	AtmA || ĀpŚuH _18.4 ||
   adhyardhapuruṣā tiryaṅbhānī dvipuruṣā pārśvamānī /	aDyarDa puruzA tiryaFBAnI dvi puruzA pArSva mAnI /
   evaṃ dīrghacaturaśraṃ vihṛtya śroṇībhyāmaṃsābhyāṃ ca dve dve ṣoḍaśyau	evam dIrGa caturaSram vihRtya SroNIByAm aMsAByAm ca dve dve zoxaSyO
   pratyekaṃ nirasyet    tyajet /	pratyekam nirasyet   tyajet /
   akṣṇayā .... yathā śroṇyaṃseṣu catvāri caturaśrāṇi ardhapuruṣapramāṇāni	akzNayA .... yaTA SroNi aMsezu catvAri caturaSrANi arDa puruza pramANAni
   kṛtvā akṣṇayānyārdhāni nirasyet /	kRtvA akzNayA anya arDAni nirasyet /
   śiṣṭaṃ catvāriṃśat /	Sizwam catvAriMSat /
   sa ātmā //	saH AtmA //
   śirasyardhapuruṣeṇa caturaśraṃ kṛtvā pūrvasyāḥ karaṇyā ardhāt tāvati	Sirasi arDa puruzeNa caturaSram kRtvA pUrvasyAH karaNyAH arDAt tAvati
   dakṣiṇottarayor nipātayet || ĀpŚus_18.5a ||	dakziNa uttarayoH nipAtayet || ĀpŚuH _18.5aH ||
   gatametat   	gatam etat   
   tisraḥ pariśiṣyante | tac chiraḥ || ĀpŚus_18.5b ||	tisraH pariSizyante | tat SiraH || ĀpŚuH _18.5B ||
   tisraḥśiṣṭāḥ /	tisraH SizwAH /
   tacchiraḥ /	tat SiraH /
   puruṣas tiryag dvāv āyāmataḥ ṣoḍaśabhāgaś ca dakṣiṇaḥ pakṣaḥ | tathottaraḥ	puruzaH tiryak dvO AyAmataH zoxaSa BAgaH ca dakziNaH pakzaH | taTA uttaraH
   || ĀpŚus_18.6 ||	|| ĀpŚuH _18.6 ||
   puruṣamātrā tiryaṅbānī /	puruza mAtrA tiryaFbAnI /
   dvipuruṣā pārśvamānī /	dvi puruzA pArSva mAnI /
   puruṣaṣoḍaśamāgāśvārdhenāṣṭāhgulamātraṃ dakṣiṇe pakṣe cāmāmaḥ /	puruza zoxaSa mAga aSva arDena azwa Ahgula mAtram dakziNe pakze ca AmAmaH /
   tadvadevottarapakṣaḥ //	tadvat eva uttara pakzaH //
   pakṣāgrepakṣāgre puruṣacaturthena catvāri caturaśrāṇi kṛtvā tāny akṣṇayā	pakza agre pakza agre puruza caturTena catvAri caturaSrANi kRtvA tAni akzNayA
   vyavalikhyārdhāni nirasyet | ekatriṃśat pariśiṣyante || ĀpŚus_18.7 ||	vyavaliKya arDAni nirasyet | ekatriMSat pariSizyante || ĀpŚuH _18.7 ||
   pakṣayoragre pratyekaṃ puruṣacaturthapramāṇena catvāri caturaśrāṇi kṛtvā	pakzayoH agre pratyekam puruza caturTa pramANena catvAri caturaSrANi kRtvA
   tānyakṣṇayā karṇemālikhya ardhāni nirasyet /	tAni akzNayA karNema AliKya arDAni nirasyet /
   sucyavaddakṣiṇapakṣāgrāṇi bahirbhūtāni nirasyet /	sucyavat dakziNa pakza agrANi bahis BUtAni nirasyet /
   dvipuruṣāyāme dvātriṃśat ṣoḍaśyo bhavanti /	dvi puruza AyAme dvAtriMSat zoxaSyaH Bavanti /
   ṣoḍaśabhāgena caikā /	zoxaSa BAgena ca ekA /
   tāsu dvayostyaktayoḥ ekatriṃśatpariśiṣyante //	tAsu dvayoH tyaktayoH ekatriMSat pariSizyante //
   pakṣāgram utsṛjya madhye pakṣasya prācīṃ lekhām ālikhet || ĀpŚus_18.8a ||	pakza agram utsRjya maDye pakzasya prAcIm leKAm AliKet || ĀpŚuH _18.8aH ||
   pakṣāgramiti puruṣacaturthena kṛtāni caturaśrāṇi lakṣyante /	pakza agram iti puruza caturTena kRtAni caturaSrANi lakzyante /
   pakṣāyāme puruṣacaturbhāgārdhamutsṛjyetyarthaḥ /	pakza AyAme puruza catur BAga arDam utsRjya iti arTaH /
   madhye pakṣasya pragāyatāṃ lekhāmālikhet //	maDye pakzasya pragAyatAm leKAm AliKet //
   pakṣāpyaye puruṣaṃ niyamya lekhāyāṃ puruṣānte nitodantukuryāt | nitodāt	pakza apyaye puruzam niyamya leKAyAm puruza ante nitodantu kuryAt | nitodAt 
   prācīnaṃ puruṣānte nitodaṃ nitodayor nānāntāv ālikhet | tatpakṣinamanam |	prAcInam puruza ante nitodam nitodayoH nAnA antO AliKet | tad pakzi namanam |
   etenottaraḥ pakṣo vyākhyātaḥ || ĀpŚus_18.8b ||	etena uttaraH pakzaH vyAKyAtaH || ĀpŚuH _18.8B ||
   ātmapakṣasandhau puruṣamātraṃ veṇuṃ niyamya lekhāyāmeva puruṣasyānte	Atma pakza sanDO puruza mAtram veNum niyamya leKAyAm eva puruzasya ante
   veṇorante lakṣaṇaṃ kuryāt /	veNoH ante lakzaNam kuryAt /
   tasmānnitodātpāgāyataṃ prācīnaṃ veṇuṃ lekhāyāmeva nidhāyāntye chidre	tasmAt nitodAt pAga Ayatam prAcInam veNum leKAyAm eva niDAya antye Cidre
   śaṅkuṃ lakṣaṇaṃ vā nihatya nitodayorantau nānā ālikhet /	SaFkum lakzaNam vA nihatya nitodayoH antO nAnA AliKet /
   aparasmānnitodādā rabhyāparāntamālikhet /	aparasmAt nitodAdAH raByA para antam AliKet /
   pūrvasmānnitodāccārabhya pūrvāntamiti /	pUrvasmAt nitodAt ca AraBya pUrva antam iti /
   tatpakṣanamanaṃ pakṣasya vakratā /	tad pakza namanam pakzasya vakra tA /
   eteneti uttarapakṣanamanamapyevaṃ kuryāt //	etena iti uttara pakza namanam api evam kuryAt //
   aṣṭādaśaḥ khaṇḍaḥ	azwAdaSaH KaNxaH
   dvipuruṣaṃ pascādardhapuruṣaṃ purastāc caturbhāgonaḥ puruṣa āyāmo	dvi puruzam pascAt arDa puruzam purastAt catur BAga UnaH puruzaH AyAmaH 
   'ṣṭādaśakaraṇyo pārśvayos tāḥ pañcadaśaparigṛhṇanti | tat puccham ||	azwAdaSa karaNyaH pArSvayoH tAH paQcadaSa parigRhNanti | tat pucCam ||
   ĀpŚus_19.1 ||	ĀpŚuH _19.1 ||
   paścāttiryaṅbhānī dvipuruṣā /	paScAt tiri aFBAnI dvi puruzAH /
   purastādardhapuruṣā /	purastAt arDa puruzAH /
   pādonapuruṣāyāmā /	pAda Una puruza AyAmA /
   pārśvayoraṣṭādaśaṣoḍaśīḥ karoti /	pArSvayoH azwAdaSa zoxaSIH karoti /
   aṣṭādaśakaraṇī sā pārśvayoḥ /	azwAdaSa karaNI sA pArSvayoH /
   tā etāḥ pañcadaśaṣoḍaśīḥ parigṛhranti /	tAH etAH paQcadaSa zoxaSIH parigRhranti /
   kathamardhapuruṣavyāsā pādonapuruṣāyāmā ṣaṭkaroti? tasyābhiyo dve	kaTam arDa puruza vyAsA pAdonapuruza AyAmA zawkaroti? tasya aBiyaH dve
   caturaśre same sarvataḥ pādonapuruṣamātre /	caturaSre same sarvatas pAda Una puruza mAtre /
   tāvakṣṇayā likhet /	tO= akzNayA liKet /
   ekaikamardhaṃ tyajet /	ekEkam arDam tyajet /
   śiṣṭaṃ pratyekamardhapañcamaṃ karoti /	Sizwam pratyekam arDa paQcamam karoti /
   ardhapañcamaṃ ardhapañcamaṃ nava /	arDa paQcamam arDa paQcamam nava /
   navasu ṣaṭsu kṣipteṣu pañcadaśa /	navasu zawsu kziptezu paQcadaSa /
   tatpuccham //	tad pucCam //
   karavindīyā vyākhyā	karavindIyA vyAKyA
   śyenā    yate	SyenAH   yate
   dvitīyaśyenamupadeṣṭuṃ saiva śrutiḥ punarapi paṭhitā /	dvitIya Syenam upadezwum sA eva SrutiH punar api paWitA /
   tatra viśeṣamāha       	tatra viSezam Aha       
   puruṣasya   t tare	puruzasya   t tare
   ṣoḍaśīḥ    ṣoḍaśabhāgaparimitāḥ /	zoxaSIH   zoxaSa BAga parimitAH /
   tābhiḥ ṣoḍaśībiḥ /	tABiH zoxaSIbiH /
   sāratniprādeśaḥsaptavidho 'gnirviṃśatiśataṃ saṃpadyate /	sAratni prAdeSaH saptaviDaH agniH viMSati Satam saMpadyate /
   tathāhi    sapta sthāpayitvā ṣoḍaśībirguṇite dvādaśottaraṃ śataṃ bhavati /	taTA hi   sapta sTApayitvA zoxaSI biH guNite dvAdaSa uttaram Satam Bavati /
   ardhe ṣoḍaśībhirguṇite aṣṭau /	arDe zoxaSIBiH guNite azwO /
   teṣvaṣṭasu kṣipteṣu viṃśatyuttaraṃ śataṃ ṣoḍaśyo bhavanti /	tezu azwasu kziptezu viMSati uttaram Satam zoxaSyaH Bavanti /
