   (Vaidya 165)	(VEdyaH 165)
   bandhanagatāś ca sattvā mocayitavyāḥ | tasya ca bhagavato	banDana-gatAH ca sattvAH mocayitavyAH | tasya ca BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya tathāgatasya yathāpūrvoktapūjā karaṇīyā |	BEzajya-guru-vEdUrya-praBasya taTAgatasya yaTApUrva-ukta-pUjA karaNIyAH |
   tadā tasya rājñaḥ kṣatriyasya mūrdhābhiṣiktasya etena kuśalamūlena ca	tadA tasya rAjQaH kzatriyasya mUrDABiziktasya etena kuSala-mUlena ca
   tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya	tasya BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya
   pūrvapraṇidhānaviśeṣavistareṇa tatra viṣaye kṣemaṃ bhaviṣyati subhikṣam |	pUrva-praNiDAna-viSeza-vistareNa tatra vizaye kzemam Bavizyati suBikzam |
   kālena vātavṛṣṭiśasyasaṃpado bhaviṣyanti, sarve ca viṣayanivāsinaḥ sattvā	kAlena vAta-vRzwi-Sasya-saMpadaH Bavizyanti, sarve ca vizaya-nivAsinaH sattvA
   ārogāḥ sukhitāḥ pramodyabahulāḥ | na ca tatra viṣaye	ArogAH suKitAH pramodya-bahulAH | na ca tatra vizaye
   duṣṭayakṣarākṣasabhūtapiśācāḥ sattvānāṃ viheṭhayanti | sarvadurnimittāni	duzwa-yakza-rAkzasa-BUta-piSAcAH sattvAnAm viheWayanti | sarva-durnimittAni
   ca na paśyanti | tasya ca rājñaḥ kṣatriyasya mūrdhābhiṣiktasya	ca na paSyanti | tasya ca rAjQaH kzatriyasya mUrDABiziktasya
   āyurvarṇabalārogyaiśvaryābhivṛddhir bhaviṣyati ||	AyuH-varNa-balA-rogya-ESvarya-aBivRdDiH Bavizyati ||
   athāyuṣmān ānandas trāṇamuktaṃ bodhisattvam evam avocat - kathaṃ kulaputra	aTa-AyuzmAn AnandaH trANam-uktam boDisattvam evam avocat  kaTam kula-putra
   parikṣīṇāyuḥ punar evābhivivardhate? trāṇamukto bodhisattva āha - nanu	parikzINa-AyuH punar eva-aBivivarDate? trANa-muktaH boDisattvaH Aha  nanu
   tvayā bhadanta ānanda tathāgatasyāntikāc chrutam - santi akālamaraṇāni |	tvayA BadantaH Ananda taTAgatasya-antikAt Srutam  santi akAla-maraNAni |
   teṣāṃ pratikṣepeṇa mantrauṣadhiprayogā upadiṣṭāḥ | santi sattvā vyādhitāḥ	tezAm pratikzepeNa mantra-ozaDi-prayogAH upadizwAH | santi sattvAH vyADitAH
   | na ca guruko vyādhiḥ bhaiṣajyopasthāpakavirahitaḥ | yadi vā	| na ca gurukaH vyADiH BEzajya-upasTApaka-virahitaH | yadi vA
   vaidyā(bhaiṣajyaṃ) kurvanti | idaṃ prathamam akālamaraṇam | dvitīyam	vEdyA(BEzajyaM) kurvanti | idam praTamam akAla-maraNam | dvitIyam
   akālamaraṇaṃ yasya rājadaṇḍena kālakriyā | tṛtīyam akālamaraṇaṃ ye 'tīva	akAla-maraNam yasya rAja-daNxena kAla-kriyA | tRtIyam akAla-maraNam ye atIva
   pramattāḥ pramādavihāriṇaḥ, teṣāṃ manuṣyā ojo 'paharanti | caturtham	pramattAH pramAda-vihAriNaH, tezAm manuzyAH ojaH apaharanti | caturTam
   akālamaraṇaṃ ye agnidāhena kālaṃ kurvanti | pañcamaṃ cākālamaraṇaṃ ye ca	akAla-maraNam ye agni-dAhena kAlam kurvanti | paQcamam ca-akAla-maraNam ye ca
   udakena mriyante | ṣaṣṭhakālamaraṇaṃ ye	udakena mriyante | zazWa-kAla-maraNam ye
   (siṃha)vyāghravyālacaṇḍamṛgamadhyagatā vāsaṃ kalpayanti mriyante ca |	(siMha)-vyAGra-vyAla-caNxa-mRga-maDya-gatAH vAsam kalpayanti mriyante ca |
   saptamama kālamaraṇaṃ ye giritaṭāt prapatanti | aṣṭamam akālamaraṇaṃ ye	saptamama kAla-maraNam ye giri-tawAt prapatanti | azwamam akAla-maraNam ye
   viṣakākhordavetālānuprayogeṇa mriyante | navamam akālamaraṇaṃ ye	vizakAKoH-davetAla-anuprayogeNa mriyante | navamam akAla-maraNam ye
   kṣuttṛṣopahatā āhārapānam alabhamānā ārtāḥ kālaṃ kurvanti | etāni	kzut-tRzA-upahatAH AhAra-pAnam alaBamAnAH ArtAH kAlam kurvanti | etAni
   saṃkṣepato 'kālamaraṇāni tathāgateṇa nirdiṣṭāni | anyāni ca aprameyāṇy	saMkzepataH akAla-maraNAni taTAgateNa nirdizwAni | anyAni ca aprameyANi-
   akālamaraṇāni ||	akAla-maraNAni ||
   atha khalu tatra parṣadi dvādaśa mahāyakṣasenāpatayaḥ saṃnipatitā abhūvan	aTa Kalu tatra parzadi dvAdaSa mahA-yakza-senApatayaH saMnipatitAH aBUvan
   yaduta kiṃbhīro nāma mahāyakṣasenāpatiḥ, vajraś ca nāma	yat-uta kiMBIraH nAma mahA-yakza-senApatiH, vajraH ca nAma
   mahāyakṣasenāpatiḥ, mekhilo nāma mahāyakṣasenāpatiḥ, antilo nāma	mahA-yakza-senApatiH, meKilaH nAma mahA-yakza-senApatiH, antilaH nAma
   mahāyakṣasenāpatiḥ, anilo nāma mahāyakṣasenāpatiḥ, saṇṭhilo nāma	mahA-yakza-senApatiH, anilaH nAma mahA-yakza-senApatiH, saNWilaH nAma
   mahāyakṣasenāpatiḥ, indalo nāma mahāyakṣasenāpatiḥ, pāyilo nāma	mahA-yakza-senApatiH, indalaH nAma mahA-yakza-senApatiH, pAyilaH nAma
   mahāyakṣasenāpatiḥ, mahālo nāma mahāyakṣasenāpatiḥ, cidālo nāma	mahA-yakza-senApatiH, mahAlaH nAma mahA-yakza-senApatiH, cidAlaH nAma
   mahāyakṣasenāpatiḥ, caundhulo nāma mahāyakṣasenāpatiḥ, vikalo nāma	mahA-yakza-senApatiH, ca-onDulaH nAma mahA-yakza-senApatiH, vikalaH nAma
   mahāyakṣasenāpatiḥ | ete dvādaśa mahāyakṣasenāpatayaḥ	mahA-yakza-senApatiH | ete dvAdaSa mahA-yakza-senApatayaH
   ekaikānucaraparivāritā ekakaṇṭhena bhagavantam evam āhuḥ - śrutam asmābhiś	ekEka-anucara-parivAritAH eka-kaNWena Bagavantam evam AhuH  Srutam asmABiH-
   ca bhagavatā buddhānubhāvena tasya bhagavato	ca BagavatA budDa-anuBAvena tasya BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya tathāgatasya nāmadheyam | na bhūyo 'smākaṃ	BEzajya-guru-vEdUrya-praBasya taTAgatasya nAmaDeyam | na BUyas asmAkam
   durgatibhayam | te vayaṃ sahitāḥ samagrā yāvajjīvaṃ buddhaṃ śaraṇaṃ	durgati-Bayam | te vayam sahitAH samagrA yAvajjIvam budDam SaraNam
   gacchāmaḥ, dharmaṃ śaraṇaṃ gacchāmaḥ, saṃghaṃ śaraṇaṃ gacchāmaḥ |	gacCAmaH, Darmam SaraNam gacCAmaH, saMGam SaraNam gacCAmaH |
   sarvasattvānām arthāya hitāya sukhāya autsukyaṃ kariṣyāmaḥ | yo viśeṣeṇa	sarva-sattvAnAm arTAya hitAya suKAya Otsukyam karizyAmaH | yaH viSezeNa
   grāme vā (BhgSū, Vaidya 173) nagare vā janapade vā araṇyāyatene vā edaṃ	grAme vA (Bhj-SU, VEdya 173) nagare vA janapade vE araNyAyatene vE edam
   sūtraṃ pracārayiṣyati, yo vā tasya bhagavato	sUtram pracArayizyati, yaH vA tasya BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya nāmadheyaṃ dhārayiṣyati, pūjopasthānaṃ	BEzajya-guru-vEdUrya-praBasya nAmaDeyam DArayizyati, pUjA-upasTAnam
   kariṣyati, tāvat taṃ sattvaṃ rakṣiṣyāmaḥ, paripālayiṣyamaḥ, sarvāmāṅgalyāc	karizyati, tAvat tam sattvam rakzizyAmaH, paripAlayizyamaH, sarva-amAFgalyAc
   ca parimocayiṣyāmaḥ, sarva eṣām āśāṃ paripūrayiṣyāmaḥ | atha khalu	ca parimocayizyAmaH, sarve ezAm ASAm paripUrayizyAmaH | aTa Kalu
   bhagavāṃs teṣāṃ yakṣasenāpatīnāṃ sādhukāram adāt - sādhu sādhu	BagavAn tezAm yakza-senApatInAm sADu-kAram adAt  sADu sADu
   mahāyakṣasenāpatayaḥ, yad yūyaṃ tasya bhagavato	mahA-yakza-senApatayaH, yat yUyam tasya BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya tathāgatasya kṛtajñatām anusmaramāṇānāṃ	BEzajya-guru-vEdUrya-praBasya taTAgatasya kRtajQa-tAm anusmaramANAnAm
   sarvasattvānāṃ hitāya pratipannāḥ ||	sarva-sattvAnAm hitAya pratipannAH ||
   athāyuṣmān ānando bhagavantam etad avocat - ko nāmāyaṃ bhagavan	aTa-AyuzmAn AnandaH Bagavantam etat avocat  kaH nAma-ayam Bagavan
   dharmaparyāyaḥ? kathaṃ cainaṃ dhārayāmi? bhagavān āha - tena hi ānanda	Darma-paryAyaH? kaTam ca-enam DArayAmi? BagavAn Aha  tena hi Ananda
   dharmaparyāyam idaṃ bhaiṣajyaguruvaidūryaprabhasya tathāgatasya	Darma-paryAyam idam BEzajya-guru-vEdUrya-praBasya taTAgatasya
   pūrvapraṇidhānaviśeṣavistaram iti dhāraya, dvādaśānāṃ mahāyakṣasenāpatīnāṃ	pUrva-praNiDAna-viSeza-vistaram iti DAraya, dvAdaSAnAm mahA-yakza-senApatInAm
   praṇidhānam iti dhāraya ||	praNiDAnam iti DAraya ||
   idam avocad bhagavān | āttamanā mañjuśrīḥ kumārabhūtaḥ, āyuṣmāṃś ca	idam avocat BagavAn | Atta-manAH maQjuSrIH kumAra-BUtaH, AyuzmAn ca
   ānandaḥ, trāṇamukto bodhisattvaḥ, te ca bodhisattvāḥ, te ca mahāśrāvakāḥ,	AnandaH, trANa-muktaH boDisattvaH, te ca boDisattvAH, te ca mahA-SrAvakAH,
   te ca rājāmātyabrāhmaṇagṛhapatayaḥ, sarvāvatī parṣat,	te ca rAja-amAtya-brAhmaNa-gRhapatayaH, sarvAvatI parzat,
   sadevamānuṣāsuragandharvaś ca loko bhagavato bhāṣitam abhyanandan ||	sa-deva-mAnuza-asura-ganDarvaH ca lokaH BagavataH BAzitam aByanandan ||
   āryabhaiṣajyaguruvaidūryaprabharājaṃ nāma mahāyānasūtram ||	Arya-BEzajya-guru-vEdUrya-praBarAjam nAma mahAyAna-sUtram ||
