   oṃ namo ratnatrayāya	om namaH ratnatrayAya
   bhavati/	Bavati/
   pañca^daśa^muhūrtā rātriḥ/ ṣaḍaṅgulāyāṃ chāyāyām ādityaḥ parivartate/	paQca^daSa^muhUrtA rAtriH/ zaz aFgulAyAm CAyAyAm AdityaH parivartate/
   citrā rātriṃ nayati/ uttarāyāṃ bhādrapadāyām ādityo gato bhavati/	citrA rAtrim nayati/ uttarAyAm BAdrapadAyAm AdityaH gataH Bavati/
   grīṣmānāṃ tṛtīye māse kṛttikām amāvāsyāyāṃ bhavati/ jyeṣṭhā pūrṇamāsyāṃ/	grIzmAnAm tRtIye mAse kRttikAm amAvAsyAyAm Bavati/ jyezWA pUrNamAsyAM/
   ṣoḍaśa^muhūrto divaso bhavati/ caturdaśa^muhūrtā rātriḥ/ catur^aṅgulāyāṃ	zoxaSa^muhUrtaH divasaH Bavati/ caturdaSa^muhUrtA rAtriH/ catuH ^aFgulAyAm
   chāyāyām ādityāḥ parivartate/ viśākhā rātriṃ nayati/ kṛttikāyām ādityo	CAyAyAm AdityAH parivartate/ viSAKA rAtrim nayati/ kRttikAyAm AdityaH 
   gato	gataH 
   bhavati/ grīṣmāṇāṃ caturthe māse mṛgaśirā amāvāsyāyāṃ bhavati/ uttarāṣāḍhā	Bavati/ grIzmANAm caturTe mAse mRgaSirAH amAvAsyAyAm Bavati/ uttarAzAXA
   pūrṇamāsyāṃ/ saptadaśa^muhūrto divaso bhavati/ trayodaśa^muhūrtā rātriḥ/	pUrNam AsyAn/ saptadaSa^muhUrtaH divasaH Bavati/ trayodaSa^muhUrtA rAtriH/
   madhyāhne dvi^aṅgulāyāṃ chāyāyām ādityaḥ parivartate/ jyeṣṭhā rātriṃ	maDyAhne dvi^aFgulAyAm CAyAyAm AdityaH parivartate/ jyezWA rAtrim
   nayati/ puṣya ādityo gato bhavati/	nayati/ puzye AdityaH gataH Bavati/
   p.103.1/.saṃvatsaram anveṣaṇato muhūrtaviśeṣaṇaiḥ sarvāṇi ca^etāni	p.103.1/. saMvatsaram anvezaNataH muhUrta viSezaNEH sarvANi ca^etAni
   (nakṣatāṇi) bhāgānubhagena^amāvāsyayaṃ pūrṇamāsyaṃ ca yujyante/	(nakzatANi) BAga anuBagena^amA vAsyayam pUrNam Asyam ca yujyante/
   ūnarātrasya pūrṇarātrasya ca grahītavyaṃ/ tatra tṛtīye varṣe +adhiko māso	UnarAtrasya pUrNarAtrasya ca grahItavyan/ tatra tRtIye varze +aDikaH mAsaH 
   yujyate/ ṣaṇṇāṃ māsānām ahorātrāṇi samāni bhavanti/ ataḥ ṣaṇ^māsād divaso	yujyate/ zaNNAm mAsAnAm ahorAtrANi samAni Bavanti/ atas zaw ^mAsAt divasaH 
   vadhate/ ṣaṇ^māsād rātrir (104) vardhate/ ṣaṇ^māsād divaso māse māse samam	vaDate/ zaw ^mAsAt rAtriH (104) varDate/ zaw ^mAsAt divasaH mAse mAse samam
   eva	eva
   hīyate/ ṣaṇ^māsād rātrir māse māse parihīyate/	hIyate/ zaw ^mAsAt rAtriH mAse mAse parihIyate/
   p.104.1/.ṣaṇ^māsād ādityaḥ parivartate/ uttarāṃ diśaṃ saṃcarati/ ṣaṇ^māsād	p.104.1/.zaw ^mAsAt AdityaH parivartate/ uttarAm diSam saMcarati/ zaz ^mAsAt 
   dakṣiṇāṃ diśaṃ/ ṣaṇ^māsāt samud(r)e udakaparimāṇasya hrāso vṛddhiś ca	dakziNAm diSan/ zaw ^mAsAt samud(r)e udaka parimANasya hrAsaH vRdDiH ca
   bhavati/ sūrya^gatyā candra^gatyā ca samudra^udaka^velā^abhivṛddhir	Bavati/ sUrya^gatyA candra^gatyA ca samudra^udaka^velA^aBivRdDiH 
   bhavati/ atra gaṇanāpratijāgaraṇāsmaram ity evam eṣa saṃvatsaro vyākhyāto	Bavati/ atra gaNanA pratijAgaraNa asmaram iti evam eza saMvatsaraH vyAKyAtaH 
   bhavati/	Bavati/
   %grahaḥ	%grahaH
   p.104.2/.candra ādityaḥ śukro bṛhaspatiḥ śanaiścaro +aṅgārako budhaś ca/	p.104.2/.candraH AdityaH SukraH bRhaspatiH SanEScaraH +aFgArakaH buDaH ca/
   ime grahāḥ/ eṣāṃ grahāṇāṃ bṛhaspatiḥ saṃvatsarasthāyo/ evaṃ śanaiścaro	ime grahAH/ ezAm grahANAm bRhaspatiH saMvatsara sTAyo/ evam SanEScaraH 
   budho +aṅgārakaḥ śukraś ca^ime maṇḍala^cāriṇaḥ/	buDaH +aFgArakaH SukraH ca^ime maNxala^cAriNaH/
   %nakṣatramaṇḍalaṃ	%nakzatra maNxalam
   p.104.3/.bharaṇī kṛttikā rohiṇī mṛgaśirā etat sādhāraṇaṃ prathamaṃ	p.104.3/.BaraNI kRttikA rohiNI mRgaSirAH etat sADAraNam praTamam
   maṇḍalaṃ/ ārdrā punarvasuḥ puṣyo +aśleṣā etat sādhāranaṃ dvitīyaṃ	maNxalaM/ ArdrA punarvasuH puzyaH +a SlezAH etat sADAranam dvitIyam
   maṇḍalaṃ/ maghā atha phalgunadvayaṃ hasto citrā etat sādhāraṇaṃ tṛtīyaṃ	maNxalaM/ maGA aTa Palguna dvayam hastaH citrAH etat sADAraNam tRtIyam
   maṇḍalaṃ/ svātī viśākhā anurādhā etat sādhāraṇaṃ caturthaṃ maṇḍalaṃ/	maNxalaM/ svAtI viSAKAH anurADAH etat sADAraNam caturTam maNxalaM/
   jyeṣṭhā mūlāṣāḍhādvayam (105) atra sarvāṇi mahā^bhāyāni bhavanti/ idaṃ	jyezWA mUlAzAXA dvayam (105) atra sarvANi mahA^BAyAni Bavanti/ idam
   pañcamaṃ maṇḍalaṃ/	paQcamam maNxalaM/
   abhijic chravaṇā dhaniṣṭhā śatabiṣā ubhe bhādrapade caitat sādhāraṇaṃ	aBijit SravaNA DanizWA SatabizA uBe BAdrapade ca etat sADAraNam
   ṣaṣṭhaṃ maṇḍalaṃ/ revatī avinī caitat sādhāraṇaṃ saptamaṃ maṇḍalaṃ/	zazWam maNxalaM/ revatI avinI ca etat sADAraNam saptamam maNxalaM/
   saṃvatsaram eteṣu yad yan nakṣatra^maṇḍalaṃ pīḍayati tasya tasya	saMvatsaram etezu yat yat nakzatra^maNxalam pIxayati tasya tasya
   janapadasya sattvasya vā pīḍā nirdeṣṭavyā/	janapadasya sattvasya vA pIxA nirdezwavyA/
   p.105.1/.dvādaśa^muhūrtāni divase dhruvāṇi dvādaśa rātrau/ ṣaṇ^muhūrtāḥ	p.105.1/.dvAdaSa^muhUrtAni divase DruvANi dvAdaSa rAtrO/ zaw ^muhUrtAH
   sañcāriṇaḥ/ katame ṣaṭ/ nairṛto varuṇo vāyavo bhargo devo raudro vicārī	saQcAriNaH/ katame zaw/ nErRtaH varuNaH vAyavaH BargaH devaH rOdraH vicArI
   ca/ itīme sañcāriṇaḥ ṣaṭ/	ca/ iti ime saQcAriNaH zaw/
   p.105.2/.athātra śrāvaṇe māse pūrṇe +aṣṭādaśa^muhūrte divase sūrya^udaye	p.105.2/.aTa atra SrAvaNe mAse pUrNe +azwAdaSa^muhUrte divase sUryaH ^udaye
   ca caturojā nāma muhūrto bhavati/ rohitasya ca muhūrtasya balasya	ca catur ojA nAma muhUrtaH Bavati/ rohitasya ca muhUrtasya balasya
   ca^antare madhyāhno bhavati/ sūryāvatāre tu vicārī nāma muhūrto bhavati/	ca^antare maDyAhnaH Bavati/ sUryAvatAre tu vicArI nAma muhUrtaH Bavati/
   dvādaśa^muhūrtāyāṃ rātrāv avatīrṇe sūrye ṣaṣṭhe muhūrte nayamano nāma	dvAdaSa^muhUrtAyAm rAtrO avatIrNe sUrye zazWe muhUrte naya manaH nAma
   muhūrto bhavati/ ātāpāgnir evaṃ nāma muhūrto rātryavasāne bhavati/	muhUrtaH Bavati/ AtApa agniH evam nAma muhUrtaH rAtrI avasAne Bavati/
   bhādrapade	BAdrapade
   māse pūrṇe saptadaśa^muhūrte divase sūrya^udaye ca caturojā evaṃ nāma	mAse pUrNe saptadaSa^muhUrte divase sUryaH ^udaye ca catur ojA evam nAma
   muhūrtā bhavati/ madhyāhne +abhijito nāma muhūrto bhavati/ (106)	muhUrtA Bavati/ maDyAhne +aBijitaH nAma muhUrtaH Bavati/ (106)
   sūryāvatāre raudro nāma muhūrto bhavati/ trayodaśa^muhūrtāyāṃ rātrāv	sUryAvatAre rOdraH nAma muhUrtaH Bavati/ trayodaSa^muhUrtAyAm rAtrO= 
   avatīrṇe sūrye vicārī nāma muhūrto bhavati/ ardha^rātre mahā^bhayo vāyāvo	avatIrNe sUrye vicArI nAma muhUrtaH Bavati/ arDa^rAtre mahA^BayaH vAyAvaH 
   nāma muhūrto bhavati/	nAma muhUrtaH Bavati/
   p.106.1/.rātryavasāne ātapāgnir evaṃ nāma muhūrto bhavati/ aśvayuje māse	p.106.1/.rAtri avasAne Atapa agniH evam nAma muhUrtaH Bavati/ aSvayuje mAse
   pūrṇe ṣoḍaśa^muhūrto divaso bhavati/ sūrya^udaye caturojā nāma muhūrto	pUrNe zoxaSa^muhUrtaH divasaH Bavati/ sUryaH ^udaye catur ojA nAma muhUrtaH 
   bhavati/ samudgatasya ca muhūrtasya abhijitasya ca^antare madhyāhno	Bavati/ samudgatasya ca muhUrtasya aBijitasya ca^antare maDyAhno
   bhavati/ sūryāvatāre bhargo devo nāma muhūrto bhavati/	Bavati/ sUrya avatAre BargaH devaH nAma muhUrtaH Bavati/
   p.106.2/.catur^daśa^muhūrtāyāṃ rātrāv avatīrṇe sūrye raudro nāma muhūrto	p.106.2/.catuH ^daSa^muhUrtAyAm rAtrO avatIrNe sUrye rOdraH nAma muhUrtaH 
   bhavati/ abhijitasya ca muhūrtasya bhīṣamāṇasya ca muhūrtasya	Bavati/ aBijitasya ca muhUrtasya BIzamANasya ca muhUrtasya
   antareṇa^ardha^rātraṃ bhavati/ rātryavasāne ātapāgnir evaṃ nāma muhūrto	antareNa^arDa^rAtram Bavati/ rAtrI avasAne Atapa agniH evam nAma muhUrtaH 
   bhavati/	Bavati/
   p.106.3/.kārttike māse pūrṇe divasaḥ samarātrir bhavati/	p.106.3/.ka Arttike mAse pUrNe divasaH sama rAtriH Bavati/
   pañca^daśa^muhūrto divaso bhavati pañca^daśa^muhūrto rātriḥ/ samāne	paQca^daSa^muhUrtaH divasaH Bavati paQca^daSa^muhUrtaH rAtriH/ samAne
   +ahorātre sūrya^udaye caturojā evaṃ nāma muhūrto bhavati/ saṃmukho nāma	+ahorAtre sUryaH ^udaye catur ojA evam nAma muhUrtaH Bavati/ saMmuKaH nAma
   muhūrto bhavati madhyāhne/ santato nāma muhūrtaḥ (107) sūryāvatāre/ rātrāv	muhUrtaH Bavati maDyAhne/ santataH nAma muhUrtaH (107) sUrya avatAre/ rAtrO= 
   avatīrṇamātra sūrye bhrgo devo nāma muhūrto bhavati/ ardha^rātre +abhijin	avatIrNa mAtra sUrye Brgo devaH nAma muhUrtaH Bavati/ arDa^rAtre +aBijin
   muhūrto bhavati/	muhUrtaH Bavati/
   rātryavasāne ātapāgnir evaṃ nāma muhūrto bhavati/	rAtri avasAne Atapa agniH evam nAma muhUrtaH Bavati/
   p.107.1/.mārgaśīrṣe māse ca pūrṇe catur^daśa^muhūrte divase sūrya^udaye	p.107.1/. mArgaSIrze mAse ca pUrNe catuH ^daSa^muhUrte divase sUryaH ^udaye
   caturojā evaṃ nāma muhūrto bhavati/ viratasya saṃmukhasya ca	catur ojA evam nAma muhUrtaH Bavati/ viratasya saMmuKasya ca
   muhūrtasya^antare madhyāhno bhavati/ sūrya^avatāre varuṇo nāma muhūrto	muhUrtasya^antare maDyAhnaH Bavati/ sUrya^avatAre varuNaH nAma muhUrtaH 
   bhavati/ ṣoḍaśa^muhūrtāyāṃ rātrāv avatīrṇamātre sūrye saṃtāpanaḥ saṃyamo	Bavati/ zoxaSa^muhUrtAyAm rAtrO avatIrNa mAtre sUrye saMtApanaH saMyamaH 
   nāma muhūrto bhavati/ rākṣasasyābhijitasya ca muhūrtasya^antare	nAma muhUrtaH Bavati/ rAkzasasya aBijitasya ca muhUrtasya^antare
   +ardha^rātraṃ	+arDa^rAtram
   bhavati/ rātryavasāne ātapāgnir evaṃ nāma muhūrto bhavati/	Bavati/ rAtrI avasAne Atapa agniH evam nAma muhUrtaH Bavati/
   p.107.2/.pauṣamāse pūrṇe trayodaśa^muhūrte divase sūrya^udaye caturojā	p.107.2/.pOza mAse pUrNe trayodaSa^muhUrte divase sUryaH ^udaye catur ojA
   evaṃ nama muhūrto bhavati/ madhyāhne virato nāma muhūrto bhavati/	evam nama muhUrtaH Bavati/ maDyAhne virataH nAma muhUrtaH Bavati/
   sūryāvatāre nairṛto nāma muhūrto bhavati/ saptadaśa^muhūrtāyāṃ rātrāv	sUryAvatAre nErRtaH nAma muhUrtaH Bavati/ saptadaSa^muhUrtAyAm rAtrO= 
   avatīrṇamātre sūrye varuṇo nāma muhūrto bhavati/ ardha^rātre rākṣaso nāma	avatIrNa mAtre sUrye varuNaH nAma muhUrtaH Bavati/ arDa^rAtre rAkzasaH nAma
   muhūrto bhavti/ rātryavasāne ātapāgnir evaṃ nāma muhūrto bhavati/	muhUrtaH Bavti/ rAtrI avasAne Atapa agniH evam nAma muhUrtaH Bavati/
   p.107.3/.māgha^māse pūrṇe dvādaśa^muhūrte divase sūrya^udaye caturojā nāma	p.107.3/. mAGa^mAse pUrNe dvAdaSa^muhUrte divase sUryaH ^udaye catur ojA nAma
   muhūrto bhavati/ sāvitrasya ca viratasya ca muhūrtasya^antareṇa madhyāhno	muhUrtaH Bavati/ sAvitrasya ca viratasya ca muhUrtasya^antareNa maDyAhno
   bhavati/ sūryāvatāre vijayo nāma muhūrto bhavati/ aṣṭādaśa^muhūrtāyāṃ	Bavati/ sUryAvatAre vijayaH nAma muhUrtaH Bavati/ azwAdaSa^muhUrtAyAm
   rātrāv avatīrṇamātre sūrye nairṛto nāma muhūrto bhavati/ gardabhasya	rAtrO avatIrNa mAtre sUrye nErRtaH nAma muhUrtaH Bavati/ gardaBasya
   muhūrtasya ca rākṣasasya ca^antaram ardha^rātraṃ bhavati/ rātryavasāna	muhUrtasya ca rAkzasasya ca^antaram arDa^rAtram Bavati/ rAtrI avasAna
   ātapāgnir evaṃ nāma muhūrto bhavati/	Atapa agniH evam nAma muhUrtaH Bavati/
   p.108.1/.yathā śrāvaṇe tathā māghe/ yathā bhādrapade tathā phālgune/ yathā	p.108.1/.yaTA SrAvaNe taTA mAGe/ yaTA BAdrapade taTA PAlgune/ yaTA
   +asvayuje tathā caitra/ yathā kārttike tathā vaiśākhe/ yathā mārgaśīrṣe	+a svayuje taTA cEtra/ yaTA kArttike taTA vESAKe/ yaTA mArgaSIrze
   tathā jyaiṣṭhe/ yathā pauṣe tathā +aṣāḍhe/ evam eteṣāṃ nakṣatrāṇāṃ	taTA jyEzWe/ yaTA pOze taTA +azAXe/ evam etezAm nakzatrANAm
   muhūrtānāṃ caritaṃ vicaritaṃ ca jñātavyaṃ/ nakṣatra^vicaraṇaṃ nāma	muhUrtAnAm caritam vicaritam ca jQAtavyan/ nakzatra^vicaraNam nAma
   prathamo +adhyāyāḥ/	praTamaH +aDyAyAH/
   p.108.2/.yathāmadhyaṃ nakṣatrāṇāṃ rātrivaśena divasavaśena	p.108.2/.yaTA maDyam nakzatrANAm rAtri vaSena divasa vaSena
   ca^utkarṣāpakarṣau kartavyau/ hīyamāne vardhamāne vā divase vā māse vā	ca^utkarza apakarzO kartavyO/ hIyamAne varDamAne vA divase vA mAse vA
   pūrṇe +ardha^māse vā/ dvitīyā ṣaṣṭhī navamī dvādaśī caturdaśī atra^antare	pUrNe +arDa^mAse vA/ dvitIyA zazWI navamI dvAdaSI caturdaSI atra^antare
   divase kalā vardhate rātrau kalā hīyate/	divase kalA varDate rAtrO kalA hIyate/
   % bhūmi^kampa^nirdeśaḥ	% BUmi^kampa^nirdeSaH
   p.108.3ab/.catvāro mahā^rājāno dhriyate yair vasundharā/	p.108.3ab/.catvAraH mahA^rAjAnaH Driyate yEH vasunDarA/
   p.108.3cd/.ativṛddhir viśuddhaś ca vardhamānaḥ pṛthakśravāḥ//	p.108.3cd/.ativRdDiH viSudDaH ca varDamAnaH pRTakSravAH//
   p.108.4ab/.mahā^bhūtāni catvāri kampayanti vasundharāṃ/	p.108.4ab/. mahA^BUtAni catvAri kampayanti vasunDarAM/
   p.108.4cd/.āpo indraś ca vāyuś ca tathāgnir bhagavān api//	p.108.4cd/.ApaH indraH ca vAyuH ca taTA agniH BagavAn api//
   p.108.5ab/.trayas tu te yatra bhavanti pakṣe ṣaḍeka^māse tu bhavanti	p.108.5ab/.trayaH tu te yatra Bavanti pakze zaw eka^mAse tu Bavanti
   vegāḥ/	vegAH/
   p.108.5cd/.parasya cakrasya nidarśanaṃ syāt prakampate yatra mahī tv	p.108.5cd/. parasya cakrasya nidarSanam syAt prakampate yatra mahI tu 
   abhīkṣṇaṃ//	aBIkzNaM//
   p.109.1ab/.viśākhā daśa^rātrī ayāj jyeṣṭhā dvādaśa^rātrikā/	p.109.1ab/.viSAKA daSa^rAtrI ayAt jyezWA dvAdaSa^rAtrikA/
   p.109.1cd/.pañca^viṃśatir āṣāḍhā śravaṇā pañca^saptatiḥ//	p.109.1cd/. paQca^viMSatiH AzAXA SravaNA paQca^saptatiH//
   p.109.2ab/.rātriśataṃ bhādrapade kratur aśvayuje smṛtaḥ/	p.109.2ab/.rAtri Satam BAdrapade kratuH aSvayuje smRtaH/
   p.109.2cd/.adhyardhaṃ tu pañca^pañcāśan māghe rātriśataṃ smṛtaṃ/	p.109.2cd/.aDyarDam tu paQca^paQcASat mAGe rAtri Satam smRtaM/
   p.109.3ab/.ardhyardhaṃ phālgune māse caitre triṃśat tu rātrayaḥ/	p.109.3ab/.arDi arDam PAlgune mAse cEtre triMSat tu rAtrayaH/
   p.109.3cd/.vipāko bhūmi^vegānām ataḥ kampaḥ pravartate//	p.109.3cd/. vipAkaH BUmi^vegAnAm atas kampaH pravartate//
   p.109.4ab/.yadā sarveṣu māseṣu satataṃ kampate mahī/	p.109.4ab/.yadA sarvezu mAsezu satatam kampate mahI/
   p.109.4cd/.vṛkṣās tathā calanti sma jalaṃ vā yadi kampate/	p.109.4cd/.vRkzAH taTA calanti sma jalam vA yadi kampate/
   p.109.4ef/.parvataḥ parṇavat kamped bhayam atra vinirdiśet//	p.109.4ef/.parvataH parNa vat kampet Bayam atra vinirdiSet//
   p.110.1ab/.nagarāṇy atha vā grāmā ghoṣā ye ca^atra saṃśritāḥ/	p.110.1ab/.nagarANi aTa vA grAmAH GozAH ye ca^atra saMSritAH/
   p.110.1cd/.śīghraṃ bhavanti vijanāraṇyabhūtā mṛgāśrayāḥ//	p.110.1cd/. SIGram Bavanti vijana araNya BUtAH mRga ASrayAH//
   p.110.2ab/.aṭavyaḥ saṃpravartante daśa varṣāṇi pañca ca/	p.110.2ab/.awavyaH saMpravartante daSa varzANi paQca ca/
   p.110.2cd/.anāvāsā diśo vidyād bhūmi^cālavicālitāḥ//	p.110.2cd/.ana AvAsAH diSaH vidyAt BUmi^cAla vicAlitAH//
   p.110.3ab/.kṛttikāsu caled bhūmir grāmeṣu nagareṣu vā/	p.110.3ab/.kRttikAsu calet BUmiH grAmezu nagarezu vA/
   p.110.3cd/.abhīkṣṇaṃ mucyate hy agnir dahate satṛnālayān//	p.110.3cd/.aBIkzNam mucyate hi agniH dahate satRnAlayAn//
   p.110.4ab/.kṛṣṇāgnir aśaneḥ pātaḥ, karmārā; āhitāśrayāḥ/	p.110.4ab/.kRzNa agniH aSaneH pAtaH, karmArA; Ahita ASrayAH/
   p.110.4cd/.āgārāś ca nivartante saṃvarteneva dhātavaḥ//	p.110.4cd/.AgArAH ca nivartante saMvartena iva DAtavaH//
   p.110.5ab/.ye jātā ye ca saṃvṛddhā ye ca taṃ grāmam āśritāḥ/	p.110.5ab/.ye jAtAH ye ca saMvRdDAH ye ca tam grAmam ASritAH/
   p.110.5cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.110.5cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.110.6ab/.rohiṇyāṃ calitā bhūmiḥ sarva^bīja^vināśanaṃ/	p.110.6ab/.rohiNyAm calitA BUmiH sarva^bIja^vinASanaM/
   p.110.6cd/.proptaṃ śasyaṃ na roheta bhavet phalasya kṛcchratā//	p.110.6cd/. proptam Sasyam na roheta Bavet Palasya kRcCra tA//
   p.111.1ab/.gurviṇīnāṃ ca nārīṇāṃ garbho nipīḍyate bhṛśaṃ/	p.111.1ab/.gurviNInAm ca nArINAm garBaH nipIxyate BRSaM/
   p.111.1cd/.durbhikṣa^vyasanākrāntā tribhāge tiṣṭhati prajā//	p.111.1cd/. durBikza^vyasana AkrAntA tri BAge tizWati prajA//
   p.111.2ab/.mahā^ātmānaś ca rājānaḥ śrīmantaś ca narottamāḥ/	p.111.2ab/. mahA^AtmAnaH ca rAjAnaH SrImantaH ca nara uttamAH/
   p.111.2cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.111.2cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.111.3ab/.mṛgaśīrṣe caled bhūmir oṣadhīnāṃ vināśanaṃ/	p.111.3ab/. mRgaSIrze calet BUmiH ozaDInAm vinASanaM/
   p.111.3cd/.cikitsakāḥ śrotriyāś ca ghaṭakāḥ soma^yājakāḥ//	p.111.3cd/. cikitsakAH SrotriyAH ca GawakAH soma^yAjakAH//
   p.111.4ab/.soma^pītāś ca ye viprā vānaprasthāś ca tāpasāḥ/	p.111.4ab/.soma^pItAH ca ye viprAH vAnaprasTAH ca tApasAH/
   p.111.4cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.111.4cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.111.5ab/.ārdrāyāṃ calitā bhūmir vṛkṣā naśyanti kṣīriṇaḥ/	p.111.5ab/.ArdrAyAm calitAH BUmiH vRkzAH naSyanti kzIriNaH/
   p.111.5cd/.anna^pānāni naśyanti pathikā daṃṣṭripālikāḥ//	p.111.5cd/.anna^pAnAni naSyanti paTikAH daMzwripAlikAH//
   p.111.6ab/.kūpakhāḥ parikhākhāś ca pāpakā ye ca taskarāḥ/	p.111.6ab/.kUpaKAH pariKAKAH ca pApakAH ye ca taskarAH/
   p.111.6cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.111.6cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.111.7ab/.punarvasau caled bhūmir maṇḍalaṃ kuṇḍikā^api ca/	p.111.7ab/.punarvasO calet BUmiH maNxalam kuNxikA^api ca/
   p.111.7cd/.vāgurikāḥ kāraṇḍavāś cakriṇaḥ śuka^sārikāḥ//	p.111.7cd/.vAgurikAH kAraNxavAH cakriNaH Suka^sArikAH//
   p.111.8ab/.arbhakā bhramakārāś ca māṃsikāḥ śaṅkhavāṇijāḥ/	p.111.8ab/.arBakAH BramakArAH ca mAMsikAH SaFKa vANijAH/
   p.111.8cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.111.8cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.112.1ab/.puṣyeṇa ca caled bhūmir brāhmaṇā nāyakās tathā/	p.112.1ab/.puzyeNa ca calet BUmiH brAhmaNAH nAyakAH taTA/
   p.112.1cd/.duraṅgamā vāṇijakāḥ sārthavāhāś ca ye narāḥ//	p.112.1cd/. duraFgamAH vANijakAH sArTavAhAH ca ye narAH//
   p.112.2ab/.pārthivāḥ pārvatīyāś ca ye ca tad bhaktigocarāḥ/	p.112.2ab/. pArTivAH pArvatIyAH ca ye ca tat Bakti gocarAH/
   p.112.2cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ/	p.112.2cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH/
   p.112.2ef/.śilāvarṣaṃ pravarṣanti śasyānāmanayo mahān//	p.112.2ef/.SilA varzam pravarzanti SasyAnAm anayaH mahAn //
   p.112.3ab/.aśleṣāyāṃ caled bhūmir nāgāḥ sarve sarīsṛpāḥ/	p.112.3ab/.a SlezAyAm calet BUmiH nAgAH sarve sarIsRpAH/
   p.112.3cd/.kīṭāḥ pipīlikāḥ śvānā; eka^khurāś ca ye mṛgāḥ//	p.112.3cd/. kIwAH pipIlikAH SvAnA; eka^KurAH ca ye mRgAH//
   p.112.4ab/.vaidyā visakarāś ca^api ye ca satvā darīśrayāḥ/	p.112.4ab/.vEdyAH visakarAH ca^api ye ca satvAH darISrayAH/
   p.112.4cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.112.4cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.112.5ab/.maghāsu calitā bhūmir mahā^rājo +atra tapyate/	p.112.5ab/.maGAsu calitA BUmiH mahA^rAjaH +atra tapyate/
   p.112.5cd/.ye ca śrāddhā nivartante samājā; utsavās tathā/	p.112.5cd/.ye ca SrAdDAH nivartante samAjA; utsavAH taTA/
   p.112.5ef/.yajñāś ca deva^kṛtyaṃ ca sarvam atra nivartate//	p.112.5ef/.ya jQAH ca deva^kRtyam ca sarvam atra nivartate//
   p.112.6ab/.ye jātā ye ca saṃvṛddhā ye ca^anye +apy agrapaṇḍitāḥ/	p.112.6ab/.ye jAtAH ye ca saMvRdDAH ye ca^anye +api agra paNxitAH/
   p.112.6cd/.gandharvāś ca vinaśyanti narā ye ca mahā^kulāḥ/	p.112.6cd/. ganDarvAH ca vinaSyanti narAH ye ca mahA^kulAH/
   p.112.6ef/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.112.6ef/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.112.7ab/.phalgunyāṃ calitā bhūmir ṛtur vyāvartate tadā/	p.112.7ab/. PalgunyAm calitA BUmiH RtuH vyAvartate tadA/
   p.112.7cd/.triyagvātaś ca^eva vāti kṛtaṃ naśyati śāśvataṃ/	p.112.7cd/. triyak vAtaH ca^eva vAti kRtam naSyati SASvataM/
   p.112.7ef/.pathikāś ca^upatapyanti māṣayācyopajīvikāḥ//	p.112.7ef/.paTikAH ca^upatapyanti mAza yAcya upajIvikAH//
   p.113.1ab/.dharme ratā; āsanikā ye ca śulkopajīvinaḥ/	p.113.1ab/. Darme ratA; AsanikAH ye ca Sulka upajIvinaH/
   p.113.1cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.113.1cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.113.2ab/.calaty uttaraphalgunyāṃ vaṇijā dvīpayātrikāḥ/	p.113.2ab/.calati uttara PalgunyAm vaNijAH dvIpa yAtrikAH/
   p.113.2cd/.sārthavāhā; āsanikā ye ca śilpopajīvinaḥ//	p.113.2cd/. sArTavAhA; AsanikAH ye ca Silpa upajIvinaH//
   p.113.3ab/.aṅgāvidehamagadhā nairṛtāḥ strī^parigrahāḥ/	p.113.3ab/.aFga avideha magaDAH nErRtAH strI^parigrahAH/
   p.113.3cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.113.3cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.113.4ab/.hastena calitā bhūmiḥ kumbha^kāra cikitsakāḥ/	p.113.4ab/.hastena calitAH BUmiH kumBa^kAra cikitsakAH/
   p.113.4cd/.gaṇamukhyā mahā^mātrāḥ senādhyakṣāś ca ye narāḥ//	p.113.4cd/. gaNa muKyAH mahA^mAtrAH senA aDyakzAH ca ye narAH//
