   BhP_03.01.001/0 śrī-śuka uvāca	BhP_03.01.001/0 SrI-SukaH uvAca
   BhP_03.20.005/1 tayoḥ saṃvadatoḥ sūta pravṛttā hy amalāḥ kathāḥ	Bhu-_03.20.005/1 tayoH saMvadatoH sUta pravRttAH hi amalAH kaTAH
   BhP_03.20.005/2 āpo gāṅgā ivāgha-ghnīr hareḥ pādāmbujāśrayāḥ	Bhu-_03.20.005/2 ApaH gAFgAH iva-aGa-GnIH hareH pAda-ambuja-ASrayAH
   BhP_03.20.006/1 tā naḥ kīrtaya bhadraṃ te kīrtanyodāra-karmaṇaḥ	Bhu-_03.20.006/1 tAH naH kIrtaya Badram te kIrtanya-udAra--karmaNaH
   BhP_03.20.006/2 rasajñaḥ ko nu tṛpyeta hari-līlāmṛtaṃ piban	Bhu-_03.20.006/2 rasa-jQaH kaH nu tRpyeta hari--lIlA-amRtam piban
   BhP_03.20.007/1 evam ugraśravāḥ pṛṣṭa ṛṣibhir naimiṣāyanaiḥ	Bhu-_03.20.007/1 evam ugraSravAH pRzwaH RziBiH nEmiza-ayanEH
   BhP_03.20.007/2 bhagavaty arpitādhyātmas tān āha śrūyatām iti	Bhu-_03.20.007/2 Bagavati arpita-aDyAtmaH tAn Aha SrUyatAm iti
   BhP_03.20.008/0 sūta uvāca	BhP_03.20.008/0 sUtaH uvAca
   BhP_03.20.008/1 harer dhṛta-kroḍa-tanoḥ sva-māyayā niśamya gor uddharaṇaṃ	Bhu-_03.20.008/1 hareH DRta-kroxa--tanoH sva--mAyayA niSamya goH udDaraNam
   rasātalāt	rasAtalAt-
   BhP_03.20.008/2 līlāṃ hiraṇyākṣam avajñayā hataṃ sañjāta-harṣo munim āha	Bhu-_03.20.008/2 lIlAm hiraNyAkzam avajQayA hatam saQjAta--harzaH munim Aha
   bhārataḥ	BArataH
   BhP_03.20.009/0 vidura uvāca	Bhu-_03.20.009/0 viduraH uvAca
   BhP_03.20.009/1 prajāpati-patiḥ sṛṣṭvā prajā-sarge prajāpatīn	Bhu-_03.20.009/1 prajApati--patiH sRzwvA prajA-a--sarge prajApatIn
   BhP_03.20.009/2 kim ārabhata me brahman prabrūhy avyakta-mārga-vit	Bhu-_03.20.009/2 kim AraBata me brahman prabrUhi avyakta--mArga-vid-
   BhP_03.20.010/1 ye marīcy-ādayo viprā yas tu svāyambhuvo manuḥ	Bhu-_03.20.010/1 ye marIci--AdayaH viprAH yaH tu svAyamBuvaH manuH
   BhP_03.20.010/2 te vai brahmaṇa ādeśāt katham etad abhāvayan	Bhu-_03.20.010/2 te vE brahmaNaH AdeSAt kaTam etat aBAvayan
   BhP_03.20.011/1 sa-dvitīyāḥ kim asṛjan svatantrā uta karmasu	Bhu-_03.20.011/1 sa-dvitIyAH kim asRjan svatantrAH uta karmasu
   BhP_03.20.011/2 āho svit saṃhatāḥ sarva idaṃ sma samakalpayan	Bhu-_03.20.011/2 Aho svid saMhatAH sarve idam sma samakalpayan
   BhP_03.20.012/0 maitreya uvāca	Bhu-_03.20.012/0 mEtreyaH uvAca
   BhP_03.20.012/1 daivena durvitarkyeṇa pareṇānimiṣeṇa ca	Bhu-_03.20.012/1 dEvena durvitarkyeNa pareNa-animizeNa ca
   BhP_03.20.012/2 jāta-kṣobhād bhagavato mahān āsīd guṇa-trayāt	Bhu-_03.20.012/2 jAta-kzoBAt BagavataH mahAn AsIt guNa--trayAt-
   BhP_03.20.013/1 rajaḥ-pradhānān mahatas tri-liṅgo daiva-coditāt	Bhu-_03.20.013/1 rajaH--praDAnAt mahataH tri-liFgaH dEva--coditAt-
   BhP_03.20.013/2 jātaḥ sasarja bhūtādir viyad-ādīni pañcaśaḥ	Bhu-_03.20.013/2 jAtaH sasarja BUtAdiH viyad-A-AdIni paQcaSas-
   BhP_03.20.014/1 tāni caikaikaśaḥ sraṣṭum asamarthāni bhautikam	Bhu-_03.20.014/1 tAni ca-ekEkaSas srazwum asamarTAni BOtikam
   BhP_03.20.014/2 saṃhatya daiva-yogena haimam aṇḍam avāsṛjan	Bhu-_03.20.014/2 saMhatya dEva--yogena hEmam aNxam avAsRjan
   BhP_03.20.015/1 so 'śayiṣṭābdhi-salile āṇḍakośo nirātmakaḥ	Bhu-_03.20.015/1 saH aSayizwa-abDi--salile ANxakoSaH nirAtmakaH
   BhP_03.20.015/2 sāgraṃ vai varṣa-sāhasram anvavātsīt tam īśvaraḥ	Bhu-_03.20.015/2 sAgram vE varza--sAhasram anvavAtsIt tam ISvaraH
   BhP_03.20.016/1 tasya nābher abhūt padmaṃ sahasrārkoru-dīdhiti	Bhu-_03.20.016/1 tasya nABeH aBUt padmam sahasrArka-Uru-dIDiti
   BhP_03.20.016/2 sarva-jīvanikāyauko yatra svayam abhūt svarāṭ	BhP_03.20.016/2 sarva-jIva-nikAya-okaH yatra svayam aBUt svarAj-
   BhP_03.20.017/1 so 'nuviṣṭo bhagavatā yaḥ śete salilāśaye	Bhu-_03.20.017/1 saH anuvizwaH BagavatA yaH Sete salilASaye
   BhP_03.20.017/2 loka-saṃsthāṃ yathā pūrvaṃ nirmame saṃsthayā svayā	Bhu-_03.20.017/2 loka--saMsTAm yaTA pUrvam nirmame saMsTayA svayA
   BhP_03.20.018/1 sasarja cchāyayāvidyāṃ pañca-parvāṇam agrataḥ	Bhu-_03.20.018/1 sasarja cCAyayA-avidyAm paQca--parvANam agratas-
   BhP_03.20.018/2 tāmisram andha-tāmisraṃ tamo moho mahā-tamaḥ	Bhu-_03.20.018/2 tAmisram anDa-tAmisram tamaH mohaH mahA-tamaH
   BhP_03.20.019/1 visasarjātmanaḥ kāyaṃ nābhinandaṃs tamomayam	Bhu-_03.20.019/1 visasarja-AtmanaH kAyam na-aBinandan tamaH-mayam
   BhP_03.20.019/2 jagṛhur yakṣa-rakṣāṃsi rātriṃ kṣut-tṛṭ-samudbhavām	Bhu-_03.20.019/2 jagRhuH yakza-rakzAMsi rAtrim kzut--tRw--samudBavAm
   BhP_03.20.020/1 kṣut-tṛḍbhyām upasṛṣṭās te taṃ jagdhum abhidudruvuḥ	Bhu-_03.20.020/1 kzut--tRxByAm upasRzwAH te tam jagDum aBidudruvuH
   BhP_03.20.020/2 mā rakṣatainaṃ jakṣadhvam ity ūcuḥ kṣut-tṛḍ-arditāḥ	Bhu-_03.20.020/2 mA rakzata-enam jakzaDvam iti UcuH kzut--tRz--arditAH
   BhP_03.20.021/1 devas tān āha saṃvigno mā māṃ jakṣata rakṣata	Bhu-_03.20.021/1 devaH tAn Aha saMvignaH mA mAm jakzata rakzata
   BhP_03.20.021/2 aho me yakṣa-rakṣāṃsi prajā yūyaṃ babhūvitha	Bhu-_03.20.021/2 aho me yakza-rakzAMsi prajAH yUyam baBUviTa
   BhP_03.20.022/1 devatāḥ prabhayā yā yā dīvyan pramukhato 'sṛjat	Bhu-_03.20.022/1 devatAH praBayA yA yA dIvyan pramuKatas asRjat-
   BhP_03.20.022/2 te ahārṣur devayanto visṛṣṭāṃ tāṃ prabhām ahaḥ	Bhu-_03.20.022/2 te ahArzuH devayantaH visRzwAm tAm praBAm ahar-
   BhP_03.20.023/1 devo 'devāñ jaghanataḥ sṛjati smātilolupān	Bhu-_03.20.023/1 devaH adevAn jaGanataH sRjati sma-ati-lolupAn
   BhP_03.20.023/2 ta enaṃ lolupatayā maithunāyābhipedire	Bhu-_03.20.023/2 te enam lolupa-tayA mETunAya-aBipedire
   BhP_03.20.024/1 tato hasan sa bhagavān asurair nirapatrapaiḥ	Bhu-_03.20.024/1 tatas hasan sa BagavAn asurEH nirapatrapEH
   BhP_03.20.024/2 anvīyamānas tarasā kruddho bhītaḥ parāpatat	Bhu-_03.20.024/2 anvIyamAnaH tarasA krudDaH BItaH parApatat-
   BhP_03.20.025/1 sa upavrajya varadaṃ prapannārti-haraṃ harim	Bhu-_03.20.025/1 saH upavrajya vara-dam prapanna-Arti-haram harim
   BhP_03.20.025/2 anugrahāya bhaktānām anurūpātma-darśanam	Bhu-_03.20.025/2 anugrahAya BaktAnAm anurUpa-Atma--darSanam
   BhP_03.20.026/1 pāhi māṃ paramātmaṃs te preṣaṇenāsṛjaṃ prajāḥ	Bhu-_03.20.026/1 pAhi mAm paramAtman te prezaNena-asRjam prajAH
   BhP_03.20.026/2 tā imā yabhituṃ pāpā upākrāmanti māṃ prabho	Bhu-_03.20.026/2 tAH imAH yaBitum pApAH upAkrAmanti mAm praBo
   BhP_03.20.027/1 tvam ekaḥ kila lokānāṃ kliṣṭānāṃ kleśa-nāśanaḥ	Bhu-_03.20.027/1 tvam ekaH kila lokAnAm klizwAnAm kleSa-nASanaH
   BhP_03.20.027/2 tvam ekaḥ kleśadas teṣām anāsanna-padāṃ tava	Bhu-_03.20.027/2 tvam ekaH kleSa-daH tezAm anAsanna--padAm tava
   BhP_03.20.028/1 so 'vadhāryāsya kārpaṇyaṃ viviktādhyātma-darśanaḥ	Bhu-_03.20.028/1 saH avaDArya-asya kArpaNyam vivikta-aDyAtma--darSanaH
   BhP_03.20.028/2 vimuñcātma-tanuṃ ghorām ity ukto vimumoca ha	Bhu-_03.20.028/2 vimuQca-Atma--tanum GorAm iti uktaH vimumoca ha
   BhP_03.20.029/1 tāṃ kvaṇac-caraṇāmbhojāṃ mada-vihvala-locanām	Bhu-_03.20.029/1 tAm kvaNac-caraNa-amBojAm mada--vihvala--locanAm
   BhP_03.20.029/2 kāñcī-kalāpa-vilasad- dukūla-cchanna-rodhasam	Bhu-_03.20.029/2 kAQcI-kalApa-vilasad dukUla--cCanna--roDasam
   BhP_03.20.030/1 anyonya-śleṣayottuṅga- nirantara-payodharām	Bhu-_03.20.030/1 anyonya--SlezayA-uttuFga nirantara--payoDarAm
   BhP_03.20.030/2 sunāsāṃ sudvijāṃ snigdha- hāsa-līlāvalokanām	Bhu-_03.20.030/2 su-nAsAm su-dvijAm snigDa hAsa--lIlA-avalokanAm
   BhP_03.20.031/1 gūhantīṃ vrīḍayātmānaṃ nīlālaka-varūthinīm	Bhu-_03.20.031/1 gUhantIm vrIxayA-AtmAnam nIla-alaka--varUTinIm
   BhP_03.20.031/2 upalabhyāsurā dharma sarve sammumuhuḥ striyam	Bhu-_03.20.031/2 upalaBya-asurAH Darma sarve sammumuhuH striyam
   BhP_03.20.032/1 aho rūpam aho dhairyam aho asyā navaṃ vayaḥ	Bhu-_03.20.032/1 aho rUpam aho DEryam aho asyAH navam vayaH
   BhP_03.20.032/2 madhye kāmayamānānām akāmeva visarpati	Bhu-_03.20.032/2 maDye kAmayamAnAnAm akAmA-iva visarpati
   BhP_03.20.033/1 vitarkayanto bahudhā tāṃ sandhyāṃ pramadākṛtim	Bhu-_03.20.033/1 vitarkayantaH bahuDA tAm sanDyAm pramadA-AkRtim
   BhP_03.20.033/2 abhisambhāvya viśrambhāt paryapṛcchan kumedhasaḥ	Bhu-_03.20.033/2 aBisamBAvya viSramBAt paryapRcCan kumeDasaH
   BhP_03.20.034/1 kāsi kasyāsi rambhoru ko vārthas te 'tra bhāmini	Bhu-_03.20.034/1 kA-asi kasya-asi ramBA-Uru kaH vA-arTaH te atra BAmini
   BhP_03.20.034/2 rūpa-draviṇa-paṇyena durbhagān no vibādhase	Bhu-_03.20.034/2 rUpa--draviNa--paNyena durBagAn naH vibADase
   BhP_03.20.035/1 yā vā kācit tvam abale diṣṭyā sandarśanaṃ tava	Bhu-_03.20.035/1 yA vA kAcid tvam abale dizwyA sandarSanam tava
   BhP_03.20.035/2 utsunoṣīkṣamāṇānāṃ kanduka-krīḍayā manaḥ	Bhu-_03.20.035/2 utsunozi-IkzamANAnAm kanduka-krIxayA manaH
   BhP_03.20.036/1 naikatra te jayati śālini pāda-padmaṃ	Bhu-_03.20.036/1 na-ekatra te jayati SAlini pAda--padmam
   BhP_03.20.036/2 ghnantyā muhuḥ kara-talena patat-pataṅgam	Bhu-_03.20.036/2 GnantyA muhur kara-talena patat--pataFgam
   BhP_03.20.036/3 madhyaṃ viṣīdati bṛhat-stana-bhāra-bhītaṃ	Bhu-_03.20.036/3 maDyam vizIdati bRhat--stana--BAra--BItam
   BhP_03.20.036/4 śānteva dṛṣṭir amalā suśikhā-samūhaḥ	Bhu-_03.20.036/4 SAntA-iva dRzwiH amalA su-SiKA--samUhaH
   BhP_03.20.037/1 iti sāyantanīṃ sandhyām asurāḥ pramadāyatīm	BhP_03.20.037/1 iti sAyantanIm sanDyAm asurAH pramadAyatIm
   BhP_03.20.037/2 pralobhayantīṃ jagṛhur matvā mūḍha-dhiyaḥ striyam	BhP_03.20.037/2 praloBayantIm jagRhuH matvA mUXa-DiyaH striyam
   BhP_03.20.038/1 prahasya bhāva-gambhīraṃ jighrantyātmānam ātmanā	Bhu-_03.20.038/1 prahasya BAva--gamBIram jiGranti-AtmAnam AtmanA
   BhP_03.20.038/2 kāntyā sasarja bhagavān gandharvāpsarasāṃ gaṇān	Bhu-_03.20.038/2 kAntyA sasarja BagavAn ganDarva-apsarasAm gaNAn
   BhP_03.20.039/1 visasarja tanuṃ tāṃ vai jyotsnāṃ kāntimatīṃ priyām	Bhu-_03.20.039/1 visasarja tanum tAm vE jyotsnAm kAntimatIm priyAm
   BhP_03.20.039/2 ta eva cādaduḥ prītyā viśvāvasu-purogamāḥ	Bhu-_03.20.039/2 te eva ca-AdaduH prItyA viSvAvasu--purogamAH
   BhP_03.20.040/1 sṛṣṭvā bhūta-piśācāṃś ca bhagavān ātma-tandriṇā	Bhu-_03.20.040/1 sRzwvA BUta-pi-SAcAn ca BagavAn Atma-tandriNA
   BhP_03.20.040/2 dig-vāsaso mukta-keśān vīkṣya cāmīlayad dṛśau	Bhu-_03.20.040/2 diS--vAsasaH mukta--keSAn vIkzya ca-AmIlayat dRSO
   BhP_03.20.041/1 jagṛhus tad-visṛṣṭāṃ tāṃ jṛmbhaṇākhyāṃ tanuṃ prabhoḥ	BhP_03.20.041/1 jagRhuH tad--visRzwAm tAm jRmBaNa-AKyAm tanum praBoH
   BhP_03.20.041/2 nidrām indriya-vikledo yayā bhūteṣu dṛśyate	Bhu-_03.20.041/2 nidrAm indriya--vikledaH yayA BUtezu dRSyate
   BhP_03.20.041/3 yenocchiṣṭān dharṣayanti tam unmādaṃ pracakṣate	Bhu-_03.20.041/3 yena-ucCizwAn Darzayanti tam unmAdam pracakzate
   BhP_03.20.042/1 ūrjasvantaṃ manyamāna ātmānaṃ bhagavān ajaḥ	Bhu-_03.20.042/1 Urjasvantam manyamAnaH AtmAnam BagavAn ajaH
   BhP_03.20.042/2 sādhyān gaṇān pitṛ-gaṇān parokṣeṇāsṛjat prabhuḥ	Bhu-_03.20.042/2 sADyAn gaNAn pitR--gaNAn parokzeNa-asRjat praBuH
   BhP_03.20.043/1 ta ātma-sargaṃ taṃ kāyaṃ pitaraḥ pratipedire	Bhu-_03.20.043/1 te Atma--sargam tam kAyam pitaraH pratipedire
   BhP_03.20.043/2 sādhyebhyaś ca pitṛbhyaś ca kavayo yad vitanvate	Bhu-_03.20.043/2 sADyeByaH ca pitRByaH ca kavayaH yat vitanvate
   BhP_03.20.044/1 siddhān vidyādharāṃś caiva tirodhānena so 'sṛjat	Bhu-_03.20.044/1 sidDAn vidyADarAn ca-eva tiroDAnena saH asRjat-
   BhP_03.20.044/2 tebhyo 'dadāt tam ātmānam antardhānākhyam adbhutam	Bhu-_03.20.044/2 teByaH adadAt tam AtmAnam antarDAna-AKyam adButam
   BhP_03.20.045/1 sa kinnarān kimpuruṣān pratyātmyenāsṛjat prabhuḥ	Bhu-_03.20.045/1 sa kinnarAn kimpuruzAn pratyAtmyena-asRjat praBuH
   BhP_03.20.045/2 mānayann ātmanātmānam ātmābhāsaṃ vilokayan	Bhu-_03.20.045/2 mAnayan AtmanA-AtmAnam Atma-ABAsam vilokayan
   BhP_03.20.046/1 te tu taj jagṛhū rūpaṃ tyaktaṃ yat parameṣṭhinā	Bhu-_03.20.046/1 te tu tat jagRhuH rUpam tyaktam yat paramezWinA
   BhP_03.20.046/2 mithunī-bhūya gāyantas tam evoṣasi karmabhiḥ	Bhu-_03.20.046/2 miTunI--BUya gAyantaH tam eva-uzasi karmaBiH
   BhP_03.20.047/1 dehena vai bhogavatā śayāno bahu-cintayā	Bhu-_03.20.047/1 dehena vE BogavatA SayAnaH bahu-cintayA
   BhP_03.20.047/2 sarge 'nupacite krodhād utsasarja ha tad vapuḥ	Bhu-_03.20.047/2 sarge anupacite kroDAt utsasarja ha tat vapuH
   BhP_03.20.048/1 ye 'hīyantāmutaḥ keśā ahayas te 'ṅga jajñire	Bhu-_03.20.048/1 ye ahIyanta-amutas keSAH ahayaH te aFga jajQire
   BhP_03.20.048/2 sarpāḥ prasarpataḥ krūrā nāgā bhogoru-kandharāḥ	Bhu-_03.20.048/2 sarpAH prasarpataH krUrAH nAgAH Boga-Uru--kanDarAH
   BhP_03.20.049/1 sa ātmānaṃ manyamānaḥ kṛta-kṛtyam ivātmabhūḥ	Bhu-_03.20.049/1 saH AtmAnam manyamAnaH kRta-kRtyam iva-AtmaBUH
   BhP_03.20.049/2 tadā manūn sasarjānte manasā loka-bhāvanān	Bhu-_03.20.049/2 tadA manUn sasarja-ante manasA loka--BAvanAn
   BhP_03.20.050/1 tebhyaḥ so 'sṛjat svīyaṃ puraṃ puruṣam ātmavān	Bhu-_03.20.050/1 teByaH saH asRjat svIyam puram puruzam AtmavAn
   BhP_03.20.050/2 tān dṛṣṭvā ye purā sṛṣṭāḥ praśaśaṃsuḥ prajāpatim	Bhu-_03.20.050/2 tAn dRzwvA ye purA sRzwAH praSaSaMsuH prajApatim
   BhP_03.20.051/1 aho etaj jagat-sraṣṭaḥ sukṛtaṃ bata te kṛtam	Bhu-_03.20.051/1 aho etat jagat-srazwaH sukRtam bata te kRtam
   BhP_03.20.051/2 pratiṣṭhitāḥ kriyā yasmin sākam annam adāma he	Bhu-_03.20.051/2 pratizWitAH kriyAH yasmin sAkam annam adAma he
   BhP_03.20.052/1 tapasā vidyayā yukto yogena susamādhinā	Bhu-_03.20.052/1 tapasA vidyayA yuktaH yogena su-samADinA
   BhP_03.20.052/2 ṛṣīn ṛṣir hṛṣīkeśaḥ sasarjābhimatāḥ prajāḥ	Bhu-_03.20.052/2 RzIn RziH hRzIkeSaH sasarja-aBimatAH prajAH
   BhP_03.20.053/1 tebhyaś caikaikaśaḥ svasya dehasyāṃśam adād ajaḥ	Bhu-_03.20.053/1 teByaH ca-ekEkaSas svasya dehasya-aMSam adAt ajaH
   BhP_03.20.053/2 yat tat samādhi-yogarddhi- tapo-vidyā-viraktimat	Bhu-_03.20.053/2 yat tat samADi--yoga-RdDi tapo-vidyA--viraktimat-
   BhP_03.21.001/0 vidura uvāca	Bhu-_03.21.001/0 viduraH uvAca
   BhP_03.21.001/1 svāyambhuvasya ca manor aṃśaḥ parama-sammataḥ	Bhu-_03.21.001/1 svAyamBuvasya ca manoH aMSaH parama--sammataH
   BhP_03.21.001/2 kathyatāṃ bhagavan yatra maithunenaidhire prajāḥ	Bhu-_03.21.001/2 kaTyatAm Bagavan yatra mETunena-eDire prajAH
   BhP_03.21.002/1 priyavratottānapādau sutau svāyambhuvasya vai	Bhu-_03.21.002/1 priyavrata-uttAnapAdO sutO svAyamBuvasya vE
   BhP_03.21.002/2 yathā-dharmaṃ jugupatuḥ sapta-dvīpavatīṃ mahīm	Bhu-_03.21.002/2 yaTA-Darmam jugupatuH sapta-dvIpavatIm mahIm
   BhP_03.21.003/1 tasya vai duhitā brahman devahūtīti viśrutā	Bhu-_03.21.003/1 tasya vE duhitA brahman devahUtI-iti viSrutA
   BhP_03.21.003/2 patnī prajāpater uktā kardamasya tvayānagha	Bha-a_03.21.003/2 patnI prajApateH uktA kardamasya tvayA-anaGa
   BhP_03.21.004/1 tasyāṃ sa vai mahā-yogī yuktāyāṃ yoga-lakṣaṇaiḥ	Bhu-_03.21.004/1 tasyAm sa vE mahA-yogI yuktAyAm yoga--lakzaNEH
   BhP_03.21.004/2 sasarja katidhā vīryaṃ tan me śuśrūṣave vada	Bhu-_03.21.004/2 sasarja katiDA vIryam tat me SuSrUzave vada
   BhP_03.21.005/1 rucir yo bhagavān brahman dakṣo vā brahmaṇaḥ sutaḥ	BhP_03.21.005/1 ruciH yaH BagavAn brahman dakzaH vA brahmaNaH sutaH
   BhP_03.21.005/2 yathā sasarja bhūtāni labdhvā bhāryāṃ ca mānavīm	Bhu-_03.21.005/2 yaTA sasarja BUtAni labDvA BAryAm ca mAnavIm
   BhP_03.21.006/0 maitreya uvāca	Bhu-_03.21.006/0 mEtreyaH uvAca
   BhP_03.21.006/1 prajāḥ sṛjeti bhagavān kardamo brahmaṇoditaḥ	Bhu-_03.21.006/1 prajAH sRja-iti BagavAn kardamaH brahmaNA-uditaH
   BhP_03.21.006/2 sarasvatyāṃ tapas tepe sahasrāṇāṃ samā daśa	BhP_03.21.006/2 sarasvatyAm tapaH tepe sahasrANAm samAH daSa
   BhP_03.21.007/1 tataḥ samādhi-yuktena kriyā-yogena kardamaḥ	Bhu-_03.21.007/1 tatas samADi--yuktena kriyA--yogena kardamaH
   BhP_03.21.007/2 samprapede hariṃ bhaktyā prapanna-varadāśuṣam	Bhu-_03.21.007/2 samprapede harim BaktyA prapanna--varadASuzam
   BhP_03.21.008/1 tāvat prasanno bhagavān puṣkarākṣaḥ kṛte yuge	Bhu-_03.21.008/1 tAvat prasannaH BagavAn puzkara-akzaH kRte yuge
   BhP_03.21.008/2 darśayām āsa taṃ kṣattaḥ śābdaṃ brahma dadhad vapuḥ	Bhu-_03.21.008/2 darSayAm Asa tam kzattar SAbdam brahma daDat vapuH
   BhP_03.21.009/1 sa taṃ virajam arkābhaṃ sita-padmotpala-srajam	Bhu-_03.21.009/1 sa tam virajam arka-ABam sita--padma-utpala--srajam
   BhP_03.21.009/2 snigdha-nīlālaka-vrāta- vaktrābjaṃ virajo 'mbaram	Bha-a_03.21.009/2 snigDa--nIla-alaka-vrAta vaktra-abjam virajaH ambaram
   BhP_03.21.010/1 kirīṭinaṃ kuṇḍalinaṃ śaṅkha-cakra-gadā-dharam	Bhu-_03.21.010/1 kirIwinam kuNxalinam SaFKa--cakra--gadA--Daram
   BhP_03.21.010/2 śvetotpala-krīḍanakaṃ manaḥ-sparśa-smitekṣaṇam	Bhu-_03.21.010/2 Svetotpala--krIxanakam manaH--sparSa--smita-IkzaNam
   BhP_03.21.011/1 vinyasta-caraṇāmbhojam aṃsa-deśe garutmataḥ	Bhu-_03.21.011/1 vinyasta--caraNa-amBojam aMsa-deSe garutmataH
   BhP_03.21.011/2 dṛṣṭvā khe 'vasthitaṃ vakṣaḥ- śriyaṃ kaustubha-kandharam	Bhu-_03.21.011/2 dRzwvA Ke avasTitam vakzaH Sriyam kOstuBa--kanDaram
   BhP_03.21.012/1 jāta-harṣo 'patan mūrdhnā kṣitau labdha-manorathaḥ	Bhu-_03.21.012/1 jAta--harzaH apatat mUrDnA kzitO labDa--manoraTaH
   BhP_03.21.012/2 gīrbhis tv abhyagṛṇāt prīti- svabhāvātmā kṛtāñjaliḥ	Bhu-_03.21.012/2 gIrBiH tu aByagRNAt prIti svaBAva-AtmA kRtAQjaliH
   BhP_03.21.013/0 ṛṣir uvāca	BhP_03.21.013/0 RziH uvAca
   BhP_03.21.013/1 juṣṭaṃ batādyākhila-sattva-rāśeḥ sāṃsiddhyam akṣṇos tava	Bhu-_03.21.013/1 juzwam bata-adya-aKila--sattva-rASeH sAMsidDyam akzNoH tava
   darśanān naḥ	darSanAt naH
   BhP_03.21.013/2 yad-darśanaṃ janmabhir īḍya sadbhir āśāsate yogino	Bhu-_03.21.013/2 yat--darSanam janmaBiH Ixya sadBiH ASAsate yoginaH-
   rūḍha-yogāḥ	rUXa--yogAH
   BhP_03.21.014/1 ye māyayā te hata-medhasas tvat- pādāravindaṃ	Bhu-_03.21.014/1 ye mAyayA te hata-meDasaH tu-at pAda-aravindam
   bhava-sindhu-potam	Bava--sinDu--potam
   BhP_03.21.014/2 upāsate kāma-lavāya teṣāṃ rāsīśa kāmān niraye 'pi ye syuḥ	Bhu-_03.21.014/2 upAsate kAma-lavAya tezAm rAsi-ISa kAmAn niraye api ye syuH
   BhP_03.21.015/1 tathā sa cāhaṃ parivoḍhu-kāmaḥ samāna-śīlāṃ	Bhu-_03.21.015/1 taTA sa ca-aham parivoXu--kAmaH samAna--SIlAm
   gṛhamedha-dhenum	gRhameDa--Denum
   BhP_03.21.015/2 upeyivān mūlam aśeṣa-mūlaṃ durāśayaḥ kāma-dughāṅghripasya	Bhu-_03.21.015/2 upeyivAn mUlam aSeza-mUlam durASayaH kAma-duGa-aFGripasya
   BhP_03.21.016/1 prajāpates te vacasādhīśa tantyā lokaḥ kilāyaṃ kāma-hato	Bhu-_03.21.016/1 prajApateH te vacasA-aDISa tantyA lokaH kila-ayam kAma--hataH-
   'nubaddhaḥ	anubadDaH
   BhP_03.21.016/2 ahaṃ ca lokānugato vahāmi baliṃ ca śuklānimiṣāya tubhyam	Bhu-_03.21.016/2 aham ca loka-anugataH vahAmi balim ca SuklA-nimizAya tuByam
   BhP_03.21.017/1 lokāṃś ca lokānugatān paśūṃś ca hitvā śritās te	Bhu-_03.21.017/1 lokAn ca loka-anugatAn paSUn ca hitvA SritAH te
   caraṇātapatram	caraNa-Atapatram
   BhP_03.21.017/2 parasparaṃ tvad-guṇa-vāda-sīdhu-	Bhu-_03.21.017/2 parasparam tvad--guNa-vAda-sIDu-
   pīyūṣa-niryāpita-deha-dharmāḥ	pIyUza--niryApita--deha--DarmAH
   BhP_03.21.018/1 na te 'jarākṣa-bhramir āyur eṣāṃ trayodaśāraṃ tri-śataṃ	Bhu-_03.21.018/1 na te ajara-akza-BramiH AyuH ezAm trayodaSa-aram tri-Satam
   ṣaṣṭi-parva	zazwi-parva
   BhP_03.21.018/2 ṣaṇ-nemy ananta-cchadi yat tri-ṇābhi karāla-sroto jagad	Bhu-_03.21.018/2 zaN-nemi ananta-cCadi yat tri-NA-aBi karAla--srotaH jagad
   ācchidya dhāvat	AcCidya DAvat-
   BhP_03.21.019/1 ekaḥ svayaṃ san jagataḥ sisṛkṣayā- dvitīyayātmann	Bhu-_03.21.019/1 ekaH svayam san jagataH sisRkzayA dvitIyayA-Atman=-
   adhi-yogamāyayā	aDi-yoga-mAyayA
   BhP_03.21.019/2 sṛjasy adaḥ pāsi punar grasiṣyase yathorṇa-nābhir bhagavan	Bhu-_03.21.019/2 sRjasi adaH pAsi punar grasizyase yaTA-UrNa-nABiH Bagavan
   sva-śaktibhiḥ	sva--SaktiBiH
   BhP_03.21.020/1 naitad batādhīśa padaṃ tavepsitaṃ yan māyayā nas tanuṣe	Bhu-_03.21.020/1 na-etat bata-aDISa padam tava-Ipsitam yat mAyayA naH tanuze
   bhūta-sūkṣmam	BUta--sUkzmam
   BhP_03.21.020/2 anugrahāyāstv api yarhi māyayā lasat-tulasyā bhagavān	Bhu-_03.21.020/2 anugrahAya-astu api yarhi mAyayA lasat--tulasyAH BagavAn
   vilakṣitaḥ	vilakzitaH
   BhP_03.21.021/1 taṃ tvānubhūtyoparata-kriyārthaṃ sva-māyayā	Bhu-_03.21.021/1 tam tvA-anuBUtyA-uparata--kriyA-arTam sva--mAyayA
   vartita-loka-tantram	vartita--loka-tantram
   BhP_03.21.021/2 namāmy abhīkṣṇaṃ namanīya-pāda- sarojam alpīyasi	Bhu-_03.21.021/2 namAmi aBIkzNam namanIya--pAda sarojam alpIyasi
   kāma-varṣam	kAma--varzam
   BhP_03.21.022/0 ṛṣir uvāca	BhP_03.21.022/0 RziH uvAca
   BhP_03.21.022/1 ity avyalīkaṃ praṇuto 'bja-nābhas tam ābabhāṣe	Bhu-_03.21.022/1 iti avyalIkam praNutaH abja-nABaH tam AbaBAze
