   Pariccheda 2	Pari=-CedaH 2
   madhurā rāga-vardhinyaḥ $ komalāḥ kokilā-giraḥ &	maDurAH rAga-varDinyaH $ komalAH kokilA-giraH &
   ā-karṇyante mada-kalāḥ % śliṣyante cā7site3kṣaṇāḥ // 2.317 //	A-karNyante mad-a-kalAH % Slizyante ca-a7site3kzaNAH // 2.317 //
   [- viruddhakarma-śleṣa]	[ virudDa-karma--Sleza]
   rāgam ā-darśayann eṣa $ vāruṇī-yoga-vardhitam &	rAgam A-darSayan eza $ vAruNI--yoga--varDitam &
   tiro-bhavati gharmā1ṃśur % aṅga-jas tu vi-jṛmbhate // 2.318 //	tiro-Bavati GarmA1MSuH % aFga-jaH tu vi-jRmBate // 2.318 //
   [- niyamavac-chleṣa]	[ niyama-vac--Sleza]
   nis-triṃśa-tvam asāv eva $ dhanuṣy evā7sya vakra-tā &	nis-triMSa--tvam asO eva $ Danuzi eva-a7sya vakra-tA &
   śareṣv eva nare7ndrasya % mārgaṇa-tvaṃ ca vartate // 2.319 //	Sarezu eva nare7ndrasya % mArgaNa--tvam ca vartate // 2.319 //
   [- niyamākṣeparūpokti-śleṣa]	[ niyama-Akzepa-rUpa-ukti-Sleza]
   padmānām eva daṇḍeṣu $ kaṇṭakas tvayi rakṣati &	padmAnAm eva daNxezu $ kaNwakaH tvayi rakzati &
   atha-vā dṛśyate rāgi- % mithunā3-liṅganeṣv api // 2.320 //	aTa-vA dRSyate rAgi % miTunA3-liFganezu api // 2.320 //
   [- avirodhi-śleṣa]	[ aviroDi--Sleza]
   mahī-bhṛd bhūri-kaṭakas $ tejas-vī niyato1d-ayaḥ &	mahI-BRt BUri-kawakaH $ tejas-vI niyataH-1d-ayaH &
   dakṣaḥ pra-jā-patiś cā8sīt % svāmī śakti-dharaś ca saḥ // 2.321 //	dakzaH pra-jA-patiH ca-a8sIt % svAmI Sakti-DaraH ca saH // 2.321 //
   [- virodhi-śleṣa]	[ viroDi--Sleza]
   acyuto 'py a-vṛṣa-cchedī $ rājā9py a-vidita-kṣayaḥ &	acyutaH api a-vRza-=-CedI $ rAjA-a9pi a-vidita-kzayaH &
   devo 'py a-vi-budho jajñe % śaṃ-karo 'py a-bhujaṃ-ga-vān // 2.322 //	devaH api a-vi-buDaH jajQe % SaM-karaH api a-BujaM-ga-vAn // 2.322 //
   [viśeṣokti]	[viSeza-ukti]
   guṇa-jāti-kriyā4dīnāṃ $ yatra vai-kalya-darśanam &	guNa--jAti-kriyA4dInAm $ yatra vE-kalya--darSanam &
   vi-śeṣa-darśanāyai7va % sā viśeṣo1ktir iṣyate // 2.323 //	vi-Seza--darSanAya-e7va % sA viSezaH-1ktiH izyate // 2.323 //
   [- viśeṣokti: guṇa]	[ viSeza-ukti: guNa]
   na kaṭhoraṃ na vā tīkṣṇam $ ā-yudhaṃ puṣpa-dhanvanaḥ &	na kaWoram na vA tIkzNam $ A-yuDam puzpa-DanvanaH &
   tathā9pi jitam evā8sīd % amunā bhuvana-trayam // 2.324 //	taTA-a9pi jitam eva-a8sIt % amunA Buvana-trayam // 2.324 //
   [- viśeṣokti: jāti]	[ viSeza-ukti: jAti]
   na deva-kanyakā nā7pi $ gandharva-kula-saṃ-bhavā &	na deva-kanyakA na-a7pi $ ganDarva--kula--saM-BavAH &
   tathā9py eṣā tapo-bhaṅgaṃ % vi-dhātuṃ vedhaso 'py alam // 2.325 //	taTA-a9pi ezA tapo-BaFgam % vi-DAtum veDasaH api alam // 2.325 //
   [- viśeṣokti: kriyā]	[ viSeza-ukti: kriyA]
   na baddhā bhru-kuṭir nā7pi $ sphurito daśana-cchadaḥ &	na badDA Bru-kuwiH na-a7pi $ sPuritaH daSana--cCadaH &
   na ca raktā9bhavad dṛṣṭir % jitaṃ ca dviṣatāṃ balam // 2.326 //	na ca raktA9Bavat dRzwiH % jitam ca dvizatAm balam // 2.326 //
   [- viśeṣokti: dravya]	[ viSeza-ukti: dravya]
   na rathā na ca mātaṃ-gā $ na hayā na ca pattayaḥ &	na raTAH na ca mAtaM-gAH $ na hayAH na ca pattayaH &
   strīṇām apā1ṅga-dṛṣṭyai9va % jīyate jagatāṃ trayam // 2.327 //	strINAm apA1Fga-dRzwyE9va % jIyate jagatAm trayam // 2.327 //
   [- viśeṣokti: hetu]	[ viSeza-ukti: hetu]
   eka-cakro ratho yantā $ vikalo viṣamā hayāḥ &	eka-cakraH raTaH yantA $ vikalaH vizamAH hayAH &
   ā-krāmaty eva tejasvī % tathā9py arko nabhas-talam // 2.328 //	A-krAmati eva tejasvI % taTA-a9pi arkaH naBas-talam // 2.328 //
   sai9ṣā hetu-vi-śeṣoktis $ tejasvī9ti vi-śeṣaṇāt &	sE9zA hetu--vi-SezoktiH $ tejasvI9ti vi-SezaNAt &
   ayaṃ eva kramo 'nyeṣāṃ % bhedānām api kalpate // 2.329 //	ayam eva kramaH anyezAm % BedAnAm api kalpate // 2.329 //
   [tulyayogitā]	[tulya-yogitA]
   vi-vakṣita-guṇo1tkṛṣṭair $ yat samī-kṛtya kasyacit &	vi-vakzita-guNo1tkRzwEH $ yat samI-kRtya kasyacid &
   kīrtanaṃ stuti-nindā2rthaṃ % sā matā tulya-yogitā // 2.330 //	kIrtanam stuti--nindA-2rTam % sA matA tulya--yogitAH // 2.330 //
   yamaḥ kubero varuṇaḥ $ sahasrā1kṣo bhavān api &	yamaH kuberaH varuNaH $ sahasrA1kzaH BavAn api &
   bibhṛty ananya-viṣayāṃ % loka-pāla iti śrutim // 2.331 //	biBRti ananya-vizayAm % loka-pAlaH iti Srutim // 2.331 //
   saṃ-gatāni mṛgā1kṣīṇāṃ $ taḍid-vi-lasitāni ca &	saM-gatAni mRgA1kzINAm $ taxit---vi-la-sitAni ca &
   kṣaṇa-dvayaṃ na tiṣṭhanti % ghanā3rabdhāny api svayam // 2.332 //	kzaNa--dvayam na tizWanti % Gana-A3rabDAni api svayam // 2.332 //
   [virodhacakra]	[viroDa-cakra]
   viruddhānāṃ padā1rthānāṃ $ yatra saṃ-sarga-darśanam &	virudDAnAm padA1rTAnAm $ yatra saM-sarga--darSanam &
   vi-śeṣa-darśanāyai1va % sa vi-rodhaḥ smṛto yathā // 2.333 //	vi-Seza--darSanAya-e1va % sa vi-roDaH smRtaH yaTA // 2.333 //
   kūjitaṃ rāja-haṃsānāṃ $ vardhate mada-mañjulam &	kUjitam rAja--haMsAnAm $ varDate mada--maQjulam &
   kṣīyate ca mayūrāṇāṃ % rutam ut-krānta-sauṣṭhavam // 2.334 //	kzIyate ca mayUrANAm % rutam ut-krAnta--sOzWavam // 2.334 //
   prā-vṛṣeṇyair jala-dharair $ ambaraṃ dur-dināyate &	prA-vRzeNyEH jala-DarEH $ ambaram dur-dinAyate &
   rāgeṇa punar ā-krāntaṃ % jāyate jagatām manaḥ // 2.335 //	rAgeNa punar A-krAntam % jAyate jagatAm manaH // 2.335 //
   tanu-madhyaṃ pṛthu-śroṇi $ raktau1ṣṭham asite3kṣaṇam &	tanu--maDyam pRTu-SroNi $ raktO1zWam asite3kzaNam &
   nata-nābhi vapuḥ strīṇāṃ % kaṃ na hanty un-nata-stanam // 2.336 //	nata-nABi vapuH strINAm % kam na hanti un-nata--stanam // 2.336 //
   mṛṇāla-bāhu rambho4ru $ padmo1t-pala-mukhe3kṣaṇam &	mRNAla-bAhu ramBo4ru $ padmo1t--pala--muKe3-kzaNam &
   api te rūpam asmākam % tanvi tāpāya kalpate // 2.337 //	api te rUpam asmAkam % tanvi tApAya kalpate // 2.337 //
   udyāna-māruto1d-dhūtāś $ cūta-campaka-reṇavaḥ &	udyAna-mArutaH-1d--DUtAH $ cUta-campaka-reNavaH &
   ud-aśrayanti pānthānām % a-spṛśanto 'pi locane // 2.338 //	ud-a-Srayanti pAnTAnAm % a-spRSantaH api locane // 2.338 //
   kṛṣṇā1rjunā1nu-raktā9pi $ dṛṣṭiḥ karṇā1va-lambinī &	kRzNA1rjunA1nu--raktA9pi $ dRzwiH karNa-a1va-lambinI &
   yāti vi-śvasanīya-tvaṃ % kasya te kala-bhāṣiṇī // 2.339 //	yAti vi-SvasanIya-tvam % kasya te kala-BAziNI // 2.339 //
   ity aneka-prakāro 'yam $ alaṃkāraḥ pratīyate &	iti aneka-prakAraH ayam $ alaMkAraH pratIyate &
   [aprastutapraśaṃsā]	[a-prastuta-praSaMsA]
   a-pra-stuta-praśaṃsā syād % a-pra-kānteṣu yā stutiḥ // 2.340 //	a-pra-stuta--praSaMsA syAt % a-pra-ka-antezu yA stutiH // 2.340 //
   sukhaṃ jīvanti hariṇā $ vaneṣv a-para-sevinaḥ &	suKam jIvanti hariNA $ vanezu a-para--sevinaH &
   arthair a-yatna-su-labhair % jala-darbhā1ṅkurā3dibhiḥ // 2.341 //	arTEH a-yatna--su-laBEH % jala-darBa-a1Fkura-A3diBiH // 2.341 //
   se9yam a-pra-stutai9vā7tra $ mṛga-vṛttiḥ praśasyate &	se9yam a-pra-stutE9-vA7tra $ mRga-vRttiH praSasyate &
   rājā1nu-vartana-kleśa- % nir-viṇṇena manasvinā // 2.342 //	rAjA-a1nu-vartana--kleSa % nir-viNNena manasvinA // 2.342 //
   [vyājastuti]	[vyAjastuti]
   yadi nindann iva stauti $ vyāja-stutir asau stutā &	yadi nindan iva stOti $ vyAja--stutiH asO stutAH &
   doṣā3bhāsā guṇā eva % labhante yatra saṃ-nidhim // 2.343 //	dozA3BAsAH guNAH eva % laBante yatra saM-niDim // 2.343 //
   tāpasenā7pi rāmeṇa $ jite9yaṃ bhūta-dhāriṇī &	tApa-sena-a7pi rAmeNa $ jite9yam BUta-DAriNI &
   tvayā rājñā9pi se9ve7yaṃ % jitā mā bhūn madas tava // 2.344 //	tvayA rAjQA-a9pi se9ve7yam % jitAH mA BUt madaH tava // 2.344 //
   puṃsaḥ purāṇād ā-cchidya $ śrīs tvayā pari-bhujyate &	puMsaH purANAt A-cCidyaH $ SrIH tvayA pari-Bujyate &
   rājann ikṣvāku-vaṃśasya % kim idaṃ tava yujyate // 2.345 //	rAjan ikzvAku--vaMSasya % kim idam tava yujyate // 2.345 //
   bhuj-aṅga-bhoga-saṃ-saktā $ kalatraṃ tava medinī &	Buj-aFga--Boga--saM-saktA $ kalatram tava medinI &
   ahaṃ-kāraḥ parāṃ koṭim % ā-rohati kutas tava // 2.346 //	ahaM-kAraH parAm kowim % A-rohati kutas tava // 2.346 //
   iti śleṣā1nu-viddhānām $ anyeṣāṃ co7palakṣyatāṃ &	iti SlezA1nu-vidDAnAm $ anyezAm ca-u7palakzya-tAm &
   vyāja-stuti-prakārāṇām % a-pary-antaḥ pra-vi-staraḥ // 2.347 //	vyAja--stuti--prakArANAm % a-pary-antaH pra-vi-staraH // 2.347 //
   [nidarśana]	[nidarSana]
   arthā1ntara-pra-vṛttena $ kiṃcit tat-sa-dṛśaṃ phalam &	arTa-a1ntara--pra-vRttena $ kiMcid tat-sa-dRSam Palam &
   sad asad vā ni-darśyeta % yadi tat syān ni-darśanam // .íF.H //	sat asat vA ni-darSyeta % yadi tat syAt ni-darSanam // .íF.H //
   ud-ayann eva savitā $ padmeṣv arpayati śriyam &	ud-ayan eva savitA $ padmezu arpayati Sriyam &
   vi-bhāvayitum ṛddhīnāṃ % phalaṃ su-hṛd-anu-graham // 2.349 //	vi-BAvayitum RdDInAm % Palam su-hRd--anu-graham // 2.349 //
   yāti candrā1ṃśubhiḥ spṛṣṭā $ dhvānta-rājī parā-bhavam &	yAti candra-a1MSuBiH spRzwA $ DvAnta--rAjI parA-Bavam &
   sadyo rāja-vi-ruddhānāṃ % sūcayanti dur-antatām // 2.350 //	sadyas rAja--vi-rudDAnAm % sUcayanti dur-antatAm // 2.350 //
   [sahokti]	[sahokti]
   saho1ktiḥ saha-bhāvasya $ kathanaṃ guṇa-karmaṇām &	sahaH-1ktiH saha-BAvasya $ kaTanam guNa--karmaNAm &
   arthānāṃ yo vi-ni-mayaḥ % pari-vṛttis tu sā yathā // 2.351 //	arTAnAm yaH vi-ni-mayaH % pari-vRttiH tu sA yaTA // 2.351 //
   saha dīrghā mama śvāsair $ imāḥ saṃ-prati rātrayaḥ &	saha dIrGAH mama SvAsEH $ imAH saM-prati rAtrayaH &
   pāṇḍurāś ca mamai7vā7ṅgaiḥ % saha tāś candra-bhūṣaṇāḥ // 2.352 //	pANxurAH ca mama-e7vA7FgEH % saha tAH candra-BUzaNAH // 2.352 //
   vardhate saga pānthānāṃ $ mūrchayā cūta-mañjarī &	varDate saga pAnTAnAm $ mUrCayA cUta-maQjarI &
   patanti ca samaṃ teṣām % asubhir malayā1nilāḥ // 2.353 //	patanti ca samam tezAm % asuBiH malaya-a1nilAH // 2.353 //
   kokilā3-lāpa-su-bhagāḥ $ su-gandhi-vana-vāyavaḥ &	kokila-a3-la-apa--su-BagAH $ su-ganDi-vana--vAyavaH &
   yānti sā1rdhaṃ janā3nandair % vṛddhiṃ surabhi-vāsarāḥ // 2.354 //	yAnti sA1rDam janA3nandEH % vRdDim suraBi--vAsarAH // 2.354 //
   ity ud-ā-hṛtayo dattāḥ $ saho1kter atra kāścana &	iti ud-A--hRtayaH dattAH $ sahaH-1kteH atra kAScana &
   [parivṛtti]	[parivRtti]
   kriyate pari-vṛtteś ca $ kiṃcid rūpa-ni-rūpaṇam // 2.355 //	kriyate pari-vRtteH ca $ kiMcid rUpa--ni-rUpaNam // 2.355 //
   śastra-pra-hāraṃ dadatā $ bhujena tava bhū-bhujām &	Sastra-pra-hAram dadatA $ Bujena tava BU-BujAm &
   cirā1rjitaṃ hṛtaṃ teṣāṃ % yaśaḥ kumuda-pāṇḍuram // 2.356 //	cirA1rjitam hRtam tezAm % yaSaH kumuda--pANxuram // 2.356 //
   [āśīs]	[a-ASIs]
   āśīr nāmā7bhilaṣite $ vastuny ā-śaṃsanaṃ yathā &	ASIH nAma-a7Bilazite $ vastuni A-SaMsanam yaTA &
   pātu vaḥ paramaṃ jyotir % a-vāṅ-manasa-go-caram // 2.357 //	pAtu vaH paramam jyotiH % a-vAF-manasa--go-caram // 2.357 //
   [saṃsṛṣṭi]	[saMsRzwi]
   ananvayasa-saṃ-dehāv $ upa-māsv eva darśitau &	ananvaya-sa--saM-dehO $ upa-mAsu eva darSitO &
   upa-mā-rūpakaṃ cā7pi % rūpakeṣv eva darśitam // 2.358 //	upa-mA-rUpakam ca-a7pi % rUpakezu eva darSitam // 2.358 //
   ut-pre3kṣā-bheda evā7sāv $ utpre3kṣā2va-yavo 'pi ca &	ut--pre3kzA--BedaH eva-a7sO $ utpre3kza-a2va-yavaH api ca &
   nānā2laṃ-kāra-saṃ-sṛṣṭiḥ $ saṃ-sṛṣṭis tu ni-gadyate // 2.359 //	nAnA-a2laM-kAra--saM-sRzwiH $ saM-sRzwiH tu ni-gadyate // 2.359 //
   aṅgā1ṅgi-bhāvā1va-sthānaṃ $ sarveṣāṃ sama-kakṣatā &	aFga-a1Fgi-BAva-a1-va-sTAnam $ sarvezAm sama-kakzatA &
   ity alaṃ-kāra-saṃ-sṛṣṭer % lakṣaṇīyā dvayī gatiḥ // 2.360 //	iti alaM-kAra--saM-sRzweH % lakzaNIyA dvayI gatiH // 2.360 //
   ā-kṣipanty aravindāni $ tava mugdhe mukha-śriyam &	A-kzipanti aravindAni $ tava mugDe muKa--Sriyam &
   kośa-daṇḍa-sam-agrāṇāṃ % kim eṣām asti duṣ-karam // 2.361 //	koSa--daNxa--sam-agrANAm % kim ezAm asti duz-karam // 2.361 //
   (limpatī7va tamo 'ṅgāni $ varṣatī7vā7ñjanaṃ nabhaḥ &	(limpatI7va tamaH aFgAni $ varzatI7va-a7Qjanam naBaH &
   a-sat-puruṣa-seve9va % dṛṣṭir niṣ-phalatāṃ gatā // v.v //)	a-sat--puruza-seve9va % dRzwiH niz-Pala-tAm gatAH // v.u //)
   śleṣaḥ sarvāsu puṣṇāti $ priyo vakro1ktiṣu śriyam &	SlezaH sarvAsu puzNAti $ priyaH vakro1ktizu Sriyam &
   bhinnaṃ dvidhā sva-bhāvo1ktir % vakro1ktiś ce7ti vāṅ-mayam // 2.363 //	Binnam dviDA sva-BAvaH-1ktiH % vakro1ktiH ce7ti vAc--mayam // 2.363 //
   [bhāvika]	[BAvika]
   bhāvikatvam iti prā3huḥ $ pra-bandha-viṣayaṃ guṇam &	BAvika-tvam iti prA3huH $ pra-banDa--vizayam guNam &
   bhāvaḥ kaver abhi-prā1yaḥ % kāvyeṣv ā-siddhi yaḥ sthitaḥ // 2.364 //	BAvaH kaveH aBi-prA1yaH % kAvyezu A-sidDi yaH sTitaH // 2.364 //
   paras-paro1pa-kāritvaṃ $ sarveṣāṃ vastu-parvaṇām &	paras--para-u1pa-kAri-tvam $ sarvezAm vastu--parvaNAm &
   vi-śeṣaṇānāṃ vy-arthānām % a-kriyā sthāna-varṇanā // 2.365 //	vi-SezaNAnAm vy-arTAnAm % a-kriyA sTAna--varNanA // 2.365 //
   vy-aktir ukti-krama-balād $ gambhīrasyā7pi vastunaḥ &	vy-aktiH ukti--krama-balAt $ gamBIrasya-a7pi vastunaH &
   bhāvā3yattam idaṃ sarvam % iti tad bhāvikaṃ viduḥ // 2.366 //	BAvA3-yattam idam sarvam % iti tat BAvikam viduH // 2.366 //
   yac ca saṃ-dhy-aṅga-vṛtty-aṅga- $ lakṣaṇā3dyā-gamā1ntare &	yat ca saM-Di--aFga-vRtti--aFga $ lakzaNA3dyA--gama-a1ntare &
   vy-ā-varṇitam idaṃ ceṣṭam % alaṃ-kāratayai9va naḥ // 2.367 //	vy-A-varNitam idam ca-izwam % alaM-kAra-tayA-e9va naH // 2.367 //
   panthā sa eṣa vivṛtaḥ pari-māṇa-vṛttyā $ saṃ-kṣipya vi-staram an-antam	panTA saH eza vivRtaH pari-mANa-vRttyA $ saM-kzipya vi-staram an-antam
   alaṃ-kriyāṇāṃ &	alaM-kriyANAm &
   vācām atī3tya viṣayaṃ pari-vartamānān % abhyāsa eva vi-varītum alaṃ	vAcAm atI3tya vizayam pari-vartamAnAn % aByAse eva vi-varItum alam
   viśeṣān // 2.368 //	viSezAn // 2.368 //
   // ity ācārya-daṇḍinaḥ kṛtau kāvyādarśe 'rthālaṃkāravibhāgo nāma dvitīyaḥ	// iti AcArya--daNxinaH kRtO kAvya-AdarSe arTAlaMkAra-viBAgaH nAma dvitIyaH
   paricchedaḥ //	paricCedaH //
