   śrīḥ	SrIH
   vājivālāmbarānaddhatalā cālanikā parā /	vAji-vAla-ambara-AnadDa-talA cAlanikA parA /
   tayā pracālanaṃ kuryāddhartuṃ sūkṣmataraṃ rajaḥ // VRrs_7.13 //	tayA pracAlanam kuryAt-hartum sUkzmataram rajaH // VRrH-_7.13 //
   mūṣāmṛttuṣakārpāsavanopalakapiṣṭakam /	mUzA-mRd-tuza-kArpAsa-vanopalaka-pizwakam /
   trividhaṃ bheṣajaṃ dhātujīvamūlamayaṃ tathā /	triviDam Bezajam DAtu-jIva-mUla-mayam taTA /
   śikhitrā govaraṃ caiva śarkarā ca sitopalā // VRrs_7.14 //	SiKitrAH govaram ca-eva SarkarA ca sitopalA // VRrH-_7.14 //
   śikhitrāḥ pāvakocchiṣṭā aṅgārāḥ kokilā matāḥ // VRrs_7.15 //	SiKitrAH pAvakocCizwAH aFgArAH kokilAH matAH // VRrH-_7.15 //
   kokilāś cetitāṅgārā nirvāṇāḥ payasā vinā // VRrs_7.16 //	kokilAH cetita-aFgArAH nirvANAH payasA vinA // VRrH-_7.16 //
   piṣṭakaṃ chagaṇaṃ chāṇam upalaṃ cotpalaṃ tathā /	pizwakam CagaNam CANam upalam ca-utpalam taTA /
   giriṇḍopalasāṭhī ca saṃśuṣkacchagaṇābhidhāḥ // VRrs_7.17 //	giriNxa-upalasAWI ca saMSuzka=-CagaNa-aBiDAH // VRrH-_7.17 //
   kācāyomṛdvarāṭānāṃ kūpikā caṣakāni ca // VRrs_7.18 //	kAca-ayaH-mRd-varAwAnAm kUpikA cazakAni ca // VRrH-_7.18 //
   kūpikā kupikā siddhā golā caiva giriṇḍikā // VRrs_7.19 //	kUpikA kupikA sidDA golA ca-eva giriNxikAH // VRrH-_7.19 //
   caṣakaṃ ca kaṭorī ca vāṭikā khārikā tathā /	cazakam ca kaworI ca vAwikA KArikA taTA /
   kañcolī grāhikā ceti nāmānyekārthakāni hi // VRrs_7.20 //	kaQcolI grAhikA ca-iti nAmAni-eka-arTakAni hi // VRrH-_7.20 //
   śūrpādiveṇupātrāṇi kṣudraśiprāśca śaṅkhikāḥ /	SUrpa-Adi-veNu-pAtrANi kzudra-SiprAH-ca SaFKikAH /
   kṣuraprāśca tathā pākyaḥ yaccānyattatra yujyate /	kzuraprAH-ca taTA pAkyaH yat-ca-anyat-tatra yujyate /
   pālikā karṇikā caiva śākacchedanaśastrakāḥ // VRrs_7.21 //	pAlikA karNikA ca-eva SAka=-Cedana-SastrakAH // VRrH-_7.21 //
   śālāsammārjanādyaṃ hi rasapākāntakarma yat /	SAlA-sammArjana-Adyam hi rasa-pAka-anta-karma yat /
   tatropayogi yaccānyattatsarvaṃ paravidyayā // VRrs_7.22 //	tatra-upayogi yat-ca-anyat-tat-sarvam para-vidyayA // VRrH-_7.22 //
   śrīrasāṅkuśayā sarvaṃ mantrayitvā samarcayet /	SrI-rasAFkuSayA sarvam mantrayitvA samarcayet /
   anyathā tadgataṃ tejaḥ parigṛhṇanti bhairavāḥ // VRrs_7.23 //	anyaTA tad-gatam tejaH parigRhNanti BEravAH // VRrH-_7.23 //
   rasasaṃcintakā vaidyā nighaṇṭujñāśca vārttikāḥ /	rasa-saMcintakAH vEdyAH niGaNwu-jQAH-ca vArttikAH /
   sarvadeśajabhāṣājñāḥ saṃgrāhyāste 'pi sādhakaiḥ // VRrs_7.24 //	sarva-deSa-ja-BAzA-jQAH saMgrAhyAH-te api sADakEH // VRrH-_7.24 //
   rasapākāvasānaṃ hi sadāghoraṃ ca jāpayet // VRrs_7.25 //	rasa-pAka-avasAnam hi sadA-aGoram ca jApayet // VRrH-_7.25 //
   sodyamāḥ śucayaḥ śūrā baliṣṭhāḥ paricārakāḥ // VRrs_7.26 //	sa-udyamAH SucayaH SUrAH balizWAH paricArakAH // VRrH-_7.26 //
   dharmiṣṭhaḥ satyavāgvidvān śivakeśavapūjakaḥ /	DarmizWaH satya-vAc-vidvAn Siva-keSava-pUjakaH /
   sadayaḥ padmahastaśca saṃyojyo rasavaidyake // VRrs_7.27 //	sa-dayaH padma-hastaH-ca saMyojyaH rasa-vEdyake // VRrH-_7.27 //
   patākākumbhapāthojamatsyacāpāṅkapāṇikaḥ /	patAkA-kumBa-pAToja-matsya-cApa-aFka-pANikaH /
   anāmādhastharekhāṅkaḥ sa syādamṛtahastavān // VRrs_7.28 //	anAma-aDasTa-reKA-aFkaH sa syAt-amRta-hastavAn // VRrH-_7.28 //
   adeśikaḥ kṛpāmukto lubdho guruvivarjitaḥ /	adeSikaH kRpA-muktaH lubDaH guru-vivarjitaH /
   kṛṣṇarekhākaro vaidyo dagdhahastaḥ sa ucyate // VRrs_7.29 //	kRzNa-reKA-karaH vEdyaH dagDa-hastaH saH ucyate // VRrH-_7.29 //
   nigrahamantrajñāste yojyā nidhisādhane // VRrs_7.30 //	nigraha-mantra-jQAH-te yojyAH niDi-sADane // VRrH-_7.30 //
   baliṣṭhāḥ satyavantaśca raktākṣāḥ kṛṣṇavigrahāḥ /	balizWAH satyavantaH-ca rakta-akzAH kRzNa-vigrahAH /
   bhūtatrāsanavidyāśca te yojyā balisādhane // VRrs_7.31 //	BUta-trAsana-vidyAH-ca te yojyAH bali-sADane // VRrH-_7.31 //
   nirlobhāḥ satyavaktāro devabrāhmaṇapūjakāḥ /	nirloBAH satya-vaktAraH deva-brAhmaNa-pUjakAH /
   yaminaḥ pathyabhoktāro yojanīyā rasāyane // VRrs_7.32 //	yaminaH paTya-BoktAraH yojanIyAH rasAyane // VRrH-_7.32 //
   dhanavanto vadānyāśca sarvopaskarasaṃyutāḥ /	DanavantaH vadAnyAH-ca sarva-upaskara-saMyutAH /
   guruvākyaratā nityaṃ dhātuvādeṣu te śubhāḥ // VRrs_7.33 //	guru-vAkya-ratAH nityam DAtuvAdezu te SuBAH // VRrH-_7.33 //
   tattadauṣadhanāmajñāḥ śucayo vañcanojjhitāḥ /	tad-tad-OzaDa-nAma-jQAH SucayaH vaQcanA-ujJitAH /
   nānāviṣayabhāṣājñāste matā bheṣajāhṛtau // VRrs_7.34 //	nAnA-vizaya-BAzA-jQAH-te matAH Bezaja-AhRtO // VRrH-_7.34 //
   śucīnāṃ satyavākyānāmāstikānāṃ manasvinām /	SucInAm satya-vAkyAnAm-AstikAnAm manasvinAm /
   saṃdehojjhitacittānāṃ rasaḥ sidhyati sarvadā // VRrs_7.35 //	saMdeha-ujJita-cittAnAm rasaH siDyati sarvadA // VRrH-_7.35 //
   daśāṣṭakriyayā siddho raso 'sau sādhakottamaḥ /	daSa-azwa-kriyayA sidDaH rasaH asO sADaka-uttamaH /
   hā raso naṣṭamityuktvā sevetānyatra taṃ rasam // VRrs_7.36 //	hA rasaH nazwam-iti-uktvA seveta-anyatra tam rasam // VRrH-_7.36 //
   rasasiddho bhavenmartyo dātā bhoktā na yācakaḥ /	rasasidDaH Bavet-martyaH dAtA BoktA na yAcakaH /
   jarāmukto jagatpūjyo divyakāntiḥ sadā sukhī // VRrs_7.37 //	jarA-muktaH jagat-pUjyaH divya-kAntiH sadA suKI // VRrH-_7.37 //
   kathyate somadevena mugdhavaidyaprabuddhaye /	kaTyate somadevena mugDa-vEdya-prabudDaye /
   paribhāṣā rasendrasya śāstraiḥ siddhaiśca bhāṣitā // VRrs_8.1 //	pariBAzA rasendrasya SAstrEH sidDEH-ca BAzitAH // VRrH-_8.1 //
   ardhaṃ siddharasasya tailaghṛtayorlehasya bhāgo 'ṣṭamaḥ	arDam sidDa-rasasya tEla-GRtayoH-lehasya BAgaH azwamaH
   saṃsiddhākhilalohacūrṇavaṭakādīnāṃ tathā saptamaḥ /	saMsidDa-aKila-loha-cUrNa-vawaka-AdInAm taTA saptamaH /
   yo dīyeta bhiṣagvarāya gadibhirnirdiśya dhanvantarim sarvārogyasukhāptaye	yaH dIyeta Bizaj-varAya gadiBiH-nirdiSya Danvantarim sarva-Arogya-suKa-Aptaye
   nigadito bhāgaḥ sa dhanvantareḥ // VRrs_8.2 //	nigaditaH BAgaH sa DanvantareH // VRrH-_8.2 //
   bhaiṣajyakrīṇitadravyabhāgo 'py ekādaśo hi yaḥ /	BEzajya-krINita-dravya-BAgaH api ekAdaSaH hi yaH /
   vaṇigbhyo gṛhyate vaidyai rudrabhāgaḥ sa ucyate // VRrs_8.3 //	vaNigByaH gRhyate vEdyEH rudra-BAgaH saH ucyate // VRrH-_8.3 //
   pragṛhyādhikarudrāṃśaṃ yo 'samīcīnam auṣadham /	pragRhya-aDika-rudrAMSam yaH asamIcInam OzaDam /
   dāpayellubdhadhīr vaidyaḥ sa syād viśvāsaghātakaḥ // VRrs_8.4 //	dApayet-lubDa-DIH vEdyaH sa syAt viSvAsa-GAtakaH // VRrH-_8.4 //
   dhātubhir gandhakādyaiśca nirdravair mardito rasaḥ /	DAtuBiH ganDaka-AdyEH-ca nirdravEH marditaH rasaH /
   suślakṣṇaḥ kajjalābho 'sau kajjalītyabhidhīyate // VRrs_8.5 //	su-SlakzNaH kajjala-ABaH asO kajjalI-iti-aBiDIyate // VRrH-_8.5 //
   sadravā marditā saiva rasapaṅka iti smṛtā // VRrs_8.6 //	sa-dravA marditA sA-eva rasa-paFkaH iti smRtAH // VRrH-_8.6 //
   arkāṃśatulyād rasato 'tha gandhān niṣkārdhatulyāt truṭiśo 'bhikhalle /	arka-aMSa-tulyAt rasataH aTa ganDAn nizka-arDa-tulyAt truwiSas aBiKalle /
   arkātape tīvratare vimardyāt piṣṭī bhavet sā navanītarūpā // VRrs_8.7 //	arka-Atape tIvratare vimardyAt pizwI Bavet sA navanIta-rUpAH // VRrH-_8.7 //
   khalle vimardya gandhena dugdhena saha pāradam /	Kalle vimardya ganDena dugDena saha pAradam /
   peṣaṇāt piṣṭatāṃ yāti sā piṣṭīti matā paraiḥ // VRrs_8.8 //	pezaNAt pizwa-tAm yAti sA pizwI-iti matA parEH // VRrH-_8.8 //
   caturthāṃśasuvarṇena rasena ghṛṣṭiṣaṣṭikā /	caturTa-aMSa-suvarNena rasena GRzwi-zazwikA /
   bhavet pātanapiṣṭī sā rasasyottamasiddhidā // VRrs_8.9 //	Bavet pAtana-pizwI sA rasasya-uttama-sidDi-dA // VRrH-_8.9 //
   rūpyaṃ vā jātarūpaṃ vā rasagandhādibhirhatam /	rUpyam vA jAtarUpam vA rasa-ganDa-AdiBiH-hatam /
   samutthitaṃ ca bahuśaḥ sā kṛṣṭī hematārayoḥ // VRrs_8.10 //	samutTitam ca bahuSas sA kRzwI hema-tArayoH // VRrH-_8.10 //
   piṣṭīṃ kṣipet suvarṇātarna varṇo hīyate tayā // VRrs_8.11 //	pizwIm kzipet suvarNa-atar-na varNaH hIyate tayA // VRrH-_8.11 //
   svarṇakṛṣṭyā kṛtaṃ bījaṃ rasasya parirañjanam // VRrs_8.12 //	svarNa-kRzwyA kRtam bIjam rasasya pariraQjanam // VRrH-_8.12 //
   tāmraṃ tīkṣṇasamāyuktaṃ drutaṃ nikṣipya bhūriśaḥ /	tAmram tIkzNa-samAyuktam drutam nikzipya BUriSas /
   sagandhalakucadrāve nirgataṃ varalohakam // VRrs_8.13 //	sa-ganDa-lakuca-drAve nirgatam varalohakam // VRrH-_8.13 //
   tena raktīkṛtaṃ svarṇaṃ hemaraktītyudāhṛtam // VRrs_8.14 //	tena raktIkRtam svarNam hema-raktI-iti-udAhRtam // VRrH-_8.14 //
   nikṣiptā sā drute svarṇe varṇotkarṣavidhāyinī /	nikziptA sA drute svarNe varNa-utkarza-viDAyinI /
   tārasya rañjanī cāpi bījarāgavidhāyinī // VRrs_8.15 //	tArasya raQjanI ca-api bIja-rAga-viDAyinI // VRrH-_8.15 //
   evameva prakartavyā tāraraktī manoharā /	evam-eva prakartavyA tAra-raktI manoharA /
   rañjanī khalu rūpyasya bījānāmapi rañjanī // VRrs_8.16 //	raQjanI Kalu rUpyasya bIjAnAm-api raQjanI // VRrH-_8.16 //
   mṛtena vā baddharasena vānyallohena vā sādhitamanyaloham /	mRtena vA badDa-rasena vA-anyat-lohena vA sADitam-anya-loham /
   sitaṃ ca pītatvamupāgataṃ taddalaṃ hi candrānalayoḥ prasiddham //	sitam ca pIta-tvam-upAgatam tat-dalam hi candra-analayoH prasidDam //
   VRrs_8.17 //	VRrH-_8.17 //
   māsakṛtabaddhena rasena saha yojitam /	mAsa-kRta-badDena rasena saha yojitam /
   sādhitaṃ vānyalohena sitaṃ pītaṃ ca taddalam // VRrs_8.18 //	sADitam vA-anya-lohena sitam pItam ca tat-dalam // VRrH-_8.18 //
   mākṣikeṇa hataṃ tāmraṃ daśavāraṃ samutthitam /	mAkzikeNa hatam tAmram daSa-vAram samutTitam /
   tadvadviśuddhanāgaṃ hi dvitayaṃ taccatuṣpalam // VRrs_8.19 //	tadvat-viSudDa-nAgam hi dvitayam tat-catuzpalam // VRrH-_8.19 //
   nīlāñjanahataṃ bhūyaḥ saptavāraṃ samutthitam /	nIlAQjana-hatam BUyas sapta-vAram samutTitam /
   iti saṃsiddhametaddhi śulvanāgaṃ prakīrtyate // VRrs_8.20 //	iti saMsidDam-etat-hi Sulva-nAgam prakIrtyate // VRrH-_8.20 //
   sādhitastena sūtendro vadane vidhṛto nṛṇām /	sADitaH-tena sUtendraH vadane viDRtaH nRNAm /
   nihanti māsamātreṇa mehavyūhaṃ viśeṣataḥ // VRrs_8.21 //	nihanti mAsa-mAtreNa meha-vyUham viSezataH // VRrH-_8.21 //
   pathyāśanasya varṣeṇa palitavalibhiḥ saha /	paTya-aSanasya varzeNa palita-valiBiH saha /
   gṛdhradṛṣṭirlasatpuṣṭiḥ sarvārogyasamanvitaḥ // VRrs_8.22 //	gRDra-dRzwiH-lasat-puzwiH sarva-Arogya-samanvitaH // VRrH-_8.22 //
   lohaṃ lohāntare kṣiptaṃ dhmātaṃ nirvāpitaṃ drave /	loham loha-antare kziptam DmAtam nirvApitam drave /
   pāṇḍupītaprabhaṃ jātaṃ piñjarītyabhidhīyate // VRrs_8.23 //	pANxu-pIta-praBam jAtam piQjarI-iti-aBiDIyate // VRrH-_8.23 //
   bhāgāḥ ṣoḍaśa tārasya tathā dvādaśa bhāsvataḥ /	BAgAH zoxaSa tArasya taTA dvAdaSa BAsvataH /
   ekatrāvartitāstena candrārkamiti kathyate // VRrs_8.24 //	ekatra-AvartitAH-tena candrArkam-iti kaTyate // VRrH-_8.24 //
   sādhyalohe 'nyalohaṃ cetprakṣiptaṃ vaṅkanālataḥ /	sADya-lohe anya-loham ced-prakziptam vaFkanAlataH /
   nirvāpaṇaṃ tu tatproktaṃ vaidyairnirvāhaṇaṃ khalu // VRrs_8.25 //	nirvApaNam tu tat-proktam vEdyEH-nirvAhaNam Kalu // VRrH-_8.25 //
   kṣipennirvāpaṇaṃ dravyaṃ nirvāhye samabhāgikam /	kzipet-nirvApaNam dravyam nirvAhye sama-BAgikam /
   āvāhya vāpanīye ca bhāge dṛṣṭe ca dṛṣṭavat // VRrs_8.26 //	AvAhya vApanIye ca BAge dRzwe ca dRzwa-vat // VRrH-_8.26 //
   mṛtaṃ tarati yattoye lohaṃ vāritaraṃ hi tat // VRrs_8.27 //	mRtam tarati yat-toye loham vAritaram hi tat // VRrH-_8.27 //
   aṅguṣṭhatarjanīghṛṣṭaṃ yat tad rekhāntare viśet /	aFguzWa-tarjanI-GRzwam yat tat reKA-antare viSet /
   mṛtalohaṃ taduddiṣṭaṃ rekhāpūrvābhidhānataḥ // VRrs_8.28 //	mRta-loham tat-uddizwam reKA-pUrva-aBiDAnataH // VRrH-_8.28 //
   guḍaguñjāsukhasparśaṃ madhvājyaiḥ saha yojitam /	guxa-guQjA-suKa-sparSam maDu-AjyEH saha yojitam /
   nāyāti prakṛtiṃ dhmātād apunarbhavam ucyate // VRrs_8.29 //	na-AyAti prakRtim DmAtAt apunarBavam ucyate // VRrH-_8.29 //
   tasyopari guru dravyaṃ dhānyaṃ copanayeddhruvam /	tasya-upari guru dravyam DAnyam ca-upanayet-Druvam /
   haṃsavat tīryate vāriṇyuttamaṃ parikīrtitam // VRrs_8.30 //	haMsa-vat tIryate vAriNi-uttamam parikIrtitam // VRrH-_8.30 //
   raupyeṇa saha saṃyuktaṃ dhmātaṃ raupyeṇa cel laget /	rOpyeNa saha saMyuktam DmAtam rOpyeNa ced laget /
   tadā nirutthamityuktaṃ lohaṃ tad apunarbhavam // VRrs_8.31 //	tadA nirutTam-iti-uktam loham tat apunarBavam // VRrH-_8.31 //
   nirvāpaṇaviśeṣeṇa tattadvarṇaṃ bhavedyadā /	nirvApaNa-viSezeNa tat-tad-varNam Bavet-yadA /
   mṛdulaṃ citrasaṃskāraṃ tadbījamiti kathyate // VRrs_8.32 //	mRdulam citra-saMskAram tat-bIjam-iti kaTyate // VRrH-_8.32 //
   idameva vinirdiṣṭaṃ vaidyairuttaraṇaṃ khalu /	idam-eva vinirdizwam vEdyEH-uttaraNam Kalu /
   saṃspṛṣṭalohayorekalohasya parināśanam // VRrs_8.33 //	saMspRzwa-lohayoH-eka-lohasya parinASanam // VRrH-_8.33 //
   pradhmātaṃ vaṅkanālena tattāḍanamudāhṛtam // VRrs_8.34 //	praDmAtam vaFkanAlena tat-tAxanam-udAhRtam // VRrH-_8.34 //
   cūrṇābhraṃ śālisaṃyuktaṃ vastrabaddhaṃ hi kāñjike /	cUrNa-aBram SAli-saMyuktam vastra-badDam hi kAQjike /
   niryātaṃ mardanādvastrāddhānyābhramiti kathyate // VRrs_8.35 //	niryAtam mardanAt-vastrAt-DAnyABram-iti kaTyate // VRrH-_8.35 //
   kṣārāmladrāvakairyuktaṃ dhmātamākarakoṣṭhake /	kzAra-amla-drAvakEH-yuktam DmAtam-Akara-kozWake /
   yastato nirgataḥ sāraḥ sattvamityabhidhīyate // VRrs_8.36 //	yaH-tatas nirgataH sAraH sattvam-iti-aBiDIyate // VRrH-_8.36 //
   koṣṭhikā śikharāpūrṇaiḥ kokilair dhmānayogataḥ /	kozWikA SiKara-ApUrNEH kokilEH DmAna-yogataH /
   ākaṇṭhamanuprāpyair ekakolīsako mataḥ // VRrs_8.37 //	AkaNWam-anuprApyEH ekakolIsakaH mataH // VRrH-_8.37 //
   drāvaṇe sattvapāte ca mādhukāḥ khādirāḥ śubhāḥ /	drAvaNe sattva-pAte ca mADukAH KAdirAH SuBAH /
   durdrāve vaṃśajāste tu svedane bādarāḥ śubhāḥ // VRrs_8.38 //	durdrAve vaMSa-jAH-te tu svedane bAdarAH SuBAH // VRrH-_8.38 //
   vidyādharākhyayantrasthād ārdrakadrāvamarditāt /	vidyADara-AKya-yantra-sTAt Ardraka-drAva-marditAt /
   samākṛṣṭo raso yo 'sau hiṅgulākṛṣṭa ucyate // VRrs_8.39 //	samAkRzwaH rasaH yaH asO hiFgulAkRzwaH ucyate // VRrH-_8.39 //
   svalpatālayutaṃ kāṃsyaṃ vaṅkanālena tāḍitam /	svalpa-tAla-yutam kAMsyam vaFkanAlena tAxitam /
   muktaraṅgaṃ hi tattāmraṃ ghoṣākṛṣṭam udāhṛtam // VRrs_8.40 //	mukta-raFgam hi tat-tAmram GozAkRzwam udAhRtam // VRrH-_8.40 //
   tīkṣṇanīlāñjanopetaṃ dhmātaṃ hi bahuśo dṛḍham /	tIkzNa-nIlAQjana-upetam DmAtam hi bahuSas dRXam /
   kṛṣṇaṃ drutadrāvaṃ varanāgaṃ taducyate // VRrs_8.41 //	kRzNam drutadrAvam varanAgam tat-ucyate // VRrH-_8.41 //
   mṛtasya punarudbhūtiḥ samproktotthāpanākhyayā // VRrs_8.42 //	mRtasya punar-udBUtiH samprokta-utTApana-AKyayA // VRrH-_8.42 //
   drutadravasya nikṣepo drave tad ḍhālanaṃ matam // VRrs_8.43 //	druta-dravasya nikzepaH drave tat XAlanam matam // VRrH-_8.43 //
   triṃśatpalamitaṃ nāgaṃ bhānudugdhena marditam /	triMSat-pala-mitam nAgam BAnu-dugDena marditam /
   vimardya puṭayettāvadyāvatkarṣāvaśeṣitam // VRrs_8.44 //	vimardya puwayet-tAvat-yAvat-karza-avaSezitam // VRrH-_8.44 //
   na tatpuṭasahasreṇa kṣayamāyāti sarvathā /	na tad-puwa-sahasreNa kzayam-AyAti sarvaTA /
   capalo 'yaṃ samādiṣṭo vārttikair nāgasambhavaḥ // VRrs_8.45 //	capalaH ayam samAdizwaH vArttikEH nAga-samBavaH // VRrH-_8.45 //
   itthaṃ hi capalaḥ kāryo vaṅgasyāpi na saṃśayaḥ // VRrs_8.46 //	itTam hi capalaH kAryaH vaFgasya-api na saMSayaH // VRrH-_8.46 //
   tatspṛṣṭahastasaṃspṛṣṭaḥ kevalo badhyate rasaḥ // VRrs_8.47 //	tad-spRzwa-hasta-saMspRzwaH kevalaH baDyate rasaH // VRrH-_8.47 //
   sa raso dhātuvādeṣu śasyate na rasāyane /	sa rasaH DAtuvAdezu Sasyate na rasAyane /
   ayaṃ hi kharvaṇākhyena lokanāthena kīrtitaḥ // VRrs_8.48 //	ayam hi KarvaNa-AKyena lokanATena kIrtitaH // VRrH-_8.48 //
   bhūbhujaṃgaśakṛttoyaiḥ prakṣālyāpahṛtaṃ rajaḥ /	BUBujaMga-SakRt-toyEH prakzAlya-apahRtam rajaH /
   kṛṣṇavarṇaṃ hi tatproktaṃ dhautākhyaṃ rasavādibhiḥ // VRrs_8.49 //	kRzNa-varNam hi tat-proktam DOta-AKyam rasa-vAdiBiH // VRrH-_8.49 //
   dravyayormardanādhmānād dvaṃdvānaṃ parikīrtitam // VRrs_8.50 //	dravyayoH-mardana-ADmAnAt dvaMdvAnam parikIrtitam // VRrH-_8.50 //
   bhāgādyādhike kṣepam anuvarṇasuvarṇake /	BAga-Adya-aDike kzepam anuvarNa-suvarNake /
   dravairvā vahnikāgrāso bhañjanī vādibhirmatā // VRrs_8.51 //	dravEH-vA vahnikA-grAsaH BaQjanI vAdiBiH-matAH // VRrH-_8.51 //
   pataṅgīkalkato jātā lohe tāre ca hematā /	pataFgIkalkataH jAtA lohe tAre ca hema-tA /
   dināni katicitsthitvā yātyasau cullakā matā // VRrs_8.52 //	dinAni katicid-sTitvA yAti-asO cullakAH matAH // VRrH-_8.52 //
   rañjitāddhi cirāllohāddhmānādvā cirakālataḥ /	raQjitAt-hi cirAt-lohAt-DmAnAt-vA cira-kAlataH /
   viniryāsaḥ sa nirdiṣṭaḥ pataṅgīrāgasaṃjñakaḥ // VRrs_8.53 //	viniryAsaH sa nirdizwaH pataFgI-rAga-saMjQakaH // VRrH-_8.53 //
   dravyāntarakṣepo lohādye kriyate hi yaḥ /	dravya-antara-kzepaH loha-At-ye kriyate hi yaH /
   sa āvāpaḥ pratīvāpas tadevācchādanaṃ matam // VRrs_8.54 //	saH AvApaH pratIvApaH tat-eva-AcCAdanam matam // VRrH-_8.54 //
   vahnisthite lohe viramyāṣṭanimeṣakam /	vahni-sTite lohe viramya-azwa-nimezakam /
   salilasya parikṣepaḥ so 'bhiṣeka iti smṛtaḥ // VRrs_8.55 //	salilasya parikzepaH saH aBizekaH iti smRtaH // VRrH-_8.55 //
   taptasyāpsu vinikṣepo nirvāpaḥ snapanaṃ ca tat // VRrs_8.56 //	taptasya-apsu vinikzepaH nirvApaH snapanam ca tat // VRrH-_8.56 //
   pratīvāpādikaṃ kāryaṃ drute lohe sunirmale // VRrs_8.57 //	pratIvApa-Adikam kAryam drute lohe su-nirmale // VRrH-_8.57 //
   yadā hutāśo dīptārciḥ śulkotthānasamanvitaḥ /	yadA hutASaH dIpta-arciH Sulka-utTAna-samanvitaH /
   śuddhāvartas tadā jñeyaḥ sa kālaḥ sattvanirgame // VRrs_8.58 //	SudDAvartaH tadA jQeyaH sa kAlaH sattva-nirgame // VRrH-_8.58 //
   drāvyadravyanibhā jvālā dṛśyate dhamane yadā /	drAvya-dravya-niBA jvAlA dRSyate Damane yadA /
   drāvasyonmukhatā seyaṃ bījāvartaḥ sa ucyate // VRrs_8.59 //	drAvasya-unmuKa-tA sA-iyam bIjAvartaH saH ucyate // VRrH-_8.59 //
   vahnistham eva śītaṃ yattaduktaṃ svāṅgaśītalam // VRrs_8.60 //	vahni-sTam eva SItam yat-tat-uktam svAFgaSItalam // VRrH-_8.60 //
   agnerākṛṣya śītaṃ yattadbahiḥ śītamucyate // VRrs_8.61 //	agneH-AkRzya SItam yat-tat-bahis SItam-ucyate // VRrH-_8.61 //
   kṣārāmlair auṣadhairvāpi dolāyantre sthitasya hi /	kzAra-amlEH OzaDEH-vA-api dolAyantre sTitasya hi /
   pacanaṃ svedanākhyaṃ syānmalaśaithilyakārakam // VRrs_8.62 //	pacanam svedana-AKyam syAt-mala-SETilya-kArakam // VRrH-_8.62 //
   uditairauṣadhaiḥ sārdhaṃ sarvāmlaiḥ kāñjikairapi /	uditEH-OzaDEH sArDam sarva-amlEH kAQjikEH-api /
   peṣaṇaṃ mardanākhyaṃ syādbahirmalavināśanam // VRrs_8.63 //	pezaNam mardana-AKyam syAt-bahis-mala-vinASanam // VRrH-_8.63 //
   mardanādiṣṭabhaiṣajyair naṣṭapiṣṭatvakārakam /	mardana-Adizwa-BEzajyEH nazwapizwa-tva-kArakam /
   tanmūrchanaṃ hi vaṅgāhibhujakañcukanāśanam // VRrs_8.64 //	tat-mUrCanam hi vaFga-ahi-Buja-kaQcuka-nASanam // VRrH-_8.64 //
   svedātapādiyogena svarūpāpādanaṃ hi yat /	sveda-Atapa-Adi-yogena svarUpa-ApAdanam hi yat /
   tadutthāpanam ityuktaṃ mūrchāvyāpattināśanam // VRrs_8.65 //	tat-utTApanam iti-uktam mUrCA-vyApatti-nASanam // VRrH-_8.65 //
   svarūpasya vināśena piṣṭatvād bandhanaṃ hi tat /	svarUpasya vinASena pizwa-tvAt banDanam hi tat /
   vidvadbhirnirjitaḥ sūto naṣṭapiṣṭiḥ sa ucyate // VRrs_8.66 //	vidvadBiH-nirjitaH sUtaH nazwapizwiH saH ucyate // VRrH-_8.66 //
   uktauṣadhairmarditapāradasya yantrasthitasyordhvam adhaś ca tiryak /	ukta-OzaDEH-mardita-pAradasya yantra-sTitasya-UrDvam aDas ca tiryak /
   niryātanaṃ pātanasaṃjñam uktaṃ vaṅgāhisamparkajakañcukaghnam // VRrs_8.67	niryAtanam pAtana-saMjQam uktam vaFga-ahi-samparka-ja-kaQcuka-Gnam // VRrH-_8.67
   jalasaindhavayuktasya rasasya divasatrayam /	jala-sEnDava-yuktasya rasasya divasa-trayam /
   sthitir āsthāpanī kumbhe yāsau rodhanamucyate // VRrs_8.68 //	sTitiH AsTApanI kumBe yA-asO roDanam-ucyate // VRrH-_8.68 //
   rodhanāllabdhavīryasya capalatvanivṛttaye /	roDanAt-labDa-vIryasya capalatva-nivRttaye /
   kriyate pārade svedaḥ proktaṃ niyamanaṃ hi tat // VRrs_8.69 //	kriyate pArade svedaH proktam niyamanam hi tat // VRrH-_8.69 //
   dhātupāṣāṇamūlādyaiḥ saṃyukto ghaṭamadhyagaḥ /	DAtu-pAzANa-mUla-AdyEH saMyuktaH Gawa-maDya-gaH /
   grāsārthaṃ tridinaṃ svedo dīpanaṃ tanmataṃ budhaiḥ // VRrs_8.70 //	grAsa-arTam tri-dinam svedaH dIpanam tat-matam buDEH // VRrH-_8.70 //
   iyanmānasya sūtasya bhojyadravyātmikā mitiḥ /	iyat-mAnasya sUtasya Bojya-dravya-AtmikA mitiH /
   iyatītyucyate yāsau grāsamānaṃ samīritam // VRrs_8.71 //	iyatI-iti-ucyate yA-asO grAsamAnam samIritam // VRrH-_8.71 //
   grāsasya cāraṇaṃ garbhe drāvaṇaṃ jāraṇaṃ tathā /	grAsasya cAraNam garBe drAvaNam jAraNam taTA /
