   Pariccheda 1	Pari=-CedaH 1
   vṛthā nītaṃ mayā janma kathaṃcillabdhamadbhutam // Bca_7.36 //	vRTA nItam mayA janma kaTaMcid-labDam-adButam // Bca_7.36 //
   na prāptaṃ bhagavatpūjā-mahotsavasukhaṃ mayā /	na prAptam Bagavat-pUjA--mahA-utsava-suKam mayA /
   na kṛtā śāsane kārā daridrāśā na pūritā // Bca_7.37 //	na kRtA SAsane kArA daridra-ASA na pUritA // Bca_7.37 //
   bhītebhyo nābhayaṃ dattam ārtā na sukhinaḥ kṛtāḥ /	BIteByaH na-aBayam dattam ArtAH na suKinaH kRtAH /
   duḥkhāya kevalaṃ mātur gato 'smi garbhaśalyatām // Bca_7.38 //	duHKAya kevalam mAtuH gataH asmi garBa-Salya-tAm // Bca_7.38 //
   dharmacchandaviyogena paurvikeṇa mamādhunā /	Darma=-Canda-viyogena pOrvikeNa mama-aDunA /
   vipattirīdṛśī jātā ko dharme chandamutsṛjet // Bca_7.39 //	vipattiH-IdRSI jAtA kaH Darme Candam-utsRjet // Bca_7.39 //
   kuśalānāṃ ca sarveṣāṃ chandaṃ mūlaṃ munirjagau /	kuSalAnAm ca sarvezAm Candam mUlam muniH-jagO /
   tasyāpi mūlaṃ satataṃ vipākaphalabhāvanā // Bca_7.40 //	tasya-api mUlam satatam vipAka-Pala-BAvanA // Bca_7.40 //
   duḥkhāni daurmanasyāni bhayāni vividhāni ca /	duHKAni dOrmanasyAni BayAni viviDAni ca /
   abhilāṣavighātāśca jāyante pāpakāriṇām // Bca_7.41 //	aBilAza-viGAtAH-ca jAyante pApa-kAriNAm // Bca_7.41 //
   manorathaḥ śubhakṛtāṃ yatra yatraiva gacchati /	manoraTaH SuBa-kRtAm yatra yatra-eva gacCati /
   tatra tatraiva tatpuṇyaiḥ phalārgheṇābhipūjyate // Bca_7.42 //	tatra tatra-eva tad-puNyEH Pala-arGeNa-aBipUjyate // Bca_7.42 //
   pāpakārisukhecchā tu yatra yatraiva gacchati /	pApa-kAri-suKa-icCA tu yatra yatra-eva gacCati /
   tatra tatraiva tatpāpair duḥkhaśastrairvihanyate // Bca_7.43 //	tatra tatra-eva tad-pApEH duHKa-SastrEH-vihanyate // Bca_7.43 //
   vipulasugandhiśītalasaroruhagarbhagatā	vipula-suganDi-SItala-saroruha-garBa-gatA
   madhurajinasvarāśanakṛtopacitadyutayaḥ /	maDura-jina-svara-aSana-kRta-upacita-dyutayaH /
   munikarabodhitāmbujavinirgatasadvapuṣaḥ sugatasutā bhavanti sugatasya	muni-kara-boDita-ambuja-vinirgata-sat-vapuzaH sugata-sutAH Bavanti sugatasya
   puraḥ kuśalaiḥ // Bca_7.44 //	puras kuSalEH // Bca_7.44 //
   yamapuruṣāpanītasakalacchavirārtaravo	yama-puruza-apanIta-sakala=-CaviH-Arta-ravaH-
   hutavahatāpavidrutakatāmraniṣiktatanuḥ /	hutavaha-tApa-vidrutaka-tAmra-nizikta-tanuH /
   jvaladasiśaktighātaśataśātitamāṃsadalaḥ patati	jvalat-asi-Sakti-GAta-Sata-SAtita-mAMsa-dalaH patati
   sutaptalohadharaṇīṣvaśubhairbahuśaḥ // Bca_7.45 //	su-tapta-loha-DaraNIzu-aSuBEH-bahuSas // Bca_7.45 //
   tasmātkāryaḥ śubhacchando bhāvayitvaivamādarāt /	tasmAt-kAryaH SuBa=-CandaH BAvayitvA-evam-AdarAt /
   vajradhvajasya vidhinā mānaṃ tvārabhya bhāvayet // Bca_7.46 //	vajraDvajasya viDinA mAnam tu-AraBya BAvayet // Bca_7.46 //
   pūrvaṃ nirūpya sāmagrīm ārabhennārabheta vā /	pUrvam nirUpya sAmagrIm AraBet-na-AraBeta vA /
   anārambho varaṃ nāma na tvārabhya nivartanam // Bca_7.47 //	anAramBaH varam nAma na tu-AraBya nivartanam // Bca_7.47 //
   janmāntare 'pi so 'bhyāsaḥ pāpādduḥkhaṃ ca vardhate /	janma-antare api saH aByAsaH pApAt-duHKam ca varDate /
   anyacca kāryakālaṃ ca hīnaṃ tacca na sādhitam // Bca_7.48 //	anyat-ca kArya-kAlam ca hInam tat-ca na sADitam // Bca_7.48 //
   triṣu māno vidhātavyaḥ karmopakleśaśaktiṣu /	trizu mAnaH viDAtavyaH karma-upakleSa-Saktizu /
   mayaivaikena kartavyam ityeṣā karmamānitā // Bca_7.49 //	mayA-eva-ekena kartavyam iti-ezA karma-mAnitA // Bca_7.49 //
   kleśasvatantro loko 'yaṃ na kṣamaḥ svārthasādhane /	kleSa-svatantraH lokaH ayam na kzamaH sva-arTa-sADane /
   tasmānmayaiṣāṃ kartavyaṃ nāśakto 'haṃ yathā janaḥ // Bca_7.50 //	tasmAt-mayA-ezAm kartavyam na-aSaktaH aham yaTA janaH // Bca_7.50 //
   nīcaṃ karma karotyanyaḥ kathaṃ mayyapi tiṣṭhati /	nIcam karma karoti-anyaH kaTam mayi-api tizWati /
   mānāccenna karomyetan māno naśyatu me varam // Bca_7.51 //	mAnAt-ced-na karomi-etat mAnaH naSyatu me varam // Bca_7.51 //
   mṛtaṃ duṇḍubhamāsādya kāko 'pi garuḍāyate /	mRtam duNxuBam-AsAdya kAkaH api garuxAyate /
   āpadābādhate 'lpāpi mano me yadi durbalam // Bca_7.52 //	Apad-AbADate alpA-api manaH me yadi durbalam // Bca_7.52 //
   viṣādakṛtaniśceṣṭa āpadaḥ sukarā nanu /	vizAda-kRta-niScezwaH ApadaH sukarA nanu /
   vyutthitaśceṣṭamānastu mahatāmapi durjayaḥ // Bca_7.53 //	vyutTitaH-cezwamAnaH-tu mahatAm-api durjayaH // Bca_7.53 //
   tasmāddṛḍhena cittena karomyāpadamāpadaḥ /	tasmAt-dRXena cittena karomi-Apadam-ApadaH /
   trailokyavijigīṣutvaṃ hāsyamāpajjitasya me // Bca_7.54 //	trElokya-vijigIzu-tvam hAsyam-Apad-jitasya me // Bca_7.54 //
   mayā hi sarvaṃ jetavyam ahaṃ jeyo na kenacit /	mayA hi sarvam jetavyam aham jeyaH na kenacid /
   mayaiṣa māno voḍhavyo jinasiṃhasuto hyaham // Bca_7.55 //	mayA-eza mAnaH voXavyaH jinasiMha-sutaH hi-aham // Bca_7.55 //
   ye sattvā mānavijitā varākāste na māninaḥ /	ye sattvAH mAna-vijitAH varAkAH-te na mAninaH /
   mānī śatruvaśaṃ naiti mānaśatruvaśāśca te // Bca_7.56 //	mAnI Satru-vaSam na-eti mAna-Satru-vaSAH-ca te // Bca_7.56 //
   mānena durgatiṃ nītā mānuṣye 'pi hatotsavāḥ /	mAnena durgatim nItAH mAnuzye api hata-utsavAH /
   parapiṇḍāśino dāsā mūrkhā durdarśanāḥ kṛśāḥ // Bca_7.57 //	para-piNxa-ASinaH dAsAH mUrKAH durdarSanAH kRSAH // Bca_7.57 //
   sarvataḥ paribhūtāśca mānastabdhāstapasvinaḥ /	sarvatas pariBUtAH-ca mAna-stabDAH-tapasvinaH /
   te 'pi cenmānināṃ madhye dīnāstu vada kīdṛśāḥ // Bca_7.58 //	te api ced-mAninAm maDye dInAH-tu vada kIdRSAH // Bca_7.58 //
   te mānino vijayinaśca ta eva śūrā ye mānaśatruvijayāya vahanti mānam /	te mAninaH vijayinaH-ca te eva SUrAH ye mAna-Satru-vijayAya vahanti mAnam /
   ye taṃ sphurantamapi mānaripuṃ nihatya kāmaṃ jane jayaphalaṃ	ye tam sPurantam-api mAna-ripum nihatya kAmam jane jaya-Palam
   pratipādayanti // Bca_7.59 //	pratipAdayanti // Bca_7.59 //
   saṃkleśapakṣamadhyastho bhaveddṛptaḥ sahasraśaḥ /	saMkleSa-pakza-maDya-sTaH Bavet-dRptaH sahasraSas /
   duryodhanaḥ kleśagaṇaiḥ siṃho mṛgagaṇairiva // Bca_7.60 //	duryoDanaH kleSa-gaNEH siMhaH mRga-gaNEH-iva // Bca_7.60 //
   mahatsvapi hi kṛcchreṣu na rasaṃ cakṣurīkṣate /	mahatsu-api hi kRcCrezu na rasam cakzuH-Ikzate /
   evaṃ kṛcchramapi prāpya na kleśavaśago bhavet // Bca_7.61 //	evam kRcCram-api prApya na kleSa-vaSa-gaH Bavet // Bca_7.61 //
   yadevāpadyate karma tatkarmavyasanī bhavet /	yat-eva-Apadyate karma tad-karma-vyasanI Bavet /
   tatkarmaśauṇḍo 'tṛptātmā krīḍāphalasukhepsuvat // Bca_7.62 //	tad-karma-SONxaH atRpta-AtmA krIxA-Pala-suKa-Ipsu-vat // Bca_7.62 //
   sukhārthaṃ kriyate karma tathāpi syānna vā sukham /	suKa-arTam kriyate karma taTA-api syAt-na vA suKam /
   karmaiva tu sukhaṃ yasya niṣkarmā sa sukhī katham // Bca_7.63 //	karma-eva tu suKam yasya nizkarmA sa suKI kaTam // Bca_7.63 //
   kāmairna tṛptiḥ saṃsāre kṣuradhārāmadhūpamaiḥ /	kAmEH-na tRptiH saMsAre kzura-DArA-maDu-upamEH /
   puṇyāmṛtaiḥ kathaṃ tṛptir vipākamadhuraiḥ śivaiḥ // Bca_7.64 //	puNya-amRtEH kaTam tRptiH vipAka-maDurEH SivEH // Bca_7.64 //
   tasmātkarmāvasāne 'pi nimajjettatra karmaṇi /	tasmAt-karma-avasAne api nimajjet-tatra karmaNi /
   yathā madhyāhnasaṃtapta ādau prāptasarāḥ karī // Bca_7.65 //	yaTA maDyAhna-saMtaptaH AdO prApta-sarAH karI // Bca_7.65 //
   balanāśānubandhe tu punaḥ kartuṃ parityajet /	bala-nASa-anubanDe tu punar kartum parityajet /
   susamāptaṃ ca tanmuñced uttarottaratṛṣṇayā // Bca_7.66 //	su-samAptam ca tat-muQcet uttarottara-tRzNayA // Bca_7.66 //
   kleśaprahārān saṃrakṣet kleśāṃśca prahareddṛḍham /	kleSa-prahArAn saMrakzet kleSAn=-ca praharet-dRXam /
   khaḍgayuddhamivāpannaḥ śikṣitenāriṇā saha // Bca_7.67 //	Kaxga-yudDam-iva-ApannaH Sikzitena-ariNA saha // Bca_7.67 //
   tatra khaḍgaṃ yathā bhraṣṭaṃ gṛhṇīyātsabhayastvaram /	tatra Kaxgam yaTA Brazwam gRhNIyAt-sa-BayaH-tvaram /
   smṛtikhaḍgaṃ tathā bhraṣṭaṃ gṛhṇīyānnarakān smaran // Bca_7.68 //	smRti-Kaxgam taTA Brazwam gRhNIyAt-narakAn smaran // Bca_7.68 //
   viṣaṃ rudhiramāsādya prasarpati yathā tanau /	vizam ruDiram-AsAdya prasarpati yaTA tanO /
   tathaiva cchidramāsādya doṣaścitte prasarpati // Bca_7.69 //	taTA-eva cCidram-AsAdya dozaH-citte prasarpati // Bca_7.69 //
   tailapātradharo yadvad asihastairadhiṣṭhitaḥ /	tEla-pAtra-DaraH yadvat asi-hastEH-aDizWitaH /
   skhalite maraṇatrāsāt tatparaḥ syāttathā vratī // Bca_7.70 //	sKalite maraNa-trAsAt tad-paraH syAt-taTA vratI // Bca_7.70 //
   tasmādutsaṅgage sarpe yathottiṣṭhati satvaram /	tasmAt-utsaFga-ge sarpe yaTA-uttizWati sa-tvaram /
   nidrālasyāgame tadvat pratikurvīta satvaram // Bca_7.71 //	nidrA-Alasya-Agame tadvat pratikurvIta sa-tvaram // Bca_7.71 //
   ekaikasmiṃśchale suṣṭhu paritapya vicintayet /	ekEkasmin=-Cale suzWu paritapya vicintayet /
   kathaṃ karomi yenedaṃ punarme na bhavediti // Bca_7.72 //	kaTam karomi yena-idam punar-me na Bavet-iti // Bca_7.72 //
   saṃsargaṃ karma vā prāptam icchedetena hetunā /	saMsargam karma vA prAptam icCet-etena hetunA /
   kathaṃ nāmāsvavasthāsu smṛtyabhyāso bhavediti // Bca_7.73 //	kaTam nAma-Asu-avasTAsu smRti-aByAsaH Bavet-iti // Bca_7.73 //
   laghuṃ kuryāttathātmānam apramādakathāṃ smaran /	laGum kuryAt-taTA-AtmAnam apramAda-kaTAm smaran /
   karmāgamādyathā pūrvaṃ sajjaḥ sarvatra vartate // Bca_7.74 //	karma-AgamAt-yaTA pUrvam sajjaH sarvatra vartate // Bca_7.74 //
   yathaiva tūlakaṃ vāyor gamanāgamane vaśam /	yaTA-eva tUlakam vAyoH gamana-Agamane vaSam /
   tathotsāhavaśaṃ yāyād ṛddhiścaivaṃ samṛdhyati // Bca_7.75 //	taTA-utsAha-vaSam yAyAt RdDiH-ca-evam samRDyati // Bca_7.75 //
   bodhicaryāvatāre vīryapāramitā nāma saptamaḥ paricchedaḥ ||	boDi-caryA-avatAre vIrya-pAramitA nAma saptamaH paricCedaH ||
   Pariccheda 8	Pari=-CedaH 8
   vardhayitvaivamutsāhaṃ samādhau sthāpayenmanaḥ /	varDayitvA-evam-utsAham samADO sTApayet-manaH /
   vikṣiptacittastu naraḥ kleśadaṃṣṭrāntare sthitaḥ // Bca_8.1 //	vikzipta-cittaH-tu naraH kleSa-daMzwra-antare sTitaH // Bca_8.1 //
   kāyacittavivekena vikṣepasya na saṃbhavaḥ /	kAya-citta-vivekena vikzepasya na saMBavaH /
   tasmāllokaṃ parityajya vitarkān parivarjayet // Bca_8.2 //	tasmAt-lokam parityajya vitarkAn parivarjayet // Bca_8.2 //
   snehānna tyajyate loko lābhādiṣu ca tṛṣṇayā /	snehAt-na tyajyate lokaH lABa-Adizu ca tRzNayA /
   tasmādetatparityāge vidvānevaṃ vibhāvayet // Bca_8.3 //	tasmAt-etat-parityAge vidvAn-evam viBAvayet // Bca_8.3 //
   śamathena vipaśyanāsuyuktaḥ kurute kleśavināśamityavetya /	SamaTena vipaSyana-asu-yuktaH kurute kleSa-vinASam-iti-avetya /
   śamathaḥ prathamaṃ gaveṣaṇīyaḥ sa ca loke nirapekṣayābhiratyā // Bca_8.4	SamaTaH praTamam gavezaNIyaH sa ca loke nirapekzayA-aBiratyA // Bca_8.4
   kasyānityeṣvanityasya sneho bhavitumarhati /	kasya-anityezu-anityasya snehaH Bavitum-arhati /
   yena janmasahasrāṇi draṣṭavyo na punaḥ priyaḥ // Bca_8.5 //	yena janma-sahasrANi drazwavyaH na punar priyaH // Bca_8.5 //
   apaśyannaratiṃ yāti samādhau na ca tiṣṭhati /	apaSyan=-aratim yAti samADO na ca tizWati /
   na ca tṛpyati dṛṣṭvāpi pūrvavad bādhyate tṛṣā // Bca_8.6 //	na ca tRpyati dRzwvA-api pUrvavat bADyate tRzA // Bca_8.6 //
   na paśyati yathābhūtaṃ saṃvegādavahīyate /	na paSyati yaTABUtam saMvegAt-avahIyate /
   dahyate tena śokena priyasaṃgamakāṅkṣayā // Bca_8.7 //	dahyate tena Sokena priya-saMgama-kAFkzayA // Bca_8.7 //
   taccintayā mudhā yāti hrasvamāyurmuhurmuhuḥ /	tad-cintayA muDA yAti hrasvam-AyuH-muhur-muhur /
   aśāśvatena mitrena dharmo bhraśyati śāśvataḥ // Bca_8.8 //	aSASvatena mitrena DarmaH BraSyati SASvataH // Bca_8.8 //
   bālaiḥ sabhāgacarito niyataṃ yāti durgatim /	bAlEH sa-BAga-caritaH niyatam yAti durgatim /
   neṣyate viṣabhāgaśca kiṃ prāptaṃ bālasaṃgamāt // Bca_8.9 //	na-izyate viza-BAgaH-ca kim prAptam bAla-saMgamAt // Bca_8.9 //
   kṣaṇād bhavanti suhṛdo bhavanti ripavaḥ kṣaṇāt /	kzaNAt Bavanti suhRdaH Bavanti ripavaH kzaNAt /
   toṣasthāne prakupyanti durārādhāḥ pṛthagjanāḥ // Bca_8.10 //	toza-sTAne prakupyanti durArADAH pRTagjanAH // Bca_8.10 //
   hitamuktāḥ prakupyanti vārayanti ca māṃ hitāt /	hita-muktAH prakupyanti vArayanti ca mAm hitAt /
   atha na śrūyate teṣāṃ kupitā yānti durgatim // Bca_8.11 //	aTa na SrUyate tezAm kupitAH yAnti durgatim // Bca_8.11 //
   īrṣyotkṛṣṭāt samādvandvo hīnānmānaḥ stutermadaḥ /	IrzyA-utkRzwAt samAdvandvaH hInAn-mAnaH stuteH-madaH /
   avarṇāt pratighaśceti kadā bālāddhitaṃ bhavet // Bca_8.12 //	avarNAt pratiGaH-ca-iti kadA bAlAt-hitam Bavet // Bca_8.12 //
   ātmotkarṣaḥ parāvarṇaḥ saṃsāraratisaṃkathā /	Atma-utkarzaH parAvarNaH saMsAra-rati-saMkaTA /
   ityādyavaśyamaśubhaṃ kiṃcidbālasya bālataḥ // Bca_8.13 //	iti-Adya-vaSyam-aSuBam kiMcid-bAlasya bAlataH // Bca_8.13 //
   evaṃ tasyāpi tatsaṅgāt tenānarthasamāgamaḥ /	evam tasya-api tad-saFgAt tena-anarTa-samAgamaH /
   ekākī vihariṣyāmi sukhamakliṣṭamānasaḥ // Bca_8.14 //	ekAkI viharizyAmi suKam-aklizwa-mAnasaH // Bca_8.14 //
   bālāddūraṃ palāyeta prāptamārādhayet priyaiḥ /	bAlAt-dUram palAyeta prAptam-ArADayet priyEH /
   na saṃstavānubandhena kiṃtūdāsīnasādhuvat // Bca_8.15 //	na saMstava-anubanDena kiMtu-udAsIna-sADu-vat // Bca_8.15 //
   dharmārthamātramādāya bhṛṅgavat kusumānmadhu /	Darma-arTa-mAtram-AdAya BRFga-vat kusumAt-maDu /
   apūrva iva sarvatra vihariṣyāmyasaṃstutaḥ // Bca_8.16 //	apUrvaH iva sarvatra viharizyAmi-asaMstutaH // Bca_8.16 //
   lābhī ca satkṛtaścāham icchanti bahavaśca mām /	lABI ca satkRtaH-ca-aham icCanti bahavaH-ca mAm /
   iti martyasya saṃprāptān maraṇājjāyate bhayam // Bca_8.17 //	iti martyasya saMprAptAt maraNAt-jAyate Bayam // Bca_8.17 //
   yatra tatra ratiṃ yāti manaḥ sukhābhimohitam /	yatra tatra ratim yAti manaH suKa-aBimohitam /
   tattatsahasraguṇitaṃ duḥkhaṃ bhūtvopatiṣṭhati // Bca_8.18 //	tad-tad-sahasra-guNitam duHKam BUtvA-upatizWati // Bca_8.18 //
   tasmāt prājño na tamicched icchāto jāyate bhayam /	tasmAt prAjQaH na tam-icCet icCAtaH jAyate Bayam /
   svayameva ca yātyetad dhairyaṃ kṛtvā pratīkṣatām // Bca_8.19 //	svayam-eva ca yAti-etat DEryam kRtvA pratIkzatAm // Bca_8.19 //
   bahavo lābhino 'bhūvan bahavaśca yaśasvinaḥ /	bahavaH lABinaH aBUvan bahavaH-ca yaSasvinaH /
   saha lābhayaśobhiste na jñātāḥ kva gatā iti // Bca_8.20 //	saha lABa-yaSoBiH-te na jQAtAH kva gatAH iti // Bca_8.20 //
   māmevānye jugupsanti kiṃ prahṛṣyāmyahaṃ stutaḥ /	mAm-eva-anye jugupsanti kim prahRzyAmi-aham stutaH /
   māmevānye praśaṃsanti kiṃ viṣīdāmi ninditaḥ // Bca_8.21 //	mAm-eva-anye praSaMsanti kim vizIdAmi ninditaH // Bca_8.21 //
   nānādhimuktikāḥ sattvā jinairapi na toṣitāḥ /	nAnA-aDimuktikAH sattvAH jinEH-api na tozitAH /
   kiṃ punarmādṛśairajñais tasmāt kiṃ kokacintayā // Bca_8.22 //	kim punar-mAdRSEH-ajQEH tasmAt kim koka-cintayA // Bca_8.22 //
   nindantyalābhinaṃ sattvam avadhyāyanti lābhinam /	nindanti-alABinam sattvam avaDyAyanti lABinam /
   prakṛtyā duḥkhasaṃvāsaiḥ kathaṃ tairjāyate ratiḥ // Bca_8.23 //	prakRtyA duHKa-saMvAsEH kaTam tEH-jAyate ratiH // Bca_8.23 //
   na bālaḥ kasyacinmitram iti coktaṃ tathāgataiḥ /	na bAlaH kasyacid-mitram iti ca-uktam taTAgatEH /
   na svārthena vinā prītir yasmādbālasya jāyate // Bca_8.24 //	na sva-arTena vinA prItiH yasmAt-bAlasya jAyate // Bca_8.24 //
   svārthadvāreṇa yā prītir ātmārthaṃ prītireva sā /	sva-arTa-dvAreNa yA prItiH Atma-arTam prItiH-eva sA /
   dravyanāśe yathodvegaḥ sukhahānikṛto hi saḥ // Bca_8.25 //	dravya-nASe yaTA-udvegaH suKa-hAni-kRtaH hi saH // Bca_8.25 //
   nāvadhyāyanti taravo na cārādhyāḥ prayatnataḥ /	na-avaDyAyanti taravaH na ca-ArADyAH prayatnataH /
   kadā taiḥ sukhasaṃvāsaiḥ saha vāso bhavenmama // Bca_8.26 //	kadA tEH suKa-saMvAsEH saha vAsaH Bavet-mama // Bca_8.26 //
   śūnyadevakule sthitvā vṛkṣamūle guhāsu vā /	SUnya-devakule sTitvA vRkza-mUle guhAsu vA /
   kadānapekṣo yāsyāmi pṛṣṭhato 'navalokayan // Bca_8.27 //	kadA-anapekzaH yAsyAmi pRzWatas anavalokayan // Bca_8.27 //
   amameṣu pradeśeṣu vistīrṇeṣu svabhāvataḥ /	amamezu pradeSezu vistIrNezu svaBAvataH /
   svacchandacāryanilayo vihariṣyāmyahaṃ kadā // Bca_8.28 //	svacCanda-cArya-nilayaH viharizyAmi-aham kadA // Bca_8.28 //
   mṛtpātramātravibhavaś caurāsaṃbhogacīvaraḥ /	mRd-pAtra-mAtra-viBavaH cOra-asaMBoga-cIvaraH /
   nirbhayo vihariṣyāmi kadā kāyamagopayan // Bca_8.29 //	nirBayaH viharizyAmi kadA kAyam-agopayan // Bca_8.29 //
   kāyabhūmiṃ nijāṃ gatvā kaṅkālairaparaiḥ saha /	kAya-BUmim nijAm gatvA kaFkAlEH-aparEH saha /
   svakāyaṃ tulayiṣyāmi kadā śatanadharmiṇam // Bca_8.30 //	sva-kAyam tulayizyAmi kadA Satana-DarmiNam // Bca_8.30 //
   ayameva hi kāyo me evaṃ pūtirbhaviṣyati /	ayam-eva hi kAyaH me evam pUtiH-Bavizyati /
   śṛgālā api yadgandhān nopasarpeyurantikam // Bca_8.31 //	SRgAlAH api yat-ganDAn na-upasarpeyuH-antikam // Bca_8.31 //
   asyaikasyāpi kāyasya sahajā asthikhaṇḍakāḥ /	asya-ekasya-api kAyasya sahajAH asTi-KaNxakAH /
   pṛthak pṛthaggamiṣyanti kimutānyaḥ priyo janaḥ // Bca_8.32 //	pRTak pRTak-gamizyanti kim-uta-anyaH priyaH janaH // Bca_8.32 //
   eka utpadyate jantur mriyate caika eva hi /	ekaH utpadyate jantuH mriyate ca-ekaH eva hi /
   nānyasya tadvyathābhāgaḥ kiṃ priyairvighnakārakaiḥ // Bca_8.33 //	na-anyasya tad-vyaTA-BAgaH kim priyEH-viGna-kArakEH // Bca_8.33 //
   adhvānaṃ pratipannasya yathāvāsaparigrahaḥ /	aDvAnam pratipannasya yaTA-vAsa-parigrahaH /
   tathā bhavādhvagasyāpi janmāvāsaparigrahaḥ // Bca_8.34 //	taTA Bava-aDvagasya-api janma-AvAsa-parigrahaH // Bca_8.34 //
   caturbhiḥ puruṣairyāvat sa na nirdhāryate tataḥ /	caturBiH puruzEH-yAvat sa na nirDAryate tatas /
   āśocyamāno lokena tāvadeva vanaṃ vrajet // Bca_8.35 //	ASA-ucyamAnaH lokena tAvat-eva vanam vrajet // Bca_8.35 //
   asaṃstavāvirodhābhyām eka eva śarīrakaḥ /	asaMstava-aviroDAByAm ekaH eva SarIrakaH /
   pūrvameva mṛto loke mriyamāṇo na śocati // Bca_8.36 //	pUrvam-eva mRtaH loke mriyamANaH na Socati // Bca_8.36 //
   na cāntikacarāḥ kecic chocantaḥ kurvate vyathām /	na ca-antika-carAH kecid SocantaH kurvate vyaTAm /
   buddhādyanusmṛtiṃ cāsya vikṣipanti na kecana // Bca_8.37 //	budDa-Adi-anusmRtim ca-asya vikzipanti na kecana // Bca_8.37 //
   tasmādekākitā ramyā nirāyāsā śivodayā /	tasmAt-ekAkitA ramyA nirAyAsA Siva-udayA /
   sarvavikṣepaśamanī sevitavyā mayā sadā // Bca_8.38 //	sarva-vikzepa-SamanI sevitavyA mayA sadA // Bca_8.38 //
   sarvānyacintānirmuktaḥ svacittaikāgramānasaḥ /	sarva-anya-cintA-nirmuktaH sva-citta-ekAgra-mAnasaH /
   samādhānāya cittasya prayatiṣye damāya ca // Bca_8.39 //	samADAnAya cittasya prayatizye damAya ca // Bca_8.39 //
   kāmā hyanarthajanakā iha loke paratra ca /	kAmAH hi-anarTa-janakAH iha loke paratra ca /
   iha bandhavadhacchedair narakādau paratra ca // Bca_8.40 //	iha banDa-vaDa=-CedEH naraka-AdO paratra ca // Bca_8.40 //
   yadarthaṃ dūtadūtīnāṃ kṛtāñjaliranekadhā /	yad-arTam dUta-dUtInAm kRtAQjaliH-anekaDA /
   na ca pāpamakīrttirvā yadarthaṃ gaṇitā purā // Bca_8.41 //	na ca pApam-akIrttiH-vA yad-arTam gaNitA purA // Bca_8.41 //
   prakṣiptaśca bhaye 'pyātmā draviṇaṃ ca vyayīkṛtam /	prakziptaH-ca Baye api-AtmA draviNam ca vyayIkRtam /
   yānyeva ca pariṣvajya vabhūvottamanirvṛtāḥ // Bca_8.42 //	yAni-eva ca parizvajya vaBUva-uttama-nirvRtAH // Bca_8.42 //
   tānyevāsthīni nānyāni svādhīnānyamamāni ca /	tAni-eva-asTIni na-anyAni svADInAni-amamAni ca /
   prakāmaṃ saṃpariṣvajya kiṃ na gacchasi nirvṛtim // Bca_8.43 //	prakAmam saMparizvajya kim na gacCasi nirvRtim // Bca_8.43 //
   unnāmyamānaṃ yatnād yan nīyamānamadho hriyā /	unnAmyamAnam yatnAt yat nIyamAnam-aDas hriyA /
   purā dṛṣṭamadṛṣṭaṃ vā mukhaṃ jālikayāvṛtam // Bca_8.44 //	purA dRzwam-adRzwam vA muKam jAlikayA-AvRtam // Bca_8.44 //
   tanmukhaṃ tūtparikleśam asahadbhirivādhunā /	tad-muKam tu-utpari-kleSam asahadBiH-iva-aDunA /
   gṛdhrairvyaktīkṛtaṃ paśya kimidānīṃ palāyase // Bca_8.45 //	gRDrEH-vyaktIkRtam paSya kim-idAnIm palAyase // Bca_8.45 //
   paracakṣurnipātebhyo 'pyāsīdyatparirakṣitam /	para-cakzuH-nipAteByaH api-AsIt-yat-parirakzitam /
   tadadya bhakṣitaṃ yāvat kimīrṣyālo na rakṣasi // Bca_8.46 //	tat-adya Bakzitam yAvat kim-IrzyAlo na rakzasi // Bca_8.46 //
   māṃsocchrayamimaṃ dṛṣṭvā gṛdhrairanyaiśca bhakṣitam /	mAMsa-ucCrayam-imam dRzwvA gRDrEH-anyEH-ca Bakzitam /
   āhāraḥ pūjyate 'nyeṣāṃ srakcandanavibhūṣaṇaiḥ // Bca_8.47 //	AhAraH pUjyate anyezAm sraj-candana-viBUzaNEH // Bca_8.47 //
   niścalādapi te trāsaḥ kaṅkālādevamīkṣitāt /	niScalAt-api te trAsaH kaFkAlAt-evam-IkzitAt /
   vetāḍeneva kenāpi cālyamānād bhayaṃ na kim // Bca_8.48 //	vetAxena-iva kena-api cAlyamAnAt Bayam na kim // Bca_8.48 //
   ekasmādaśanādeṣāṃ lālāmedhyaṃ ca jāyate /	ekasmAt-aSanAt-ezAm lAlA-ameDyam ca jAyate /
   tatrāmedhyamaniṣṭaṃ te lālāpānaṃ kathaṃ priyam // Bca_8.49 //	tatra-ameDyam-anizwam te lAlA-pAnam kaTam priyam // Bca_8.49 //
   tūlagarbhairmṛdusparśai ramante nopadhānakaiḥ /	tUla-garBEH-mRdu-sparSEH ramante na-upaDAnakEH /
   durgandhaṃ na sravantīti kāmino 'medhyamohitāḥ // Bca_8.50 //	durganDam na sravanti-iti kAminaH ameDya-mohitAH // Bca_8.50 //
   yatra cchanne 'pyayaṃ rāgas tadacchannaṃ kimapriyam /	yatra cCanne api-ayam rAgaH tat-acCannam kim-apriyam /
   na cetprayojanaṃ tena kasmācchannaṃ vimṛdyate // Bca_8.51 //	na ced-prayojanam tena kasmAt-Cannam vimRdyate // Bca_8.51 //
   yadi te nāśucau rāgaḥ kasmādāliṅgase 'param /	yadi te na-aSucO rAgaH kasmAt-AliFgase aparam /
