   (Vaidya 221)	(VEdyaH 221)
   sumerupārśvanivāsinastrāyastriṃśā vā sumerumūrdhni nivāsinaḥ, te kutra	sumeru-pArSva-nivAsinaH-trAyastriMSA vA sumeru-mUrDni nivAsinaH, te kutra
   pratiṣṭhitāḥ? bhagavānāha - tatkiṃ manyase ānanda ye te iha sumeroḥ	pratizWitAH? BagavAn-Aha  tat-kim manyase Ananda ye te iha sumeroH
   parvatarājasyopari yāmā devāstuṣitā vā nirmāṇaratayo vā	parvata-rAjasya-upari yAmAH devAH-tuzitAH vA nirmANaratayaH vA
   paranirmitavaśavartino vā brahmakāyikā vā brahmapurohitā vā mahābrahmāṇo	paranirmitavaSavartinaH vA brahmakAyikAH vA brahma-purohitAH vA mahA-brahmANaH-
   va yāvadakaniṣṭhā vā, kutra te pratiṣṭhitā iti | ānanda āha - acintyo	va yAvat-akanizWA vA, kutra te pratizWitAH iti | AnandaH Aha  acintyaH-
   bhagavan karmaṇāṃ vipākaḥ karmābhisaṃskāraḥ | bhagavānāha -	Bagavan karmaNAm vipAkaH karma-aBisaMskAraH | BagavAn-Aha -
   labdhastvayānanda ihācintyaḥ karmaṇāṃ vipākaḥ karmābhisaṃskāro na	labDaH-tvayA-AnandaH iha-acintyaH karmaNAm vipAkaH karma-aBisaMskAraH na
   buddhānāṃ bhagavatāmacintyaṃ buddhādhiṣṭhānaṃ kṛtapuṇyānāṃ ca	budDAnAm BagavatAm-acintyam budDa-aDizWAnam kRta-puNyAnAm ca
   sattvānāmavaropitakuśalamūlānām | tavācintyā puṇyā vibhūtiḥ | ānanda āha -	sattvAnAm-avaropita-kuSala-mUlAnAm | tava-acintyA puNyA viBUtiH | AnandaH Aha -
   na me 'tra bhagavan kācitkāṅkṣā vā vimatirvā vicikitsā vā | api tu	na me atra Bagavan kAcid-kAFkzAH vA vimatiH-vA vicikitsA vA | api tu
   khalvahamanāgatānāṃ sattvānāṃ kāṅkṣāvimativicikitsānirghātāya	Kalu-aham-anAgatAnAm sattvAnAm kAFkzA-vimati-vicikitsA-nirGAtAya
   tathāgatametadarthaṃ paripṛcchāmi | bhagavānāha - sādhu sādhvānanda,evaṃ	taTAgatam-etad-arTam paripRcCAmi | BagavAn-Aha  sADu sADu-Ananda-,evam
   te karaṇīyam || Sukhv_17 ||	te karaNIyam || SuKu-_17 ||
   START Sukhv 18:	START SuKu 18:
   tasyāṃ khalvānanda sukhāvatyāṃ lokadhātau nānāprakārā nadyaḥ pracaranti |	tasyAm Kalu-Ananda suKAvatyAm lokaDAtO nAnA-prakArAH nadyaH pracaranti |
   santi tatra mahānadyo yojanavistārāḥ | santi	santi tatra mahA-nadyaH yojana-vistArAH | santi
   yāvadviṃśatitriṃśaccatvāṃriśatpañcāśadyojanavistārā	yAvat-viMSati-triMSat-catvAMriSat-paQcASat-yojana-vistArA
   yāvaddvādaśayojanāvedhāḥ | sarvāśca tā nadyaḥ sukhavāhinyo	yAvat-dvAdaSa-yojana-AveDAH | sarvAH-ca tAH nadyaH suKa-vAhinyo
   nānāsurabhigandhavārivāhinyo nānāratnalulitapuṣpasaṃghātavāhinyo	nAnA-suraBi-ganDa-vAri-vAhinyaH nAnA-ratna-lulita-puzpa-saMGAta-vAhinyo
   nānāmadhurasvaranirghoṣāḥ | tāsāṃ cānanda koṭiśatasahasrāṅgasaṃprayuktasya	nAnA-maDura-svara-nirGozAH | tAsAm ca-Ananda kowi-Sata-sahasra-aFga-saMprayuktasya
   divyasaṃgītisamūrcchitasya tūryasya kuśalaiḥ saṃpravāditasya	divya-saMgIti-samUrcCitasya tUryasya kuSalEH saMpravAditasya
   tāvanmanojñaghoṣo niścarati yathārūpastāsāṃ mahānadīnāṃ nirghoṣo niścarati	tAvat-manojQa-GozaH niScarati yaTArUpaH-tAsAm mahA-nadInAm nirGozaH niScarati
   gambhīro 'jñeyo 'vijñeyo 'nelaḥ karṇasukho hṛdayaṃgamaḥ premaṇīyo	gamBIraH ajQeyaH avijQeyaH anelaH karNa-suKaH hRdayaMgamaH premaNIyaH-
   valgurmanojño 'secanako 'pratikūlaḥ śravaṇāya, anityaṃ śāntamanātmeti	valguH-manojQaH asecanakaH apratikUlaH SravaNa-aya, anityam SAntam-anAtmA-iti
   sukhaśravanīyo yasteṣāṃ sattvānāṃ śrotrendriyābhāsamāgacchati | tāsāṃ	suKa-SravanIyaH yaH-tezAm sattvAnAm Srotra-indriya-ABAsam-AgacCati | tAsAm
   khalu punarānanda mahānadīnāmubhayatastīrāṇi nānāgandharatnavṛkṣaiḥ	Kalu punar-Ananda mahA-nadInAm-uBayatas-tIrANi nAnA-ganDa-ratna-vRkzEH
   saṃtatāni, yebhyo nānāśākhāpatrapuṣpamañjaryo 'valambante | tatra ye	saMtata-ani, yeByaH nAnA-SAKA-patra-puzpa-maQjaryaH avalambante | tatra ye
   sattvāsteṣu nadītīreṣvākāṅkṣanti divyābhirāmaramaṇīyāṃ ratikrīḍāṃ	sattvAH-tezu nadI-tIrezu-AkAFkzanti divya-aBirAma-ramaNIyAm rati-krIxAm
   cānubhavitum, teṣāṃ tatra nadīṣvavatīrṇānāmākāṅkṣatāṃ gulphamātraṃ vāri	ca-anuBavitum, tezAm tatra nadIzu-avatIrNAnAm-AkAFkzatAm gulPa-mAtram vAri
   saṃtiṣṭhate | ākāṅkṣatāṃ jānumātraṃ kaṭimātraṃ kakṣamātram, ākāṅkṣatāṃ	saMtizWate | AkAFkzatAm jAnu-mAtram kawi-mAtram kakza-mAtram, AkAFkzatAm
   karṇamātraṃ vāri saṃtiṣṭhate, divyāśca ratayaḥ prādurbhavanti | tatra ye	karNa-mAtram vAri saMtizWate, divyAH-ca ratayaH prAdurBavanti | tatra ye
   sattvā ākāṅkṣanti śītaṃ vāri bhavatviti,teṣāṃ śītaṃ vāri bhavati | ya	sattvAH AkAFkzanti SItam vAri Bavatu-iti,tezAm SItam vAri Bavati | ya
   ākāṅkṣanyuṣṇaṃ bhavatviti, teṣāmuṣṇaṃ bhavati | ya ākāṅkṣanti śītoṣṇaṃ	AkAFkzani-uzNam Bavatu-iti, tezAm-uzNam Bavati | ye AkAFkzanti SIta-uzNam
   bhavatviti,teṣāṃ śītoṣṇameva tadvāri bhavatyanusukham | tāśca mahānadyo	Bavatu-iti,tezAm SIta-uzNam-eva tat-vAri Bavati-anusuKam | tAH-ca mahAnadyaH-
   divyatamālapatrāgarukālānusāritagaroragasāracandanavaragandhavāsitavāriparipūrṇāḥ	divya-tamAla-patra-agaru-kAla-anusAri-ta-gara-uraga-sAra-candana-vara-ganDa-vAsita-vAri-paripUrNAH
   pravahanti divyotpalapadmakumudapuṇḍarīkasaugandhikādipuṣpasaṃchannā	pravahanti divya-utpala-padma-kumuda-puNxarIka-sOganDika-Adi-puzpa-saMCannA
   haṃsasārasakrauñcacakravākakāraṇḍavaśukaśārikakokilakuṇālakalaviṅkamayūrādimanojña	haMsa-sArasa-krOQca-cakravAka-kAraNxavaSuka-SArika-kokila-kuNAla-kalaviFka-mayUra-Adi-manojQa
   - svarāstathāgatābhinirmitapakṣisaṃghaniṣevitapulinā	 svarAH-taTAgata-aBinirmita-pakzi-saMGa-nizevita-pulinA
   dhārtarāṣṭropaśobhitāḥ sūpatīrthā vikardamāḥ suvarṇavālukāsaṃkirṇāḥ |	DArtarAzwra-upaSoBitAH su-upatIrTAH vikardamAH suvarNa-vAlukA-saMkirNAH |
   tatra yadā te sattvā ākāṅkṣanti kīdṛśā (Sukhv, Vaidya 238)	tatra yadA te sattvAH AkAFkzanti kIdRSAH (SuKv, VEdyaH 238)
   asmākamabhiprāyāḥ paripūryantāmiti, tadā teṣāṃ tādṛśā evābhiprāyā	asmAkam-aBiprAyAH paripUryantAm-iti, tadA tezAm tAdRSAH eva-aBiprAyA
   paripūryante | yaścāsāvānanda tasya vāriṇo nirghoṣaḥ sa manojño niścarati,	paripUryante | yaH-ca-asO=-Ananda tasya vAriNaH nirGozaH sa manojQaH niScarati,
   yena sarvāvattadbuddhakṣetramabhijñāpyate | ye ca sattvā nadītīreṣu sthitā	yena sarvAvat-tat-budDa-kzetram-aBijQApyate | ye ca sattvA nadI-tIrezu sTitA
   ākāṅkṣanti mā asmākamayaṃ śabdaḥ śrotrendriyāvabhāsamāgacchatviti, teṣāṃ	AkAFkzanti mA asmAka-mayam SabdaH Srotra-indriya-avaBAsam-AgacCatu-iti, tezAm
   na divyasyāpi śrotrendriyasyāvabhāsamāgacchati | yaśca yathārūpaṃ	na divyasya-api Srotra-indriyasya-avaBAsam-AgacCati | yaH-ca yaTArUpam
   śabdamākāṅkṣati śrotum, sa tathārūpameva manojñaṃ śabdaṃ śṛṇoti | tadyathā	Sabdam-AkAFkzati Srotum, sa taTArUpam-eva manojQam Sabdam SRNoti | tat-yaTA
   - buddhaśabdaṃ dharmaśabdaṃ saṃghaśabdaṃ pāramitāśabdaṃ bhūmiśabdaṃ	 budDa-Sabdam Darma-Sabdam saMGa-Sabdam pAramitA-Sabdam BUmi-Sabdam
   balaśabdaṃ vaiśāradyaśabdamāveṇikabuddhadharmaśabdaṃ pratisaṃvicchabdaṃ	bala-Sabdam vESAradya-Sabdam-AveNika-budDa-Darma-Sabdam pratisaMvid-Sabdam
   śūnyatānimittāpraṇihitānabhisaṃskārājātānutpādābhāvanirodhaśabdaṃ	SUnyatA-nimitta-apraNihita-anaBisaMskAra-ajAta-anutpAda-aBAva-niroDa-Sabdam
   śāntapraśāntopaśāntaṃ	SAnta-praSAnta-upaSAntam
   mahāmaitrīmahākarūṇāmahāmuditāmahopekṣāśabdamanutpattikadharmakṣāntyabhiṣekabhūmipratilambhaśabdam	mahA-mEtrI-mahAkarUNA-mahAmuditAmahA-upekzA-Sabdam-anutpattika-Darma-kzAnti-aBizeka-BUmi-pratilamBa-Sabdam
   | śrutvā udāraprītiprāmodyaṃ pratilabhate vivekasahagataṃ virāgasahagataṃ	| SrutvA udAra-prIti-prAmodyam pratilaBate viveka-saha-gatam virAga-saha-gatam
   śāntasahagataṃ nirodhasahagataṃ dharmasahagataṃ	SAnta-sahagatam niroDa-saha-gatam Darma-sahagatam
   bodhipariniṣpattikuśalamūlasahagataṃ ca | sarvaśaścānanda sukhāvatyāṃ	boDi-parinizpatti-kuSala-mUla-saha-gatam ca | sarvaSas-ca-Ananda suKAvatyAm
   lokadhātāvakuśalaśabdo nāsti, sarvaśo nīvaraṇaśabdo nāsti, sarvaśo	lokaDAtO=-akuSala-SabdaH nAsti, sarvaSas nIvaraNa-SabdaH nAsti, sarvaSas-
   'pāyadurgativinipātaśabdo nāsti, sarvaśo duḥkhaśabdo nāsti |	apAya-durgati-vinipAta-SabdaH nAsti, sarvaSas duHKa-SabdaH na-asti |
   aduḥkhāsukhavedanāśabdo 'pi tāvadānanda tatra nāsti, kutaḥ	aduHKa-asuKa-vedanA-SabdaH api tAvat-Ananda tatra nAsti, kutas-
   punarduḥkhaśabdo bhaviṣyati? tadanena ānanda paryāyeṇa sā lokadhātuḥ	punar-duHKa-SabdaH Bavizyati? tat-anena Ananda paryAyeNa sA lokaDAtuH
   sukhāvatītyucyate saṃkṣiptena, na punarvistareṇa kalpo 'pyānanda	suKAvatI-iti-ucyate saMkziptena, na punar-vistareNa kalpaH api-Ananda
   parikṣayaṃ gacchetsukhāvatyā lokadhātoḥ sukhakāraṇeṣu parikīrtyamāneṣu, na	parikzayam gacCet-suKAvatyAH lokaDAtoH suKa-kAraNezu parikIrtyamAna-izu, na
   tveva śakyaṃ teṣāṃ sukhakāraṇānāṃ paryantamadhigantum || Sukhv_18 ||	tu-eva Sakyam tezAm suKa-kAraNAnAm paryantam-aDigantum || SuKu-_18 ||
   START Sukhv 19:	START SuKu 19:
   tasyāṃ khalu punarānanda sukhāvatyāṃ lokadhātau ye sattvāḥ pratyājātāḥ	tasyAm Kalu punar-Ananda suKAvatyAm lokaDAtO ye sattvAH pratyAjAtAH
   pratyājaniṣyante, sarve te evaṃrūpeṇa varṇena balena sthāmnā	pratyAjanizyante, sarve te evaMrUpeNa varNena balena sTAmnA
   ārohapariṇāhena ādhipatyena puṇyasaṃcayena	Aroha-pariNAhena ADipatyena puNya-saMcayena
   atiṣṇabhirvastrābharaṇodyānavimānakūṭāgāraparibhogairevaṃrūpaśabdagandharasasparśaparibhogaiḥ	atizNaBiH-vastra-ABaraNa-udyAna-vimAna-kUwa-AgAra-pariBogEH-evaMrUpa-Sabda-ganDa-rasa-sparSa-pariBogEH
   evaṃrūpaiśca sarvairapi bhogaparibhogaiḥ samanvāgatāḥ, tadyathāpi nāma	evaMrUpEH-ca sarvEH-api Boga-pariBogEH samanvAgatAH, tat-yaTA-api nAma
   devāḥ paranirmitavaśavartinaḥ | na khalu punarānanda sukhāvatyāṃ	devAH paranirmitavaSavartinaH | na Kalu punar-Ananda suKAvatyAm
   lokadhātau sattvā audārikayūṣaphāṇitākārāhāramāharanti | api tu khalu	lokaDAtO sattvAH OdArika-yUza-PANita-AkAra-AhAram-Aharanti | api tu Kalu
   punaryathārūpamevāharamākāṅkṣanti, tathārūpamāhṛtameva saṃjānanti,	punar-yaTArUpam-eva-Aharam-AkAFkzanti, taTArUpam-AhRtam-eva saMjAnanti,
   prīṇitakāyāśca bhavanti prīṇitamānāḥ | na teṣāṃ bhūyaḥ kāye prakṣepaḥ	prINita-kAyAH-ca Bavanti prINita-mAnAH | na tezAm BUyas kAye prakzepaH
   karaṇīyaḥ | te prīṇitakāyāstathārūpāṇi gandhajātānyākāṅkṣanti -	karaNIyaH | te prINita-kAyAH-taTArUpANi ganDa-jAtAni-AkAFkzanti -
   īddaśaireva gandhajātairdivyaistadbuddhakṣetraṃ sarvameva nirdhūpitaṃ	IddaSEH-eva ganDa-jAtEH-divyEH-tat-budDa-kzetram sarvam-eva nirDUpitam
   bhavati | tatra yastaṃ gandhamāghrātukāmo bhavati, tasya sarvaśo	Bavati | tatra yaH-tam ganDam-AGrAtu-kAmaH Bavati, tasya sarvaSas-
   gandharvarājño vāsanā na samudācarati | evaṃ ye yathārūpāṇi	ganDarva-rAjQaH vAsanA na samudAcarati | evam ye yaTArUpANi
   gandhamālyavilepanacūrṇacīvaracchatradhvajapatākātūryāṇyākāṅkṣanti, teṣāṃ	ganDa-mAlya-vilepana-cUrNa-cIvara=-Catra-Dvaja-patAkA-tUryANi-AkAFkzanti, tezAm
   tathārūpaiśca taiḥ sarvaṃ tadbuddhakṣetraṃ parisphuṭaṃ bhavati |	taTArUpEH-ca tEH sarvam tat-budDa-kzetram parisPuwam Bavati |
   cīvarāṇyākāṅkṣanti nānāvarṇānyanekaśatasahasravarṇāni, teṣāṃ tādṛśaireva	cIvarANi-AkAFkzanti nAnA-varNAni-aneka-Sata-sahasra-varNAni, tezAm tAdRSEH-eva
   cīvararatnaiḥ sarvaṃ tadbuddhakṣetraṃ parisphuṭaṃ bhavati,prāvṛtameva	cIvara-ratnEH sarvam tat-budDa-kzetram parisPuwam Bavati,-prAvRtam-eva
   cātmānaṃ saṃjānanti | te yathārūpāṇyābharaṇānyākāṅkṣanti, tadyathā -	ca-AtmAnam saMjAnanti | te yaTArUpANi-ABaraNAni-AkAFkzanti, tat-yaTA -
   śīrṣābharaṇāni vā karṇābharaṇāni vā grīvābharaṇāni vā hastapādābharaṇāni	SIrza-ABaraNAni vA karNa-ABaraNAni vA grIvA-ABaraNAni vA hasta-pAda-ABaraNAni
   vā yadidaṃ mukuṭāni kuṇḍalāni kaṭakakeyūrāṇi vatsahārā rūcakahārā karṇikā	vA yat-idam mukuwAni kuNxalAni kawaka-keyUrANi vatsahArA rUcaka-hArA karNikA
   mudrikāḥ svarṇasūtrāṇi mekhalāḥ svarṇasūtāṇi jālāni muktājālāni	mudrikAH svarNa-sUtrANi meKalAH svarNa-sUtANi jAlAni muktA-jAlAni
   sarvaratnajālāni svarṇaratnakiṅkiṇījālāni,	sarva-ratna-jAlAni svarNa-ratna-kiFkiNI-jAlAni,
   tathārūpairābharaṇairanekaratnaśatasahasrapratyuptaiḥ sphuṭaṃ (Sukhv,	taTArUpEH-ABaraNEH-aneka-ratna-Sata-sahasra-pratyuptEH sPuwam (SuKv,
   Vaidya 239) tadbuddhakṣetraṃ paśyanti yadidamābharaṇavṛkṣāvasaktaiḥ |	VEdyaH 239) tat-budDa-kzetram paSyanti yat-idam-ABaraNa-vRkza-avasaktEH |
   taiścābharaṇairalaṃkṛtamātmānaṃ saṃjānanti | te yādṛśaṃ vimānamākāṅkṣanti	tEH-ca-ABaraNEH-alaMkRtam-AtmAnam saMjAnanti | te yAdRSam vimAnam-AkAFkzanti
   yadvarṇaliṅgasaṃsthānaṃ yāvadārohapariṇāhaṃ	yad-varNa-liFga-saMsTAnam yAvat-Aroha-pariNAham
   nānāratnamayaniryūhaśatasahasrasamalaṃkṛtaṃ nānādivyapuṣpasaṃstīrṇaṃ	nAnA-ratna-maya-niryUha-Sata-sahasra-samalaMkRtam nAnA-divya-puzpa-saMstIrNam
   citropadhānavinyastaparyaṅkam, tādṛśameva vimānaṃ teṣāṃ purataḥ	citra-upaDAna-vinyasta-paryaFkam, tAdRSam-eva vimAnam tezAm puratas-
   prādurbhavati | teṣu manonirvṛtteṣu vimāneṣu	prAdurBavati | tezu manaH-nirvRttezu vimAnezu
   saptasaptāsparasahasraparivṛtāḥ puraskṛtā viharanti krīḍanti ramante	sapta-saptAspara-sahasra-parivRtAH puraskRtAH viharanti krIxanti ramante
   paricārayanti || Sukhv_19 ||	paricArayanti || SuKu-_19 ||
   START Sukhv 20:	START SuKu 20:
   na ca tatra lokadhātau devānāṃ vā manuṣyāṇāṃ vā nānātvamasti anyatra	na ca tatra lokaDAtO devAnAm vA manuzyANAm vA nAnAtvam-asti anyatra
   saṃvṛtivyavahāreṇa devamanuṣyāviti saṃkhyāṃ gacchanti | tadyathā ānanda	saMvRti-vyavahAreNa deva-manuzyO=-iti saMKyAm gacCanti | tat-yaTA Ananda
   rājñaścakravartinaḥ purato manuṣyahīno manuṣyapretako na bhāsate na tapate	rAjQaH-cakravartinaH puratas manuzya-hInaH manuzya-pretakaH na BAsate na tapate
   na virocate, na ca bhavati viśārado na prabhāśvaraḥ, evameva devānāṃ	na virocate, na ca Bavati viSAradaH na praBA-aSvaraH, evam-eva devAnAm
   paranirmitavaśavartināṃ purataḥ śakro devānāmindro na bhāsate na tapate na	paranirmita-vaSavartinAm puratas SakraH devAnAm-indraH na BAsate na tapate na
   virocate yadidamudyānavimānavastrābharaṇairādhipatyena ṛddhyā vā	virocate yat-idam-udyAna-vimAna-vastra-ABaraNEH-ADipatyena RdDyA vA
   prātihāryeṇa vā aiśvaryeṇa vā ānanda, sa khalu dharmābhisamayena	prAtihAryeNa vA ESvaryeNa vA Ananda, sa Kalu Darma-aBisamayena
   dharmaparibhogeṇa vā | tatra ānanda yathā devāḥ parinirmitavaśavartinaḥ,	Darma-pariBogeNa vA | tatra Ananda yaTA devAH parinirmita-vaSavartinaH,
   evaṃ sukhāvatyāṃ lokadhātau manuṣyā draṣṭavyāḥ || Sukhv_20 ||	evam suKAvatyAm lokaDAtO manuzyAH drazwavyAH || SuKu-_20 ||
   START Sukhv 21:	START SuKu 21:
   tasyāṃ khalu punarānanda sukhāvatyāṃ lokadhātau pūrvāhṇakālasamaye	tasyAm Kalu punar-Ananda suKAvatyAm lokaDAtO pUrvAhNa-kAla-samaye
   pratyupasthite samantāccaturdiśamākulāḥ samākulā vāyavo vānti | teṣāṃ	pratyupasTite samantAt-caturdiSam-AkulAH samAkulAH vAyavaH vAnti | tezAm
   ratnavṛkṣāṇāṃ citrān darśanīyān nānāvarṇānanekavṛntān	ratna-vRkzANAm citrAn darSanIyAn nAnA-varNAn-aneka-vRntAn
   nānāsurabhidivyagandhaparivāsitān kṣobhayanti saṃkṣobhayanti īrayanti	nAnA-suraBi-divya-ganDa-parivAsitAn kzoBayanti saMkzoBayanti Irayanti
   samīrayanti yato bahūni puṣpaśatāni tasyāṃ ratnamayyāṃ mahāpṛthivyāṃ	samIrayanti yatas bahUni puzpa-SatAni tasyAm ratna-mayyAm mahA-pRTivyAm
   prapatanti manojñagandhāni darśanīyāni | taiśca puṣpaistadbuddhakṣetraṃ	prapatanti manojQa-ganDAni darSanIyAni | tEH-ca puzpEH-tad-budDa-kzetram
   samantātsaptapauruṣaṃ saṃskṛtarūpaṃ bhavati | tadyathāpi nāma puruṣaḥ	samantAt-sapta-pOruzam saMskRta-rUpam Bavati | tat-yaTA-api nAma puruzaH
   kuśalaḥ pṛthivyāṃ puṣpasaṃstaraṃ saṃstṛṇuyāt, ubhābhyāṃ pāṇibhyāṃ samaṃ	kuSalaH pRTivyAm puzpa-saMstaram san=-tRNuyAt, uBAByAm pANiByAm samam
   racayetsucitraṃ darśanīyam, evameva tadbuddhakṣetraṃ taiḥ	racayet-su-citram darSanIyam, evam-eva tat-budDa-kzetram tEH
   puṣpairnānāgandhavarṇaiḥ samantātsaptapauruṣaṃ sphuṭaṃ bhavati | tāni ca	puzpEH-nAnA-ganDa-varNEH samantAt-sapta-pOruzam sPuwam Bavati | tAni ca
   puṣpajātāni mṛdūni kācilindikasukhasaṃsparśāni aupamyamātreṇa, yāni	puzpa-jAtAni mRdUni kAcilindika-suKa-saMsparSAni Opamya-mAtreNa, yAni
   nikṣipte pāde caturaṅgulamavanamanti, utkṣipte pāde	nikzipte pAde catur-aFgulam-avanam-anti, utkzipte pAde
   caturaṅgulamevonnamanti | nirgate punaḥ pūrvāhṇakālasamaye tāni puṣpāṇi	catur-aFgulam-eva-unnamanti | nirgate punar pUrvAhNa-kAla-samaye tAni puzpANi
   niravaśeṣamantardhīyante | athe tadbuddhakṣetraṃ viviktaṃ ramyaṃ śubhaṃ	niravaSezam-antarDIyante | aTe tat-budDa-kzetram viviktam ramyam SuBam
   bhavatyaparikliṣṭaiḥ pūrvapuṣpaiḥ | tataḥ punarapi samantāccaturdiśaṃ	Bavati-apariklizwEH pUrva-puzpEH | tatas punar-api samantAt-caturdiSam
   vāyavo vānti, ye pūrvavadabhinavāni puṣpāṇyabhiprakiranti | yathā	vAyavaH vAnti, ye pUrvavat-aBinavAni puzpANi-aBiprakiranti | yaTA
   pūrvāhṇe, evaṃ madhyāhnakālasamaye saṃdhyāyāṃ rātryāḥ prathame yāme	pUrvAhNe, evam maDyAhna-kAla-samaye saMDyAyAm rAtryAH praTame yAme
   madhyame yāme paścime yāme | taiśca	maDyame yAme paScime yAme | tEH-ca
   vātairvāyadbhirnānāgandhaparivāsitaiste sattvāḥ spṛṣṭāḥ santaḥ evaṃ	vAtEH-vAyadBiH-nAnA-ganDa-parivAsitEH-te sattvAH spRzwAH santaH evam
   sukhasamarpitā bhavanti tadyathāpi nāma nirodhasamāpanno bhikṣuḥ ||	suKa-samarpitAH Bavanti tat-yaTA-api nAma niroDa-samApannaH BikzuH ||
   Sukhv_21 ||	SuKu-_21 ||
   START Sukhv 22:	START SuKu 22:
   tasmiścānanda buddhakṣetre sarvaśo 'gnisūryacandragrahanakṣatratārārūpāṇāṃ	tasmiH-ca-Ananda budDa-kzetre sarvaSas agni-sUrya-candra-graha-nakzatra-tArA-rUpANAm
   tamondhakārasya nāmadheyaprajñapraptirapi nāsti | sarvaśo rātriṃdivaṃ	tamonDakArasya nAmaDeya-prajQa-praptiH-api na-asti | sarvaSas rAtriMdivam
   prajñaptirapi nāsti anyatra tathāgatavyavahārāt,	prajQaptiH-api na-asti anyatra taTAgata-vyavahArAt,
   sarvaśaścārāmaparigrahasaṃjñā nāsti || Sukhv_22 ||	sarvaSas-ca-ArAma-parigraha-saMjQA na-asti || SuKu-_22 ||
   START Sukhv 23:	START SuKu 23:
   tasyāṃ khalu punarānanda sukhāvatyāṃ lokadhātau kāle divyagandhodakameghā	tasyAm Kalu punar-Ananda suKAvatyAm lokaDAtO kAle divya-ganDa-udaka-meGA
   abhipravarṣayanti divyāni sarvavarṇikāni kusumāni, divyāni saptaratnāni,	aBipravarzayanti divyAni sarva-varNikAni kusumAni, divyAni sapta-ratnAni,
   divyaṃ candanacūrṇam, divyāśchatradhvajapatākā abhipravarṣayanti | divyāni	divyam candana-cUrNam, divyAH-Catra-Dvaja-patAkAH aBipravarzayanti | divyAni
   sarvavarṇikāni kusumāni, divyāni (Sukhv, Vaidya 240) vitānāni dhriyante,	sarva-varNikAni kusumAni, divyAni (SuKv, VEdyaH 240) vitAnAni Driyante,
   divyāni cchatraratnāni sarvābharaṇānyākāśe dhriyante, divyāni vādyāni	divyAni cCatra-ratnAni sarva-ABaraNAni-AkASe Driyante, divyAni vAdyAni
   pravādyante, divyāścāpsaraso nṛtyanti || Sukhv_23 ||	pravAdyante, divyAH-ca-apsarasaH nRtyanti || SuKu-_23 ||
   START Sukhv 24:	START SuKu 24:
   tasmin khalu punarānanda buddhakṣetre ye sattvā upapannā utpadyante	tasmin Kalu punar-Ananda budDa-kzetre ye sattvAH upapannAH utpadyante
   utpasyante, sarve te niyatāḥ samyaktve yāvannirvāṇam | tatkasya hetoḥ?	utpasyante, sarve te niyatAH samyaktve yAvat-nirvANam | tat-kasya hetoH?
   nāsti tatra dvayo rāśyorvyavasthānaṃ prajñaptirvā yadidamaniyatasya vā	na-asti tatra dvayaH rASyoH-vyavasTAnam prajQaptiH-vA yat-idam-aniyatasya vA
   mithyātvaniyatasya vā | tadanenāpyānanda paryāyeṇa sā lokadhātuḥ	miTyAtva-niyatasya vA | tat-anena-api-Ananda paryAyeNa sA lokaDAtuH
   sukhāvatītyucyate saṃkṣiptena, na punarvistareṇa | kalpo 'pyānanda	suKAvatI-iti-ucyate saMkziptena, na punar-vistareNa | kalpaH api-Ananda
   parikṣīyeta sukhāvatyāṃ lokadhātau sukhakāraṇeṣu parikīrtyamāneṣu, na ca	parikzIyeta suKAvatyAm lokaDAtO suKa-kAraNezu parikIrtyamAna-izu, na ca
   teṣāṃ sukhakāraṇānāṃ śakyaṃ paryantamadhigantum || Sukhv_24 ||	tezAm suKa-kAraNAnAm Sakyam paryantam-aDigantum || SuKu-_24 ||
   START Sukhv 25:	START SuKu 25:
   atha khalu bhagavāṃstasyāṃ velāyāmimā gāthā abhāṣata -	aTa Kalu BagavAn=-tasyAm velAyAm-imAH gATAH aBAzata -
   sarve 'pi sattvāḥ sukhitā bhaveyurviśuddhajñānāḥ paramārthakovidāḥ /	sarve api sattvAH suKitAH BaveyuH-viSudDa-jQAnAH parama-arTa-kovidAH /
   te kalpakoṭīmatha vāpi cottariṃ sukhāvatīvarṇa prakāśayeyuḥ // Sukhv_vs_23	te kalpa-kowIm-aTa vA-api ca-uttarim suKAvatIvarNa prakASayeyuH // SuKu-_vH-_23
   kṣaye kalpakoṭī vajre surāśca sukhāvatīye na ca varṇasāruḥ /	kzaye kalpa-kowI vajre surAH-ca suKAvatIye na ca varNasAruH /
   kṣayaṃ na gacchetpratibhā ca teṣāṃ prakāśayantāna tu varṇa nānāṃ //	kzayam na gacCet-pratiBA ca tezAm prakASayantAna tu varNa nAnAm //
   Sukhv_vs_24 //	SuKu-_vH-_24 //
   ye lokadhātū paramāṇusādṛśāṃśchidyeya bhidyeya rajaśca kuryāt /	ye lokaDAtU paramANu-sAdRSAn=-Cidyeya Bidyeya rajaH-ca kuryAt /
   ato bahū uttari lokadhātu pūreta dānaṃ ratanāhi dadyāt // Sukhv_vs_25 //	atas bahU uttari lokaDAtu pUreta dAnam ratanAhi dadyAt // SuKu-_vH-_25 //
   naitā kalāpi upamāpi tasya puṇyasya bhontī pṛthulokadhātavaḥ /	na-etA kalA-api upamA-api tasya puNyasya BontI pRTu-lokaDAtavaH /
