   BhP_08.01.001/0 śrīrājovāca	BhP_08.01.001/0 SrI-rAjA-uvAca
   BhP_08.11.027/3 udayacchadripuṃ hantuṃ vajraṃ vajradharo ruṣā	Bhu-_08.11.027/3 udayacCadripum hantum vajram vajraDaraH ruzA
   BhP_08.11.028/1 sa tenaivāṣṭadhāreṇa śirasī balapākayoḥ	Bhu-_08.11.028/1 sa tena-eva-azwa-DAreNa SirasI bala-pAkayoH
   BhP_08.11.028/3 jñātīnāṃ paśyatāṃ rājan jahāra janayan bhayam	Bhu-_08.11.028/3 jQAtInAm paSyatAm rAjan jahAra janayan Bayam
   BhP_08.11.029/1 namucistadvadhaṃ dṛṣṭvā śokāmarṣaruṣānvitaḥ	Bhu-_08.11.029/1 namuciH-tad-vaDam dRzwvA Soka-amarza-ruzA-anvitaH
   BhP_08.11.029/3 jighāṃsurindraṃ nṛpate cakāra paramodyamam	Bhu-_08.11.029/3 jiGAMsuH-indram nRpate cakAra parama-udyamam
   BhP_08.11.030/1 aśmasāramayaṃ śūlaṃ ghaṇṭāvaddhemabhūṣaṇam	Bhu-_08.11.030/1 aSmasAra-mayam SUlam GaNwA-vat-hema-BUzaNam
   BhP_08.11.030/3 pragṛhyābhyadravat kruddho hato 'sīti vitarjayan	Bhu-_08.11.030/3 pragRhya-aByadravat krudDaH hataH asi-iti vitarjayan
   BhP_08.11.030/5 prāhiṇoddevarājāya ninadan mṛgarāḍ iva	Bhu-_08.11.030/5 prAhiNot-devarAjAya ninadan mRgarAj iva
   BhP_08.11.031/1 tadāpatadgaganatale mahājavaṃ vicicchide haririṣubhiḥ	Bhu-_08.11.031/1 tadA-apatat-gagana-tale mahA-javam vicicCide hariH-izuBiH
   sahasradhā	sahasraDA
   BhP_08.11.031/3 tamāhanan nṛpa kuliśena kandhare ruṣānvitastridaśapatiḥ	Bhu-_08.11.031/3 tamA-ahanan nRpa kuliSena kanDare ruzA-anvitaH-tridaSa-patiH
   śiro haran	SiraH haran
   BhP_08.11.032/1 na tasya hi tvacamapi vajra ūrjito bibheda yaḥ	Bhu-_08.11.032/1 na tasya hi tvacam-api vajraH UrjitaH biBeda yaH
   surapatinaujaseritaḥ	surapatinA-ojasA-IritaH
   BhP_08.11.032/3 tadadbhutaṃ paramativīryavṛtrabhit tiraskṛto	Bhu-_08.11.032/3 tat-adButam paramati-vIrya-vRtraBid tiraskRtaH-
   namuciśirodharatvacā	namuci-SiroDara-tvacA
   BhP_08.11.033/1 tasmādindro 'bibhec chatrorvajraḥ pratihato yataḥ	Bhu-_08.11.033/1 tasmAt-indraH abiBet SatroH-vajraH pratihataH yatas-
   BhP_08.11.033/3 kimidaṃ daivayogena bhūtaṃ lokavimohanam	Bhu-_08.11.033/3 kim-idam dEva-yogena BUtam loka-vimohanam
   BhP_08.11.034/1 yena me pūrvamadrīṇāṃ pakṣacchedaḥ prajātyaye	Bhu-_08.11.034/1 yena me pUrvam-adrINAm pakzacCedaH prajA-atyaye
   BhP_08.11.034/3 kṛto niviśatāṃ bhāraiḥ patattraiḥ patatāṃ bhuvi	Bhu-_08.11.034/3 kRtaH niviSatAm BArEH patattrEH patatAm Buvi
   BhP_08.11.035/1 tapaḥsāramayaṃ tvāṣṭraṃ vṛtro yena vipāṭitaḥ	Bhu-_08.11.035/1 tapaH-sAra-mayam tvAzwram vRtraH yena vipAwitaH
   BhP_08.11.035/3 anye cāpi balopetāḥ sarvāstrairakṣatatvacaḥ	Bhu-_08.11.035/3 anye ca-api bala-upetAH sarva-astrEH-akzata-tvacaH
   BhP_08.11.036/1 so 'yaṃ pratihato vajro mayā mukto 'sure 'lpake	Bhu-_08.11.036/1 saH ayam pratihataH vajraH mayA muktaH asure alpake
   BhP_08.11.036/3 nāhaṃ tadādade daṇḍaṃ brahmatejo 'py akāraṇam	Bhu-_08.11.036/3 na-aham tad-Adade daNxam brahma-tejaH api akAraNam
   BhP_08.11.037/1 iti śakraṃ viṣīdantamāha vāg aśarīriṇī	BhP_08.11.037/1 iti Sakram vizIdantam-Aha vAc aSarIriNI
   BhP_08.11.037/3 nāyaṃ śuṣkairatho nārdrairvadhamarhati dānavaḥ	Bhu-_08.11.037/3 na-ayam SuzkEH-aTo na-ArdrEH-vaDam-arhati dAnavaH
   BhP_08.11.038/1 mayāsmai yadvaro datto mṛtyurnaivārdraśuṣkayoḥ	Bhu-_08.11.038/1 mayA-asmE yat-varaH dattaH mRtyuH-na-eva-Ardra-SuzkayoH
   BhP_08.11.038/3 ato 'nyaścintanīyaste upāyo maghavan ripoḥ	Bhu-_08.11.038/3 atas anyaH-cintanIyaH-te upAyaH maGavan ripoH
   BhP_08.11.039/1 tāṃ daivīṃ giramākarṇya maghavān susamāhitaḥ	Bhu-_08.11.039/1 tAm dEvIm giram-AkarNya maGavAn su-samAhitaH
   BhP_08.11.039/3 dhyāyan phenamathāpaśyadupāyamubhayātmakam	Bhu-_08.11.039/3 DyAyan Penam-aTa-apaSyat-upAyam-uBaya-Atmakam
   BhP_08.11.040/1 na śuṣkeṇa na cārdreṇa jahāra namuceḥ śiraḥ	Bhu-_08.11.040/1 na SuzkeNa na ca-ArdreNa jahAra namuceH SiraH
   BhP_08.11.040/3 taṃ tuṣṭuvurmunigaṇā mālyaiścāvākiran vibhum	Bhu-_08.11.040/3 tam tuzwuvuH-muni-gaNAH mAlyEH-ca-avAkiran viBum
   BhP_08.11.041/1 gandharvamukhyau jagaturviśvāvasuparāvasū	Bhu-_08.11.041/1 ganDarva-muKyO jagatuH-viSvAvasu-parAvasU
   BhP_08.11.041/3 devadundubhayo nedurnartakyo nanṛturmudā	Bhu-_08.11.041/3 deva-dunduBayaH neduH-nartakyaH nanRtuH-mudA
   BhP_08.11.042/1 anye 'py evaṃ pratidvandvān vāyvagnivaruṇādayaḥ	Bhu-_08.11.042/1 anye api evam pratidvandvAn vAyu-agni-varuNa-AdayaH
   BhP_08.11.042/3 sūdayāmāsurasurān mṛgān kesariṇo yathā	Bhu-_08.11.042/3 sUdayAmAsuH-asurAn mRgAn kesariNaH yaTA
   BhP_08.11.043/1 brahmaṇā preṣito devān devarṣirnārado nṛpa	Bhu-_08.11.043/1 brahmaNA prezitaH devAn devarziH-nAradaH nRpa
   BhP_08.11.043/3 vārayāmāsa vibudhān dṛṣṭvā dānavasaṅkṣayam	Bhu-_08.11.043/3 vArayAmAsa vibuDAn dRzwvA dAnava-saFkzayam
   BhP_08.11.044/0 śrīnārada uvāca	BhP_08.11.044/0 SrI-nAradaH uvAca
   BhP_08.11.044/1 bhavadbhiramṛtaṃ prāptaṃ nārāyaṇabhujāśrayaiḥ	Bhu-_08.11.044/1 BavadBiH-amRtam prAptam nArAyaNa-Buja-ASrayEH
   BhP_08.11.044/3 śriyā samedhitāḥ sarva upāramata vigrahāt	Bhu-_08.11.044/3 SriyA sameDitAH sarve upAramata vigrahAt-
   BhP_08.11.045/0 śrīśuka uvāca	BhP_08.11.045/0 SrI-SukaH uvAca
   BhP_08.11.045/1 saṃyamya manyusaṃrambhaṃ mānayanto munervacaḥ	Bhu-_08.11.045/1 saMyamya manyu-saMramBam mAnayantaH muneH-vacaH
   BhP_08.11.045/3 upagīyamānānucarairyayuḥ sarve triviṣṭapam	Bhu-_08.11.045/3 upagIyamAna-anucarEH-yayuH sarve trivizwapam
   BhP_08.11.046/1 ye 'vaśiṣṭā raṇe tasmin nāradānumatena te	Bhu-_08.11.046/1 ye avaSizwAH raNe tasmin nArada-anumatena te
   BhP_08.11.046/3 baliṃ vipannamādāya astaṃ girimupāgaman	Bhu-_08.11.046/3 balim vipannam-AdAya astam girim-upAgaman
   BhP_08.11.047/1 tatrāvinaṣṭāvayavān vidyamānaśirodharān	Bhu-_08.11.047/1 tatra-avinazwa-avayavAn vidyamAna-SiroDarAn
   BhP_08.11.047/3 uśanā jīvayāmāsa saṃjīvanyā svavidyayā	Bhu-_08.11.047/3 uSanA jIvayAmAsa saMjIvanyA sva-vidyayA
   BhP_08.11.048/1 baliścośanasā spṛṣṭaḥ pratyāpannendriyasmṛtiḥ	Bha-a_08.11.048/1 baliH-ca-uSanasA spRzwaH pratyApanna-indriya-smRtiH
   BhP_08.11.048/3 parājito 'pi nākhidyal lokatattvavicakṣaṇaḥ	Bhu-_08.11.048/3 parAjitaH api na-aKidyat loka-tattva-vicakzaNaH
   BhP_08.12.001/0 śrībādarāyaṇiruvāca	Bhu-_08.12.001/0 SrI-bAdarAyaNiH-uvAca
   BhP_08.12.001/1 vṛṣadhvajo niśamyedaṃ yoṣidrūpeṇa dānavān	Bhu-_08.12.001/1 vRzaDvajaH niSamya-idam yozit-rUpeNa dAnavAn
   BhP_08.12.001/3 mohayitvā suragaṇān hariḥ somamapāyayat	Bhu-_08.12.001/3 mohayitvA sura-gaNAn hariH somam-apAyayat-
   BhP_08.12.002/1 vṛṣamāruhya giriśaḥ sarvabhūtagaṇairvṛtaḥ	Bhu-_08.12.002/1 vRzam-Aruhya giriSaH sarva-BUta-gaNEH-vRtaH
   BhP_08.12.002/3 saha devyā yayau draṣṭuṃ yatrāste madhusūdanaḥ	Bhu-_08.12.002/3 saha devyAH yayO drazwum yatra-Aste maDusUdanaH
   BhP_08.12.003/1 sabhājito bhagavatā sādaraṃ somayā bhavaḥ	Bhu-_08.12.003/1 saBAjitaH BagavatA sa-Adaram somayA BavaH
   BhP_08.12.003/3 sūpaviṣṭa uvācedaṃ pratipūjya smayan harim	Bhu-_08.12.003/3 su-upavizwaH uvAca-idam pratipUjya smayan harim
   BhP_08.12.004/0 śrīmahādeva uvāca	Bhu-_08.12.004/0 SrI-mahAdevaH uvAca
   BhP_08.12.004/1 devadeva jagadvyāpin jagadīśa jaganmaya	Bhu-_08.12.004/1 devadeva jagat-vyApin jagadISa jagat-maya
   BhP_08.12.004/3 sarveṣāmapi bhāvānāṃ tvamātmā heturīśvaraḥ	Bhu-_08.12.004/3 sarvezAm-api BAvAnAm tvam-AtmA hetuH-ISvaraH
   BhP_08.12.005/1 ādyantāvasya yan madhyamidamanyadahaṃ bahiḥ	Bhu-_08.12.005/1 Adi-antO=-asya yat maDyam-idam-anyat-aham bahis-
   BhP_08.12.005/3 yato 'vyayasya naitāni tat satyaṃ brahma cidbhavān	Bhu-_08.12.005/3 yatas avyayasya na-etAni tat satyam brahma cit-BavAn
   BhP_08.12.006/1 tavaiva caraṇāmbhojaṃ śreyaskāmā nirāśiṣaḥ	Bhu-_08.12.006/1 tava-eva caraNa-amBojam SreyaskAmA nirASizaH
   BhP_08.12.006/3 visṛjyobhayataḥ saṅgaṃ munayaḥ samupāsate	Bhu-_08.12.006/3 visRjya-uBayatas saFgam munayaH samupAsate
   BhP_08.12.007/1 tvaṃ brahma pūrṇamamṛtaṃ viguṇaṃ viśokam	Bhu-_08.12.007/1 tvam brahma pUrNam-amRtam viguNam viSokam
   BhP_08.12.007/3 ānandamātramavikāramananyadanyat	Bhu-_08.12.007/3 Ananda-mAtram-avikAram-ananyat-anyat
   BhP_08.12.008/1 viśvasya heturudayasthitisaṃyamānām	Bhu-_08.12.008/1 viSvasya hetuH-udaya-sTiti-saMyamAnAm
   BhP_08.12.008/3 ātmeśvaraśca tadapekṣatayānapekṣaḥ	Bhu-_08.12.008/3 Atma-ISvaraH-ca tad-apekza-tayA-anapekzaH
   BhP_08.12.009/1 ekastvameva sadasaddvayamadvayaṃ ca	Bhu-_08.12.009/1 ekaH-tvam-eva sat-asat-dvayam-advayam ca
   BhP_08.12.009/3 svarṇaṃ kṛtākṛtamiveha na vastubhedaḥ	BhP-_08.12.009/3 svarNam kRta-akRtam-iva-iha na vastu-BedaH
   BhP_08.12.010/1 ajñānatastvayi janairvihito vikalpo	Bhu-_08.12.010/1 ajQAnataH-tvayi janEH-vihitaH vikalpaH-
   BhP_08.12.010/3 yasmādguṇavyatikaro nirupādhikasya	Bhu-_08.12.010/3 yasmAt-guNa-vyatikaraH nirupADikasya
   BhP_08.12.011/1 tvāṃ brahma kecidavayanty uta dharmameke	Bhu-_08.12.011/1 tvAm brahma kecid-avayanti uta Darmam-eke
   BhP_08.12.011/3 eke paraṃ sadasatoḥ puruṣaṃ pareśam	Bhu-_08.12.011/3 eke param sat-asatoH puruzam pareSam
   BhP_08.12.012/1 anye 'vayanti navaśaktiyutaṃ paraṃ tvāṃ	Bhu-_08.12.012/1 anye avayanti nava-Sakti-yutam param tvAm
   BhP_08.12.012/3 kecin mahāpuruṣamavyayamātmatantram	Bhu-_08.12.012/3 kecid mahApuruzam-avyayam-Atma-tantram
   BhP_08.12.013/1 nāhaṃ parāyurṛṣayo na marīcimukhyā	Bhu-_08.12.013/1 na-aham para-AyuH-RzayaH na marIci-muKyA
   BhP_08.12.013/3 jānanti yadviracitaṃ khalu sattvasargāḥ	Bhu-_08.12.013/3 jAnanti yat-viracitam Kalu sattva-sargAH
   BhP_08.12.001/1 yanmāyayā muṣitacetasa īśa daitya	Bhu-_08.12.001/1 yat-mAyayA muzita-cetasaH ISa dEtya
   BhP_08.12.001/1 martyādayaḥ kimuta śaśvadabhadravṛttāḥ	Bhu-_08.12.001/1 martya-AdayaH kim-uta SaSvat-aBadra-vRttAH
   BhP_08.12.001/1 sa tvaṃ samīhitamadaḥ sthitijanmanāśaṃ	Bhu-_08.12.001/1 sa tvam samIhita-madaH sTiti-janma-nASam
   BhP_08.12.001/1 bhūtehitaṃ ca jagato bhavabandhamokṣau	Bhu-_08.12.001/1 BUtehitam ca jagataH Bava-banDa-mokzO
   BhP_08.12.001/1 vāyuryathā viśati khaṃ ca carācarākhyaṃ	Bhu-_08.12.001/1 vAyuH-yaTA viSati Kam ca carAcara-AKyam
   BhP_08.12.001/1 sarvaṃ tadātmakatayāvagamo 'varuntse	Bhu-_08.12.001/1 sarvam tad-Atmaka-tayA-avagamaH avaruntse
   BhP_08.12.001/1 avatārā mayā dṛṣṭā ramamāṇasya te guṇaiḥ	Bhu-_08.12.001/1 avatArAH mayA dRzwAH ramamANasya te guNEH
   BhP_08.12.001/1 so 'haṃ taddraṣṭumicchāmi yat te yoṣidvapurdhṛtam	Bhu-_08.12.001/1 saH aham tat-drazwum-icCAmi yat te yozit-vapuH-DRtam
   BhP_08.12.001/1 yena sammohitā daityāḥ pāyitāścāmṛtaṃ surāḥ	Bhu-_08.12.001/1 yena sammohitAH dEtyAH pAyitAH-ca-amRtam surAH
   BhP_08.12.001/1 taddidṛkṣava āyātāḥ paraṃ kautūhalaṃ hi naḥ	Bhu-_08.12.001/1 tad-didRkzavaH AyAtAH param kOtUhalam hi naH
   BhP_08.12.014/0 śrīśuka uvāca	BhP_08.12.014/0 SrI-SukaH uvAca
   BhP_08.12.014/1 evamabhyarthito viṣṇurbhagavān śūlapāṇinā	Bhu-_08.12.014/1 evam-aByarTitaH vizNuH-BagavAn SUlapANinA
   BhP_08.12.014/3 prahasya bhāvagambhīraṃ giriśaṃ pratyabhāṣata	Bhu-_08.12.014/3 prahasya BAva-gamBIram giriSam pratyaBAzata
   BhP_08.12.015/0 śrībhagavān uvāca	Bhu-_08.12.015/0 SrI-BagavAn uvAca
   BhP_08.12.015/1 kautūhalāya daityānāṃ yoṣidveṣo mayā dhṛtaḥ	Bhu-_08.12.015/1 kOtUhalAya dEtyAnAm yozit-vezaH mayA DRtaH
   BhP_08.12.015/3 paśyatā surakāryāṇi gate pīyūṣabhājane	Bhu-_08.12.015/3 paSyatA sura-kAryANi gate pIyUza-BAjane
   BhP_08.12.016/1 tat te 'haṃ darśayiṣyāmi didṛkṣoḥ surasattama	Bhu-_08.12.016/1 tat te aham darSayizyAmi didRkzoH sura-sattama
   BhP_08.12.016/3 kāmināṃ bahu mantavyaṃ saṅkalpaprabhavodayam	Bhu-_08.12.016/3 kAminAm bahu mantavyam saFkalpa-praBava-udayam
   BhP_08.12.017/0 śrīśuka uvāca	BhP_08.12.017/0 SrI-SukaH uvAca
   BhP_08.12.017/1 iti bruvāṇo bhagavāṃstatraivāntaradhīyata	BhP_08.12.017/1 iti bruvANaH BagavAn=-tatra-eva-antaraDIyata
   BhP_08.12.017/3 sarvataścārayaṃścakṣurbhava āste sahomayā	Bhu-_08.12.017/3 sarvatas-cArayan=-cakzuH-BavaH Aste saha-umayA
   BhP_08.12.018/1 tato dadarśopavane varastriyaṃ	Bhu-_08.12.018/1 tatas dadarSa-upavane vara-striyam
   vicitrapuṣpāruṇapallavadrume	vicitra-puzpa-aruNa-pallava-drume
   BhP_08.12.018/3 vikrīḍatīṃ kandukalīlayā lasad	Bhu-_08.12.018/3 vikrIxatIm kanduka-lIlayA lasat-
   dukūlaparyastanitambamekhalām	dukUla-paryasta-nitamba-meKalAm
   BhP_08.12.019/1 āvartanodvartanakampitastana prakṛṣṭahārorubharaiḥ pade	Bhu-_08.12.019/1 Avartana-udvartana-kampitaH-tana prakRzwa-hAra-uru-BarEH pade
   pade	pade
   BhP_08.12.019/3 prabhajyamānāmiva madhyataścalat padapravālaṃ nayatīṃ	Bhu-_08.12.019/3 praBajyamAnAm-iva maDyataH-calat pada-pravAlam nayatIm
   tatastataḥ	tatas-tatas-
   BhP_08.12.020/1 dikṣu bhramatkandukacāpalairbhṛśaṃ	Bhu-_08.12.020/1 dikzu Bramat-kanduka-cApalEH-BRSam
   prodvignatārāyatalolalocanām	prodvigna-tArA-Ayata-lola-locanAm
   BhP_08.12.020/3 svakarṇavibhrājitakuṇḍalollasat kapolanīlālakamaṇḍitānanām	Bhu-_08.12.020/3 sva-karNa-viBrAjita-kuNxala-ullasat kapola-nIlAlaka-maNxita-AnanAm
   BhP_08.12.021/1 ślathaddukūlaṃ kabarīṃ ca vicyutāṃ sannahyatīṃ vāmakareṇa	Bhu-_08.12.021/1 SlaTat-dukUlam kabarIm ca vicyutAm sannahyatIm vAma-kareNa
   valgunā	valgunA
   BhP_08.12.021/3 vinighnatīmanyakareṇa kandukaṃ vimohayantīṃ	Bhu-_08.12.021/3 viniGnatI-m-anya-kareNa kandukam vimohayantIm
   jagadātmamāyayā	jagat-Atma-mAyayA
   BhP_08.12.022/1 tāṃ vīkṣya deva iti kandukalīlayeṣad	Bhu-_08.12.022/1 tAm vIkzya devaH iti kanduka-lIlayA-Izat-
   vrīḍāsphuṭasmitavisṛṣṭakaṭākṣamuṣṭaḥ	vrIxA-sPuwa-smita-visRzwa-kawAkza-muzwaH
   BhP_08.12.022/3 strīprekṣaṇapratisamīkṣaṇavihvalātmā nātmānamantika umāṃ	Bhu-_08.12.022/3 strI-prekzaNa-pratisamIkzaNa-vihvala-AtmA na-AtmAnam-antikaH umAm
   svagaṇāṃśca veda	sva-gaNAn=-ca veda
   BhP_08.12.023/1 tasyāḥ karāgrāt sa tu kanduko yadā gato vidūraṃ	Bhu-_08.12.023/1 tasyAH kara-agrAt sa tu kandukaH yadA gataH vidUram
   tamanuvrajatstriyāḥ	tam-anuvrajat-striyAH
   BhP_08.12.023/3 vāsaḥ sasūtraṃ laghu māruto 'harad bhavasya devasya	Bhu-_08.12.023/3 vAsaH sa-sUtram laGu mArutaH aharat Bavasya devasya
   kilānupaśyataḥ	kila-anupaSyataH
   BhP_08.12.024/1 evaṃ tāṃ rucirāpāṅgīṃ darśanīyāṃ manoramām	Bhu-_08.12.024/1 evam tAm rucira-apAFgIm darSanIyAm manoramAm
   BhP_08.12.024/3 dṛṣṭvā tasyāṃ manaścakre viṣajjantyāṃ bhavaḥ kila	Bhu-_08.12.024/3 dRzwvA tasyAm manaH-cakre vizajjantyAm BavaH kila
   BhP_08.12.025/1 tayāpahṛtavijñānastatkṛtasmaravihvalaḥ	Bhu-_08.12.025/1 tayA-apahRta-vijQAnaH-tad-kRta-smara-vihvalaH
   BhP_08.12.025/3 bhavānyā api paśyantyā gatahrīstatpadaṃ yayau	Bhu-_08.12.025/3 BavAnyAH api paSyantyAH gata-hrIH-tad-padam yayO
   BhP_08.12.026/1 sā tamāyāntamālokya vivastrā vrīḍitā bhṛśam	BhP_08.12.026/1 sA tam-AyAntam-Alokya vivastrA vrIxitAH BRSam
   BhP_08.12.026/3 nilīyamānā vṛkṣeṣu hasantī nānvatiṣṭhata	Bhu-_08.12.026/3 nilIyamAnA vRkzezu hasantI na-anvatizWata
   BhP_08.12.027/1 tāmanvagacchadbhagavān bhavaḥ pramuṣitendriyaḥ	Bhu-_08.12.027/1 tAm-anvagacCat-BagavAn BavaH pramuzita-indriyaH
   BhP_08.12.027/3 kāmasya ca vaśaṃ nītaḥ kareṇumiva yūthapaḥ	Bhu-_08.12.027/3 kAmasya ca vaSam nItaH kareNum-iva yUTapaH
   BhP_08.12.028/1 so 'nuvrajyātivegena gṛhītvānicchatīṃ striyam	Bhu-_08.12.028/1 saH anuvrajya-ati-vegena gRhItvA-anicCatIm striyam
   BhP_08.12.028/3 keśabandha upānīya bāhubhyāṃ pariṣasvaje	Bhu-_08.12.028/3 keSabanDaH upAnIya bAhuByAm parizasvaje
   BhP_08.12.029/1 sopagūḍhā bhagavatā kariṇā kariṇī yathā	BhP_08.12.029/1 sa-upagUXA BagavatA kariNA kariNI yaTA
   BhP_08.12.029/3 itastataḥ prasarpantī viprakīrṇaśiroruhā	Bhu-_08.12.029/3 itas-tatas prasarpantI viprakIrNa-SiroruhA
   BhP_08.12.030/1 ātmānaṃ mocayitvāṅga surarṣabhabhujāntarāt	Bhu-_08.12.030/1 AtmAnam mocayitvA-aFga sura-RzaBa-Buja-antarAt
   BhP_08.12.030/3 prādravat sā pṛthuśroṇī māyā devavinirmitā	Bha-a_08.12.030/3 prAdravat sA pRTu-SroNI mAyA deva-vinirmitA
   BhP_08.12.031/1 tasyāsau padavīṃ rudro viṣṇoradbhutakarmaṇaḥ	Bhu-_08.12.031/1 tasya-asO padavIm rudraH vizNoH-adButa-karmaNaH
   BhP_08.12.031/3 pratyapadyata kāmena vairiṇeva vinirjitaḥ	Bhu-_08.12.031/3 pratyapadyata kAmena vEriNA-iva vinirjitaH
   BhP_08.12.032/1 tasyānudhāvato retaścaskandāmogharetasaḥ	Bhu-_08.12.032/1 tasya-anuDAvataH retaH-ca-skanda-amoGa-retasaH
   BhP_08.12.032/3 śuṣmiṇo yūthapasyeva vāsitāmanudhāvataḥ	Bhu-_08.12.032/3 SuzmiNaH yUTapasya-iva vAsitAm-anuDAvataH
   BhP_08.12.033/1 yatra yatrāpatan mahyāṃ retastasya mahātmanaḥ	Bhu-_08.12.033/1 yatra yatra-apatat mahyAm retaH-tasya mahAtmanaH
   BhP_08.12.033/3 tāni rūpyasya hemnaśca kṣetrāṇy āsan mahīpate	Bhu-_08.12.033/3 tAni rUpyasya hemnaH-ca kzetrANi Asan mahIpate
   BhP_08.12.034/1 saritsaraḥsu śaileṣu vaneṣūpavaneṣu ca	BhP_08.12.034/1 sarit-saraHsu SElezu vanezu-upavanezu ca
   BhP_08.12.034/3 yatra kva cāsannṛṣayastatra sannihito haraḥ	Bhu-_08.12.034/3 yatra kva ca-Asan=-RzayaH-tatra sannihitaH haraH
   BhP_08.12.035/1 skanne retasi so 'paśyadātmānaṃ devamāyayā	Bhu-_08.12.035/1 skanne retasi saH apaSyat-AtmAnam deva-mAyayA
   BhP_08.12.035/3 jaḍīkṛtaṃ nṛpaśreṣṭha sannyavartata kaśmalāt	Bhu-_08.12.035/3 jaxIkRtam nRpa-SrezWa sannyavartata kaSmalAt-
   BhP_08.12.036/1 athāvagatamāhātmya ātmano jagadātmanaḥ	Bhu-_08.12.036/1 aTa-avagata-mAhAtmyaH AtmanaH jagadAtmanaH
   BhP_08.12.036/3 aparijñeyavīryasya na mene tadu hādbhutam	Bhu-_08.12.036/3 aparijQeya-vIryasya na mene tadu ha-adButam
   BhP_08.12.037/1 tamaviklavamavrīḍamālakṣya madhusūdanaḥ	Bhu-_08.12.037/1 tam-aviklavam-avrIxam-Alakzya maDusUdanaH
   BhP_08.12.037/3 uvāca paramaprīto bibhrat svāṃ pauruṣīṃ tanum	BhP_08.12.037/3 uvAca parama-prItaH biBrat svAm pOruzIm tanum
   BhP_08.12.038/0 śrībhagavān uvāca	Bhu-_08.12.038/0 SrI-BagavAn uvAca
   BhP_08.12.038/1 diṣṭyā tvaṃ vibudhaśreṣṭha svāṃ niṣṭhāmātmanā sthitaḥ	Bhu-_08.12.038/1 dizwyA tvam vibuDa-SrezWa svAm nizWAm-AtmanA sTitaH
   BhP_08.12.038/3 yan me strīrūpayā svairaṃ mohito 'py aṅga māyayā	Bhu-_08.12.038/3 yat me strI-rUpayA svEram mohitaH api aFga mAyayA
   BhP_08.12.039/1 ko nu me 'titaren māyāṃ viṣaktastvadṛte pumān	Bhu-_08.12.039/1 kaH nu me atitaret mAyAm vizaktaH-tvad-Rte pumAn
   BhP_08.12.039/3 tāṃstān visṛjatīṃ bhāvān dustarāmakṛtātmabhiḥ	Bhu-_08.12.039/3 tAn=-tAn visRjatIm BAvAn dustarAma-kRtAtmaBiH
   BhP_08.12.040/1 seyaṃ guṇamayī māyā na tvāmabhibhaviṣyati	Bhu-_08.12.040/1 sA-iyam guNa-mayI mAyA na tvAm-aBiBavizyati
   BhP_08.12.040/3 mayā sametā kālena kālarūpeṇa bhāgaśaḥ	Bhu-_08.12.040/3 mayA sametA kAlena kAla-rUpeNa BAgaSas-
   BhP_08.12.041/0 śrīśuka uvāca	BhP_08.12.041/0 SrI-SukaH uvAca
   BhP_08.12.041/1 evaṃ bhagavatā rājan śrīvatsāṅkena satkṛtaḥ	Bhu-_08.12.041/1 evam BagavatA rAjan SrIvatsa-aFkena satkRtaH
   BhP_08.12.041/3 āmantrya taṃ parikramya sagaṇaḥ svālayaṃ yayau	Bhu-_08.12.041/3 Amantrya tam parikramya sa-gaNaH su-a-Alayam yayO
   BhP_08.12.042/1 ātmāṃśabhūtāṃ tāṃ māyāṃ bhavānīṃ bhagavān bhavaḥ	Bhu-_08.12.042/1 Atma-aMSa-BUtAm tAm mAyAm BavAnIm BagavAn BavaH
   BhP_08.12.042/3 sammatāmṛṣimukhyānāṃ prītyācaṣṭātha bhārata	Bhu-_08.12.042/3 sammatAm-Rzi-muKyAnAm prItyAcazwA-aTa BArata
   BhP_08.12.043/1 ayi vyapaśyastvamajasya māyāṃ parasya puṃsaḥ paradevatāyāḥ	Bhu-_08.12.043/1 ayi vyapaSyaH-tvam-ajasya mAyAm parasya puMsaH para-devatAyAH
   BhP_08.12.043/3 ahaṃ kalānāmṛṣabho 'pi muhye yayāvaśo 'nye	Bhu-_08.12.043/3 aham kalAnAm-RzaBaH api muhye yayA-avaSaH anye
   kimutāsvatantrāḥ	kim-uta-asvatantrAH
   BhP_08.12.044/1 yaṃ māmapṛcchastvamupetya yogāt samāsahasrānta upārataṃ	Bhu-_08.12.044/1 yam mAm-apRcCaH-tvam-upetya yogAt samA-sahasra-ante upAratam
   vai	vE
   BhP_08.12.044/3 sa eṣa sākṣāt puruṣaḥ purāṇo na yatra kālo viśate na vedaḥ	Bhu-_08.12.044/3 saH eza sAkzAt puruzaH purANaH na yatra kAlaH viSate na vedaH
   BhP_08.12.045/0 śrīśuka uvāca	BhP_08.12.045/0 SrI-SukaH uvAca
   BhP_08.12.045/1 iti te 'bhihitastāta vikramaḥ śārṅgadhanvanaḥ	Bhu-_08.12.045/1 iti te aBihitaH-tAta vikramaH SArFgaDanvanaH
   BhP_08.12.045/3 sindhornirmathane yena dhṛtaḥ pṛṣṭhe mahācalaḥ	BhP_08.12.045/3 sinDoH-nirmaTane yena DRtaH pRzWe mahA-acalaH
   BhP_08.12.046/1 etan muhuḥ kīrtayato 'nuśṛṇvato na riṣyate jātu samudyamaḥ	Bhu-_08.12.046/1 etat muhur kIrtayataH anuSRNvataH na rizyate jAtu samudyamaH
   kvacit	kvacid-
