   (Vaidya 1)	(VEdyaH 1)
   nocyate asaṅgalakṣaṇeti / na ca śāradvatīputra asaṅgasya kiṃcillakṣaṇam,	na-ucyate asaFga-lakzaNa-iti / na ca SAradvatI-putra asaFgasya kiMcid-lakzaNam,
   api tu khalu vyavahārapadametat / tenocyate asaṅgalakṣaṇā prajñāpāramitti	api tu Kalu vyavahAra-padam-etat / tena-ucyate asaFga-lakzaNA prajQApAram-itti
   / tadeavitat śāradvatīputra asaṅgalakṣaṇaṃ nirdiśyate / na ca asaṅgasya	/ tat-eavitat SAradvatI-putra asaFga-lakzaNam nirdiSyate / na ca asaFgasya
   lakṣaṇaṃ na nimittam / asaṅga iti śāradvatīputra saṅgaparijñaiṣā,	lakzaNam na nimittam / asaFgaH iti SAradvatI-putra saFga-parijQA-ezA,
   saṅgānupalabdhireṣā, saṅgayathābhūtataiṣā, saṅgaviparyāsaparijñaiṣā / na	saFga-anupalabDiH-ezA, saFga-yaTA-BUta-tA-ezA, saFga-viparyAsa-parijQA-ezA / na
   hi śāradvatīputra saṅge saṅgo cidyate, tenocyate saṅgayathā bhūtatā	hi SAradvatI-putra saFge saFgaH cidyate, tena-ucyate saFgayaTA BUta-tA
   saṅgānupalabdhiḥ / asaṅgateti śāradvatiputra iyaṃ prajñāpāramitā,	saFga-anupalabDiH / asaFga-tA-iti SAradvati-putraH iyam prajQApAramitA,
   asaṅgalakṣaṇajñānanirdeśa eṣaḥ / sarvadharmā hi śāradvtīputra	asaFga-lakzaNa-jQAna-nirdeSaH ezaH / sarva-DarmAH hi SAradvtI-putra
   asaṅgalakṣaṇāḥ / yadyasya dharmasya lakṣaṇam, tadalakṣaṇam / na hi	asaFga-lakzaNAH / yadi-asya Darmasya lakzaNam, tad-alakzaNam / na hi
   tallakṣaṇābhinitvṝttaye kaściddharmaḥ pratyupasthitaḥ / yatra ca lakṣaṇaṃ	tad-lakzaNa-aBinitvLt-taye kaScid-DarmaH pratyupasTitaH / yatra ca lakzaNam
   na saṃvidyate, taducyate alakṣaṇamiti / yaccālakṣaṇam, tatra nāsti saṅgaḥ	na saMvidyate, tat-ucyate alakzaNam-iti / yat-ca-alakzaNam, tatra na-asti saFgaH
   / saceddharmalakṣaṇamabhaviṣyat, saṅgo 'bhaviṣyatsarvadharmāṇām /	/ saced-Darma-lakzaNam-aBavizyat, saFgaH aBavizyat-sarva-DarmANAm /
   yasmāttarhi sarvadharmā iti, na punaryathocyate / yadasaṃṅgalakṣaṇam, na	yasmAt-tarhi sarva-DarmAH iti, na punar-yaTA-ucyate / yat-asaMFga-lakzaNam, na
   tacchakysṃ pravyāhartum / tatkasya hetoḥ? asattvādasaṅgalakṣaṇasya,	tad-Sakysm pravyAhartum / tat-kasya hetoH? asattvAt-asaFga-lakzaNasya,
   viviktatvādasaṅgalakṣaṇasya, anupalabdherasaṅgalakṣaṇasya / yo gi	vivikta-tvAt-asaFga-lakzaNasya, anupalabDeH-asaFga-lakzaNasya / yaH gi
   śāradavtīputra dharmo 'saṅgalakṣaṇaḥ, sa na kenacinnidarśaena	SArada-vtI-putra DarmaH asaFga-lakzaNaH, sa na kenacid-nidarSaena
   pratyupasthitaḥ, na saṅgadarśanena, api tu khalu punaḥ	pratyupasTitaH, na saFga-darSanena, api tu Kalu punar-
   sattvānāmetadasaṅgalakṣaṇanidarśanaṃ kṛtam / yaddhi śāradvatīputra	sattvAnAm-etat-asaFga-lakzaNa-nidarSanam kRtam / yat-hi SAradvatI-putra
   saṃkleśasya lakṣaṇam, tadalakṣaṇam / na hi lakṣaṇena saṃkleśaḥ	saMkleSasya lakzaNam, tad-alakzaNam / na hi lakzaNena saMkleSaH
   partyupasthitaḥ, viparyāsena śāradvagīputra saṃkleśaḥ pratyupasthitaḥ /	parti-upasTitaH, viparyAsena SAradvagIputra saMkleSaH pratyupasTitaH /
   yaśca viparyāsḥ, tadalakṣāṇam / yadalakṣaṇam, na tadvyavahāreṇāpi lakṣaṇam	yaH-ca viparyAsH, tad-alakzANam / yat-alakzaNam, na tad-vyavahAreNa-api lakzaNam
   / alakṣaṇametat / yadapi śāradvatīputra vyavadānam, tasyāpi nāsti lakṣaṇam	/ alakzaNam-etat / yat-api SAradvatI-putra vyavadAnam, tasya-api na-asti lakzaNam
   / tatkasmāddhetoḥ? saṃkleśa eva ca tāvaccāradvatīpiutra alakṣaṇaḥ, prāgrva	/ tat-kasmAt-hetoH? saMkleSaH eva ca tAvat-cAradvatI-piutra alakzaNaH, prAgrva
   vyavdānam / yā śāradvatīputra saṃkleśasya parijñā, sā yathābhūtā / na	vyavdAnam / yA SAradvatI-putra saMkleSasya parijQA, sA yaTA-BUtAH / na
   tasyāḥ kaścitsaṃkelśaḥ / viparyastāstu sattvāḥ sṃkliśyante / yaśca	tasyAH kaScid-saMkelSaH / viparyastAH-tu sattvAH sMkliSyante / yaH-ca
   viparyāsḥ, so 'bhūtaḥ / yo 'bhūtaḥ, tatra bhūtasya pariniṣpattirvā (Vaidya	viparyAsH, saH aBUtaH / yaH aBUtaH, tatra BUtasya parinizpattiH-vA (VEdya
   37) lakṣaṇaṃ vā nāsti / yaviaṃ śāradvatīputram parijñā,	37) lakzaNam vA na-asti / yaviam SAradvatI-putram parijQA,
   tadvyavadānamityucyate / saṃkleśa evālakṣaṇaḥ, prāgeva vyavdānam /	tad-vyavadAnam-iti-ucyate / saMkleSaH eva-alakzaNaH, prAk-eva vyavdAnam /
   ubhāvetau śāradvatīputra dharmāvalakṣaṇau apariniṣpattiḥ,	uBO=-etO SAradvatI-putra Darma-avalakzaNO aparinizpattiH,
   iyamasaṅgatetyucyate / asaṅgalakṣaṇāh sarvadharmā iti / sarvadharmāṇāṃ hi	iyam-asaFga-tA-iti-ucyate / asaFga-lakzaNAh sarva-DarmAH iti / sarva-DarmANAm hi
   saṅgo na saṃvidyate / asaṅgalakṣaṇeṣu hi śāardvtīputra sajjanti	saFgaH na saMvidyate / asaFga-lakzaNezu hi SAardu-tIputra sajjanti
   sarvabālapṛthagjanāḥ / ayaṃ śāradvtīputra	sarva-bAla-pRTagjanAH / ayam SAradvtI-putra
   sarvadharmāṇāmasaṅgalakṣaṇajñānagocaranirdeśaḥ / ayaṃ ca śāradvatīputra	sarva-DarmANAm-asaFga-lakzaNa-jQAna-gocara-nirdeSaH / ayam ca SAradvatI-putra
   prajñāpāramitā gocaraḥ / asaṅgalakṣaṇsjñānagocarā hi śāradvatīputra	prajQApAramitA gocaraH / asaFga-lakzaNH-jQAna-gocarA hi SAradvatI-putra
   parjñāpāramitā / tenocyate anantagocarā prajñāpāramteti / yā asaṅgatā, sā	parjQApAramitA / tena-ucyate ananta-gocarA prajQApAramtA-iti / yA asaFga-tA, sA
   anantaviṣayajñānagocarā / gocara iti śāradvatīputra	ananta-vizaya-jQAna-gocarA / gocaraH iti SAradvatI-putra
   agocarasyaitadadhivacanam / n ahi śāradvtīputra gocaranidarśanalakṣaṇena	agocarasya-etat-aDivacanam / n ahi SAradvtI-putra gocara-nidarSana-lakzaNena
   prajñāpāramitā bhāvyate / viṣaya iti śāradvatīputra aviṣaya e ṣa dharmāṇām	prajQApAramitA BAvyate / vizayaH iti SAradvatI-putra avizayaH e za DarmANAm
   eṣā yathābhūtatā, yathāvattā / sarvadharmā hi aviṣayāḥ, aviṣayatvāt /	ezA yaTABUta-tA, yaTAvat-tA / sarva-DarmAH hi avizayAH, avizaya-tvAt /
   yaivaṃ dharmāṇāṃ parijñā, ayamucyate viṣaygocara iti, na punaryathocyate /	yA-evam DarmANAm parijQA, ayam-ucyate vizaygocaraH iti, na punar-yaTA-ucyate /
   ya evaṃ sarvadahrmaparijñayā na kvacitsaṅgaḥ, idamucyate asaṅgalakṣaṇamiti	yaH evam sarva-dahrma-parijQayA na kvacid-saFgaH, idam-ucyate asaFga-lakzaNam-iti
   / tenocyate asaṅgalakṣaṇā prajñāpāramtiā iti //	/ tena-ucyate asaFga-lakzaNA prajQApAramtiAH iti //
   eṣvevaṃrūpeṣu śāradvatīputra dharmeṣu na bahavaḥ sahāyakāḥ pratilabhyante	ezu-evaMrUpezu SAradvatI-putra Darmezu na bahavaH sahAyakAH pratilaByante
   / tathāgatajñānaviṣayanirdeśa eṣaḥ, yaivaṃ dharmāṇāṃ sūcanā saṃprakāśanā	/ taTAgata-jQAna-vizaya-nirdeSaH ezaH, yA-evam DarmANAm sUcanA saMprakASanA
   vibhājanā / na hyeṣu śāradvatīputra dharmeṣu kaścidanyaḥ sahāyaḥ, anyatra	viBAjanA / na hi-ezu SAradvatI-putra Darmezu kaScid-anyaH sahAyaH, anyatra
   dṛṣṭasatyaiḥ śrāvakairavinivartanīyairvā	dRzwa-satyEH SrAvakEH-avinivartanIyEH-vA
   bodhisattvairmahāsatvairdṛṣṭisaṃpannairvā pudgalairapratyudāvartanīyaiḥ /	boDisattvEH-mahAsatvEH-dRzwi-saMpannEH-vA pudgalEH-apratyudAvartanIyEH /
   teṣāmapi tāvacchāradvatīputra dṛṣṭisaṃpannānāmeṣu dharmeṣu caritānāṃ	tezAm-api tAvat-SAradvatI-putra dRzwi-saMpannA-nAm-ezu Darmezu caritAnAm
   saṃśayaḥ syāt / niḥsaṃśayaḥ śāradvatīputra kāyasākṣī ca bodhisattvaśca	saMSayaH syAt / niHsaMSayaH SAradvatI-putra kAya-sAkzI ca boDisattvaH-ca
   pratilabdhakṣāntikaḥ / abhūmireṣu śāradvatīputra dharmeṣu	pratilabDa-kzAntikaH / aBUmiH-ezu SAradvatI-putra Darmezu
   bālapṛthagjanānām / nāyaṃ śāradvatīputra prajñāpāramitānirdeśo	bAla-pRTagjanAnAm / na-ayam SAradvatI-putra prajQApAramitA-nirdeSaH-
   hīnādhimuktikānāṃ sattvānāṃ hastaṃ gamiṣyati /	hIna-aDimuktikAnAm sattvAnAm hastam gamizyati /
   pariśuddhakuśalamūlasamanvāgatāste śāradvatīputra sattvā bhaviṣyanti	pariSudDa-kuSala-mUla-samanvAgatAH-te SAradvatI-putra sattvAH Bavizyanti
   bahubuddhaparyupāsitāḥ, yeṣāmayaṃ prajñāpāramitānirdeśo hastaṃ gamiṣyati /	bahu-budDa-paryupAsitAH, yezAm-ayam prajQApAramitA-nirdeSaH hastam gamizyati /
   avaropitakuśalamūlāste sattvā bhaviṣyanti kalyāṇāśayāḥ, kṛtādhikārā	avaropita-kuSala-mUlAH-te sattvAH Bavizyanti kalyANa-ASayAH, kRta-aDikArA
   buddheṣu bhagavatsu bodhāyāvaropitabuddhabījā buddhayānasamārūḍhā	budDezu Bagavatsu boDAya-avaropita-budDa-bIjA budDa-yAna-samArUXA
   buddhānāṃ bhagavatāmāsannasthāyino yoniśaḥ praśnapṛcchakāḥ, yeṣāmayaṃ	budDAnAm BagavatAm-Asanna-sTAyinaH yoniSas praSna-pRcCakAH, yezAm-ayam
   prajñāpāramitānirdeśo hastaṃ gamiṣyati / āsannāste kṣāntipratilambhasya,	prajQApAramitA-nirdeSaH hastam gamizyati / AsannAH-te kzAnti-pratilamBasya,
   kṣāntipratilabdhā vā bhaviṣyanti, yeṣāmayaṃ prajñāpāramitānirdeśo hastaṃ	kzAnti-pratilabDA vA Bavizyanti, yezAm-ayam prajQApAramitA-nirdeSaH hastam
   gamiṣyati / ye ca vyākṛtāḥ, te kṣipramanuttarāṃ	gamizyati / ye ca vyAkRtAH, te kzipram-anuttarAm
   samyaksaṃbodhimabhisaṃbhotsyante sthāpayitvā praṇidhānavaśāt / ye na	samyaksaMboDim-aBisaMBotsyante sTApayitvA praNiDAna-vaSAt / ye na
   vyākṛtāḥ, te kṣipraṃ saṃmukhaṃ vyākaraṇaṃ pratilapsyante, atha ca	vyAkRtAH, te kzipram saMmuKam vyAkaraNam pratilapsyante, aTa ca
   śāradvatīputra vyākṛtā eva te mantavyāḥ saṃmukhavyākaraṇena / na hi	SAradvatI-putra vyAkRtAH eva te mantavyAH saMmuKa-vyAkaraNena / na hi
   śāradvatīputra aparipakvakuśalamūlānāṃ sattvānāmayaṃ sūtrāntaḥ	SAradvatI-putra aparipakva-kuSala-mUlAnAm sattva-anAm-ayam sUtrAntaH
   śrotrapathamapyāgamiṣyati, kimaṅga punaryadetaṃ sūtrāntaṃ pratilabheran vā	Srotra-paTam-api-Agamizyati, kim-aFga punar-yat-etam sUtrAntam pratilaBeran vA
   lekhayeyurvā ārādhayeyurvā uddiśeyurvā dhyāyeran vā, parebhyo vā vistareṇa	leKayeyuH-vA ArADayeyuH-vA uddiSeyuH-vA DyAyeran vA, pareByaH vA vistareNa
   saṃprakāśayeyuḥ, naitatsthānaṃ vidyate / paripakvakuśalamūlāste	saMprakASayeyuH, na-etat-sTAnam vidyate / paripakva-kuSala-mUlAH-te
   śāradvatīputra sattvāḥ, ya imaṃ sūtrāntaṃ śroṣyanti likhiṣyanti	SAradvatI-putra sattvAH, ye imam sUtrAntam Srozyanti liKizyanti
   vācayiṣyanti svādhyāsyanti / kiṃcāpi śāradvatīputra (Vaidya 38)	vAcayizyanti su-ADyAsyanti / kiMca-api SAradvatI-putra (VEdyaH 38)
   uttaptakuśalamūlānāṃ sattvānāmayaṃ dharmaparyāyo hastaṃ gamiṣyati / api tu	uttapta-kuSala-mUlAnAm sattva-anAm-ayam Darma-paryAyaH hastam gamizyati / api tu
   khalu punaḥ śāradvatīputra ārocayāmi te, prativedayāmi te / na tena	Kalu punar SAradvatI-putraH ArocayAmi te, prativedayAmi te / na tena
   kulaputreṇa vā kuladuhitrā vā bodhisattvayānīyena vā śrāvakayānīyena vā	kula-putreNa vA kula-duhitrA vA boDisattvayAnIyena vA SrAvakayAnIyena vA
   imān dharmān pratilabhya alpotsukena bhavitavyam, kusīdena vā	imAn DarmAn pratilaBya alpa-utsukena Bavitavyam, kusIdena vA
   middhabahulena vā asaṃprajñena vā anupasthitasmṛtinā vā vikṣiptacittena vā	midDa-bahulena vA asaMprajQena vE anupasTita-smRtinA vA vikzipta-cittena vA
   āmiṣagṛddhena vā lolena vā mukhareṇa vā tundena vā pragalbhena vā	Amiza-gRdDena vA lolena vA muKareNa vA tundena vA pragalBena vA
   prākṛtendriyeṇa vā / kiṃcāpi śāradvatīputra kuśalamūlāni kṛtāni na	prAkRta-indriyeNa vA / kiMca-api SAradvatI-putra kuSala-mUlAni kRtAni na
   visaṃvādayanti / api tu khalu imān dharmān labdhvā bodhisattvena bhūyasyā	visaMvAdayanti / api tu Kalu imAn DarmAn labDvA boDisattvena BUyasyA
   mātrayā apramādaśca vīryaṃ ca utsāhaśca chandaśca akausīdyaṃ ca	mAtrayA apramAdaH-ca vIryam ca utsAhaH-ca CandaH-ca akOsIdyam ca
   saṃvṛtendriyatā ca amukharatā cāsevitavyā, smṛtyupasthāneṣu bāhuśrutyeṣu	saMvRta-indriya-tA ca amuKara-tA ca-AsevitavyA, smRti-upasTAnezu bAhu-Srutyezu
   ca yogaḥ karaṇīyaḥ / ārabdhavīryeṇa caiṣāmevaṃrūpāṇāṃ guṇānāṃ paripūraye	ca yogaH karaNIyaH / ArabDa-vIryeNa ca-ezAm-evaMrUpANAm guNAnAm paripUraye
   vyāyantavyam / naitacchāradvatīputra evaṃrūpāṇāṃ dharmāṇāṃ śravaṇaphalam,	vyAyantavyam / na-etat-SAradvatI-putraH evaMrUpANAm DarmANAm SravaNa-Palam,
   yadbodhisattvo vā śrāvakayāniko vā evaṃrūpān dharmān śrutvā	yat-boDisattvaH vA SrAvaka-yAnikaH vE evaMrUpAn DarmAn SrutvA
   pramādamāpadyeta, viśvāsaṃ vā gacchet, chandaṃ vā parihīyeta, vīryaṃ vā	pramAdam-Apadyeta, viSvAsam vA gacCet, Candam vA parihIyeta, vIryam vA
   hāpayet, śaithilyaṃ vopadarśayet, vyāpādabahulo vā bhavet / naitatsaphalaṃ	hApayet, SETilyam vA-upadarSayet, vyApAda-bahulaH vA Bavet / na-etat-saPalam
   bhavet, nāpi tena ime evaṃrūpā dharmāḥ śrutā bhaveyuḥ / śrutamapi	Bavet, na-api tena ime evaMrUpAH DarmAH SrutAH BaveyuH / Srutam-api
   śāradvatīputra bhūtapratipatteretadadhivacanam, na vipratipatteḥ / na hi	SAradvatI-putra BUta-pratipatteH-etat-aDivacanam, na vipratipatteH / na hi
   śāradvatīputra vipratipannena ayaṃ dharmaḥ śruto bhavati /	SAradvatI-putra vipratipannena ayam DarmaH SrutaH Bavati /
   śrutārthakuśalaiḥ śāradvatīputra yuṣmābhirbhavitavyaṃ pratipattisthitaiḥ /	Sruta-arTa-kuSalEH SAradvatI-putra yuzmABiH-Bavitavyam pratipatti-sTitEH /
   nāsti śāradvatīputra vipratipannānāmānulomikī kṣāntiḥ / pratipattireṣā	na-asti SAradvatI-putra vipratipannAnAm-AnulomikI kzAntiH / pratipattiH-ezA
   śāradvatīputra asmin dharme ucyate, yo yathānirdiṣṭeṣu dharmeṣu	SAradvatI-putra asmin Darme ucyate, yaH yaTA-nirdizwezu Darmezu
   pratipadyate / kṣāntisaṃpannasya śāradvatīputra pudgalasya	pratipadyate / kzAnti-saMpannasya SAradvatI-putra pudgalasya
   pratipattisthitasya na bhūyo 'pāyagamanaṃ bhavati, kṣipraṃ caiṣu dharmeṣu	pratipatti-sTitasya na BUyas apAya-gamanam Bavati, kzipram ca-ezu Darmezu
   samudāgacchati / na avaramātrakeṇa kuśalamūlena viśvāsamāpattavyam /	samudAgacCati / na avara-mAtrakeNa kuSala-mUlena viSvAsam-Apattavyam /
   anikṣiptadhureṇāpi viśvāso na kartavyaḥ, yāvadeṣu dharmeṣu pariniṣpatsyata	anikzipta-DureNa-api viSvAsaH na kartavyaH, yAvat-ezu Darmezu parinizpatsyata
   iti / yaḥ śāradvatīputra eṣu dharmeṣu pariniṣpannaḥ śikṣito	iti / yaH SAradvatI-putraH ezu Darmezu parinizpannaH SikzitaH-
   labdhakṣāntirna bhūyasā apāyagamanasaṃvartanīyaṃ karma kuryāt / na cāsya	labDa-kzAntiH-na BUyasA apAya-gamana-saMvartanIyam karma kuryAt / na ca-asya
   bhūyaḥ kausīdyaṃ vā hīnabhāgīyaṃ vā bhavet / nāpi tasya	BUyas kOsIdyam vA hIna-BAgIyam vA Bavet / na-api tasya
   pratyudāvartanabhayaṃ bhavet / nāpi śaithilyamāpadyeta / tatkasya hetoḥ?	pratyudAvartana-Bayam Bavet / na-api SETilyam-Apadyeta / tat-kasya hetoH?
   parijñāto hi śāradvatīputra tena bhavati saṃkleśaśca vyavadānaṃ ca, dṛṣṭaṃ	parijQAtaH hi SAradvatI-putra tena Bavati saMkleSaH-ca vyavadAnam ca, dRzwam
   ca tena yathābhūtaṃ bhavati - sarvadharmā viparyāsasamutthitā abhūtā iti /	ca tena yaTABUtam Bavati  sarva-DarmAH viparyAsa-samutTitAH aBUtAH iti /
   sa evaṃ samyagdarśī kṣāntisaṃpanno bhavati sūrato 'mandavān (?)	saH evam samyak-darSI kzAnti-saMpannaH Bavati sUrataH amandavAn (?)
   śīlaviśuddhisthita ācāragocaracāritrasaṃvarasaṃpannaḥ / devā api	SIla-viSudDi-sTitaH AcAra-gocara-cAritra-saMvara-saMpannaH / devAH api
   śāradvatīputra tathārūpebhyaḥ spṛhayanti prāgeva manuṣyāḥ / devānāmapi te	SAradvatI-putra taTArUpeByaH spRhayanti prAk-eva manuzyAH / devAnAm-api te
   tathārūpāḥ sattvāḥ spṛhaṇīyā bhavanti prāgeva manuṣyāṇām / devānāmapi te	taTArUpAH sattvAH spRhaNIyAH Bavanti prAk-eva manuzyANAm / devAnAm-api te
   satkārārhā bhavanti prāgeva manuṣyāṇām / devairapi te rakṣaṇīyā bhavanti	satkAra-arhAH Bavanti prAk-eva manuzyANAm / devEH-api te rakzaNIyAH Bavanti
   prāgeva manuṣyaiḥ / devanāgayakṣarākṣasagaruḍagandharvairapi te rakṣaṇīyā	prAk-eva manuzyEH / deva-nAga-yakza-rAkzasa-garuxa-ganDarvEH-api te rakzaNIyA
   bhavanti, teṣāṃ ca rakṣāvaraṇaguptaye samutsukā bhavantīti //	Bavanti, tezAm ca rakzA-AvaraNa-guptaye samutsukAH Bavanti-iti //
   āryaprajñāpāramitāyāmaupamyaparivarto nāma caturthaḥ //	Arya-prajQApAramitAyAm-Opamya-parivartaH nAma caturTaH //
   START Svp 5	START Svp 5
   (Vaidya 39)	(VEdyaH 39)
   5 subhūtiparivartaḥ pañcamaḥ /	5 suBUti-parivartaH paQcamaH /
   atha khalvāyuṣmān śāradvatīputra āyuṣmantaṃ subhūtimetadavocat -	aTa Kalu-AyuzmAn SAradvatI-putraH Ayuzmantam suBUtim-etat-avocat -
   kimāyuṣman subhūte tūṣṇīṃbhāvenātināmayasi? kiṃ na pratibhāti te	kim-Ayuzman suBUte tUzNIMBAvena-atinAmayasi? kim na pratiBAti te
   prajñāpāramitāmārabhya ayaṃ śāstā svayaṃ saṃmukhībhūtaḥ, iyaṃ ca parṣad	prajQApAramitAm-AraBya ayam SAstA svayam saMmuKIBUtaH, iyam ca parzad
   bhājanībhūtā gambhīrāyā dharmadeśanāyāḥ? śuddheyamāyuṣman subhūte parṣat,	BAjanIBUtAH gamBIrAyAH Darma-deSanAyAH? SudDA-iyam-Ayuzman suBUte parzat,
   ākāṅkṣati ca gambhīraṃ dharmaṃ śrotum //	AkAFkzati ca gamBIram Darmam Srotum //
   evamukte āyuṣmān subhūtirāyuṣmantaṃ śāriputramevamāha - nāhaṃ tamāyuṣman	evam-ukte AyuzmAn suBUtiH-Ayuzmantam SAriputram-evam-Aha  na-aham tam-Ayuzman
   dharmaṃ samanupaśyāmi yaṃ me ārabhya pratibhāyāt - na cāhamāyuṣman	Darmam samanupaSyAmi yam me AraBya pratiBAyAt  na ca-aham-Ayuzman
   śāradvatīputra prajñāpāramitāṃ samanupaśyāmi, na ca bodhisattvaṃ nāpi	SAradvatI-putra prajQApAramitAm samanupaSyAmi, na ca boDisattvam na-api
   pratibhānam, nāpi yatpratibhāyāt, nāpi yena pratibhāyāt, nāpi yataḥ	pratiBAnam, na-api yad-pratiBA-AyAt, na-api yena pratiBA-AyAt, na-api yatas-
   pratibhāyāt / evaṃ samanupaśyan nāhamāyuṣman śāradvatīputra	pratiBAyAt / evam samanupaSyan na-aham-Ayuzman SAradvatI-putra
   prajñāpāramitāṃ bodhisattvānāṃ mahāsattvānāṃ yacca pratibhāyāt, yena ca	prajQApAramitAm boDisattvAnAm mahAsattvAnAm yat-ca pratiBAyAt, yena ca
   pratibhāyāt, yataśca pratibhāyāt, yasya ca pratibhāyāt, kimiti	pratiBAya-at, yatas-ca pratiBA-AyAt, yasya ca pratiBAya-at, kim-iti
   nirdekṣyāmi, kiṃ me ārabhya pratibhāsyati / eṣaivātra āyuṣman	nirdekzyAmi, kim me AraBya pratiBAsyati / ezA-eva-atra Ayuzman
   śāradvatīputra prajñāpāramitā yo 'vyāhāraḥ, anudāhāraḥ, anabhihāraḥ,	SAradvatI-putra prajQApAramitA yaH avyAhAraH, anudAhAraH, anaBihAraH,
   anabhilāpaḥ / na hi āyuṣman śāradvatīputra prajñāpāramitā śakyodāhārtuṃ	anaBilApaH / na hi Ayuzman SAradvatI-putra prajQApAramitA SakyaH-dAha-Artum
   vā, pravyāhartuṃ vā, abhilapituṃ vā / yaivaṃ visarjanā, iyaṃ	vA, pravyAhartum vA, aBilapitum vA / yA-evam visarjanA, iyam
   prajñāpāramitā / na hi āyuṣman śāradvatīputra prajñāpāramitā atītā vā	prajQApAramitA / na hi Ayuzman SAradvatI-putra prajQApAramitA atItA vA
   anāgatā vā pratyutpannā vā / na hi āyuṣman śāradvatīputra prajñāpāramitā	anAgatA vA pratyutpannA vA / na hi Ayuzman SAradvatI-putra prajQApAramitA
   atītalakṣaṇā vā śakyā nirdeṣṭum, anāgatalakṣaṇā vā pratyutpannalakṣaṇā vā	atIta-lakzaNA vA SakyA nirdezwum, anAgata-lakzaNAH vA pratyutpanna-lakzaNA vA
   / alakṣaṇā avyavahārā eṣā āyuṣman śāradvatīputra prajñāpāramitā /	/ alakzaNAH avyavahArAH ezA Ayuzman SAradvatI-putra prajQApAramitA /
   nāhamāyuṣman śāradvatīputra prajñāpāramitāyā lakṣaṇaṃ samanupaśyāmi, yena	na-aham-Ayuzman SAradvatI-putra prajQApAramitAyAH lakzaNam samanupaSyAmi, yena
   lakṣaṇena prajñāpāramitā nirdiśyeta / na hi āyuṣman śāradvatīputra	lakzaNena prajQApAramitA nirdiSyeta / na hi Ayuzman SAradvatI-putra
   yadrūpasya atītalakṣaṇaṃ vā anāgatalakṣaṇaṃ vā pratyutpannalakṣaṇaṃ vā, sā	yat-rUpasya atIta-lakzaNam vA anAgata-lakzaNam vA pratyutpanna-lakzaNam vA, sA
   prajñāpāramitā / nāpi yadvedanāsaṃjñāsaṃskāravijñānānāmatītalakṣaṇaṃ vā	prajQApAramitA / na-api yad-vedanA-saMjQA-saMskAra-vijQAnAnAm-atIta-lakzaNam vA
   anāgatalakṣaṇaṃ vā pratyutpannalakṣaṇaṃ vā sā prajñāpāramitā / yacca	anAgata-lakzaNam vA pratyutpanna-lakzaNam vA sA prajQApAramitA / yat-ca
   āyuṣman śāradvatīputra atītānāgatapratyutpannarūpalakṣaṇasya tathatā	Ayuzman SAradvatI-putra atIta-anAgata-pratyutpanna-rUpa-lakzaNasya taTatA
   avitathatā ananyatathatā yāvattathatā, sā prajñāpāramitā / yā ca	avitaTa-tA ananyataTatA yAvat-taTatA, sA prajQApAramitA / yA ca
   atītānāgatapratyutpannānāṃ vedanāsaṃjñāsaṃskāravijñānānāṃ tathatā	atIta-anAgata-pratyutpannAnAm vedanA-saMjQA-saMskAra-vijQAnAnAm taTatA
   avitathatā ananyatathatā yāvattathatā, iyaṃ prajñāpāramitā / yā ca āyuṣman	avitaTa-tA ananyataTatA yAvat-taTatA, iyam prajQApAramitA / yA ca Ayuzman
   śāradvatīputra atītānāgatapratyutpannasya	SAradvatI-putra atIta-anAgata-pratyutpannasya
   rūpavedanāsaṃjñāsaṃskāravijñānalakṣaṇasya tathatā avitathatā ananyatathatā	rUpa-vedanA-saMjQA-saMskAra-vijQAna-lakzaNasya taTatA avitaTa-tA ananyataTatA
   yāvattathatā, sā na śakyā prajñapayituṃ vā udāhartuṃ vā abhilapituṃ vā	yAvat-taTatA, sA na SakyA prajQapayitum vE udAhartum vE aBilapitum vA
   vākkarmaṇā vā visarjayitum / ya āyuṣman śāradvatīputra evaṃ	vAkkarmaNA vA visarjayitum / yaH Ayuzman SAradvatI-putraH evam
   prajñāpāramitānirdeśamavatarati, sa prajñāpāramitāṃ budhyate / na hi	prajQApAramitA-nirdeSam-avatarati, sa prajQApAramitAm buDyate / na hi
   āyuṣman śāradvatīputra prajñāpāramitā kasyaciddharmasya nirdeśalakṣaṇena	Ayuzman SAradvatI-putra prajQApAramitA kasyacid-Darmasya nirdeSa-lakzaNena
   pratyupasthitā, na rūpanidarśanalakṣaṇena pratyupasthitā, na	pratyupasTitA, na rUpa-nidarSana-lakzaNena pratyupasTitA, na
   vedanāsaṃjñāsaṃskāravijñānanirdeśalakṣaṇena pratyupasthitā, na	vedanA-saMjQA-saMskAra-vijQAna-nirdeSa-lakzaNena pratyupasTitA, na
   saṃskāranirdeśalakṣaṇena, na pratītyasamutpādanirdeśalakṣaṇena, na	saMskAra-nirdeSa-lakzaNena, na pratItyasamutpAda-nirdeSa-lakzaNena, na
   nāmarūpalakṣaṇena, nātmalakṣaṇena, na sattvalakṣaṇena, na	nAma-rUpa-lakzaNena, na-Atma-lakzaNena, na sattva-lakzaNena, na
   dharmadhātulakṣaṇena, na saṃyogalakṣaṇena, na visaṃyogalakṣaṇena, na	DarmaDAtu-lakzaNena, na saMyoga-lakzaNena, na visaMyoga-lakzaNena, na
