   BhP_09.01.001/0 śrīrājovāca	BhP_09.01.001/0 SrI-rAjA-uvAca
   BhP_09.11.014/2 śatrughnaśca madhoḥ putraṃ lavaṇaṃ nāma rākṣasam	Bhu-_09.11.014/2 SatruGnaH-ca maDoH putram lavaNam nAma rAkzasam
   BhP_09.11.014/3 hatvā madhuvane cakre mathurāṃ nāma vai purīm	Bhu-_09.11.014/3 hatvA maDuvane cakre maTurAm nAma vE purIm
   BhP_09.11.015/1 munau nikṣipya tanayau sītā bhartrā vivāsitā	Bhu-_09.11.015/1 munO nikzipya tanayO sItA BartrA vivAsitA
   BhP_09.11.015/2 dhyāyantī rāmacaraṇau vivaraṃ praviveśa ha	Bhu-_09.11.015/2 DyAyantI rAma-caraNO vivaram praviveSa ha
   BhP_09.11.016/1 tac chrutvā bhagavān rāmo rundhannapi dhiyā śucaḥ	Bhu-_09.11.016/1 tat SrutvA BagavAn rAmaH runDan=-api DiyA SucaH
   BhP_09.11.016/2 smaraṃstasyā guṇāṃstāṃstān nāśaknodroddhumīśvaraḥ	Bhu-_09.11.016/2 smaran=-tasyAH guNAn=-tAn=-tAn na-aSakna-udra-udDum-ISvaraH
   BhP_09.11.017/1 strīpuṃprasaṅga etādṛk sarvatra trāsamāvahaḥ	Bhu-_09.11.017/1 strI-puMprasaFgaH etAdRS sarvatra trAsam-AvahaH
   BhP_09.11.017/2 apīśvarāṇāṃ kimuta grāmyasya gṛhacetasaḥ	Bhu-_09.11.017/2 api-ISvarANAm kim-uta grAmyasya gRha-cetasaH
   BhP_09.11.018/1 tata ūrdhvaṃ brahmacaryaṃ dhāryannajuhot prabhuḥ	Bhu-_09.11.018/1 tatas UrDvam brahmacaryam DAryan=-ajuhot praBuH
   BhP_09.11.018/2 trayodaśābdasāhasramagnihotramakhaṇḍitam	Bhu-_09.11.018/2 trayodaSa-abda-sAhasram-agnihotram-aKaNxitam
   BhP_09.11.019/1 smaratāṃ hṛdi vinyasya viddhaṃ daṇḍakakaṇṭakaiḥ	Bhu-_09.11.019/1 smaratAm hRdi vinyasya vidDam daNxaka-kaNwakEH
   BhP_09.11.019/2 svapādapallavaṃ rāma ātmajyotiragāt tataḥ	Bhu-_09.11.019/2 sva-pAda-pallavam rAmaH Atma-jyotiH-agAt tatas-
   BhP_09.11.020/1 nedaṃ yaśo raghupateḥ surayācñayātta	Bhu-_09.11.020/1 na-idam yaSaH raGupateH surayAcQayA-atta
   BhP_09.11.020/2 līlātanoradhikasāmyavimuktadhāmnaḥ	Bhu-_09.11.020/2 lIlA-tanoH-aDika-sAmya-vimukta-DAmnaH
   BhP_09.10.020/3 rakṣovadho jaladhibandhanamastrapūgaiḥ	Bhu-_09.10.020/3 rakzaH-vaDaH jalaDi-banDanam-astra-pUgEH
   BhP_09.10.020/4 kiṃ tasya śatruhanane kapayaḥ sahāyāḥ	Bhu-_09.10.020/4 kim tasya Satru-hanane kapayaH sahAyAH
   BhP_09.11.021/1 yasyāmalaṃ nṛpasadaḥsu yaśo 'dhunāpi	Bhu-_09.11.021/1 yasya-amalam nRpa-sadaHsu yaSaH aDunA-api
   BhP_09.11.021/2 gāyantyaghaghnamṛṣayo digibhendrapaṭṭam	Bhu-_09.11.021/2 gAyanti-aGa-Gnam-RzayaH digiBa-indra-pawwam
   BhP_09.11.021/3 taṃ nākapālavasupālakirīṭajuṣṭa	Bhu-_09.11.021/3 tam nAka-pAlavasupAla-kirIwa-juzwa
   BhP_09.11.021/4 pādāmbujaṃ raghupatiṃ śaraṇaṃ prapadye	Bhu-_09.11.021/4 pAda-ambujam raGupatim SaraNam prapadye
   BhP_09.11.022/1 sa yaiḥ spṛṣṭo 'bhidṛṣṭo vā saṃviṣṭo 'nugato 'pi vā	Bhu-_09.11.022/1 sa yEH spRzwaH aBidRzwaH vA saMvizwaH anugataH api vA
   BhP_09.11.022/2 kosalāste yayuḥ sthānaṃ yatra gacchanti yoginaḥ	Bhu-_09.11.022/2 kosalAH-te yayuH sTAnam yatra gacCanti yoginaH
   BhP_09.11.023/1 puruṣo rāmacaritaṃ śravaṇairupadhārayan	Bhu-_09.11.023/1 puruzaH rAma-caritam SravaNEH-upaDArayan
   BhP_09.11.023/2 ānṛśaṃsyaparo rājan karmabandhairvimucyate	Bhu-_09.11.023/2 AnRSaMsya-paraH rAjan karma-banDEH-vimucyate
   BhP_09.11.024/0 śrīrājovāca	BhP_09.11.024/0 SrI-rAjA-uvAca
   BhP_09.11.024/1 kathaṃ sa bhagavān rāmo bhrāt-n vā svayamātmanaḥ	Bhu-_09.11.024/1 kaTam sa BagavAn rAmaH BrAt-n vA svayam-AtmanaH
   BhP_09.11.024/2 tasmin vā te 'nvavartanta prajāḥ paurāśca īśvare	Bhu-_09.11.024/2 tasmin vA te anvavartanta prajAH pOrAH-ca ISvare
   BhP_09.11.025/0 śrībādarāyaṇiruvāca	Bhu-_09.11.025/0 SrI-bAdarAyaNiH-uvAca
   BhP_09.11.025/1 athādiśaddigvijaye bhrāt-ṃstribhuvaneśvaraḥ	Bhu-_09.11.025/1 aTa-AdiSat-diS-vijaye BrAt-n=-triBuvana-ISvaraH
   BhP_09.11.025/2 ātmānaṃ darśayan svānāṃ purīmaikṣata sānugaḥ	Bhu-_09.11.025/2 AtmAnam darSayan svAnAm purIm-Ekzata sa-anugaH
   BhP_09.11.026/1 āsiktamārgāṃ gandhodaiḥ kariṇāṃ madaśīkaraiḥ	Bhu-_09.11.026/1 Asikta-mArgAm ganDodEH kariNAm mada-SIkarEH
   BhP_09.11.026/2 svāminaṃ prāptamālokya mattāṃ vā sutarāmiva	BhP_09.11.026/2 svAminam prAptam-Alokya mattAm vA sutarAm-iva
   BhP_09.11.027/1 prāsādagopurasabhā caityadevagṛhādiṣu	BhP_09.11.027/1 prAsAda-gopura-saBA cEtya-deva-gRha-Adizu
   BhP_09.11.027/2 vinyastahemakalaśaiḥ patākābhiśca maṇḍitām	Bhu-_09.11.027/2 vinyasta-hema-kalaSEH patAkABiH-ca maNxitAm
   BhP_09.11.028/1 pūgaiḥ savṛntai rambhābhiḥ paṭṭikābhiḥ suvāsasām	Bhu-_09.11.028/1 pUgEH savRntEH ramBABiH pawwikABiH suvAsasAm
   BhP_09.11.028/2 ādarśairaṃśukaiḥ sragbhiḥ kṛtakautukatoraṇām	Bhu-_09.11.028/2 AdarSEH-aMSukEH sragBiH kRta-kOtuka-toraNAm
   BhP_09.11.029/1 tamupeyustatra tatra paurā arhaṇapāṇayaḥ	Bhu-_09.11.029/1 tam-upeyuH-tatra tatra pOrAH arhaNa-pANayaH
   BhP_09.11.029/2 āśiṣo yuyujurdeva pāhīmāṃ prāk tvayoddhṛtām	Bhu-_09.11.029/2 ASizaH yuyujuH-deva pAhi-imAm prAk tvayA-udDRtAm
   BhP_09.11.030/1 tataḥ prajā vīkṣya patiṃ cirāgataṃ didṛkṣayotsṛṣṭagṛhāḥ	Bhu-_09.11.030/1 tatas prajAH vIkzya patim cira-Agatam didRkzayA-utsRzwa-gRhAH
   striyo narāḥ	striyaH narAH
   BhP_09.11.030/2 āruhya harmyāṇyaravindalocanam atṛptanetrāḥ	Bhu-_09.11.030/2 Aruhya harmyANi-aravinda-locanam atRpta-netrAH
   kusumairavākiran	kusumEH-avAkiran
   BhP_09.11.031/1 atha praviṣṭaḥ svagṛhaṃ juṣṭaṃ svaiḥ pūrvarājabhiḥ	Bhu-_09.11.031/1 aTa pravizwaH sva-gRham juzwam svEH pUrva-rAjaBiH
   BhP_09.11.031/2 anantākhilakoṣāḍhyamanarghyoruparicchadam	Bhu-_09.11.031/2 ananta-aKila-koza-AXyam-anarGya-uru-paricCadam
   BhP_09.11.032/1 vidrumodumbaradvārairvaidūryastambhapaṅktibhiḥ	Bhu-_09.11.032/1 vidruma-udumbara-dvArEH-vEdUrya-stamBa-paFktiBiH
   BhP_09.11.032/2 sthalairmārakataiḥ svacchairbhrājatsphaṭikabhittibhiḥ	BhP_09.11.032/2 sTalEH-mArakatEH svacCEH-BrAjat-sPawika-BittiBiH
   BhP_09.11.033/1 citrasragbhiḥ paṭṭikābhirvāsomaṇigaṇāṃśukaiḥ	Bhu-_09.11.033/1 citra-sragBiH pawwikABiH-vAsaH-maNi-gaNa-aMSukEH
   BhP_09.11.033/2 muktāphalaiścidullāsaiḥ kāntakāmopapattibhiḥ	Bhu-_09.11.033/2 muktAPalEH-cit-ullAsEH kAnta-kAma-upapattiBiH
   BhP_09.11.034/1 dhūpadīpaiḥ surabhibhirmaṇḍitaṃ puṣpamaṇḍanaiḥ	Bhu-_09.11.034/1 DUpa-dIpEH suraBiBiH-maNxitam puzpa-maNxanEH
   BhP_09.11.034/2 strīpumbhiḥ surasaṅkāśairjuṣṭaṃ bhūṣaṇabhūṣaṇaiḥ	Bhu-_09.11.034/2 strI-pumBiH sura-saFkASEH-juzwam BUzaNa-BUzaNEH
   BhP_09.11.035/1 tasmin sa bhagavān rāmaḥ snigdhayā priyayeṣṭayā	Bhu-_09.11.035/1 tasmin sa BagavAn rAmaH snigDayA priyayA-izwayA
   BhP_09.11.035/2 reme svārāmadhīrāṇāmṛṣabhaḥ sītayā kila	Bhu-_09.11.035/2 reme sva-Ara-Ama-DIrANAm-RzaBaH sItayA kila
   BhP_09.11.036/1 bubhuje ca yathākālaṃ kāmān dharmamapīḍayan	Bhu-_09.11.036/1 buBuje ca yaTAkAlam kAmAn Darmam-apIxayan
   BhP_09.11.036/2 varṣapūgān bahūn nṝṇāmabhidhyātāṅghripallavaḥ	Bhu-_09.11.036/2 varza-pUgAn bahUn nLNAm-aBiDyAta-aFGri-pallavaH
   BhP_09.12.001/0 śrīśuka uvāca	BhP_09.12.001/0 SrI-SukaH uvAca
   BhP_09.12.001/1 kuśasya cātithistasmān niṣadhastatsuto nabhaḥ	Bhu-_09.12.001/1 kuSasya ca-atiTiH-tasmAt nizaDaH-tad-sutaH naBaH
   BhP_09.12.001/2 puṇḍarīko 'tha tatputraḥ kṣemadhanvābhavat tataḥ	Bhu-_09.12.001/2 puNxarIkaH aTa tad-putraH kzemaDanvA-aBavat tatas-
   BhP_09.12.002/1 devānīkastato 'nīhaḥ pāriyātro 'tha tatsutaḥ	Bhu-_09.12.002/1 devAnIkaH-tatas anIhaH pAriyAtraH aTa tad-sutaH
   BhP_09.12.002/2 tato balasthalastasmādvajranābho 'rkasambhavaḥ	Bhu-_09.12.002/2 tatas balasTalaH-tasmAt-vajra-nABaH arka-samBavaH
   BhP_09.12.003/1 sagaṇastatsutastasmādvidhṛtiścābhavat sutaḥ	Bhu-_09.12.003/1 sa-gaNaH-tad-sutaH-tasmAt-viDRtiH-ca-aBavat sutaH
   BhP_09.12.003/2 tato hiraṇyanābho 'bhūdyogācāryastu jaimineḥ	Bhu-_09.12.003/2 tatas hiraNyanABaH aBUt-yoga-AcAryaH-tu jEmineH
   BhP_09.12.004/1 śiṣyaḥ kauśalya ādhyātmaṃ yājñavalkyo 'dhyagādyataḥ	Bhu-_09.12.004/1 SizyaH kOSalyaH ADyAtmam yAjQavalkyaH aDyagAt-yatas-
   BhP_09.12.004/2 yogaṃ mahodayamṛṣirhṛdayagranthibhedakam	Bhu-_09.12.004/2 yogam mahA-udayam-RziH-hRdaya-granTi-Bedakam
   BhP_09.12.005/1 puṣpo hiraṇyanābhasya dhruvasandhistato 'bhavat	BhP_09.12.005/1 puzpaH hiraNyanABasya DruvasanDiH-tatas aBavat-
   BhP_09.12.005/2 sudarśano 'thāgnivarṇaḥ śīghrastasya maruḥ sutaḥ	Bhu-_09.12.005/2 sudarSanaH aTa-agnivarNaH SIGraH-tasya maruH sutaH
   BhP_09.12.006/1 so 'sāv āste yogasiddhaḥ kalāpagrāmamāsthitaḥ	Bhu-_09.12.006/1 saH asO Aste yoga-sidDaH kalApa-grAmam-AsTitaH
   BhP_09.12.006/2 kalerante sūryavaṃśaṃ naṣṭaṃ bhāvayitā punaḥ	Bhu-_09.12.006/2 kaleH-ante sUrya-vaMSam nazwam BAvayitA punar-
   BhP_09.12.007/1 tasmāt prasuśrutastasya sandhistasyāpyamarṣaṇaḥ	Bhu-_09.12.007/1 tasmAt prasuSrutaH-tasya sanDiH-tasya-api-amarzaNaH
   BhP_09.12.007/2 mahasvāṃstatsutastasmādviśvabāhurajāyata	Bhu-_09.12.007/2 mahasvAn=-tad-sutaH-tasmAt-viSva-bAhuH-ajAyata
   BhP_09.12.008/1 tataḥ prasenajit tasmāt takṣako bhavitā punaḥ	Bhu-_09.12.008/1 tatas prasenajit tasmAt takzakaH BavitA punar-
   BhP_09.12.008/2 tato bṛhadbalo yastu pitrā te samare hataḥ	Bhu-_09.12.008/2 tatas bRhadbalaH yaH-tu pitrA te samare hataH
   BhP_09.12.009/1 ete hīkṣvākubhūpālā atītāḥ śṛṇv anāgatān	Bhu-_09.12.009/1 ete hi-ikzvAku-BUpAlAH atItAH SRNu anAgatAn
   BhP_09.12.009/2 bṛhadbalasya bhavitā putro nāmnā bṛhadraṇaḥ	Bhu-_09.12.009/2 bRhadbalasya BavitA putraH nAmnA bRhadraNaH
   BhP_09.12.010/1 ūrukriyaḥ sutastasya vatsavṛddho bhaviṣyati	Bhu-_09.12.010/1 Uru-kriyaH sutaH-tasya vatsa-vRdDaH Bavizyati
   BhP_09.12.010/2 prativyomastato bhānurdivāko vāhinīpatiḥ	Bhu-_09.12.010/2 prativyomaH-tatas BAnuH-divAkaH vAhinIpatiH
   BhP_09.12.011/1 sahadevastato vīro bṛhadaśvo 'tha bhānumān	Bhu-_09.12.011/1 sahadevaH-tatas vIraH bRhadaSvaH aTa BAnumAn
   BhP_09.12.011/2 pratīkāśvo bhānumataḥ supratīko 'tha tatsutaḥ	Bhu-_09.12.011/2 pratIka-aSvaH BAnumataH supratIkaH aTa tad-sutaH
   BhP_09.12.012/1 bhavitā marudevo 'tha sunakṣatro 'tha puṣkaraḥ	Bhu-_09.12.012/1 BavitA marudevaH aTa sunakzatraH aTa puzkaraH
   BhP_09.12.012/2 tasyāntarikṣastatputraḥ sutapāstadamitrajit	Bhu-_09.12.012/2 tasya-antarikzaH-tad-putraH sutapAH-tada-mitra-jit
   BhP_09.12.013/1 bṛhadrājastu tasyāpi barhistasmāt kṛtañjayaḥ	Bhu-_09.12.013/1 bRhadrAjaH-tu tasya-api barhiH-tasmAt kRtaQjayaH
   BhP_09.12.013/2 raṇañjayastasya sutaḥ sañjayo bhavitā tataḥ	Bhu-_09.12.013/2 raNaQjayaH-tasya sutaH saQjayaH BavitA tatas-
   BhP_09.12.014/1 tasmāc chākyo 'tha śuddhodo lāṅgalastatsutaḥ smṛtaḥ	Bhu-_09.12.014/1 tasmAt SAkyaH aTa SudDodaH lAFgalaH-tad-sutaH smRtaH
   BhP_09.12.014/2 tataḥ prasenajit tasmāt kṣudrako bhavitā tataḥ	Bhu-_09.12.014/2 tatas prasenajit tasmAt kzudrakaH BavitA tatas-
   BhP_09.12.015/1 raṇako bhavitā tasmāt surathastanayastataḥ	Bha-a_09.12.015/1 raNakaH BavitA tasmAt suraTaH-tanayaH-tatas-
   BhP_09.12.015/2 sumitro nāma niṣṭhānta ete bārhadbalānvayāḥ	BhP_09.12.015/2 sumitraH nAma nizWA-ante ete bArhadbala-anvayAH
   BhP_09.12.016/1 ikṣvākūṇāmayaṃ vaṃśaḥ sumitrānto bhaviṣyati	Bhu-_09.12.016/1 ikzvAkUNAm-ayam vaMSaH sumitrA-antaH Bavizyati
   BhP_09.12.016/2 yatastaṃ prāpya rājānaṃ saṃsthāṃ prāpsyati vai kalau	Bhu-_09.12.016/2 yatas-tam prApya rAjAnam saMsTAm prApsyati vE kalO
   BhP_09.13.001/0 śrīśuka uvāca	BhP_09.13.001/0 SrI-SukaH uvAca
   BhP_09.13.001/1 nimirikṣvākutanayo vasiṣṭhamavṛtartvijam	BhP_09.13.001/1 nimiH-ikzvAku-tanayaH vasizWam-avRtA-Rtvijam
   BhP_09.13.001/2 ārabhya satraṃ so 'pyāha śakreṇa prāg vṛto 'smi bhoḥ	Bhu-_09.13.001/2 AraBya satram saH api-Aha SakreNa prAk vRtaH asmi BoH
   BhP_09.13.002/1 taṃ nirvartyāgamiṣyāmi tāvan māṃ pratipālaya	Bhu-_09.13.002/1 tam nirvartya-AgamizyAmi tAvat mAm pratipAlaya
   BhP_09.13.002/2 tūṣṇīmāsīdgṛhapatiḥ so 'pīndrasyākaron makham	Bhu-_09.13.002/2 tUzNIm-AsIt-gRhapatiH saH api-indrasya-akarot maKam
   BhP_09.13.003/1 nimittaścalamidaṃ vidvān satramārabhatāmātmavān	Bhu-_09.13.003/1 nimittaH-calam-idam vidvAn satram-AraBa-tAm-AtmavAn
   BhP_09.13.003/2 ṛtvigbhiraparaistāvan nāgamadyāvatā guruḥ	Bhu-_09.13.003/2 RtvigBiH-aparEH-tAvat na-Agamat-yAvatA guruH
   BhP_09.13.004/1 śiṣyavyatikramaṃ vīkṣya taṃ nirvartyāgato guruḥ	Bhu-_09.13.004/1 Sizya-vyatikramam vIkzya tam nirvartya-AgataH guruH
   BhP_09.13.004/2 aśapat patatāddeho nimeḥ paṇḍitamāninaḥ	Bhu-_09.13.004/2 aSapat patatAt-dehaH nimeH paNxita-mAninaH
   BhP_09.13.005/1 nimiḥ pratidadau śāpaṃ gurave 'dharmavartine	BhP_09.13.005/1 nimiH pratidadO SApam gurave aDarma-vartine
   BhP_09.13.005/2 tavāpi patatāddeho lobhāddharmamajānataḥ	Bhu-_09.13.005/2 tava-api patatAt-dehaH loBAt-Darmam-ajAnataH
   BhP_09.13.006/1 ityutsasarja svaṃ dehaṃ nimiradhyātmakovidaḥ	Bhu-_09.13.006/1 iti-utsasarja svam deham nimiH-aDi-Atma-kovidaH
   BhP_09.13.006/2 mitrāvaruṇayorjajñe urvaśyāṃ prapitāmahaḥ	Bhu-_09.13.006/2 mitrAvaruNayoH-jajQe urvaSyAm prapitAmahaH
   BhP_09.13.007/1 gandhavastuṣu taddehaṃ nidhāya munisattamāḥ	Bhu-_09.13.007/1 ganDa-vastuzu tat-deham niDAya muni-sattamAH
   BhP_09.13.007/2 samāpte satrayāge ca devān ūcuḥ samāgatān	Bhu-_09.13.007/2 samApte satra-yAge ca devAn UcuH samAgatAn
   BhP_09.13.008/1 rājño jīvatu deho 'yaṃ prasannāḥ prabhavo yadi	Bhu-_09.13.008/1 rAjQaH jIvatu dehaH ayam prasannAH praBavaH yadi
   BhP_09.13.008/2 tathetyukte nimiḥ prāha mā bhūn me dehabandhanam	BhP_09.13.008/2 taTA-iti-ukte nimiH prAha mA BUt me deha-banDanam
   BhP_09.13.009/1 yasya yogaṃ na vāñchanti viyogabhayakātarāḥ	Bhu-_09.13.009/1 yasya yogam na vAQCanti viyoga-Baya-kAtarAH
   BhP_09.13.009/2 bhajanti caraṇāmbhojaṃ munayo harimedhasaḥ	Bhu-_09.13.009/2 Bajanti caraNa-amBojam munayaH harimeDasaH
   BhP_09.13.010/1 dehaṃ nāvarurutse 'haṃ duḥkhaśokabhayāvaham	Bhu-_09.13.010/1 deham na-avaruH-utse aham duHKa-Soka-Baya-Avaham
   BhP_09.13.010/2 sarvatrāsya yato mṛtyurmatsyānāmudake yathā	Bhu-_09.13.010/2 sarvatra-asya yatas mRtyuH-matsyAnAm-udake yaTA
   BhP_09.13.011/0 devā ūcuḥ	Bhu-_09.13.011/0 devAH UcuH
   BhP_09.13.011/1 videha uṣyatāṃ kāmaṃ locaneṣu śarīriṇām	Bhu-_09.13.011/1 videhaH uzyatAm kAmam locanezu SarIriNAm
   BhP_09.13.011/2 unmeṣaṇanimeṣābhyāṃ lakṣito 'dhyātmasaṃsthitaḥ	Bhu-_09.13.011/2 unmezaNa-nimezAByAm lakzitaH aDyAtma-saMsTitaH
   BhP_09.13.012/1 arājakabhayaṃ n-ṇāṃ manyamānā maharṣayaḥ	Bhu-_09.13.012/1 arAjaka-Bayam n-NAm manyamAnAH mahA-RzayaH
   BhP_09.13.012/2 dehaṃ mamanthuḥ sma nimeḥ kumāraḥ samajāyata	Bhu-_09.13.012/2 deham mamanTuH sma nimeH kumAraH samajAyata
   BhP_09.13.013/1 janmanā janakaḥ so 'bhūdvaidehastu videhajaḥ	Bhu-_09.13.013/1 janmanA janakaH saH aBUt-vEdehaH-tu videha-jaH
   BhP_09.13.013/2 mithilo mathanāj jāto mithilā yena nirmitā	Bha-a_09.13.013/2 miTilaH maTanAt jAtaH miTilA yena nirmitA
   BhP_09.13.014/1 tasmādudāvasustasya putro 'bhūn nandivardhanaḥ	Bhu-_09.13.014/1 tasmAt-udAvasuH-tasya putraH aBUt nandivarDanaH
   BhP_09.13.014/2 tataḥ suketustasyāpi devarāto mahīpate	Bhu-_09.13.014/2 tatas suketuH-tasya-api devarAtaH mahIpate
   BhP_09.13.015/1 tasmādbṛhadrathastasya mahāvīryaḥ sudhṛtpitā	Bhu-_09.13.015/1 tasmAt-bRhadraTaH-tasya mahA-vIryaH suDRt-pitA
   BhP_09.13.015/2 sudhṛterdhṛṣṭaketurvai haryaśvo 'tha marustataḥ	Bhu-_09.13.015/2 suDRteH-DRzwaketuH-vE haryaSvaH aTa maruH-tatas-
   BhP_09.13.016/1 maroḥ pratīpakastasmāj jātaḥ kṛtaratho yataḥ	BhP_09.13.016/1 maroH pratIpakaH-tasmAt jAtaH kRta-raTaH yatas-
   BhP_09.13.016/2 devamīḍhastasya putro viśruto 'tha mahādhṛtiḥ	Bhu-_09.13.016/2 devamIXaH-tasya putraH viSrutaH aTa mahADRtiH
   BhP_09.13.017/1 kṛtirātastatastasmān mahāromā ca tatsutaḥ	Bhu-_09.13.017/1 kRtirAtaH-tatas-tasmAt mahAromA ca tad-sutaH
   BhP_09.13.017/2 svarṇaromā sutastasya hrasvaromā vyajāyata	BhP_09.13.017/2 svarNaromA sutaH-tasya hrasvaromA vyajAyata
   BhP_09.13.018/1 tataḥ śīradhvajo jajñe yajñārthaṃ karṣato mahīm	Bhu-_09.13.018/1 tatas SIraDvajaH jajQe yajQa-arTam karzataH mahIm
   BhP_09.13.018/2 sītā śīrāgrato jātā tasmāt śīradhvajaḥ smṛtaḥ	BhP_09.13.018/2 sItA SIra-agratas jAtA tasmAt SIraDvajaH smRtaH
   BhP_09.13.019/1 kuśadhvajastasya putrastato dharmadhvajo nṛpaḥ	BhP_09.13.019/1 kuSaDvajaH-tasya putraH-tatas Darma-DvajaH nRpaH
   BhP_09.13.019/2 dharmadhvajasya dvau putrau kṛtadhvajamitadhvajau	Bhu-_09.13.019/2 Darma-Dvajasya dvO putrO kRta-Dvaja-mitaDvajO
   BhP_09.13.020/1 kṛtadhvajāt keśidhvajaḥ khāṇḍikyastu mitadhvajāt	BhP_09.13.020/1 kRta-DvajAt keSiDvajaH KANxikyaH-tu mita-DvajAt-
   BhP_09.13.020/2 kṛtadhvajasuto rājannātmavidyāviśāradaḥ	Bhu-_09.13.020/2 kRta-Dvaja-sutaH rAjan=-Atma-vidyA-viSAradaH
   BhP_09.13.021/1 khāṇḍikyaḥ karmatattvajño bhītaḥ keśidhvajāddrutaḥ	Bhu-_09.13.021/1 KANxikyaH karma-tattva-jQaH BItaH keSiDvajAt-drutaH
   BhP_09.13.021/2 bhānumāṃstasya putro 'bhūc chatadyumnastu tatsutaḥ	Bhu-_09.13.021/2 BAnumAn=-tasya putraH aBUt SatadyumnaH-tu tad-sutaH
   BhP_09.13.022/1 śucistu tanayastasmāt sanadvājaḥ suto 'bhavat	Bhu-_09.13.022/1 SuciH-tu tanayaH-tasmAt sanadvAjaH sutaH aBavat-
   BhP_09.13.022/2 ūrjaketuḥ sanadvājādajo 'tha purujit sutaḥ	BhP_09.13.022/2 UrjaketuH sanadvAjAt-ajaH aTa purujit sutaH
   BhP_09.13.023/1 ariṣṭanemistasyāpi śrutāyustat supārśvakaḥ	Bhu-_09.13.023/1 arizwanemiH-tasya-api SrutAyuH-tat supArSvakaH
   BhP_09.13.023/2 tataścitraratho yasya kṣemādhirmithilādhipaḥ	Bhu-_09.13.023/2 tatas-citraraTaH yasya kzema-ADiH-miTilA-aDipaH
   BhP_09.13.024/1 tasmāt samarathastasya sutaḥ satyarathastataḥ	Bhu-_09.13.024/1 tasmAt sama-raTaH-tasya sutaH satyaraTaH-tatas-
   BhP_09.13.024/2 āsīdupagurustasmādupagupto 'gnisambhavaḥ	Bhu-_09.13.024/2 AsIt-upaguruH-tasmAt-upaguptaH agni-samBavaH
   BhP_09.13.025/1 vasvananto 'tha tatputro yuyudho yat subhāṣaṇaḥ	Bhu-_09.13.025/1 vasu-anantaH aTa tad-putraH yuyuDaH yat su-BAzaNaH
   BhP_09.13.025/2 śrutastato jayastasmādvijayo 'smādṛtaḥ sutaḥ	Bhu-_09.13.025/2 SrutaH-tatas jayaH-tasmAt-vijayaH asmAdRtaH sutaH
   BhP_09.13.026/1 śunakastatsuto jajñe vītahavyo dhṛtistataḥ	Bhu-_09.13.026/1 SunakaH-tad-sutaH jajQe vItahavyaH DRtiH-tatas-
   BhP_09.13.026/2 bahulāśvo dhṛtestasya kṛtirasya mahāvaśī	Bhu-_09.13.026/2 bahulASvaH DRteH-tasya kRtiH-asya mahA-vaSI
   BhP_09.13.027/1 ete vai maithilā rājannātmavidyāviśāradāḥ	Bhu-_09.13.027/1 ete vE mETilAH rAjan=-Atma-vidyA-viSAradAH
   BhP_09.13.027/2 yogeśvaraprasādena dvandvairmuktā gṛheṣv api	Bhu-_09.13.027/2 yogeSvara-prasAdena dvandvEH-muktAH gRhezu api
   BhP_09.14.001/0 śrīśuka uvāca	BhP_09.14.001/0 SrI-SukaH uvAca
   BhP_09.14.001/1 athātaḥ śrūyatāṃ rājan vaṃśaḥ somasya pāvanaḥ	Bhu-_09.14.001/1 aTa-atas SrUyatAm rAjan vaMSaH somasya pAvanaH
   BhP_09.14.001/2 yasminnailādayo bhūpāḥ kīrtyante puṇyakīrtayaḥ	Bhu-_09.14.001/2 yasmin-nEla-AdayaH BUpAH kIrtyante puNya-kIrtayaH
   BhP_09.14.002/1 sahasraśirasaḥ puṃso nābhihradasaroruhāt	Bhu-_09.14.002/1 sahasra-SirasaH puMsaH nABi-hrada-saroruhAt-
   BhP_09.14.002/2 jātasyāsīt suto dhāturatriḥ pitṛsamo guṇaiḥ	Bhu-_09.14.002/2 jAtasya-AsIt sutaH DAtuH-atriH pitR-samaH guNEH
   BhP_09.14.003/1 tasya dṛgbhyo 'bhavat putraḥ somo 'mṛtamayaḥ kila	Bhu-_09.14.003/1 tasya dRgByaH aBavat putraH somaH amRta-mayaH kila
   BhP_09.14.003/2 viprauṣadhyuḍugaṇānāṃ brahmaṇā kalpitaḥ patiḥ	Bhu-_09.14.003/2 viprOzaDi-uxu-gaNAnAm brahmaNA kalpitaH patiH
   BhP_09.14.004/1 so 'yajadrājasūyena vijitya bhuvanatrayam	Bhu-_09.14.004/1 saH ayajat-rAjasUyena vijitya Buvanatrayam
   BhP_09.14.004/2 patnīṃ bṛhaspaterdarpāt tārāṃ nāmāharadbalāt	Bhu-_09.14.004/2 patnIm bRhaspateH-darpAt tArAm nAma-aharat-balAt-
   BhP_09.14.005/1 yadā sa devaguruṇā yācito 'bhīkṣṇaśo madāt	Bhu-_09.14.005/1 yadA sa deva-guruNA yAcitaH aBIkzNaSas madAt-
   BhP_09.14.005/2 nātyajat tatkṛte jajñe suradānavavigrahaḥ	Bhu-_09.14.005/2 na-atyajat tad-kRte jajQe sura-dAnava-vigrahaH
   BhP_09.14.006/1 śukro bṛhaspaterdveṣādagrahīt sāsuroḍupam	Bhu-_09.14.006/1 SukraH bRhaspateH-dvezAt-agrahIt sa-asuroxupam
