   (Vaidya 75)	(VEdyaH 75)
   ca teṣāṃ subhūte sattvānāṃ paurvajanmikānyaśubhāni karmāṇi	ca tezAm suBUte sattvAnAm pOrvajanmikAni-aSuBAni karmANi
   kṛtānyapāyasaṃvartanīyāni, (Vajr, Vaidya 83) dṛṣṭa eva dharme	kRtAni-apAya-saMvartanIyAni, (Vajr, VEdyaH 83) dRzwaH eva Darme
   paribhūtatayā tāni paurvajanmikānyaśubhāni karmāṇi kṣapayiṣyanti,	pariBUta-tayA tAni pOrvajanmikAni-aSuBAni karmANi kzapayizyanti,
   buddhabodhiṃ cānuprāpsyanti ||	budDa-boDim ca-anuprApsyanti ||
   abhijānāmyahaṃ subhūte atīte 'dhvanyasaṃkhyeyaiḥ	aBijAnAmi-aham suBUte atIte aDvani-asaMKyeyEH
   kalpairasaṃkhyeyatarairdīpaṃkarasya tathāgatasyārhataḥ samyaksaṃbuddhasya	kalpEH-asaMKyeyatarEH-dIpaMkarasya taTAgatasya-arhataH samyaksaMbudDasya
   pareṇa paratareṇa caturaśītibuddhakoṭiniyutaśatasahasrāṇyabhūvan ye	pareNa paratareNa caturaSIti-budDa-kowi-niyuta-Sata-sahasrANi-aBUvan ye
   mayārāgitāḥ, ārāgya na virāgitāḥ | yacca mayā subhūte te buddhā bhagavanta	mayA-ArAgitAH, ArAgya na virAgitAH | yat-ca mayA suBUte te budDAH Bagavanta
   ārāgitāḥ, ārāgya na virāgitāḥ, yacca paścime kāle paścime samaye	ArAgitAH, ArAgya na virAgitAH, yat-ca paScime kAle paScime samaye
   paścimāyāṃ pañcaśatyāṃ saddharmavipralopakāle vartamāne imānevaṃrūpān	paScimAyAm paQcaSatyAm sat-Darma-vipralopa-kAle vartamAne imAn-evaMrUpAn
   sūtrāntānudgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti,	sUtrAntAn-udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti,
   parebhyaśca vistareṇa saṃprakāśayiṣyanti, asya khalu punaḥ subhūte	pareByaH-ca vistareNa saMprakASayizyanti, asya Kalu punar suBUte
   puṇyaskandhasyāntikādasau paurvakaḥ puṇyaskandhaḥ śatatamīmapi kalāṃ	puNya-skanDasya-antikAt-asO pOrvakaH puNya-skanDaH SatatamIm-api kalAm
   nopaiti, sahasratamīmapi śatasahasratamīmapi koṭimamipi koṭiśatatamīmapi	na-upEti, sahasratamIm-api Sata-sahasratamIm-api kowim-am-ipi kowi-SatatamIm-api
   koṭiśatasahasratamīmapi koṭiniyutaśatasahasratamīmapi | saṃkhyāmapi	kowi-Sata-sahasratamIm-api kowi-niyuta-Sata-sahasratamIm-api | saMKyAm-api
   kalāmapi gaṇanāmapi upamāmapi upaniṣadamapi yāvadaupamyamapi na kṣamate ||	kalAm-api gaNanAm-api upamAm-api upanizadam-api yAvat-Opamyam-api na kzamate ||
   sacetpunaḥ subhūte teṣāṃ kulaputrāṇāṃ kuladuhitṝṇāṃ vā ahaṃ puṇyaskandhaṃ	saced-punar suBUte tezAm kula-putrANAm kula-duhitLNAm vE aham puNya-skanDam
   bhāṣeyam, yāvatte kulaputrā vā kuladuhitaro vā tasmin samaye puṇyaskandhaṃ	BAzeyam, yAvat-te kula-putrAH vA kula-duhitaraH vA tasmin samaye puNya-skanDam
   prasaviṣyanti, pratigrahīṣyanti, unmādaṃ sattvā anuprāpnuyuścittavikṣepaṃ	prasavizyanti, pratigrahIzyanti, unmAdam sattvAH anuprApnuyuH-citta-vikzepam
   vā gaccheyuḥ | api tu khalu punaḥ subhūte acintyo 'tulyo 'yaṃ	vA gacCeyuH | api tu Kalu punar suBUte acintyaH atulyaH ayam
   dharmaparyāyastathāgatena bhāṣitaḥ | asya acintya eva vipākaḥ	Darma-paryAyaH-taTAgatena BAzitaH | asya acintyaH eva vipAkaH
   pratikāṅkṣitavyaḥ || 16 ||	pratikAFkzitavyaH || 16 ||
   atha khalvāyuṣmān subhūtirbhagavantametadavocat - kathaṃ bhagavan	aTa Kalu-AyuzmAn suBUtiH-Bagavantam-etat-avocat  kaTam Bagavan
   bodhisattvayānasaṃprasthitena sthātavyam, kathaṃ pratipattavyam, kathaṃ	boDisattva-yAna-saMprasTitena sTAtavyam, kaTam pratipattavyam, kaTam
   cittaṃ pragrahītavyam? bhagavānāha - iha subhūte	cittam pragrahItavyam? BagavAn-Aha  iha suBUte
   bodhisattvayānasaṃprasthitena evaṃ cittamutpādayitavyam - sarve sattvā	boDisattva-yAna-saMprasTitena evam cittam-utpAdayitavyam  sarve sattvA
   mayā anupadhiśeṣe nirvāṇadhātau parinirvāpayitavyāḥ | evaṃ sa sattvān	mayA anupaDi-Seze nirvANa-DAtO parinirvApayitavyAH | evam sa sattvAn
   parinirvāpya na kaścitsattvaḥ parinirvāpito bhavati | tatkasya hetoḥ?	parinirvApya na kaScid-sattvaH parinirvApitaH Bavati | tat-kasya hetoH?
   sacetsubhūte bodhisattvasya sattvasaṃjñā pravarteta, na sa bodhisattva iti	saced-suBUte boDisattvasya sattva-saMjQA pravarteta, na sa boDisattvaH iti
   vaktavyaḥ | jīvasaṃjñā vā yāvatpudgalasaṃjñā vā pravarteta, na sa	vaktavyaH | jIva-saMjQA vA yAvat-pudgala-saMjQA vA pravarteta, na sa
   bodhisattva iti vaktavyaḥ | tatkasya hetoḥ? nāsti subhūte sa kaściddharmo	boDisattvaH iti vaktavyaH | tat-kasya hetoH? na-asti suBUte sa kaScid-DarmaH-
   yo bodhisattvayānasaṃprasthito nāma ||	yaH boDisattva-yAna-saMprasTitaH nAma ||
   (Vajr, Vaidya 84) tatkiṃ manyase subhūte asti sa kaściddharmo	(Vajr, VEdyaH 84) tat-kim manyase suBUte asti sa kaScid-DarmaH-
   yastathāgatena dīpaṃkarasya tathāgatasyāntikādanuttarāṃ	yaH-taTAgatena dIpaMkarasya taTAgatasya-antikAt-anuttarAm
   samyaksaṃbodhimabhisaṃbuddhaḥ? evamukte āyuṣmān	samyaksaMboDim-aBisaMbudDaH? evam-ukte AyuzmAn
   subhūtirbhagavantametadavocat - yathāhaṃ bhagavato bhāṣitasyārthamājānāmi,	suBUtiH-Bagavantam-etat-avocat  yaTA-aham BagavataH BAzitasya-arTam-AjAnAmi,
   nāsti sa bhagavan kaściddharmo yastathāgatena dīpaṃkarasya	na-asti sa Bagavan kaScid-DarmaH yaH-taTAgatena dIpaMkarasya
   tathāgatasyārhataḥ samyaksaṃbuddhasyāntikādanuttarāṃ	taTAgatasya-arhataH samyaksaMbudDasya-antikAt-anuttarAm
   samyaksaṃbodhimabhisaṃbuddhaḥ | evamukte bhagavānāyuṣmantaṃ	samyaksaMboDim-aBisaMbudDaH | evam-ukte BagavAn-Ayuzmantam
   subhūtimetadavocat - evametatsubhūte, evametat | nāsti subhūte sa	suBUtim-etat-avocat  evam-etat-suBUte, evam-etat | na-asti suBUte sa
   kaściddharmo yastathāgatena dīpaṃkarasya tathāgatasyārhataḥ	kaScid-DarmaH yaH-taTAgatena dIpaMkarasya taTAgatasya-arhataH
   samyaksaṃbuddhasyāntikādanuttarāṃ samyaksaṃbodhimabhisaṃbuddhaḥ |	samyaksaMbudDasya-antikAt-anuttarAm samyaksaMboDim-aBisaMbudDaH |
   sacetpunaḥ subhūte kaściddharmastathāgatenābhisaṃbuddho 'bhaviṣyat, na māṃ	saced-punar suBUte kaScid-DarmaH-taTAgatena-aBisaMbudDaH aBavizyat, na mAm
   dīpaṃkarastathāgato vyākariṣyat - bhaviṣyasi tvaṃ māṇava anāgate 'dhvani	dIpaMkaraH-taTAgataH vyAkarizyat  Bavizyasi tvam mANava anAgate aDvani
   śākyamunirnāma tathāgato 'rhan samyaksaṃbuddha iti | yasmāttarhi subhūte	SAkyamuniH-nAma taTAgataH arhan samyaksaMbudDaH iti | yasmAt-tarhi suBUte
   tathāgatenārhatā samyaksaṃbuddhena nāsti sa kaściddharmo yo 'nuttarāṃ	taTAgatena-arhatA samyaksaMbudDena na-asti sa kaScid-DarmaH yaH anuttarAm
   samyaksaṃbodhimabhisaṃbuddhaḥ, tasmādahaṃ dīpaṃkareṇa tathāgatena vyākṛta	samyaksaMboDim-aBisaMbudDaH, tasmAt-aham dIpaMkareNa taTAgatena vyAkRta
   - bhaviṣyasi tvaṃ māṇava anāgate 'dhvani śākyamunirnāma tathāgato 'rhan	 Bavizyasi tvam mANava anAgate aDvani SAkyamuniH-nAma taTAgataH arhan
   samyaksaṃbuddha | tatkasya hetoḥ? tathāgata iti subhūte bhūtatathatāyā	samyaksaMbudDa | tat-kasya hetoH? taTAgataH iti suBUte BUta-taTatAyAH-
   etadadhivacanam | tathāgata iti subhūte anutpādadharmatāyā etadadhivacanam	etat-aDivacanam | taTAgataH iti suBUte anutpAda-Darma-tAyAH etat-aDivacanam
   | tathāgata iti subhūte dharmocchedasyaitadadhivacanam | tathāgata iti	| taTAgataH iti suBUte Darma-ucCedasya-etat-aDivacanam | taTAgataH iti
   subhūte atyantānutpannasyaitadadhivacanam | tatkasya hetoḥ? eṣa subhūte	suBUte atyanta-an-utpannasya-etat-aDivacanam | tat-kasya hetoH? eza suBUte
   anutpādo yaḥ paramārthaḥ | yaḥ kaścitsubhūte evaṃ vadet - tathāgatenārhatā	anutpAdaH yaH parama-arTaH | yaH kaScid-suBUte evam vadet  taTAgatena-arhatA
   samyaksaṃbuddhena anuttarā samyaksaṃbodhirabhisaṃbuddheti, sa vitathaṃ	samyaksaMbudDena anuttarA samyaksaMboDiH-aBisaMbudDa-iti, sa vitaTam
   vadet | abhyācakṣīta māṃ sa subhūte asatodgṛhītena | tatkasya hetoḥ -?	vadet | aByAcakzIta mAm sa suBUte asatA-udgRhItena | tat-kasya hetoH -?
   nāsti subhūte sa kaściddharmo yastathāgatena anuttarāṃ	na-asti suBUte sa kaScid-DarmaH yaH-taTAgatena anuttarAm
   samyaksaṃbodhimabhisaṃbuddhaḥ | yaśca subhūte tathāgatena dharmo	samyaksaMboDim-aBisaMbudDaH | yaH-ca suBUte taTAgatena DarmaH-
   'bhisaṃbuddho deśito vā tatra na satyaṃ na mṛṣā | tasmāttathāgato bhāṣate	aBisaMbudDaH deSitaH vA tatra na satyam na mRzA | tasmAt-taTAgataH BAzate
   - sarvadharmā buddhadharmā iti | tatkasya hetoḥ? sarvadharmā iti subhūte	 sarva-DarmAH budDa-DarmAH iti | tat-kasya hetoH? sarva-DarmAH iti suBUte
   adharmāstathāgatena bhāṣitāḥ | tasmāducyante sarvadharmā buddhadharmā iti	aDarmAH-taTAgatena BAzitAH | tasmAt-ucyante sarva-DarmAH budDa-DarmAH iti
   tadyathāpi nāma subhūte puruṣo bhavedupetakāyo mahākāyaḥ? āyuṣmān	tat-yaTA-api nAma suBUte puruzaH Bavet-upeta-kAyaH mahA-kAyaH? AyuzmAn
   subhūtirāha - yo 'sau bhagavaṃstathāgatena puruṣo bhāṣita upetakāyo	suBUtiH-Aha  yaH asO Bagavan=-taTAgatena puruzaH BAzitaH upetakAyaH-
   mahākāya iti, akāyaḥ sa bhagavaṃstathāgatena bhāṣitaḥ | tenocyate	mahA-kAyaH iti, akAyaH sa Bagavan=-taTAgatena BAzitaH | tena-ucyate
   upetakāyo mahākāya iti ||	upeta-kAyaH mahA-kAyaH iti ||
   bhagavānāha - evametatsubhūte | yo bodhisattva evaṃ vadet - ahaṃ sattvān	BagavAn-Aha  evam-etat-suBUte | yaH boDisattvaH evam vadet  aham sattvAn
   parinirvāpayiṣyāmiti, na sa bodhisattva iti vaktavyaḥ | tatkasya hetoḥ?	parinirvApayizyAmiti, na sa boDisattvaH iti vaktavyaH | tat-kasya hetoH?
   asti subhūte sa kaściddharmo yo bodhisattvo nāma? subhūtirāha - no hīdaṃ	asti suBUte sa kaScid-DarmaH yaH boDisattvaH nAma? suBUtiH-Aha  no hi-idam
   bhagavan | nāsti sa kaściddharmo yo bodhisattvo (Vajr, Vaidya 85) nāma |	Bagavan | na-asti sa kaScid-DarmaH yaH boDisattvaH (Vajr, VEdya 85) nAma |
   bhagavānāha - sattvāḥ sattvā iti subhūte asattvāste tathāgatena bhāṣitāḥ,	BagavAn-Aha  sattvAH sattvAH iti suBUte asattvAH-te taTAgatena BAzitAH,
   tenocyante sattvā iti | tasmāttathāgato bhāṣate - nirātmānaḥ sarvadharmā	tena-ucyante sattvAH iti | tasmAt-taTAgataH BAzate  nirAtmAnaH sarva-DarmA
   nirjīvā niṣpoṣā niṣpudgalāḥ sarvadharmā iti ||	nirjIvAH nizpozAH nizpudgalAH sarva-DarmAH iti ||
   yaḥ subhūte bodhisattva evaṃ vadet - ahaṃ kṣetravyūhānniṣpādayiṣyāmīti, sa	yaH suBUte boDisattvaH evam vadet  aham kzetra-vyUhAt-nizpAdayizyAmi-iti, sa
   vitathaṃ vadet | tatkasya hetoḥ? kṣetravyūhāḥ kṣetravyūhā iti subhūte	vitaTam vadet | tat-kasya hetoH? kzetra-vyUhAH kzetra-vyUhAH iti suBUte
   avyūhāste tathāgatena bhāṣitāḥ | tenocyante kṣetravyūhā iti ||	avyUhAH-te taTAgatena BAzitAH | tena-ucyante kzetra-vyUhAH iti ||
   yaḥ subhūte bodhisattvo nirātmāno dharmā nirātmāno dharmā ityadhimucyate,	yaH suBUte boDisattvaH nirAtmAnaH DarmAH nirAtmAnaH DarmAH iti-aDimucyate,
   tathāgatenārhatā samyaksaṃbuddhena bodhisattvo mahāsattva ityākhyātaḥ ||	taTAgatena-arhatA samyaksaMbudDena boDisattvaH mahAsattvaH iti-AKyAtaH ||
   bhagavānāha - tatkiṃ manyase subhūte - saṃvidyate tathāgatasya	BagavAn-Aha  tat-kim manyase suBUte  saMvidyate taTAgatasya
   māṃsacakṣuḥ? subhūtirāha - evametadbhagavan, saṃvidyate tathāgatasya	mAMsacakzuH? suBUtiH-Aha  evam-etat-Bagavan, saMvidyate taTAgatasya
   māṃsacakṣuḥ | bhagavānāha - tatkiṃ manyase subhūte saṃvidyate tathāgatasya	mAMsacakzuH | BagavAn-Aha  tat-kim manyase suBUte saMvidyate taTAgatasya
   divyaṃ cakṣuḥ? subhūtirāha - evametadbhagavan, saṃvidyate tathāgatasya	divyam cakzuH? suBUtiH-Aha  evam-etat-Bagavan, saMvidyate taTAgatasya
   divyaṃ cakṣuḥ | bhagavānāha - tatkiṃ manyase subhūte saṃvidyate	divyam cakzuH | BagavAn-Aha  tat-kim manyase suBUte saMvidyate
   tathāgatasya prajñācakṣuḥ? subhūtirāha - evametadbhagavan, saṃvidyate	taTAgatasya prajQAcakzuH? suBUtiH-Aha  evam-etat-Bagavan, saMvidyate
   tathāgatasya prajñācakṣuḥ | bhagavānāha - tatkiṃ manyase subhūte	taTAgatasya prajQAcakzuH | BagavAn-Aha  tat-kim manyase suBUte
   saṃvidyate tathāgatasya dharmacakṣuḥ? subhūtirāha - evametadbhagavan,	saMvidyate taTAgatasya Darma-cakzuH? suBUtiH-Aha  evam-etat-Bagavan-,
   saṃvidyate tathāgatasya dharmacakṣuḥ | bhagavānāha - tatkiṃ manyase	saMvidyate taTAgatasya Darma-cakzuH | BagavAn-Aha  tat-kim manyase
   subhūte saṃvidyate tathāgatasya buddhacakṣuḥ? subhūtirāha -	suBUte saMvidyate taTAgatasya budDacakzuH? suBUtiH-Aha -
   evametadbhagavan, saṃvidyate tathāgata buddhacakṣuḥ |	evam-etat-Bagavan, saMvidyate taTAgata budDacakzuH |
   bhagavānāha - tatkiṃ manyase subhūte yāvantyo gaṅgāyāṃ mahānadyāṃ vālukāḥ,	BagavAn-Aha  tat-kim manyase suBUte yAvantyaH gaFgAyAm mahA-nadyAm vAlukAH,
   api nu tā vālukāstathāgatena bhāṣitāḥ? subhūtirāha - evametadbhagavan,	api nu tAH vAlukAH-taTAgatena BAzitAH? suBUtiH-Aha  evam-etat-Bagavan-,
   evametat sugata | bhāṣitāstathāgatena vālukāḥ | bhagavānāha - tatkiṃ	evam-etat sugataH | BAzitAH-taTAgatena vAlukAH | BagavAn-Aha  tat-kim
   manyase subhūte yāvatyo gaṅgāyāṃ mahānadyāṃ vālukāḥ, tāvatya eva	manyase suBUte yAvatyaH gaFgAyAm mahA-nadyAm vAlukAH, tAvatyaH eva
   gaṅgānadyo bhaveyuḥ, tāsu vā vālukāḥ, tāvantaśca lokadhātavo bhaveyuḥ,	gaFgA-nadyaH BaveyuH, tAsu vA vAlukAH, tAvantaH-ca lokaDAtavaH BaveyuH,
   kaccidbahavaste lokadhātavo bhaveyuḥ? subhūtirāha - evametadbhagavan,	kaccit-bahavaH-te lokaDAtavaH BaveyuH? suBUtiH-Aha  evam-etat-Bagavan-,
   evametat sugata | bahavaste lokadhātavo bhaveyuḥ | bhagavānāha - yāvantaḥ	evam-etat sugataH | bahavaH-te lokaDAtavaH BaveyuH | BagavAn-Aha  yAvantaH
   subhūte teṣu lokadhātuṣu sattvāḥ, teṣāmahaṃ nānābhāvāṃ cittadhārāṃ	suBUte tezu lokaDAtuzu sattvAH, tezAm-aham nAnA-BAvAm citta-DArAm
   prajānāmi | tatkasya hetoḥ? cittadhārā cittadhāreti subhūte adhāraiṣā	prajAnAmi | tat-kasya hetoH? citta-DArA citta-DArA-iti suBUte aDArA-ezA
   tathāgatena bhāṣitā, tenocyate cittadhāreti | tatkasya hetoḥ? atītaṃ	taTAgatena BAzitA, tena-ucyate citta-DArA-iti | tat-kasya hetoH? atItam
   subhūte cittaṃ nopalabhyate | anāgataṃ cittaṃ nopalabhyate | pratyutpannaṃ	suBUte cittam na-upalaByate | anAgatam cittam na-upalaByate | pratyutpannam
   cittaṃ nopalabhyate || 18 ||	cittam na-upalaByate || 18 ||
   tatkiṃ manyase subhūte yaḥ kaścitkulaputro vā kuladuhitā vā imaṃ	tat-kim manyase suBUte yaH kaScid-kula-putraH vA kula-duhitA vA imam
   trisāhasramahāsāhasraṃ lokadhātuṃ saptaratnaparipūrṇaṃ kṛtvā tathāgatebhyo	tri-sAhasra-mahA-sAhasram lokaDAtum sapta-ratna-paripUrNam kRtvA taTAgateByaH-
   'rhadbhayaḥ samyaksaṃbuddhebhyo dānaṃ dadyāt, api nu (Vajr, Vaidya 86) sa	arhat-BayaH samyaksaMbudDeByaH dAnam dadyAt, api nu (Vajr, VEdyaH 86) sa
   kulaputro vā kuladuhitā vā tatonidānaṃ bahu puṇyaskandhaṃ prasunuyāt?	kula-putraH vA kula-duhitA vA tatonidAnam bahu puNya-skanDam prasunuyAt-?
   subhūtirāha - bahu bhagavan, bahu sugata | bhagavānāha - evametatsubhūte,	suBUtiH-Aha  bahu Bagavan, bahu sugataH | BagavAn-Aha  evam-etat-suBUte,
   evametat | bahu sa kulaputro vā kuladuhitā vā tatonidānaṃ puṇyaskandhaṃ	evam-etat | bahu sa kula-putraH vA kula-duhitA vA tatonidAnam puNya-skanDam
   prasunuyādaprameyamasaḥkhyeyam | tatkasya hetoḥ? puṇyaskandhaḥ	prasunuyAt-aprameyam-asaH-Kyeyam | tat-kasya hetoH? puNya-skanDaH
   puṇyaskandha iti subhūte askandhaḥ sa tathāgatena bhāṣitaḥ | tenocyate	puNya-skanDaH iti suBUte askanDaH sa taTAgatena BAzitaH | tena-ucyate
   puṇyaskandha iti | sacet punaḥ subhūte puṇyaskandho 'bhaviṣyat, na	puNya-skanDaH iti | saced punar suBUte puNya-skanDaH aBavizyat, na
   tathāgato 'bhāṣiṣyat puṇyaskandhaḥ puṇyaskandha iti || 19 ||	taTAgataH aBAzizyat puNya-skanDaH puNya-skanDaH iti || 19 ||
   tatkiṃ manyase subhūte rūpakāyapariniṣpattyā tathāgato draṣṭavyaḥ?	tat-kim manyase suBUte rUpa-kAya-parinizpattyA taTAgataH drazwavyaH?
   subhūtirāha - no hīdaṃ bhagavan | na rūpakāyapariniṣpattyā tathāgato	suBUtiH-Aha  no hi-idam Bagavan | na rUpa-kAya-parinizpattyA taTAgataH-
   draṣṭavyaḥ | tatkasya hetoḥ? rūpakāyapariniṣpattī rūpakāyapariniṣpattiriti	drazwavyaH | tat-kasya hetoH? rUpa-kAya-parinizpattiH rUpa-kAya-parinizpattiH-iti
   bhagavan apariniṣpattireṣā tathāgatena bhāṣitā | tenocyate	Bagavan aparinizpattiH-ezA taTAgatena BAzitA | tena-ucyate
   rūpakāyapariniṣpattiriti ||	rUpa-kAya-parinizpattiH-iti ||
   bhagavānāha - tatkiṃ manyase subhūte lakṣaṇasaṃpadā tathāgato draṣṭavyaḥ?	BagavAn-Aha  tat-kim manyase suBUte lakzaNa-saMpadA taTAgataH drazwavyaH?
   subhūtirāha - no hīdaṃ bhagavān | na lakṣaṇasaṃpadā tathāgato draṣṭavyaḥ |	suBUtiH-Aha  no hi-idam BagavAn | na lakzaNa-saMpadA taTAgataH drazwavyaH |
   tatkasya hetoḥ? yaiṣā bhagavan lakṣaṇasaṃpattathāgatena bhāṣitā,	tat-kasya hetoH? yA-ezA Bagavan lakzaNa-saMpad-taTA-gatena BAzitA,
   alakṣaṇasaṃpadeṣā tathāgatena bhāṣitā | tenocyate lakṣaṇasaṃpaditi || 20	alakzaNa-saMpad-ezA taTAgatena BAzitA | tena-ucyate lakzaNa-saMpad-iti || 20
   bhagavānāha - tatkiṃ manyase subhūte api nu tathāgatasyaivaṃ bhavati -	BagavAn-Aha  tat-kim manyase suBUte api nu taTAgatasya-evam Bavati -
   mayā dharmo deśita iti? subhūtirāha - no hīdaṃ bhagavan tathāgatasyaivaṃ	mayA DarmaH deSitaH iti? suBUtiH-Aha  no hi-idam Bagavan taTAgatasya-evam
   bhavati - mayā dharmo deśita iti | bhagavānāha - yaḥ subhūte evaṃ vadet -	Bavati  mayA DarmaH deSitaH iti | BagavAn-Aha  yaH suBUte evam vadet -
   tathāgatena dharmo deśita iti, sa vitathaṃ vadet | abhyācakṣīta māṃ sa	taTAgatena DarmaH deSitaH iti, sa vitaTam vadet | aByAcakzIta mAm sa
   subhūte asatodgṛhītena | tatkasya hetoḥ? dharmadeśanā dharmadeśaneti	suBUte asatA-udgRhItena | tat-kasya hetoH? Darma-deSanA Darma-deSanA-iti
   subhūte nāsti sa kaściddharmo yo dharmadeśanā nāmopalabhyate ||	suBUte na-asti sa kaScid-DarmaH yaH Darma-deSanA nAma-upalaByate ||
   evamukte āyuṣmān subhūtirbhagavantametadavocat - asti bhagavan kecitsattvā	evam-ukte AyuzmAn suBUtiH-Bagavantam-etat-avocat  asti Bagavan kecid-sattvA
   bhaviṣyantyanāgate 'dhvani paścime kāle paścime samaye paścimāyāṃ	Bavizyanti-anAgate aDvani paScime kAle paScime samaye paScimAyAm
   pañcaśatyāṃ saddharmavipralope vartamāne, ya imānevaṃrūpān dharmān śrutvā	paQcaSatyAm sat-Darma-vipralope vartamAne, yaH imAn-evaMrUpAn DarmAn SrutvA
   abhiśraddhāsyanti | bhagavānāha - na te subhūte sattvā nāsattvāḥ |	aBiSradDAsyanti | BagavAn-Aha  na te suBUte sattvAH na-asattvAH |
   tatkasya hetoḥ? sattvāḥ sattvā iti subhūte sarve te subhūte	tat-kasya hetoH? sattvAH sattvAH iti suBUte sarve te suBUte
   asattvāstathāgatena bhāṣitāḥ | tenocyante sattvā iti || 21 ||	asattvAH-taTAgatena BAzitAH | tena-ucyante sattvAH iti || 21 ||
   tatkiṃ manyase subhūte - api nu asti sa kaściddharmaḥ,	tat-kim manyase suBUte  api nu asti sa kaScid-DarmaH,
   yastathāgatenānuttarāṃ samyaksaṃbodhimabhisaṃbuddhaḥ?@ āyuṣmān subhūtirāha	yaH-taTAgatena-anuttarAm samyaksaMboDim-aBisaMbudDaH?@ AyuzmAn suBUtiH-Aha
   - no hīdaṃ bhagavan | nāsti sa bhagavan kaściddharmo	 no hi-idam Bagavan | na-asti sa Bagavan kaScid-DarmaH-
   yastathāgatenānuttarāṃ samyaksaṃbodhimabhisaṃbuddhaḥ | bhagavānāha -	yaH-taTAgatena-anuttarAm samyaksaMboDim-aBisaMbudDaH | BagavAn-Aha -
   evametatsubhūte, evametat | aṇurapi tatra dharmo na saṃvidyate	evam-etat-suBUte, evam-etat | aNuH-api tatra DarmaH na saMvidyate
   nopalabhyate | tenocyate anuttarā samyaksaṃbodhiriti || 22 ||	na-upalaByate | tena-ucyate anuttarA samyaksaMboDiH-iti || 22 ||
   (Vajr, Vaidya 87) api tu khalu punaḥ subhūte samaḥ sa dharmo na tatra	(Vajr, VEdya 87) api tu Kalu punar suBUte samaH sa DarmaH na tatra
   kaścidviṣamaḥ | tenocyate anuttarā samyaksaṃbodhiriti | nirātmatvena	kaScid-vizamaH | tena-ucyate anuttarA samyaksaMboDiH-iti | nirAtma-tvena
   niḥsattvatvena nirjīvatvena niṣpudgalatvena samā sā anuttarā	niHsattva-tvena nirjIva-tvena nizpudgala-tvena samA sA anuttarA
   samyaksaṃbodhiḥ sarvaiḥ kuśalairdharmairabhisaṃbudhyate | tatkasya hetoḥ?	samyaksaMboDiH sarvEH kuSalEH-DarmEH-aBisaMbuDyate | tat-kasya hetoH?
   kuśalā dharmāḥ kuśalā dharmā iti subhūte adharmāścaiva te tathāgatena	kuSalAH DarmAH kuSalAH DarmAH iti suBUte aDarmAH-ca-eva te taTAgatena
   bhāṣitāḥ | tenocyante kuśalā dharmā iti || 23 ||	BAzitAH | tena-ucyante kuSalAH DarmAH iti || 23 ||
   yaśca khalu punaḥ subhute strī vā puruṣo vā yāvantastrisāhasramahāsāhasre	yaH-ca Kalu punar suBute strI vA puruzaH vA yAvantaH-tri-sAhasra-mahA-sAhasre
   lokadhātau sumeravaḥ parvatarājānaḥ, tāvato rāśīn saptānāṃ	lokaDAtO sumeravaH parvata-rAjAnaH, tAvataH rASIn saptAnAm
   ratnānāmabhisaṃhṛtya tathāgatebhyo 'rhadbhayaḥ samyaksaṃbuddhebhyo dānaṃ	ratnAnAm-aBisaMhRtya taTAgateByaH arhat-BayaH samyaksaMbudDeByaH dAnam
   dadyāt, yaśca kulaputro vā kuladuhitā vā itaḥ prajñāpāramitāyā	dadyAt, yaH-ca kula-putraH vA kula-duhitA vA itas prajQApAramitAyAH-
   dharmaparyāyādantaśaścatuṣpādikāmapi gāthāmudgṛhya parebhyo deśayet, asya	Darma-paryAyAt-antaSas-catuzpAdikAm-api gATAm-udgRhya pareByaH deSayet, asya
   subhūte puṇyaskandhasya asau paurvakaḥ puṇyaskandhaḥ śatatamīmapi kalāṃ	suBUte puNya-skanDasya asO pOrvakaH puNya-skanDaH SatatamIm-api kalAm
   nopaiti, yāvadupaniṣadamapi na kṣamate || 24 ||	na-upEti, yAvat-upanizadam-api na kzamate || 24 ||
   tatkiṃ manyase subhūte - api nu tathāgatasyaivaṃ bhavati - mayā sattvāḥ	tat-kim manyase suBUte  api nu taTAgatasya-evam Bavati  mayA sattvAH
   parimocitā iti? na khalu punaḥ subhūte evaṃ draṣṭavyam | tatkasya hetoḥ?	parimocitAH iti? na Kalu punar suBUte evam drazwavyam | tat-kasya hetoH?
   nāsti subhūte kaścitsattvo yastathāgatena parimocitaḥ | yadi punaḥ subhūte	na-asti suBUte kaScid-sattvaH yaH-taTAgatena parimocitaH | yadi punar suBUte
   kaścitsattvo 'bhaviṣyadyastathāgatena parimocitaḥ syāt, sa eva	kaScid-sattvaH aBavizyat-yaH-taTAgatena parimocitaH syAt, saH eva
   tathāgatasyātmagrāho 'bhaviṣyat, sattvagrāho jīvagrāhaḥ pudgalagrāho	taTAgatasya-Atma-grAhaH aBavizyat, sattva-grAhaH jIva-grAhaH pudgala-grAhaH-
   'bhaviṣyat | ātmagrāha iti subhūte agrāha eṣa tathāgatena bhāṣitaḥ | sa ca	aBavizyat | Atma-grAhaH iti suBUte agrAhaH eza taTAgatena BAzitaH | sa ca
