   BhP_12.01.001/0 śrī-śuka uvāca	BhP_12.01.001/0 SrI-SukaH uvAca
   BhP_12.04.007/1 parjanyaḥ śata-varṣāṇi bhūmau rājan na varṣati	Bhu-_12.04.007/1 parjanyaH Sata--varzANi BUmO rAjan na varzati
   BhP_12.04.007/3 tadā niranne hy anyonyaṃ bhakṣyamāṇāḥ kṣudhārditāḥ	Bhu-_12.04.007/3 tadA niranne hi anyonyam BakzyamANAH kzuDA-arditAH
   BhP_12.04.007/5 kṣayaṃ yāsyanti śanakaiḥ kālenopadrutāḥ prajāḥ	Bhu-_12.04.007/5 kzayam yAsyanti SanakEs kAlena-upadrutAH prajAH
   BhP_12.04.008/1 sāmudraṃ daihikaṃ bhaumaṃ rasaṃ sāṃvartako raviḥ	Bhu-_12.04.008/1 sAmudram dEhikam BOmam rasam sAMvartakaH raviH
   BhP_12.04.008/3 raśmibhiḥ pibate ghoraiḥ sarvaṃ naiva vimuñcati	BhP_12.04.008/3 raSmiBiH pibate GorEH sarvam na-eva vimuQcati
   BhP_12.04.009/1 tataḥ saṃvartako vahniḥ saṅkarṣaṇa-mukhotthitaḥ	Bhu-_12.04.009/1 tatas saMvartakaH vahniH saFkarzaNa--muKa-utTitaH
   BhP_12.04.009/3 dahaty anila-vegotthaḥ śūnyān bhū-vivarān atha	Bhu-_12.04.009/3 dahati anila-vega-utTaH SUnyAn BU--vivarAn aTa
   BhP_12.04.010/1 upary adhaḥ samantāc ca śikhābhir vahni-sūryayoḥ	Bhu-_12.04.010/1 upari aDas samantAt ca SiKABiH vahni--sUryayoH
   BhP_12.04.010/3 dahyamānaṃ vibhāty aṇḍaṃ dagdha-gomaya-piṇḍa-vat	Bhu-_12.04.010/3 dahyamAnam viBAti aNxam dagDa---gomaya--piNxa-vat
   BhP_12.04.011/1 tataḥ pracaṇḍa-pavano varṣāṇām adhikaṃ śatam	Bhu-_12.04.011/1 tatas pracaNxa--pavanaH varzANAm aDikam Satam
   BhP_12.04.011/3 paraḥ sāṃvartako vāti dhūmraṃ khaṃ rajasāvṛtam	Bhu-_12.04.011/3 paraH sAMvartakaH vAti DUmram Kam rajasA-AvRtam
   BhP_12.04.012/1 tato megha-kulāny aṅga citra varṇāny anekaśaḥ	Bhu-_12.04.012/1 tatas meGa-kulAni aFga citra varNAni anekaSas-
   BhP_12.04.012/3 śataṃ varṣāṇi varṣanti nadanti rabhasa-svanaiḥ	Bhu-_12.04.012/3 Satam varzANi varzanti nadanti raBasa--svanEH
   BhP_12.04.013/1 tata ekodakaṃ viśvaṃ	Bhu-_12.04.013/1 tatas ekodakam viSvam
   BhP_12.04.013/2 brahmāṇḍa-vivarāntaram	Bhu-_12.04.013/2 brahmANxa--vivara-antaram
   BhP_12.04.014/1 tadā bhūmer gandha-guṇaṃ grasanty āpa uda-plave	Bhu-_12.04.014/1 tadA BUmeH ganDa-guNam grasanti ApaH uda--plave
   BhP_12.04.014/3 grasta-gandhā tu pṛthivī pralayatvāya kalpate	Bhu-_12.04.014/3 grasta-ganDA tu pRTivI pralaya-tvAya kalpate
   BhP_12.04.015/1 apāṃ rasam atho tejas tā līyante 'tha nīrasāḥ	Bhu-_12.04.015/1 apAm rasam aTo tejaH tAH lIyante aTa nIrasAH
   BhP_12.04.015/3 grasate tejaso rūpaṃ vāyus tad-rahitaṃ tadā	Bhu-_12.04.015/3 grasate tejasaH rUpam vAyuH tad-rahitam tadA
   BhP_12.04.016/1 līyate cānile tejo vāyoḥ khaṃ grasate guṇam	Bhu-_12.04.016/1 lIyate ca-anile tejaH vAyoH Kam grasate guNam
   BhP_12.04.016/3 sa vai viśati khaṃ rājaṃs tataś ca nabhaso guṇam	Bhu-_12.04.016/3 sa vE viSati Kam rAjan tatas ca naBasaH guNam
   BhP_12.04.017/1 śabdaṃ grasati bhūtādir nabhas tam anu līyate	Bhu-_12.04.017/1 Sabdam grasati BUtAdiH naBaH tam anu lIyate
   BhP_12.04.017/3 taijasaś cendriyāṇy aṅga devān vaikāriko guṇaiḥ	Bhu-_12.04.017/3 tEjasaH ca-indriyANi aFga devAn vEkArikaH guNEH
   BhP_12.04.018/1 mahān grasaty ahaṅkāraṃ guṇāḥ sattvādayaś ca tam	Bhu-_12.04.018/1 mahAn grasati ahaFkAram guNAH sattva-AdayaH ca tam
   BhP_12.04.018/3 grasate 'vyākṛtaṃ rājan guṇān kālena coditam	Bhu-_12.04.018/3 grasate avyAkRtam rAjan guNAn kAlena coditam
   BhP_12.04.019/1 na tasya kālāvayavaiḥ pariṇāmādayo guṇāḥ	Bhu-_12.04.019/1 na tasya kAla-avayavEH pariNAma-AdayaH guNAH
   BhP_12.04.019/3 anādy anantam avyaktaṃ nityaṃ kāraṇam avyayam	Bhu-_12.04.019/3 anAdi anantam avyaktam nityam kAraNam avyayam
   BhP_12.04.020/1 na yatra vāco na mano na sattvaṃ tamo rajo vā mahad-ādayo	Bhu-_12.04.020/1 na yatra vAcaH na manaH na sattvam tamaH rajaH vA mahat--AdayaH-
   'mī	amI
   BhP_12.04.020/3 na prāṇa-buddhīndriya-devatā vā na sanniveśaḥ khalu	Bhu-_12.04.020/3 na prANa-budDIndriya--devatAH vA na sanniveSaH Kalu
   loka-kalpaḥ	loka-kalpaH
   BhP_12.04.021/1 na svapna-jāgran na ca tat suṣuptaṃ na khaṃ jalaṃ bhūr	Bhu-_12.04.021/1 na svapna--jAgrat na ca tat suzuptam na Kam jalam BUr
   anilo 'gnir arkaḥ	anilaH agniH arkaH
   BhP_12.04.021/3 saṃsupta-vac chūnya-vad apratarkyaṃ tan mūla-bhūtaṃ padam	Bhu-_12.04.021/3 saMsupta-vat SUnya-vat apratarkyam tat mUla-BUtam padam
   āmananti	Amananti
   BhP_12.04.022/1 layaḥ prākṛtiko hy eṣa puruṣāvyaktayor yadā	Bhu-_12.04.022/1 layaH prAkRtikaH hi eza puruza-avyaktayoH yadA
   BhP_12.04.022/3 śaktayaḥ sampralīyante vivaśāḥ kāla-vidrutāḥ	Bhu-_12.04.022/3 SaktayaH sampralIyante vivaSAH kAla-vidrutAH
   BhP_12.04.023/1 buddhīndriyārtha-rūpeṇa jñānaṃ bhāti tad-āśrayam	Bhu-_12.04.023/1 budDIndriya-arTa--rUpeNa jQAnam BAti tad--ASrayam
   BhP_12.04.023/3 dṛśyatvāvyatirekābhyām ādy-antavad avastu yat	Bhu-_12.04.023/3 dRSya-tva-avyatirekAByAm Adi--anta-vat avastu yat-
   BhP_12.04.024/1 dīpaś cakṣuś ca rūpaṃ ca jyotiṣo na pṛthag bhavet	Bhu-_12.04.024/1 dIpaH cakzuH ca rUpam ca jyotizaH na pRTak Bavet-
   BhP_12.04.024/3 evaṃ dhīḥ khāni mātrāś ca na syur anyatamād ṛtāt	Bhu-_12.04.024/3 evam DIH KAni mAtrAH ca na syuH anyatamAt RtAt-
   BhP_12.04.025/1 buddher jāgaraṇaṃ svapnaḥ suṣuptir iti cocyate	Bhu-_12.04.025/1 budDeH jAgaraNam svapnaH suzuptiH iti ca-ucyate
   BhP_12.04.025/3 māyā-mātram idaṃ rājan nānātvaṃ pratyag-ātmani	Bhu-_12.04.025/3 mAyA--mAtram idam rAjan nAnAtvam pratyag-a-Atmani
   BhP_12.04.026/1 yathā jala-dharā vyomni bhavanti na bhavanti ca	Bhu-_12.04.026/1 yaTA jala-DarAH vyomni Bavanti na Bavanti ca
   BhP_12.04.026/3 brahmaṇīdaṃ tathā viśvam avayavy udayāpyayāt	Bhu-_12.04.026/3 brahmaNi-idam taTA viSvam avayavi udaya-apyayAt-
   BhP_12.04.027/1 satyaṃ hy avayavaḥ proktaḥ sarvāvayavinām iha	Bhu-_12.04.027/1 satyam hi avayavaH proktaH sarva-avayavinAm iha
   BhP_12.04.027/3 vinārthena pratīyeran paṭasyevāṅga tantavaḥ	Bhu-_12.04.027/3 vinA-arTena pratIyeran pawasya-iva-aFga tantavaH
   BhP_12.04.028/1 yat sāmānya-viśeṣābhyām upalabhyeta sa bhramaḥ	Bhu-_12.04.028/1 yat sAmAnya--viSezAByAm upalaByeta sa BramaH
   BhP_12.04.028/3 anyonyāpāśrayāt sarvam ādy-antavad avastu yat	Bhu-_12.04.028/3 anyonya-apASrayAt sarvam Adi--anta-vat avastu yat-
   BhP_12.04.029/1 vikāraḥ khyāyamāno 'pi pratyag-ātmānam antarā	BhP_12.04.029/1 vikAraH KyAyamAnaH api pratyag-a-AtmAnam antarA
   BhP_12.04.029/3 na nirūpyo 'sty aṇur api syāc cec cit-sama ātma-vat	Bhu-_12.04.029/3 na nirUpyaH asti aNuH api syAt ced cit--samaH Atma-vat-
   BhP_12.04.030/1 na hi satyasya nānātvam avidvān yadi manyate	Bhu-_12.04.030/1 na hi satyasya nAnAtvam avidvAn yadi manyate
   BhP_12.04.030/3 nānātvaṃ chidrayor yadvaj jyotiṣor vātayor iva	Bhu-_12.04.030/3 nAnAtvam CidrayoH yadvat jyotizoH vAtayoH iva
   BhP_12.04.031/1 yathā hiraṇyaṃ bahudhā samīyate nṛbhiḥ kriyābhir	Bhu-_12.04.031/1 yaTA hiraNyam bahuDA samIyate nRBiH kriyABiH-
   vyavahāra-vartmasu	vyavahAra-vartmasu
   BhP_12.04.031/3 evaṃ vacobhir bhagavān adhokṣajo vyākhyāyate	Bhu-_12.04.031/3 evam vacoBiH BagavAn aDokzajaH vyAKyAyate
   laukika-vaidikair janaiḥ	lOkika--vEdikEH janEH
   BhP_12.04.032/1 yathā ghano 'rka-prabhavo 'rka-darśito	Bhu-_12.04.032/1 yaTA GanaH arka-praBavaH arka--darSitaH-
   BhP_12.04.032/2 hy arkāṃśa-bhūtasya ca cakṣuṣas tamaḥ	Bhu-_12.04.032/2 hi arka-aMSa--BUtasya ca cakzuzaH tamaH
   BhP_12.04.032/3 evaṃ tv ahaṃ brahma-guṇas tad-īkṣito	Bhu-_12.04.032/3 evam tu aham brahma-guNaH tad--IkzitaH-
   BhP_12.04.032/4 brahmāṃśakasyātmana ātma-bandhanaḥ	Bhu-_12.04.032/4 brahma-aMSakasya-AtmanaH Atma-banDanaH
   BhP_12.04.033/1 ghano yadārka-prabhavo vidīryate cakṣuḥ svarūpaṃ ravim	Bhu-_12.04.033/1 GanaH yadA-arka--praBavaH vidIryate cakzuH svarUpam ravim
   īkṣate tadā	Ikzate tadA
   BhP_12.04.033/3 yadā hy ahaṅkāra upādhir ātmano jijñāsayā naśyati tarhy	Bhu-_12.04.033/3 yadA hi ahaFkAraH upADiH AtmanaH jijQAsayA naSyati tarhi-
   anusmaret	anusmaret-
   BhP_12.04.034/1 yadaivam etena viveka-hetinā	Bhu-_12.04.034/1 yadA-evam etena viveka--hetinA
   māyā-mayāhaṅkaraṇātma-bandhanam	mAyA--maya-ahaFkaraNa-Atma--banDanam
   BhP_12.04.034/3 chittvācyutātmānubhavo 'vatiṣṭhate tam āhur ātyantikam	Bhu-_12.04.034/3 CittvA-acyuta-Atma-anuBavaH avatizWate tam AhuH Atyantikam
   aṅga samplavam	aFga samplavam
   BhP_12.04.035/1 nityadā sarva-bhūtānāṃ brahmādīnāṃ parantapa	Bhu-_12.04.035/1 nityadA sarva-BUtAnAm brahma-AdInAm parantapa
   BhP_12.04.035/3 utpatti-pralayāv eke sūkṣma-jñāḥ sampracakṣate	Bhu-_12.04.035/3 utpatti-pralayO eke sUkzma-jQAH sampracakzate
   BhP_12.04.036/1 kāla-sroto-javenāśu hriyamāṇasya nityadā	BhP_12.04.036/1 kAla-sroto--javena-ASu hriyamANasya nityadA
   BhP_12.04.036/3 pariṇāmināṃ avasthās tā janma-pralaya-hetavaḥ	Bhu-_12.04.036/3 pariNAminAm avasTAH tAH janma--pralaya--hetavaH
   BhP_12.04.037/1 anādy-antavatānena kāleneśvara-mūrtinā	Bhu-_12.04.037/1 anAdi--antavatA-anena kAlena-ISvara--mUrtinA
   BhP_12.04.037/3 avasthā naiva dṛśyante viyati jyotiṣāṃ iva	Bhu-_12.04.037/3 avasTAH na-eva dRSyante viyati jyotizAm iva
   BhP_12.04.038/1 nityo naimittikaś caiva tathā prākṛtiko layaḥ	Bhu-_12.04.038/1 nityaH nEmittikaH ca-eva taTA prAkRtikaH layaH
   BhP_12.04.038/3 ātyantikaś ca kathitaḥ kālasya gatir īdṛśī	BhP_12.04.038/3 AtyantikaH ca kaTitaH kAlasya gatiH IdRSI
   BhP_12.04.039/1 etāḥ kuru-śreṣṭha jagad-vidhātur	Bhu-_12.04.039/1 etAH kuru--SrezWa jagat--viDAtuH-
   nārāyaṇasyākhila-sattva-dhāmnaḥ	nArAyaNasya-aKila--sattva--DAmnaH
   BhP_12.04.039/3 līlā-kathās te kathitāḥ samāsataḥ kārtsnyena nājo 'py	Bhu-_12.04.039/3 lIlA-kaTAH te kaTitAH samAsatas kArtsnyena nAjaH api-
   abhidhātum īśaḥ	aBiDAtum ISaH
   BhP_12.04.040/1 saṃsāra-sindhum ati-dustaram uttitīrṣor	Bhu-_12.04.040/1 saMsAra--sinDum ati-dustaram uttitIrzoH-
   BhP_12.04.040/2 nānyaḥ plavo bhagavataḥ puruṣottamasya	Bhu-_12.04.040/2 na-anyaH plavaH BagavataH puruzottamasya
   BhP_12.04.040/3 līlā-kathā-rasa-niṣevaṇam antareṇa	Bhu-_12.04.040/3 lIlA--kaTA-rasa-nizevaNam antareNa
   BhP_12.04.040/4 puṃso bhaved vividha-duḥkha-davārditasya	Bhu-_12.04.040/4 puMsaH Bavet viviDa--duHKa-da-va-arditasya
   BhP_12.04.041/1 purāṇa-saṃhitām etām ṛṣir nārāyaṇo 'vyayaḥ	Bhu-_12.04.041/1 purANa--saMhitAm etAm RziH nArAyaNaH avyayaH
   BhP_12.04.041/3 nāradāya purā prāha kṛṣṇa-dvaipāyanāya saḥ	Bhu-_12.04.041/3 nAradAya purA prAha kRzNa-dvEpAyanAya saH
   BhP_12.04.042/1 sa vai mahyaṃ mahā-rāja bhagavān bādarāyaṇaḥ	Bhu-_12.04.042/1 sa vE mahyam mahA--rAja BagavAn bAdarAyaNaH
   BhP_12.04.042/3 imāṃ bhāgavatīṃ prītaḥ saṃhitāṃ veda-sammitām	Bhu-_12.04.042/3 imAm BAgavatIm prItaH saMhitAm veda--sammitAm
   BhP_12.04.043/1 imāṃ vakṣyaty asau sūta ṛṣibhyo naimiṣālaye	Bhu-_12.04.043/1 imAm vakzyati asO sUtaH RziByaH nEmiza-Alaye
   BhP_12.04.043/3 dīrgha-satre kuru-śreṣṭha sampṛṣṭaḥ śaunakādibhiḥ	Bhu-_12.04.043/3 dIrGa-satre kuru--SrezWa sampRzwaH SOnaka-AdiBiH
   BhP_12.05.001/0 śrī-śuka uvāca	BhP_12.05.001/0 SrI-SukaH uvAca
   BhP_12.05.001/1 atrānuvarṇyate 'bhīkṣṇaṃ viśvātmā bhagavān hariḥ	Bhu-_12.05.001/1 atra-anuvarNyate aBIkzNam viSvAtmA BagavAn hariH
   BhP_12.05.001/3 yasya prasāda-jo brahmā rudraḥ krodha-samudbhavaḥ	Bhu-_12.05.001/3 yasya prasAda-jaH brahmA rudraH kroDa--samudBavaH
   BhP_12.05.002/1 tvaṃ tu rājan mariṣyeti paśu-buddhim imāṃ jahi	Bhu-_12.05.002/1 tvam tu rAjan marizya-iti paSu--budDim imAm jahi
   BhP_12.05.002/3 na jātaḥ prāg abhūto 'dya deha-vat tvaṃ na naṅkṣyasi	Bhu-_12.05.002/3 na jAtaH prAk aBUtaH adya deha-vat tvam na naFkzyasi
   BhP_12.05.003/1 na bhaviṣyasi bhūtvā tvaṃ putra-pautrādi-rūpavān	Bhu-_12.05.003/1 na Bavizyasi BUtvA tvam putra--pOtra-Adi--rUpavAn
   BhP_12.05.003/3 bījāṅkura-vad dehāder vyatirikto yathānalaḥ	Bha-a_12.05.003/3 bIja-aFkura-vat deha-AdeH vyatiriktaH yaTA-analaH
   BhP_12.05.004/1 svapne yathā śiraś-chedaṃ pañcatvādy ātmanaḥ svayam	Bhu-_12.05.004/1 svapne yaTA SiraS-Cedam paQcatva-Adi AtmanaH svayam
   BhP_12.05.004/3 yasmāt paśyati dehasya tata ātmā hy ajo 'maraḥ	Bhu-_12.05.004/3 yasmAt paSyati dehasya tatas AtmA hi ajaH amaraH
   BhP_12.05.005/1 ghaṭe bhinne ghaṭākāśa ākāśaḥ syād yathā purā	Bhu-_12.05.005/1 Gawe Binne Gawa-AkASaH AkASaH syAt yaTA purA
   BhP_12.05.005/3 evaṃ dehe mṛte jīvo brahma sampadyate punaḥ	Bhu-_12.05.005/3 evam dehe mRte jIvaH brahma sampadyate punar-
   BhP_12.05.006/1 manaḥ sṛjati vai dehān guṇān karmāṇi cātmanaḥ	Bhu-_12.05.006/1 manaH sRjati vE dehAn guNAn karmANi ca-AtmanaH
   BhP_12.05.006/3 tan manaḥ sṛjate māyā tato jīvasya saṃsṛtiḥ	Bhu-_12.05.006/3 tat manaH sRjate mAyA tatas jIvasya saMsRtiH
   BhP_12.05.007/1 snehādhiṣṭhāna-varty-agni- saṃyogo yāvad īyate	BhP_12.05.007/1 sneha-aDizWAna--varti--agni saMyogaH yAvat Iyate
   BhP_12.05.007/3 tāvad dīpasya dīpatvam evaṃ deha-kṛto bhavaḥ	Bhu-_12.05.007/3 tAvat dIpasya dIpa-tvam evam deha-kRtaH BavaH
   BhP_12.05.007/5 rajaḥ-sattva-tamo-vṛttyā jāyate 'tha vinaśyati	Bha-a_12.05.007/5 rajaH--sattva--tamaH--vRttyA jAyate aTa vinaSyati
   BhP_12.05.008/1 na tatrātmā svayaṃ-jyotir yo vyaktāvyaktayoḥ paraḥ	Bhu-_12.05.008/1 na tatra-AtmA svayaM-jyotiH yaH vyakta-avyaktayoH paraH
   BhP_12.05.008/3 ākāśa iva cādhāro dhruvo 'nantopamas tataḥ	Bhu-_12.05.008/3 AkASaH iva ca-ADAraH DruvaH ananta-upamaH tatas-
   BhP_12.05.009/1 evam ātmānam ātma-stham ātmanaivāmṛśa prabho	Bhu-_12.05.009/1 evam AtmAnam Atma--sTam AtmanA-eva-AmRSa praBo
   BhP_12.05.009/3 buddhyānumāna-garbhiṇyā vāsudevānucintayā	Bhu-_12.05.009/3 budDyA-anumAna--garBiNyA vAsudeva-anucintayA
   BhP_12.05.010/1 codito vipra-vākyena na tvāṃ dhakṣyati takṣakaḥ	Bhu-_12.05.010/1 coditaH vipra--vAkyena na tvAm Dakzyati takzakaH
   BhP_12.05.010/3 mṛtyavo nopadhakṣyanti mṛtyūnāṃ mṛtyum īśvaram	Bhu-_12.05.010/3 mRtyavaH na-upaDakzyanti mRtyUnAm mRtyum ISvaram
   BhP_12.05.011/1 ahaṃ brahma paraṃ dhāma brahmāhaṃ paramaṃ padam	Bhu-_12.05.011/1 aham brahma param DAma brahmA-aham paramam padam
   BhP_12.05.011/3 evaṃ samīkṣya cātmānam ātmany ādhāya niṣkale	Bhu-_12.05.011/3 evam samIkzya ca-AtmAnam Atmani ADAya nizkale
   BhP_12.05.012/1 daśantaṃ takṣakaṃ pāde lelihānaṃ viṣānanaiḥ	Bhu-_12.05.012/1 daSantam takzakam pAde lelihAnam viza-AnanEH
   BhP_12.05.012/3 na drakṣyasi śarīraṃ ca viśvaṃ ca pṛthag ātmanaḥ	Bhu-_12.05.012/3 na drakzyasi SarIram ca viSvam ca pRTak AtmanaH
   BhP_12.05.013/1 etat te kathitaṃ tāta yad ātmā pṛṣṭavān nṛpa	Bhu-_12.05.013/1 etat te kaTitam tAta yat AtmA pRzwavAn nRpa
   BhP_12.05.013/3 harer viśvātmanaś ceṣṭāṃ kiṃ bhūyaḥ śrotum icchasi	Bhu-_12.05.013/3 hareH viSva-AtmanaH cezwAm kim BUyas Srotum icCasi
   BhP_12.06.001/0 sūta uvāca	BhP_12.06.001/0 sUtaH uvAca
   BhP_12.06.001/1 etan niśamya muninābhihitaṃ parīkṣid	Bhu-_12.06.001/1 etat niSamya muninA-aBihitam parIkzit-
   BhP_12.06.001/2 vyāsātmajena nikhilātma-dṛśā samena	Bhu-_12.06.001/2 vyAsa-Atmajena niKila-Atma--dRSA samena
   BhP_12.06.001/3 tat-pāda-mūlam upasṛtya natena mūrdhnā	Bhu-_12.06.001/3 tat-pAda--mUlam upasRtya natena mUrDnA
   BhP_12.06.001/4 baddhāñjalis tam idam āha sa viṣṇurātaḥ	Bha-a_12.06.001/4 badDAQjaliH tam idam Aha sa vizNurAtaH
   BhP_12.06.002/0 rājovāca	BhP_12.06.002/0 rAjA-uvAca
   BhP_12.06.002/1 siddho 'smy anugṛhīto 'smi bhavatā karuṇātmanā	Bhu-_12.06.002/1 sidDaH asmi anugRhItaH asmi BavatA karuNA-AtmanA
   BhP_12.06.002/3 śrāvito yac ca me sākṣād anādi-nidhano hariḥ	Bhu-_12.06.002/3 SrAvitaH yat ca me sAkzAt anAdi-niDanaH hariH
   BhP_12.06.003/1 nāty-adbhutam ahaṃ manye mahatām acyutātmanām	Bhu-_12.06.003/1 na-aty-adButam aham manye mahatAm acyuta-AtmanAm
   BhP_12.06.003/3 ajñeṣu tāpa-tapteṣu bhūteṣu yad anugrahaḥ	Bhu-_12.06.003/3 ajQezu tApa--taptezu BUtezu yat anugrahaH
   BhP_12.06.004/1 purāṇa-saṃhitām etām aśrauṣma bhavato vayam	Bhu-_12.06.004/1 purANa--saMhitAm etAm aSrOzma BavataH vayam
   BhP_12.06.004/3 yasyāṃ khalūttamaḥ-śloko bhagavān anavarṇyate	Bhu-_12.06.004/3 yasyAm Kalu-uttamaH-SlokaH BagavAn anavarNyate
   BhP_12.06.005/1 bhagavaṃs takṣakādibhyo mṛtyubhyo na bibhemy aham	Bhu-_12.06.005/1 Bagavan takzaka-AdiByaH mRtyuByaH na biBemi aham
   BhP_12.06.005/3 praviṣṭo brahma nirvāṇam abhayaṃ darśitaṃ tvayā	Bhu-_12.06.005/3 pravizwaH brahma nirvANam aBayam darSitam tvayA
   BhP_12.06.006/1 anujānīhi māṃ brahman vācaṃ yacchāmy adhokṣaje	Bhu-_12.06.006/1 anujAnIhi mAm brahman vAcam yacCAmi aDokzaje
   BhP_12.06.006/3 mukta-kāmāśayaṃ cetaḥ praveśya visṛjāmy asūn	Bhu-_12.06.006/3 mukta-kAma-ASayam cetaH praveSya visRjAmi asUn
   BhP_12.06.007/1 ajñānaṃ ca nirastaṃ me jñāna-vijñāna-niṣṭhayā	Bhu-_12.06.007/1 ajQAnam ca nirastam me jQAna-vijQAna--nizWayA
   BhP_12.06.007/3 bhavatā darśitaṃ kṣemaṃ paraṃ bhagavataḥ padam	Bhu-_12.06.007/3 BavatA darSitam kzemam param BagavataH padam
   BhP_12.06.008/0 sūta uvāca	BhP_12.06.008/0 sUtaH uvAca
   BhP_12.06.008/1 ity uktas tam anujñāpya bhagavān bādarāyaṇiḥ	BhP_12.06.008/1 iti uktaH tam anujQApya BagavAn bAdarAyaNiH
   BhP_12.06.008/3 jagāma bhikṣubhiḥ sākaṃ nara-devena pūjitaḥ	Bhu-_12.06.008/3 jagAma BikzuBiH sAkam nara--devena pUjitaH
   BhP_12.06.009/1 parīkṣid api rājarṣir ātmany ātmānam ātmanā	Bhu-_12.06.009/1 parIkzit api rAjarziH Atmani AtmAnam AtmanA
   BhP_12.06.009/3 samādhāya paraṃ dadhyāv aspandāsur yathā taruḥ	Bhu-_12.06.009/3 samADAya param daDyO aspandAsuH yaTA taruH
   BhP_12.06.010/1 prāk-kūle barhiṣy āsīno gaṅgā-kūla udaṅ-mukhaḥ	BhP_12.06.010/1 prAk-kUle barhizi AsInaH gaFgA-kUle udaF-muKaH
   BhP_12.06.010/3 brahma-bhūto mahā-yogī niḥsaṅgaś chinna-saṃśayaḥ	Bhu-_12.06.010/3 brahma-BUtaH mahA-yogI niHsaFgaH Cinna--saMSayaH
   BhP_12.06.011/1 takṣakaḥ prahito viprāḥ kruddhena dvija-sūnunā	Bhu-_12.06.011/1 takzakaH prahitaH viprAH krudDena dvija--sUnunA
   BhP_12.06.011/3 hantu-kāmo nṛpaṃ gacchan dadarśa pathi kaśyapam	Bhu-_12.06.011/3 hantu--kAmaH nRpam gacCan dadarSa paTi kaSyapam
   BhP_12.06.012/1 taṃ tarpayitvā draviṇair nivartya viṣa-hāriṇam	Bhu-_12.06.012/1 tam tarpayitvA draviNEH nivartya viza--hAriNam
   BhP_12.06.012/3 dvija-rūpa-praticchannaḥ kāma-rūpo 'daśan nṛpam	Bhu-_12.06.012/3 dvija--rUpa--praticCannaH kAma-rUpaH adaSat nRpam
   BhP_12.06.013/1 brahma-bhūtasya rājarṣer deho 'hi-garalāgninā	Bhu-_12.06.013/1 brahma-BUtasya rAjarzeH dehaH ahi-garala-agninA
   BhP_12.06.013/3 babhūva bhasmasāt sadyaḥ paśyatāṃ sarva-dehinām	Bhu-_12.06.013/3 baBUva BasmasAt sadyas paSyatAm sarva-dehinAm
   BhP_12.06.014/1 hāhā-kāro mahān āsīd bhuvi khe dikṣu sarvataḥ	Bhu-_12.06.014/1 hAhA-kAraH mahAn AsIt Buvi Ke dikzu sarvatas-
   BhP_12.06.014/3 vismitā hy abhavan sarve devāsura-narādayaḥ	Bhu-_12.06.014/3 vismitAH hi aBavan sarve deva-asura--nara-AdayaH
   BhP_12.06.015/1 deva-dundubhayo nedur gandharvāpsaraso jaguḥ	Bhu-_12.06.015/1 deva-dunduBayaH neduH ganDarva-apsarasaH jaguH
   BhP_12.06.015/3 vavṛṣuḥ puṣpa-varṣāṇi vibudhāḥ sādhu-vādinaḥ	BhP_12.06.015/3 vavRzuH puzpa--varzANi vibuDAH sADu--vAdinaH
   BhP_12.06.016/1 janmejayaḥ sva-pitaraṃ śrutvā takṣaka-bhakṣitam	Bhu-_12.06.016/1 janmejayaH sva--pitaram SrutvA takzaka-Bakzitam
   BhP_12.06.016/3 yathājuhāva sankruddho nāgān satre saha dvijaiḥ	Bhu-_12.06.016/3 yaTA-AjuhAva san-krudDaH nAgAn satre saha dvijEH
   BhP_12.06.017/1 sarpa-satre samiddhāgnau dahyamānān mahoragān	Bhu-_12.06.017/1 sarpa--satre samidDa-agnO dahyamAnAn mahA-uragAn
   BhP_12.06.017/3 dṛṣṭvendraṃ bhaya-saṃvignas takṣakaḥ śaraṇaṃ yayau	Bhu-_12.06.017/3 dRzwvA-indram Baya--saMvignaH takzakaH SaraNam yayO
   BhP_12.06.018/1 apaśyaṃs takṣakaṃ tatra rājā pārīkṣito dvijān	Bhu-_12.06.018/1 apaSyan takzakam tatra rAjA pArIkzitaH dvijAn
   BhP_12.06.018/3 uvāca takṣakaḥ kasmān na dahyetoragādhamaḥ	BhP_12.06.018/3 uvAca takzakaH kasmAt na dahyeta-uraga-aDamaH
   BhP_12.06.019/1 taṃ gopāyati rājendra śakraḥ śaraṇam āgatam	Bhu-_12.06.019/1 tam gopAyati rAja-indra SakraH SaraNam Agatam
   BhP_12.06.019/3 tena saṃstambhitaḥ sarpas tasmān nāgnau pataty asau	Bhu-_12.06.019/3 tena saMstamBitaH sarpaH tasmAt na-agnO patati asO
   BhP_12.06.020/1 pārīkṣita iti śrutvā prāhartvija udāra-dhīḥ	Bhu-_12.06.020/1 pArIkzitaH iti SrutvA prAha-RtvijaH udAra-DIH
   BhP_12.06.020/3 sahendras takṣako viprā nāgnau kim iti pātyate	BhP_12.06.020/3 saha-indraH takzakaH viprAH na-agnO kim iti pAtyate
   BhP_12.06.021/1 tac chrutvājuhuvur viprāḥ sahendraṃ takṣakaṃ makhe	Bhu-_12.06.021/1 tat SrutvA-AjuhuvuH viprAH saha-indram takzakam maKe
   BhP_12.06.021/3 takṣakāśu patasveha sahendreṇa marutvatā	Bhu-_12.06.021/3 takzaka-ASu patasva-iha saha-indreNa marutvatA
